"","X1","State","LGA","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday","scenario"
"2087",7639,"Sokoto","Binji","Gawabawa","august",2024,3,-1,1,0.992105263,5,1702,"scenario 2 - 5"
"2088",7640,"Sokoto","Binji","Gawabawa","august",2024,4,-1,1,0.6,5,1730,"scenario 2 - 5"
"2089",8089,"Sokoto","Binji","Gawabawa","august",2025,1,-1,1,0.969736842,5,2011,"scenario 2 - 5"
"2090",9218,"Sokoto","Binji","Gawabawa","august",2025,2,-1,1,0.994736842,5,2039,"scenario 2 - 5"
"2091",9219,"Sokoto","Binji","Gawabawa","august",2025,3,-1,1,0.992105263,5,2067,"scenario 2 - 5"
"2092",9220,"Sokoto","Binji","Gawabawa","august",2025,4,-1,1,0.6,5,2095,"scenario 2 - 5"
"2093",9669,"Sokoto","Binji","Gawabawa","august",2026,1,-1,1,0.969736842,5,2376,"scenario 2 - 5"
"2094",10798,"Sokoto","Binji","Gawabawa","august",2026,2,-1,1,0.994736842,5,2404,"scenario 2 - 5"
"2095",10799,"Sokoto","Binji","Gawabawa","august",2026,3,-1,1,0.992105263,5,2432,"scenario 2 - 5"
"2096",10800,"Sokoto","Binji","Gawabawa","august",2026,4,-1,1,0.6,5,2460,"scenario 2 - 5"
"2097",11249,"Sokoto","Binji","Gawabawa","august",2027,1,-1,1,0.969736842,5,2741,"scenario 2 - 5"
"2098",12378,"Sokoto","Binji","Gawabawa","august",2027,2,-1,1,0.994736842,5,2769,"scenario 2 - 5"
"2099",12379,"Sokoto","Binji","Gawabawa","august",2027,3,-1,1,0.992105263,5,2797,"scenario 2 - 5"
"2100",12380,"Sokoto","Binji","Gawabawa","august",2027,4,-1,1,0.6,5,2825,"scenario 2 - 5"
"2101",12829,"Sokoto","Binji","Gawabawa","august",2028,1,-1,1,0.969736842,5,3106,"scenario 2 - 5"
"2102",13958,"Sokoto","Binji","Gawabawa","august",2028,2,-1,1,0.994736842,5,3134,"scenario 2 - 5"
"2103",13959,"Sokoto","Binji","Gawabawa","august",2028,3,-1,1,0.992105263,5,3162,"scenario 2 - 5"
"2104",13960,"Sokoto","Binji","Gawabawa","august",2028,4,-1,1,0.6,5,3190,"scenario 2 - 5"
"2105",14409,"Sokoto","Binji","Gawabawa","august",2029,1,-1,1,0.969736842,5,3471,"scenario 2 - 5"
"2106",15538,"Sokoto","Binji","Gawabawa","august",2029,2,-1,1,0.994736842,5,3499,"scenario 2 - 5"
"2107",15539,"Sokoto","Binji","Gawabawa","august",2029,3,-1,1,0.992105263,5,3527,"scenario 2 - 5"
"2108",15540,"Sokoto","Binji","Gawabawa","august",2029,4,-1,1,0.6,5,3555,"scenario 2 - 5"
"2109",15989,"Sokoto","Binji","Gawabawa","august",2030,1,-1,1,0.969736842,5,3836,"scenario 2 - 5"
"2110",17118,"Sokoto","Binji","Gawabawa","august",2030,2,-1,1,0.994736842,5,3864,"scenario 2 - 5"
"2111",17119,"Sokoto","Binji","Gawabawa","august",2030,3,-1,1,0.992105263,5,3892,"scenario 2 - 5"
"2112",17120,"Sokoto","Binji","Gawabawa","august",2030,4,-1,1,0.6,5,3920,"scenario 2 - 5"
"2113",193,"Jigawa","Biriniwa","Taura","july",2020,1,-1,1,0.6,5,186,"scenario 2 - 5"
"2114",434,"Jigawa","Biriniwa","Taura","july",2020,2,-1,1,0.6,5,216,"scenario 2 - 5"
"2115",435,"Jigawa","Biriniwa","Taura","july",2020,3,-1,1,0.6,5,246,"scenario 2 - 5"
"2116",436,"Jigawa","Biriniwa","Taura","july",2020,4,-1,1,0.6,5,276,"scenario 2 - 5"
"2117",1773,"Jigawa","Biriniwa","Taura","july",2021,1,-1,1,0.6,5,551,"scenario 2 - 5"
"2118",2014,"Jigawa","Biriniwa","Taura","july",2021,2,-1,1,0.6,5,581,"scenario 2 - 5"
"2119",2015,"Jigawa","Biriniwa","Taura","july",2021,3,-1,1,0.6,5,611,"scenario 2 - 5"
"2120",2016,"Jigawa","Biriniwa","Taura","july",2021,4,-1,1,0.6,5,641,"scenario 2 - 5"
"2121",3353,"Jigawa","Biriniwa","Taura","july",2022,1,-1,1,0.6,5,916,"scenario 2 - 5"
"2122",3594,"Jigawa","Biriniwa","Taura","july",2022,2,-1,1,0.6,5,946,"scenario 2 - 5"
"2123",3595,"Jigawa","Biriniwa","Taura","july",2022,3,-1,1,0.6,5,976,"scenario 2 - 5"
"2124",3596,"Jigawa","Biriniwa","Taura","july",2022,4,-1,1,0.6,5,1006,"scenario 2 - 5"
"2125",4933,"Jigawa","Biriniwa","Taura","july",2023,1,-1,1,0.6,5,1281,"scenario 2 - 5"
"2126",5174,"Jigawa","Biriniwa","Taura","july",2023,2,-1,1,0.6,5,1311,"scenario 2 - 5"
"2127",5175,"Jigawa","Biriniwa","Taura","july",2023,3,-1,1,0.6,5,1341,"scenario 2 - 5"
"2128",5176,"Jigawa","Biriniwa","Taura","july",2023,4,-1,1,0.6,5,1371,"scenario 2 - 5"
"2129",6513,"Jigawa","Biriniwa","Taura","july",2024,1,-1,1,0.6,5,1646,"scenario 2 - 5"
"2130",6754,"Jigawa","Biriniwa","Taura","july",2024,2,-1,1,0.6,5,1676,"scenario 2 - 5"
"2131",6755,"Jigawa","Biriniwa","Taura","july",2024,3,-1,1,0.6,5,1706,"scenario 2 - 5"
"2132",6756,"Jigawa","Biriniwa","Taura","july",2024,4,-1,1,0.6,5,1736,"scenario 2 - 5"
"2133",8093,"Jigawa","Biriniwa","Taura","july",2025,1,-1,1,0.6,5,2011,"scenario 2 - 5"
"2134",8334,"Jigawa","Biriniwa","Taura","july",2025,2,-1,1,0.6,5,2041,"scenario 2 - 5"
"2135",8335,"Jigawa","Biriniwa","Taura","july",2025,3,-1,1,0.6,5,2071,"scenario 2 - 5"
"2136",8336,"Jigawa","Biriniwa","Taura","july",2025,4,-1,1,0.6,5,2101,"scenario 2 - 5"
"2137",9673,"Jigawa","Biriniwa","Taura","july",2026,1,-1,1,0.6,5,2376,"scenario 2 - 5"
"2138",9914,"Jigawa","Biriniwa","Taura","july",2026,2,-1,1,0.6,5,2406,"scenario 2 - 5"
"2139",9915,"Jigawa","Biriniwa","Taura","july",2026,3,-1,1,0.6,5,2436,"scenario 2 - 5"
"2140",9916,"Jigawa","Biriniwa","Taura","july",2026,4,-1,1,0.6,5,2466,"scenario 2 - 5"
"2141",11253,"Jigawa","Biriniwa","Taura","july",2027,1,-1,1,0.6,5,2741,"scenario 2 - 5"
"2142",11494,"Jigawa","Biriniwa","Taura","july",2027,2,-1,1,0.6,5,2771,"scenario 2 - 5"
"2143",11495,"Jigawa","Biriniwa","Taura","july",2027,3,-1,1,0.6,5,2801,"scenario 2 - 5"
"2144",11496,"Jigawa","Biriniwa","Taura","july",2027,4,-1,1,0.6,5,2831,"scenario 2 - 5"
"2145",12833,"Jigawa","Biriniwa","Taura","july",2028,1,-1,1,0.6,5,3106,"scenario 2 - 5"
"2146",13074,"Jigawa","Biriniwa","Taura","july",2028,2,-1,1,0.6,5,3136,"scenario 2 - 5"
"2147",13075,"Jigawa","Biriniwa","Taura","july",2028,3,-1,1,0.6,5,3166,"scenario 2 - 5"
"2148",13076,"Jigawa","Biriniwa","Taura","july",2028,4,-1,1,0.6,5,3196,"scenario 2 - 5"
"2149",14413,"Jigawa","Biriniwa","Taura","july",2029,1,-1,1,0.6,5,3471,"scenario 2 - 5"
"2150",14654,"Jigawa","Biriniwa","Taura","july",2029,2,-1,1,0.6,5,3501,"scenario 2 - 5"
"2151",14655,"Jigawa","Biriniwa","Taura","july",2029,3,-1,1,0.6,5,3531,"scenario 2 - 5"
"2152",14656,"Jigawa","Biriniwa","Taura","july",2029,4,-1,1,0.6,5,3561,"scenario 2 - 5"
"2153",15993,"Jigawa","Biriniwa","Taura","july",2030,1,-1,1,0.6,5,3836,"scenario 2 - 5"
"2154",16234,"Jigawa","Biriniwa","Taura","july",2030,2,-1,1,0.6,5,3866,"scenario 2 - 5"
"2155",16235,"Jigawa","Biriniwa","Taura","july",2030,3,-1,1,0.6,5,3896,"scenario 2 - 5"
"2156",16236,"Jigawa","Biriniwa","Taura","july",2030,4,-1,1,0.6,5,3926,"scenario 2 - 5"
"2157",197,"Jigawa","Birni Kudu","Takali","september",2020,1,-1,1,0.6,5,250,"scenario 2 - 5"
"2158",438,"Jigawa","Birni Kudu","Takali","september",2020,2,-1,1,0.6,5,280,"scenario 2 - 5"
"2159",439,"Jigawa","Birni Kudu","Takali","september",2020,3,-1,1,0.6,5,310,"scenario 2 - 5"
"2160",440,"Jigawa","Birni Kudu","Takali","september",2020,4,-1,1,0.6,5,340,"scenario 2 - 5"
"2161",1777,"Jigawa","Birni Kudu","Takali","september",2021,1,-1,1,0.6,5,615,"scenario 2 - 5"
"2162",2018,"Jigawa","Birni Kudu","Takali","september",2021,2,-1,1,0.6,5,645,"scenario 2 - 5"
"2163",2019,"Jigawa","Birni Kudu","Takali","september",2021,3,-1,1,0.6,5,675,"scenario 2 - 5"
"2164",2020,"Jigawa","Birni Kudu","Takali","september",2021,4,-1,1,0.6,5,705,"scenario 2 - 5"
"2165",3357,"Jigawa","Birni Kudu","Takali","september",2022,1,-1,1,0.6,5,980,"scenario 2 - 5"
"2166",3598,"Jigawa","Birni Kudu","Takali","september",2022,2,-1,1,0.6,5,1010,"scenario 2 - 5"
"2167",3599,"Jigawa","Birni Kudu","Takali","september",2022,3,-1,1,0.6,5,1040,"scenario 2 - 5"
"2168",3600,"Jigawa","Birni Kudu","Takali","september",2022,4,-1,1,0.6,5,1070,"scenario 2 - 5"
"2169",4937,"Jigawa","Birni Kudu","Takali","september",2023,1,-1,1,0.6,5,1345,"scenario 2 - 5"
"2170",5178,"Jigawa","Birni Kudu","Takali","september",2023,2,-1,1,0.6,5,1375,"scenario 2 - 5"
"2171",5179,"Jigawa","Birni Kudu","Takali","september",2023,3,-1,1,0.6,5,1405,"scenario 2 - 5"
"2172",5180,"Jigawa","Birni Kudu","Takali","september",2023,4,-1,1,0.6,5,1435,"scenario 2 - 5"
"2173",6517,"Jigawa","Birni Kudu","Takali","september",2024,1,-1,1,0.6,5,1710,"scenario 2 - 5"
"2174",6758,"Jigawa","Birni Kudu","Takali","september",2024,2,-1,1,0.6,5,1740,"scenario 2 - 5"
"2175",6759,"Jigawa","Birni Kudu","Takali","september",2024,3,-1,1,0.6,5,1770,"scenario 2 - 5"
"2176",6760,"Jigawa","Birni Kudu","Takali","september",2024,4,-1,1,0.6,5,1800,"scenario 2 - 5"
"2177",8097,"Jigawa","Birni Kudu","Takali","september",2025,1,-1,1,0.6,5,2075,"scenario 2 - 5"
"2178",8338,"Jigawa","Birni Kudu","Takali","september",2025,2,-1,1,0.6,5,2105,"scenario 2 - 5"
"2179",8339,"Jigawa","Birni Kudu","Takali","september",2025,3,-1,1,0.6,5,2135,"scenario 2 - 5"
"2180",8340,"Jigawa","Birni Kudu","Takali","september",2025,4,-1,1,0.6,5,2165,"scenario 2 - 5"
"2181",9677,"Jigawa","Birni Kudu","Takali","september",2026,1,-1,1,0.6,5,2440,"scenario 2 - 5"
"2182",9918,"Jigawa","Birni Kudu","Takali","september",2026,2,-1,1,0.6,5,2470,"scenario 2 - 5"
"2183",9919,"Jigawa","Birni Kudu","Takali","september",2026,3,-1,1,0.6,5,2500,"scenario 2 - 5"
"2184",9920,"Jigawa","Birni Kudu","Takali","september",2026,4,-1,1,0.6,5,2530,"scenario 2 - 5"
"2185",11257,"Jigawa","Birni Kudu","Takali","september",2027,1,-1,1,0.6,5,2805,"scenario 2 - 5"
"2186",11498,"Jigawa","Birni Kudu","Takali","september",2027,2,-1,1,0.6,5,2835,"scenario 2 - 5"
"2187",11499,"Jigawa","Birni Kudu","Takali","september",2027,3,-1,1,0.6,5,2865,"scenario 2 - 5"
"2188",11500,"Jigawa","Birni Kudu","Takali","september",2027,4,-1,1,0.6,5,2895,"scenario 2 - 5"
"2189",12837,"Jigawa","Birni Kudu","Takali","september",2028,1,-1,1,0.6,5,3170,"scenario 2 - 5"
"2190",13078,"Jigawa","Birni Kudu","Takali","september",2028,2,-1,1,0.6,5,3200,"scenario 2 - 5"
"2191",13079,"Jigawa","Birni Kudu","Takali","september",2028,3,-1,1,0.6,5,3230,"scenario 2 - 5"
"2192",13080,"Jigawa","Birni Kudu","Takali","september",2028,4,-1,1,0.6,5,3260,"scenario 2 - 5"
"2193",14417,"Jigawa","Birni Kudu","Takali","september",2029,1,-1,1,0.6,5,3535,"scenario 2 - 5"
"2194",14658,"Jigawa","Birni Kudu","Takali","september",2029,2,-1,1,0.6,5,3565,"scenario 2 - 5"
"2195",14659,"Jigawa","Birni Kudu","Takali","september",2029,3,-1,1,0.6,5,3595,"scenario 2 - 5"
"2196",14660,"Jigawa","Birni Kudu","Takali","september",2029,4,-1,1,0.6,5,3625,"scenario 2 - 5"
"2197",15997,"Jigawa","Birni Kudu","Takali","september",2030,1,-1,1,0.6,5,3900,"scenario 2 - 5"
"2198",16238,"Jigawa","Birni Kudu","Takali","september",2030,2,-1,1,0.6,5,3930,"scenario 2 - 5"
"2199",16239,"Jigawa","Birni Kudu","Takali","september",2030,3,-1,1,0.6,5,3960,"scenario 2 - 5"
"2200",16240,"Jigawa","Birni Kudu","Takali","september",2030,4,-1,1,0.6,5,3990,"scenario 2 - 5"
"2201",209,"Kaduna","Birnin-Gwari","Giwa","august",2020,1,-1,1,0.6,5,223,"scenario 2 - 5"
"2202",534,"Kaduna","Birnin-Gwari","Giwa","august",2020,2,-1,1,0.6,5,253,"scenario 2 - 5"
"2203",535,"Kaduna","Birnin-Gwari","Giwa","august",2020,3,-1,1,0.6,5,283,"scenario 2 - 5"
"2204",536,"Kaduna","Birnin-Gwari","Giwa","august",2020,4,-1,1,0.6,5,313,"scenario 2 - 5"
"2205",1789,"Kaduna","Birnin-Gwari","Giwa","august",2021,1,-1,1,0.6,5,588,"scenario 2 - 5"
"2206",2114,"Kaduna","Birnin-Gwari","Giwa","august",2021,2,-1,1,0.6,5,618,"scenario 2 - 5"
"2207",2115,"Kaduna","Birnin-Gwari","Giwa","august",2021,3,-1,1,0.6,5,648,"scenario 2 - 5"
"2208",2116,"Kaduna","Birnin-Gwari","Giwa","august",2021,4,-1,1,0.6,5,678,"scenario 2 - 5"
"2209",3369,"Kaduna","Birnin-Gwari","Giwa","august",2022,1,-1,1,0.6,5,953,"scenario 2 - 5"
"2210",3694,"Kaduna","Birnin-Gwari","Giwa","august",2022,2,-1,1,0.6,5,983,"scenario 2 - 5"
"2211",3695,"Kaduna","Birnin-Gwari","Giwa","august",2022,3,-1,1,0.6,5,1013,"scenario 2 - 5"
"2212",3696,"Kaduna","Birnin-Gwari","Giwa","august",2022,4,-1,1,0.6,5,1043,"scenario 2 - 5"
"2213",4949,"Kaduna","Birnin-Gwari","Giwa","august",2023,1,-1,1,0.6,5,1318,"scenario 2 - 5"
"2214",5274,"Kaduna","Birnin-Gwari","Giwa","august",2023,2,-1,1,0.6,5,1348,"scenario 2 - 5"
"2215",5275,"Kaduna","Birnin-Gwari","Giwa","august",2023,3,-1,1,0.6,5,1378,"scenario 2 - 5"
"2216",5276,"Kaduna","Birnin-Gwari","Giwa","august",2023,4,-1,1,0.6,5,1408,"scenario 2 - 5"
"2217",6529,"Kaduna","Birnin-Gwari","Giwa","august",2024,1,-1,1,0.6,5,1683,"scenario 2 - 5"
"2218",6854,"Kaduna","Birnin-Gwari","Giwa","august",2024,2,-1,1,0.6,5,1713,"scenario 2 - 5"
"2219",6855,"Kaduna","Birnin-Gwari","Giwa","august",2024,3,-1,1,0.6,5,1743,"scenario 2 - 5"
"2220",6856,"Kaduna","Birnin-Gwari","Giwa","august",2024,4,-1,1,0.6,5,1773,"scenario 2 - 5"
"2221",8109,"Kaduna","Birnin-Gwari","Giwa","august",2025,1,-1,1,0.6,5,2048,"scenario 2 - 5"
"2222",8434,"Kaduna","Birnin-Gwari","Giwa","august",2025,2,-1,1,0.6,5,2078,"scenario 2 - 5"
"2223",8435,"Kaduna","Birnin-Gwari","Giwa","august",2025,3,-1,1,0.6,5,2108,"scenario 2 - 5"
"2224",8436,"Kaduna","Birnin-Gwari","Giwa","august",2025,4,-1,1,0.6,5,2138,"scenario 2 - 5"
"2225",9689,"Kaduna","Birnin-Gwari","Giwa","august",2026,1,-1,1,0.6,5,2413,"scenario 2 - 5"
"2226",10014,"Kaduna","Birnin-Gwari","Giwa","august",2026,2,-1,1,0.6,5,2443,"scenario 2 - 5"
"2227",10015,"Kaduna","Birnin-Gwari","Giwa","august",2026,3,-1,1,0.6,5,2473,"scenario 2 - 5"
"2228",10016,"Kaduna","Birnin-Gwari","Giwa","august",2026,4,-1,1,0.6,5,2503,"scenario 2 - 5"
"2229",11269,"Kaduna","Birnin-Gwari","Giwa","august",2027,1,-1,1,0.6,5,2778,"scenario 2 - 5"
"2230",11594,"Kaduna","Birnin-Gwari","Giwa","august",2027,2,-1,1,0.6,5,2808,"scenario 2 - 5"
"2231",11595,"Kaduna","Birnin-Gwari","Giwa","august",2027,3,-1,1,0.6,5,2838,"scenario 2 - 5"
"2232",11596,"Kaduna","Birnin-Gwari","Giwa","august",2027,4,-1,1,0.6,5,2868,"scenario 2 - 5"
"2233",12849,"Kaduna","Birnin-Gwari","Giwa","august",2028,1,-1,1,0.6,5,3143,"scenario 2 - 5"
"2234",13174,"Kaduna","Birnin-Gwari","Giwa","august",2028,2,-1,1,0.6,5,3173,"scenario 2 - 5"
"2235",13175,"Kaduna","Birnin-Gwari","Giwa","august",2028,3,-1,1,0.6,5,3203,"scenario 2 - 5"
"2236",13176,"Kaduna","Birnin-Gwari","Giwa","august",2028,4,-1,1,0.6,5,3233,"scenario 2 - 5"
"2237",14429,"Kaduna","Birnin-Gwari","Giwa","august",2029,1,-1,1,0.6,5,3508,"scenario 2 - 5"
"2238",14754,"Kaduna","Birnin-Gwari","Giwa","august",2029,2,-1,1,0.6,5,3538,"scenario 2 - 5"
"2239",14755,"Kaduna","Birnin-Gwari","Giwa","august",2029,3,-1,1,0.6,5,3568,"scenario 2 - 5"
"2240",14756,"Kaduna","Birnin-Gwari","Giwa","august",2029,4,-1,1,0.6,5,3598,"scenario 2 - 5"
"2241",16009,"Kaduna","Birnin-Gwari","Giwa","august",2030,1,-1,1,0.6,5,3873,"scenario 2 - 5"
"2242",16334,"Kaduna","Birnin-Gwari","Giwa","august",2030,2,-1,1,0.6,5,3903,"scenario 2 - 5"
"2243",16335,"Kaduna","Birnin-Gwari","Giwa","august",2030,3,-1,1,0.6,5,3933,"scenario 2 - 5"
"2244",16336,"Kaduna","Birnin-Gwari","Giwa","august",2030,4,-1,1,0.6,5,3963,"scenario 2 - 5"
"2245",201,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223,"scenario 2 - 5"
"2246",958,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253,"scenario 2 - 5"
"2247",959,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283,"scenario 2 - 5"
"2248",960,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313,"scenario 2 - 5"
"2249",1781,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588,"scenario 2 - 5"
"2250",2538,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618,"scenario 2 - 5"
"2251",2539,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648,"scenario 2 - 5"
"2252",2540,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678,"scenario 2 - 5"
"2253",3361,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953,"scenario 2 - 5"
"2254",4118,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983,"scenario 2 - 5"
"2255",4119,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013,"scenario 2 - 5"
"2256",4120,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043,"scenario 2 - 5"
"2257",4941,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318,"scenario 2 - 5"
"2258",5698,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348,"scenario 2 - 5"
"2259",5699,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378,"scenario 2 - 5"
"2260",5700,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408,"scenario 2 - 5"
"2261",6521,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683,"scenario 2 - 5"
"2262",7278,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713,"scenario 2 - 5"
"2263",7279,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743,"scenario 2 - 5"
"2264",7280,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773,"scenario 2 - 5"
"2265",8101,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048,"scenario 2 - 5"
"2266",8858,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078,"scenario 2 - 5"
"2267",8859,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108,"scenario 2 - 5"
"2268",8860,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138,"scenario 2 - 5"
"2269",9681,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2026,1,-1,1,0.6,5,2413,"scenario 2 - 5"
"2270",10438,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2026,2,-1,1,0.6,5,2443,"scenario 2 - 5"
"2271",10439,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2026,3,-1,1,0.6,5,2473,"scenario 2 - 5"
"2272",10440,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2026,4,-1,1,0.6,5,2503,"scenario 2 - 5"
"2273",11261,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2027,1,-1,1,0.6,5,2778,"scenario 2 - 5"
"2274",12018,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2027,2,-1,1,0.6,5,2808,"scenario 2 - 5"
"2275",12019,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2027,3,-1,1,0.6,5,2838,"scenario 2 - 5"
"2276",12020,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2027,4,-1,1,0.6,5,2868,"scenario 2 - 5"
"2277",12841,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2028,1,-1,1,0.6,5,3143,"scenario 2 - 5"
"2278",13598,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2028,2,-1,1,0.6,5,3173,"scenario 2 - 5"
"2279",13599,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2028,3,-1,1,0.6,5,3203,"scenario 2 - 5"
"2280",13600,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2028,4,-1,1,0.6,5,3233,"scenario 2 - 5"
"2281",14421,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2029,1,-1,1,0.6,5,3508,"scenario 2 - 5"
"2282",15178,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2029,2,-1,1,0.6,5,3538,"scenario 2 - 5"
"2283",15179,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2029,3,-1,1,0.6,5,3568,"scenario 2 - 5"
"2284",15180,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2029,4,-1,1,0.6,5,3598,"scenario 2 - 5"
"2285",16001,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2030,1,-1,1,0.6,5,3873,"scenario 2 - 5"
"2286",16758,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2030,2,-1,1,0.6,5,3903,"scenario 2 - 5"
"2287",16759,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2030,3,-1,1,0.6,5,3933,"scenario 2 - 5"
"2288",16760,"Kebbi","Birnin Kebbi","Birnin Kebbi","august",2030,4,-1,1,0.6,5,3963,"scenario 2 - 5"
"2289",205,"Zamfara","Birnin Magaji","Rimi","march",2020,1,-1,1,0.854974705,5,186,"scenario 2 - 5"
"2290",1534,"Zamfara","Birnin Magaji","Rimi","march",2020,2,-1,1,0.927487352,5,214,"scenario 2 - 5"
"2291",1535,"Zamfara","Birnin Magaji","Rimi","march",2020,3,-1,1,0.937605396,5,242,"scenario 2 - 5"
"2292",1536,"Zamfara","Birnin Magaji","Rimi","march",2020,4,-1,1,0.6,5,270,"scenario 2 - 5"
"2293",1785,"Zamfara","Birnin Magaji","Rimi","march",2021,1,-1,1,0.854974705,5,551,"scenario 2 - 5"
"2294",3114,"Zamfara","Birnin Magaji","Rimi","march",2021,2,-1,1,0.927487352,5,579,"scenario 2 - 5"
"2295",3115,"Zamfara","Birnin Magaji","Rimi","march",2021,3,-1,1,0.937605396,5,607,"scenario 2 - 5"
"2296",3116,"Zamfara","Birnin Magaji","Rimi","march",2021,4,-1,1,0.6,5,635,"scenario 2 - 5"
"2297",3365,"Zamfara","Birnin Magaji","Rimi","march",2022,1,-1,1,0.854974705,5,916,"scenario 2 - 5"
"2298",4694,"Zamfara","Birnin Magaji","Rimi","march",2022,2,-1,1,0.927487352,5,944,"scenario 2 - 5"
"2299",4695,"Zamfara","Birnin Magaji","Rimi","march",2022,3,-1,1,0.937605396,5,972,"scenario 2 - 5"
"2300",4696,"Zamfara","Birnin Magaji","Rimi","march",2022,4,-1,1,0.6,5,1000,"scenario 2 - 5"
"2301",4945,"Zamfara","Birnin Magaji","Rimi","march",2023,1,-1,1,0.854974705,5,1281,"scenario 2 - 5"
"2302",6274,"Zamfara","Birnin Magaji","Rimi","march",2023,2,-1,1,0.927487352,5,1309,"scenario 2 - 5"
"2303",6275,"Zamfara","Birnin Magaji","Rimi","march",2023,3,-1,1,0.937605396,5,1337,"scenario 2 - 5"
"2304",6276,"Zamfara","Birnin Magaji","Rimi","march",2023,4,-1,1,0.6,5,1365,"scenario 2 - 5"
"2305",6525,"Zamfara","Birnin Magaji","Rimi","march",2024,1,-1,1,0.854974705,5,1646,"scenario 2 - 5"
"2306",7854,"Zamfara","Birnin Magaji","Rimi","march",2024,2,-1,1,0.927487352,5,1674,"scenario 2 - 5"
"2307",7855,"Zamfara","Birnin Magaji","Rimi","march",2024,3,-1,1,0.937605396,5,1702,"scenario 2 - 5"
"2308",7856,"Zamfara","Birnin Magaji","Rimi","march",2024,4,-1,1,0.6,5,1730,"scenario 2 - 5"
"2309",8105,"Zamfara","Birnin Magaji","Rimi","march",2025,1,-1,1,0.854974705,5,2011,"scenario 2 - 5"
"2310",9434,"Zamfara","Birnin Magaji","Rimi","march",2025,2,-1,1,0.927487352,5,2039,"scenario 2 - 5"
"2311",9435,"Zamfara","Birnin Magaji","Rimi","march",2025,3,-1,1,0.937605396,5,2067,"scenario 2 - 5"
"2312",9436,"Zamfara","Birnin Magaji","Rimi","march",2025,4,-1,1,0.6,5,2095,"scenario 2 - 5"
"2313",9685,"Zamfara","Birnin Magaji","Rimi","march",2026,1,-1,1,0.854974705,5,2376,"scenario 2 - 5"
"2314",11014,"Zamfara","Birnin Magaji","Rimi","march",2026,2,-1,1,0.927487352,5,2404,"scenario 2 - 5"
