"","LGA","pen3","ci_l","ci_u","Number of Participants"
"429","Michika",0.8,0.8,0.8,9
"430","Miga",0.208333333333333,0.208333333333333,0.208333333333333,30
"431","Minjibir",0.262885195844448,0.134004918691354,0.391765472997541,67
"432","Misau",0.316394447091017,-0.0549291532972514,0.687718047479286,26
"433","Mkpat Enin",0.478435319989411,0.349451795376874,0.607418844601947,16
"434","Moba",0.732615203347056,0.465687769753745,0.999542636940367,9
"435","Mobbar",0.109174380327382,0.03782510477356,0.180523655881204,26
"436","Mokwa",0.193191527096865,0.0460300476037452,0.340353006589984,64
"437","Moro",0.5,0.5,0.5,7
"438","Mubi North",0.564927382410898,0.496087474452064,0.633767290369733,48
"439","Mubi South",0.429811618590937,0.376537908841616,0.483085328340257,27
"440","Musawa",0.280770701348945,0.00816871893237903,0.553372683765512,63
"441","Mushin",0.842816780811152,0.690084592795864,0.995548968826441,57
"442","Muya",0.36,0.36,0.36,32
"443","Nafada",0.0967881676300828,-0.0879545441165341,0.2815308793767,25
"444","Nangere",0.354838709677419,0.354838709677419,0.354838709677419,9
"445","Nasarawa-Eggon",0.666666666666667,0.666666666666667,0.666666666666667,13
"446","Nasarawa1",0.581930432949359,0.372224565039648,0.79163630085907,47
"447","Nasarawa2",0.395312547294816,0.228606304135785,0.562018790453846,23
"448","Ndokwa East",0.461538461538462,0.461538461538462,0.461538461538462,29
"449","Ndokwa West",0.909090909090909,0.909090909090909,0.909090909090909,34
"450","Nembe",0.733333333333333,0.733333333333333,0.733333333333333,4
"451","Ngaski",0.111935256818642,0.0912592876216775,0.132611226015606,24
"452","Ngor-Okpala",0.307692307692308,0.307692307692308,0.307692307692308,14
"453","Nguru",0.176470588235294,0.176470588235294,0.176470588235294,29
"454","Ningi",0.0837350847898476,0.049526796068709,0.117943373510986,91
"455","Njaba",0.948423018176823,0.820208588021715,1.07663744833193,16
"456","Njikoka",0.705586930913797,0.533093836467575,0.87808002536002,16
"457","Nkanu East",0.708726643140273,0.569066099454585,0.848387186825962,31
"458","Nkanu West",0.857142857142857,0.857142857142857,0.857142857142857,8
"459","Nkwerre",0.701528644713309,0.607954175229571,0.795103114197047,9
"460","Nnewi South",0.882436261136163,0.872706975101777,0.892165547170549,14
"461","Nsit Ibom",0.714285714285714,0.714285714285714,0.714285714285714,13
"462","Nsit Ubium",0.7,0.7,0.7,5
"463","Nsukka",0.613344731392347,0.481187392790835,0.745502069993858,19
"464","Numan",0.777777777777778,0.777777777777777,0.777777777777778,17
"465","Obafemi-Owode",0.552713299074172,0.194904969244849,0.910521628903495,19
"466","Obanliku",0.666666666666667,0.666666666666667,0.666666666666667,6
"467","Obi Nwa",0.625,0.625,0.625,6
"468","Obi2",0.3125,0.3125,0.3125,6
"469","Obia/Akpor",0.823242830846706,0.691043021329009,0.955442640364403,83
"470","Obot Akara",1,1,1,1
"471","Obowo",0.683618437663638,0.667302202845751,0.699934672481524,12
"472","Obubra",0.73809512900156,0.337912156921784,1.13827810108134,11
"473","Odeda",0.8,0.8,0.8,9
"474","Odigbo",0.363994341890339,0.29488141028587,0.433107273494807,17
"475","Odo-Otin",0.542014392104132,0.523435413748401,0.560593370459863,29
"476","Odogbolu",0.8,0.8,0.8,10
"477","Odukpani",0.172789069995008,0.00820321259620596,0.33737492739381,12
"478","Offa",0.695057851980495,0.601447823965598,0.788667879995392,31
"479","Ofu",0.148148145039097,0.115491816313693,0.180804473764502,24
"480","Ogba/Egbema/Ndoni",0.659563172421563,0.593665273698261,0.725461071144864,21
"481","Ogbaru",0.846153846153846,0.846153846153846,0.846153846153846,11
"482","Ogbia",0.411764827166578,0.23118173116184,0.592347923171317,14
"483","Ogbomosho North",0.438228246353861,0.379804083090551,0.49665240961717,12
"484","Ogoja",0.956298189248405,0.870733098039113,1.0418632804577,16
"485","Oguta",0.533333333333333,0.533333333333333,0.533333333333333,20
"486","Ohafia",0.529935928360638,0.431701437741402,0.628170418979874,17
"487","Ohaji/Egbema",0.484956448202656,0.334267160461844,0.635645735943469,20
"488","Ohaozara",0.605367803246757,0.485855612322931,0.724879994170583,33
"489","Ohaukwu",0.666666666666667,0.666666666666667,0.666666666666667,21
"490","Oji-River",0.615384615384615,0.615384615384615,0.615384615384615,19
"491","Ojo",0.614519415541873,0.468170275902738,0.760868555181007,44
"492","Oju",0.565844434868184,0.415626736668721,0.716062133067648,45
"493","Oke-Ero",0.6,0.6,0.6,3
"494","Okehi",0.285714285714286,0.285714285714286,0.285714285714286,4
"495","Okene",0.750230515926189,0.68258605311354,0.817874978738838,30
"496","Okigwe",0.523809523809524,0.369237678862952,0.678381368756095,11
"497","Okitipupa",0.795708813414804,0.698653825496617,0.892763801332991,10
"498","Okobo",0.727272727272727,0.727272727272727,0.727272727272727,14
"499","Okpe",0.6,0.6,0.6,5
"500","Okpokwu",0.625,0.625,0.625,17
"501","Okrika",0.767770734741107,0.649672316200563,0.885869153281651,33
"502","Olamabolo",0.618093210440138,0.42481601990654,0.811370400973736,18
"503","Omala",0.273700110744811,0.251104815228262,0.29629540626136,6
"504","Omumma",0.578658984713266,0.477250237781152,0.68006773164538,53
"505","Ondo East",0.833333333333333,0.833333333333333,0.833333333333334,6
"506","Ondo West",0.656910277836331,0.492459721944207,0.821360833728455,14
"507","Onicha",0.790168746064487,0.681598877466962,0.898738614662012,32
"508","Onitsha North",0.866666666666667,0.866666666666667,0.866666666666667,16
"509","Onitsha South",0.833333333333333,0.833333333333333,0.833333333333333,6
"510","Onna",0.351734974033277,0.120135481710397,0.583334466356157,9
"511","Opobo/Nkoro",0.709450948561681,0.55789445309399,0.861007444029371,11
"512","Oredo",0.755474413641482,0.626492498894733,0.884456328388232,16
"513","Orhionmwon",0.726893500831207,0.343547907018438,1.11023909464398,9
"514","Ori Ire",0.333333333333333,0.333333333333333,0.333333333333333,8
"515","Oriade",0.751379338473924,0.649374549968281,0.853384126979568,20
"516","Orlu",0.666666666666667,0.666666666666667,0.666666666666667,4
"517","Orolu",0.804597626136086,0.612160569370229,0.997034682901942,20
"518","Oron",0.444444444444444,0.444444444444444,0.444444444444444,7
"519","Orsu",0.362887123108914,0.339072987980913,0.386701258236914,13
"520","Oru East",0.666666666666667,0.666666666666667,0.666666666666667,14
"521","Oru West",0.779577948418658,0.711313439915828,0.847842456921489,39
"522","Oruk Anam",0.202702780975483,-0.0978619522320472,0.503267514183014,11
"523","Orumba North",0.834986501782842,0.767782109431835,0.902190894133849,34
"524","Ose",0.863982570495001,0.7886411869049,0.939323954085103,15
"525","Oshimili South",1,1,1,8
"526","Oshodi-Isolo",0.87240077311873,0.756520718065944,0.988280828171516,56
"527","Osisioma Ngwa",0.65,0.65,0.65,25
"528","Osogbo",0.61142447892448,0.350182346470433,0.872666611378528,14
"529","Oturkpo",0.602730085024801,0.44141982345143,0.764040346598172,25
"530","Ovia North East",1,1,1,20
"531","Ovia South West",0.588235294117647,0.0322863819339535,1.14418420630134,12
"532","Owan East",0.363636363636364,0.363636363636364,0.363636363636364,13
"533","Owan West",0.761620905579434,0.673103458979206,0.850138352179662,22
"534","Owerri North",0.888888888888889,0.888888888888889,0.888888888888889,46
"535","Owerri-Municipal",0.571428571428572,0.571428571428571,0.571428571428572,10
"536","Owo",0.741406074608753,0.704688218865231,0.778123930352274,26
"537","Oye",0.894817762789506,0.887153063862078,0.902482461716934,9
"538","Oyi",0.831129200536947,0.802976022864543,0.85928237820935,44
"539","Oyigbo",1,1,1,6
"540","Oyo East",0.476190476190476,0.476190476190476,0.476190476190476,26
"541","Oyo West",0.75,0.75,0.75,4
"542","Oyun",0.683757886745032,0.660674477856468,0.706841295633596,8
"543","Pailoro",0.264659825999757,0.0460671074825795,0.483252544516935,84
"544","Pankshin",0.614167278812782,0.487643835714477,0.740690721911087,19
"545","Patani",0.775210118132075,0.726471989952956,0.823948246311194,19
"546","Pategi",0.3,0.3,0.3,5
"547","Port-Harcourt",0.716614414361981,0.535091538300858,0.898137290423104,47
"548","Potiskum",0.370156564202942,0.257998172352414,0.482314956053471,59
"549","Qua'an Pan",0.41453831571056,0.338715206243714,0.490361425177407,10
"550","Rabah",0,0,0,13
"551","Rafi",0.413795630566786,0.255755628100405,0.571835633033168,50
"552","Rano",0.3125,0.3125,0.3125,15
"553","Remo North",1,1,1,6
"554","Rijau",0,0,0,27
"555","Ringim",0.157894736842105,0.157894736842105,0.157894736842105,19
"556","Riyom",0.8,0.8,0.8,10
"557","Rogo",0.272727272727273,0.272727272727273,0.272727272727273,24
"558","Sabon Birni",0.0458356522692229,-0.0332496053120662,0.124920909850512,39
"559","Sabon-Gari",0.516626516005645,0.371914008479711,0.661339023531578,58
"560","Sabuwa",0.2,0.2,0.2,23
"561","Safana",0.19047619047619,0.19047619047619,0.19047619047619,24
"562","Sagbama",0.396858613072867,0.224290715892523,0.569426510253211,23
"563","Saki East",0.100097666314243,-0.0446551290838444,0.24485046171233,28
"564","Saki West",0.5,0.5,0.5,26
"565","Sanga",0.333333333333333,0.333333333333333,0.333333333333333,10
"566","Sapele",0.778957722850746,0.720385937900595,0.837529507800897,13
"567","Sardauna",0.421987956196779,0.218920447695596,0.625055464697962,73
"568","Shagamu",0.592508522831281,0.54569270267766,0.639324342984903,15
"569","Shagari",0.173913043478261,0.173913043478261,0.173913043478261,10
"570","Shanga",0,0,0,8
"571","Shelleng",0.429004003671699,0.303927611798835,0.554080395544564,30
"572","Shendam",0.558582321323009,0.528770248141119,0.5883943945049,42
"573","Shinkafi",0,0,0,30
"574","Shira",0.164141401520392,0.00546695458570495,0.322815848455079,34
"575","Shiroro",0.353995497574461,0.0915403821134875,0.616450613035434,51
"576","Shomgom",0.643828179762152,0.479543062562859,0.808113296961445,15
"577","Shomolu",0.9,0.9,0.9,16
"578","Silame",0.0769230769230769,0.0769230769230769,0.0769230769230769,5
"579","Soba",0.028009939924215,-0.0280841947755867,0.0841040746240166,74
"580","Sokoto North",0.256260407409397,-0.0347545175642389,0.547275332383033,16
"581","Sokoto South",0.244230912311835,0.163232318262942,0.325229506360728,36
"582","Song",0.411660767328413,0.232397760031363,0.590923774625464,49
"583","Southern Ijaw",0.614710995730796,0.520628411504512,0.70879357995708,12
"584","Sule-Tankarkar",0.454545454545455,0.454545454545455,0.454545454545455,33
"585","Suleja",0.706806280098539,0.628574941615959,0.785037618581119,32
"586","Sumaila",0.764705882352941,0.764705882352941,0.764705882352941,39
"587","Suru",0.04,0.04,0.04,31
"588","Surulere1",0.909842225879337,0.842386286164005,0.977298165594668,19
"589","Surulere2",0.25,0.25,0.25,9
"590","Tafa",0.375,0.375,0.375,19
"591","Tafawa-Balewa",0.365393569018911,-0.0510004083581214,0.781787546395943,50
"592","Tai",0.641051073970909,0.543180284033946,0.738921863907872,32
"593","Takali",0.157394630321558,0.0158088559468336,0.298980404696282,54
"594","Takum",0.321605755677158,0.250304172912456,0.39290733844186,24
"595","Talata Mafara",0.160627741133046,0.0195991123459205,0.301656369920171,108
"596","Tambuwal",0.0597662887408691,0.0377969731148076,0.0817356043669306,88
"597","Tarauni",0.71807838677361,0.654906285199327,0.781250488347893,34
"598","Tarka",0.444444444444444,0.444444444444444,0.444444444444444,6
"599","Taura",0.478260869565217,0.478260869565217,0.478260869565218,18
"600","Tofa",0.15,0.15,0.15,29
"601","Toro",0.251997620706744,-0.0934865852957122,0.5974818267092,64
"602","Toto",0.283132149038194,0.158953088035066,0.407311210041322,10
"603","Toungo",0.866666666666667,0.866666666666667,0.866666666666667,14
"604","Tsafe",0.188894298261201,0.0434069786157523,0.334381617906649,71
"605","Tsanyawa",0.842105263157895,0.842105263157895,0.842105263157895,21
"606","Tudun Wada",0.152314563751858,0.149759815368126,0.15486931213559,73
"607","Tureta",0.103124955850297,-0.0881741534516862,0.29442406515228,33
"608","Udenu",0.50354822020115,0.298779955269155,0.708316485133144,26
"609","Udi",0.604949245900336,0.432613582801487,0.777284908999186,21
"610","Udu",0.7,0.7,0.7,17
"611","Ughelli North",0.597106879677326,0.40401277051586,0.790200988838792,29
"612","Ughelli South",0.712612390387157,0.638090390336715,0.787134390437598,23
"613","Ugwunagbo",0.705882352941176,0.705882352941176,0.705882352941177,12
"614","Uhunmwonde",0.801204785885722,0.684383718209553,0.91802585356189,5
"615","Ukanafun",0.775331772438582,0.618388072689187,0.932275472187978,24
"616","Ukum",0.440064393573188,0.263367176976902,0.616761610169473,31
"617","Ukwa East",0.909090909090909,0.909090909090909,0.909090909090909,3
"618","Ukwuani",0.333333333333333,0.333333333333333,0.333333333333333,5
"619","Umu-Neochi",0.690005260733646,0.406596817730969,0.973413703736323,20
"620","Umuahia North",0.875,0.875,0.875,4
"621","Umuahia South",0.778872703816265,0.719383378713894,0.838362028918635,25
"622","Ungogo",0.476201183419471,0.389256879863005,0.563145486975937,105
"623","Uruan",0.672588827306965,0.623654127017021,0.72152352759691,18
"624","Urue-Offong/Oruko",0.444444444444444,0.444444444444444,0.444444444444445,5
"625","Ussa",0.642857142857143,0.642857142857143,0.642857142857143,8
"626","Uvwie",1,1,1,17
"627","Uyo",0.508385033593991,0.350729185248751,0.666040881939232,25
"628","Uzo-Uwani",0.469935118322149,0.35444486367084,0.585425372973458,15
"629","Vandeikya",0.519931319333905,0.387450740150114,0.652411898517696,67
"630","Wamako",0,0,0,13
"631","Wamba",0.166666666666667,0.166666666666667,0.166666666666667,2
"632","Warawa",0.391304347826087,0.391304347826087,0.391304347826087,32
"633","Warji",0.611111111111111,0.611111111111111,0.611111111111111,12
"634","Warri North",0.151447481758966,-0.0458228799070736,0.348717843425006,12
"635","Warri South",0.812513033572675,0.673034865105968,0.951991202039381,20
"636","Warri South West",0,0,0,5
"637","Wasagu/Danko",0,0,0,17
"638","Wase",0.25,0.25,0.25,39
"639","Wudil",0.300454817960556,0.192945950666236,0.407963685254876,42
"640","Wukari",0.482888499414613,0.311575365261679,0.654201633567546,62
"641","Wurno",0,0,0,35
"642","Yabo",0.05,0.05,0.05,19
"643","Yagba East",0.7,0.7,0.7,9
"644","Yagba West",0.666666666666667,0.666666666666667,0.666666666666667,2
"645","Yakurr",0.878048735885128,0.680873092841384,1.07522437892887,10
"646","Yala",0.790426907931562,0.775055682817591,0.805798133045533,18
"647","Yamaltu/Deba",0.132378596757421,0.0678642518112634,0.196892941703579,70
"648","Yankwashi",0.341125388100414,0.0921760370454623,0.590074739155366,28
"649","Yauri",0.111347382436331,0.0425240906758628,0.1801706741968,28
"650","Yenegoa",0.50029757811736,0.347490391790006,0.653104764444714,25
"651","Yola North",0.271755676499651,0.117300590312111,0.426210762687191,20
"652","Yola South",0.909090909090909,0.909090909090909,0.909090909090909,4
"653","Yorro",0.675619789440907,0.569844388479518,0.781395190402297,11
"654","Yusufari",0.173913043478261,0.173913043478261,0.173913043478261,15
"655","Zaki",0.419134424693581,0.320050833308376,0.518218016078786,30
"656","Zango",0.75,0.75,0.75,29
"657","Zango-Kataf",0.449261992332259,0.442113003434858,0.45641098122966,22
"658","Zaria",0.288255745169331,0.133391764720969,0.443119725617694,110
"659","Zing",0.181818181818182,0.181818181818182,0.181818181818182,10
"660","Zurmi",0.1577668178102,0.00210972137667517,0.313423914243725,57
"661","Zuru",0,0,0,9
