State,LGA,pen3_DS,ci_lDS,ci_uDS,Num_DS,pen3_state,ci_l_state,ci_u_state,Num_state
Osun,Ila,0.79582662308077,0.754178941462136,0.837474304699404,17,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Ilesha East,1,1,1,2,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Ilesha West,0.8455114984354,0.645091211881889,1.04593178498891,23,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Irepodun2,0.7,0.7,0.7,17,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Irewole,0.646080724841873,0.44411685810908,0.848044591574666,21,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Isokan,0.70770288933561,0.64565057457591,0.769755204095309,,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Iwo,0.84782816880502,0.78805036602215,0.90760597158789,23,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Osogbo,0.61142447892448,0.350182346470433,0.872666611378528,14,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Obokun,0.70770288933561,0.64565057457591,0.769755204095309,,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Odo-Otin,0.542014392104132,0.523435413748401,0.560593370459863,29,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Ola-oluwa,0.70770288933561,0.64565057457591,0.769755204095309,,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Olorunda,0.70770288933561,0.64565057457591,0.769755204095309,,0.70770288933561,0.64565057457591,0.769755204095309,309
Osun,Oriade,0.751379338473924,0.649374549968281,0.853384126979568,20,0.70770288933561,0.64565057457591,0.769755204095309,309
Oyo,Ibadan South East,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Afijio,0.571428571428571,0.571428571428571,0.571428571428572,5,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Akinyele,0.384343987720691,0.32463222164117,0.444055753800211,60,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Atiba,0.333333333333333,0.333333333333333,0.333333333333333,3,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Egbeda,0.237184839982323,0.14730383076433,0.327065849200317,106,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ibadan North,0.396704941559957,0.258165784185762,0.535244098934152,25,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ibadan North East,0.25,0.25,0.25,6,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ibadan North West,0.420387926422241,0.304153285553791,0.536622567290691,77,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ibarapa Central,0.551359425732098,0.118505504583343,0.984213346880853,36,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ibarapa East,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ibarapa North,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ido,0.412095330396968,0.379931696938168,0.444258963855768,16,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Irepo,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ogo Oluwa,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Olorunsogo,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Oluyole,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ona-Ara,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Orelope,0.370883203412699,0.306309225336754,0.435457181488644,,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Ori Ire,0.333333333333333,0.333333333333333,0.333333333333333,8,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Oyo West,0.75,0.75,0.75,4,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Saki East,0.100097666314243,-0.0446551290838444,0.24485046171233,28,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Saki West,0.5,0.5,0.5,26,0.370883203412699,0.306309225336754,0.435457181488644,538
Oyo,Surulere2,0.25,0.25,0.25,9,0.370883203412699,0.306309225336754,0.435457181488644,538
Plateau,Barikin Ladi,0.604400009931598,0.521448419518087,0.68735160034511,,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Bassa2,0.663461605989101,0.497321331707597,0.829601880270604,24,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Bokkos,0.663412730768519,0.454920087698606,0.871905373838432,27,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Jos East,0.7,0.7,0.7,14,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Jos North,0.82227264250585,0.740378338915956,0.904166946095743,48,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Jos South,0.631793326026649,0.570525936083329,0.69306071596997,11,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Kanam,0.60184566399999,0.370128310773987,0.833563017225992,19,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Kanke,0.498019817558207,0.334285982373,0.661753652743414,29,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Langtang North,0.428571428571429,0.428571428571428,0.428571428571429,10,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Langtang South,0.604400009931598,0.521448419518087,0.68735160034511,,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Mangu,0.728541630111976,0.599913117707047,0.857170142516904,41,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Mikang,0.604400009931598,0.521448419518087,0.68735160034511,,0.604400009931598,0.521448419518087,0.68735160034511,343
Rivers,Abua/Odual,0.662683303892619,0.42925894774545,0.896107660039789,23,0.669124901011051,0.604570696990462,0.733679105031639,553
Plateau,Pankshin,0.614167278812782,0.487643835714477,0.740690721911087,19,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Qua'an Pan,0.41453831571056,0.338715206243714,0.490361425177407,10,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Riyom,0.8,0.8,0.8,10,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Shendam,0.558582321323009,0.528770248141119,0.5883943945049,42,0.604400009931598,0.521448419518087,0.68735160034511,343
Plateau,Wase,0.25,0.25,0.25,39,0.604400009931598,0.521448419518087,0.68735160034511,343
Rivers,Ahoada East,0.517584622780502,0.429599699298514,0.60556954626249,31,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Ahoada West,0.8,0.8,0.8,5,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Andoni,0.785553265106508,0.729050384204903,0.842056146008114,16,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Asari-Toru,0.769179587593491,0.525030203469852,1.01332897171713,23,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Bonny,0.705270128597523,0.530402293071549,0.880137964123497,10,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Eleme,0.747312237769818,0.642756611510489,0.851867864029146,37,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Emohua,0.333333333333333,0.333333333333333,0.333333333333333,9,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Etche,0.79437306558354,0.643818897606785,0.944927233560294,13,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Gokana,0.57147687942237,0.533758953108369,0.60919480573637,17,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Ikwerre,0.348931210429293,0.157678876791012,0.540183544067574,55,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Khana,0.818181818181818,0.818181818181818,0.818181818181818,18,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Obia/Akpor,0.823242830846706,0.691043021329009,0.955442640364403,83,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Ogba/Egbema/Ndoni,0.659563172421563,0.593665273698261,0.725461071144864,21,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Ogu/Bolo,0.669124901011051,0.604570696990462,0.733679105031639,,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Okrika,0.767770734741107,0.649672316200563,0.885869153281651,33,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Omumma,0.578658984713266,0.477250237781152,0.68006773164538,53,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Opobo/Nkoro,0.709450948561681,0.55789445309399,0.861007444029371,11,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Oyigbo,1,1,1,6,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Port-Harcourt,0.716614414361981,0.535091538300858,0.898137290423104,47,0.669124901011051,0.604570696990462,0.733679105031639,553
Rivers,Tai,0.641051073970909,0.543180284033946,0.738921863907872,32,0.669124901011051,0.604570696990462,0.733679105031639,553
Sokoto,Binji,0,0,0,10,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Bodinga,0.0972261944880862,0.0689598808458154,0.125492508130357,40,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Dange-Shnsi,0,0,0,14,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Rivers,Akuku Toru,0.833333333333333,0.833333333333333,0.833333333333333,3,0.669124901011051,0.604570696990462,0.733679105031639,553
Sokoto,Goronyo,0,0,0,4,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Gawabawa,0.0779604793260757,0.0134883656455467,0.142432593006605,18,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Illela,0.106529556687685,0.0325381081725956,0.180521005202774,48,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Isa,0,0,0,12,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Kebbe,0.0793634946696224,0.0492920477514468,0.109434941587798,,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Kware,0,0,0,16,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Rabah,0,0,0,13,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Shagari,0.173913043478261,0.173913043478261,0.173913043478261,10,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Adamawa,Mubi South,0.429811618590937,0.376537908841616,0.483085328340257,27,0.537825327498466,0.45121800479638,0.624432650200552,448
Sokoto,Silame,0.0769230769230769,0.0769230769230769,0.0769230769230769,5,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Sokoto North,0.256260407409397,-0.0347545175642389,0.547275332383033,16,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Sokoto South,0.244230912311835,0.163232318262942,0.325229506360728,36,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Tambuwal,0.0597662887408691,0.0377969731148076,0.0817356043669306,88,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Tureta,0.103124955850297,-0.0881741534516862,0.29442406515228,33,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Wamako,0,0,0,13,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Wurno,0,0,0,35,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Sokoto,Yabo,0.05,0.05,0.05,19,0.0793634946696224,0.0492920477514468,0.109434941587798,498
Taraba,Ardo-Kola,0.444444444444444,0.444444444444444,0.444444444444445,7,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Gassol,0.179155879327972,0.0752191295274712,0.283092629128473,70,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Bali,0.217352636541175,0.0640409067861729,0.370664366296177,28,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Donga,0.175653877264926,-0.0354631671198037,0.386770921649655,12,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Ibi,0.357474494587305,0.292202018615834,0.422746970558776,,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Jalingo,0.567961141187712,0.445965672587712,0.689956609787713,19,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Yorro,0.675619789440907,0.569844388479518,0.781395190402297,11,0.357474494587305,0.292202018615834,0.422746970558776,404
Yobe,Potiskum,0.370156564202942,0.257998172352414,0.482314956053471,59,0.215865464964815,0.142936667597671,0.288794262331958,557
Taraba,Karin-Lamido,0.382573545906062,0.155151715550678,0.609995376261446,37,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Lau,0.52,0.42973215999857,0.61026784000143,11,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Wukari,0.482888499414613,0.311575365261679,0.654201633567546,62,0.357474494587305,0.292202018615834,0.422746970558776,404
Taraba,Zing,0.181818181818182,0.181818181818182,0.181818181818182,10,0.357474494587305,0.292202018615834,0.422746970558776,404
Yobe,Bade,0.5,0.5,0.5,13,0.215865464964815,0.142936667597671,0.288794262331958,557
Yobe,Nguru,0.176470588235294,0.176470588235294,0.176470588235294,29,0.215865464964815,0.142936667597671,0.288794262331958,557
