"","LGA","pen1","ci_l","ci_u","Number of Participants"
"437","Moro",0.833333333333333,0.833333333333333,0.833333333333333,7
"438","Mubi North",0.705777572070519,0.59686663941395,0.814688504727088,48
"439","Mubi South",0.642547095352266,0.629228667914936,0.655865522789596,27
"440","Musawa",0.384394166820486,0.060432390615291,0.708355943025681,63
"441","Mushin",0.915098434512073,0.789926790356879,1.04027007866727,57
"442","Muya",0.76,0.76,0.76,32
"443","Nafada",0.257922587583761,0.0135296341524139,0.502315541015109,25
"444","Nangere",0.419354838709677,0.419354838709677,0.419354838709678,9
"445","Nasarawa-Eggon",0.866666666666667,0.866666666666667,0.866666666666667,13
"446","Nasarawa1",0.742985424099476,0.571676405243656,0.914294442955297,47
"447","Nasarawa2",0.591823091300206,0.456906572227293,0.72673961037312,23
"448","Ndokwa East",0.692307692307692,0.692307692307692,0.692307692307692,29
"449","Ndokwa West",1,1,1,34
"450","Nembe",0.933333333333333,0.933333333333333,0.933333333333333,4
"451","Ngaski",0.397842365219867,0.0649592611487429,0.730725469290992,24
"452","Ngor-Okpala",0.846153846153846,0.846153846153846,0.846153846153846,14
"453","Nguru",0.235294117647059,0.235294117647059,0.235294117647059,29
"454","Ningi",0.202994142941564,0.0682377913799516,0.337750494503176,91
"455","Njaba",0.948423018176823,0.820208588021715,1.07663744833193,16
"456","Njikoka",0.764525346669543,0.659112900063518,0.869937793275568,16
"457","Nkanu East",0.873190256812368,0.732166391346175,1.01421412227856,31
"458","Nkanu West",0.857142857142857,0.857142857142857,0.857142857142857,8
"459","Nkwerre",0.701528644713309,0.607954175229571,0.795103114197047,9
"460","Nnewi South",1,1,1,14
"461","Nsit Ibom",0.857142857142857,0.857142857142857,0.857142857142857,13
"462","Nsit Ubium",0.8,0.8,0.8,5
"463","Nsukka",0.910179637881391,0.861490092080834,0.958869183681948,19
"464","Numan",0.888888888888889,0.888888888888889,0.888888888888889,17
"465","Obafemi-Owode",0.669747159624852,0.321354838475248,1.01813948077446,19
"466","Obanliku",1,1,1,6
"467","Obi Nwa",1,1,1,6
"468","Obi2",0.5625,0.5625,0.5625,6
"469","Obia/Akpor",0.92578108895622,0.836643895868277,1.01491828204416,83
"470","Obot Akara",1,1,1,1
"471","Obowo",0.772127187445454,0.766688442506159,0.777565932384749,12
"472","Obubra",0.93452378225039,0.834478039230446,1.03456952527033,11
"473","Odeda",1,1,1,9
"474","Odigbo",0.523534953959011,0.385418341871668,0.661651566046354,17
"475","Odo-Otin",0.864496401973967,0.859851657385034,0.8691411465629,29
"476","Odogbolu",0.8,0.8,0.8,10
"477","Odukpani",0.462584919885479,0.0405183525633343,0.884651487207624,12
"478","Offa",0.841920800836838,0.731503299149068,0.952338302524608,31
"479","Ofu",0.414814797715034,0.235204989725309,0.594424605704759,24
"480","Ogba/Egbema/Ndoni",0.872314068983646,0.718552305295943,1.02607583267135,21
"481","Ogbaru",0.923076923076923,0.923076923076923,0.923076923076923,11
"482","Ogbia",0.606722808874743,0.369569684241894,0.843875933507591,14
"483","Ogbomosho North",0.815097925617696,0.75261226444108,0.877583586794311,12
"484","Ogoja",1,1,1,16
"485","Oguta",0.733333333333333,0.733333333333333,0.733333333333333,20
"486","Ohafia",0.887275554447807,0.799470146840537,0.975080962055076,17
"487","Ohaji/Egbema",0.683730901512133,0.582548976891606,0.784912826132661,20
"488","Ohaozara",0.79522863930891,0.698894245681992,0.891563032935827,33
"489","Ohaukwu",0.866666666666667,0.866666666666667,0.866666666666667,21
"490","Oji-River",0.923076923076923,0.923076923076923,0.923076923076923,19
"491","Ojo",0.783742334178154,0.752249032136927,0.815235636219382,44
"492","Oju",0.884329288263764,0.768808454466089,0.999850122061439,45
"493","Oke-Ero",1,1,1,3
"494","Okehi",0.714285714285714,0.714285714285714,0.714285714285715,4
"495","Okene",0.930164142026173,0.867113262967755,0.993215021084592,30
"496","Okigwe",0.761904761904762,0.549368475103226,0.974441048706298,11
"497","Okitipupa",0.938565956271947,0.84151096835376,1.03562094419013,10
"498","Okobo",0.727272727272727,0.727272727272727,0.727272727272727,14
"499","Okpe",0.8,0.8,0.8,5
"500","Okpokwu",0.75,0.75,0.75,17
"501","Okrika",0.970607901112553,0.915679302036993,1.02553650018811,33
"502","Olamabolo",0.884300374794178,0.766163075814952,1.0024376737734,18
"503","Omala",0.273700110744811,0.251104815228262,0.29629540626136,6
"504","Omumma",0.912790205509414,0.783494053170969,1.04208635784786,53
"505","Ondo East",0.833333333333333,0.833333333333333,0.833333333333334,6
"506","Ondo West",0.869918434396664,0.720417929040188,1.01941893975314,14
"507","Onicha",0.8749082860555,0.827548737355687,0.922267834755313,32
"508","Onitsha North",1,1,1,16
"509","Onitsha South",1,1,1,6
"510","Onna",0.495268102279117,0.292618546496597,0.697917658061637,9
"511","Opobo/Nkoro",0.82263726285958,0.784748138992657,0.860526386726502,11
"512","Oredo",0.938868572771768,0.8682161318515,1.00952101369204,16
"513","Orhionmwon",0.945378700166241,0.868709581403688,1.0220478189288,9
"514","Ori Ire",0.555555555555556,0.555555555555555,0.555555555555556,8
"515","Oriade",0.751379338473924,0.649374549968281,0.853384126979568,20
"516","Orlu",0.888888888888889,0.888888888888889,0.888888888888889,4
"517","Orolu",0.902298813068043,0.806080284685115,0.998517341450971,20
"518","Oron",1,1,1,7
"519","Orsu",0.580752512607243,0.421991611753907,0.739513413460579,13
"520","Oru East",0.866666666666667,0.866666666666667,0.866666666666667,14
"521","Oru West",0.849234916153732,0.795810518194995,0.902659314112469,39
"522","Oruk Anam",0.504504527696439,0.415448310449764,0.593560744943115,11
"523","Orumba North",0.915105896684191,0.858363175736773,0.971848617631609,34
"524","Ose",0.946681191254165,0.883896704929081,1.00946567757925,15
"525","Oshimili South",1,1,1,8
"526","Oshodi-Isolo",0.965028350537506,0.909694011856011,1.020362689219,56
"527","Osisioma Ngwa",0.85,0.85,0.85,25
"528","Osogbo",0.80571223946224,0.675091173235216,0.936333305689264,14
"529","Oturkpo",0.733329226595589,0.602872389837645,0.863786063353533,25
"530","Ovia North East",0.916666666666667,0.916666666666667,0.916666666666667,20
"531","Ovia South West",0.764705882352941,0.447020789676545,1.08239097502934,12
"532","Owan East",0.636363636363636,0.636363636363636,0.636363636363636,13
"533","Owan West",0.844830051770437,0.717586222282609,0.972073881258264,22
"534","Owerri-Municipal",0.714285714285714,0.714285714285714,0.714285714285715,10
"535","Owerri North",0.888888888888889,0.888888888888889,0.888888888888889,46
"536","Owo",0.904416053022846,0.883760517172561,0.92507158887313,26
"537","Oye",0.946640134894448,0.877657844547597,1.0156224252413,9
"538","Oyi",0.929806720859115,0.884761636583268,0.974851805134961,44
"539","Oyigbo",1,1,1,6
"540","Oyo East",0.666666666666667,0.666666666666667,0.666666666666667,26
"541","Oyo West",1,1,1,4
"542","Oyun",0.897452679529806,0.758952226198422,1.03595313286119,8
"543","Pailoro",0.51180981196748,0.275588648408594,0.748030975526365,84
"544","Pankshin",0.899297987868302,0.846024959195332,0.952571016541273,19
"545","Patani",0.891456548534591,0.842718420355472,0.94019467671371,19
"546","Pategi",0.4,0.4,0.4,5
"547","Port-Harcourt",0.784326016908539,0.723818391554831,0.844833642262247,47
"548","Potiskum",0.576244236825117,0.554343293882718,0.598145179767516,59
"549","Qua'an Pan",0.817288789651239,0.646686793350834,0.987890785951644,10
"550","Rabah",0.3125,0.3125,0.3125,13
"551","Rafi",0.502431801728677,0.258514802269056,0.746348801188298,50
"552","Rano",0.5,0.5,0.5,15
"553","Remo North",1,1,1,6
"554","Rijau",0.272727272727273,0.272727272727273,0.272727272727273,27
"555","Ringim",0.421052631578947,0.421052631578947,0.421052631578947,19
"556","Riyom",1,1,1,10
"557","Rogo",0.363636363636364,0.363636363636364,0.363636363636364,24
"558","Sabon-Gari",0.695571016262364,0.466152060319694,0.924989972205034,58
"559","Sabon Birni",0.14365565237361,-0.0220467920824245,0.309358096829644,39
"560","Sabuwa",0.2,0.2,0.2,23
"561","Safana",0.333333333333333,0.333333333333333,0.333333333333333,24
"562","Sagbama",0.613006594089638,0.47493706255295,0.751076125626326,23
"563","Saki East",0.178873706761001,0.0516667047445004,0.306080708777502,28
"564","Saki West",0.66860464036649,0.588557271826766,0.748652008906215,26
"565","Sanga",0.666666666666667,0.666666666666667,0.666666666666667,10
"566","Sapele",0.778957722850746,0.720385937900595,0.837529507800897,13
"567","Sardauna",0.831648265570129,0.745823426296654,0.917473104843604,73
"568","Shagamu",0.888762784246922,0.81853905401649,0.958986514477355,15
"569","Shagari",0.217391304347826,0.217391304347826,0.217391304347826,10
"570","Shanga",0.384615384615385,0.384615384615385,0.384615384615385,8
"571","Shelleng",0.576043053211905,0.519307370300502,0.632778736123307,30
"572","Shendam",0.746101293168612,0.654305454698155,0.837897131639068,42
"573","Shinkafi",0,0,0,30
"574","Shira",0.237373728167815,0.121634719815455,0.353112736520175,34
"575","Shiroro",0.624346569818359,0.303877937147526,0.944815202489192,51
"576","Shomgom",0.861337692508891,0.741129070167945,0.981546314849837,15
"577","Shomolu",1,1,1,16
"578","Silame",0.230769230769231,0.230769230769231,0.230769230769231,5
"579","Soba",0.0420149098863225,-0.04212629216338,0.126156111936025,74
"580","Sokoto North",0.332236718229241,0.158291433894344,0.506182002564139,16
"581","Sokoto South",0.326136448184266,0.27827364260992,0.373999253758612,36
"582","Song",0.696996460397048,0.589438656018818,0.804554264775278,49
"583","Southern Ijaw",0.705779331714395,0.610510291248834,0.801048372179956,12
"584","Sule-Tankarkar",0.727272727272727,0.727272727272727,0.727272727272727,33
"585","Suleja",0.784293188206933,0.620007377393515,0.94857899902035,32
"586","Sumaila",0.823529411764706,0.823529411764706,0.823529411764706,39
"587","Suru",0.12,0.12,0.12,31
"588","Surulere1",0.945905335527602,0.864360235403755,1.02745043565145,19
"589","Surulere2",0.375,0.375,0.375,9
"590","Tafa",0.4375,0.4375,0.4375,19
"591","Tafawa-Balewa",0.500007759816389,0.139132979422961,0.860882540209817,50
"592","Tai",0.753098665245252,0.705975692312641,0.800221638177864,32
"593","Takali",0.462672313745471,0.443297418304719,0.482047209186223,54
"594","Takum",0.649977474145002,0.541795762364075,0.758159185925929,24
"595","Talata Mafara",0.236466973289942,0.0633290509481972,0.409604895631687,108
"596","Tambuwal",0.210553990359028,0.142384023182485,0.27872395753557,88
"597","Tarauni",0.863463977956017,0.758177141998879,0.968750813913155,34
"598","Tarka",0.666666666666667,0.666666666666667,0.666666666666667,6
"599","Taura",0.869565217391304,0.869565217391304,0.869565217391304,18
"600","Tofa",0.3,0.3,0.3,29
"601","Toro",0.438844559628672,0.137785383753362,0.739903735503982,64
"602","Toto",0.679626586147973,0.432658703529653,0.926594468766292,10
"603","Toungo",0.866666666666667,0.866666666666667,0.866666666666667,14
"604","Tsafe",0.324117206328429,0.0746407446758804,0.573593667980978,71
"605","Tsanyawa",0.894736842105263,0.894736842105263,0.894736842105263,21
"606","Tudun Wada",0.324539798729561,0.296437566508507,0.352642030950615,73
"607","Tureta",0.206249911700594,-0.176348306903373,0.588848130304561,33
"608","Udenu",0.842472024841659,0.729179009369883,0.955765040313435,26
"609","Udi",0.964106571573654,0.898063178555918,1.03014996459139,21
"610","Udu",0.8,0.8,0.8,17
"611","Ughelli North",0.77109560749813,0.490376408958705,1.05181480603755,29
"612","Ughelli South",0.771020650645261,0.646817317227859,0.895223984062663,23
"613","Ugwunagbo",0.882352941176471,0.88235294117647,0.882352941176471,12
"614","Uhunmwonde",0.801204785885722,0.684383718209553,0.91802585356189,5
"615","Ukanafun",0.838962616097463,0.804086238375375,0.873838993819551,24
"616","Ukum",0.732904302037065,0.529535807463982,0.936272796610148,31
"617","Ukwa East",0.909090909090909,0.909090909090909,0.909090909090909,3
"618","Ukwuani",0.833333333333333,0.833333333333333,0.833333333333334,5
"619","Umu-Neochi",0.86717702818186,0.740470066900015,0.993883989463704,20
"620","Umuahia North",1,1,1,4
"621","Umuahia South",0.938871505384354,0.848122565108208,1.0296204456605,25
"622","Ungogo",0.596754866936122,0.507810812500385,0.685698921371859,105
"623","Uruan",0.78172588487131,0.749102751344681,0.81434901839794,18
"624","Urue-Offong/Oruko",0.666666666666667,0.666666666666667,0.666666666666667,5
"625","Ussa",0.785714285714286,0.785714285714286,0.785714285714286,8
"626","Uvwie",1,1,1,17
"627","Uyo",0.840385768629592,0.633538236561955,1.04723330069723,25
"628","Uzo-Uwani",0.741646714808053,0.65849373145911,0.824799698156995,15
"629","Vandeikya",0.754339104329323,0.633842841019699,0.874835367638947,67
"630","Wamako",0,0,0,13
"631","Wamba",0.833333333333333,0.833333333333333,0.833333333333333,2
"632","Warawa",0.521739130434783,0.521739130434783,0.521739130434783,32
"633","Warji",0.777777777777778,0.777777777777777,0.777777777777778,12
"634","Warri North",0.227171222638449,-0.06873431986061,0.523076765137509,12
"635","Warri South",0.911573762297275,0.865433090138136,0.957714434456413,20
"636","Warri South West",0,0,0,5
"637","Wasagu/Danko",0.235294117647059,0.235294117647059,0.235294117647059,17
"638","Wase",0.426229509045801,0.420907621132611,0.431551396958991,39
"639","Wudil",0.42277811084068,0.291378384147622,0.554177837533738,42
"640","Wukari",0.648533587227855,0.454834300854396,0.842232873601314,62
"641","Wurno",0.0123490803051193,-0.0129310167707789,0.0376291773810175,35
"642","Yabo",0.3,0.3,0.3,19
"643","Yagba East",0.9,0.9,0.9,9
"644","Yagba West",0.666666666666667,0.666666666666667,0.666666666666667,2
"645","Yakurr",1,1,1,10
"646","Yala",1,1,1,18
"647","Yamaltu/Deba",0.267268366634544,0.169833467856641,0.364703265412446,70
"648","Yankwashi",0.595595538980894,0.319586475854752,0.871604602107036,28
"649","Yauri",0.444174420072764,0.365519229489372,0.522829610656157,28
"650","Yenegoa",0.734504229022773,0.611390011931403,0.857618446114143,25
"651","Yola North",0.658778515384624,0.308036757167085,1.00952027360216,20
"652","Yola South",1,1,1,4
"653","Yorro",0.80165277184242,0.51958503594538,1.08372050773946,11
"654","Yusufari",0.347826086956522,0.347826086956522,0.347826086956522,15
"655","Zaki",0.588458650345468,0.475613449045651,0.701303851645285,30
"656","Zango",0.833333333333333,0.833333333333333,0.833333333333334,29
"657","Zango-Kataf",0.840405900319373,0.747469044653159,0.933342755985586,22
"658","Zaria",0.492587307979353,0.281315917433904,0.703858698524801,110
"659","Zing",0.818181818181818,0.818181818181818,0.818181818181818,10
"660","Zurmi",0.191338974024264,0.0701456064410483,0.312532341607479,57
"661","Zuru",0.2,0.2,0.2,9
