State,LGA,measles_DS,ci_lDS,ci_uDS,Num_DS,measles_state,ci_l_state,ci_u_state,Num_state
Ekiti,Ikole,0.701083227852084,0.655459704015139,0.746706751689029,45,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Ilemeji,0.714285714285714,0.714285714285714,0.714285714285715,1,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Irepodun/Ifelodun,1,1,1,1,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Ise/Orun,0.709677356301557,0.475453545994877,0.943901166608237,11,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Moba,0.393118620083109,0.245859542596593,0.540377697569625,9,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Oye,0.894817762789506,0.887153063862078,0.902482461716934,9,0.640161467475777,0.575792126170462,0.704530808781091,178
Enugu,Ezeagu,0.583097814905237,0.327255936039551,0.838939693770924,18,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Igbo-Etiti,0.844045600054496,0.73609873227113,0.951992467837863,22,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Igbo-Eze North,0.299299178137843,-0.0588316023823113,0.657429958657998,14,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Igbo-Eze South,0.464624677702083,0.230217652004079,0.699031703400086,9,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Isi-Uzo,0.597776515556192,0.533437907979914,0.662115123132469,,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Nkanu East,0.433545197516524,0.390528010852493,0.476562384180555,31,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Nkanu West,0.714285714285714,0.714285714285714,0.714285714285714,8,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Nsukka,0.58597091125913,0.516414417258334,0.655527405259925,19,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Oji-River,0.692307692307692,0.692307692307692,0.692307692307692,19,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Udenu,0.570761844298041,0.445379476788693,0.69614421180739,26,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Udi,0.403856830148856,0.239156680036359,0.568556980261353,21,0.597776515556192,0.533437907979914,0.662115123132469,292
Enugu,Uzo-Uwani,0.601332358622816,0.365732239134146,0.836932478111486,15,0.597776515556192,0.533437907979914,0.662115123132469,292
Imo,Ahiazu-Mbaise,0.428571428571429,0.428571428571428,0.428571428571429,5,0.527510207861509,0.445373797674348,0.609646618048671,351
Federal Capital Territory,Abaji,0.541115862008568,0.368974459000631,0.713257265016505,32,0.54739663344599,0.484871389657997,0.609921877233982,134
Federal Capital Territory,Bwari,0.663194433500239,0.61085804991881,0.715530817081667,25,0.54739663344599,0.484871389657997,0.609921877233982,134
Federal Capital Territory,Gwagwalada,0.510673772137543,0.38094042263682,0.640407121638267,19,0.54739663344599,0.484871389657997,0.609921877233982,134
Federal Capital Territory,Kuje,0.54739663344599,0.484871389657997,0.609921877233982,,0.54739663344599,0.484871389657997,0.609921877233982,134
Federal Capital Territory,Kwali,0.404807931309692,0.260168078888788,0.549447783730596,21,0.54739663344599,0.484871389657997,0.609921877233982,134
Kano,Bunkure,0.208333333333333,0.208333333333333,0.208333333333333,45,0.425887122298745,0.380179406058426,0.471594838539063,1408
Federal Capital Territory,Abuja Municipal,0.571063924811388,0.49598785532175,0.646139994301026,37,0.54739663344599,0.484871389657997,0.609921877233982,134
Gombe,Akko,0.258881656928991,0.135636259726172,0.382127054131811,82,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Balanga,0.323357541440659,0.0205710880575342,0.626143994823783,27,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Billiri,0.612002806404916,0.356183108733005,0.867822504076828,8,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Dukku,0.0130903311828525,-0.0107406659564588,0.0369213283221638,38,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Funakaye,0.257142857142857,0.257142857142857,0.257142857142857,27,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Gombe,0.519024439889849,0.444515949322098,0.5935329304576,41,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Kaltungo,0.234709527839528,0.165982337468866,0.303436718210191,,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Kwami,0.156979464662076,0.0616452512169839,0.252313678107168,50,0.234709527839528,0.165982337468866,0.303436718210191,383
Kano,Dala,0.779233532201907,0.74661085598692,0.811856208416894,73,0.425887122298745,0.380179406058426,0.471594838539063,1408
Gombe,Nafada,0.190170870242703,0.072763156396624,0.307578584088783,25,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Shomgom,0.511691141129594,0.449583352920105,0.573798929339083,15,0.234709527839528,0.165982337468866,0.303436718210191,383
Gombe,Yamaltu/Deba,0.0890633293145072,0.0138559887738029,0.164270669855211,70,0.234709527839528,0.165982337468866,0.303436718210191,383
Imo,Aboh-Mbaise,0.588235294117647,0.588235294117647,0.588235294117647,27,0.527510207861509,0.445373797674348,0.609646618048671,351
Kano,Fagge,0.425887122298745,0.380179406058426,0.471594838539063,,0.425887122298745,0.380179406058426,0.471594838539063,1408
Imo,Ehime-Mbano,0.804359763664883,0.580356322242092,1.02836320508767,4,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Ezinihitte,0.571390292482373,0.514777357829863,0.628003227134884,17,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Ideato North,0.559251856916613,0.387879870935642,0.730623842897583,28,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Ideato South,0.6,0.6,0.6,2,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Ihitte/Uboma,0.527510207861509,0.445373797674348,0.609646618048671,,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Ikeduru,0.730028437124407,0.686898548148092,0.773158326100722,10,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Isiala Mbano,0.393007451150883,0.346047170618294,0.439967731683471,7,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Isu,0.333333333333333,0.333333333333333,0.333333333333333,3,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Mbaitoli,0.679865209028875,0.492006911076828,0.867723506980923,24,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Obowo,0.404890312118178,0.36681909754311,0.442961526693247,12,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Ngor-Okpala,0.384615384615385,0.384615384615385,0.384615384615385,14,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Njaba,0.574737169696137,0.553368098003619,0.596106241388655,16,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Nkwerre,0.552292967069964,0.411931262844357,0.692654671295571,9,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Nwangele,0.527510207861509,0.445373797674348,0.609646618048671,,0.527510207861509,0.445373797674348,0.609646618048671,351
Oyo,Oyo East,0.428571428571429,0.428571428571429,0.428571428571429,26,0.459254156288434,0.367802705508532,0.550705607068336,538
Imo,Oguta,0.266666666666667,0.266666666666667,0.266666666666667,20,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Ohaji/Egbema,0.367514340219704,0.191925840686748,0.54310283975266,20,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Okigwe,0.285714285714286,0.247071324477643,0.324357246950929,11,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Orlu,0.666666666666667,0.666666666666667,0.666666666666667,4,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Orsu,0.318556438445543,0.306649370881543,0.330463506009543,13,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Oru East,0.533333333333333,0.533333333333333,0.533333333333333,14,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Oru West,0.441794180641045,0.432890114314588,0.450698246967501,39,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Owerri-Municipal,0.428571428571429,0.428571428571429,0.428571428571429,10,0.527510207861509,0.445373797674348,0.609646618048671,351
Kano,Tofa,0.2,0.2,0.2,29,0.425887122298745,0.380179406058426,0.471594838539063,1408
Imo,Owerri North,0.777777777777778,0.777777777777778,0.777777777777778,46,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Owerri West,0.527510207861509,0.445373797674348,0.609646618048671,,0.527510207861509,0.445373797674348,0.609646618048671,351
Imo,Unuimo,0.527510207861509,0.445373797674348,0.609646618048671,,0.527510207861509,0.445373797674348,0.609646618048671,351
Jigawa,Auyo,0.6,0.6,0.6,7,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Babura,0.47091932531232,0.463343104461494,0.478495546163145,36,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Biriniwa,0.333333333333333,0.333333333333333,0.333333333333333,19,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Malam Madori,0.235294117647059,0.235294117647059,0.235294117647059,11,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Birni Kudu,0.566582908094965,0.476907891275001,0.65625792491493,53,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Buji,0.254841709262047,0.246359684128281,0.263323734395812,45,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Jahun,0.439258243075166,0.388079648904509,0.490436837245823,78,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Dutse,0.349642012369011,0.323819781452708,0.375464243285314,81,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Gagarawa,0.647058823529412,0.647058823529412,0.647058823529412,22,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Kafin Hausa,0.344642816223285,0.282359192564406,0.406926439882163,59,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Garki,0.6,0.6,0.6,14,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Gumel,0.5,0.5,0.5,19,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Guri,0.42474498680166,0.381313424950133,0.468176548653187,,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Gwaram,0.408229572387443,0.263219523541262,0.553239621233624,60,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Gwiwa,0.56,0.56,0.56,26,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Hadejia,0.42474498680166,0.381313424950133,0.468176548653187,,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Kaugama,0.5,0.5,0.5,24,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Kazaure,0.576923076923077,0.576923076923077,0.576923076923077,25,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Kiri Kasamma,0.615526817700558,0.501326456277423,0.729727179123692,21,0.42474498680166,0.381313424950133,0.468176548653187,774
Kano,Tsanyawa,0.578947368421053,0.578947368421053,0.578947368421053,21,0.425887122298745,0.380179406058426,0.471594838539063,1408
Jigawa,Miga,0.291666666666667,0.291666666666667,0.291666666666667,30,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Ringim,0.105263157894737,0.105263157894737,0.105263157894737,19,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Roni,0.42474498680166,0.381313424950133,0.468176548653187,,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Taura,0.608695652173913,0.608695652173913,0.608695652173913,18,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,Yankwashi,0.402107967031348,0.288457176332349,0.515758757730348,28,0.42474498680166,0.381313424950133,0.468176548653187,774
Jigawa,kiyawa,0.285714285714286,0.285714285714286,0.285714285714286,30,0.42474498680166,0.381313424950133,0.468176548653187,774
Katsina,Dutsi,0.285714285714286,0.285714285714286,0.285714285714286,18,0.238573963221338,0.186320004612804,0.290827921829873,1295
Kaduna,Birnin-Gwari,0.304598219097047,0.22831846890084,0.380877969293255,,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kajuru,0.647058823529412,0.647058823529412,0.647058823529412,18,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Chikun,0.75,0.75,0.75,26,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Giwa,0.0469274692523743,-0.026175410847943,0.120030349352692,79,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kebbi,Koko/Besse,0.233832793444704,0.173619585017469,0.294046001871939,28,0.24495339745972,0.195670307636835,0.294236487282605,537
Kaduna,Igabi,0.187388457082694,0.107435900001458,0.267341014163929,335,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Ikara,0.256800364102377,0.130623421992981,0.382977306211774,70,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Jaba,0.4,0.4,0.4,4,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kogi,Ogori/Mangongo,0.380145588367904,0.295618420456944,0.464672756278864,,0.380145588367904,0.295618420456944,0.464672756278864,243
Kaduna,Jema'a,0.420118340927964,0.360042047018027,0.480194634837901,55,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kachia,0.224114200915208,0.199059769403543,0.249168632426873,60,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kaduna North,0.601851870045913,0.548213423403807,0.655490316688018,19,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kudan,0.22472749360711,0.139474085136709,0.309980902077511,61,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kagarko,0.571428571428571,0.571428571428571,0.571428571428572,27,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kaura,0.6,0.6,0.6,11,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kauru,0.428571428571429,0.428571428571429,0.428571428571429,11,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kubau,0.417968912229539,0.271996657752455,0.563941166706624,64,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Lere,0.430497921237752,0.344186693792819,0.516809148682685,58,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Markafi,0.304598219097047,0.22831846890084,0.380877969293255,,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Sabon-Gari,0.513870709464975,0.311984319979555,0.715757098950395,58,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Sanga,0.444444444444444,0.444444444444444,0.444444444444444,10,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Soba,0.0702507351181522,0.00966906964236643,0.130832400593938,74,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Zango-Kataf,0.564575631948453,0.221424164873202,0.907727099023703,22,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Zaria,0.357096785184439,0.1581324659329,0.556061104435978,110,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kaduna,Kaduna South,0.577293469046743,0.489074213896449,0.665512724197037,29,0.304598219097047,0.22831846890084,0.380877969293255,1204
Kano,Bichi,0.425887122298745,0.380179406058426,0.471594838539063,,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Ajingi,0.333333333333333,0.333333333333333,0.333333333333333,30,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Albasu,0.4,0.4,0.4,43,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Bagwai,0.482758620689655,0.482758620689655,0.482758620689655,27,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Bebeji,0.421052631578947,0.421052631578947,0.421052631578947,25,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Dambatta,0.392857142857143,0.392857142857143,0.392857142857143,47,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Dawakin Kudu,0.444444444444444,0.444444444444444,0.444444444444444,47,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Dawakin Tofa,0.470588235294118,0.470588235294118,0.470588235294118,23,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Doguwa,0.323529411764706,0.323529411764706,0.323529411764706,53,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Gabasawa,0.333333333333333,0.333333333333333,0.333333333333333,18,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Garko,0.733333333333333,0.733333333333333,0.733333333333333,26,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Garum Mallam,0.428571428571429,0.428571428571429,0.428571428571429,31,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Gaya,0.65,0.65,0.65,26,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Gezawa,0.461538461538462,0.461538461538462,0.461538461538462,29,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Gwale,0.562167465488541,0.393379329535871,0.730955601441211,36,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Gwarzo,0.206896551724138,0.206896551724138,0.206896551724138,55,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Kabo,0.466404091065324,0.346176260750687,0.586631921379961,44,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Kano Municipal,0.425887122298745,0.380179406058426,0.471594838539063,,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Karaye,0.565217391304348,0.565217391304348,0.565217391304348,44,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Kibiya,0.425887122298745,0.380179406058426,0.471594838539063,,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Kiru,0.287664243704762,0.00712338206860352,0.56820510534092,37,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Kumbotso,0.425887122298745,0.380179406058426,0.471594838539063,,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kogi,Yagba West,0.666666666666667,0.666666666666667,0.666666666666667,2,0.380145588367904,0.295618420456944,0.464672756278864,243
Kano,Kunchi,0.259079919650416,0.0858660227941309,0.432293816506701,36,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Kura,0.529411764705882,0.529411764705882,0.529411764705882,16,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Madobi,0.425887122298745,0.380179406058426,0.471594838539063,,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Makoda,0.518518518518519,0.518518518518518,0.518518518518519,11,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kwara,Ekiti,0.451327794165004,0.164730229657603,0.737925358672405,10,0.408070158010094,0.289627801584757,0.52651251443543,279
Kano,Minjibir,0.357793949273575,0.252143247661652,0.463444650885498,67,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Nasarawa1,0.516273851599928,0.492645021412918,0.539902681786938,47,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Rano,0.4375,0.4375,0.4375,15,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Rimin Gado,0.425887122298745,0.380179406058426,0.471594838539063,,0.425887122298745,0.380179406058426,0.471594838539063,1408
Katsina,Bindawa,0.157894736842105,0.157894736842105,0.157894736842105,26,0.238573963221338,0.186320004612804,0.290827921829873,1295
Kano,Rogo,0.272727272727273,0.272727272727273,0.272727272727273,24,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Shanono,0.425887122298745,0.380179406058426,0.471594838539063,,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Sumaila,0.588235294117647,0.588235294117647,0.588235294117647,39,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Takali,0.404184711843297,0.334137012942118,0.474232410744477,54,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Tarauni,0.490518350033639,0.251868188530792,0.729168511536485,34,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Tudun Wada,0.178695167563176,0.0918337225162824,0.26555661261007,73,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Ungogo,0.50401303562779,0.426494346567854,0.581531724687726,105,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Warawa,0.409090909090909,0.409090909090909,0.409090909090909,31,0.425887122298745,0.380179406058426,0.471594838539063,1408
Kano,Wudil,0.328358934060711,0.190986492517969,0.465731375603453,42,0.425887122298745,0.380179406058426,0.471594838539063,1408
Katsina,Daura,0.230865016878962,0.0630857783636553,0.39864425539427,84,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Bakori,0.04,0.04,0.04,99,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Batagarawa,0.208289611082782,0.175733047659115,0.24084617450645,56,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Batsari,0.28,0.28,0.28,37,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Charanchi,0.0952380952380952,0.0952380952380952,0.0952380952380953,47,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Dan Musa,0.5,0.5,0.5,13,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Dandume,0.238573963221338,0.186320004612804,0.290827921829873,,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Danja,0.375,0.375,0.375,42,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Dutsin-Ma,0.238573963221338,0.186320004612804,0.290827921829873,,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Faskari,0,0,0,49,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Funtua,0.31345453377418,0.293198843590476,0.333710223957884,85,0.238573963221338,0.186320004612804,0.290827921829873,1295
Kwara,Asa,0.181818181818182,0.181818181818182,0.181818181818182,26,0.408070158010094,0.289627801584757,0.52651251443543,279
Katsina,Ingawa,0.0434782608695652,0.0434782608695652,0.0434782608695652,31,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Kafur,0.335697427884692,0.221467451976217,0.449927403793166,84,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Kankara,0.342105263157895,0.342105263157895,0.342105263157895,56,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Kankia,0.2,0.2,0.2,48,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Katsina,0.379574007106694,0.287199565654218,0.47194844855917,50,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Kurfi,0.238573963221338,0.186320004612804,0.290827921829873,,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Kusada,0.0416666666666667,0.0416666666666666,0.0416666666666667,27,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Malumfashi,0.470588235294118,0.470588235294117,0.470588235294118,23,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Mani,0.169166604431794,0.137506102735555,0.200827106128033,107,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Matazuu,0.166666666666667,0.166666666666667,0.166666666666667,12,0.238573963221338,0.186320004612804,0.290827921829873,1295
Kebbi,Birnin Kebbi,0.224780946279421,0.0965795660260249,0.352982326532817,66,0.24495339745972,0.195670307636835,0.294236487282605,537
Katsina,Musawa,0.151840487894919,-0.037795673786171,0.341476649576008,63,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Rimi,0.238573963221338,0.186320004612804,0.290827921829873,,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Sabuwa,0.266666666666667,0.266666666666667,0.266666666666667,23,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Safana,0.380952380952381,0.380952380952381,0.380952380952381,24,0.238573963221338,0.186320004612804,0.290827921829873,1295
Katsina,Sandamu,0.238573963221338,0.186320004612804,0.290827921829873,,0.238573963221338,0.186320004612804,0.290827921829873,1295
Kebbi,Aleiro,0.24495339745972,0.195670307636835,0.294236487282605,,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Argungu,0.363687812536183,0.25725642805963,0.470119197012737,77,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Augie,0,0,0,28,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Bunza,0.24495339745972,0.195670307636835,0.294236487282605,,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Fakai,0.266666666666667,0.266666666666667,0.266666666666667,9,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Gwandu,0.0909090909090909,0.0909090909090909,0.0909090909090909,21,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Jega,0.236851569602382,0.234934885258916,0.238768253945849,32,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Kalgo,0.301793235122538,0.129035564416943,0.474550905828133,45,0.24495339745972,0.195670307636835,0.294236487282605,537
Oyo,Iseyin,0.242787987851203,0.0983342607106952,0.387241714991711,38,0.459254156288434,0.367802705508532,0.550705607068336,538
Kebbi,Maiyama,0.473684210526316,0.473684210526316,0.473684210526316,22,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Ngaski,0.321645320226951,0.307172141789076,0.336118498664826,24,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Sakaba,0.24495339745972,0.195670307636835,0.294236487282605,,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Shanga,0.538461538461539,0.538461538461538,0.538461538461539,8,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Suru,0.2,0.2,0.2,31,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Wasagu/Danko,0.176470588235294,0.176470588235294,0.176470588235294,17,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Yauri,0.254378112389554,0.134990769539762,0.373765455239347,28,0.24495339745972,0.195670307636835,0.294236487282605,537
Kebbi,Zuru,0.1,0.1,0.1,9,0.24495339745972,0.195670307636835,0.294236487282605,537
Kogi,Adavi,0.559306516243639,0.529203194917615,0.589409837569664,25,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Ajaokuta,0.4,0.4,0.4,3,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Ankpa,0.11925288169824,0.0532351858743724,0.185270577522108,11,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Bassa1,0.214285714285714,0.199826003881544,0.228745424689884,7,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Dekina,0.312186200424438,0.218540922496975,0.405831478351902,30,0.380145588367904,0.295618420456944,0.464672756278864,243
Kwara,Edu,0.527660718241545,0.182947846239582,0.872373590243509,22,0.408070158010094,0.289627801584757,0.52651251443543,279
Kogi,Ibaji,0.333035726322646,0.270339314167707,0.395732138477585,14,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Idah,0.380145588367904,0.295618420456944,0.464672756278864,,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Igalamela-Odolu,0.293853401816612,0.140391798313438,0.447315005319786,23,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Ijumu,0.666666666666667,0.666666666666667,0.666666666666667,7,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Kabba/Bunu,0.555555555555556,0.555555555555556,0.555555555555556,9,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Kogi,1,1,1,1,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Lokoja,0.367266118320055,-0.08991449320601,0.82444672984612,18,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Mopa-Muro,0.380145588367904,0.295618420456944,0.464672756278864,,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Ofu,0.0666666526759369,-0.0802868265883833,0.213620131940257,24,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Okehi,0.285714285714286,0.285714285714286,0.285714285714286,4,0.380145588367904,0.295618420456944,0.464672756278864,243
Kogi,Okene,0.49662853720638,0.350001513755942,0.643255560656819,30,0.380145588367904,0.295618420456944,0.464672756278864,243
