State,LGA,measles_DS,ci_lDS,ci_uDS,Num_DS,measles_state,ci_l_state,ci_u_state,Num_state
Adamawa,Gireri,0.45034221388576,0.391659349326273,0.509025078445247,15,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Gombi,0.641863231531212,0.590596317073521,0.693130145988902,38,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Guyuk,0.486146088019052,0.238782894071132,0.733509281966971,48,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Hong,0.785714285714286,0.785714285714286,0.785714285714286,11,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Lamurde,0.272727272727273,0.272727272727273,0.272727272727273,7,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Mayo-Belwa,0.6,0.6,0.6,11,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Numan,0.611111111111111,0.611111111111111,0.611111111111111,17,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Shelleng,0.321332414680141,0.242676127007515,0.399988702352767,30,0.48005008846194,0.41083532460703,0.54926485231685,448
Akwa lbom,Itu,0,0,0,3,0.505750172772254,0.43409525471628,0.577405090828228,288
Adamawa,Song,0.498233207214971,0.349701001168843,0.646765413261099,49,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Yola North,0.374809055822168,0.0433741833780716,0.706243928266264,20,0.48005008846194,0.41083532460703,0.54926485231685,448
Adamawa,Yola South,0.636363636363636,0.636363636363636,0.636363636363636,4,0.48005008846194,0.41083532460703,0.54926485231685,448
Akwa lbom,Abak,0.5,0.5,0.5,4,0.505750172772254,0.43409525471628,0.577405090828228,288
Anambra,Awka North,0.692307692307692,0.692307692307692,0.692307692307692,11,0.592872860168052,0.54710989464894,0.638635825687164,622
Akwa lbom,Eket,0.571428571428571,0.571428571428571,0.571428571428571,6,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Esit Eket,0.411764705882353,0.411764705882353,0.411764705882353,20,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Essien Udim,0.741144361307278,0.38989922921413,1.09238949340043,22,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Etim Ekpo,0.505750172772254,0.43409525471628,0.577405090828228,,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Etinan,0.333333333333333,0.333333333333333,0.333333333333333,3,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Ibesikpo Asutan,0.621621556021578,0.485982176848836,0.75726093519432,9,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Ibiono Ibom,0.320707068954843,0.166420399253501,0.474993738656185,13,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Ika,0.505750172772254,0.43409525471628,0.577405090828228,,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Ikono,0.5,0.5,0.5,9,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Ikot Abasi,0.625,0.625,0.625,13,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Ikot Ekpene,0.436791196932045,0.372332047218167,0.501250346645922,11,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Ini,0.545454545454545,0.545454545454545,0.545454545454546,9,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Mkpat Enin,0.256770314283193,0.226059951280208,0.287480677286178,16,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Nsit Atai,0.505750172772254,0.43409525471628,0.577405090828228,,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Nsit Ibom,0.571428571428571,0.571428571428571,0.571428571428571,13,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Nsit Ubium,0.7,0.7,0.7,5,0.505750172772254,0.43409525471628,0.577405090828228,288
Anambra,Awka South,0.588235294117647,0.588235294117647,0.588235294117647,46,0.592872860168052,0.54710989464894,0.638635825687164,622
Akwa lbom,Obot Akara,0.5,0.5,0.5,1,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Okobo,0.545454545454545,0.545454545454545,0.545454545454545,14,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Onna,0.282334358770798,0.137584676068998,0.427084041472598,9,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Oruk Anam,0.261261319241099,0.0386207761244095,0.483901862357788,11,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Ukanafun,0.775331772438582,0.618388072689187,0.932275472187978,24,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Uruan,0.517766481920896,0.370962381051062,0.664570582790731,18,0.505750172772254,0.43409525471628,0.577405090828228,288
Akwa lbom,Urue-Offong/Oruko,0.444444444444444,0.444444444444444,0.444444444444445,5,0.505750172772254,0.43409525471628,0.577405090828228,288
Anambra,Ayamelum,0.493927132963141,0.386328777541428,0.601525488384853,40,0.592872860168052,0.54710989464894,0.638635825687164,622
Akwa lbom,Uyo,0.573208355765299,0.354542359294373,0.791874352236226,25,0.505750172772254,0.43409525471628,0.577405090828228,288
Anambra,Aguata,0.664836388499506,0.524777019622974,0.804895757376038,57,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Anambra East,0.588235294117647,0.588235294117647,0.588235294117647,19,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Anambra West,0.383322988316747,0.318792326470094,0.447853650163401,60,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Anaocha,0.59754225808486,0.41191232107694,0.783172195092779,34,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Dunukofia,0.592872860168052,0.54710989464894,0.638635825687164,,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Ekwusigo,0.571428571428572,0.571428571428571,0.571428571428572,22,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Idemili North,0.576701255005997,0.475606912893289,0.677795597118705,102,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Idemili South,0.696887003355841,0.572619617304266,0.821154389407415,68,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Ihiala,0.562637361798131,0.55159173267244,0.573682990923821,21,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Njikoka,0.646648515158052,0.407074772871632,0.886222257444472,16,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Nnewi North,0.592872860168052,0.54710989464894,0.638635825687164,,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Nnewi South,0.824362611361629,0.72706975101777,0.921655471705489,14,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Ogbaru,0.769230769230769,0.769230769230769,0.769230769230769,11,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Onitsha North,0.466666666666667,0.466666666666667,0.466666666666667,16,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Onitsha South,0.833333333333333,0.833333333333333,0.833333333333333,6,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Orumba North,0.55306609216035,0.487329704056686,0.618802480264013,34,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Orumba South,0.592872860168052,0.54710989464894,0.638635825687164,,0.592872860168052,0.54710989464894,0.638635825687164,622
Anambra,Oyi,0.662258401073893,0.605952045729086,0.718564756418701,44,0.592872860168052,0.54710989464894,0.638635825687164,622
Bauchi,Alkaleri,0.393158289186518,0.306156432102157,0.48016014627088,74,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Bauchi,0.420535106677547,0.308302614636513,0.532767598718581,102,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Bogoro,0.276604093213752,0.218572351746242,0.334635834681262,,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Damban,0.181818181818182,0.181818181818182,0.181818181818182,27,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Darazo,0.313195509846339,0.113230860378081,0.513160159314597,34,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Dass,0.647058823529412,0.647058823529412,0.647058823529412,14,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Gamawa,0,0,0,23,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Jama'are,0.411882849021539,0.286010425497046,0.537755272546033,52,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Ganjuwa,0.151822774809158,-0.0345381992107339,0.33818374882905,41,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Giade,0.2,0.2,0.2,19,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Itas/Gadau,0.335290859853807,0.141937077697847,0.528644642009766,12,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Katagum,0.185455335526724,0.0461594397284538,0.324751231324995,64,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Kirfi,0.157894736842105,0.157894736842105,0.157894736842105,17,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Misau,0.284903662955697,-0.0403642970743366,0.610171622985731,26,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Ningi,0.0898249053315095,0.00485865973513738,0.174791150927882,91,0.276604093213752,0.218572351746242,0.334635834681262,784
Benue,Ukum,0.512469839811785,0.465795103352389,0.559144576271182,31,0.534860105720566,0.485580665031866,0.584139546409267,532
Bauchi,Shira,0.249999985300221,0.0651909235762917,0.434809047024151,34,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Tafawa-Balewa,0.371797856339637,0.232999863880626,0.510595848798648,50,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Toro,0.25076834216608,0.00364729237390643,0.497889391958254,64,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Warji,0.611111111111111,0.611111111111111,0.611111111111111,12,0.276604093213752,0.218572351746242,0.334635834681262,784
Bauchi,Zaki,0.169324225651886,0.155562615737274,0.183085835566498,30,0.276604093213752,0.218572351746242,0.334635834681262,784
Bayelsa,Kolokuma/Opokuma,0.461861893790724,0.328943528327352,0.594780259254095,15,0.575658018437726,0.503285761714198,0.648030275161255,126
Bayelsa,Nembe,0.933333333333333,0.933333333333333,0.933333333333333,4,0.575658018437726,0.503285761714198,0.648030275161255,126
Bayelsa,Ogbia,0.510364202711353,0.253502903955081,0.767225501467625,14,0.575658018437726,0.503285761714198,0.648030275161255,126
Bayelsa,Sagbama,0.553695640603546,0.351127914871976,0.756263366335116,23,0.575658018437726,0.503285761714198,0.648030275161255,126
Bayelsa,Yenegoa,0.61444459436017,0.574707903614585,0.654181285105756,25,0.575658018437726,0.503285761714198,0.648030275161255,126
Benue,Ado,0.526260472153117,0.376642467678602,0.675878476627632,17,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Agatu,0.888888888888889,0.888888888888889,0.888888888888889,9,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Apa,0.538461538461538,0.538461538461538,0.538461538461539,12,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Buruku,0.595238078432375,0.496305773165132,0.694170383699618,44,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Gboko,0.514146879504361,0.458601536930619,0.569692222078103,52,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Guma,0.390284766584564,0.325840166804465,0.454729366364662,23,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Gwer East,0.363636363636364,0.363636363636364,0.363636363636364,11,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Gwer West,0.5,0.5,0.5,16,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Katsina-Ala,0.516098531633874,0.44338510350421,0.588811959763538,37,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Konshisha,0.5625,0.5625,0.5625,16,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Logo,0.534860105720566,0.485580665031866,0.584139546409267,,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Makurdi,0.57982914658993,0.296016995197427,0.863641297982433,77,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Obi1,0.534860105720566,0.485580665031866,0.584139546409267,,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Ogbadibo,0.534860105720566,0.485580665031866,0.584139546409267,,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Ohimini,0.534860105720566,0.485580665031866,0.584139546409267,,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Oju,0.486223271127697,0.422639293253878,0.549807249001516,45,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Okpokwu,0.4375,0.4375,0.4375,17,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Oturkpo,0.554312816910658,0.424701131197258,0.683924502624059,25,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Tarka,0.555555555555556,0.555555555555556,0.555555555555556,6,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Ushongo,0.534860105720566,0.485580665031866,0.584139546409267,,0.534860105720566,0.485580665031866,0.584139546409267,532
Benue,Vandeikya,0.506770936457331,0.439408712725169,0.574133160189493,67,0.534860105720566,0.485580665031866,0.584139546409267,532
Borno,Askira/Uba,0.455000801165708,0.282011792318534,0.627989810012882,17,0.357133954975551,0.290748821768006,0.423519088183096,340
Enugu,Enugu East,0.704568530954562,0.640781330310678,0.768355731598445,40,0.597776515556192,0.533437907979914,0.662115123132469,292
Borno,Bayo,0.222222222222222,0.222222222222222,0.222222222222222,10,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Biu,0.315789473684211,0.315789473684211,0.315789473684211,12,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Chibok,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Damboa,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Cross River,Biase,0.506771965484171,0.333437791795135,0.680106139173206,12,0.566016535061912,0.473941797944482,0.658091272179341,185
Borno,Dikwa,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Gubio,0.2,0.2,0.2,6,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Jere,0.39503075171223,0.27359973634278,0.51646176708168,66,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Guzamala,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Hawul,0.264069264069264,0.169913594960773,0.358224933177755,9,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Kwaya Kusar,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Enugu,Enugu North,0.62275451745395,0.494944389859348,0.750564645048552,14,0.597776515556192,0.533437907979914,0.662115123132469,292
Borno,Kaga,0.277777777777778,0.277777777777778,0.277777777777778,18,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Mafa,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Cross River,Obudu,0.566016535061912,0.473941797944482,0.658091272179341,,0.566016535061912,0.473941797944482,0.658091272179341,185
Borno,Konduga,0.45,0.45,0.45,40,0.357133954975551,0.290748821768006,0.423519088183096,340
Delta,Bomadi,0.727272727272727,0.727272727272727,0.727272727272727,13,0.567283178332353,0.507461764200399,0.627104592464308,334
Borno,Magumeri,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Maiduguri,0.36656056430099,0.235076880892323,0.498044247709657,129,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Shani,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Cross River,Abi,0.442028991332893,0.335379846994296,0.548678135671489,12,0.566016535061912,0.473941797944482,0.658091272179341,185
Borno,Marte,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Borno,Nganzai,0.357133954975551,0.290748821768006,0.423519088183096,,0.357133954975551,0.290748821768006,0.423519088183096,340
Cross River,Bekwara,0.566016535061912,0.473941797944482,0.658091272179341,,0.566016535061912,0.473941797944482,0.658091272179341,185
Cross River,Calabar-Municipal,0.502760537675372,0.381523747120674,0.62399732823007,31,0.566016535061912,0.473941797944482,0.658091272179341,185
Cross River,Ikom,0.450349670798487,0.335136635531469,0.565562706065505,10,0.566016535061912,0.473941797944482,0.658091272179341,185
Cross River,Obubra,0.517857061036884,0.217719831977052,0.817994290096716,11,0.566016535061912,0.473941797944482,0.658091272179341,185
Enugu,Enugu South,0.633882363778034,0.602368612846313,0.665396114709755,13,0.597776515556192,0.533437907979914,0.662115123132469,292
Cross River,Odukpani,0.295238049586845,0.0123629261011589,0.578113173072531,12,0.566016535061912,0.473941797944482,0.658091272179341,185
Cross River,Ogoja,0.843187646022927,0.731953027450846,0.954422264595007,16,0.566016535061912,0.473941797944482,0.658091272179341,185
Cross River,Yakurr,0.721544674561367,0.540800335104602,0.902289014018132,10,0.566016535061912,0.473941797944482,0.658091272179341,185
Oyo,Ogbomosho North,0.568837284145365,0.369733315706453,0.767941252584278,12,0.459254156288434,0.367802705508532,0.550705607068336,538
Cross River,Yala,0.856403618973431,0.625835242263868,1.08697199568299,18,0.566016535061912,0.473941797944482,0.658091272179341,185
Delta,Aniocha North,0,0,0,2,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Aniocha South,0.774009034988986,0.723812212097596,0.824205857880376,9,0.567283178332353,0.507461764200399,0.627104592464308,334
Oyo,Ibadan South West,0.661249631565689,0.340699925612456,0.981799337518922,15,0.459254156288434,0.367802705508532,0.550705607068336,538
Delta,Ethiope East,0.61741405961791,0.431666639092172,0.803161480143649,19,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Ethiope West,0,0,0,1,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Ika North East,0.555555555555556,0.555555555555555,0.555555555555556,9,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Ika South,0.5,0.5,0.5,3,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Isoko North,0.6,0.6,0.6,15,0.567283178332353,0.507461764200399,0.627104592464308,334
Oyo,Ogbomosho South,0.459254156288434,0.367802705508532,0.550705607068336,,0.459254156288434,0.367802705508532,0.550705607068336,538
Delta,Isoko South,0.460980413863463,0.445669037424018,0.476291790302908,13,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Ndokwa East,0.461538461538462,0.461538461538462,0.461538461538462,29,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Ndokwa West,0.636363636363636,0.636363636363636,0.636363636363636,34,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Okpe,0.3,0.3,0.3,5,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Oshimili North,0.567283178332353,0.507461764200399,0.627104592464308,,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Oshimili South,0.714285714285714,0.714285714285714,0.714285714285714,8,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Patani,0.600840472528301,0.405887959811825,0.795792985244778,19,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Sapele,0.610521138574627,0.581235246099551,0.639807031049702,13,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Udu,0.5,0.5,0.5,17,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Ughelli North,0.597106879677326,0.40401277051586,0.790200988838792,29,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Ughelli South,0.579428910903365,0.405544244119003,0.753313577687728,23,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Ukwuani,0.333333333333333,0.333333333333333,0.333333333333333,5,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Uvwie,1,1,1,17,0.567283178332353,0.507461764200399,0.627104592464308,334
Delta,Warri South,0.660486176437712,0.575336357899265,0.745635994976159,20,0.567283178332353,0.507461764200399,0.627104592464308,334
Ebonyi,Ohaozara,0.485089475371062,0.409497534450767,0.560681416291358,33,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Abakaliki,0.402037298307343,0.32735139167592,0.476723204938766,20,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Afikpo North,0.60968661339251,0.545156919275669,0.67421630750935,25,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Afikpo South,0.607699807281772,0.564878502395244,0.650521112168301,21,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Ebonyi,0.49193895420131,0.451927296797058,0.531950611605562,,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Ezza North,0.586206896551724,0.586206896551724,0.586206896551724,21,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Ezza South,0.483008290447978,0.419306179201499,0.546710401694456,56,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Ikwo,0.521217828559336,0.397642674897224,0.644792982221448,53,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Ishielu,0.537717425028345,0.428251790040723,0.647183060015966,33,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Ivo,0.49193895420131,0.451927296797058,0.531950611605562,,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Izzi,0.439730170445278,0.364032234106819,0.515428106783738,97,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Ohaukwu,0.466666666666667,0.466666666666667,0.466666666666667,21,0.49193895420131,0.451927296797058,0.531950611605562,410
Ebonyi,Onicha,0.422597227538476,0.240584659773051,0.604609795303901,32,0.49193895420131,0.451927296797058,0.531950611605562,410
Edo,Akoko-Edo,0.724842935696956,0.567123689759341,0.882562181634571,6,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Egor,0.771739134505657,0.736796230946277,0.806682038065037,8,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Esan North East,0.666666666666667,0.666666666666667,0.666666666666667,6,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Esan Central,0.625,0.625,0.625,5,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Esan South East,0.213574944653515,0.115362568341308,0.311787320965723,12,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Esan West,0.75,0.75,0.75,2,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Etsako Central,0.666666666666667,0.666666666666667,0.666666666666667,2,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Etsako East,0.453842082191497,0.391231081016184,0.51645308336681,14,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Etsako West,0.715863561646032,0.61420334168159,0.817523781610475,33,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Igueben,0.445838027765578,0.377022969426013,0.514653086105142,6,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Ikpoba-Okha,0.575965224509194,0.239110804997448,0.912819644020939,28,0.590533015042952,0.51018981416473,0.670876215921174,219
Enugu,Aninri,0.710013461030711,0.701712997797248,0.718313924264174,18,0.597776515556192,0.533437907979914,0.662115123132469,292
Edo,Oredo,0.706204353843508,0.616590935379082,0.795817772307935,16,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Orhionmwon,0.555863483759419,0.355048671250658,0.75667829626818,9,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Ovia North East,0.666666666666667,0.666666666666667,0.666666666666667,20,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Ovia South West,0.490196078431373,0.251932258924075,0.72845989793867,12,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Owan East,0.454545454545455,0.454545454545454,0.454545454545455,13,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Owan West,0.595202613197429,0.584137932372401,0.606267294022458,22,0.590533015042952,0.51018981416473,0.670876215921174,219
Edo,Uhunmwonde,0.602409571771444,0.368767436419107,0.836051707123781,5,0.590533015042952,0.51018981416473,0.670876215921174,219
Ekiti,Ado Ekiti,0.642878554602468,0.411108208553524,0.874648900651411,31,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Efon-Alayee,0.611111111111111,0.567489193553569,0.654733028668653,7,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Ekiti East,0.5,0.5,0.5,2,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Ekiti South West,0.625461282161476,0.48436871918207,0.766553845140882,7,0.640161467475777,0.575792126170462,0.704530808781091,178
Enugu,Awgu,0.7,0.641858072252368,0.758141927747632,4,0.597776515556192,0.533437907979914,0.662115123132469,292
Ekiti,Ekiti West,0.443656326920617,0.215768454992075,0.671544198849159,10,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Emure,0.545454545454545,0.545454545454545,0.545454545454546,9,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Gboyin,0.580398159155009,0.563003451132432,0.597792867177586,9,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Idosi-Osi,0.640638267856812,0.573080777400705,0.708195758312919,19,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Ijero,0.633861132080056,0.242570439737081,1.02515182442303,6,0.640161467475777,0.575792126170462,0.704530808781091,178
Ekiti,Ikere,0.5,0.5,0.5,1,0.640161467475777,0.575792126170462,0.704530808781091,178
