State,LGA,pen2_DS,ci_lDS,ci_uDS,Num_DS,pen2_state,ci_l_state,ci_u_state,Num_state
Abia,Aba North,1,1,1,9,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Aba South,0.894047003875254,0.828562329407953,0.959531678342555,24,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Arochukwu,0.590250354752315,0.521474044840626,0.659026664664004,15,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Bende,0.555555555555556,0.555555555555556,0.555555555555556,7,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Ikwuano,0.699844502582161,0.490702141846929,0.908986863317393,7,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Isiala-Ngwa North,0.818720886570297,0.685229008595428,0.952212764545167,13,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Isiala-Ngwa South,0.795574460765136,0.703784498295519,0.887364423234753,18,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Isuikwato,1,1,1,7,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Obi Nwa,0.75,0.75,0.75,6,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Ohafia,0.763406355530677,0.680081396261108,0.846731314800247,17,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Osisioma Ngwa,0.7,0.7,0.7,25,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Ugwunagbo,0.882352941176471,0.88235294117647,0.882352941176471,12,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Ukwa East,0.909090909090909,0.909090909090909,0.909090909090909,3,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Ukwa West,0.802823058105418,0.752294376244071,0.853351739966764,,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Umu-Neochi,0.794318309952186,0.547600898301818,1.04103572160255,20,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Umuahia North,1,1,1,4,0.802823058105418,0.752294376244071,0.853351739966764,212
Abia,Umuahia South,0.875014054300852,0.769480808580036,0.980547300021668,25,0.802823058105418,0.752294376244071,0.853351739966764,212
Adamawa,Demsa,0.895256904482952,0.849762278472593,0.940751530493312,16,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Gireri,0.636510360644498,0.568047018658429,0.704973702630566,15,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Gombi,0.617851040313403,0.570349449093388,0.665352631533417,38,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Guyuk,0.736146088019052,0.488782894071132,0.983509281966971,48,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Hong,0.928571428571428,0.928571428571428,0.928571428571429,11,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Lamurde,0.454545454545455,0.454545454545455,0.454545454545455,7,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Mayo-Belwa,0.7,0.7,0.7,11,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Numan,0.777777777777778,0.777777777777777,0.777777777777778,17,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Shelleng,0.514468333947132,0.376497468685312,0.652439199208952,30,0.612633628391947,0.534441081909852,0.690826174874041,448
Akwa lbom,Itu,1,1,1,3,0.640605045830635,0.571299965357755,0.709910126303515,288
Adamawa,Song,0.602473493635846,0.520524690300052,0.684422296971641,49,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Yola North,0.354198379957664,0.0581594647648794,0.650237295150449,20,0.612633628391947,0.534441081909852,0.690826174874041,448
Adamawa,Yola South,0.909090909090909,0.909090909090909,0.909090909090909,4,0.612633628391947,0.534441081909852,0.690826174874041,448
