State,LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Bauchi,Damban,Darazo,july,580,2021,2,-1,1,0.6,5
Bauchi,Damban,Darazo,july,610,2021,3,-1,1,0.6,5
Bauchi,Damban,Darazo,july,640,2021,4,-1,1,0.6,5
Bauchi,Darazo,Darazo,july,550,2021,1,-1,1,0.6,5
Bauchi,Darazo,Darazo,july,580,2021,2,-1,1,0.6,5
Bauchi,Darazo,Darazo,july,610,2021,3,-1,1,0.6,5
Bauchi,Darazo,Darazo,july,640,2021,4,-1,1,0.6,5
Bauchi,Dass,Alkaleri,july,550,2021,1,-1,1,0.6,5
Bauchi,Dass,Alkaleri,july,580,2021,2,-1,1,0.6,5
Bauchi,Dass,Alkaleri,july,610,2021,3,-1,1,0.6,5
Bauchi,Dass,Alkaleri,july,640,2021,4,-1,1,0.6,5
Bauchi,Gamawa,Gwarzo,august,579,2021,1,-1,1,0.6,5
Bauchi,Gamawa,Gwarzo,august,609,2021,2,-1,1,0.6,5
Bauchi,Gamawa,Gwarzo,august,639,2021,3,-1,1,0.6,5
Bauchi,Gamawa,Gwarzo,august,669,2021,4,-1,1,0.6,5
Bauchi,Ganjuwa,Darazo,july,550,2021,1,-1,1,0.6,5
Bauchi,Ganjuwa,Darazo,july,580,2021,2,-1,1,0.6,5
Bauchi,Ganjuwa,Darazo,july,610,2021,3,-1,1,0.6,5
Bauchi,Ganjuwa,Darazo,july,640,2021,4,-1,1,0.6,5
Bauchi,Giade,Darazo,july,550,2021,1,-1,1,0.6,5
Bauchi,Giade,Darazo,july,580,2021,2,-1,1,0.6,5
Bauchi,Giade,Darazo,july,610,2021,3,-1,1,0.6,5
Bauchi,Giade,Darazo,july,640,2021,4,-1,1,0.6,5
Bauchi,Itas-Gadau,Taura,july,550,2021,1,-1,1,0.6,5
Bauchi,Itas-Gadau,Taura,july,580,2021,2,-1,1,0.6,5
Bauchi,Itas-Gadau,Taura,july,610,2021,3,-1,1,0.6,5
Bauchi,Itas-Gadau,Taura,july,640,2021,4,-1,1,0.6,5
Bauchi,Jama'are,Taura,july,550,2021,1,-1,1,0.6,5
Bauchi,Jama'are,Taura,july,580,2021,2,-1,1,0.6,5
Bauchi,Jama'are,Taura,july,610,2021,3,-1,1,0.6,5
Bauchi,Jama'are,Taura,july,640,2021,4,-1,1,0.6,5
Bauchi,Katagum,Gwarzo,august,579,2021,1,-1,1,0.6,5
Bauchi,Katagum,Gwarzo,august,609,2021,2,-1,1,0.6,5
Bauchi,Katagum,Gwarzo,august,639,2021,3,-1,1,0.6,5
Bauchi,Katagum,Gwarzo,august,669,2021,4,-1,1,0.6,5
Bauchi,Kirfi,Alkaleri,july,550,2021,1,-1,1,0.6,5
Bauchi,Kirfi,Alkaleri,july,580,2021,2,-1,1,0.6,5
Bauchi,Kirfi,Alkaleri,july,610,2021,3,-1,1,0.6,5
Bauchi,Kirfi,Alkaleri,july,640,2021,4,-1,1,0.6,5
Bauchi,Misau,Darazo,july,550,2021,1,-1,1,0.6,5
Bauchi,Misau,Darazo,july,580,2021,2,-1,1,0.6,5
Bauchi,Misau,Darazo,july,610,2021,3,-1,1,0.6,5
Bauchi,Misau,Darazo,july,640,2021,4,-1,1,0.6,5
Bauchi,Ningi,Takali,september,610,2021,1,-1,1,0.6,5
Bauchi,Ningi,Takali,september,640,2021,2,-1,1,0.6,5
Bauchi,Ningi,Takali,september,670,2021,3,-1,1,0.6,5
Bauchi,Ningi,Takali,september,700,2021,4,-1,1,0.6,5
Bauchi,Shira,Takali,september,610,2021,1,-1,1,0.6,5
Bauchi,Shira,Takali,september,640,2021,2,-1,1,0.6,5
Bauchi,Shira,Takali,september,670,2021,3,-1,1,0.6,5
Bauchi,Shira,Takali,september,700,2021,4,-1,1,0.6,5
Bauchi,Tafawa-Balewa,Alkaleri,july,550,2021,1,-1,1,0.6,5
Bauchi,Tafawa-Balewa,Alkaleri,july,580,2021,2,-1,1,0.6,5
Bauchi,Tafawa-Balewa,Alkaleri,july,610,2021,3,-1,1,0.6,5
Bauchi,Tafawa-Balewa,Alkaleri,july,640,2021,4,-1,1,0.6,5
Bauchi,Toro,Giwa,august,579,2021,1,-1,1,0.6,5
Bauchi,Toro,Giwa,august,609,2021,2,-1,1,0.6,5
Bauchi,Toro,Giwa,august,639,2021,3,-1,1,0.6,5
Bauchi,Toro,Giwa,august,669,2021,4,-1,1,0.6,5
Bauchi,Warji,Takali,september,610,2021,1,-1,1,0.6,5
Bauchi,Warji,Takali,september,640,2021,2,-1,1,0.6,5
Bauchi,Warji,Takali,september,670,2021,3,-1,1,0.6,5
Bauchi,Warji,Takali,september,700,2021,4,-1,1,0.6,5
Bauchi,Zaki,Taura,july,550,2021,1,-1,1,0.6,5
Bauchi,Zaki,Taura,july,580,2021,2,-1,1,0.6,5
Bauchi,Zaki,Taura,july,610,2021,3,-1,1,0.6,5
Bauchi,Zaki,Taura,july,640,2021,4,-1,1,0.6,5
Benue,Agatu,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Agatu,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Agatu,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Agatu,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Apa,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Apa,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Apa,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Apa,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Buruku,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Buruku,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Buruku,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Buruku,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Gboko,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Gboko,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Gboko,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Gboko,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Guma,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Guma,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Guma,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Guma,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Gwer East,Oke-Ero,july,550,2021,1,-1,1,0.6,5
Benue,Gwer East,Oke-Ero,july,580,2021,2,-1,1,0.6,5
Benue,Gwer East,Oke-Ero,july,610,2021,3,-1,1,0.6,5
Benue,Gwer East,Oke-Ero,july,640,2021,4,-1,1,0.6,5
Benue,Gwer West,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Gwer West,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Gwer West,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Gwer West,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Konshisha,Oke-Ero,july,550,2021,1,-1,1,0.6,5
Benue,Konshisha,Oke-Ero,july,580,2021,2,-1,1,0.6,5
Benue,Konshisha,Oke-Ero,july,610,2021,3,-1,1,0.6,5
Benue,Konshisha,Oke-Ero,july,640,2021,4,-1,1,0.6,5
Benue,Kwande,Oke-Ero,july,550,2021,1,-1,1,0.6,5
Benue,Kwande,Oke-Ero,july,580,2021,2,-1,1,0.6,5
Benue,Kwande,Oke-Ero,july,610,2021,3,-1,1,0.6,5
Benue,Kwande,Oke-Ero,july,640,2021,4,-1,1,0.6,5
Benue,Logo,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Logo,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Logo,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Logo,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Makurdi,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Makurdi,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Makurdi,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Makurdi,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Oturkpo,Owan East,march,426,2021,1,-1,1,0.6,5
Benue,Oturkpo,Owan East,march,456,2021,2,-1,1,0.6,5
Benue,Oturkpo,Owan East,march,486,2021,3,-1,1,0.6,5
Benue,Oturkpo,Owan East,march,516,2021,4,-1,1,0.6,5
Benue,Tarka,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Tarka,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Tarka,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Tarka,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Ukum,Keana,august,579,2021,1,-1,1,0.6,5
Benue,Ukum,Keana,august,609,2021,2,-1,1,0.6,5
Benue,Ukum,Keana,august,639,2021,3,-1,1,0.6,5
Benue,Ukum,Keana,august,669,2021,4,-1,1,0.6,5
Benue,Ushongo,Oke-Ero,july,550,2021,1,-1,1,0.6,5
Benue,Ushongo,Oke-Ero,july,580,2021,2,-1,1,0.6,5
Benue,Ushongo,Oke-Ero,july,610,2021,3,-1,1,0.6,5
Benue,Ushongo,Oke-Ero,july,640,2021,4,-1,1,0.6,5
Benue,Vandeikya,Oke-Ero,july,550,2021,1,-1,1,0.6,5
Benue,Vandeikya,Oke-Ero,july,580,2021,2,-1,1,0.6,5
Benue,Vandeikya,Oke-Ero,july,610,2021,3,-1,1,0.6,5
Benue,Vandeikya,Oke-Ero,july,640,2021,4,-1,1,0.6,5
Borno,Abadam,Babura,may,488,2021,1,-1,1,0.6,5
Borno,Abadam,Babura,may,518,2021,2,-1,1,0.6,5
Borno,Abadam,Babura,may,548,2021,3,-1,1,0.6,5
Borno,Abadam,Babura,may,578,2021,4,-1,1,0.6,5
Borno,Askira-Uba,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Askira-Uba,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Askira-Uba,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Askira-Uba,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Bama,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Bama,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Bama,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Bama,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Bayo,Alkaleri,july,550,2021,1,-1,1,0.6,5
Borno,Bayo,Alkaleri,july,580,2021,2,-1,1,0.6,5
Borno,Bayo,Alkaleri,july,610,2021,3,-1,1,0.6,5
Borno,Bayo,Alkaleri,july,640,2021,4,-1,1,0.6,5
Borno,Biu,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Biu,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Biu,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Biu,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Chibok,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Chibok,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Chibok,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Chibok,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Damboa,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Damboa,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Damboa,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Damboa,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Dikwa,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Dikwa,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Dikwa,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Dikwa,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Gubio,Gawabawa,august,579,2021,1,-1,1,0.6,5
Borno,Gubio,Gawabawa,august,609,2021,2,-1,1,0.6,5
Borno,Gubio,Gawabawa,august,639,2021,3,-1,1,0.6,5
Borno,Gubio,Gawabawa,august,669,2021,4,-1,1,0.6,5
Borno,Guzamala,Babura,may,488,2021,1,-1,1,0.6,5
Borno,Guzamala,Babura,may,518,2021,2,-1,1,0.6,5
Borno,Guzamala,Babura,may,548,2021,3,-1,1,0.6,5
Borno,Guzamala,Babura,may,578,2021,4,-1,1,0.6,5
Borno,Gwoza,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Gwoza,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Gwoza,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Gwoza,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Hawul,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Hawul,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Hawul,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Hawul,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Jere,Gawabawa,august,579,2021,1,-1,1,0.6,5
Borno,Jere,Gawabawa,august,609,2021,2,-1,1,0.6,5
Borno,Jere,Gawabawa,august,639,2021,3,-1,1,0.6,5
Borno,Jere,Gawabawa,august,669,2021,4,-1,1,0.6,5
Borno,Kaga,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Kaga,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Kaga,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Kaga,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Kala-Balge,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Kala-Balge,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Kala-Balge,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Kala-Balge,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Konduga,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Konduga,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Konduga,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Konduga,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Kukawa,Babura,may,488,2021,1,-1,1,0.6,5
Borno,Kukawa,Babura,may,518,2021,2,-1,1,0.6,5
Borno,Kukawa,Babura,may,548,2021,3,-1,1,0.6,5
Borno,Kukawa,Babura,may,578,2021,4,-1,1,0.6,5
Borno,Kwaya Kusar,Alkaleri,july,550,2021,1,-1,1,0.6,5
Borno,Kwaya Kusar,Alkaleri,july,580,2021,2,-1,1,0.6,5
Borno,Kwaya Kusar,Alkaleri,july,610,2021,3,-1,1,0.6,5
Borno,Kwaya Kusar,Alkaleri,july,640,2021,4,-1,1,0.6,5
Borno,Mafa,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Mafa,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Mafa,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Mafa,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Magumeri,Gawabawa,august,579,2021,1,-1,1,0.6,5
Borno,Magumeri,Gawabawa,august,609,2021,2,-1,1,0.6,5
Borno,Magumeri,Gawabawa,august,639,2021,3,-1,1,0.6,5
Borno,Magumeri,Gawabawa,august,669,2021,4,-1,1,0.6,5
Borno,Maiduguri,Darazo,july,550,2021,1,-1,1,0.6,5
Borno,Maiduguri,Darazo,july,580,2021,2,-1,1,0.6,5
Borno,Maiduguri,Darazo,july,610,2021,3,-1,1,0.6,5
Borno,Maiduguri,Darazo,july,640,2021,4,-1,1,0.6,5
Borno,Marte,Babura,may,488,2021,1,-1,1,0.6,5
Borno,Marte,Babura,may,518,2021,2,-1,1,0.6,5
Borno,Marte,Babura,may,548,2021,3,-1,1,0.6,5
Borno,Marte,Babura,may,578,2021,4,-1,1,0.6,5
Borno,Mobbar,Babura,may,488,2021,1,-1,1,0.6,5
Borno,Mobbar,Babura,may,518,2021,2,-1,1,0.6,5
Borno,Mobbar,Babura,may,548,2021,3,-1,1,0.6,5
Borno,Mobbar,Babura,may,578,2021,4,-1,1,0.6,5
Borno,Monguno,Babura,may,488,2021,1,-1,1,0.6,5
Borno,Monguno,Babura,may,518,2021,2,-1,1,0.6,5
Borno,Monguno,Babura,may,548,2021,3,-1,1,0.6,5
Borno,Monguno,Babura,may,578,2021,4,-1,1,0.6,5
Borno,Ngala,Taura,july,550,2021,1,-1,1,0.6,5
Borno,Ngala,Taura,july,580,2021,2,-1,1,0.6,5
Borno,Ngala,Taura,july,610,2021,3,-1,1,0.6,5
Borno,Ngala,Taura,july,640,2021,4,-1,1,0.6,5
Borno,Nganzai,Gawabawa,august,579,2021,1,-1,1,0.6,5
Borno,Nganzai,Gawabawa,august,609,2021,2,-1,1,0.6,5
Borno,Nganzai,Gawabawa,august,639,2021,3,-1,1,0.6,5
Borno,Nganzai,Gawabawa,august,669,2021,4,-1,1,0.6,5
Borno,Shani,Alkaleri,july,550,2021,1,-1,1,0.6,5
Borno,Shani,Alkaleri,july,580,2021,2,-1,1,0.6,5
Borno,Shani,Alkaleri,july,610,2021,3,-1,1,0.6,5
Borno,Shani,Alkaleri,july,640,2021,4,-1,1,0.6,5
Cross River,Bekwara,Oke-Ero,july,550,2021,1,-1,1,0.6,5
Cross River,Bekwara,Oke-Ero,july,580,2021,2,-1,1,0.6,5
Cross River,Bekwara,Oke-Ero,july,610,2021,3,-1,1,0.6,5
Cross River,Bekwara,Oke-Ero,july,640,2021,4,-1,1,0.6,5
Cross River,Obanliku,Obubra,june,518,2021,1,-1,1,0.6,5
Cross River,Obanliku,Obubra,june,548,2021,2,-1,1,0.6,5
Cross River,Obanliku,Obubra,june,578,2021,3,-1,1,0.6,5
Cross River,Obanliku,Obubra,june,608,2021,4,-1,1,0.6,5
Cross River,Obudu,Obubra,june,518,2021,1,-1,1,0.6,5
Cross River,Obudu,Obubra,june,548,2021,2,-1,1,0.6,5
Cross River,Obudu,Obubra,june,578,2021,3,-1,1,0.6,5
Cross River,Obudu,Obubra,june,608,2021,4,-1,1,0.6,5
Cross River,Ogoja,Obubra,june,518,2021,1,-1,1,0.6,5
Cross River,Ogoja,Obubra,june,548,2021,2,-1,1,0.6,5
Cross River,Ogoja,Obubra,june,578,2021,3,-1,1,0.6,5
Cross River,Ogoja,Obubra,june,608,2021,4,-1,1,0.6,5
Cross River,Yala,Oke-Ero,july,550,2021,1,-1,1,0.6,5
Cross River,Yala,Oke-Ero,july,580,2021,2,-1,1,0.6,5
Cross River,Yala,Oke-Ero,july,610,2021,3,-1,1,0.6,5
Cross River,Yala,Oke-Ero,july,640,2021,4,-1,1,0.6,5
Federal Capital Territory,Abaji,Keana,august,579,2021,1,-1,1,0.6,5
Federal Capital Territory,Abaji,Keana,august,609,2021,2,-1,1,0.6,5
Federal Capital Territory,Abaji,Keana,august,639,2021,3,-1,1,0.6,5
Federal Capital Territory,Abaji,Keana,august,669,2021,4,-1,1,0.6,5
Federal Capital Territory,Abuja Municipal,Keana,august,579,2021,1,-1,1,0.6,5
Federal Capital Territory,Abuja Municipal,Keana,august,609,2021,2,-1,1,0.6,5
Federal Capital Territory,Abuja Municipal,Keana,august,639,2021,3,-1,1,0.6,5
Federal Capital Territory,Abuja Municipal,Keana,august,669,2021,4,-1,1,0.6,5
Federal Capital Territory,Bwari,Giwa,august,579,2021,1,-1,1,0.6,5
Federal Capital Territory,Bwari,Giwa,august,609,2021,2,-1,1,0.6,5
Federal Capital Territory,Bwari,Giwa,august,639,2021,3,-1,1,0.6,5
Federal Capital Territory,Bwari,Giwa,august,669,2021,4,-1,1,0.6,5
Federal Capital Territory,Gwagwalada,Keana,august,579,2021,1,-1,1,0.6,5
Federal Capital Territory,Gwagwalada,Keana,august,609,2021,2,-1,1,0.6,5
Federal Capital Territory,Gwagwalada,Keana,august,639,2021,3,-1,1,0.6,5
Federal Capital Territory,Gwagwalada,Keana,august,669,2021,4,-1,1,0.6,5
Federal Capital Territory,Kuje,Keana,august,579,2021,1,-1,1,0.6,5
Federal Capital Territory,Kuje,Keana,august,609,2021,2,-1,1,0.6,5
Federal Capital Territory,Kuje,Keana,august,639,2021,3,-1,1,0.6,5
Federal Capital Territory,Kuje,Keana,august,669,2021,4,-1,1,0.6,5
Federal Capital Territory,Kwali,Keana,august,579,2021,1,-1,1,0.6,5
Federal Capital Territory,Kwali,Keana,august,609,2021,2,-1,1,0.6,5
Federal Capital Territory,Kwali,Keana,august,639,2021,3,-1,1,0.6,5
Federal Capital Territory,Kwali,Keana,august,669,2021,4,-1,1,0.6,5
Gombe,Akko,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Akko,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Akko,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Akko,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Balanga,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Balanga,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Balanga,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Balanga,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Billiri,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Billiri,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Billiri,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Billiri,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Dukku,Darazo,july,550,2021,1,-1,1,0.6,5
Gombe,Dukku,Darazo,july,580,2021,2,-1,1,0.6,5
Gombe,Dukku,Darazo,july,610,2021,3,-1,1,0.6,5
Gombe,Dukku,Darazo,july,640,2021,4,-1,1,0.6,5
Gombe,Funakaye,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Funakaye,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Funakaye,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Funakaye,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Gombe,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Gombe,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Gombe,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Gombe,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Kaltungo,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Kaltungo,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Kaltungo,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Kaltungo,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Kwami,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Kwami,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Kwami,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Kwami,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Nafada,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Nafada,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Nafada,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Nafada,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Shomgom,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Shomgom,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Shomgom,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Shomgom,Alkaleri,july,640,2021,4,-1,1,0.6,5
Gombe,Yamaltu-Deba,Alkaleri,july,550,2021,1,-1,1,0.6,5
Gombe,Yamaltu-Deba,Alkaleri,july,580,2021,2,-1,1,0.6,5
Gombe,Yamaltu-Deba,Alkaleri,july,610,2021,3,-1,1,0.6,5
Gombe,Yamaltu-Deba,Alkaleri,july,640,2021,4,-1,1,0.6,5
Jigawa,Auyo,Taura,july,550,2021,1,-1,1,0.6,5
Jigawa,Auyo,Taura,july,580,2021,2,-1,1,0.6,5
Jigawa,Auyo,Taura,july,610,2021,3,-1,1,0.6,5
Jigawa,Auyo,Taura,july,640,2021,4,-1,1,0.6,5
Jigawa,Babura,Babura,may,488,2021,1,-1,1,0.6,5
Jigawa,Babura,Babura,may,518,2021,2,-1,1,0.6,5
Jigawa,Babura,Babura,may,548,2021,3,-1,1,0.6,5
Jigawa,Babura,Babura,may,578,2021,4,-1,1,0.6,5
Jigawa,Biriniwa,Taura,july,550,2021,1,-1,1,0.6,5
Jigawa,Biriniwa,Taura,july,580,2021,2,-1,1,0.6,5
Jigawa,Biriniwa,Taura,july,610,2021,3,-1,1,0.6,5
Jigawa,Biriniwa,Taura,july,640,2021,4,-1,1,0.6,5
Jigawa,Birni Kudu,Takali,september,610,2021,1,-1,1,0.6,5
Jigawa,Birni Kudu,Takali,september,640,2021,2,-1,1,0.6,5
Jigawa,Birni Kudu,Takali,september,670,2021,3,-1,1,0.6,5
Jigawa,Birni Kudu,Takali,september,700,2021,4,-1,1,0.6,5
Jigawa,Buji,Takali,september,610,2021,1,-1,1,0.6,5
Jigawa,Buji,Takali,september,640,2021,2,-1,1,0.6,5
Jigawa,Buji,Takali,september,670,2021,3,-1,1,0.6,5
Jigawa,Buji,Takali,september,700,2021,4,-1,1,0.6,5
Jigawa,Dutse,Takali,september,610,2021,1,-1,1,0.6,5
Jigawa,Dutse,Takali,september,640,2021,2,-1,1,0.6,5
Jigawa,Dutse,Takali,september,670,2021,3,-1,1,0.6,5
Jigawa,Dutse,Takali,september,700,2021,4,-1,1,0.6,5
Jigawa,Gagarawa,Taura,july,550,2021,1,-1,1,0.6,5
Jigawa,Gagarawa,Taura,july,580,2021,2,-1,1,0.6,5
Jigawa,Gagarawa,Taura,july,610,2021,3,-1,1,0.6,5
Jigawa,Gagarawa,Taura,july,640,2021,4,-1,1,0.6,5
Jigawa,Garki,Babura,may,488,2021,1,-1,1,0.6,5
Jigawa,Garki,Babura,may,518,2021,2,-1,1,0.6,5
Jigawa,Garki,Babura,may,548,2021,3,-1,1,0.6,5
Jigawa,Garki,Babura,may,578,2021,4,-1,1,0.6,5
Jigawa,Gumel,Babura,may,488,2021,1,-1,1,0.6,5
Jigawa,Gumel,Babura,may,518,2021,2,-1,1,0.6,5
Jigawa,Gumel,Babura,may,548,2021,3,-1,1,0.6,5
Jigawa,Gumel,Babura,may,578,2021,4,-1,1,0.6,5
Jigawa,Guri,Taura,july,550,2021,1,-1,1,0.6,5
Jigawa,Guri,Taura,july,580,2021,2,-1,1,0.6,5
Jigawa,Guri,Taura,july,610,2021,3,-1,1,0.6,5
Jigawa,Guri,Taura,july,640,2021,4,-1,1,0.6,5
Jigawa,Gwaram,Takali,september,610,2021,1,-1,1,0.6,5
Jigawa,Gwaram,Takali,september,640,2021,2,-1,1,0.6,5
Jigawa,Gwaram,Takali,september,670,2021,3,-1,1,0.6,5
Jigawa,Gwaram,Takali,september,700,2021,4,-1,1,0.6,5
Jigawa,Gwiwa,Babura,may,488,2021,1,-1,1,0.6,5
Jigawa,Gwiwa,Babura,may,518,2021,2,-1,1,0.6,5
Jigawa,Gwiwa,Babura,may,548,2021,3,-1,1,0.6,5
Jigawa,Gwiwa,Babura,may,578,2021,4,-1,1,0.6,5
Jigawa,Hadejia,Taura,july,550,2021,1,-1,1,0.6,5
Jigawa,Hadejia,Taura,july,580,2021,2,-1,1,0.6,5
Jigawa,Hadejia,Taura,july,610,2021,3,-1,1,0.6,5
Jigawa,Hadejia,Taura,july,640,2021,4,-1,1,0.6,5
Jigawa,Jahun,Taura,july,550,2021,1,-1,1,0.6,5
Jigawa,Jahun,Taura,july,580,2021,2,-1,1,0.6,5
Jigawa,Jahun,Taura,july,610,2021,3,-1,1,0.6,5
Jigawa,Jahun,Taura,july,640,2021,4,-1,1,0.6,5
Jigawa,Kafin Hausa,Taura,july,550,2021,1,-1,1,0.6,5
Jigawa,Kafin Hausa,Taura,july,580,2021,2,-1,1,0.6,5
Jigawa,Kafin Hausa,Taura,july,610,2021,3,-1,1,0.6,5
Jigawa,Kafin Hausa,Taura,july,640,2021,4,-1,1,0.6,5
