LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins1,mortality,kill_rate,block_initial
Ikwo,Obubra,2020,Ikwo,0.8,0.8,0.723470707,0.8,1,june,162,PBO,0.39899006,0.740096634,0.65
Ikwo,Obubra,2023,Ikwo,0.8,0.8,0.723470707,0.8,2,june,1257,PBO,0.39899006,0.740096634,0.65
Ishielu,Owan East,2020,Ishielu,0.744936169,0.8,0.597590458,0.707191218,1,march,131,PBO,0.402215764,0.740400762,0.65
Ishielu,Owan East,2023,Ishielu,0.744936169,0.8,0.597590458,0.707191218,2,march,1226,PBO,0.402215764,0.740400762,0.65
Ivo,Ngor-Okpala,2020,Ivo,0.365309446,0.31976846,0.263166845,0.320293091,1,june,162,PBO,0.433913174,0.742967876,0.65
Ivo,Ngor-Okpala,2023,Ivo,0.365309446,0.31976846,0.263166845,0.320293091,2,june,1257,PBO,0.433913174,0.742967876,0.65
Izzi,Owan East,2020,Izzi,0.661533358,0.644675309,0.533023102,0.61994569,1,march,131,PBO,0.409695434,0.741072853,0.65
Izzi,Owan East,2023,Izzi,0.661533358,0.644675309,0.533023102,0.61994569,2,march,1226,PBO,0.409695434,0.741072853,0.65
Ohaukwu,Owan East,2020,Ohaukwu,0.45,0.6,0.580645162,0.535714285,1,march,131,PBO,0.40041459,0.740232039,0.65
Ohaukwu,Owan East,2023,Ohaukwu,0.45,0.6,0.580645162,0.535714285,2,march,1226,PBO,0.40041459,0.740232039,0.65
Onicha,Obubra,2020,Onicha,0.8,0.8,0.684986388,0.795428578,1,june,162,PBO,0.407479271,0.740878397,0.65
Onicha,Obubra,2023,Onicha,0.8,0.8,0.684986388,0.795428578,2,june,1257,PBO,0.407479271,0.740878397,0.65
Akoko-Edo,Owan East,2020,Akoko-Edo,0.484626023,0.278781127,0.473391106,0.599193404,1,march,131,PBO,0.304845225,0.725405618,0.65
Akoko-Edo,Owan East,2023,Akoko-Edo,0.484626023,0.278781127,0.473391106,0.599193404,2,march,1226,PBO,0.304845225,0.725405618,0.65
Egor,Uzo-Uwani,2020,Egor,0.239097718,0.2,0.259136244,0.187631274,1,june,162,Urban areas,0.42209808,0.477643111,0.53
Egor,Uzo-Uwani,2023,Egor,0.239097718,0.2,0.259136244,0.187631274,2,june,1257,Urban areas,0.42209808,0.477643111,0.53
Esan North East,Uzo-Uwani,2020,Esan North East,0.32,0.36,0.276923077,0.272727272,1,june,162,PBO,0.339061878,0.732387649,0.65
Esan North East,Uzo-Uwani,2023,Esan North East,0.32,0.36,0.276923077,0.272727272,2,june,1257,PBO,0.339061878,0.732387649,0.65
Esan Central,Owan East,2020,Esan Central,0.666666667,0.75,0.282352942,0.336842105,1,march,131,PBO,0.34342137,0.733112828,0.65
Esan Central,Owan East,2023,Esan Central,0.666666667,0.75,0.282352942,0.336842105,2,march,1226,PBO,0.34342137,0.733112828,0.65
Esan South East,Uzo-Uwani,2020,Esan South East,0.503089106,0.357830282,0.382528463,0.495662447,1,june,162,PBO,0.404971726,0.740653669,0.65
Esan South East,Uzo-Uwani,2023,Esan South East,0.503089106,0.357830282,0.382528463,0.495662447,2,june,1257,PBO,0.404971726,0.740653669,0.65
Esan West,Uzo-Uwani,2020,Esan West,0.4,0.48,0.72,0.291891892,1,june,162,PBO,0.366421113,0.736459279,0.65
Esan West,Uzo-Uwani,2023,Esan West,0.4,0.48,0.72,0.291891892,2,june,1257,PBO,0.366421113,0.736459279,0.65
Etsako Central,Owan East,2020,Etsako Central,0.3,0.16,0.469565218,0.192857143,1,march,131,PBO,0.300181787,0.724242459,0.65
Etsako Central,Owan East,2023,Etsako Central,0.3,0.16,0.469565218,0.192857143,2,march,1226,PBO,0.300181787,0.724242459,0.65
Etsako East,Owan East,2020,Etsako East,0.267424012,0.042097475,0.098715821,0.263192386,1,march,131,PBO,0.314825995,0.727707424,0.65
Etsako East,Owan East,2023,Etsako East,0.267424012,0.042097475,0.098715821,0.263192386,2,march,1226,PBO,0.314825995,0.727707424,0.65
Etsako West,Owan East,2020,Etsako West,0.188161468,0.056915725,0.047881546,0.110155571,1,march,131,PBO,0.290127246,0.721523913,0.65
Etsako West,Owan East,2023,Etsako West,0.188161468,0.056915725,0.047881546,0.110155571,2,march,1226,PBO,0.290127246,0.721523913,0.65
Igueben,Uzo-Uwani,2020,Igueben,0.295470338,0.18690541,0.382773018,0.375250022,1,june,162,PBO,0.415233246,0.741542325,0.65
Igueben,Uzo-Uwani,2023,Igueben,0.295470338,0.18690541,0.382773018,0.375250022,2,june,1257,PBO,0.415233246,0.741542325,0.65
Ikpoba-Okha,Uzo-Uwani,2020,Ikpoba-Okha,0.384785248,0.380477755,0.583932505,0.490864148,1,june,162,Urban areas,0.323305427,0.396692086,0.53
Ikpoba-Okha,Uzo-Uwani,2023,Ikpoba-Okha,0.384785248,0.380477755,0.583932505,0.490864148,2,june,1257,Urban areas,0.323305427,0.396692086,0.53
Aninri,Oru West,2020,Aninri,0.499028341,0.603212731,0.217801049,0.455423477,1,june,162,PBO,0.430439768,0.742719962,0.65
Aninri,Oru West,2023,Aninri,0.499028341,0.603212731,0.217801049,0.455423477,2,june,1257,PBO,0.430439768,0.742719962,0.65
Oredo,Uzo-Uwani,2020,Oredo,0.490329067,0.389054707,0.274640128,0.382181161,1,june,162,Urban areas,0.382076571,0.445104909,0.53
Oredo,Uzo-Uwani,2023,Oredo,0.490329067,0.389054707,0.274640128,0.382181161,2,june,1257,Urban areas,0.382076571,0.445104909,0.53
Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.302140092,0.355640022,0.330547672,0.290442073,1,june,162,PBO,0.335936711,0.731847739,0.65
Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.302140092,0.355640022,0.330547672,0.290442073,2,june,1257,PBO,0.335936711,0.731847739,0.65
Ovia North East,Owan East,2020,Ovia North East,0.436363637,0.36,0.2,0.45,1,march,131,PBO,0.337624396,0.732141435,0.65
Ovia North East,Owan East,2023,Ovia North East,0.436363637,0.36,0.2,0.45,2,march,1226,PBO,0.337624396,0.732141435,0.65
Ovia South West,Akinyele,2020,Ovia South West,0.757377138,0.461538476,0.619354883,0.62258062,1,may,131,PBO,0.363545715,0.736080953,0.65
Ovia South West,Akinyele,2023,Ovia South West,0.757377138,0.461538476,0.619354883,0.62258062,2,may,1226,PBO,0.363545715,0.736080953,0.65
Owan East,Owan East,2020,Owan East,0.444444444,0.3,0.3,0.446511628,1,march,131,PBO,0.315089802,0.727765005,0.65
Owan East,Owan East,2023,Owan East,0.444444444,0.3,0.3,0.446511628,2,march,1226,PBO,0.315089802,0.727765005,0.65
Owan West,Owan East,2020,Owan West,0.182329973,0.166659566,0.256812683,0.465122251,1,march,131,PBO,0.389346565,0.739132174,0.65
Owan West,Owan East,2023,Owan West,0.182329973,0.166659566,0.256812683,0.465122251,2,march,1226,PBO,0.389346565,0.739132174,0.65
Uhunmwonde,Owan East,2020,Uhunmwonde,0.269933117,0.19447774,0.20143469,0.340507813,1,march,131,PBO,0.3888156,0.739076547,0.65
Uhunmwonde,Owan East,2023,Uhunmwonde,0.269933117,0.19447774,0.20143469,0.340507813,2,march,1226,PBO,0.3888156,0.739076547,0.65
Ado Ekiti,Owan East,2020,Ado Ekiti,0.369185758,0.320151242,0.361948968,0.301585159,1,march,131,PBO,0.357399296,0.735235955,0.65
Ado Ekiti,Owan East,2023,Ado Ekiti,0.369185758,0.320151242,0.361948968,0.301585159,2,march,1226,PBO,0.357399296,0.735235955,0.65
Efon-Alayee,Oke-Ero,2020,Efon-Alayee,0.251162791,0.45,0.2,0.270588235,1,july,186,PBO,0.32342441,0.729504192,0.65
Efon-Alayee,Oke-Ero,2023,Efon-Alayee,0.251162791,0.45,0.2,0.270588235,2,july,1281,PBO,0.32342441,0.729504192,0.65
Ekiti East,Oke-Ero,2020,Ekiti East,0.3,0.359315966,0.15,0.226415094,1,july,186,PBO,0.342294717,0.73292846,0.65
Ekiti East,Oke-Ero,2023,Ekiti East,0.3,0.359315966,0.15,0.226415094,2,july,1281,PBO,0.342294717,0.73292846,0.65
Ekiti South West,Oke-Ero,2020,Ekiti South West,0.325992768,0.319480511,0.325450894,0.306928397,1,july,186,PBO,0.434979733,0.743042533,0.65
Ekiti South West,Oke-Ero,2023,Ekiti South West,0.325992768,0.319480511,0.325450894,0.306928397,2,july,1281,PBO,0.434979733,0.743042533,0.65
Awgu,Oru West,2020,Awgu,0.1,0.114285714,0.128571428,0.102439025,1,june,162,PBO,0.428474781,0.742576398,0.65
Awgu,Oru West,2023,Awgu,0.1,0.114285714,0.128571428,0.102439025,2,june,1257,PBO,0.428474781,0.742576398,0.65
Ekiti West,Oke-Ero,2020,Ekiti West,0.221068241,0.256597037,0.249446446,0.300290636,1,july,186,PBO,0.332828195,0.731293374,0.65
Ekiti West,Oke-Ero,2023,Ekiti West,0.221068241,0.256597037,0.249446446,0.300290636,2,july,1281,PBO,0.332828195,0.731293374,0.65
Emure,Oke-Ero,2020,Emure,0.428571428,0.184615385,0.109090909,0.26,1,july,186,PBO,0.372039671,0.737169001,0.65
Emure,Oke-Ero,2023,Emure,0.428571428,0.184615385,0.109090909,0.26,2,july,1281,PBO,0.372039671,0.737169001,0.65
Gboyin,Obubra,2020,Gboyin,0.383802348,0.157862298,0.226565999,0.285694846,1,june,162,PBO,0.286540024,0.7204787,0.65
Gboyin,Obubra,2023,Gboyin,0.383802348,0.157862298,0.226565999,0.285694846,2,june,1257,PBO,0.286540024,0.7204787,0.65
Idosi-Osi,Oke-Ero,2020,Idosi-Osi,0.240521107,0.24162415,0.18427554,0.188419451,1,july,186,PBO,0.302701283,0.724878164,0.65
Idosi-Osi,Oke-Ero,2023,Idosi-Osi,0.240521107,0.24162415,0.18427554,0.188419451,2,july,1281,PBO,0.302701283,0.724878164,0.65
Ijero,Oke-Ero,2020,Ijero,0.422275001,0.478928993,0.258617287,0.252217649,1,july,186,PBO,0.264220599,0.712935452,0.65
Ijero,Oke-Ero,2023,Ijero,0.422275001,0.478928993,0.258617287,0.252217649,2,july,1281,PBO,0.264220599,0.712935452,0.65
Ikere,Owan East,2020,Ikere,0.6,0.2,0.36,0.346666667,1,march,131,PBO,0.456857423,0.744434569,0.65
Ikere,Owan East,2023,Ikere,0.6,0.2,0.36,0.346666667,2,march,1226,PBO,0.456857423,0.744434569,0.65
Ikole,Oke-Ero,2020,Ikole,0.255779288,0.275245727,0.227091311,0.269080309,1,july,186,PBO,0.320812672,0.72897548,0.65
Ikole,Oke-Ero,2023,Ikole,0.255779288,0.275245727,0.227091311,0.269080309,2,july,1281,PBO,0.320812672,0.72897548,0.65
Ilemeji,Oke-Ero,2020,Ilemeji,0.8,0.685714285,0.48,0.288,1,july,186,PBO,0.308389127,0.726251209,0.65
Ilemeji,Oke-Ero,2023,Ilemeji,0.8,0.685714285,0.48,0.288,2,july,1281,PBO,0.308389127,0.726251209,0.65
Irepodun/Ifelodun,Oke-Ero,2020,Irepodun-Ifelodun,0.218181818,0.359315966,0.312455578,0.189473684,1,july,186,PBO,0.314066122,0.727540664,0.65
Irepodun/Ifelodun,Oke-Ero,2023,Irepodun-Ifelodun,0.218181818,0.359315966,0.312455578,0.189473684,2,july,1281,PBO,0.314066122,0.727540664,0.65
Ise/Orun,Oke-Ero,2020,Ise-Orun,0.205272839,0.190119247,0.262588234,0.31964777,1,july,186,PBO,0.409896538,0.74109031,0.65
Ise/Orun,Oke-Ero,2023,Ise-Orun,0.205272839,0.190119247,0.262588234,0.31964777,2,july,1281,PBO,0.409896538,0.74109031,0.65
Moba,Oke-Ero,2020,Moba,0.46071806,0.235711271,0.19145714,0.204607056,1,july,186,PBO,0.282164723,0.719146001,0.65
Moba,Oke-Ero,2023,Moba,0.46071806,0.235711271,0.19145714,0.204607056,2,july,1281,PBO,0.282164723,0.719146001,0.65
Oye,Oke-Ero,2020,Oye,0.294844616,0.251036634,0.043818522,0.171920392,1,july,186,PBO,0.299868816,0.72416227,0.65
Oye,Oke-Ero,2023,Oye,0.294844616,0.251036634,0.043818522,0.171920392,2,july,1281,PBO,0.299868816,0.72416227,0.65
Ezeagu,Uzo-Uwani,2020,Ezeagu,0.48785031,0.372183508,0.220257029,0.416778176,1,june,162,PBO,0.415961311,0.741602353,0.65
Ezeagu,Uzo-Uwani,2023,Ezeagu,0.48785031,0.372183508,0.220257029,0.416778176,2,june,1257,PBO,0.415961311,0.741602353,0.65
Igbo-Etiti,Uzo-Uwani,2020,Igbo-Etiti,0.203745337,0.137322349,0.205139255,0.258123426,1,june,162,PBO,0.38332308,0.738484739,0.65
Igbo-Etiti,Uzo-Uwani,2023,Igbo-Etiti,0.203745337,0.137322349,0.205139255,0.258123426,2,june,1257,PBO,0.38332308,0.738484739,0.65
Igbo-Eze North,Uzo-Uwani,2020,Igbo-Eze North,0.265311358,0.261427006,0.251413723,0.141744674,1,june,162,PBO,0.332315805,0.73120029,0.65
Igbo-Eze North,Uzo-Uwani,2023,Igbo-Eze North,0.265311358,0.261427006,0.251413723,0.141744674,2,june,1257,PBO,0.332315805,0.73120029,0.65
Igbo-Eze South,Uzo-Uwani,2020,Igbo-Eze South,0.279905365,0.163823662,0.200152613,0.288421949,1,june,162,PBO,0.361653388,0.735826165,0.65
Igbo-Eze South,Uzo-Uwani,2023,Igbo-Eze South,0.279905365,0.163823662,0.200152613,0.288421949,2,june,1257,PBO,0.361653388,0.735826165,0.65
Isi-Uzo,Owan East,2020,Isi-Uzo,0.557318098,0.502736003,0.412586323,0.456146924,1,march,131,PBO,0.425114132,0.742325146,0.65
Isi-Uzo,Owan East,2023,Isi-Uzo,0.557318098,0.502736003,0.412586323,0.456146924,2,march,1226,PBO,0.425114132,0.742325146,0.65
Nkanu East,Owan East,2020,Nkanu East,0.671256042,0.367855099,0.314969999,0.473190979,1,march,131,PBO,0.414364125,0.741470161,0.65
Nkanu East,Owan East,2023,Nkanu East,0.671256042,0.367855099,0.314969999,0.473190979,2,march,1226,PBO,0.414364125,0.741470161,0.65
Nkanu West,Uzo-Uwani,2020,Nkanu West,0.252631579,0.12,0.192060578,0.127272727,1,june,162,PBO,0.464287853,0.744852701,0.65
Nkanu West,Uzo-Uwani,2023,Nkanu West,0.252631579,0.12,0.192060578,0.127272727,2,june,1257,PBO,0.464287853,0.744852701,0.65
Nsukka,Uzo-Uwani,2020,Nsukka,0.463342644,0.369700832,0.156130486,0.266196631,1,june,162,PBO,0.391481406,0.739353101,0.65
Nsukka,Uzo-Uwani,2023,Nsukka,0.463342644,0.369700832,0.156130486,0.266196631,2,june,1257,PBO,0.391481406,0.739353101,0.65
Oji-River,Oru West,2020,Oji-River,0.104347826,0.271135903,0.066666667,0.046753247,1,june,162,PBO,0.407484101,0.740878825,0.65
Oji-River,Oru West,2023,Oji-River,0.104347826,0.271135903,0.066666667,0.046753247,2,june,1257,PBO,0.407484101,0.740878825,0.65
Udenu,Uzo-Uwani,2020,Udenu,0.262539571,0.204983605,0.033715247,0.210533683,1,june,162,PBO,0.38139738,0.738269967,0.65
Udenu,Uzo-Uwani,2023,Udenu,0.262539571,0.204983605,0.033715247,0.210533683,2,june,1257,PBO,0.38139738,0.738269967,0.65
Udi,Uzo-Uwani,2020,Udi,0.36480972,0.30471194,0.19492327,0.310720417,1,june,162,PBO,0.379547492,0.738059966,0.65
Udi,Uzo-Uwani,2023,Udi,0.36480972,0.30471194,0.19492327,0.310720417,2,june,1257,PBO,0.379547492,0.738059966,0.65
Uzo-Uwani,Uzo-Uwani,2020,Uzo-Uwani,0.392434004,0.440648317,0.104010533,0.303260234,1,june,162,PBO,0.404737188,0.74063239,0.65
Uzo-Uwani,Uzo-Uwani,2023,Uzo-Uwani,0.392434004,0.440648317,0.104010533,0.303260234,2,june,1257,PBO,0.404737188,0.74063239,0.65
Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,0.109090909,0.514285715,0.092307692,0.257142857,1,june,162,PBO,0.4502266,0.744039224,0.65
Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,0.109090909,0.514285715,0.092307692,0.257142857,2,june,1257,PBO,0.4502266,0.744039224,0.65
Abaji,Keana,2020,Abaji,0.512104283,0.291000943,0.218387171,0.40930185,1,august,223,PBO,0.476373849,0.74548121,0.65
Abaji,Keana,2023,Abaji,0.512104283,0.291000943,0.218387171,0.40930185,2,august,1318,PBO,0.476373849,0.74548121,0.65
Bwari,Giwa,2020,Bwari,0.293046682,0.15601146,0.051542088,0.214801693,1,august,223,PBO,0.558433035,0.748497974,0.73823236
Bwari,Giwa,2023,Bwari,0.293046682,0.15601146,0.051542088,0.214801693,2,august,1318,PBO,0.558433035,0.748497974,0.73823236
Gwagwalada,Keana,2020,Gwagwalada,0.402830711,0.274578738,0.214784645,0.269977715,1,august,223,PBO,0.555904987,0.748429645,0.734810981
Gwagwalada,Keana,2023,Gwagwalada,0.402830711,0.274578738,0.214784645,0.269977715,2,august,1318,PBO,0.555904987,0.748429645,0.734810981
Kuje,Keana,2020,Kuje,0.610647703,0.432622464,0.414896969,0.532394123,1,august,223,PBO,0.448338859,0.743922635,0.65
Kuje,Keana,2023,Kuje,0.610647703,0.432622464,0.414896969,0.532394123,2,august,1318,PBO,0.448338859,0.743922635,0.65
Kwali,Keana,2020,Kwali,0.298969607,0.109403408,0.114653428,0.288863425,1,august,223,PBO,0.476055073,0.745465403,0.65
Kwali,Keana,2023,Kwali,0.298969607,0.109403408,0.114653428,0.288863425,2,august,1318,PBO,0.476055073,0.745465403,0.65
Bunkure,Gwarzo,2022,Bunkure,0.829787234,0.8,0.8,0.861111111,1,august,953,PBO,0.769743323,0.751581878,0.910592316
Bunkure,Gwarzo,2025,Bunkure,0.829787234,0.8,0.8,0.861111111,2,august,2048,PBO,0.769743323,0.751581878,0.910592316
Abuja Municipal,Keana,2020,Abuja Municipal,0.50222768,0.384286394,0.186141338,0.316884328,1,august,223,Urban areas,0.500846708,0.538963989,0.535536339
Abuja Municipal,Keana,2023,Abuja Municipal,0.50222768,0.384286394,0.186141338,0.316884328,2,august,1318,Urban areas,0.500846708,0.538963989,0.535536339
Akko,Alkaleri,2021,Akko,0.382799508,0.25781592,0.257317138,0.560130559,1,july,551,PBO,0.430348191,0.742713325,0.65
Akko,Alkaleri,2024,Akko,0.382799508,0.25781592,0.257317138,0.560130559,2,july,1646,PBO,0.430348191,0.742713325,0.65
Balanga,Alkaleri,2021,Balanga,0.668218898,0.610052309,0.677143624,0.803248637,1,july,551,PBO,0.625491041,0.749939303,0.81450054
Balanga,Alkaleri,2024,Balanga,0.668218898,0.610052309,0.677143624,0.803248637,2,july,1646,PBO,0.625491041,0.749939303,0.81450054
Billiri,Alkaleri,2021,Billiri,0.637826651,0.457088483,0.400725564,0.8,1,july,551,PBO,0.209402585,0.683407139,0.65
Billiri,Alkaleri,2024,Billiri,0.637826651,0.457088483,0.400725564,0.8,2,july,1646,PBO,0.209402585,0.683407139,0.65
Dukku,Darazo,2021,Dukku,0.279662353,0.11527095,0.118347098,0.507599431,1,july,551,PBO,0.67468816,0.75066207,0.855717164
Dukku,Darazo,2024,Dukku,0.279662353,0.11527095,0.118347098,0.507599431,2,july,1646,PBO,0.67468816,0.75066207,0.855717164
Funakaye,Alkaleri,2021,Funakaye,0.425806452,0.25882353,0.247058824,0.666666667,1,july,551,PBO,0.631961788,0.750047545,0.820549364
Funakaye,Alkaleri,2024,Funakaye,0.425806452,0.25882353,0.247058824,0.666666667,2,july,1646,PBO,0.631961788,0.750047545,0.820549364
Gombe,Alkaleri,2021,Gombe,0.431240231,0.336823553,0.337691965,0.552329936,1,july,551,PBO,0.497689178,0.746452831,0.65
Gombe,Alkaleri,2024,Gombe,0.431240231,0.336823553,0.337691965,0.552329936,2,july,1646,PBO,0.497689178,0.746452831,0.65
Kaltungo,Alkaleri,2021,Kaltungo,0.58144166,0.458086331,0.40628614,0.597026536,1,july,551,PBO,0.500615672,0.74657408,0.648064062
Kaltungo,Alkaleri,2024,Kaltungo,0.58144166,0.458086331,0.40628614,0.597026536,2,july,1646,PBO,0.500615672,0.74657408,0.648064062
Kwami,Alkaleri,2021,Kwami,0.365403827,0.232387961,0.191213999,0.636279222,1,july,551,PBO,0.528174359,0.747593116,0.6942737
Kwami,Alkaleri,2024,Kwami,0.365403827,0.232387961,0.191213999,0.636279222,2,july,1646,PBO,0.528174359,0.747593116,0.6942737
Dala,Alkaleri,2022,Dala,0.790272304,0.543434323,0.558284044,0.745323116,1,july,916,Urban areas,0.582690135,0.59673093,0.692623794
Dala,Alkaleri,2025,Dala,0.790272304,0.543434323,0.558284044,0.745323116,2,july,2011,Urban areas,0.582690135,0.59673093,0.692623794
Nafada,Alkaleri,2021,Nafada,0.576564998,0.464735044,0.32568141,0.8,1,july,551,PBO,0.699548844,0.750952854,0.872816603
Nafada,Alkaleri,2024,Nafada,0.576564998,0.464735044,0.32568141,0.8,2,july,1646,PBO,0.699548844,0.750952854,0.872816603
Shomgom,Alkaleri,2021,Shomgom,0.63455501,0.480277414,0.57793841,0.835300207,1,july,551,PBO,0.393550536,0.739563122,0.65
Shomgom,Alkaleri,2024,Shomgom,0.63455501,0.480277414,0.57793841,0.835300207,2,july,1646,PBO,0.393550536,0.739563122,0.65
Yamaltu/Deba,Alkaleri,2021,Yamaltu-Deba,0.423538054,0.374903674,0.181623028,0.761457318,1,july,551,PBO,0.541765398,0.748024003,0.714846744
Yamaltu/Deba,Alkaleri,2024,Yamaltu-Deba,0.423538054,0.374903674,0.181623028,0.761457318,2,july,1646,PBO,0.541765398,0.748024003,0.714846744
Aboh-Mbaise,Ngor-Okpala,2020,Aboh-Mbaise,0.233333333,0.31976846,0.092307692,0.103225806,1,june,162,PBO,0.366998982,0.736534052,0.65
Aboh-Mbaise,Ngor-Okpala,2023,Aboh-Mbaise,0.233333333,0.31976846,0.092307692,0.103225806,2,june,1257,PBO,0.366998982,0.736534052,0.65
Fagge,Alkaleri,2022,Fagge,0.58144166,0.458086331,0.40628614,0.597026536,1,july,916,Urban areas,0.567041099,0.586251328,0.667379557
Fagge,Alkaleri,2025,Fagge,0.58144166,0.458086331,0.40628614,0.597026536,2,july,2011,Urban areas,0.567041099,0.586251328,0.667379557
Ehime-Mbano,Ngor-Okpala,2020,Ehime-Mbano,0.21228156,0.22884809,0.230084057,0.154141711,1,june,162,PBO,0.459803075,0.744603378,0.65
Ehime-Mbano,Ngor-Okpala,2023,Ehime-Mbano,0.21228156,0.22884809,0.230084057,0.154141711,2,june,1257,PBO,0.459803075,0.744603378,0.65
Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.047420383,0.075234955,0.131264359,0.22704068,1,june,162,PBO,0.456817192,0.744432235,0.65
Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.047420383,0.075234955,0.131264359,0.22704068,2,june,1257,PBO,0.456817192,0.744432235,0.65
Ideato North,Oru West,2020,Ideato North,0.116372477,0.161678989,0.074975282,0.151633037,1,june,162,PBO,0.449066913,0.743967818,0.65
Ideato North,Oru West,2023,Ideato North,0.116372477,0.161678989,0.074975282,0.151633037,2,june,1257,PBO,0.449066913,0.743967818,0.65
Ideato South,Ngor-Okpala,2020,Ideato South,0.545454546,0.31976846,0.114285714,0.141176471,1,june,162,PBO,0.438565746,0.743288627,0.65
Ideato South,Ngor-Okpala,2023,Ideato South,0.545454546,0.31976846,0.114285714,0.141176471,2,june,1257,PBO,0.438565746,0.743288627,0.65
Ihitte/Uboma,Ngor-Okpala,2020,Ihitte-Uboma,0.365309446,0.31976846,0.263166845,0.320293091,1,june,162,PBO,0.471133329,0.745216177,0.65
Ihitte/Uboma,Ngor-Okpala,2023,Ihitte-Uboma,0.365309446,0.31976846,0.263166845,0.320293091,2,june,1257,PBO,0.471133329,0.745216177,0.65
Ikeduru,Ngor-Okpala,2020,Ikeduru,0.203486815,0.14600814,0.205910041,0.289079735,1,june,162,PBO,0.402638622,0.740439976,0.65
Ikeduru,Ngor-Okpala,2023,Ikeduru,0.203486815,0.14600814,0.205910041,0.289079735,2,june,1257,PBO,0.402638622,0.740439976,0.65
Isiala Mbano,Ngor-Okpala,2020,Isiala Mbano,0.347861768,0.292303642,0.272868268,0.252651161,1,june,162,PBO,0.468083262,0.745056709,0.65
Isiala Mbano,Ngor-Okpala,2023,Isiala Mbano,0.347861768,0.292303642,0.272868268,0.252651161,2,june,1257,PBO,0.468083262,0.745056709,0.65
Isu,Ngor-Okpala,2020,Isu,0.257142857,0.31976846,0.3,0.345762712,1,june,162,PBO,0.310898215,0.726830753,0.65
Isu,Ngor-Okpala,2023,Isu,0.257142857,0.31976846,0.3,0.345762712,2,june,1257,PBO,0.310898215,0.726830753,0.65
Mbaitoli,Ngor-Okpala,2020,Mbaitoli,0.465754478,0.366334868,0.181531481,0.340041557,1,june,162,PBO,0.257476859,0.710250224,0.65
Mbaitoli,Ngor-Okpala,2023,Mbaitoli,0.465754478,0.366334868,0.181531481,0.340041557,2,june,1257,PBO,0.257476859,0.710250224,0.65
Obowo,Ngor-Okpala,2020,Obowo,0.055392396,0.09089523,0.081338933,0.174273542,1,june,162,PBO,0.461408625,0.744693686,0.65
Obowo,Ngor-Okpala,2023,Obowo,0.055392396,0.09089523,0.081338933,0.174273542,2,june,1257,PBO,0.461408625,0.744693686,0.65
Ngor-Okpala,Ngor-Okpala,2020,Ngor-Okpala,0.181818182,0.31976846,0.066666667,0.295384615,1,june,162,PBO,0.247389039,0.70581743,0.65
Ngor-Okpala,Ngor-Okpala,2023,Ngor-Okpala,0.181818182,0.31976846,0.066666667,0.295384615,2,june,1257,PBO,0.247389039,0.70581743,0.65
Njaba,Ngor-Okpala,2020,Njaba,0.365309446,0.103874149,0.043213324,0.039441044,1,june,162,PBO,0.25554311,0.70944059,0.65
Njaba,Ngor-Okpala,2023,Njaba,0.365309446,0.103874149,0.043213324,0.039441044,2,june,1257,PBO,0.25554311,0.70944059,0.65
Nkwerre,Ngor-Okpala,2020,Nkwerre,0.266415162,0.125948143,0.263166845,0.219099569,1,june,162,PBO,0.404085994,0.740573072,0.65
Nkwerre,Ngor-Okpala,2023,Nkwerre,0.266415162,0.125948143,0.263166845,0.219099569,2,june,1257,PBO,0.404085994,0.740573072,0.65
Nwangele,Ngor-Okpala,2020,Nwangele,0.365309446,0.31976846,0.263166845,0.320293091,1,june,162,PBO,0.427322485,0.742491071,0.65
Nwangele,Ngor-Okpala,2023,Nwangele,0.365309446,0.31976846,0.263166845,0.320293091,2,june,1257,PBO,0.427322485,0.742491071,0.65
Oyo East,Akinyele,2020,Oyo East,0.266666666,0.171428572,0.333333334,0.30909091,1,may,131,PBO,0.47806867,0.745564576,0.65
Oyo East,Akinyele,2023,Oyo East,0.266666666,0.171428572,0.333333334,0.30909091,2,may,1226,PBO,0.47806867,0.745564576,0.65
Oguta,Oru West,2020,Oguta,0.425806452,0.4,0.288,0.352941176,1,june,162,PBO,0.21360058,0.68641783,0.65
Oguta,Oru West,2023,Oguta,0.425806452,0.4,0.288,0.352941176,2,june,1257,PBO,0.21360058,0.68641783,0.65
Ohaji/Egbema,Oru West,2020,Ohaji-Egbema,0.314235778,0.115054669,0.115249358,0.180804799,1,june,162,PBO,0.230681852,0.69720507,0.65
Ohaji/Egbema,Oru West,2023,Ohaji-Egbema,0.314235778,0.115054669,0.115249358,0.180804799,2,june,1257,PBO,0.230681852,0.69720507,0.65
Okigwe,Ngor-Okpala,2020,Okigwe,0.288,0.23076923,0.081818182,0.12173913,1,june,162,PBO,0.46132433,0.744688974,0.65
Okigwe,Ngor-Okpala,2023,Okigwe,0.288,0.23076923,0.081818182,0.12173913,2,june,1257,PBO,0.46132433,0.744688974,0.65
