LGA,adm1,year,round,simday,max_age,coverage_high_access,coverage_low_access
Taura,Jigawa,2018,3,3188,5,0.6,0
Taura,Jigawa,2018,4,3216,5,0.6,0
Baure,Katsina,2018,1,3129,5,0.8,0.4
Baure,Katsina,2018,2,3160,5,0.8,0.4
Baure,Katsina,2018,3,3188,5,0.8,0.4
Baure,Katsina,2018,4,3216,5,0.8,0.4
Dutsi,Katsina,2018,1,3129,5,0.8,0.4
Dutsi,Katsina,2018,2,3160,5,0.8,0.4
Dutsi,Katsina,2018,3,3188,5,0.8,0.4
Dutsi,Katsina,2018,4,3216,5,0.8,0.4
Mai'Adua,Katsina,2018,1,3129,5,0.8,0.4
Mai'Adua,Katsina,2018,2,3160,5,0.8,0.4
Mai'Adua,Katsina,2018,3,3188,5,0.8,0.4
Mai'Adua,Katsina,2018,4,3216,5,0.8,0.4
Mashi,Katsina,2018,1,3129,5,0.8,0.4
Mashi,Katsina,2018,2,3160,5,0.8,0.4
Mashi,Katsina,2018,3,3188,5,0.8,0.4
Mashi,Katsina,2018,4,3216,5,0.8,0.4
Binji,Sokoto,2018,1,3129,5,0.6,0
Binji,Sokoto,2018,2,3160,5,0.6,0
Binji,Sokoto,2018,3,3188,5,0.6,0
Binji,Sokoto,2018,4,3221,5,0.6,0
Bodinga,Sokoto,2018,1,3129,5,0.6,0
Bodinga,Sokoto,2018,2,3160,5,0.6,0
Bodinga,Sokoto,2018,3,3188,5,0.6,0
Bodinga,Sokoto,2018,4,3221,5,0.6,0
Dange-Shnsi,Sokoto,2018,1,3129,5,0.6,0
Dange-Shnsi,Sokoto,2018,2,3160,5,0.6,0
Dange-Shnsi,Sokoto,2018,3,3188,5,0.6,0
Dange-Shnsi,Sokoto,2018,4,3221,5,0.6,0
Gada,Sokoto,2018,1,3129,5,0.6,0
Gada,Sokoto,2018,2,3160,5,0.6,0
Gada,Sokoto,2018,3,3188,5,0.6,0
Gada,Sokoto,2018,4,3221,5,0.6,0
Gawabawa,Sokoto,2018,1,3129,5,0.6,0
Gawabawa,Sokoto,2018,2,3160,5,0.6,0
Gawabawa,Sokoto,2018,3,3188,5,0.6,0
Gawabawa,Sokoto,2018,4,3221,5,0.6,0
Goronyo,Sokoto,2018,1,3129,5,0.6,0
Goronyo,Sokoto,2018,2,3160,5,0.6,0
Goronyo,Sokoto,2018,3,3188,5,0.6,0
Goronyo,Sokoto,2018,4,3221,5,0.6,0
Gudu,Sokoto,2018,1,3129,5,0.6,0
Gudu,Sokoto,2018,2,3160,5,0.6,0
Gudu,Sokoto,2018,3,3188,5,0.6,0
Gudu,Sokoto,2018,4,3221,5,0.6,0
Illela,Sokoto,2018,1,3129,5,0.6,0
Illela,Sokoto,2018,2,3160,5,0.6,0
Illela,Sokoto,2018,3,3188,5,0.6,0
Illela,Sokoto,2018,4,3221,5,0.6,0
Isa,Sokoto,2018,1,3129,5,0.6,0
Isa,Sokoto,2018,2,3160,5,0.6,0
Isa,Sokoto,2018,3,3188,5,0.6,0
Isa,Sokoto,2018,4,3221,5,0.6,0
Kebbe,Sokoto,2018,1,3129,5,0.6,0
Kebbe,Sokoto,2018,2,3160,5,0.6,0
Kebbe,Sokoto,2018,3,3188,5,0.6,0
Kebbe,Sokoto,2018,4,3221,5,0.6,0
Kware,Sokoto,2018,1,3129,5,0.6,0
Kware,Sokoto,2018,2,3160,5,0.6,0
Kware,Sokoto,2018,3,3188,5,0.6,0
Kware,Sokoto,2018,4,3221,5,0.6,0
Rabah,Sokoto,2018,1,3129,5,0.6,0
Rabah,Sokoto,2018,2,3160,5,0.6,0
Rabah,Sokoto,2018,3,3188,5,0.6,0
Rabah,Sokoto,2018,4,3221,5,0.6,0
Sabon Birni,Sokoto,2018,1,3129,5,0.6,0
Sabon Birni,Sokoto,2018,2,3160,5,0.6,0
Sabon Birni,Sokoto,2018,3,3188,5,0.6,0
Sabon Birni,Sokoto,2018,4,3221,5,0.6,0
Shagari,Sokoto,2018,1,3129,5,0.6,0
Shagari,Sokoto,2018,2,3160,5,0.6,0
Shagari,Sokoto,2018,3,3188,5,0.6,0
Shagari,Sokoto,2018,4,3221,5,0.6,0
Silame,Sokoto,2018,1,3129,5,0.6,0
Silame,Sokoto,2018,2,3160,5,0.6,0
Silame,Sokoto,2018,3,3188,5,0.6,0
Silame,Sokoto,2018,4,3221,5,0.6,0
Sokoto North,Sokoto,2018,1,3129,5,0.6,0
Sokoto North,Sokoto,2018,2,3160,5,0.6,0
Sokoto North,Sokoto,2018,3,3188,5,0.6,0
Sokoto North,Sokoto,2018,4,3221,5,0.6,0
Sokoto South,Sokoto,2018,1,3129,5,0.6,0
Sokoto South,Sokoto,2018,2,3160,5,0.6,0
Sokoto South,Sokoto,2018,3,3188,5,0.6,0
Sokoto South,Sokoto,2018,4,3221,5,0.6,0
Tambuwal,Sokoto,2018,1,3129,5,0.6,0
Tambuwal,Sokoto,2018,2,3160,5,0.6,0
Tambuwal,Sokoto,2018,3,3188,5,0.6,0
Tambuwal,Sokoto,2018,4,3221,5,0.6,0
Tangaza,Sokoto,2018,1,3129,5,0.6,0
Tangaza,Sokoto,2018,2,3160,5,0.6,0
Tangaza,Sokoto,2018,3,3188,5,0.6,0
Tangaza,Sokoto,2018,4,3221,5,0.6,0
Tureta,Sokoto,2018,1,3129,5,0.6,0
Tureta,Sokoto,2018,2,3160,5,0.6,0
Tureta,Sokoto,2018,3,3188,5,0.6,0
Tureta,Sokoto,2018,4,3221,5,0.6,0
Wamako,Sokoto,2018,1,3129,5,0.6,0
Wamako,Sokoto,2018,2,3160,5,0.6,0
Wamako,Sokoto,2018,3,3188,5,0.6,0
Wamako,Sokoto,2018,4,3221,5,0.6,0
Wurno,Sokoto,2018,1,3129,5,0.6,0
Wurno,Sokoto,2018,2,3160,5,0.6,0
Wurno,Sokoto,2018,3,3188,5,0.6,0
Wurno,Sokoto,2018,4,3221,5,0.6,0
Yabo,Sokoto,2018,1,3129,5,0.6,0
Yabo,Sokoto,2018,2,3160,5,0.6,0
Yabo,Sokoto,2018,3,3188,5,0.6,0
Yabo,Sokoto,2018,4,3221,5,0.6,0
Anka,Zamfara,2018,1,3129,5,0.8,0.4
Anka,Zamfara,2018,2,3160,5,0.8,0.4
Anka,Zamfara,2018,3,3188,5,0.8,0.4
Anka,Zamfara,2018,4,3220,5,0.8,0.4
Bakura,Zamfara,2018,1,3129,5,0.8,0.4
Bakura,Zamfara,2018,2,3160,5,0.8,0.4
Bakura,Zamfara,2018,3,3188,5,0.8,0.4
Bakura,Zamfara,2018,4,3220,5,0.8,0.4
Birnin Magaji,Zamfara,2018,1,3129,5,0.8,0.4
Birnin Magaji,Zamfara,2018,2,3160,5,0.8,0.4
Birnin Magaji,Zamfara,2018,3,3188,5,0.8,0.4
Birnin Magaji,Zamfara,2018,4,3220,5,0.8,0.4
Bukkuyum,Zamfara,2018,1,3129,5,0.8,0.4
Bukkuyum,Zamfara,2018,2,3160,5,0.8,0.4
Bukkuyum,Zamfara,2018,3,3188,5,0.8,0.4
Bukkuyum,Zamfara,2018,4,3220,5,0.8,0.4
Bungudu,Zamfara,2018,1,3129,5,0.8,0.4
Bungudu,Zamfara,2018,2,3160,5,0.8,0.4
Bungudu,Zamfara,2018,3,3188,5,0.8,0.4
Bungudu,Zamfara,2018,4,3220,5,0.8,0.4
Gummi,Zamfara,2018,1,3129,5,0.8,0.4
Gummi,Zamfara,2018,2,3160,5,0.8,0.4
Gummi,Zamfara,2018,3,3188,5,0.8,0.4
Gummi,Zamfara,2018,4,3220,5,0.8,0.4
Gusau,Zamfara,2018,1,3129,5,0.8,0.4
Gusau,Zamfara,2018,2,3160,5,0.8,0.4
Gusau,Zamfara,2018,3,3188,5,0.8,0.4
Gusau,Zamfara,2018,4,3220,5,0.8,0.4
Kaura Namoda,Zamfara,2018,1,3129,5,0.8,0.4
Kaura Namoda,Zamfara,2018,2,3160,5,0.8,0.4
Kaura Namoda,Zamfara,2018,3,3188,5,0.8,0.4
Kaura Namoda,Zamfara,2018,4,3220,5,0.8,0.4
Maradun,Zamfara,2018,1,3129,5,0.8,0.4
Maradun,Zamfara,2018,2,3160,5,0.8,0.4
Maradun,Zamfara,2018,3,3188,5,0.8,0.4
Maradun,Zamfara,2018,4,3220,5,0.8,0.4
Maru,Zamfara,2018,1,3129,5,0.8,0.4
Maru,Zamfara,2018,2,3160,5,0.8,0.4
Maru,Zamfara,2018,3,3188,5,0.8,0.4
Maru,Zamfara,2018,4,3220,5,0.8,0.4
Shinkafi,Zamfara,2018,1,3129,5,0.8,0.4
Shinkafi,Zamfara,2018,2,3160,5,0.8,0.4
Shinkafi,Zamfara,2018,3,3188,5,0.8,0.4
Shinkafi,Zamfara,2018,4,3220,5,0.8,0.4
Talata Mafara,Zamfara,2018,1,3129,5,0.8,0.4
Talata Mafara,Zamfara,2018,2,3160,5,0.8,0.4
Talata Mafara,Zamfara,2018,3,3188,5,0.8,0.4
Talata Mafara,Zamfara,2018,4,3220,5,0.8,0.4
Tsafe,Zamfara,2018,1,3129,5,0.8,0.4
Tsafe,Zamfara,2018,2,3160,5,0.8,0.4
Tsafe,Zamfara,2018,3,3188,5,0.8,0.4
Tsafe,Zamfara,2018,4,3220,5,0.8,0.4
Zurmi,Zamfara,2018,1,3129,5,0.8,0.4
Zurmi,Zamfara,2018,2,3160,5,0.8,0.4
Zurmi,Zamfara,2018,3,3188,5,0.8,0.4
Zurmi,Zamfara,2018,4,3220,5,0.8,0.4
