LGA,adm1,year,round,simday,coverage_high_access,coverage_low_access,max_age
Sabon Birni,Sokoto,2018,3,3188,0.8,0.2,5
Sabon Birni,Sokoto,2018,4,3221,0.8,0.2,5
Shagari,Sokoto,2018,1,3129,0.8,0.2,5
Shagari,Sokoto,2018,2,3160,0.8,0.2,5
Shagari,Sokoto,2018,3,3188,0.8,0.2,5
Shagari,Sokoto,2018,4,3221,0.8,0.2,5
Silame,Sokoto,2018,1,3129,0.8,0.2,5
Silame,Sokoto,2018,2,3160,0.8,0.2,5
Silame,Sokoto,2018,3,3188,0.8,0.2,5
Silame,Sokoto,2018,4,3221,0.8,0.2,5
Sokoto North,Sokoto,2018,1,3129,0.8,0.2,5
Sokoto North,Sokoto,2018,2,3160,0.8,0.2,5
Sokoto North,Sokoto,2018,3,3188,0.8,0.2,5
Sokoto North,Sokoto,2018,4,3221,0.8,0.2,5
Sokoto South,Sokoto,2018,1,3129,0.8,0.2,5
Sokoto South,Sokoto,2018,2,3160,0.8,0.2,5
Sokoto South,Sokoto,2018,3,3188,0.8,0.2,5
Sokoto South,Sokoto,2018,4,3221,0.8,0.2,5
Tambuwal,Sokoto,2018,1,3129,0.8,0.2,5
Tambuwal,Sokoto,2018,2,3160,0.8,0.2,5
Tambuwal,Sokoto,2018,3,3188,0.8,0.2,5
Tambuwal,Sokoto,2018,4,3221,0.8,0.2,5
Tangaza,Sokoto,2018,1,3129,0.8,0.2,5
Tangaza,Sokoto,2018,2,3160,0.8,0.2,5
Tangaza,Sokoto,2018,3,3188,0.8,0.2,5
Tangaza,Sokoto,2018,4,3221,0.8,0.2,5
Tureta,Sokoto,2018,1,3129,0.8,0.2,5
Tureta,Sokoto,2018,2,3160,0.8,0.2,5
Tureta,Sokoto,2018,3,3188,0.8,0.2,5
Tureta,Sokoto,2018,4,3221,0.8,0.2,5
Wamako,Sokoto,2018,1,3129,0.8,0.2,5
Wamako,Sokoto,2018,2,3160,0.8,0.2,5
Wamako,Sokoto,2018,3,3188,0.8,0.2,5
Wamako,Sokoto,2018,4,3221,0.8,0.2,5
Wurno,Sokoto,2018,1,3129,0.8,0.2,5
Wurno,Sokoto,2018,2,3160,0.8,0.2,5
Wurno,Sokoto,2018,3,3188,0.8,0.2,5
Wurno,Sokoto,2018,4,3221,0.8,0.2,5
Yabo,Sokoto,2018,1,3129,0.8,0.2,5
Yabo,Sokoto,2018,2,3160,0.8,0.2,5
Yabo,Sokoto,2018,3,3188,0.8,0.2,5
Yabo,Sokoto,2018,4,3221,0.8,0.2,5
Anka,Zamfara,2018,1,3129,1,0.6,5
Anka,Zamfara,2018,2,3160,1,0.6,5
Anka,Zamfara,2018,3,3188,1,0.6,5
Anka,Zamfara,2018,4,3220,1,0.6,5
Bakura,Zamfara,2018,1,3129,1,0.6,5
Bakura,Zamfara,2018,2,3160,1,0.6,5
Bakura,Zamfara,2018,3,3188,1,0.6,5
Bakura,Zamfara,2018,4,3220,1,0.6,5
Birnin Magaji,Zamfara,2018,1,3129,1,0.6,5
Birnin Magaji,Zamfara,2018,2,3160,1,0.6,5
Birnin Magaji,Zamfara,2018,3,3188,1,0.6,5
Birnin Magaji,Zamfara,2018,4,3220,1,0.6,5
Bukkuyum,Zamfara,2018,1,3129,1,0.6,5
Bukkuyum,Zamfara,2018,2,3160,1,0.6,5
Bukkuyum,Zamfara,2018,3,3188,1,0.6,5
Bukkuyum,Zamfara,2018,4,3220,1,0.6,5
Bungudu,Zamfara,2018,1,3129,1,0.6,5
Bungudu,Zamfara,2018,2,3160,1,0.6,5
Bungudu,Zamfara,2018,3,3188,1,0.6,5
Bungudu,Zamfara,2018,4,3220,1,0.6,5
Gummi,Zamfara,2018,1,3129,1,0.6,5
Gummi,Zamfara,2018,2,3160,1,0.6,5
Gummi,Zamfara,2018,3,3188,1,0.6,5
Gummi,Zamfara,2018,4,3220,1,0.6,5
Gusau,Zamfara,2018,1,3129,1,0.6,5
Gusau,Zamfara,2018,2,3160,1,0.6,5
Gusau,Zamfara,2018,3,3188,1,0.6,5
Gusau,Zamfara,2018,4,3220,1,0.6,5
Kaura Namoda,Zamfara,2018,1,3129,1,0.6,5
Kaura Namoda,Zamfara,2018,2,3160,1,0.6,5
Kaura Namoda,Zamfara,2018,3,3188,1,0.6,5
Kaura Namoda,Zamfara,2018,4,3220,1,0.6,5
Maradun,Zamfara,2018,1,3129,1,0.6,5
Maradun,Zamfara,2018,2,3160,1,0.6,5
Maradun,Zamfara,2018,3,3188,1,0.6,5
Maradun,Zamfara,2018,4,3220,1,0.6,5
Maru,Zamfara,2018,1,3129,1,0.6,5
Maru,Zamfara,2018,2,3160,1,0.6,5
Maru,Zamfara,2018,3,3188,1,0.6,5
Maru,Zamfara,2018,4,3220,1,0.6,5
Shinkafi,Zamfara,2018,1,3129,1,0.6,5
Shinkafi,Zamfara,2018,2,3160,1,0.6,5
Shinkafi,Zamfara,2018,3,3188,1,0.6,5
Shinkafi,Zamfara,2018,4,3220,1,0.6,5
Talata Mafara,Zamfara,2018,1,3129,1,0.6,5
Talata Mafara,Zamfara,2018,2,3160,1,0.6,5
Talata Mafara,Zamfara,2018,3,3188,1,0.6,5
Talata Mafara,Zamfara,2018,4,3220,1,0.6,5
Tsafe,Zamfara,2018,1,3129,1,0.6,5
Tsafe,Zamfara,2018,2,3160,1,0.6,5
Tsafe,Zamfara,2018,3,3188,1,0.6,5
Tsafe,Zamfara,2018,4,3220,1,0.6,5
Zurmi,Zamfara,2018,1,3129,1,0.6,5
Zurmi,Zamfara,2018,2,3160,1,0.6,5
Zurmi,Zamfara,2018,3,3188,1,0.6,5
Zurmi,Zamfara,2018,4,3220,1,0.6,5
 Auyo ,Jigawa,2019,1,,,,5
 Auyo ,Jigawa,2019,2,,,,5
 Auyo ,Jigawa,2019,3,,,,5
 Auyo ,Jigawa,2019,4,,,,5
 Birniwa ,Jigawa,2019,1,,,,5
 Birniwa ,Jigawa,2019,2,,,,5
 Birniwa ,Jigawa,2019,3,,,,5
 Birniwa ,Jigawa,2019,4,,,,5
 Guri ,Jigawa,2019,1,,,,5
 Guri ,Jigawa,2019,2,,,,5
 Guri ,Jigawa,2019,3,,,,5
 Guri ,Jigawa,2019,4,,,,5
 Hadejia ,Jigawa,2019,1,,,,5
 Hadejia ,Jigawa,2019,2,,,,5
 Hadejia ,Jigawa,2019,3,,,,5
 Hadejia ,Jigawa,2019,4,,,,5
Kafin-Hausa ,Jigawa,2019,1,,,,5
Kafin-Hausa ,Jigawa,2019,2,,,,5
Kafin-Hausa ,Jigawa,2019,3,,,,5
Kafin-Hausa ,Jigawa,2019,4,,,,5
 Kaugama ,Jigawa,2019,1,,,,5
 Kaugama ,Jigawa,2019,2,,,,5
 Kaugama ,Jigawa,2019,3,,,,5
 Kaugama ,Jigawa,2019,4,,,,5
 Kiri-Kasama ,Jigawa,2019,1,,,,5
 Kiri-Kasama ,Jigawa,2019,2,,,,5
 Kiri-Kasama ,Jigawa,2019,3,,,,5
 Kiri-Kasama ,Jigawa,2019,4,,,,5
Malam-Madori,Jigawa,2019,1,,,,5
Malam-Madori,Jigawa,2019,2,,,,5
Malam-Madori,Jigawa,2019,3,,,,5
Malam-Madori,Jigawa,2019,4,,,,5
 Babura ,Jigawa,2019,1,,,,5
 Babura ,Jigawa,2019,2,,,,5
 Babura ,Jigawa,2019,3,,,,5
 Babura ,Jigawa,2019,4,,,,5
Gwiwa,Jigawa,2019,1,,,,5
Gwiwa,Jigawa,2019,2,,,,5
Gwiwa,Jigawa,2019,3,,,,5
Gwiwa,Jigawa,2019,4,,,,5
 Kazaure ,Jigawa,2019,1,,,,5
 Kazaure ,Jigawa,2019,2,,,,5
 Kazaure ,Jigawa,2019,3,,,,5
 Kazaure ,Jigawa,2019,4,,,,5
Maigatari ,Jigawa,2019,1,,,,5
Maigatari ,Jigawa,2019,2,,,,5
Maigatari ,Jigawa,2019,3,,,,5
Maigatari ,Jigawa,2019,4,,,,5
 Gagarawa ,Jigawa,2019,1,,,,5
 Gagarawa ,Jigawa,2019,2,,,,5
 Gagarawa ,Jigawa,2019,3,,,,5
 Gagarawa ,Jigawa,2019,4,,,,5
Garki,Jigawa,2019,1,,,,5
Garki,Jigawa,2019,2,,,,5
Garki,Jigawa,2019,3,,,,5
Garki,Jigawa,2019,4,,,,5
Gumel,Jigawa,2019,1,,,,5
Gumel,Jigawa,2019,2,,,,5
Gumel,Jigawa,2019,3,,,,5
Gumel,Jigawa,2019,4,,,,5
 Ringim,Jigawa,2019,1,,,,5
 Ringim,Jigawa,2019,2,,,,5
 Ringim,Jigawa,2019,3,,,,5
 Ringim,Jigawa,2019,4,,,,5
 Roni ,Jigawa,2019,1,,,,5
 Roni ,Jigawa,2019,2,,,,5
 Roni ,Jigawa,2019,3,,,,5
 Roni ,Jigawa,2019,4,,,,5
 Sule Tankarkar ,Jigawa,2019,1,,,,5
 Sule Tankarkar ,Jigawa,2019,2,,,,5
 Sule Tankarkar ,Jigawa,2019,3,,,,5
 Sule Tankarkar ,Jigawa,2019,4,,,,5
 Taura ,Jigawa,2019,1,,,,5
 Taura ,Jigawa,2019,2,,,,5
 Taura ,Jigawa,2019,3,,,,5
 Taura ,Jigawa,2019,4,,,,5
 Yankwashi ,Jigawa,2019,1,,,,5
 Yankwashi ,Jigawa,2019,2,,,,5
 Yankwashi ,Jigawa,2019,3,,,,5
 Yankwashi ,Jigawa,2019,4,,,,5
Miga,Jigawa,2019,1,,,,5
Miga,Jigawa,2019,2,,,,5
Miga,Jigawa,2019,3,,,,5
Miga,Jigawa,2019,4,,,,5
 Kiyawa ,Jigawa,2019,1,,,,5
 Kiyawa ,Jigawa,2019,2,,,,5
 Kiyawa ,Jigawa,2019,3,,,,5
 Kiyawa ,Jigawa,2019,4,,,,5
 Jahun,Jigawa,2019,1,,,,5
 Jahun,Jigawa,2019,2,,,,5
 Jahun,Jigawa,2019,3,,,,5
 Jahun,Jigawa,2019,4,,,,5
Gwaram ,Jigawa,2019,1,,,,5
Gwaram ,Jigawa,2019,2,,,,5
Gwaram ,Jigawa,2019,3,,,,5
Gwaram ,Jigawa,2019,4,,,,5
 Buji ,Jigawa,2019,1,,,,5
 Buji ,Jigawa,2019,2,,,,5
 Buji ,Jigawa,2019,3,,,,5
 Buji ,Jigawa,2019,4,,,,5
 Dutse,Jigawa,2019,1,,,,5
 Dutse,Jigawa,2019,2,,,,5
 Dutse,Jigawa,2019,3,,,,5
 Dutse,Jigawa,2019,4,,,,5
 Birnin-Kudu,Jigawa,2019,1,,,,5
 Birnin-Kudu,Jigawa,2019,2,,,,5
 Birnin-Kudu,Jigawa,2019,3,,,,5
 Birnin-Kudu,Jigawa,2019,4,,,,5
Jibia,Katsina,2019,1,,,,5
Jibia,Katsina,2019,2,,,,5
Jibia,Katsina,2019,3,,,,5
Jibia,Katsina,2019,4,,,,5
Kaita,Katsina,2019,1,,,,5
Kaita,Katsina,2019,2,,,,5
Kaita,Katsina,2019,3,,,,5
Kaita,Katsina,2019,4,,,,5
Baure ,Katsina,2019,1,,,,5
Baure ,Katsina,2019,2,,,,5
Baure ,Katsina,2019,3,,,,5
Baure ,Katsina,2019,4,,,,5
Daura,Katsina,2019,1,,,,5
Daura,Katsina,2019,2,,,,5
Daura,Katsina,2019,3,,,,5
Daura,Katsina,2019,4,,,,5
Dutsi ,Katsina,2019,1,,,,5
Dutsi ,Katsina,2019,2,,,,5
Dutsi ,Katsina,2019,3,,,,5
Dutsi ,Katsina,2019,4,,,,5
Maiadua,Katsina,2019,1,,,,5
Maiadua,Katsina,2019,2,,,,5
Maiadua,Katsina,2019,3,,,,5
Maiadua,Katsina,2019,4,,,,5
Mashi,Katsina,2019,1,,,,5
Mashi,Katsina,2019,2,,,,5
Mashi,Katsina,2019,3,,,,5
Mashi,Katsina,2019,4,,,,5
Zango,Katsina,2019,1,,,,5
Zango,Katsina,2019,2,,,,5
Zango,Katsina,2019,3,,,,5
Zango,Katsina,2019,4,,,,5
Gada,Sokoto ,2019,1,,,,5
Gada,Sokoto ,2019,2,,,,5
Gada,Sokoto ,2019,3,,,,5
Gada,Sokoto ,2019,4,,,,5
Goronyo,Sokoto ,2019,1,,,,5
Goronyo,Sokoto ,2019,2,,,,5
Goronyo,Sokoto ,2019,3,,,,5
Goronyo,Sokoto ,2019,4,,,,5
Gwadabawa,Sokoto ,2019,1,,,,5
Gwadabawa,Sokoto ,2019,2,,,,5
Gwadabawa,Sokoto ,2019,3,,,,5
Gwadabawa,Sokoto ,2019,4,,,,5
Illela,Sokoto ,2019,1,,,,5
Illela,Sokoto ,2019,2,,,,5
Illela,Sokoto ,2019,3,,,,5
Illela,Sokoto ,2019,4,,,,5
Isa,Sokoto ,2019,1,,,,5
Isa,Sokoto ,2019,2,,,,5
Isa,Sokoto ,2019,3,,,,5
Isa,Sokoto ,2019,4,,,,5
Rabah,Sokoto ,2019,1,,,,5
Rabah,Sokoto ,2019,2,,,,5
Rabah,Sokoto ,2019,3,,,,5
Rabah,Sokoto ,2019,4,,,,5
Sabon Birni,Sokoto ,2019,1,,,,5
Sabon Birni,Sokoto ,2019,2,,,,5
Sabon Birni,Sokoto ,2019,3,,,,5
Sabon Birni,Sokoto ,2019,4,,,,5
Wurno,Sokoto ,2019,1,,,,5
Wurno,Sokoto ,2019,2,,,,5
Wurno,Sokoto ,2019,3,,,,5
Wurno,Sokoto ,2019,4,,,,5
Binji,Sokoto ,2019,1,,,,5
Binji,Sokoto ,2019,2,,,,5
Binji,Sokoto ,2019,3,,,,5
Binji,Sokoto ,2019,4,,,,5
Gudu,Sokoto ,2019,1,,,,5
Gudu,Sokoto ,2019,2,,,,5
Gudu,Sokoto ,2019,3,,,,5
Gudu,Sokoto ,2019,4,,,,5
Kware,Sokoto ,2019,1,,,,5
Kware,Sokoto ,2019,2,,,,5
Kware,Sokoto ,2019,3,,,,5
Kware,Sokoto ,2019,4,,,,5
Silame,Sokoto ,2019,1,,,,5
Silame,Sokoto ,2019,2,,,,5
Silame,Sokoto ,2019,3,,,,5
Silame,Sokoto ,2019,4,,,,5
Sokoto North,Sokoto ,2019,1,,,,5
Sokoto North,Sokoto ,2019,2,,,,5
Sokoto North,Sokoto ,2019,3,,,,5
Sokoto North,Sokoto ,2019,4,,,,5
Sokoto South,Sokoto ,2019,1,,,,5
Sokoto South,Sokoto ,2019,2,,,,5
Sokoto South,Sokoto ,2019,3,,,,5
Sokoto South,Sokoto ,2019,4,,,,5
Tangaza,Sokoto ,2019,1,,,,5
Tangaza,Sokoto ,2019,2,,,,5
Tangaza,Sokoto ,2019,3,,,,5
Tangaza,Sokoto ,2019,4,,,,5
Wamakko,Sokoto ,2019,1,,,,5
Wamakko,Sokoto ,2019,2,,,,5
Wamakko,Sokoto ,2019,3,,,,5
Wamakko,Sokoto ,2019,4,,,,5
Shagari,Sokoto ,2019,1,,,,5
Shagari,Sokoto ,2019,2,,,,5
Shagari,Sokoto ,2019,3,,,,5
Shagari,Sokoto ,2019,4,,,,5
Bodinga,Sokoto ,2019,1,,,,5
Bodinga,Sokoto ,2019,2,,,,5
Bodinga,Sokoto ,2019,3,,,,5
Bodinga,Sokoto ,2019,4,,,,5
Dange Shuni,Sokoto ,2019,1,,,,5
Dange Shuni,Sokoto ,2019,2,,,,5
Dange Shuni,Sokoto ,2019,3,,,,5
Dange Shuni,Sokoto ,2019,4,,,,5
Kebbe,Sokoto ,2019,1,,,,5
Kebbe,Sokoto ,2019,2,,,,5
Kebbe,Sokoto ,2019,3,,,,5
Kebbe,Sokoto ,2019,4,,,,5
Tambuwal,Sokoto ,2019,1,,,,5
Tambuwal,Sokoto ,2019,2,,,,5
Tambuwal,Sokoto ,2019,3,,,,5
Tambuwal,Sokoto ,2019,4,,,,5
Tureta,Sokoto ,2019,1,,,,5
Tureta,Sokoto ,2019,2,,,,5
Tureta,Sokoto ,2019,3,,,,5
Tureta,Sokoto ,2019,4,,,,5
Yabo,Sokoto ,2019,1,,,,5
Yabo,Sokoto ,2019,2,,,,5
Yabo,Sokoto ,2019,3,,,,5
Yabo,Sokoto ,2019,4,,,,5
Bungudu,Zamfara,2019,1,,,,5
Bungudu,Zamfara,2019,2,,,,5
Bungudu,Zamfara,2019,3,,,,5
Bungudu,Zamfara,2019,4,,,,5
Gusau,Zamfara,2019,1,,,,5
Gusau,Zamfara,2019,2,,,,5
Gusau,Zamfara,2019,3,,,,5
Gusau,Zamfara,2019,4,,,,5
Maru,Zamfara,2019,1,,,,5
Maru,Zamfara,2019,2,,,,5
Maru,Zamfara,2019,3,,,,5
Maru,Zamfara,2019,4,,,,5
Tsafe,Zamfara,2019,1,,,,5
Tsafe,Zamfara,2019,2,,,,5
Tsafe,Zamfara,2019,3,,,,5
Tsafe,Zamfara,2019,4,,,,5
Birnin Magaji,Zamfara,2019,1,,,,5
Birnin Magaji,Zamfara,2019,2,,,,5
Birnin Magaji,Zamfara,2019,3,,,,5
Birnin Magaji,Zamfara,2019,4,,,,5
Kaura Namoda,Zamfara,2019,1,,,,5
Kaura Namoda,Zamfara,2019,2,,,,5
Kaura Namoda,Zamfara,2019,3,,,,5
Kaura Namoda,Zamfara,2019,4,,,,5
Maradun,Zamfara,2019,1,,,,5
Maradun,Zamfara,2019,2,,,,5
Maradun,Zamfara,2019,3,,,,5
Maradun,Zamfara,2019,4,,,,5
Shinkafi,Zamfara,2019,1,,,,5
Shinkafi,Zamfara,2019,2,,,,5
Shinkafi,Zamfara,2019,3,,,,5
Shinkafi,Zamfara,2019,4,,,,5
Zurmi,Zamfara,2019,1,,,,5
Zurmi,Zamfara,2019,2,,,,5
Zurmi,Zamfara,2019,3,,,,5
Zurmi,Zamfara,2019,4,,,,5
Anka,Zamfara,2019,1,,,,5
Anka,Zamfara,2019,2,,,,5
Anka,Zamfara,2019,3,,,,5
Anka,Zamfara,2019,4,,,,5
Bakura,Zamfara,2019,1,,,,5
Bakura,Zamfara,2019,2,,,,5
Bakura,Zamfara,2019,3,,,,5
Bakura,Zamfara,2019,4,,,,5
Bukkuyum,Zamfara,2019,1,,,,5
Bukkuyum,Zamfara,2019,2,,,,5
Bukkuyum,Zamfara,2019,3,,,,5
Bukkuyum,Zamfara,2019,4,,,,5
Gummi,Zamfara,2019,1,,,,5
Gummi,Zamfara,2019,2,,,,5
Gummi,Zamfara,2019,3,,,,5
Gummi,Zamfara,2019,4,,,,5
Talata Mafara,Zamfara,2019,1,,,,5
Talata Mafara,Zamfara,2019,2,,,,5
Talata Mafara,Zamfara,2019,3,,,,5
Talata Mafara,Zamfara,2019,4,,,,5
