LGA,adm1,year,round,simday,max_age,coverage_high_access,coverage_low_access
Mai'Adua,Katsina,2018,2,3160,5,1,0.8
Mai'Adua,Katsina,2018,3,3188,5,1,0.8
Mai'Adua,Katsina,2018,4,3216,5,1,0.8
Mashi,Katsina,2018,1,3129,5,1,0.8
Mashi,Katsina,2018,2,3160,5,1,0.8
Mashi,Katsina,2018,3,3188,5,1,0.8
Mashi,Katsina,2018,4,3216,5,1,0.8
Binji,Sokoto,2018,1,3129,5,1,0.4
Binji,Sokoto,2018,2,3160,5,1,0.4
Binji,Sokoto,2018,3,3188,5,1,0.4
Binji,Sokoto,2018,4,3221,5,1,0.4
Bodinga,Sokoto,2018,1,3129,5,1,0.4
Bodinga,Sokoto,2018,2,3160,5,1,0.4
Bodinga,Sokoto,2018,3,3188,5,1,0.4
Bodinga,Sokoto,2018,4,3221,5,1,0.4
Dange-Shnsi,Sokoto,2018,1,3129,5,1,0.4
Dange-Shnsi,Sokoto,2018,2,3160,5,1,0.4
Dange-Shnsi,Sokoto,2018,3,3188,5,1,0.4
Dange-Shnsi,Sokoto,2018,4,3221,5,1,0.4
Gada,Sokoto,2018,1,3129,5,1,0.4
Gada,Sokoto,2018,2,3160,5,1,0.4
Gada,Sokoto,2018,3,3188,5,1,0.4
Gada,Sokoto,2018,4,3221,5,1,0.4
Gawabawa,Sokoto,2018,1,3129,5,1,0.4
Gawabawa,Sokoto,2018,2,3160,5,1,0.4
Gawabawa,Sokoto,2018,3,3188,5,1,0.4
Gawabawa,Sokoto,2018,4,3221,5,1,0.4
Goronyo,Sokoto,2018,1,3129,5,1,0.4
Goronyo,Sokoto,2018,2,3160,5,1,0.4
Goronyo,Sokoto,2018,3,3188,5,1,0.4
Goronyo,Sokoto,2018,4,3221,5,1,0.4
Gudu,Sokoto,2018,1,3129,5,1,0.4
Gudu,Sokoto,2018,2,3160,5,1,0.4
Gudu,Sokoto,2018,3,3188,5,1,0.4
Gudu,Sokoto,2018,4,3221,5,1,0.4
Illela,Sokoto,2018,1,3129,5,1,0.4
Illela,Sokoto,2018,2,3160,5,1,0.4
Illela,Sokoto,2018,3,3188,5,1,0.4
Illela,Sokoto,2018,4,3221,5,1,0.4
Isa,Sokoto,2018,1,3129,5,1,0.4
Isa,Sokoto,2018,2,3160,5,1,0.4
Isa,Sokoto,2018,3,3188,5,1,0.4
Isa,Sokoto,2018,4,3221,5,1,0.4
Kebbe,Sokoto,2018,1,3129,5,1,0.4
Kebbe,Sokoto,2018,2,3160,5,1,0.4
Kebbe,Sokoto,2018,3,3188,5,1,0.4
Kebbe,Sokoto,2018,4,3221,5,1,0.4
Kware,Sokoto,2018,1,3129,5,1,0.4
Kware,Sokoto,2018,2,3160,5,1,0.4
Kware,Sokoto,2018,3,3188,5,1,0.4
Kware,Sokoto,2018,4,3221,5,1,0.4
Rabah,Sokoto,2018,1,3129,5,1,0.4
Rabah,Sokoto,2018,2,3160,5,1,0.4
Rabah,Sokoto,2018,3,3188,5,1,0.4
Rabah,Sokoto,2018,4,3221,5,1,0.4
Sabon Birni,Sokoto,2018,1,3129,5,1,0.4
Sabon Birni,Sokoto,2018,2,3160,5,1,0.4
Sabon Birni,Sokoto,2018,3,3188,5,1,0.4
Sabon Birni,Sokoto,2018,4,3221,5,1,0.4
Shagari,Sokoto,2018,1,3129,5,1,0.4
Shagari,Sokoto,2018,2,3160,5,1,0.4
Shagari,Sokoto,2018,3,3188,5,1,0.4
Shagari,Sokoto,2018,4,3221,5,1,0.4
Silame,Sokoto,2018,1,3129,5,1,0.4
Silame,Sokoto,2018,2,3160,5,1,0.4
Silame,Sokoto,2018,3,3188,5,1,0.4
Silame,Sokoto,2018,4,3221,5,1,0.4
Sokoto North,Sokoto,2018,1,3129,5,1,0.4
Sokoto North,Sokoto,2018,2,3160,5,1,0.4
Sokoto North,Sokoto,2018,3,3188,5,1,0.4
Sokoto North,Sokoto,2018,4,3221,5,1,0.4
Sokoto South,Sokoto,2018,1,3129,5,1,0.4
Sokoto South,Sokoto,2018,2,3160,5,1,0.4
Sokoto South,Sokoto,2018,3,3188,5,1,0.4
Sokoto South,Sokoto,2018,4,3221,5,1,0.4
Tambuwal,Sokoto,2018,1,3129,5,1,0.4
Tambuwal,Sokoto,2018,2,3160,5,1,0.4
Tambuwal,Sokoto,2018,3,3188,5,1,0.4
Tambuwal,Sokoto,2018,4,3221,5,1,0.4
Tangaza,Sokoto,2018,1,3129,5,1,0.4
Tangaza,Sokoto,2018,2,3160,5,1,0.4
Tangaza,Sokoto,2018,3,3188,5,1,0.4
Tangaza,Sokoto,2018,4,3221,5,1,0.4
Tureta,Sokoto,2018,1,3129,5,1,0.4
Tureta,Sokoto,2018,2,3160,5,1,0.4
Tureta,Sokoto,2018,3,3188,5,1,0.4
Tureta,Sokoto,2018,4,3221,5,1,0.4
Wamako,Sokoto,2018,1,3129,5,1,0.4
Wamako,Sokoto,2018,2,3160,5,1,0.4
Wamako,Sokoto,2018,3,3188,5,1,0.4
Wamako,Sokoto,2018,4,3221,5,1,0.4
Wurno,Sokoto,2018,1,3129,5,1,0.4
Wurno,Sokoto,2018,2,3160,5,1,0.4
Wurno,Sokoto,2018,3,3188,5,1,0.4
Wurno,Sokoto,2018,4,3221,5,1,0.4
Yabo,Sokoto,2018,1,3129,5,1,0.4
Yabo,Sokoto,2018,2,3160,5,1,0.4
Yabo,Sokoto,2018,3,3188,5,1,0.4
Yabo,Sokoto,2018,4,3221,5,1,0.4
Anka,Zamfara,2018,1,3129,5,1,0.8
Anka,Zamfara,2018,2,3160,5,1,0.8
Anka,Zamfara,2018,3,3188,5,1,0.8
Anka,Zamfara,2018,4,3220,5,1,0.8
Bakura,Zamfara,2018,1,3129,5,1,0.8
Bakura,Zamfara,2018,2,3160,5,1,0.8
Bakura,Zamfara,2018,3,3188,5,1,0.8
Bakura,Zamfara,2018,4,3220,5,1,0.8
Birnin Magaji,Zamfara,2018,1,3129,5,1,0.8
Birnin Magaji,Zamfara,2018,2,3160,5,1,0.8
Birnin Magaji,Zamfara,2018,3,3188,5,1,0.8
Birnin Magaji,Zamfara,2018,4,3220,5,1,0.8
Bukkuyum,Zamfara,2018,1,3129,5,1,0.8
Bukkuyum,Zamfara,2018,2,3160,5,1,0.8
Bukkuyum,Zamfara,2018,3,3188,5,1,0.8
Bukkuyum,Zamfara,2018,4,3220,5,1,0.8
Bungudu,Zamfara,2018,1,3129,5,1,0.8
Bungudu,Zamfara,2018,2,3160,5,1,0.8
Bungudu,Zamfara,2018,3,3188,5,1,0.8
Bungudu,Zamfara,2018,4,3220,5,1,0.8
Gummi,Zamfara,2018,1,3129,5,1,0.8
Gummi,Zamfara,2018,2,3160,5,1,0.8
Gummi,Zamfara,2018,3,3188,5,1,0.8
Gummi,Zamfara,2018,4,3220,5,1,0.8
Gusau,Zamfara,2018,1,3129,5,1,0.8
Gusau,Zamfara,2018,2,3160,5,1,0.8
Gusau,Zamfara,2018,3,3188,5,1,0.8
Gusau,Zamfara,2018,4,3220,5,1,0.8
Kaura Namoda,Zamfara,2018,1,3129,5,1,0.8
Kaura Namoda,Zamfara,2018,2,3160,5,1,0.8
Kaura Namoda,Zamfara,2018,3,3188,5,1,0.8
Kaura Namoda,Zamfara,2018,4,3220,5,1,0.8
Maradun,Zamfara,2018,1,3129,5,1,0.8
Maradun,Zamfara,2018,2,3160,5,1,0.8
Maradun,Zamfara,2018,3,3188,5,1,0.8
Maradun,Zamfara,2018,4,3220,5,1,0.8
Maru,Zamfara,2018,1,3129,5,1,0.8
Maru,Zamfara,2018,2,3160,5,1,0.8
Maru,Zamfara,2018,3,3188,5,1,0.8
Maru,Zamfara,2018,4,3220,5,1,0.8
Shinkafi,Zamfara,2018,1,3129,5,1,0.8
Shinkafi,Zamfara,2018,2,3160,5,1,0.8
Shinkafi,Zamfara,2018,3,3188,5,1,0.8
Shinkafi,Zamfara,2018,4,3220,5,1,0.8
Talata Mafara,Zamfara,2018,1,3129,5,1,0.8
Talata Mafara,Zamfara,2018,2,3160,5,1,0.8
Talata Mafara,Zamfara,2018,3,3188,5,1,0.8
Talata Mafara,Zamfara,2018,4,3220,5,1,0.8
Tsafe,Zamfara,2018,1,3129,5,1,0.8
Tsafe,Zamfara,2018,2,3160,5,1,0.8
Tsafe,Zamfara,2018,3,3188,5,1,0.8
Tsafe,Zamfara,2018,4,3220,5,1,0.8
Zurmi,Zamfara,2018,1,3129,5,1,0.8
Zurmi,Zamfara,2018,2,3160,5,1,0.8
Zurmi,Zamfara,2018,3,3188,5,1,0.8
Zurmi,Zamfara,2018,4,3220,5,1,0.8
