,LGA,adm1,year,round,simday,coverage_high_access,coverage_low_access,max_age
805,Illela,Sokoto,2019,1,3494,1,0.969736842,5
806,Illela,Sokoto,2019,2,3525,1,0.994736842,5
807,Illela,Sokoto,2019,3,3558,1,0.992105263,5
808,Illela,Sokoto,2019,4,3586,1,0.45,5
809,Isa,Sokoto,2019,1,3494,1,0.969736842,5
810,Isa,Sokoto,2019,2,3525,1,0.994736842,5
811,Isa,Sokoto,2019,3,3558,1,0.992105263,5
812,Isa,Sokoto,2019,4,3586,1,0.45,5
813,Rabah,Sokoto,2019,1,3494,1,0.969736842,5
814,Rabah,Sokoto,2019,2,3525,1,0.994736842,5
815,Rabah,Sokoto,2019,3,3558,1,0.992105263,5
816,Rabah,Sokoto,2019,4,3586,1,0.45,5
817,Sabon Birni,Sokoto,2019,1,3494,1,0.969736842,5
818,Sabon Birni,Sokoto,2019,2,3525,1,0.994736842,5
819,Sabon Birni,Sokoto,2019,3,3558,1,0.992105263,5
820,Sabon Birni,Sokoto,2019,4,3586,1,0.45,5
821,Wurno,Sokoto,2019,1,3494,1,0.969736842,5
822,Wurno,Sokoto,2019,2,3525,1,0.994736842,5
823,Wurno,Sokoto,2019,3,3558,1,0.992105263,5
824,Wurno,Sokoto,2019,4,3586,1,0.45,5
825,Binji,Sokoto,2019,1,3494,1,0.969736842,5
826,Binji,Sokoto,2019,2,3525,1,0.994736842,5
827,Binji,Sokoto,2019,3,3558,1,0.992105263,5
828,Binji,Sokoto,2019,4,3586,1,0.45,5
829,Gudu,Sokoto,2019,1,3494,1,0.969736842,5
830,Gudu,Sokoto,2019,2,3525,1,0.994736842,5
831,Gudu,Sokoto,2019,3,3558,1,0.992105263,5
832,Gudu,Sokoto,2019,4,3586,1,0.45,5
833,Kware,Sokoto,2019,1,3494,1,0.969736842,5
834,Kware,Sokoto,2019,2,3525,1,0.994736842,5
835,Kware,Sokoto,2019,3,3558,1,0.992105263,5
836,Kware,Sokoto,2019,4,3586,1,0.45,5
837,Silame,Sokoto,2019,1,3494,1,0.969736842,5
838,Silame,Sokoto,2019,2,3525,1,0.994736842,5
839,Silame,Sokoto,2019,3,3558,1,0.992105263,5
840,Silame,Sokoto,2019,4,3586,1,0.45,5
841,Sokoto North,Sokoto,2019,1,3494,1,0.969736842,5
842,Sokoto North,Sokoto,2019,2,3525,1,0.994736842,5
843,Sokoto North,Sokoto,2019,3,3558,1,0.992105263,5
844,Sokoto North,Sokoto,2019,4,3586,1,0.45,5
845,Sokoto South,Sokoto,2019,1,3494,1,0.969736842,5
846,Sokoto South,Sokoto,2019,2,3525,1,0.994736842,5
847,Sokoto South,Sokoto,2019,3,3558,1,0.992105263,5
848,Sokoto South,Sokoto,2019,4,3586,1,0.45,5
849,Tangaza,Sokoto,2019,1,3494,1,0.969736842,5
850,Tangaza,Sokoto,2019,2,3525,1,0.994736842,5
851,Tangaza,Sokoto,2019,3,3558,1,0.992105263,5
852,Tangaza,Sokoto,2019,4,3586,1,0.45,5
853,Wamakko,Sokoto,2019,1,3494,1,0.969736842,5
854,Wamakko,Sokoto,2019,2,3525,1,0.994736842,5
855,Wamakko,Sokoto,2019,3,3558,1,0.992105263,5
856,Wamakko,Sokoto,2019,4,3586,1,0.45,5
857,Shagari,Sokoto,2019,1,3494,1,0.969736842,5
858,Shagari,Sokoto,2019,2,3525,1,0.994736842,5
859,Shagari,Sokoto,2019,3,3558,1,0.992105263,5
860,Shagari,Sokoto,2019,4,3586,1,0.45,5
861,Bodinga,Sokoto,2019,1,3494,1,0.969736842,5
862,Bodinga,Sokoto,2019,2,3525,1,0.994736842,5
863,Bodinga,Sokoto,2019,3,3558,1,0.992105263,5
864,Bodinga,Sokoto,2019,4,3586,1,0.45,5
865,Dange Shuni,Sokoto,2019,1,3494,1,0.969736842,5
866,Dange Shuni,Sokoto,2019,2,3525,1,0.994736842,5
867,Dange Shuni,Sokoto,2019,3,3558,1,0.992105263,5
868,Dange Shuni,Sokoto,2019,4,3586,1,0.45,5
869,Kebbe,Sokoto,2019,1,3494,1,0.969736842,5
870,Kebbe,Sokoto,2019,2,3525,1,0.994736842,5
871,Kebbe,Sokoto,2019,3,3558,1,0.992105263,5
872,Kebbe,Sokoto,2019,4,3586,1,0.45,5
873,Tambuwal,Sokoto,2019,1,3494,1,0.969736842,5
874,Tambuwal,Sokoto,2019,2,3525,1,0.994736842,5
875,Tambuwal,Sokoto,2019,3,3558,1,0.992105263,5
876,Tambuwal,Sokoto,2019,4,3586,1,0.45,5
877,Tureta,Sokoto,2019,1,3494,1,0.969736842,5
878,Tureta,Sokoto,2019,2,3525,1,0.994736842,5
879,Tureta,Sokoto,2019,3,3558,1,0.992105263,5
880,Tureta,Sokoto,2019,4,3586,1,0.45,5
881,Yabo,Sokoto,2019,1,3494,1,0.969736842,5
882,Yabo,Sokoto,2019,2,3525,1,0.994736842,5
883,Yabo,Sokoto,2019,3,3558,1,0.992105263,5
884,Yabo,Sokoto,2019,4,3586,1,0.45,5
885,Bungudu,Zamfara,2019,1,3494,1,0.854974705,5
886,Bungudu,Zamfara,2019,2,3525,1,0.927487352,5
887,Bungudu,Zamfara,2019,3,3558,1,0.937605396,5
888,Bungudu,Zamfara,2019,4,3585,1,0.268128162,5
889,Gusau,Zamfara,2019,1,3494,1,0.854974705,5
890,Gusau,Zamfara,2019,2,3525,1,0.927487352,5
891,Gusau,Zamfara,2019,3,3558,1,0.937605396,5
892,Gusau,Zamfara,2019,4,3585,1,0.268128162,5
893,Maru,Zamfara,2019,1,3494,1,0.854974705,5
894,Maru,Zamfara,2019,2,3525,1,0.927487352,5
895,Maru,Zamfara,2019,3,3558,1,0.937605396,5
896,Maru,Zamfara,2019,4,3585,1,0.268128162,5
897,Tsafe,Zamfara,2019,1,3494,1,0.854974705,5
898,Tsafe,Zamfara,2019,2,3525,1,0.927487352,5
899,Tsafe,Zamfara,2019,3,3558,1,0.937605396,5
900,Tsafe,Zamfara,2019,4,3585,1,0.268128162,5
901,Birnin Magaji,Zamfara,2019,1,3494,1,0.854974705,5
902,Birnin Magaji,Zamfara,2019,2,3525,1,0.927487352,5
903,Birnin Magaji,Zamfara,2019,3,3558,1,0.937605396,5
904,Birnin Magaji,Zamfara,2019,4,3585,1,0.268128162,5
905,Kaura Namoda,Zamfara,2019,1,3494,1,0.854974705,5
906,Kaura Namoda,Zamfara,2019,2,3525,1,0.927487352,5
907,Kaura Namoda,Zamfara,2019,3,3558,1,0.937605396,5
908,Kaura Namoda,Zamfara,2019,4,3585,1,0.268128162,5
909,Maradun,Zamfara,2019,1,3494,1,0.854974705,5
910,Maradun,Zamfara,2019,2,3525,1,0.927487352,5
911,Maradun,Zamfara,2019,3,3558,1,0.937605396,5
912,Maradun,Zamfara,2019,4,3585,1,0.268128162,5
913,Shinkafi,Zamfara,2019,1,3494,1,0.854974705,5
914,Shinkafi,Zamfara,2019,2,3525,1,0.927487352,5
915,Shinkafi,Zamfara,2019,3,3558,1,0.937605396,5
916,Shinkafi,Zamfara,2019,4,3585,1,0.268128162,5
917,Zurmi,Zamfara,2019,1,3494,1,0.854974705,5
918,Zurmi,Zamfara,2019,2,3525,1,0.927487352,5
919,Zurmi,Zamfara,2019,3,3558,1,0.937605396,5
920,Zurmi,Zamfara,2019,4,3585,1,0.268128162,5
921,Anka,Zamfara,2019,1,3494,1,0.854974705,5
922,Anka,Zamfara,2019,2,3525,1,0.927487352,5
923,Anka,Zamfara,2019,3,3558,1,0.937605396,5
924,Anka,Zamfara,2019,4,3585,1,0.268128162,5
925,Bakura,Zamfara,2019,1,3494,1,0.854974705,5
926,Bakura,Zamfara,2019,2,3525,1,0.927487352,5
927,Bakura,Zamfara,2019,3,3558,1,0.937605396,5
928,Bakura,Zamfara,2019,4,3585,1,0.268128162,5
929,Bukkuyum,Zamfara,2019,1,3494,1,0.854974705,5
930,Bukkuyum,Zamfara,2019,2,3525,1,0.927487352,5
931,Bukkuyum,Zamfara,2019,3,3558,1,0.937605396,5
932,Bukkuyum,Zamfara,2019,4,3585,1,0.268128162,5
933,Gummi,Zamfara,2019,1,3494,1,0.854974705,5
934,Gummi,Zamfara,2019,2,3525,1,0.927487352,5
935,Gummi,Zamfara,2019,3,3558,1,0.937605396,5
936,Gummi,Zamfara,2019,4,3585,1,0.268128162,5
937,Talata Mafara,Zamfara,2019,1,3494,1,0.854974705,5
938,Talata Mafara,Zamfara,2019,2,3525,1,0.927487352,5
939,Talata Mafara,Zamfara,2019,3,3558,1,0.937605396,5
940,Talata Mafara,Zamfara,2019,4,3585,1,0.268128162,5
