LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
Ishielu,Owan East,2023,Ishielu,0.620780141,0.706437387,0.497992048,0.589326015,0.402215764,0.461555673,0.53,2,march,1165
Ivo,Ngor-Okpala,2020,Ivo,0.304424538,0.266473717,0.219305704,0.266910909,0.433913174,0.487111038,0.53,1,june,162
Ivo,Ngor-Okpala,2023,Ivo,0.304424538,0.266473717,0.219305704,0.266910909,0.433913174,0.487111038,0.53,2,june,1257
Izzi,Owan East,2020,Izzi,0.551277798,0.537229424,0.444185918,0.516621408,0.409695434,0.467628265,0.53,1,march,70
Izzi,Owan East,2023,Izzi,0.551277798,0.537229424,0.444185918,0.516621408,0.409695434,0.467628265,0.53,2,march,1165
Ohaukwu,Owan East,2020,Ohaukwu,0.375,0.5,0.483870968,0.446428571,0.40041459,0.460090005,0.53,1,march,70
Ohaukwu,Owan East,2023,Ohaukwu,0.375,0.5,0.483870968,0.446428571,0.40041459,0.460090005,0.53,2,march,1165
Onicha,Obubra,2020,Onicha,0.674363328,0.706345041,0.57082199,0.662857148,0.407479271,0.465831417,0.53,1,june,162
Onicha,Obubra,2023,Onicha,0.674363328,0.706345041,0.57082199,0.662857148,0.407479271,0.465831417,0.53,2,june,1257
Akoko-Edo,Owan East,2020,Akoko-Edo,0.403855019,0.232317606,0.394492588,0.499327837,0.304845225,0.381512482,0.53,1,march,70
Akoko-Edo,Owan East,2023,Akoko-Edo,0.403855019,0.232317606,0.394492588,0.499327837,0.304845225,0.381512482,0.53,2,march,1165
Egor,Uzo-Uwani,2020,Egor,0.199248098,0.166666667,0.21594687,0.156359395,0.42209808,0.477643111,0.53,1,june,162
Egor,Uzo-Uwani,2023,Egor,0.199248098,0.166666667,0.21594687,0.156359395,0.42209808,0.477643111,0.53,2,june,1257
Esan North East,Uzo-Uwani,2020,Esan North East,0.266666667,0.3,0.230769231,0.227272727,0.339061878,0.409684078,0.53,1,june,162
Esan North East,Uzo-Uwani,2023,Esan North East,0.266666667,0.3,0.230769231,0.227272727,0.339061878,0.409684078,0.53,2,june,1257
Esan Central,Owan East,2020,Esan Central,0.555555556,0.625,0.235294118,0.280701754,0.34342137,0.413280793,0.53,1,march,70
Esan Central,Owan East,2023,Esan Central,0.555555556,0.625,0.235294118,0.280701754,0.34342137,0.413280793,0.53,2,march,1165
Esan South East,Uzo-Uwani,2020,Esan South East,0.419240922,0.298191902,0.318773719,0.413052039,0.404971726,0.463795838,0.53,1,june,162
Esan South East,Uzo-Uwani,2023,Esan South East,0.419240922,0.298191902,0.318773719,0.413052039,0.404971726,0.463795838,0.53,2,june,1257
Esan West,Uzo-Uwani,2020,Esan West,0.333333333,0.4,0.6,0.243243243,0.366421113,0.432241487,0.53,1,june,162
Esan West,Uzo-Uwani,2023,Esan West,0.333333333,0.4,0.6,0.243243243,0.366421113,0.432241487,0.53,2,june,1257
Etsako Central,Owan East,2020,Etsako Central,0.25,0.133333333,0.391304348,0.160714286,0.300181787,0.377689484,0.53,1,march,70
Etsako Central,Owan East,2023,Etsako Central,0.25,0.133333333,0.391304348,0.160714286,0.300181787,0.377689484,0.53,2,march,1165
Etsako East,Owan East,2020,Etsako East,0.222853343,0.035081229,0.082263184,0.219326988,0.314825995,0.389711717,0.53,1,march,70
Etsako East,Owan East,2023,Etsako East,0.222853343,0.035081229,0.082263184,0.219326988,0.314825995,0.389711717,0.53,2,march,1165
Etsako West,Owan East,2020,Etsako West,0.156801223,0.047429771,0.039901288,0.091796309,0.290127246,0.36946828,0.53,1,march,70
Etsako West,Owan East,2023,Etsako West,0.156801223,0.047429771,0.039901288,0.091796309,0.290127246,0.36946828,0.53,2,march,1165
Igueben,Uzo-Uwani,2020,Igueben,0.246225282,0.155754508,0.318977515,0.312708352,0.415233246,0.472108841,0.53,1,june,162
Igueben,Uzo-Uwani,2023,Igueben,0.246225282,0.155754508,0.318977515,0.312708352,0.415233246,0.472108841,0.53,2,june,1257
Ikpoba-Okha,Uzo-Uwani,2020,Ikpoba-Okha,0.320654373,0.317064796,0.486610421,0.409053457,0.323305427,0.396692086,0.53,1,june,162
Ikpoba-Okha,Uzo-Uwani,2023,Ikpoba-Okha,0.320654373,0.317064796,0.486610421,0.409053457,0.323305427,0.396692086,0.53,2,june,1257
Aninri,Oru West,2020,Aninri,0.415856951,0.502677276,0.181500874,0.379519564,0.430439768,0.484335586,0.53,1,june,162
Aninri,Oru West,2023,Aninri,0.415856951,0.502677276,0.181500874,0.379519564,0.430439768,0.484335586,0.53,2,june,1257
Oredo,Uzo-Uwani,2020,Oredo,0.408607556,0.324212256,0.228866773,0.318484301,0.382076571,0.445104909,0.53,1,june,162
Oredo,Uzo-Uwani,2023,Oredo,0.408607556,0.324212256,0.228866773,0.318484301,0.382076571,0.445104909,0.53,2,june,1257
Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953,0.53,1,june,162
Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953,0.53,2,june,1257
Ovia North East,Owan East,2020,Ovia North East,0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179,0.53,1,march,70
Ovia North East,Owan East,2023,Ovia North East,0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179,0.53,2,march,1165
Ovia South West,Akinyele,2020,Ovia South West,0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962,0.53,1,may,131
Ovia South West,Akinyele,2023,Ovia South West,0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962,0.53,2,may,1226
Owan East,Owan East,2020,Owan East,0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709,0.53,1,march,70
Owan East,Owan East,2023,Owan East,0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709,0.53,2,march,1165
Owan West,Owan East,2020,Owan West,0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274,0.53,1,march,70
Owan West,Owan East,2023,Owan West,0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274,0.53,2,march,1165
Uhunmwonde,Owan East,2020,Uhunmwonde,0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986,0.53,1,march,70
Uhunmwonde,Owan East,2023,Uhunmwonde,0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986,0.53,2,march,1165
Ado Ekiti,Owan East,2020,Ado Ekiti,0.307654798,0.266792702,0.30162414,0.251320966,0.357399296,0.424809523,0.53,1,march,70
Ado Ekiti,Owan East,2023,Ado Ekiti,0.307654798,0.266792702,0.30162414,0.251320966,0.357399296,0.424809523,0.53,2,march,1165
Efon-Alayee,Oke-Ero,2020,Efon-Alayee,0.209302326,0.375,0.166666667,0.225490196,0.32342441,0.396790109,0.53,1,july,186
Efon-Alayee,Oke-Ero,2023,Efon-Alayee,0.209302326,0.375,0.166666667,0.225490196,0.32342441,0.396790109,0.53,2,july,1281
Ekiti East,Oke-Ero,2020,Ekiti East,0.25,0.299429972,0.125,0.188679245,0.342294717,0.412351259,0.53,1,july,186
Ekiti East,Oke-Ero,2023,Ekiti East,0.25,0.299429972,0.125,0.188679245,0.342294717,0.412351259,0.53,2,july,1281
Ekiti South West,Oke-Ero,2020,Ekiti South West,0.27166064,0.266233759,0.271209078,0.255773664,0.434979733,0.487961894,0.53,1,july,186
Ekiti South West,Oke-Ero,2023,Ekiti South West,0.27166064,0.266233759,0.271209078,0.255773664,0.434979733,0.487961894,0.53,2,july,1281
Awgu,Oru West,2020,Awgu,0.083333333,0.095238095,0.107142857,0.085365854,0.428474781,0.482762456,0.53,1,june,162
Awgu,Oru West,2023,Awgu,0.083333333,0.095238095,0.107142857,0.085365854,0.428474781,0.482762456,0.53,2,june,1257
Ekiti West,Oke-Ero,2020,Ekiti West,0.184223534,0.213830864,0.207872038,0.250242197,0.332828195,0.404541983,0.53,1,july,186
Ekiti West,Oke-Ero,2023,Ekiti West,0.184223534,0.213830864,0.207872038,0.250242197,0.332828195,0.404541983,0.53,2,july,1281
Emure,Oke-Ero,2020,Emure,0.357142857,0.153846154,0.090909091,0.216666667,0.372039671,0.436863758,0.53,1,july,186
Emure,Oke-Ero,2023,Emure,0.357142857,0.153846154,0.090909091,0.216666667,0.372039671,0.436863758,0.53,2,july,1281
Gboyin,Obubra,2020,Gboyin,0.31983529,0.131551915,0.188804999,0.238079038,0.286540024,0.36654315,0.53,1,june,162
Gboyin,Obubra,2023,Gboyin,0.31983529,0.131551915,0.188804999,0.238079038,0.286540024,0.36654315,0.53,2,june,1257
Idosi-Osi,Oke-Ero,2020,Idosi-Osi,0.200434256,0.201353458,0.15356295,0.157016209,0.302701283,0.379754213,0.53,1,july,186
Idosi-Osi,Oke-Ero,2023,Idosi-Osi,0.200434256,0.201353458,0.15356295,0.157016209,0.302701283,0.379754213,0.53,2,july,1281
Ijero,Oke-Ero,2020,Ijero,0.351895834,0.399107494,0.215514406,0.210181374,0.264220599,0.348459432,0.53,1,july,186
Ijero,Oke-Ero,2023,Ijero,0.351895834,0.399107494,0.215514406,0.210181374,0.264220599,0.348459432,0.53,2,july,1281
Ikere,Owan East,2020,Ikere,0.5,0.166666667,0.3,0.288888889,0.456857423,0.50525877,0.53,1,march,70
Ikere,Owan East,2023,Ikere,0.5,0.166666667,0.3,0.288888889,0.456857423,0.50525877,0.53,2,march,1165
Ikole,Oke-Ero,2020,Ikole,0.213149407,0.229371439,0.189242759,0.224233591,0.320812672,0.394638898,0.53,1,july,186
Ikole,Oke-Ero,2023,Ikole,0.213149407,0.229371439,0.189242759,0.224233591,0.320812672,0.394638898,0.53,2,july,1281
Ilemeji,Oke-Ero,2020,Ilemeji,0.666666667,0.571428571,0.4,0.24,0.308389127,0.384421328,0.53,1,july,186
Ilemeji,Oke-Ero,2023,Ilemeji,0.666666667,0.571428571,0.4,0.24,0.308389127,0.384421328,0.53,2,july,1281
Irepodun-Ifelodun,Oke-Ero,2020,Irepodun/Ifelodun,0.181818182,0.299429972,0.260379648,0.157894737,0.314066122,0.38908676,0.53,1,july,186
Irepodun-Ifelodun,Oke-Ero,2023,Irepodun/Ifelodun,0.181818182,0.299429972,0.260379648,0.157894737,0.314066122,0.38908676,0.53,2,july,1281
Ise-Orun,Oke-Ero,2020,Ise/Orun,0.171060699,0.158432706,0.218823528,0.266373142,0.409896538,0.467791215,0.53,1,july,186
Ise-Orun,Oke-Ero,2023,Ise/Orun,0.171060699,0.158432706,0.218823528,0.266373142,0.409896538,0.467791215,0.53,2,july,1281
Moba,Oke-Ero,2020,Moba,0.383931717,0.196426059,0.159547617,0.17050588,0.282164723,0.362981752,0.53,1,july,186
Moba,Oke-Ero,2023,Moba,0.383931717,0.196426059,0.159547617,0.17050588,0.282164723,0.362981752,0.53,2,july,1281
Oye,Oke-Ero,2020,Oye,0.245703847,0.209197195,0.036515435,0.143266993,0.299868816,0.377433124,0.53,1,july,186
Oye,Oke-Ero,2023,Oye,0.245703847,0.209197195,0.036515435,0.143266993,0.299868816,0.377433124,0.53,2,july,1281
Ezeagu,Uzo-Uwani,2020,Ezeagu,0.406541925,0.310152923,0.183547524,0.347315147,0.415961311,0.472696867,0.53,1,june,162
Ezeagu,Uzo-Uwani,2023,Ezeagu,0.406541925,0.310152923,0.183547524,0.347315147,0.415961311,0.472696867,0.53,2,june,1257
Igbo-Etiti,Uzo-Uwani,2020,Igbo-Etiti,0.169787781,0.114435291,0.170949379,0.215102855,0.38332308,0.44612671,0.53,1,june,162
Igbo-Etiti,Uzo-Uwani,2023,Igbo-Etiti,0.169787781,0.114435291,0.170949379,0.215102855,0.38332308,0.44612671,0.53,2,june,1257
Igbo-Eze North,Uzo-Uwani,2020,Igbo-Eze North,0.221092798,0.217855838,0.209511436,0.118120562,0.332315805,0.404119407,0.53,1,june,162
Igbo-Eze North,Uzo-Uwani,2023,Igbo-Eze North,0.221092798,0.217855838,0.209511436,0.118120562,0.332315805,0.404119407,0.53,2,june,1257
Igbo-Eze South,Uzo-Uwani,2020,Igbo-Eze South,0.233254471,0.136519718,0.166793844,0.240351624,0.361653388,0.428315236,0.53,1,june,162
Igbo-Eze South,Uzo-Uwani,2023,Igbo-Eze South,0.233254471,0.136519718,0.166793844,0.240351624,0.361653388,0.428315236,0.53,2,june,1257
Isi-Uzo,Owan East,2020,Isi-Uzo,0.464431748,0.418946669,0.343821936,0.380122437,0.425114132,0.480067127,0.53,1,march,70
Isi-Uzo,Owan East,2023,Isi-Uzo,0.464431748,0.418946669,0.343821936,0.380122437,0.425114132,0.480067127,0.53,2,march,1165
Nkanu East,Owan East,2020,Nkanu East,0.559380035,0.306545916,0.262474999,0.394325816,0.414364125,0.471406566,0.53,1,march,70
Nkanu East,Owan East,2023,Nkanu East,0.559380035,0.306545916,0.262474999,0.394325816,0.414364125,0.471406566,0.53,2,march,1165
Nkanu West,Uzo-Uwani,2020,Nkanu West,0.210526316,0.1,0.160050482,0.106060606,0.464287853,0.511059551,0.53,1,june,162
Nkanu West,Uzo-Uwani,2023,Nkanu West,0.210526316,0.1,0.160050482,0.106060606,0.464287853,0.511059551,0.53,2,june,1257
Nsukka,Uzo-Uwani,2020,Nsukka,0.38611887,0.308084027,0.130108738,0.221830526,0.391481406,0.452803528,0.53,1,june,162
Nsukka,Uzo-Uwani,2023,Nsukka,0.38611887,0.308084027,0.130108738,0.221830526,0.391481406,0.452803528,0.53,2,june,1257
Oji-River,Oru West,2020,Oji-River,0.086956522,0.225946586,0.055555556,0.038961039,0.407484101,0.465835335,0.53,1,june,162
Oji-River,Oru West,2023,Oji-River,0.086956522,0.225946586,0.055555556,0.038961039,0.407484101,0.465835335,0.53,2,june,1257
Udenu,Uzo-Uwani,2020,Udenu,0.218782976,0.170819671,0.028096039,0.175444736,0.38139738,0.444547985,0.53,1,june,162
Udenu,Uzo-Uwani,2023,Udenu,0.218782976,0.170819671,0.028096039,0.175444736,0.38139738,0.444547985,0.53,2,june,1257
Udi,Uzo-Uwani,2020,Udi,0.3040081,0.253926617,0.162436058,0.258933681,0.379547492,0.443030522,0.53,1,june,162
Udi,Uzo-Uwani,2023,Udi,0.3040081,0.253926617,0.162436058,0.258933681,0.379547492,0.443030522,0.53,2,june,1257
Uzo-Uwani,Uzo-Uwani,2020,Uzo-Uwani,0.327028337,0.367206931,0.086675444,0.252716862,0.404737188,0.463605313,0.53,1,june,162
Uzo-Uwani,Uzo-Uwani,2023,Uzo-Uwani,0.327028337,0.367206931,0.086675444,0.252716862,0.404737188,0.463605313,0.53,2,june,1257
Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,0.090909091,0.428571429,0.076923077,0.214285714,0.4502266,0.500049325,0.53,1,june,162
Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,0.090909091,0.428571429,0.076923077,0.214285714,0.4502266,0.500049325,0.53,2,june,1257
Abaji,Keana,2020,Abaji,0.426753569,0.242500786,0.181989309,0.341084875,0.476373849,0.520406247,0.53,1,august,223
Abaji,Keana,2023,Abaji,0.426753569,0.242500786,0.181989309,0.341084875,0.476373849,0.520406247,0.53,2,august,1318
Bwari,Giwa,2020,Bwari,0.244205568,0.13000955,0.04295174,0.179001411,0.558433035,0.580366866,0.53,1,august,223
Bwari,Giwa,2023,Bwari,0.244205568,0.13000955,0.04295174,0.179001411,0.558433035,0.580366866,0.53,2,august,1318
Gwagwalada,Keana,2020,Gwagwalada,0.335692259,0.228815615,0.178987204,0.224981429,0.555904987,0.578622846,0.53,1,august,223
Gwagwalada,Keana,2023,Gwagwalada,0.335692259,0.228815615,0.178987204,0.224981429,0.555904987,0.578622846,0.53,2,august,1318
Kuje,Keana,2020,Kuje,0.508873086,0.36051872,0.345747474,0.443661769,0.448338859,0.498560793,0.53,1,august,223
Kuje,Keana,2023,Kuje,0.508873086,0.36051872,0.345747474,0.443661769,0.448338859,0.498560793,0.53,2,august,1318
Kwali,Keana,2020,Kwali,0.249141339,0.091169507,0.095544523,0.240719521,0.476055073,0.520161192,0.53,1,august,223
Kwali,Keana,2023,Kwali,0.249141339,0.091169507,0.095544523,0.240719521,0.476055073,0.520161192,0.53,2,august,1318
Bunkure,Gwarzo,2022,Bunkure,0.829787234,0.666666667,0.794117647,0.861111111,0.769743323,0.698564959,0.53,1,august,953
Bunkure,Gwarzo,2025,Bunkure,0.829787234,0.666666667,0.794117647,0.861111111,0.769743323,0.698564959,0.53,2,august,2048
Abuja Municipal,Keana,2020,Abuja Municipal,0.418523067,0.320238662,0.155117782,0.264070273,0.500846708,0.538963989,0.53,1,august,223
Abuja Municipal,Keana,2023,Abuja Municipal,0.418523067,0.320238662,0.155117782,0.264070273,0.500846708,0.538963989,0.53,2,august,1318
Akko,Alkaleri,2021,Akko,0.31899959,0.2148466,0.214430948,0.466775466,0.430348191,0.484262319,0.53,1,july,551
Akko,Alkaleri,2024,Akko,0.31899959,0.2148466,0.214430948,0.466775466,0.430348191,0.484262319,0.53,2,july,1646
Balanga,Alkaleri,2021,Balanga,0.556849082,0.508376924,0.564286353,0.803248637,0.625491041,0.623897182,0.53,1,july,551
Balanga,Alkaleri,2024,Balanga,0.556849082,0.508376924,0.564286353,0.803248637,0.625491041,0.623897182,0.53,2,july,1646
Billiri,Alkaleri,2021,Billiri,0.531522209,0.380907069,0.33393797,0.705255164,0.209402585,0.305232023,0.53,1,july,551
Billiri,Alkaleri,2024,Billiri,0.531522209,0.380907069,0.33393797,0.705255164,0.209402585,0.305232023,0.53,2,july,1646
Dukku,Darazo,2021,Dukku,0.233051961,0.096059125,0.098622582,0.422999526,0.67468816,0.652305857,0.53,1,july,551
Dukku,Darazo,2024,Dukku,0.233051961,0.096059125,0.098622582,0.422999526,0.67468816,0.652305857,0.53,2,july,1646
Funakaye,Alkaleri,2021,Funakaye,0.35483871,0.215686275,0.205882353,0.555555556,0.631961788,0.627807972,0.53,1,july,551
Funakaye,Alkaleri,2024,Funakaye,0.35483871,0.215686275,0.205882353,0.555555556,0.631961788,0.627807972,0.53,2,july,1646
Gombe,Alkaleri,2021,Gombe,0.359366859,0.280686294,0.281409971,0.460274947,0.497689178,0.536599101,0.53,1,july,551
Gombe,Alkaleri,2024,Gombe,0.359366859,0.280686294,0.281409971,0.460274947,0.497689178,0.536599101,0.53,2,july,1646
Kaltungo,Alkaleri,2021,Kaltungo,0.484534717,0.381738609,0.338571783,0.497522113,0.500615672,0.538791259,0.53,1,july,551
Kaltungo,Alkaleri,2024,Kaltungo,0.484534717,0.381738609,0.338571783,0.497522113,0.500615672,0.538791259,0.53,2,july,1646
Kwami,Alkaleri,2021,Kwami,0.304503189,0.193656634,0.159344999,0.530232685,0.528174359,0.559035931,0.53,1,july,551
Kwami,Alkaleri,2024,Kwami,0.304503189,0.193656634,0.159344999,0.530232685,0.528174359,0.559035931,0.53,2,july,1646
Dala,Alkaleri,2022,Dala,0.658560253,0.452861936,0.465236703,0.621102597,0.582690135,0.59673093,0.53,1,july,916
Dala,Alkaleri,2025,Dala,0.658560253,0.452861936,0.465236703,0.621102597,0.582690135,0.59673093,0.53,2,july,2011
Nafada,Alkaleri,2021,Nafada,0.480470832,0.387279203,0.271401175,0.718152909,0.699548844,0.665494757,0.53,1,july,551
Nafada,Alkaleri,2024,Nafada,0.480470832,0.387279203,0.271401175,0.718152909,0.699548844,0.665494757,0.53,2,july,1646
Shomgom,Alkaleri,2021,Shomgom,0.528795842,0.400231178,0.481615342,0.835300207,0.393550536,0.454493674,0.53,1,july,551
Shomgom,Alkaleri,2024,Shomgom,0.528795842,0.400231178,0.481615342,0.835300207,0.393550536,0.454493674,0.53,2,july,1646
Yamaltu-Deba,Alkaleri,2021,Yamaltu/Deba,0.352948378,0.312419728,0.151352523,0.634547765,0.541765398,0.568738538,0.53,1,july,551
Yamaltu-Deba,Alkaleri,2024,Yamaltu/Deba,0.352948378,0.312419728,0.151352523,0.634547765,0.541765398,0.568738538,0.53,2,july,1646
Aboh-Mbaise,Ngor-Okpala,2020,Aboh-Mbaise,0.194444444,0.266473717,0.076923077,0.086021505,0.366998982,0.432717137,0.53,1,june,162
Aboh-Mbaise,Ngor-Okpala,2023,Aboh-Mbaise,0.194444444,0.266473717,0.076923077,0.086021505,0.366998982,0.432717137,0.53,2,june,1257
Fagge,Alkaleri,2022,Fagge,0.484534717,0.381738609,0.338571783,0.497522113,0.567041099,0.586251328,0.53,1,july,916
Fagge,Alkaleri,2025,Fagge,0.484534717,0.381738609,0.338571783,0.497522113,0.567041099,0.586251328,0.53,2,july,2011
Ehime-Mbano,Ngor-Okpala,2020,Ehime-Mbano,0.1769013,0.190706742,0.191736714,0.128451426,0.459803075,0.507563152,0.53,1,june,162
Ehime-Mbano,Ngor-Okpala,2023,Ehime-Mbano,0.1769013,0.190706742,0.191736714,0.128451426,0.459803075,0.507563152,0.53,2,june,1257
Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.039516986,0.062695796,0.109386966,0.189200567,0.456817192,0.505227255,0.53,1,june,162
Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.039516986,0.062695796,0.109386966,0.189200567,0.456817192,0.505227255,0.53,2,june,1257
Ideato North,Oru West,2020,Ideato North,0.096977064,0.134732491,0.062479402,0.126360864,0.449066913,0.499135162,0.53,1,june,162
Ideato North,Oru West,2023,Ideato North,0.096977064,0.134732491,0.062479402,0.126360864,0.449066913,0.499135162,0.53,2,june,1257
Ideato South,Ngor-Okpala,2020,Ideato South,0.454545455,0.266473717,0.095238095,0.117647059,0.438565746,0.490817759,0.53,1,june,162
Ideato South,Ngor-Okpala,2023,Ideato South,0.454545455,0.266473717,0.095238095,0.117647059,0.438565746,0.490817759,0.53,2,june,1257
Ihitte-Uboma,Ngor-Okpala,2020,Ihitte/Uboma,0.304424538,0.266473717,0.219305704,0.266910909,0.471133329,0.516367403,0.53,1,june,162
Ihitte-Uboma,Ngor-Okpala,2023,Ihitte/Uboma,0.304424538,0.266473717,0.219305704,0.266910909,0.471133329,0.516367403,0.53,2,june,1257
Ikeduru,Ngor-Okpala,2020,Ikeduru,0.169572346,0.12167345,0.171591701,0.240899779,0.402638622,0.461899584,0.53,1,june,162
Ikeduru,Ngor-Okpala,2023,Ikeduru,0.169572346,0.12167345,0.171591701,0.240899779,0.402638622,0.461899584,0.53,2,june,1257
Isiala Mbano,Ngor-Okpala,2020,Isiala Mbano,0.289884807,0.243586368,0.227390223,0.210542634,0.468083262,0.514006846,0.53,1,june,162
Isiala Mbano,Ngor-Okpala,2023,Isiala Mbano,0.289884807,0.243586368,0.227390223,0.210542634,0.468083262,0.514006846,0.53,2,june,1257
Isu,Ngor-Okpala,2020,Isu,0.214285714,0.266473717,0.25,0.288135593,0.310898215,0.386482512,0.53,1,june,162
Isu,Ngor-Okpala,2023,Isu,0.214285714,0.266473717,0.25,0.288135593,0.310898215,0.386482512,0.53,2,june,1257
Mbaitoli,Ngor-Okpala,2020,Mbaitoli,0.388128732,0.305279057,0.151276234,0.283367964,0.257476859,0.343041421,0.53,1,june,162
Mbaitoli,Ngor-Okpala,2023,Mbaitoli,0.388128732,0.305279057,0.151276234,0.283367964,0.257476859,0.343041421,0.53,2,june,1257
Obowo,Ngor-Okpala,2020,Obowo,0.04616033,0.075746025,0.067782444,0.145227952,0.461408625,0.508816551,0.53,1,june,162
Obowo,Ngor-Okpala,2023,Obowo,0.04616033,0.075746025,0.067782444,0.145227952,0.461408625,0.508816551,0.53,2,june,1257
Ngor-Okpala,Ngor-Okpala,2020,Ngor-Okpala,0.151515152,0.266473717,0.055555556,0.246153846,0.247389039,0.334983127,0.53,1,june,162
Ngor-Okpala,Ngor-Okpala,2023,Ngor-Okpala,0.151515152,0.266473717,0.055555556,0.246153846,0.247389039,0.334983127,0.53,2,june,1257
Njaba,Ngor-Okpala,2020,Njaba,0.304424538,0.086561791,0.036011103,0.032867537,0.25554311,0.341492273,0.53,1,june,162
Njaba,Ngor-Okpala,2023,Njaba,0.304424538,0.086561791,0.036011103,0.032867537,0.25554311,0.341492273,0.53,2,june,1257
Nkwerre,Ngor-Okpala,2020,Nkwerre,0.222012635,0.104956786,0.219305704,0.182582974,0.404085994,0.463076205,0.53,1,june,162
Nkwerre,Ngor-Okpala,2023,Nkwerre,0.222012635,0.104956786,0.219305704,0.182582974,0.404085994,0.463076205,0.53,2,june,1257
Nwangele,Ngor-Okpala,2020,Nwangele,0.304424538,0.266473717,0.219305704,0.266910909,0.427322485,0.481838967,0.53,1,june,162
Nwangele,Ngor-Okpala,2023,Nwangele,0.304424538,0.266473717,0.219305704,0.266910909,0.427322485,0.481838967,0.53,2,june,1257
Oyo East,Akinyele,2020,Oyo East,0.222222222,0.142857143,0.277777778,0.257575758,0.47806867,0.521707747,0.53,1,may,131
Oyo East,Akinyele,2023,Oyo East,0.222222222,0.142857143,0.277777778,0.257575758,0.47806867,0.521707747,0.53,2,may,1226
Oguta,Oru West,2020,Oguta,0.35483871,0.333333333,0.24,0.294117647,0.21360058,0.308468253,0.53,1,june,162
Oguta,Oru West,2023,Oguta,0.35483871,0.333333333,0.24,0.294117647,0.21360058,0.308468253,0.53,2,june,1257
Ohaji-Egbema,Oru West,2020,Ohaji/Egbema,0.261863148,0.095878891,0.096041132,0.150670666,0.230681852,0.321773866,0.53,1,june,162
Ohaji-Egbema,Oru West,2023,Ohaji/Egbema,0.261863148,0.095878891,0.096041132,0.150670666,0.230681852,0.321773866,0.53,2,june,1257
Okigwe,Ngor-Okpala,2020,Okigwe,0.24,0.192307692,0.068181818,0.101449275,0.46132433,0.508750791,0.53,1,june,162
Okigwe,Ngor-Okpala,2023,Okigwe,0.24,0.192307692,0.068181818,0.101449275,0.46132433,0.508750791,0.53,2,june,1257
Orlu,Oru West,2020,Orlu,0.260869565,0.125,0.133333333,0.157303371,0.36849761,0.433950418,0.53,1,june,162
Orlu,Oru West,2023,Orlu,0.260869565,0.125,0.133333333,0.157303371,0.36849761,0.433950418,0.53,2,june,1257
Orsu,Oru West,2020,Orsu,0.257919839,0.364935574,0.328369299,0.243362921,0.258149058,0.343580402,0.53,1,june,162
Orsu,Oru West,2023,Orsu,0.257919839,0.364935574,0.328369299,0.243362921,0.258149058,0.343580402,0.53,2,june,1257
Oru East,Oru West,2020,Oru East,0.052631579,0.222222222,0.227272727,0.166666667,0.187100101,0.288284046,0.53,1,june,162
Oru East,Oru West,2023,Oru East,0.052631579,0.222222222,0.227272727,0.166666667,0.187100101,0.288284046,0.53,2,june,1257
Oru West,Oru West,2020,Oru West,0.272736387,0.333250624,0.207451519,0.346218903,0.176205894,0.28016566,0.53,1,june,162
Oru West,Oru West,2023,Oru West,0.272736387,0.333250624,0.207451519,0.346218903,0.176205894,0.28016566,0.53,2,june,1257
Owerri-Municipal,Oru West,2020,Owerri-Municipal,0.8125,0.75,0.916666667,0.585714286,0.197408696,0.296064867,0.53,1,june,162
Owerri-Municipal,Oru West,2023,Owerri-Municipal,0.8125,0.75,0.916666667,0.585714286,0.197408696,0.296064867,0.53,2,june,1257
Tofa,Taura,2022,Tofa,0.75,0.55,0.42,0.784810127,0.825591067,0.720682508,0.53,1,july,916
Tofa,Taura,2025,Tofa,0.75,0.55,0.42,0.784810127,0.825591067,0.720682508,0.53,2,july,2011
Owerri North,Ngor-Okpala,2020,Owerri North,0.619047619,0.666666667,0.526315789,0.607843137,0.244109669,0.332376349,0.53,1,june,162
Owerri North,Ngor-Okpala,2023,Owerri North,0.619047619,0.666666667,0.526315789,0.607843137,0.244109669,0.332376349,0.53,2,june,1257
