"","row.names.itn_dis_2.","LGA","repDS","year_10","year_13","year_14","year_15","year_16","year_17","year_18","year_19","year","LGA_nu","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","round","peak","simday"
"1134","567.1","Ilesha West","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ilesha West",0.255319146,0.324624433,0.230378757,0.243742778,0.387460247,0.44951503,2,"may",1226
"1135","568","Irepodun2","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Irepodun2",0.44,0.538461538,0.473684211,0.218181818,0.48248331,0.525086856,1,"may",131
"1136","568.1","Irepodun2","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Irepodun2",0.44,0.538461538,0.473684211,0.218181818,0.48248331,0.525086856,2,"may",1226
"1137","569","Irewole","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Irewole",0.252061262,0.104738156,0.079664594,0.154339257,0.390385171,0.451907523,1,"may",131
"1138","569.1","Irewole","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Irewole",0.252061262,0.104738156,0.079664594,0.154339257,0.390385171,0.451907523,2,"may",1226
"1139","570","Isokan","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Isokan",0.43481825,0.392030997,0.310573478,0.377487976,0.367314771,0.432977043,1,"may",131
"1140","570.1","Isokan","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Isokan",0.43481825,0.392030997,0.310573478,0.377487976,0.367314771,0.432977043,2,"may",1226
"1141","571","Iwo","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Iwo",0.281946314,0.300462655,0.227941543,0.278599867,0.456747451,0.50517262,1,"may",131
"1142","571.1","Iwo","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Iwo",0.281946314,0.300462655,0.227941543,0.278599867,0.456747451,0.50517262,2,"may",1226
"1143","572","Osogbo","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Osogbo",0.247452907,0.2,0.155639397,0.317641643,0.402576327,0.461848924,1,"march",70
"1144","572.1","Osogbo","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Osogbo",0.247452907,0.2,0.155639397,0.317641643,0.402576327,0.461848924,2,"march",1165
"1145","573","Obokun","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Obokun",0.43481825,0.392030997,0.310573478,0.377487976,0.323000927,0.396441237,1,"may",131
"1146","573.1","Obokun","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Obokun",0.43481825,0.392030997,0.310573478,0.377487976,0.323000927,0.396441237,2,"may",1226
"1147","574","Odo-Otin","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Odo-Otin",0.348131854,0.487897644,0.259816091,0.303001986,0.424052511,0.479214434,1,"july",186
"1148","574.1","Odo-Otin","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Odo-Otin",0.348131854,0.487897644,0.259816091,0.303001986,0.424052511,0.479214434,2,"july",1281
"1149","575","Ola-oluwa","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ola-oluwa",0.43481825,0.392030997,0.310573478,0.377487976,0.43559805,0.488454858,1,"may",131
"1150","575.1","Ola-oluwa","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ola-oluwa",0.43481825,0.392030997,0.310573478,0.377487976,0.43559805,0.488454858,2,"may",1226
"1151","576","Olorunda","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Olorunda",0.43481825,0.392030997,0.310573478,0.377487976,0.431272633,0.485001715,1,"may",131
"1152","576.1","Olorunda","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Olorunda",0.43481825,0.392030997,0.310573478,0.377487976,0.431272633,0.485001715,2,"may",1226
"1153","577","Oriade","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Oriade",0.105263158,0.104201982,0.03949059,0.09244473,0.408517869,0.466673765,1,"july",186
"1154","577.1","Oriade","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Oriade",0.105263158,0.104201982,0.03949059,0.09244473,0.408517869,0.466673765,2,"july",1281
"1155","578","Ibadan South East","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ibadan South East",0.43481825,0.392030997,0.310573478,0.377487976,0.271498263,0.354331864,1,"may",131
"1156","578.1","Ibadan South East","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ibadan South East",0.43481825,0.392030997,0.310573478,0.377487976,0.271498263,0.354331864,2,"may",1226
"1157","579","Afijio","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Afijio",0.538461538,0.25,0.111111111,0.347826087,0.464150913,0.510953009,1,"may",131
"1158","579.1","Afijio","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Afijio",0.538461538,0.25,0.111111111,0.347826087,0.464150913,0.510953009,2,"may",1226
"1159","580","Akinyele","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Akinyele",0.464362203,0.556624126,0.419195418,0.355369252,0.353306712,0.421435221,1,"may",131
"1160","580.1","Akinyele","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Akinyele",0.464362203,0.556624126,0.419195418,0.355369252,0.353306712,0.421435221,2,"may",1226
"1161","581","Atiba","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Atiba",0.75,0.5,0.310573478,0.566666667,0.383570526,0.446329501,1,"may",131
"1162","581.1","Atiba","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Atiba",0.75,0.5,0.310573478,0.566666667,0.383570526,0.446329501,2,"may",1226
"1163","582","Egbeda","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Egbeda",0.473740114,0.560115021,0.317784661,0.421938196,0.298595531,0.37639044,1,"may",131
"1164","582.1","Egbeda","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Egbeda",0.473740114,0.560115021,0.317784661,0.421938196,0.298595531,0.37639044,2,"may",1226
"1165","583","Ibadan North","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ibadan North",0.380628229,0.41082061,0.224059475,0.251946235,0.309361845,0.385220242,1,"march",70
"1166","583.1","Ibadan North","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ibadan North",0.380628229,0.41082061,0.224059475,0.251946235,0.309361845,0.385220242,2,"march",1165
"1167","584","Ibadan North East","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ibadan North East",0.523809524,0.571428571,0.625,0.565217391,0.294659555,0.373170294,1,"march",70
"1168","584.1","Ibadan North East","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ibadan North East",0.523809524,0.571428571,0.625,0.565217391,0.294659555,0.373170294,2,"march",1165
"1169","585","Ibadan North West","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ibadan North West",0.323425346,0.472449841,0.311850234,0.299684294,0.316280901,0.390908593,1,"march",70
"1170","585.1","Ibadan North West","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ibadan North West",0.323425346,0.472449841,0.311850234,0.299684294,0.316280901,0.390908593,2,"march",1165
"1171","586","Ibarapa Central","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ibarapa Central",0.357807052,0.375169148,0.44857222,0.515042539,0.381160727,0.444353906,1,"may",131
"1172","586.1","Ibarapa Central","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ibarapa Central",0.357807052,0.375169148,0.44857222,0.515042539,0.381160727,0.444353906,2,"may",1226
"1173","587","Ibarapa East","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ibarapa East",0.391788901,0.299429972,0.260379648,0.355121446,0.343403438,0.413265999,1,"july",186
"1174","587.1","Ibarapa East","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ibarapa East",0.391788901,0.299429972,0.260379648,0.355121446,0.343403438,0.413265999,2,"july",1281
"1175","588","Ibarapa North","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ibarapa North",0.391788901,0.299429972,0.260379648,0.355121446,0.369500036,0.434775142,1,"july",186
"1176","588.1","Ibarapa North","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ibarapa North",0.391788901,0.299429972,0.260379648,0.355121446,0.369500036,0.434775142,2,"july",1281
"1177","589","Ido","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ido",0.506710314,0.491129615,0.356596265,0.326871641,0.349706785,0.418466109,1,"may",131
"1178","589.1","Ido","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ido",0.506710314,0.491129615,0.356596265,0.326871641,0.349706785,0.418466109,2,"may",1226
"1179","590","Irepo","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Irepo",0.391788901,0.299429972,0.260379648,0.355121446,0.40196685,0.461353198,1,"july",186
"1180","590.1","Irepo","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Irepo",0.391788901,0.299429972,0.260379648,0.355121446,0.40196685,0.461353198,2,"july",1281
"1181","591","Ogo Oluwa","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ogo Oluwa",0.391788901,0.299429972,0.260379648,0.355121446,0.439422178,0.491498674,1,"july",186
"1182","591.1","Ogo Oluwa","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ogo Oluwa",0.391788901,0.299429972,0.260379648,0.355121446,0.439422178,0.491498674,2,"july",1281
"1183","592","Olorunsogo","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Olorunsogo",0.391788901,0.299429972,0.260379648,0.355121446,0.414397427,0.471433482,1,"july",186
"1184","592.1","Olorunsogo","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Olorunsogo",0.391788901,0.299429972,0.260379648,0.355121446,0.414397427,0.471433482,2,"july",1281
"1185","593","Oluyole","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Oluyole",0.391788901,0.299429972,0.260379648,0.355121446,0.288412035,0.36806908,1,"july",186
"1186","593.1","Oluyole","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Oluyole",0.391788901,0.299429972,0.260379648,0.355121446,0.288412035,0.36806908,2,"july",1281
"1187","594","Ona-Ara","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ona-Ara",0.43481825,0.392030997,0.310573478,0.377487976,0.28722207,0.36709896,1,"may",131
"1188","594.1","Ona-Ara","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ona-Ara",0.43481825,0.392030997,0.310573478,0.377487976,0.28722207,0.36709896,2,"may",1226
"1189","595","Orelope","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Orelope",0.391788901,0.299429972,0.260379648,0.355121446,0.392367103,0.45352717,1,"july",186
"1190","595.1","Orelope","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Orelope",0.391788901,0.299429972,0.260379648,0.355121446,0.392367103,0.45352717,2,"july",1281
"1191","596","Ori Ire","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ori Ire",0.25,0.3,0.238095238,0.418181818,0.343662506,0.41347974,1,"july",186
"1192","596.1","Ori Ire","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ori Ire",0.25,0.3,0.238095238,0.418181818,0.343662506,0.41347974,2,"july",1281
"1193","597","Oyo West","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Oyo West",0.454545455,0.142857143,0.05,0.234042553,0.423437594,0.478720265,1,"may",131
"1194","597.1","Oyo West","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Oyo West",0.454545455,0.142857143,0.05,0.234042553,0.423437594,0.478720265,2,"may",1226
"1195","598","Saki East","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Saki East",0.256501549,0.198962469,0.053177693,0.419861008,0.45017239,0.500006612,1,"july",186
"1196","598.1","Saki East","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Saki East",0.256501549,0.198962469,0.053177693,0.419861008,0.45017239,0.500006612,2,"july",1281
"1197","599","Saki West","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Saki West",0.393841171,0.413092568,0.347480103,0.463219228,0.443453887,0.494698068,1,"may",131
"1198","599.1","Saki West","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Saki West",0.393841171,0.413092568,0.347480103,0.463219228,0.443453887,0.494698068,2,"may",1226
"1199","600","Surulere2","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2020,"Surulere2",0.157894737,0.444444444,0.4375,0.355932203,0.412184156,0.469643564,1,"july",186
"1200","600.1","Surulere2","Oke-Ero",NA,NA,NA,NA,1,NA,NA,NA,2023,"Surulere2",0.157894737,0.444444444,0.4375,0.355932203,0.412184156,0.469643564,2,"july",1281
"1201","601","Barikin Ladi","Soba",NA,NA,NA,1,NA,NA,NA,NA,2020,"Barikin Ladi",0.626139982,0.515566576,0.431801862,0.486391795,0.436851373,0.489453402,1,"july",186
"1202","601.1","Barikin Ladi","Soba",NA,NA,NA,1,NA,NA,NA,NA,2023,"Barikin Ladi",0.626139982,0.515566576,0.431801862,0.486391795,0.436851373,0.489453402,2,"july",1281
"1203","602","Bassa2","Soba",NA,NA,NA,1,NA,NA,NA,NA,2020,"Bassa2",0.251903919,0.182899621,0.132601355,0.218721077,0.472509448,0.517430069,1,"july",186
"1204","602.1","Bassa2","Soba",NA,NA,NA,1,NA,NA,NA,NA,2023,"Bassa2",0.251903919,0.182899621,0.132601355,0.218721077,0.472509448,0.517430069,2,"july",1281
"1205","603","Bokkos","Giwa",NA,NA,NA,1,NA,NA,NA,NA,2020,"Bokkos",0.53538517,0.461116812,0.222917387,0.336216785,0.504790752,0.5419051,1,"august",223
"1206","603.1","Bokkos","Giwa",NA,NA,NA,1,NA,NA,NA,NA,2023,"Bokkos",0.53538517,0.461116812,0.222917387,0.336216785,0.504790752,0.5419051,2,"august",1318
"1207","604","Jos East","Soba",NA,NA,NA,1,NA,NA,NA,NA,2020,"Jos East",0.590909091,0.277777778,0.222222222,0.428571429,0.522538958,0.554956846,1,"july",186
"1208","604.1","Jos East","Soba",NA,NA,NA,1,NA,NA,NA,NA,2023,"Jos East",0.590909091,0.277777778,0.222222222,0.428571429,0.522538958,0.554956846,2,"july",1281
"1209","605","Jos North","Soba",NA,NA,NA,1,NA,NA,NA,NA,2020,"Jos North",0.522537509,0.321151837,0.228652788,0.402190017,0.493441356,0.533403445,1,"july",186
"1210","605.1","Jos North","Soba",NA,NA,NA,1,NA,NA,NA,NA,2023,"Jos North",0.522537509,0.321151837,0.228652788,0.402190017,0.493441356,0.533403445,2,"july",1281
"1211","606","Jos South","Soba",NA,NA,NA,1,NA,NA,NA,NA,2020,"Jos South",0.523737199,0.257313895,0.243586588,0.323798926,0.463767002,0.510654246,1,"july",186
"1212","606.1","Jos South","Soba",NA,NA,NA,1,NA,NA,NA,NA,2023,"Jos South",0.523737199,0.257313895,0.243586588,0.323798926,0.463767002,0.510654246,2,"july",1281
"1213","607","Kanam","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2020,"Kanam",0.529240601,0.399926936,0.335198028,0.393608529,0.551419778,0.575511162,1,"july",186
"1214","607.1","Kanam","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2023,"Kanam",0.529240601,0.399926936,0.335198028,0.393608529,0.551419778,0.575511162,2,"july",1281
"1215","608","Kanke","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2020,"Kanke",0.422954199,0.308113923,0.31664203,0.414514415,0.64202109,0.633783346,1,"july",186
"1216","608.1","Kanke","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2023,"Kanke",0.422954199,0.308113923,0.31664203,0.414514415,0.64202109,0.633783346,2,"july",1281
"1217","609","Langtang North","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2020,"Langtang North",0.333333333,0.3,0.451612903,0.451612903,0.48717115,0.528657291,1,"july",186
"1218","609.1","Langtang North","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2023,"Langtang North",0.333333333,0.3,0.451612903,0.451612903,0.48717115,0.528657291,2,"july",1281
"1219","610","Langtang South","Keana",NA,NA,NA,1,NA,NA,NA,NA,2020,"Langtang South",0.508873086,0.36051872,0.345747474,0.443661769,0.543573071,0.570014312,1,"august",223
"1220","610.1","Langtang South","Keana",NA,NA,NA,1,NA,NA,NA,NA,2023,"Langtang South",0.508873086,0.36051872,0.345747474,0.443661769,0.543573071,0.570014312,2,"august",1318
"1221","611","Mangu","Darazo",NA,NA,NA,1,NA,NA,NA,NA,2020,"Mangu",0.613195813,0.501233271,0.357275284,0.465360486,0.474874026,0.519252565,1,"july",186
"1222","611.1","Mangu","Darazo",NA,NA,NA,1,NA,NA,NA,NA,2023,"Mangu",0.613195813,0.501233271,0.357275284,0.465360486,0.474874026,0.519252565,2,"july",1281
"1223","612","Mikang","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2020,"Mikang",0.484534717,0.381738609,0.338571783,0.497522113,0.413678475,0.470852295,1,"july",186
"1224","612.1","Mikang","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2023,"Mikang",0.484534717,0.381738609,0.338571783,0.497522113,0.413678475,0.470852295,2,"july",1281
"1225","613","Abua/Odual","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2020,"Abua-Odual",0.145590149,0.300011628,0.095100445,0.097399364,0.255950957,0.341818833,1,"may",131
"1226","613.1","Abua/Odual","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2023,"Abua-Odual",0.145590149,0.300011628,0.095100445,0.097399364,0.255950957,0.341818833,2,"may",1226
"1227","614","Pankshin","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2020,"Pankshin",0.217219582,0.189659539,0.26875978,0.281852219,0.526813534,0.558053877,1,"july",186
"1228","614.1","Pankshin","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2023,"Pankshin",0.217219582,0.189659539,0.26875978,0.281852219,0.526813534,0.558053877,2,"july",1281
"1229","615","Qua'an Pan","Keana",NA,NA,NA,1,NA,NA,NA,NA,2020,"Qua'an Pan",0.373816153,0.283542035,0.231385107,0.347472741,0.569366691,0.587826633,1,"august",223
"1230","615.1","Qua'an Pan","Keana",NA,NA,NA,1,NA,NA,NA,NA,2023,"Qua'an Pan",0.373816153,0.283542035,0.231385107,0.347472741,0.569366691,0.587826633,2,"august",1318
"1231","616","Riyom","Soba",NA,NA,NA,1,NA,NA,NA,NA,2020,"Riyom",0.64,0.642857143,0.714285714,0.464285714,0.581840921,0.596169578,1,"july",186
"1232","616.1","Riyom","Soba",NA,NA,NA,1,NA,NA,NA,NA,2023,"Riyom",0.64,0.642857143,0.714285714,0.464285714,0.581840921,0.596169578,2,"july",1281
"1233","617","Shendam","Keana",NA,NA,NA,1,NA,NA,NA,NA,2020,"Shendam",0.314996096,0.143340498,0.189678365,0.265435073,0.510631455,0.546233826,1,"august",223
"1234","617.1","Shendam","Keana",NA,NA,NA,1,NA,NA,NA,NA,2023,"Shendam",0.314996096,0.143340498,0.189678365,0.265435073,0.510631455,0.546233826,2,"august",1318
"1235","618","Wase","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2020,"Wase",0.328671332,0.261467872,0.218855208,0.283783791,0.505206823,0.542214526,1,"july",186
"1236","618.1","Wase","Alkaleri",NA,NA,NA,1,NA,NA,NA,NA,2023,"Wase",0.328671332,0.261467872,0.218855208,0.283783791,0.505206823,0.542214526,2,"july",1281
"1237","619","Ahoada East","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2020,"Ahoada East",0.117816091,0.263960478,0.045255473,0.068187744,0.212067193,0.307284555,1,"may",131
"1238","619.1","Ahoada East","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2023,"Ahoada East",0.117816091,0.263960478,0.045255473,0.068187744,0.212067193,0.307284555,2,"may",1226
"1239","620","Ahoada West","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2020,"Ahoada West",0.111111111,0.263960478,0.229098821,0.2,0.212747654,0.30780961,1,"may",131
"1240","620.1","Ahoada West","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2023,"Ahoada West",0.111111111,0.263960478,0.229098821,0.2,0.212747654,0.30780961,2,"may",1226
"1241","621","Andoni","Nsit Ubium",1,NA,1,NA,NA,NA,NA,NA,2020,"Andoni",0.553821989,0.703952829,0.555587611,0.434060556,0.187807527,0.28881499,1,"june",162
"1242","621.1","Andoni","Nsit Ubium",1,NA,1,NA,NA,NA,NA,NA,2023,"Andoni",0.553821989,0.703952829,0.555587611,0.434060556,0.187807527,0.28881499,2,"june",1257
"1243","622","Asari-Toru","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2020,"Asari-Toru",0.454056649,0.494097309,0.369375132,0.260014416,0.231108823,0.322109151,1,"may",131
"1244","622.1","Asari-Toru","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2023,"Asari-Toru",0.454056649,0.494097309,0.369375132,0.260014416,0.231108823,0.322109151,2,"may",1226
"1245","623","Bonny","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2020,"Bonny",0.1847398,0.304634901,0.071429267,0.108733131,0.215646982,0.310050826,1,"june",162
"1246","623.1","Bonny","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2023,"Bonny",0.1847398,0.304634901,0.071429267,0.108733131,0.215646982,0.310050826,2,"june",1257
"1247","624","Eleme","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2020,"Eleme",0.334594703,0.254864533,0.171533773,0.268713938,0.25030862,0.337309328,1,"may",131
"1248","624.1","Eleme","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2023,"Eleme",0.334594703,0.254864533,0.171533773,0.268713938,0.25030862,0.337309328,2,"may",1226
"1249","625","Emohua","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2020,"Emohua",0.466666667,0.214285714,0.315789474,0.189655172,0.246521171,0.334292623,1,"may",131
"1250","625.1","Emohua","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2023,"Emohua",0.466666667,0.214285714,0.315789474,0.189655172,0.246521171,0.334292623,2,"may",1226
"1251","626","Etche","Ngor-Okpala",NA,NA,1,NA,NA,NA,NA,NA,2020,"Etche",0.189331333,0.265626203,0.271860382,0.26147852,0.253940946,0.340210321,1,"june",162
"1252","626.1","Etche","Ngor-Okpala",NA,NA,1,NA,NA,NA,NA,NA,2023,"Etche",0.189331333,0.265626203,0.271860382,0.26147852,0.253940946,0.340210321,2,"june",1257
"1253","627","Gokana","Nsit Ubium",1,NA,1,NA,NA,NA,NA,NA,2020,"Gokana",0.220027729,0.230710689,0.110953956,0.173612354,0.297628692,0.375599012,1,"june",162
"1254","627.1","Gokana","Nsit Ubium",1,NA,1,NA,NA,NA,NA,NA,2023,"Gokana",0.220027729,0.230710689,0.110953956,0.173612354,0.297628692,0.375599012,2,"june",1257
"1255","628","Ikwerre","Oru West",1,NA,1,NA,NA,NA,NA,NA,2020,"Ikwerre",0.29194173,0.15267912,0.083696353,0.141089116,0.244599108,0.332764989,1,"june",162
"1256","628.1","Ikwerre","Oru West",1,NA,1,NA,NA,NA,NA,NA,2023,"Ikwerre",0.29194173,0.15267912,0.083696353,0.141089116,0.244599108,0.332764989,2,"june",1257
"1257","629","Khana","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2020,"Khana",0.047619048,0.083333333,0.384615385,0.081967213,0.213023685,0.308022703,1,"june",162
"1258","629.1","Khana","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2023,"Khana",0.047619048,0.083333333,0.384615385,0.081967213,0.213023685,0.308022703,2,"june",1257
"1259","630","Obia/Akpor","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2020,"Obia-Akpor",0.255492555,0.193917311,0.191891516,0.248023911,0.214169292,0.308907738,1,"may",131
"1260","630.1","Obia/Akpor","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2023,"Obia-Akpor",0.255492555,0.193917311,0.191891516,0.248023911,0.214169292,0.308907738,2,"may",1226
"1261","631","Ogba/Egbema/Ndoni","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2020,"Ogba-Egbema-Ndoni",0.399508815,0.156078347,0.117017556,0.140913141,0.223868267,0.316440728,1,"may",131
"1262","631.1","Ogba/Egbema/Ndoni","Ahoada West",NA,NA,1,NA,NA,NA,NA,NA,2023,"Ogba-Egbema-Ndoni",0.399508815,0.156078347,0.117017556,0.140913141,0.223868267,0.316440728,2,"may",1226
"1263","632","Ogu/Bolo","Nsit Ubium",1,NA,1,NA,NA,NA,NA,NA,2020,"Ogu-Bolo",0.33446468,0.294193051,0.202569073,0.227821791,0.295928591,0.374208023,1,"june",162
"1264","632.1","Ogu/Bolo","Nsit Ubium",1,NA,1,NA,NA,NA,NA,NA,2023,"Ogu-Bolo",0.33446468,0.294193051,0.202569073,0.227821791,0.295928591,0.374208023,2,"june",1257
"1265","633","Okrika","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2020,"Okrika",0.457985388,0.349969054,0.074590824,0.193130855,0.2595175,0.34467839,1,"june",162
"1266","633.1","Okrika","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2023,"Okrika",0.457985388,0.349969054,0.074590824,0.193130855,0.2595175,0.34467839,2,"june",1257
"1267","634","Omumma","Ngor-Okpala",NA,NA,1,NA,NA,NA,NA,NA,2020,"Omumma",0.146245584,0.160250289,0.110463687,0.194673955,0.307313641,0.383538256,1,"june",162
"1268","634.1","Omumma","Ngor-Okpala",NA,NA,1,NA,NA,NA,NA,NA,2023,"Omumma",0.146245584,0.160250289,0.110463687,0.194673955,0.307313641,0.383538256,2,"june",1257
"1269","635","Opobo/Nkoro","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2020,"Opobo-Nkoro",0.602010979,0.442883908,0.447329865,0.289477492,0.188571483,0.289388868,1,"june",162
"1270","635.1","Opobo/Nkoro","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2023,"Opobo-Nkoro",0.602010979,0.442883908,0.447329865,0.289477492,0.188571483,0.289388868,2,"june",1257
"1271","636","Oyigbo","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2020,"Oyigbo",0.333333333,0.294193051,0.0625,0.152173913,0.27812843,0.359702918,1,"june",162
"1272","636.1","Oyigbo","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2023,"Oyigbo",0.333333333,0.294193051,0.0625,0.152173913,0.27812843,0.359702918,2,"june",1257
"1273","637","Port-Harcourt","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2020,"Port-Harcourt",0.238711516,0.2946257,0.330645146,0.205550909,0.218124383,0.311971015,1,"may",131
"1274","637.1","Port-Harcourt","Ahoada West",1,NA,1,NA,NA,NA,NA,NA,2023,"Port-Harcourt",0.238711516,0.2946257,0.330645146,0.205550909,0.218124383,0.311971015,2,"may",1226
"1275","638","Tai","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2020,"Tai",0.139534877,0.155405389,0.112765959,0.123642053,0.305338962,0.381917564,1,"june",162
"1276","638.1","Tai","Nsit Ubium",NA,NA,1,NA,NA,NA,NA,NA,2023,"Tai",0.139534877,0.155405389,0.112765959,0.123642053,0.305338962,0.381917564,2,"june",1257
