"","row.names.itn_dis_2.","LGA","repDS","year_10","year_13","year_14","year_15","year_16","year_17","year_18","year_19","year","LGA_nu","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","round","peak","simday"
"303","152","Obubra","Obubra",NA,NA,NA,1,NA,NA,1,NA,2021,"Obubra",0.674772031,0.704081635,0.539772723,0.587939693,0.444533155,0.495552804,1,"june",527
"304","152.1","Obubra","Obubra",NA,NA,NA,1,NA,NA,1,NA,2024,"Obubra",0.674772031,0.704081635,0.539772723,0.587939693,0.444533155,0.495552804,2,"june",1622
"305","153","Enugu South","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Enugu South",0.117565295,0.096628193,0.089494789,0.134867503,0.479661177,0.52292855,1,"june",162
"306","153.1","Enugu South","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Enugu South",0.117565295,0.096628193,0.089494789,0.134867503,0.479661177,0.52292855,2,"june",1257
"307","154","Odukpani","Ngor-Okpala",NA,NA,NA,1,NA,NA,1,NA,2021,"Odukpani",0.341531595,0.210471194,0.048749998,0.308634786,0.447918712,0.498229176,1,"june",527
"308","154.1","Odukpani","Ngor-Okpala",NA,NA,NA,1,NA,NA,1,NA,2024,"Odukpani",0.341531595,0.210471194,0.048749998,0.308634786,0.447918712,0.498229176,2,"june",1622
"309","155","Ogoja","Obubra",NA,NA,NA,1,NA,NA,1,NA,2021,"Ogoja",0.482802547,0.54187192,0.533333333,0.462743438,0.439863497,0.491849375,1,"june",527
"310","155.1","Ogoja","Obubra",NA,NA,NA,1,NA,NA,1,NA,2024,"Ogoja",0.482802547,0.54187192,0.533333333,0.462743438,0.439863497,0.491849375,2,"june",1622
"311","156","Yakurr","Obubra",NA,NA,NA,1,NA,NA,1,NA,2021,"Yakurr",0.24258289,0.088757375,0.255827844,0.349943355,0.412760432,0.470109825,1,"june",527
"312","156.1","Yakurr","Obubra",NA,NA,NA,1,NA,NA,1,NA,2024,"Yakurr",0.24258289,0.088757375,0.255827844,0.349943355,0.412760432,0.470109825,2,"june",1622
"313","157","Ogbomosho North","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ogbomosho North",0.378056084,0.444615416,0.408676299,0.388909059,0.277526963,0.359214893,1,"may",131
"314","157.1","Ogbomosho North","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ogbomosho North",0.378056084,0.444615416,0.408676299,0.388909059,0.277526963,0.359214893,2,"may",1226
"315","158","Yala","Oke-Ero",NA,NA,NA,1,NA,NA,1,NA,2021,"Yala",0.354784519,0.478395015,0.378736362,0.41809937,0.446939058,0.497455497,1,"july",551
"316","158.1","Yala","Oke-Ero",NA,NA,NA,1,NA,NA,1,NA,2024,"Yala",0.354784519,0.478395015,0.378736362,0.41809937,0.446939058,0.497455497,2,"july",1646
"317","159","Aniocha North","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2022,"Aniocha North",0.454545455,0.642857143,0.575757576,0.490196078,0.369401293,0.434693912,1,"june",892
"318","159.1","Aniocha North","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2025,"Aniocha North",0.454545455,0.642857143,0.575757576,0.490196078,0.369401293,0.434693912,2,"june",1987
"319","160","Aniocha South","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2022,"Aniocha South",0.309074723,0.216639461,0.149918383,0.114574196,0.311595529,0.387055583,1,"june",892
"320","160.1","Aniocha South","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2025,"Aniocha South",0.309074723,0.216639461,0.149918383,0.114574196,0.311595529,0.387055583,2,"june",1987
"321","161","Ibadan South West","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ibadan South West",0.269024205,0.426143685,0.247986825,0.278602363,0.315354899,0.390146775,1,"march",70
"322","161.1","Ibadan South West","Owan East",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ibadan South West",0.269024205,0.426143685,0.247986825,0.278602363,0.315354899,0.390146775,2,"march",1165
"323","162","Ethiope East","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Ethiope East",0.071428571,0.156482654,0.052470085,0.07965734,0.209725367,0.305480359,1,"june",892
"324","162.1","Ethiope East","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Ethiope East",0.071428571,0.156482654,0.052470085,0.07965734,0.209725367,0.305480359,2,"june",1987
"325","163","Ethiope West","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Ethiope West",0.2,0.255845189,0.111111111,0.255813953,0.342228555,0.412296673,1,"june",892
"326","163.1","Ethiope West","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Ethiope West",0.2,0.255845189,0.111111111,0.255813953,0.342228555,0.412296673,2,"june",1987
"327","164","Ika North East","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2022,"Ika North East",0.1,0.166666667,0.160050482,0.038461538,0.388201078,0.450121249,1,"june",892
"328","164.1","Ika North East","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2025,"Ika North East",0.1,0.166666667,0.160050482,0.038461538,0.388201078,0.450121249,2,"june",1987
"329","165","Ika South","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2022,"Ika South",0.276486564,0.224106265,0.076923077,0.0625,0.37137411,0.436316512,1,"june",892
"330","165.1","Ika South","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2025,"Ika South",0.276486564,0.224106265,0.076923077,0.0625,0.37137411,0.436316512,2,"june",1987
"331","166","Isoko North","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Isoko North",0.166666667,0.285714286,0.25,0.142857143,0.19337815,0.293011529,1,"june",892
"332","166.1","Isoko North","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Isoko North",0.166666667,0.285714286,0.25,0.142857143,0.19337815,0.293011529,2,"june",1987
"333","167","Ogbomosho South","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Ogbomosho South",0.43481825,0.392030997,0.310573478,0.377487976,0.343621306,0.413445748,1,"may",131
"334","167.1","Ogbomosho South","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Ogbomosho South",0.43481825,0.392030997,0.310573478,0.377487976,0.343621306,0.413445748,2,"may",1226
"335","168","Isoko South","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Isoko South",0.463214914,0.49319292,0.535686944,0.394115143,0.162398226,0.270038761,1,"june",892
"336","168.1","Isoko South","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Isoko South",0.463214914,0.49319292,0.535686944,0.394115143,0.162398226,0.270038761,2,"june",1987
"337","169","Ndokwa East","Ahoada West",NA,NA,NA,NA,NA,NA,1,1,2022,"Ndokwa East",0.416666667,0.307692308,0.214285714,0.366666667,0.258105917,0.343545804,1,"may",861
"338","169.1","Ndokwa East","Ahoada West",NA,NA,NA,NA,NA,NA,1,1,2025,"Ndokwa East",0.416666667,0.307692308,0.214285714,0.366666667,0.258105917,0.343545804,2,"may",1956
"339","170","Ndokwa West","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Ndokwa West",0.631578947,0.5,0.470588235,0.321428571,0.26790329,0.351427873,1,"june",892
"340","170.1","Ndokwa West","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Ndokwa West",0.631578947,0.5,0.470588235,0.321428571,0.26790329,0.351427873,2,"june",1987
"341","171","Okpe","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Okpe",0.333333333,0.166666667,0.148148148,0.266666667,0.176806986,0.280610706,1,"june",892
"342","171.1","Okpe","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Okpe",0.333333333,0.166666667,0.148148148,0.266666667,0.176806986,0.280610706,2,"june",1987
"343","172","Oshimili North","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2022,"Oshimili North",0.276486564,0.224106265,0.160050482,0.188842186,0.34095855,0.41124887,1,"june",892
"344","172.1","Oshimili North","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2025,"Oshimili North",0.276486564,0.224106265,0.160050482,0.188842186,0.34095855,0.41124887,2,"june",1987
"345","173","Oshimili South","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2022,"Oshimili South",0.375,0.444444444,0.166666667,0.37254902,0.3079518,0.384062211,1,"june",892
"346","173.1","Oshimili South","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2025,"Oshimili South",0.375,0.444444444,0.166666667,0.37254902,0.3079518,0.384062211,2,"june",1987
"347","174","Patani","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Patani",0.489620759,0.569279466,0.528683068,0.357097751,0.156971919,0.266110793,1,"june",892
"348","174.1","Patani","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Patani",0.489620759,0.569279466,0.528683068,0.357097751,0.156971919,0.266110793,2,"june",1987
"349","175","Sapele","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Sapele",0.335412085,0.218260693,0.274587058,0.349576812,0.293983111,0.37261735,1,"june",892
"350","175.1","Sapele","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Sapele",0.335412085,0.218260693,0.274587058,0.349576812,0.293983111,0.37261735,2,"june",1987
"351","176","Udu","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Udu",0.578947368,0.285714286,0.392857143,0.327272727,0.132665008,0.24889334,1,"june",892
"352","176.1","Udu","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Udu",0.578947368,0.285714286,0.392857143,0.327272727,0.132665008,0.24889334,2,"june",1987
"353","177","Ughelli North","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Ughelli North",0.190181401,0.12316324,0.039430875,0.130051453,0.187814216,0.288820013,1,"june",892
"354","177.1","Ughelli North","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Ughelli North",0.190181401,0.12316324,0.039430875,0.130051453,0.187814216,0.288820013,2,"june",1987
"355","178","Ughelli South","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Ughelli South",0.498249426,0.48956742,0.224957721,0.182540209,0.146146999,0.258365504,1,"june",892
"356","178.1","Ughelli South","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Ughelli South",0.498249426,0.48956742,0.224957721,0.182540209,0.146146999,0.258365504,2,"june",1987
"357","179","Ukwuani","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2022,"Ukwuani",0.266666667,0.1,0.058823529,0.217391304,0.33569314,0.406905033,1,"june",892
"358","179.1","Ukwuani","Uzo-Uwani",NA,NA,NA,NA,NA,NA,1,1,2025,"Ukwuani",0.266666667,0.1,0.058823529,0.217391304,0.33569314,0.406905033,2,"june",1987
"359","180","Uvwie","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Uvwie",0.294117647,0.368943463,0.238086574,0.153605817,0.128201894,0.245801456,1,"june",892
"360","180.1","Uvwie","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Uvwie",0.294117647,0.368943463,0.238086574,0.153605817,0.128201894,0.245801456,2,"june",1987
"361","181","Warri South","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2022,"Warri South",0.351097037,0.450830272,0.38439152,0.345305595,0.150613557,0.261546529,1,"june",892
"362","181.1","Warri South","Isoko South",NA,NA,NA,NA,NA,NA,1,1,2025,"Warri South",0.351097037,0.450830272,0.38439152,0.345305595,0.150613557,0.261546529,2,"june",1987
"363","182","Ohaozara","Obubra",NA,NA,NA,1,NA,NA,NA,NA,2020,"Ohaozara",0.727416794,0.717607948,0.722082809,0.655497383,0.422916581,0.478301408,1,"june",162
"364","182.1","Ohaozara","Obubra",NA,NA,NA,1,NA,NA,NA,NA,2023,"Ohaozara",0.727416794,0.717607948,0.722082809,0.655497383,0.422916581,0.478301408,2,"june",1257
"365","183","Abakaliki","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2020,"Abakaliki",0.763663577,0.624739896,0.555434439,0.620208008,0.416945424,0.473491294,1,"march",70
"366","183.1","Abakaliki","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2023,"Abakaliki",0.763663577,0.624739896,0.555434439,0.620208008,0.416945424,0.473491294,2,"march",1165
"367","184","Afikpo North","Oru West",NA,NA,NA,1,NA,NA,NA,NA,2020,"Afikpo North",0.905685179,0.7833935,0.678846153,0.738112654,0.428193447,0.482537052,1,"june",162
"368","184.1","Afikpo North","Oru West",NA,NA,NA,1,NA,NA,NA,NA,2023,"Afikpo North",0.905685179,0.7833935,0.678846153,0.738112654,0.428193447,0.482537052,2,"june",1257
"369","185","Afikpo South","Ngor-Okpala",NA,NA,NA,1,NA,NA,NA,NA,2020,"Afikpo South",0.66709147,0.563956235,0.528864595,0.583653742,0.44733042,0.497764649,1,"june",162
"370","185.1","Afikpo South","Ngor-Okpala",NA,NA,NA,1,NA,NA,NA,NA,2023,"Afikpo South",0.66709147,0.563956235,0.528864595,0.583653742,0.44733042,0.497764649,2,"june",1257
"371","186","Ebonyi","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2020,"Ebonyi",0.464431748,0.418946669,0.343821936,0.380122437,0.429410898,0.483512158,1,"march",70
"372","186.1","Ebonyi","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2023,"Ebonyi",0.464431748,0.418946669,0.343821936,0.380122437,0.429410898,0.483512158,2,"march",1165
"373","187","Ezza North","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2020,"Ezza North",0.68627451,0.6,0.529411765,0.5625,0.41226708,0.469710667,1,"march",70
"374","187.1","Ezza North","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2023,"Ezza North",0.68627451,0.6,0.529411765,0.5625,0.41226708,0.469710667,2,"march",1165
"375","188","Ezza South","Obubra",NA,NA,NA,1,NA,NA,NA,NA,2020,"Ezza South",0.735494891,0.665466448,0.65376283,0.622009871,0.389807073,0.451434864,1,"june",162
"376","188.1","Ezza South","Obubra",NA,NA,NA,1,NA,NA,NA,NA,2023,"Ezza South",0.735494891,0.665466448,0.65376283,0.622009871,0.389807073,0.451434864,2,"june",1257
"377","189","Ikwo","Obubra",NA,NA,NA,1,NA,NA,NA,NA,2020,"Ikwo",0.762011018,0.676328931,0.602892256,0.710917223,0.39899006,0.45892996,1,"june",162
"378","189.1","Ikwo","Obubra",NA,NA,NA,1,NA,NA,NA,NA,2023,"Ikwo",0.762011018,0.676328931,0.602892256,0.710917223,0.39899006,0.45892996,2,"june",1257
"379","190","Ishielu","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2020,"Ishielu",0.620780141,0.706437387,0.497992048,0.589326015,0.402215764,0.461555673,1,"march",70
"380","190.1","Ishielu","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2023,"Ishielu",0.620780141,0.706437387,0.497992048,0.589326015,0.402215764,0.461555673,2,"march",1165
"381","191","Ivo","Ngor-Okpala",NA,NA,NA,1,NA,NA,NA,NA,2020,"Ivo",0.304424538,0.266473717,0.219305704,0.266910909,0.433913174,0.487111038,1,"june",162
"382","191.1","Ivo","Ngor-Okpala",NA,NA,NA,1,NA,NA,NA,NA,2023,"Ivo",0.304424538,0.266473717,0.219305704,0.266910909,0.433913174,0.487111038,2,"june",1257
"383","192","Izzi","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2020,"Izzi",0.551277798,0.537229424,0.444185918,0.516621408,0.409695434,0.467628265,1,"march",70
"384","192.1","Izzi","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2023,"Izzi",0.551277798,0.537229424,0.444185918,0.516621408,0.409695434,0.467628265,2,"march",1165
"385","193","Ohaukwu","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2020,"Ohaukwu",0.375,0.5,0.483870968,0.446428571,0.40041459,0.460090005,1,"march",70
"386","193.1","Ohaukwu","Owan East",NA,NA,NA,1,NA,NA,NA,NA,2023,"Ohaukwu",0.375,0.5,0.483870968,0.446428571,0.40041459,0.460090005,2,"march",1165
"387","194","Onicha","Obubra",NA,NA,NA,1,NA,NA,NA,NA,2020,"Onicha",0.674363328,0.706345041,0.57082199,0.662857148,0.407479271,0.465831417,1,"june",162
"388","194.1","Onicha","Obubra",NA,NA,NA,1,NA,NA,NA,NA,2023,"Onicha",0.674363328,0.706345041,0.57082199,0.662857148,0.407479271,0.465831417,2,"june",1257
"389","195","Akoko-Edo","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Akoko-Edo",0.403855019,0.232317606,0.394492588,0.499327837,0.304845225,0.381512482,1,"march",70
"390","195.1","Akoko-Edo","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Akoko-Edo",0.403855019,0.232317606,0.394492588,0.499327837,0.304845225,0.381512482,2,"march",1165
"391","196","Egor","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Egor",0.199248098,0.166666667,0.21594687,0.156359395,0.42209808,0.477643111,1,"june",162
"392","196.1","Egor","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Egor",0.199248098,0.166666667,0.21594687,0.156359395,0.42209808,0.477643111,2,"june",1257
"393","197","Esan North East","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Esan North East",0.266666667,0.3,0.230769231,0.227272727,0.339061878,0.409684078,1,"june",162
"394","197.1","Esan North East","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Esan North East",0.266666667,0.3,0.230769231,0.227272727,0.339061878,0.409684078,2,"june",1257
"395","198","Esan Central","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Esan Central",0.555555556,0.625,0.235294118,0.280701754,0.34342137,0.413280793,1,"march",70
"396","198.1","Esan Central","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Esan Central",0.555555556,0.625,0.235294118,0.280701754,0.34342137,0.413280793,2,"march",1165
"397","199","Esan South East","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Esan South East",0.419240922,0.298191902,0.318773719,0.413052039,0.404971726,0.463795838,1,"june",162
"398","199.1","Esan South East","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Esan South East",0.419240922,0.298191902,0.318773719,0.413052039,0.404971726,0.463795838,2,"june",1257
"399","200","Esan West","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Esan West",0.333333333,0.4,0.6,0.243243243,0.366421113,0.432241487,1,"june",162
"400","200.1","Esan West","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Esan West",0.333333333,0.4,0.6,0.243243243,0.366421113,0.432241487,2,"june",1257
"401","201","Etsako Central","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Etsako Central",0.25,0.133333333,0.391304348,0.160714286,0.300181787,0.377689484,1,"march",70
"402","201.1","Etsako Central","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Etsako Central",0.25,0.133333333,0.391304348,0.160714286,0.300181787,0.377689484,2,"march",1165
"403","202","Etsako East","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Etsako East",0.222853343,0.035081229,0.082263184,0.219326988,0.314825995,0.389711717,1,"march",70
"404","202.1","Etsako East","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Etsako East",0.222853343,0.035081229,0.082263184,0.219326988,0.314825995,0.389711717,2,"march",1165
"405","203","Etsako West","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Etsako West",0.156801223,0.047429771,0.039901288,0.091796309,0.290127246,0.36946828,1,"march",70
"406","203.1","Etsako West","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Etsako West",0.156801223,0.047429771,0.039901288,0.091796309,0.290127246,0.36946828,2,"march",1165
"407","204","Igueben","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Igueben",0.246225282,0.155754508,0.318977515,0.312708352,0.415233246,0.472108841,1,"june",162
"408","204.1","Igueben","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Igueben",0.246225282,0.155754508,0.318977515,0.312708352,0.415233246,0.472108841,2,"june",1257
"409","205","Ikpoba-Okha","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ikpoba-Okha",0.320654373,0.317064796,0.486610421,0.409053457,0.323305427,0.396692086,1,"june",162
"410","205.1","Ikpoba-Okha","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ikpoba-Okha",0.320654373,0.317064796,0.486610421,0.409053457,0.323305427,0.396692086,2,"june",1257
"411","206","Aninri","Oru West",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Aninri",0.415856951,0.502677276,0.181500874,0.379519564,0.430439768,0.484335586,1,"june",162
"412","206.1","Aninri","Oru West",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Aninri",0.415856951,0.502677276,0.181500874,0.379519564,0.430439768,0.484335586,2,"june",1257
"413","207","Oredo","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Oredo",0.408607556,0.324212256,0.228866773,0.318484301,0.382076571,0.445104909,1,"june",162
"414","207.1","Oredo","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Oredo",0.408607556,0.324212256,0.228866773,0.318484301,0.382076571,0.445104909,2,"june",1257
"415","208","Orhionmwon","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Orhionmwon",0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953,1,"june",162
"416","208.1","Orhionmwon","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Orhionmwon",0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953,2,"june",1257
"417","209","Ovia North East","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ovia North East",0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179,1,"march",70
"418","209.1","Ovia North East","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ovia North East",0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179,2,"march",1165
"419","210","Ovia South West","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ovia South West",0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962,1,"may",131
"420","210.1","Ovia South West","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ovia South West",0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962,2,"may",1226
"421","211","Owan East","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Owan East",0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709,1,"march",70
"422","211.1","Owan East","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Owan East",0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709,2,"march",1165
"423","212","Owan West","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Owan West",0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274,1,"march",70
"424","212.1","Owan West","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Owan West",0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274,2,"march",1165
"425","213","Uhunmwonde","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Uhunmwonde",0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986,1,"march",70
"426","213.1","Uhunmwonde","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Uhunmwonde",0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986,2,"march",1165
"427","214","Ado Ekiti","Owan East",1,NA,1,NA,NA,NA,NA,NA,2020,"Ado Ekiti",0.307654798,0.266792702,0.30162414,0.251320966,0.357399296,0.424809523,1,"march",70
"428","214.1","Ado Ekiti","Owan East",1,NA,1,NA,NA,NA,NA,NA,2023,"Ado Ekiti",0.307654798,0.266792702,0.30162414,0.251320966,0.357399296,0.424809523,2,"march",1165
"429","215","Efon-Alayee","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2020,"Efon-Alayee",0.209302326,0.375,0.166666667,0.225490196,0.32342441,0.396790109,1,"july",186
"430","215.1","Efon-Alayee","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2023,"Efon-Alayee",0.209302326,0.375,0.166666667,0.225490196,0.32342441,0.396790109,2,"july",1281
"431","216","Ekiti East","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2020,"Ekiti East",0.25,0.299429972,0.125,0.188679245,0.342294717,0.412351259,1,"july",186
"432","216.1","Ekiti East","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2023,"Ekiti East",0.25,0.299429972,0.125,0.188679245,0.342294717,0.412351259,2,"july",1281
"433","217","Ekiti South West","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2020,"Ekiti South West",0.27166064,0.266233759,0.271209078,0.255773664,0.434979733,0.487961894,1,"july",186
"434","217.1","Ekiti South West","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2023,"Ekiti South West",0.27166064,0.266233759,0.271209078,0.255773664,0.434979733,0.487961894,2,"july",1281
"435","218","Awgu","Oru West",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Awgu",0.083333333,0.095238095,0.107142857,0.085365854,0.428474781,0.482762456,1,"june",162
"436","218.1","Awgu","Oru West",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Awgu",0.083333333,0.095238095,0.107142857,0.085365854,0.428474781,0.482762456,2,"june",1257
"437","219","Ekiti West","Oke-Ero",1,NA,1,NA,NA,NA,NA,NA,2020,"Ekiti West",0.184223534,0.213830864,0.207872038,0.250242197,0.332828195,0.404541983,1,"july",186
"438","219.1","Ekiti West","Oke-Ero",1,NA,1,NA,NA,NA,NA,NA,2023,"Ekiti West",0.184223534,0.213830864,0.207872038,0.250242197,0.332828195,0.404541983,2,"july",1281
"439","220","Emure","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2020,"Emure",0.357142857,0.153846154,0.090909091,0.216666667,0.372039671,0.436863758,1,"july",186
"440","220.1","Emure","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2023,"Emure",0.357142857,0.153846154,0.090909091,0.216666667,0.372039671,0.436863758,2,"july",1281
"441","221","Gboyin","Obubra",NA,NA,1,NA,NA,NA,NA,NA,2020,"Gboyin",0.31983529,0.131551915,0.188804999,0.238079038,0.286540024,0.36654315,1,"june",162
"442","221.1","Gboyin","Obubra",NA,NA,1,NA,NA,NA,NA,NA,2023,"Gboyin",0.31983529,0.131551915,0.188804999,0.238079038,0.286540024,0.36654315,2,"june",1257
"443","222","Idosi-Osi","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2020,"Idosi-Osi",0.200434256,0.201353458,0.15356295,0.157016209,0.302701283,0.379754213,1,"july",186
"444","222.1","Idosi-Osi","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2023,"Idosi-Osi",0.200434256,0.201353458,0.15356295,0.157016209,0.302701283,0.379754213,2,"july",1281
"445","223","Ijero","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2020,"Ijero",0.351895834,0.399107494,0.215514406,0.210181374,0.264220599,0.348459432,1,"july",186
"446","223.1","Ijero","Oke-Ero",NA,NA,1,NA,NA,NA,NA,NA,2023,"Ijero",0.351895834,0.399107494,0.215514406,0.210181374,0.264220599,0.348459432,2,"july",1281
"447","224","Ikere","Owan East",NA,NA,1,NA,NA,NA,NA,NA,2020,"Ikere",0.5,0.166666667,0.3,0.288888889,0.456857423,0.50525877,1,"march",70
