LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases
Gubio,Gawabawa,0,0,436,295,2021,2,0
Gudu,Gawabawa,0,0,71,365,2020,1,0
Gudu,Gawabawa,0,0,436,295,2021,2,0
Gujba,Darazo,0,0,71,365,2020,1,0
Gujba,Darazo,0,0,436,295,2021,2,0
Gulani,Alkaleri,0,0,71,365,2020,1,0
Gulani,Alkaleri,0,0,436,295,2021,2,0
Guma,Keana,0,0,71,365,2020,1,0
Guma,Keana,0,0,436,295,2021,2,0
Gumel,Babura,0,0,71,365,2020,1,0
Gumel,Babura,0,0,436,295,2021,2,0
Gummi,Birnin Kebbi,0,0,71,365,2020,1,0
Gummi,Birnin Kebbi,0,0,436,295,2021,2,0
Gurara,Oke-Ero,0,0,71,365,2020,1,0
Gurara,Oke-Ero,0,0,436,295,2021,2,0
Guri,Taura,0,0,71,365,2020,1,0
Guri,Taura,0,0,436,295,2021,2,0
Gusau,Darazo,0,0,71,365,2020,1,0
Gusau,Darazo,0,0,436,295,2021,2,0
Guyuk,Alkaleri,0,0,71,365,2020,1,0
Guyuk,Alkaleri,0,0,436,295,2021,2,0
Guzamala,Babura,0,0,71,365,2020,1,0
Guzamala,Babura,0,0,436,295,2021,2,0
Gwagwalada,Keana,0,0,71,365,2020,1,0
Gwagwalada,Keana,0,0,436,295,2021,2,0
Gwale,Alkaleri,0,0,71,365,2020,1,0
Gwale,Alkaleri,0,0,436,295,2021,2,0
Gwandu,Birnin Kebbi,0,0,71,365,2020,1,0
Gwandu,Birnin Kebbi,0,0,436,295,2021,2,0
Gwaram,Takali,0,0,71,365,2020,1,0
Gwaram,Takali,0,0,436,295,2021,2,0
Gwarzo,Gwarzo,0,0,71,365,2020,1,0
Gwarzo,Gwarzo,0,0,436,295,2021,2,0
Gwer East,Oke-Ero,0,0,71,365,2020,1,0
Gwer East,Oke-Ero,0,0,436,295,2021,2,0
Gwer West,Keana,0,0,71,365,2020,1,0
Gwer West,Keana,0,0,436,295,2021,2,0
Gwiwa,Babura,0,0,71,365,2020,1,0
Gwiwa,Babura,0,0,436,295,2021,2,0
Gwoza,Darazo,0,0,71,365,2020,1,0
Gwoza,Darazo,0,0,436,295,2021,2,0
Hadejia,Taura,0,0,71,365,2020,1,0
Hadejia,Taura,0,0,436,295,2021,2,0
Hawul,Darazo,0,0,71,365,2020,1,0
Hawul,Darazo,0,0,436,295,2021,2,0
Hong,Darazo,0,0,71,365,2020,1,0
Hong,Darazo,0,0,436,295,2021,2,0
Ibadan North,Owan East,0,0,71,365,2020,1,0
Ibadan North,Owan East,0,0,436,295,2021,2,0
Ibadan North East,Owan East,0,0,71,365,2020,1,0
Ibadan North East,Owan East,0,0,436,295,2021,2,0
Ibadan North West,Owan East,0,0,71,365,2020,1,0
Ibadan North West,Owan East,0,0,436,295,2021,2,0
Ibadan South East,Akinyele,0,0,71,365,2020,1,0
Ibadan South East,Akinyele,0,0,436,295,2021,2,0
Ibadan South West,Owan East,0,0,71,365,2020,1,0
Ibadan South West,Owan East,0,0,436,295,2021,2,0
Ibaji,Uzo-Uwani,0,0,71,365,2020,1,0
Ibaji,Uzo-Uwani,0,0,436,295,2021,2,0
Ibarapa Central,Akinyele,0,0,71,365,2020,1,0
Ibarapa Central,Akinyele,0,0,436,295,2021,2,0
Ibarapa East,Oke-Ero,0,0,71,365,2020,1,0
Ibarapa East,Oke-Ero,0,0,436,295,2021,2,0
Ibarapa North,Oke-Ero,0,0,71,365,2020,1,0
Ibarapa North,Oke-Ero,0,0,436,295,2021,2,0
Ibeju-Lekki,Uzo-Uwani,0,0,71,365,2020,1,0
Ibeju-Lekki,Uzo-Uwani,0,0,436,295,2021,2,0
Ibeno,Nsit Ubium,0,0,71,365,2020,1,0
Ibeno,Nsit Ubium,0,0,436,295,2021,2,0
Ibesikpo Asutan,Nsit Ubium,0,0,71,365,2020,1,0
Ibesikpo Asutan,Nsit Ubium,0,0,436,295,2021,2,0
Ibi,Keana,0,0,71,365,2020,1,0
Ibi,Keana,0,0,436,295,2021,2,0
Ibiono Ibom,Ngor-Okpala,0,0,71,365,2020,1,0
Ibiono Ibom,Ngor-Okpala,0,0,436,295,2021,2,0
Idah,Uzo-Uwani,0,0,71,365,2020,1,0
Idah,Uzo-Uwani,0,0,436,295,2021,2,0
Idanre,Akinyele,0,0,71,365,2020,1,0
Idanre,Akinyele,0,0,436,295,2021,2,0
Ideato North,Oru West,0,0,71,365,2020,1,0
Ideato North,Oru West,0,0,436,295,2021,2,0
Ideato South,Ngor-Okpala,0,0,71,365,2020,1,0
Ideato South,Ngor-Okpala,0,0,436,295,2021,2,0
Idemili North,Uzo-Uwani,0,0,71,365,2020,1,0
Idemili North,Uzo-Uwani,0,0,436,295,2021,2,0
Idemili South,Oru West,0,0,71,365,2020,1,0
Idemili South,Oru West,0,0,436,295,2021,2,0
Ido,Akinyele,0,0,71,365,2020,1,0
Ido,Akinyele,0,0,436,295,2021,2,0
Idosi-Osi,Oke-Ero,0,0,71,365,2020,1,0
Idosi-Osi,Oke-Ero,0,0,436,295,2021,2,0
Ifako-Ijaye,Uzo-Uwani,0,0,71,365,2020,1,0
Ifako-Ijaye,Uzo-Uwani,0,0,436,295,2021,2,0
Ife Central,Akinyele,0,0,71,365,2020,1,0
Ife Central,Akinyele,0,0,436,295,2021,2,0
Ife East,Akinyele,0,0,71,365,2020,1,0
Ife East,Akinyele,0,0,436,295,2021,2,0
Ife North,Akinyele,0,0,71,365,2020,1,0
Ife North,Akinyele,0,0,436,295,2021,2,0
Ife South,Akinyele,0,0,71,365,2020,1,0
Ife South,Akinyele,0,0,436,295,2021,2,0
Ifedayo,Oke-Ero,0,0,71,365,2020,1,0
Ifedayo,Oke-Ero,0,0,436,295,2021,2,0
Ifedore,Oke-Ero,0,0,71,365,2020,1,0
Ifedore,Oke-Ero,0,0,436,295,2021,2,0
Ifelodun1,Oke-Ero,0,0,71,365,2020,1,0
Ifelodun1,Oke-Ero,0,0,436,295,2021,2,0
Ifelodun2,Akinyele,0,0,71,365,2020,1,0
Ifelodun2,Akinyele,0,0,436,295,2021,2,0
Ifo,Uzo-Uwani,0,0,71,365,2020,1,0
Ifo,Uzo-Uwani,0,0,436,295,2021,2,0
Igabi,Soba,0,0,71,365,2020,1,0
Igabi,Soba,0,0,436,295,2021,2,0
Igalamela-Odolu,Uzo-Uwani,0,0,71,365,2020,1,0
Igalamela-Odolu,Uzo-Uwani,0,0,436,295,2021,2,0
Igbo-Etiti,Uzo-Uwani,0,0,71,365,2020,1,0
Igbo-Etiti,Uzo-Uwani,0,0,436,295,2021,2,0
Igbo-Eze North,Uzo-Uwani,0,0,71,365,2020,1,0
Igbo-Eze North,Uzo-Uwani,0,0,436,295,2021,2,0
Igbo-Eze South,Uzo-Uwani,0,0,71,365,2020,1,0
Igbo-Eze South,Uzo-Uwani,0,0,436,295,2021,2,0
Igueben,Uzo-Uwani,0,0,71,365,2020,1,0
Igueben,Uzo-Uwani,0,0,436,295,2021,2,0
Ihiala,Oru West,0,0,71,365,2020,1,0
Ihiala,Oru West,0,0,436,295,2021,2,0
Ihitte-Uboma,Ngor-Okpala,0,0,71,365,2020,1,0
Ihitte-Uboma,Ngor-Okpala,0,0,436,295,2021,2,0
Ijebu East,Oke-Ero,0,0,71,365,2020,1,0
Ijebu East,Oke-Ero,0,0,436,295,2021,2,0
Ijebu North,Owan East,0,0,71,365,2020,1,0
Ijebu North,Owan East,0,0,436,295,2021,2,0
Ijebu North East,Oke-Ero,0,0,71,365,2020,1,0
Ijebu North East,Oke-Ero,0,0,436,295,2021,2,0
Ijebu ode,Owan East,0,0,71,365,2020,1,0
Ijebu ode,Owan East,0,0,436,295,2021,2,0
Ijero,Oke-Ero,0,0,71,365,2020,1,0
Ijero,Oke-Ero,0,0,436,295,2021,2,0
Ijumu,Oke-Ero,0,0,71,365,2020,1,0
Ijumu,Oke-Ero,0,0,436,295,2021,2,0
Ika,Ngor-Okpala,0,0,71,365,2020,1,0
Ika,Ngor-Okpala,0,0,436,295,2021,2,0
Ika North East,Uzo-Uwani,0,0,71,365,2020,1,0
Ika North East,Uzo-Uwani,0,0,436,295,2021,2,0
Ika South,Uzo-Uwani,0,0,71,365,2020,1,0
Ika South,Uzo-Uwani,0,0,436,295,2021,2,0
Ikara,Soba,0,0,71,365,2020,1,0
Ikara,Soba,0,0,436,295,2021,2,0
Ikeduru,Ngor-Okpala,0,0,71,365,2020,1,0
Ikeduru,Ngor-Okpala,0,0,436,295,2021,2,0
Ikeja,Uzo-Uwani,0,0,71,365,2020,1,0
Ikeja,Uzo-Uwani,0,0,436,295,2021,2,0
Ikenne,Owan East,0,0,71,365,2020,1,0
Ikenne,Owan East,0,0,436,295,2021,2,0
Ikere,Owan East,0,0,71,365,2020,1,0
Ikere,Owan East,0,0,436,295,2021,2,0
Ikole,Oke-Ero,0,0,71,365,2020,1,0
Ikole,Oke-Ero,0,0,436,295,2021,2,0
Ikom,Obubra,0,0,71,365,2020,1,0
Ikom,Obubra,0,0,436,295,2021,2,0
Ikono,Ngor-Okpala,0,0,71,365,2020,1,0
Ikono,Ngor-Okpala,0,0,436,295,2021,2,0
Ikorodu,Uzo-Uwani,0,0,71,365,2020,1,0
Ikorodu,Uzo-Uwani,0,0,436,295,2021,2,0
Ikot Abasi,Nsit Ubium,0,0,71,365,2020,1,0
Ikot Abasi,Nsit Ubium,0,0,436,295,2021,2,0
Ikot Ekpene,Ngor-Okpala,0,0,71,365,2020,1,0
Ikot Ekpene,Ngor-Okpala,0,0,436,295,2021,2,0
Ikpoba-Okha,Uzo-Uwani,0,0,71,365,2020,1,0
Ikpoba-Okha,Uzo-Uwani,0,0,436,295,2021,2,0
Ikwerre,Oru West,0,0,71,365,2020,1,0
Ikwerre,Oru West,0,0,436,295,2021,2,0
Ikwo,Obubra,0,0,71,365,2020,1,0
Ikwo,Obubra,0,0,436,295,2021,2,0
Ikwuano,Ngor-Okpala,0,0,71,365,2020,1,0
Ikwuano,Ngor-Okpala,0,0,436,295,2021,2,0
Ila,Oke-Ero,0,0,71,365,2020,1,0
Ila,Oke-Ero,0,0,436,295,2021,2,0
Ilaje,Owan East,0,0,71,365,2020,1,0
Ilaje,Owan East,0,0,436,295,2021,2,0
Ilemeji,Akinyele,0,0,71,365,2020,1,0
Ilemeji,Akinyele,0,0,436,295,2021,2,0
Ile-Oluji-Okeigbo,Oke-Ero,0,0,71,365,2020,1,0
Ile-Oluji-Okeigbo,Oke-Ero,0,0,436,295,2021,2,0
Ilesha East,Owan East,0,0,71,365,2020,1,0
Ilesha East,Owan East,0,0,436,295,2021,2,0
Ilesha West,Akinyele,0,0,71,365,2020,1,0
Ilesha West,Akinyele,0,0,436,295,2021,2,0
Illela,Gawabawa,0,0,71,365,2020,1,0
Illela,Gawabawa,0,0,436,295,2021,2,0
Ilorin East,Oke-Ero,0,0,71,365,2020,1,0
Ilorin East,Oke-Ero,0,0,436,295,2021,2,0
Ilorin South,Oke-Ero,0,0,71,365,2020,1,0
Ilorin South,Oke-Ero,0,0,436,295,2021,2,0
Ilorin West,Owan East,0,0,71,365,2020,1,0
Ilorin West,Owan East,0,0,436,295,2021,2,0
Imeko-Afon,Oke-Ero,0,0,71,365,2020,1,0
Imeko-Afon,Oke-Ero,0,0,436,295,2021,2,0
Ingawa,Rimi,0,0,71,365,2020,1,0
Ingawa,Rimi,0,0,436,295,2021,2,0
Ini,Ngor-Okpala,0,0,71,365,2020,1,0
Ini,Ngor-Okpala,0,0,436,295,2021,2,0
Ipokia,Uzo-Uwani,0,0,71,365,2020,1,0
Ipokia,Uzo-Uwani,0,0,436,295,2021,2,0
Irele,Akinyele,0,0,71,365,2020,1,0
Irele,Akinyele,0,0,436,295,2021,2,0
Irepo,Oke-Ero,0,0,71,365,2020,1,0
Irepo,Oke-Ero,0,0,436,295,2021,2,0
Irepodun1,Oke-Ero,0,0,71,365,2020,1,0
Irepodun1,Oke-Ero,0,0,436,295,2021,2,0
Irepodun2,Owan East,0,0,71,365,2020,1,0
Irepodun2,Owan East,0,0,436,295,2021,2,0
Irepodun-Ifelodun,Akinyele,0,0,71,365,2020,1,0
Irepodun-Ifelodun,Akinyele,0,0,436,295,2021,2,0
Irewole,Akinyele,0,0,71,365,2020,1,0
Irewole,Akinyele,0,0,436,295,2021,2,0
Isa,Rimi,0,0,71,365,2020,1,0
Isa,Rimi,0,0,436,295,2021,2,0
Ise-Orun,Oke-Ero,0,0,71,365,2020,1,0
Ise-Orun,Oke-Ero,0,0,436,295,2021,2,0
Iseyin,Akinyele,0,0,71,365,2020,1,0
Iseyin,Akinyele,0,0,436,295,2021,2,0
Ishielu,Owan East,0,0,71,365,2020,1,0
Ishielu,Owan East,0,0,436,295,2021,2,0
Isiala Mbano,Owan East,0,0,71,365,2020,1,0
Isiala Mbano,Owan East,0,0,436,295,2021,2,0
Isiala-Ngwa North,Ngor-Okpala,0,0,71,365,2020,1,0
Isiala-Ngwa North,Ngor-Okpala,0,0,436,295,2021,2,0
Isiala-Ngwa South,Ngor-Okpala,0,0,71,365,2020,1,0
Isiala-Ngwa South,Ngor-Okpala,0,0,436,295,2021,2,0
Isin,Ngor-Okpala,0,0,71,365,2020,1,0
Isin,Ngor-Okpala,0,0,436,295,2021,2,0
Isi-Uzo,Oke-Ero,0,0,71,365,2020,1,0
Isi-Uzo,Oke-Ero,0,0,436,295,2021,2,0
Isokan,Akinyele,0,0,71,365,2020,1,0
Isokan,Akinyele,0,0,436,295,2021,2,0
Isoko North,Isoko South,0,0,71,365,2020,1,0
Isoko North,Isoko South,0,0,436,295,2021,2,0
Isoko South,Isoko South,0,0,71,365,2020,1,0
Isoko South,Isoko South,0,0,436,295,2021,2,0
Isu,Ngor-Okpala,0,0,71,365,2020,1,0
Isu,Ngor-Okpala,0,0,436,295,2021,2,0
Isuikwato,Ngor-Okpala,0,0,71,365,2020,1,0
Isuikwato,Ngor-Okpala,0,0,436,295,2021,2,0
Itas-Gadau,Taura,0,0,71,365,2020,1,0
Itas-Gadau,Taura,0,0,436,295,2021,2,0
Itesiwaju,Akinyele,0,0,71,365,2020,1,0
Itesiwaju,Akinyele,0,0,436,295,2021,2,0
Itu,Ngor-Okpala,0,0,71,365,2020,1,0
Itu,Ngor-Okpala,0,0,436,295,2021,2,0
Ivo,Ngor-Okpala,0,0,71,365,2020,1,0
Ivo,Ngor-Okpala,0,0,436,295,2021,2,0
Iwajowa,Oke-Ero,0,0,71,365,2020,1,0
Iwajowa,Oke-Ero,0,0,436,295,2021,2,0
Iwo,Akinyele,0,0,71,365,2020,1,0
Iwo,Akinyele,0,0,436,295,2021,2,0
Izzi,Owan East,0,0,71,365,2020,1,0
Izzi,Owan East,0,0,436,295,2021,2,0
Jaba,Oke-Ero,0,0,71,365,2020,1,0
Jaba,Oke-Ero,0,0,436,295,2021,2,0
Jada,Alkaleri,0,0,71,365,2020,1,0
Jada,Alkaleri,0,0,436,295,2021,2,0
Jahun,Taura,0,0,71,365,2020,1,0
Jahun,Taura,0,0,436,295,2021,2,0
Jakusko,Taura,0,0,71,365,2020,1,0
Jakusko,Taura,0,0,436,295,2021,2,0
Jalingo,Keana,0,0,71,365,2020,1,0
Jalingo,Keana,0,0,436,295,2021,2,0
Jama'are,Taura,0,0,71,365,2020,1,0
Jama'are,Taura,0,0,436,295,2021,2,0
Jega,Birnin Kebbi,0,0,71,365,2020,1,0
Jega,Birnin Kebbi,0,0,436,295,2021,2,0
Jema'a,Soba,0,0,71,365,2020,1,0
Jema'a,Soba,0,0,436,295,2021,2,0
Jere,Gawabawa,0,0,71,365,2020,1,0
Jere,Gawabawa,0,0,436,295,2021,2,0
Jibia,Rimi,0,0,71,365,2020,1,0
Jibia,Rimi,0,0,436,295,2021,2,0
Jos East,Soba,0,0,71,365,2020,1,0
Jos East,Soba,0,0,436,295,2021,2,0
Jos North,Soba,0,0,71,365,2020,1,0
Jos North,Soba,0,0,436,295,2021,2,0
Jos South,Soba,0,0,71,365,2020,1,0
Jos South,Soba,0,0,436,295,2021,2,0
Kabba-Bunu,Oke-Ero,0,0,71,365,2020,1,0
Kabba-Bunu,Oke-Ero,0,0,436,295,2021,2,0
Kabo,Gwarzo,0,0,71,365,2020,1,0
Kabo,Gwarzo,0,0,436,295,2021,2,0
Kachia,Ngor-Okpala,0,0,71,365,2020,1,0
Kachia,Ngor-Okpala,0,0,436,295,2021,2,0
Kaduna North,Soba,0,0,71,365,2020,1,0
Kaduna North,Soba,0,0,436,295,2021,2,0
Kaduna South,Soba,0,0,71,365,2020,1,0
Kaduna South,Soba,0,0,436,295,2021,2,0
Kafin Hausa,Taura,0,0,71,365,2020,1,0
Kafin Hausa,Taura,0,0,436,295,2021,2,0
Kafur,Gwarzo,0,0,71,365,2020,1,0
Kafur,Gwarzo,0,0,436,295,2021,2,0
Kaga,Darazo,0,0,71,365,2020,1,0
Kaga,Darazo,0,0,436,295,2021,2,0
Kagarko,Oke-Ero,0,0,71,365,2020,1,0
Kagarko,Oke-Ero,0,0,436,295,2021,2,0
Kaiama,Oke-Ero,0,0,71,365,2020,1,0
Kaiama,Oke-Ero,0,0,436,295,2021,2,0
Kaita,Rimi,0,0,71,365,2020,1,0
Kaita,Rimi,0,0,436,295,2021,2,0
Kajola,Akinyele,0,0,71,365,2020,1,0
Kajola,Akinyele,0,0,436,295,2021,2,0
Kajuru,Soba,0,0,71,365,2020,1,0
Kajuru,Soba,0,0,436,295,2021,2,0
Kala-Balge,Darazo,0,0,71,365,2020,1,0
Kala-Balge,Darazo,0,0,436,295,2021,2,0
Kalgo,Birnin Kebbi,0,0,71,365,2020,1,0
Kalgo,Birnin Kebbi,0,0,436,295,2021,2,0
Kaltungo,Alkaleri,0,0,71,365,2020,1,0
Kaltungo,Alkaleri,0,0,436,295,2021,2,0
Kanam,Alkaleri,0,0,71,365,2020,1,0
Kanam,Alkaleri,0,0,436,295,2021,2,0
Kankara,Rimi,0,0,71,365,2020,1,0
Kankara,Rimi,0,0,436,295,2021,2,0
Kanke,Alkaleri,0,0,71,365,2020,1,0
Kanke,Alkaleri,0,0,436,295,2021,2,0
Kankia,Rimi,0,0,71,365,2020,1,0
Kankia,Rimi,0,0,436,295,2021,2,0
Kano Municipal,Alkaleri,0,0,71,365,2020,1,0
Kano Municipal,Alkaleri,0,0,436,295,2021,2,0
Karasuwa,Taura,0,0,71,365,2020,1,0
Karasuwa,Taura,0,0,436,295,2021,2,0
Karaye,Gwarzo,0,0,71,365,2020,1,0
Karaye,Gwarzo,0,0,436,295,2021,2,0
Karin-Lamido,Alkaleri,0,0,71,365,2020,1,0
Karin-Lamido,Alkaleri,0,0,436,295,2021,2,0
Karu,Oke-Ero,0,0,71,365,2020,1,0
Karu,Oke-Ero,0,0,436,295,2021,2,0
Katagum,Gwarzo,0,0,71,365,2020,1,0
Katagum,Gwarzo,0,0,436,295,2021,2,0
Katcha,Oke-Ero,0,0,71,365,2020,1,0
Katcha,Oke-Ero,0,0,436,295,2021,2,0
Katsina,Rimi,0,0,71,365,2020,1,0
Katsina,Rimi,0,0,436,295,2021,2,0
Katsina-Ala,Keana,0,0,71,365,2020,1,0
Katsina-Ala,Keana,0,0,436,295,2021,2,0
Kaugama,Taura,0,0,71,365,2020,1,0
Kaugama,Taura,0,0,436,295,2021,2,0
Kaura,Soba,0,0,71,365,2020,1,0
Kaura,Soba,0,0,436,295,2021,2,0
Kaura-Namoda,Rimi,0,0,71,365,2020,1,0
Kaura-Namoda,Rimi,0,0,436,295,2021,2,0
Kauru,Soba,0,0,71,365,2020,1,0
Kauru,Soba,0,0,436,295,2021,2,0
Kazaure,Babura,0,0,71,365,2020,1,0
Kazaure,Babura,0,0,436,295,2021,2,0
Keana,Keana,0,0,71,365,2020,1,0
Keana,Keana,0,0,436,295,2021,2,0
Kebbe,Birnin Kebbi,0,0,71,365,2020,1,0
Kebbe,Birnin Kebbi,0,0,436,295,2021,2,0
Keffi,Oke-Ero,0,0,71,365,2020,1,0
Keffi,Oke-Ero,0,0,436,295,2021,2,0
Khana,Nsit Ubium,0,0,71,365,2020,1,0
Khana,Nsit Ubium,0,0,436,295,2021,2,0
Kibiya,Gwarzo,0,0,71,365,2020,1,0
Kibiya,Gwarzo,0,0,436,295,2021,2,0
Kirfi,Alkaleri,0,0,71,365,2020,1,0
Kirfi,Alkaleri,0,0,436,295,2021,2,0
Kiri Kasamma,Taura,0,0,71,365,2020,1,0
Kiri Kasamma,Taura,0,0,436,295,2021,2,0
Kiru,Gwarzo,0,0,71,365,2020,1,0
Kiru,Gwarzo,0,0,436,295,2021,2,0
Kiyawa,Takali,0,0,71,365,2020,1,0
Kiyawa,Takali,0,0,436,295,2021,2,0
Kogi,Keana,0,0,71,365,2020,1,0
Kogi,Keana,0,0,436,295,2021,2,0
Koko-Besse,Birnin Kebbi,0,0,71,365,2020,1,0
Koko-Besse,Birnin Kebbi,0,0,436,295,2021,2,0
Kokona,Oke-Ero,0,0,71,365,2020,1,0
Kokona,Oke-Ero,0,0,436,295,2021,2,0
Kolokuma-Opokuma,Ahoada West,0,0,71,365,2020,1,0
Kolokuma-Opokuma,Ahoada West,0,0,436,295,2021,2,0
Konduga,Darazo,0,0,71,365,2020,1,0
Konduga,Darazo,0,0,436,295,2021,2,0
Konshisha,Oke-Ero,0,0,71,365,2020,1,0
Konshisha,Oke-Ero,0,0,436,295,2021,2,0
Kontagora,Oke-Ero,0,0,71,365,2020,1,0
Kontagora,Oke-Ero,0,0,436,295,2021,2,0
Kosofe,Isoko South,0,0,71,365,2020,1,0
Kosofe,Isoko South,0,0,436,295,2021,2,0
Kubau,Soba,0,0,71,365,2020,1,0
Kubau,Soba,0,0,436,295,2021,2,0
Kudan,Giwa,0,0,71,365,2020,1,0
Kudan,Giwa,0,0,436,295,2021,2,0
Kuje,Keana,0,0,71,365,2020,1,0
Kuje,Keana,0,0,436,295,2021,2,0
Kukawa,Babura,0,0,71,365,2020,1,0
Kukawa,Babura,0,0,436,295,2021,2,0
Kumbotso,Taura,0,0,71,365,2020,1,0
Kumbotso,Taura,0,0,436,295,2021,2,0
Kunchi,Babura,0,0,71,365,2020,1,0
Kunchi,Babura,0,0,436,295,2021,2,0
Kura,Gwarzo,0,0,71,365,2020,1,0
Kura,Gwarzo,0,0,436,295,2021,2,0
Kurfi,Rimi,0,0,71,365,2020,1,0
Kurfi,Rimi,0,0,436,295,2021,2,0
Kurmi,Oru West,0,0,71,365,2020,1,0
Kurmi,Oru West,0,0,436,295,2021,2,0
Kusada,Rimi,0,0,71,365,2020,1,0
Kusada,Rimi,0,0,436,295,2021,2,0
Kwali,Keana,0,0,71,365,2020,1,0
Kwali,Keana,0,0,436,295,2021,2,0
Kwami,Alkaleri,0,0,71,365,2020,1,0
Kwami,Alkaleri,0,0,436,295,2021,2,0
Kwande,Oke-Ero,0,0,71,365,2020,1,0
Kwande,Oke-Ero,0,0,436,295,2021,2,0
Kware,Gawabawa,0,0,71,365,2020,1,0
Kware,Gawabawa,0,0,436,295,2021,2,0
Kwaya Kusar,Alkaleri,0,0,71,365,2020,1,0
Kwaya Kusar,Alkaleri,0,0,436,295,2021,2,0
Lafia,Alkaleri,0,0,71,365,2020,1,0
Lafia,Alkaleri,0,0,436,295,2021,2,0
Lagelu,Akinyele,0,0,71,365,2020,1,0
Lagelu,Akinyele,0,0,436,295,2021,2,0
Lagos Island,Isoko South,0,0,71,365,2020,1,0
Lagos Island,Isoko South,0,0,436,295,2021,2,0
Lagos Mainland,Isoko South,0,0,71,365,2020,1,0
Lagos Mainland,Isoko South,0,0,436,295,2021,2,0
Lamurde,Alkaleri,0,0,71,365,2020,1,0
Lamurde,Alkaleri,0,0,436,295,2021,2,0
Langtang North,Alkaleri,0,0,71,365,2020,1,0
Langtang North,Alkaleri,0,0,436,295,2021,2,0
Langtang South,Keana,0,0,71,365,2020,1,0
Langtang South,Keana,0,0,436,295,2021,2,0
Lapai,Oke-Ero,0,0,71,365,2020,1,0
Lapai,Oke-Ero,0,0,436,295,2021,2,0
Lau,Alkaleri,0,0,71,365,2020,1,0
Lau,Alkaleri,0,0,436,295,2021,2,0
Lavun,Oke-Ero,0,0,71,365,2020,1,0
Lavun,Oke-Ero,0,0,436,295,2021,2,0
Lere,Soba,0,0,71,365,2020,1,0
Lere,Soba,0,0,436,295,2021,2,0
Logo,Keana,0,0,71,365,2020,1,0
Logo,Keana,0,0,436,295,2021,2,0
Lokoja,Keana,0,0,71,365,2020,1,0
Lokoja,Keana,0,0,436,295,2021,2,0
Machina,Taura,0,0,71,365,2020,1,0
Machina,Taura,0,0,436,295,2021,2,0
Madagali,Darazo,0,0,71,365,2020,1,0
Madagali,Darazo,0,0,436,295,2021,2,0
Madobi,Taura,0,0,71,365,2020,1,0
Madobi,Taura,0,0,436,295,2021,2,0
Mafa,Darazo,0,0,71,365,2020,1,0
Mafa,Darazo,0,0,436,295,2021,2,0
Magama,Oke-Ero,0,0,71,365,2020,1,0
Magama,Oke-Ero,0,0,436,295,2021,2,0
Magumeri,Gawabawa,0,0,71,365,2020,1,0
Magumeri,Gawabawa,0,0,436,295,2021,2,0
Mai'Adua,Rimi,0,0,71,365,2020,1,0
Mai'Adua,Rimi,0,0,436,295,2021,2,0
Maiduguri,Darazo,0,0,71,365,2020,1,0
Maiduguri,Darazo,0,0,436,295,2021,2,0
Maigatari,Babura,0,0,71,365,2020,1,0
Maigatari,Babura,0,0,436,295,2021,2,0
Maiha,Alkaleri,0,0,71,365,2020,1,0
Maiha,Alkaleri,0,0,436,295,2021,2,0
Maiyama,Birnin Kebbi,0,0,71,365,2020,1,0
Maiyama,Birnin Kebbi,0,0,436,295,2021,2,0
Makoda,Babura,0,0,71,365,2020,1,0
Makoda,Babura,0,0,436,295,2021,2,0
Makurdi,Keana,0,0,71,365,2020,1,0
Makurdi,Keana,0,0,436,295,2021,2,0
Malam Madori,Taura,0,0,71,365,2020,1,0
Malam Madori,Taura,0,0,436,295,2021,2,0
Malumfashi,Gwarzo,0,0,71,365,2020,1,0
Malumfashi,Gwarzo,0,0,436,295,2021,2,0
Mangu,Darazo,0,0,71,365,2020,1,0
Mangu,Darazo,0,0,436,295,2021,2,0
Mani,Rimi,0,0,71,365,2020,1,0
Mani,Rimi,0,0,436,295,2021,2,0
Maradun,Darazo,0,0,71,365,2020,1,0
Maradun,Darazo,0,0,436,295,2021,2,0
Mariga,Oke-Ero,0,0,71,365,2020,1,0
Mariga,Oke-Ero,0,0,436,295,2021,2,0
Markafi,Gwarzo,0,0,71,365,2020,1,0
Markafi,Gwarzo,0,0,436,295,2021,2,0
Marte,Babura,0,0,71,365,2020,1,0
Marte,Babura,0,0,436,295,2021,2,0
Maru,Giwa,0,0,71,365,2020,1,0
Maru,Giwa,0,0,436,295,2021,2,0
Mashegu,Oke-Ero,0,0,71,365,2020,1,0
Mashegu,Oke-Ero,0,0,436,295,2021,2,0
Mashi,Rimi,0,0,71,365,2020,1,0
Mashi,Rimi,0,0,436,295,2021,2,0
Matazuu,Rimi,0,0,71,365,2020,1,0
Matazuu,Rimi,0,0,436,295,2021,2,0
Mayo-Belwa,Alkaleri,0,0,71,365,2020,1,0
Mayo-Belwa,Alkaleri,0,0,436,295,2021,2,0
Mbaitoli,Ngor-Okpala,0,0,71,365,2020,1,0
Mbaitoli,Ngor-Okpala,0,0,436,295,2021,2,0
Mbo,Nsit Ubium,0,0,71,365,2020,1,0
Mbo,Nsit Ubium,0,0,436,295,2021,2,0
Michika,Darazo,0,0,71,365,2020,1,0
Michika,Darazo,0,0,436,295,2021,2,0
Miga,Taura,0,0,71,365,2020,1,0
Miga,Taura,0,0,436,295,2021,2,0
Mikang,Alkaleri,0,0,71,365,2020,1,0
