,LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
3321,Ayamelum,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3322,Ayamelum,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3323,Ayamelum,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3324,Ayamelum,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3325,Uyo,Nsit Ubium,june,518,2021,1,-1,1,0.6,15
3326,Uyo,Nsit Ubium,june,548,2021,2,-1,1,0.6,15
3327,Uyo,Nsit Ubium,june,578,2021,3,-1,1,0.6,15
3328,Uyo,Nsit Ubium,june,608,2021,4,-1,1,0.6,15
3329,Aguata,Oru West,june,518,2021,1,-1,1,0.6,15
3330,Aguata,Oru West,june,548,2021,2,-1,1,0.6,15
3331,Aguata,Oru West,june,578,2021,3,-1,1,0.6,15
3332,Aguata,Oru West,june,608,2021,4,-1,1,0.6,15
3333,Anambra East,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3334,Anambra East,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3335,Anambra East,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3336,Anambra East,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3337,Anambra West,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3338,Anambra West,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3339,Anambra West,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3340,Anambra West,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3341,Anaocha,Oru West,june,518,2021,1,-1,1,0.6,15
3342,Anaocha,Oru West,june,548,2021,2,-1,1,0.6,15
3343,Anaocha,Oru West,june,578,2021,3,-1,1,0.6,15
3344,Anaocha,Oru West,june,608,2021,4,-1,1,0.6,15
3345,Dunukofia,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3346,Dunukofia,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3347,Dunukofia,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3348,Dunukofia,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3349,Ekwusigo,Oru West,june,518,2021,1,-1,1,0.6,15
3350,Ekwusigo,Oru West,june,548,2021,2,-1,1,0.6,15
3351,Ekwusigo,Oru West,june,578,2021,3,-1,1,0.6,15
3352,Ekwusigo,Oru West,june,608,2021,4,-1,1,0.6,15
3353,Idemili North,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3354,Idemili North,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3355,Idemili North,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3356,Idemili North,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3357,Idemili South,Oru West,june,518,2021,1,-1,1,0.6,15
3358,Idemili South,Oru West,june,548,2021,2,-1,1,0.6,15
3359,Idemili South,Oru West,june,578,2021,3,-1,1,0.6,15
3360,Idemili South,Oru West,june,608,2021,4,-1,1,0.6,15
3361,Ihiala,Oru West,june,518,2021,1,-1,1,0.6,15
3362,Ihiala,Oru West,june,548,2021,2,-1,1,0.6,15
3363,Ihiala,Oru West,june,578,2021,3,-1,1,0.6,15
3364,Ihiala,Oru West,june,608,2021,4,-1,1,0.6,15
3365,Njikoka,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3366,Njikoka,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3367,Njikoka,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3368,Njikoka,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3369,Nnewi North,Oru West,june,518,2021,1,-1,1,0.6,15
3370,Nnewi North,Oru West,june,548,2021,2,-1,1,0.6,15
3371,Nnewi North,Oru West,june,578,2021,3,-1,1,0.6,15
3372,Nnewi North,Oru West,june,608,2021,4,-1,1,0.6,15
3373,Nnewi South,Oru West,june,518,2021,1,-1,1,0.6,15
3374,Nnewi South,Oru West,june,548,2021,2,-1,1,0.6,15
3375,Nnewi South,Oru West,june,578,2021,3,-1,1,0.6,15
3376,Nnewi South,Oru West,june,608,2021,4,-1,1,0.6,15
3377,Ogbaru,Ahoada West,may,488,2021,1,-1,1,0.6,15
3378,Ogbaru,Ahoada West,may,518,2021,2,-1,1,0.6,15
3379,Ogbaru,Ahoada West,may,548,2021,3,-1,1,0.6,15
3380,Ogbaru,Ahoada West,may,578,2021,4,-1,1,0.6,15
3381,Onitsha North,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3382,Onitsha North,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3383,Onitsha North,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3384,Onitsha North,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3385,Onitsha South,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3386,Onitsha South,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3387,Onitsha South,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3388,Onitsha South,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3389,Orumba North,Oru West,june,518,2021,1,-1,1,0.6,15
3390,Orumba North,Oru West,june,548,2021,2,-1,1,0.6,15
3391,Orumba North,Oru West,june,578,2021,3,-1,1,0.6,15
3392,Orumba North,Oru West,june,608,2021,4,-1,1,0.6,15
3393,Orumba South,Oru West,june,518,2021,1,-1,1,0.6,15
3394,Orumba South,Oru West,june,548,2021,2,-1,1,0.6,15
3395,Orumba South,Oru West,june,578,2021,3,-1,1,0.6,15
3396,Orumba South,Oru West,june,608,2021,4,-1,1,0.6,15
3397,Oyi,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3398,Oyi,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3399,Oyi,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3400,Oyi,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3401,Alkaleri,Alkaleri,july,550,2021,1,-1,1,0.6,15
3402,Alkaleri,Alkaleri,july,580,2021,2,-1,1,0.6,15
3403,Alkaleri,Alkaleri,july,610,2021,3,-1,1,0.6,15
3404,Alkaleri,Alkaleri,july,640,2021,4,-1,1,0.6,15
3405,Bauchi,Alkaleri,july,550,2021,1,-1,1,0.6,15
3406,Bauchi,Alkaleri,july,580,2021,2,-1,1,0.6,15
3407,Bauchi,Alkaleri,july,610,2021,3,-1,1,0.6,15
3408,Bauchi,Alkaleri,july,640,2021,4,-1,1,0.6,15
3409,Bogoro,Alkaleri,july,550,2021,1,-1,1,0.6,15
3410,Bogoro,Alkaleri,july,580,2021,2,-1,1,0.6,15
3411,Bogoro,Alkaleri,july,610,2021,3,-1,1,0.6,15
3412,Bogoro,Alkaleri,july,640,2021,4,-1,1,0.6,15
3413,Damban,Darazo,july,550,2021,1,-1,1,0.6,15
3414,Damban,Darazo,july,580,2021,2,-1,1,0.6,15
3415,Damban,Darazo,july,610,2021,3,-1,1,0.6,15
3416,Damban,Darazo,july,640,2021,4,-1,1,0.6,15
3417,Darazo,Darazo,july,550,2021,1,-1,1,0.6,15
3418,Darazo,Darazo,july,580,2021,2,-1,1,0.6,15
3419,Darazo,Darazo,july,610,2021,3,-1,1,0.6,15
3420,Darazo,Darazo,july,640,2021,4,-1,1,0.6,15
3421,Dass,Alkaleri,july,550,2021,1,-1,1,0.6,15
3422,Dass,Alkaleri,july,580,2021,2,-1,1,0.6,15
3423,Dass,Alkaleri,july,610,2021,3,-1,1,0.6,15
3424,Dass,Alkaleri,july,640,2021,4,-1,1,0.6,15
3425,Gamawa,Gwarzo,may,488,2021,1,-1,1,0.6,15
3426,Gamawa,Gwarzo,may,518,2021,2,-1,1,0.6,15
3427,Gamawa,Gwarzo,may,548,2021,3,-1,1,0.6,15
3428,Gamawa,Gwarzo,may,578,2021,4,-1,1,0.6,15
3429,Jama'are,Taura,november,610,2021,1,-1,1,0.6,15
3430,Jama'are,Taura,november,640,2021,2,-1,1,0.6,15
3431,Jama'are,Taura,november,670,2021,3,-1,1,0.6,15
3432,Jama'are,Taura,november,700,2021,4,-1,1,0.6,15
3433,Ganjuwa,Darazo,july,550,2021,1,-1,1,0.6,15
3434,Ganjuwa,Darazo,july,580,2021,2,-1,1,0.6,15
3435,Ganjuwa,Darazo,july,610,2021,3,-1,1,0.6,15
3436,Ganjuwa,Darazo,july,640,2021,4,-1,1,0.6,15
3437,Giade,Darazo,july,550,2021,1,-1,1,0.6,15
3438,Giade,Darazo,july,580,2021,2,-1,1,0.6,15
3439,Giade,Darazo,july,610,2021,3,-1,1,0.6,15
3440,Giade,Darazo,july,640,2021,4,-1,1,0.6,15
3441,Itas-Gadau,Taura,november,610,2021,1,-1,1,0.6,15
3442,Itas-Gadau,Taura,november,640,2021,2,-1,1,0.6,15
3443,Itas-Gadau,Taura,november,670,2021,3,-1,1,0.6,15
3444,Itas-Gadau,Taura,november,700,2021,4,-1,1,0.6,15
3445,Katagum,Gwarzo,may,488,2021,1,-1,1,0.6,15
3446,Katagum,Gwarzo,may,518,2021,2,-1,1,0.6,15
3447,Katagum,Gwarzo,may,548,2021,3,-1,1,0.6,15
3448,Katagum,Gwarzo,may,578,2021,4,-1,1,0.6,15
3449,Kirfi,Alkaleri,july,550,2021,1,-1,1,0.6,15
3450,Kirfi,Alkaleri,july,580,2021,2,-1,1,0.6,15
3451,Kirfi,Alkaleri,july,610,2021,3,-1,1,0.6,15
3452,Kirfi,Alkaleri,july,640,2021,4,-1,1,0.6,15
3453,Misau,Darazo,july,550,2021,1,-1,1,0.6,15
3454,Misau,Darazo,july,580,2021,2,-1,1,0.6,15
3455,Misau,Darazo,july,610,2021,3,-1,1,0.6,15
3456,Misau,Darazo,july,640,2021,4,-1,1,0.6,15
3457,Ningi,Takali,october,610,2021,1,-1,1,0.6,15
3458,Ningi,Takali,october,640,2021,2,-1,1,0.6,15
3459,Ningi,Takali,october,670,2021,3,-1,1,0.6,15
3460,Ningi,Takali,october,700,2021,4,-1,1,0.6,15
3461,Ukum,Keana,september,610,2021,1,-1,1,0.6,15
3462,Ukum,Keana,september,640,2021,2,-1,1,0.6,15
3463,Ukum,Keana,september,670,2021,3,-1,1,0.6,15
3464,Ukum,Keana,september,700,2021,4,-1,1,0.6,15
3465,Shira,Takali,october,610,2021,1,-1,1,0.6,15
3466,Shira,Takali,october,640,2021,2,-1,1,0.6,15
3467,Shira,Takali,october,670,2021,3,-1,1,0.6,15
3468,Shira,Takali,october,700,2021,4,-1,1,0.6,15
3469,Tafawa-Balewa,Alkaleri,july,550,2021,1,-1,1,0.6,15
3470,Tafawa-Balewa,Alkaleri,july,580,2021,2,-1,1,0.6,15
3471,Tafawa-Balewa,Alkaleri,july,610,2021,3,-1,1,0.6,15
3472,Tafawa-Balewa,Alkaleri,july,640,2021,4,-1,1,0.6,15
3473,Toro,Giwa,august,579,2021,1,-1,1,0.6,15
3474,Toro,Giwa,august,609,2021,2,-1,1,0.6,15
3475,Toro,Giwa,august,639,2021,3,-1,1,0.6,15
3476,Toro,Giwa,august,669,2021,4,-1,1,0.6,15
3477,Warji,Takali,october,610,2021,1,-1,1,0.6,15
3478,Warji,Takali,october,640,2021,2,-1,1,0.6,15
3479,Warji,Takali,october,670,2021,3,-1,1,0.6,15
3480,Warji,Takali,october,700,2021,4,-1,1,0.6,15
3481,Zaki,Taura,november,610,2021,1,-1,1,0.6,15
3482,Zaki,Taura,november,640,2021,2,-1,1,0.6,15
3483,Zaki,Taura,november,670,2021,3,-1,1,0.6,15
3484,Zaki,Taura,november,700,2021,4,-1,1,0.6,15
3485,Kolokuma-Opokuma,Ahoada West,may,488,2021,1,-1,1,0.6,15
3486,Kolokuma-Opokuma,Ahoada West,may,518,2021,2,-1,1,0.6,15
3487,Kolokuma-Opokuma,Ahoada West,may,548,2021,3,-1,1,0.6,15
3488,Kolokuma-Opokuma,Ahoada West,may,578,2021,4,-1,1,0.6,15
3489,Nembe,Ahoada West,may,488,2021,1,-1,1,0.6,15
3490,Nembe,Ahoada West,may,518,2021,2,-1,1,0.6,15
3491,Nembe,Ahoada West,may,548,2021,3,-1,1,0.6,15
3492,Nembe,Ahoada West,may,578,2021,4,-1,1,0.6,15
3493,Ogbia,Ahoada West,may,488,2021,1,-1,1,0.6,15
3494,Ogbia,Ahoada West,may,518,2021,2,-1,1,0.6,15
3495,Ogbia,Ahoada West,may,548,2021,3,-1,1,0.6,15
3496,Ogbia,Ahoada West,may,578,2021,4,-1,1,0.6,15
3497,Sagbama,Ahoada West,may,488,2021,1,-1,1,0.6,15
3498,Sagbama,Ahoada West,may,518,2021,2,-1,1,0.6,15
3499,Sagbama,Ahoada West,may,548,2021,3,-1,1,0.6,15
3500,Sagbama,Ahoada West,may,578,2021,4,-1,1,0.6,15
3501,Yenegoa,Isoko South,june,518,2021,1,-1,1,0.6,15
3502,Yenegoa,Isoko South,june,548,2021,2,-1,1,0.6,15
3503,Yenegoa,Isoko South,june,578,2021,3,-1,1,0.6,15
3504,Yenegoa,Isoko South,june,608,2021,4,-1,1,0.6,15
3505,Ado,Akinyele,may,488,2021,1,-1,1,0.6,15
3506,Ado,Akinyele,may,518,2021,2,-1,1,0.6,15
3507,Ado,Akinyele,may,548,2021,3,-1,1,0.6,15
3508,Ado,Akinyele,may,578,2021,4,-1,1,0.6,15
3509,Agatu,Keana,september,610,2021,1,-1,1,0.6,15
3510,Agatu,Keana,september,640,2021,2,-1,1,0.6,15
3511,Agatu,Keana,september,670,2021,3,-1,1,0.6,15
3512,Agatu,Keana,september,700,2021,4,-1,1,0.6,15
3513,Apa,Keana,september,610,2021,1,-1,1,0.6,15
3514,Apa,Keana,september,640,2021,2,-1,1,0.6,15
3515,Apa,Keana,september,670,2021,3,-1,1,0.6,15
3516,Apa,Keana,september,700,2021,4,-1,1,0.6,15
3517,Buruku,Keana,september,610,2021,1,-1,1,0.6,15
3518,Buruku,Keana,september,640,2021,2,-1,1,0.6,15
3519,Buruku,Keana,september,670,2021,3,-1,1,0.6,15
3520,Buruku,Keana,september,700,2021,4,-1,1,0.6,15
3521,Gboko,Keana,september,610,2021,1,-1,1,0.6,15
3522,Gboko,Keana,september,640,2021,2,-1,1,0.6,15
3523,Gboko,Keana,september,670,2021,3,-1,1,0.6,15
3524,Gboko,Keana,september,700,2021,4,-1,1,0.6,15
3525,Guma,Keana,september,610,2021,1,-1,1,0.6,15
3526,Guma,Keana,september,640,2021,2,-1,1,0.6,15
3527,Guma,Keana,september,670,2021,3,-1,1,0.6,15
3528,Guma,Keana,september,700,2021,4,-1,1,0.6,15
3529,Gwer East,Oke-Ero,october,610,2021,1,-1,1,0.6,15
3530,Gwer East,Oke-Ero,october,640,2021,2,-1,1,0.6,15
3531,Gwer East,Oke-Ero,october,670,2021,3,-1,1,0.6,15
3532,Gwer East,Oke-Ero,october,700,2021,4,-1,1,0.6,15
3533,Gwer West,Keana,september,610,2021,1,-1,1,0.6,15
3534,Gwer West,Keana,september,640,2021,2,-1,1,0.6,15
3535,Gwer West,Keana,september,670,2021,3,-1,1,0.6,15
3536,Gwer West,Keana,september,700,2021,4,-1,1,0.6,15
3537,Katsina-Ala,Keana,september,610,2021,1,-1,1,0.6,15
3538,Katsina-Ala,Keana,september,640,2021,2,-1,1,0.6,15
3539,Katsina-Ala,Keana,september,670,2021,3,-1,1,0.6,15
3540,Katsina-Ala,Keana,september,700,2021,4,-1,1,0.6,15
3541,Konshisha,Oke-Ero,october,610,2021,1,-1,1,0.6,15
3542,Konshisha,Oke-Ero,october,640,2021,2,-1,1,0.6,15
3543,Konshisha,Oke-Ero,october,670,2021,3,-1,1,0.6,15
3544,Konshisha,Oke-Ero,october,700,2021,4,-1,1,0.6,15
3545,Logo,Keana,september,610,2021,1,-1,1,0.6,15
3546,Logo,Keana,september,640,2021,2,-1,1,0.6,15
3547,Logo,Keana,september,670,2021,3,-1,1,0.6,15
3548,Logo,Keana,september,700,2021,4,-1,1,0.6,15
3549,Makurdi,Keana,september,610,2021,1,-1,1,0.6,15
3550,Makurdi,Keana,september,640,2021,2,-1,1,0.6,15
3551,Makurdi,Keana,september,670,2021,3,-1,1,0.6,15
3552,Makurdi,Keana,september,700,2021,4,-1,1,0.6,15
3553,Obi1,Keana,september,610,2021,1,-1,1,0.6,15
3554,Obi1,Keana,september,640,2021,2,-1,1,0.6,15
3555,Obi1,Keana,september,670,2021,3,-1,1,0.6,15
3556,Obi1,Keana,september,700,2021,4,-1,1,0.6,15
3557,Ogbadibo,Owan East,june,518,2021,1,-1,1,0.6,15
3558,Ogbadibo,Owan East,june,548,2021,2,-1,1,0.6,15
3559,Ogbadibo,Owan East,june,578,2021,3,-1,1,0.6,15
3560,Ogbadibo,Owan East,june,608,2021,4,-1,1,0.6,15
3561,Ohimini,Akinyele,may,488,2021,1,-1,1,0.6,15
3562,Ohimini,Akinyele,may,518,2021,2,-1,1,0.6,15
3563,Ohimini,Akinyele,may,548,2021,3,-1,1,0.6,15
3564,Ohimini,Akinyele,may,578,2021,4,-1,1,0.6,15
3565,Oju,Oke-Ero,october,610,2021,1,-1,1,0.6,15
3566,Oju,Oke-Ero,october,640,2021,2,-1,1,0.6,15
3567,Oju,Oke-Ero,october,670,2021,3,-1,1,0.6,15
3568,Oju,Oke-Ero,october,700,2021,4,-1,1,0.6,15
3569,Okpokwu,Akinyele,may,488,2021,1,-1,1,0.6,15
3570,Okpokwu,Akinyele,may,518,2021,2,-1,1,0.6,15
3571,Okpokwu,Akinyele,may,548,2021,3,-1,1,0.6,15
3572,Okpokwu,Akinyele,may,578,2021,4,-1,1,0.6,15
3573,Oturkpo,Owan East,june,518,2021,1,-1,1,0.6,15
3574,Oturkpo,Owan East,june,548,2021,2,-1,1,0.6,15
3575,Oturkpo,Owan East,june,578,2021,3,-1,1,0.6,15
3576,Oturkpo,Owan East,june,608,2021,4,-1,1,0.6,15
3577,Tarka,Keana,september,610,2021,1,-1,1,0.6,15
3578,Tarka,Keana,september,640,2021,2,-1,1,0.6,15
3579,Tarka,Keana,september,670,2021,3,-1,1,0.6,15
3580,Tarka,Keana,september,700,2021,4,-1,1,0.6,15
3581,Ushongo,Oke-Ero,october,610,2021,1,-1,1,0.6,15
3582,Ushongo,Oke-Ero,october,640,2021,2,-1,1,0.6,15
3583,Ushongo,Oke-Ero,october,670,2021,3,-1,1,0.6,15
3584,Ushongo,Oke-Ero,october,700,2021,4,-1,1,0.6,15
3585,Vandeikya,Oke-Ero,october,610,2021,1,-1,1,0.6,15
3586,Vandeikya,Oke-Ero,october,640,2021,2,-1,1,0.6,15
3587,Vandeikya,Oke-Ero,october,670,2021,3,-1,1,0.6,15
3588,Vandeikya,Oke-Ero,october,700,2021,4,-1,1,0.6,15
3589,Askira-Uba,Darazo,july,550,2021,1,-1,1,0.6,15
3590,Askira-Uba,Darazo,july,580,2021,2,-1,1,0.6,15
3591,Askira-Uba,Darazo,july,610,2021,3,-1,1,0.6,15
3592,Askira-Uba,Darazo,july,640,2021,4,-1,1,0.6,15
3593,Enugu East,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3594,Enugu East,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3595,Enugu East,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3596,Enugu East,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3597,Bayo,Alkaleri,july,550,2021,1,-1,1,0.6,15
3598,Bayo,Alkaleri,july,580,2021,2,-1,1,0.6,15
3599,Bayo,Alkaleri,july,610,2021,3,-1,1,0.6,15
3600,Bayo,Alkaleri,july,640,2021,4,-1,1,0.6,15
3601,Biu,Darazo,july,550,2021,1,-1,1,0.6,15
3602,Biu,Darazo,july,580,2021,2,-1,1,0.6,15
3603,Biu,Darazo,july,610,2021,3,-1,1,0.6,15
3604,Biu,Darazo,july,640,2021,4,-1,1,0.6,15
3605,Chibok,Darazo,july,550,2021,1,-1,1,0.6,15
3606,Chibok,Darazo,july,580,2021,2,-1,1,0.6,15
3607,Chibok,Darazo,july,610,2021,3,-1,1,0.6,15
3608,Chibok,Darazo,july,640,2021,4,-1,1,0.6,15
3609,Damboa,Darazo,july,550,2021,1,-1,1,0.6,15
3610,Damboa,Darazo,july,580,2021,2,-1,1,0.6,15
3611,Damboa,Darazo,july,610,2021,3,-1,1,0.6,15
3612,Damboa,Darazo,july,640,2021,4,-1,1,0.6,15
3613,Biase,Ngor-Okpala,june,518,2021,1,-1,1,0.6,15
3614,Biase,Ngor-Okpala,june,548,2021,2,-1,1,0.6,15
3615,Biase,Ngor-Okpala,june,578,2021,3,-1,1,0.6,15
3616,Biase,Ngor-Okpala,june,608,2021,4,-1,1,0.6,15
3617,Dikwa,Darazo,july,550,2021,1,-1,1,0.6,15
3618,Dikwa,Darazo,july,580,2021,2,-1,1,0.6,15
3619,Dikwa,Darazo,july,610,2021,3,-1,1,0.6,15
3620,Dikwa,Darazo,july,640,2021,4,-1,1,0.6,15
3621,Gubio,Gawabawa,september,610,2021,1,-1,1,0.6,15
3622,Gubio,Gawabawa,september,640,2021,2,-1,1,0.6,15
3623,Gubio,Gawabawa,september,670,2021,3,-1,1,0.6,15
3624,Gubio,Gawabawa,september,700,2021,4,-1,1,0.6,15
3625,Jere,Gawabawa,september,610,2021,1,-1,1,0.6,15
3626,Jere,Gawabawa,september,640,2021,2,-1,1,0.6,15
3627,Jere,Gawabawa,september,670,2021,3,-1,1,0.6,15
3628,Jere,Gawabawa,september,700,2021,4,-1,1,0.6,15
3629,Guzamala,Babura,may,488,2021,1,-1,1,0.6,15
3630,Guzamala,Babura,may,518,2021,2,-1,1,0.6,15
3631,Guzamala,Babura,may,548,2021,3,-1,1,0.6,15
3632,Guzamala,Babura,may,578,2021,4,-1,1,0.6,15
3633,Hawul,Darazo,july,550,2021,1,-1,1,0.6,15
3634,Hawul,Darazo,july,580,2021,2,-1,1,0.6,15
3635,Hawul,Darazo,july,610,2021,3,-1,1,0.6,15
3636,Hawul,Darazo,july,640,2021,4,-1,1,0.6,15
3637,Kwaya Kusar,Alkaleri,july,550,2021,1,-1,1,0.6,15
3638,Kwaya Kusar,Alkaleri,july,580,2021,2,-1,1,0.6,15
3639,Kwaya Kusar,Alkaleri,july,610,2021,3,-1,1,0.6,15
3640,Kwaya Kusar,Alkaleri,july,640,2021,4,-1,1,0.6,15
3641,Enugu North,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3642,Enugu North,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3643,Enugu North,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3644,Enugu North,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3645,Kaga,Darazo,july,550,2021,1,-1,1,0.6,15
3646,Kaga,Darazo,july,580,2021,2,-1,1,0.6,15
3647,Kaga,Darazo,july,610,2021,3,-1,1,0.6,15
3648,Kaga,Darazo,july,640,2021,4,-1,1,0.6,15
3649,Mafa,Darazo,july,550,2021,1,-1,1,0.6,15
3650,Mafa,Darazo,july,580,2021,2,-1,1,0.6,15
3651,Mafa,Darazo,july,610,2021,3,-1,1,0.6,15
3652,Mafa,Darazo,july,640,2021,4,-1,1,0.6,15
3653,Obudu,Obubra,june,518,2021,1,-1,1,0.6,15
3654,Obudu,Obubra,june,548,2021,2,-1,1,0.6,15
3655,Obudu,Obubra,june,578,2021,3,-1,1,0.6,15
3656,Obudu,Obubra,june,608,2021,4,-1,1,0.6,15
3657,Konduga,Darazo,july,550,2021,1,-1,1,0.6,15
3658,Konduga,Darazo,july,580,2021,2,-1,1,0.6,15
3659,Konduga,Darazo,july,610,2021,3,-1,1,0.6,15
3660,Konduga,Darazo,july,640,2021,4,-1,1,0.6,15
3661,Bomadi,Isoko South,june,518,2021,1,-1,1,0.6,15
3662,Bomadi,Isoko South,june,548,2021,2,-1,1,0.6,15
3663,Bomadi,Isoko South,june,578,2021,3,-1,1,0.6,15
3664,Bomadi,Isoko South,june,608,2021,4,-1,1,0.6,15
3665,Magumeri,Gawabawa,september,610,2021,1,-1,1,0.6,15
3666,Magumeri,Gawabawa,september,640,2021,2,-1,1,0.6,15
3667,Magumeri,Gawabawa,september,670,2021,3,-1,1,0.6,15
3668,Magumeri,Gawabawa,september,700,2021,4,-1,1,0.6,15
3669,Maiduguri,Darazo,july,550,2021,1,-1,1,0.6,15
3670,Maiduguri,Darazo,july,580,2021,2,-1,1,0.6,15
3671,Maiduguri,Darazo,july,610,2021,3,-1,1,0.6,15
3672,Maiduguri,Darazo,july,640,2021,4,-1,1,0.6,15
3673,Shani,Alkaleri,july,550,2021,1,-1,1,0.6,15
3674,Shani,Alkaleri,july,580,2021,2,-1,1,0.6,15
3675,Shani,Alkaleri,july,610,2021,3,-1,1,0.6,15
3676,Shani,Alkaleri,july,640,2021,4,-1,1,0.6,15
3677,Abi,Obubra,june,518,2021,1,-1,1,0.6,15
3678,Abi,Obubra,june,548,2021,2,-1,1,0.6,15
3679,Abi,Obubra,june,578,2021,3,-1,1,0.6,15
3680,Abi,Obubra,june,608,2021,4,-1,1,0.6,15
3681,Marte,Babura,may,488,2021,1,-1,1,0.6,15
3682,Marte,Babura,may,518,2021,2,-1,1,0.6,15
3683,Marte,Babura,may,548,2021,3,-1,1,0.6,15
3684,Marte,Babura,may,578,2021,4,-1,1,0.6,15
3685,Nganzai,Gawabawa,september,610,2021,1,-1,1,0.6,15
3686,Nganzai,Gawabawa,september,640,2021,2,-1,1,0.6,15
3687,Nganzai,Gawabawa,september,670,2021,3,-1,1,0.6,15
3688,Nganzai,Gawabawa,september,700,2021,4,-1,1,0.6,15
3689,Bekwara,Oke-Ero,october,610,2021,1,-1,1,0.6,15
3690,Bekwara,Oke-Ero,october,640,2021,2,-1,1,0.6,15
3691,Bekwara,Oke-Ero,october,670,2021,3,-1,1,0.6,15
3692,Bekwara,Oke-Ero,october,700,2021,4,-1,1,0.6,15
3693,Calabar-Municipal,Nsit Ubium,june,518,2021,1,-1,1,0.6,15
3694,Calabar-Municipal,Nsit Ubium,june,548,2021,2,-1,1,0.6,15
3695,Calabar-Municipal,Nsit Ubium,june,578,2021,3,-1,1,0.6,15
3696,Calabar-Municipal,Nsit Ubium,june,608,2021,4,-1,1,0.6,15
3697,Ikom,Obubra,june,518,2021,1,-1,1,0.6,15
3698,Ikom,Obubra,june,548,2021,2,-1,1,0.6,15
3699,Ikom,Obubra,june,578,2021,3,-1,1,0.6,15
3700,Ikom,Obubra,june,608,2021,4,-1,1,0.6,15
3701,Obubra,Obubra,june,518,2021,1,-1,1,0.6,15
3702,Obubra,Obubra,june,548,2021,2,-1,1,0.6,15
3703,Obubra,Obubra,june,578,2021,3,-1,1,0.6,15
3704,Obubra,Obubra,june,608,2021,4,-1,1,0.6,15
3705,Enugu South,Uzo-Uwani,june,518,2021,1,-1,1,0.6,15
3706,Enugu South,Uzo-Uwani,june,548,2021,2,-1,1,0.6,15
3707,Enugu South,Uzo-Uwani,june,578,2021,3,-1,1,0.6,15
3708,Enugu South,Uzo-Uwani,june,608,2021,4,-1,1,0.6,15
3709,Odukpani,Ngor-Okpala,june,518,2021,1,-1,1,0.6,15
3710,Odukpani,Ngor-Okpala,june,548,2021,2,-1,1,0.6,15
3711,Odukpani,Ngor-Okpala,june,578,2021,3,-1,1,0.6,15
3712,Odukpani,Ngor-Okpala,june,608,2021,4,-1,1,0.6,15
3713,Ogoja,Obubra,june,518,2021,1,-1,1,0.6,15
3714,Ogoja,Obubra,june,548,2021,2,-1,1,0.6,15
3715,Ogoja,Obubra,june,578,2021,3,-1,1,0.6,15
3716,Ogoja,Obubra,june,608,2021,4,-1,1,0.6,15
3717,Yakurr,Obubra,june,518,2021,1,-1,1,0.6,15
