,LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
1531,Ungogo,Taura,november,310,2020,3,-1,1,0.6,15
1532,Ungogo,Taura,november,340,2020,4,-1,1,0.6,15
1533,Warawa,Gwarzo,may,131,2020,1,-1,1,0.6,15
1534,Warawa,Gwarzo,may,161,2020,2,-1,1,0.6,15
1535,Warawa,Gwarzo,may,191,2020,3,-1,1,0.6,15
1536,Warawa,Gwarzo,may,221,2020,4,-1,1,0.6,15
1537,Wudil,Gwarzo,may,131,2020,1,-1,1,0.6,15
1538,Wudil,Gwarzo,may,161,2020,2,-1,1,0.6,15
1539,Wudil,Gwarzo,may,191,2020,3,-1,1,0.6,15
1540,Wudil,Gwarzo,may,221,2020,4,-1,1,0.6,15
1541,Daura,Babura,may,131,2020,1,-1,1,0.6,15
1542,Daura,Babura,may,161,2020,2,-1,1,0.6,15
1543,Daura,Babura,may,191,2020,3,-1,1,0.6,15
1544,Daura,Babura,may,221,2020,4,-1,1,0.6,15
1545,Bakori,Gwarzo,may,131,2020,1,-1,1,0.6,15
1546,Bakori,Gwarzo,may,161,2020,2,-1,1,0.6,15
1547,Bakori,Gwarzo,may,191,2020,3,-1,1,0.6,15
1548,Bakori,Gwarzo,may,221,2020,4,-1,1,0.6,15
1549,Batagarawa,Rimi,october,250,2020,1,-1,1,0.6,15
1550,Batagarawa,Rimi,october,280,2020,2,-1,1,0.6,15
1551,Batagarawa,Rimi,october,310,2020,3,-1,1,0.6,15
1552,Batagarawa,Rimi,october,340,2020,4,-1,1,0.6,15
1553,Batsari,Rimi,october,250,2020,1,-1,1,0.6,15
1554,Batsari,Rimi,october,280,2020,2,-1,1,0.6,15
1555,Batsari,Rimi,october,310,2020,3,-1,1,0.6,15
1556,Batsari,Rimi,october,340,2020,4,-1,1,0.6,15
1557,Charanchi,Rimi,october,250,2020,1,-1,1,0.6,15
1558,Charanchi,Rimi,october,280,2020,2,-1,1,0.6,15
1559,Charanchi,Rimi,october,310,2020,3,-1,1,0.6,15
1560,Charanchi,Rimi,october,340,2020,4,-1,1,0.6,15
1561,Dan Musa,Rimi,october,250,2020,1,-1,1,0.6,15
1562,Dan Musa,Rimi,october,280,2020,2,-1,1,0.6,15
1563,Dan Musa,Rimi,october,310,2020,3,-1,1,0.6,15
1564,Dan Musa,Rimi,october,340,2020,4,-1,1,0.6,15
1565,Dandume,Giwa,august,223,2020,1,-1,1,0.6,15
1566,Dandume,Giwa,august,253,2020,2,-1,1,0.6,15
1567,Dandume,Giwa,august,283,2020,3,-1,1,0.6,15
1568,Dandume,Giwa,august,313,2020,4,-1,1,0.6,15
1569,Danja,Giwa,august,223,2020,1,-1,1,0.6,15
1570,Danja,Giwa,august,253,2020,2,-1,1,0.6,15
1571,Danja,Giwa,august,283,2020,3,-1,1,0.6,15
1572,Danja,Giwa,august,313,2020,4,-1,1,0.6,15
1573,Dutsin-Ma,Rimi,october,250,2020,1,-1,1,0.6,15
1574,Dutsin-Ma,Rimi,october,280,2020,2,-1,1,0.6,15
1575,Dutsin-Ma,Rimi,october,310,2020,3,-1,1,0.6,15
1576,Dutsin-Ma,Rimi,october,340,2020,4,-1,1,0.6,15
1577,Faskari,Giwa,august,223,2020,1,-1,1,0.6,15
1578,Faskari,Giwa,august,253,2020,2,-1,1,0.6,15
1579,Faskari,Giwa,august,283,2020,3,-1,1,0.6,15
1580,Faskari,Giwa,august,313,2020,4,-1,1,0.6,15
1581,Funtua,Gwarzo,may,131,2020,1,-1,1,0.6,15
1582,Funtua,Gwarzo,may,161,2020,2,-1,1,0.6,15
1583,Funtua,Gwarzo,may,191,2020,3,-1,1,0.6,15
1584,Funtua,Gwarzo,may,221,2020,4,-1,1,0.6,15
1585,Asa,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1586,Asa,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1587,Asa,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1588,Asa,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1589,Ingawa,Rimi,october,250,2020,1,-1,1,0.6,15
1590,Ingawa,Rimi,october,280,2020,2,-1,1,0.6,15
1591,Ingawa,Rimi,october,310,2020,3,-1,1,0.6,15
1592,Ingawa,Rimi,october,340,2020,4,-1,1,0.6,15
1593,Kafur,Gwarzo,may,131,2020,1,-1,1,0.6,15
1594,Kafur,Gwarzo,may,161,2020,2,-1,1,0.6,15
1595,Kafur,Gwarzo,may,191,2020,3,-1,1,0.6,15
1596,Kafur,Gwarzo,may,221,2020,4,-1,1,0.6,15
1597,Kankara,Rimi,october,250,2020,1,-1,1,0.6,15
1598,Kankara,Rimi,october,280,2020,2,-1,1,0.6,15
1599,Kankara,Rimi,october,310,2020,3,-1,1,0.6,15
1600,Kankara,Rimi,october,340,2020,4,-1,1,0.6,15
1601,Kankia,Rimi,october,250,2020,1,-1,1,0.6,15
1602,Kankia,Rimi,october,280,2020,2,-1,1,0.6,15
1603,Kankia,Rimi,october,310,2020,3,-1,1,0.6,15
1604,Kankia,Rimi,october,340,2020,4,-1,1,0.6,15
1605,Katsina,Rimi,october,250,2020,1,-1,1,0.6,15
1606,Katsina,Rimi,october,280,2020,2,-1,1,0.6,15
1607,Katsina,Rimi,october,310,2020,3,-1,1,0.6,15
1608,Katsina,Rimi,october,340,2020,4,-1,1,0.6,15
1609,Kurfi,Rimi,october,250,2020,1,-1,1,0.6,15
1610,Kurfi,Rimi,october,280,2020,2,-1,1,0.6,15
1611,Kurfi,Rimi,october,310,2020,3,-1,1,0.6,15
1612,Kurfi,Rimi,october,340,2020,4,-1,1,0.6,15
1613,Kusada,Rimi,october,250,2020,1,-1,1,0.6,15
1614,Kusada,Rimi,october,280,2020,2,-1,1,0.6,15
1615,Kusada,Rimi,october,310,2020,3,-1,1,0.6,15
1616,Kusada,Rimi,october,340,2020,4,-1,1,0.6,15
1617,Malumfashi,Gwarzo,may,131,2020,1,-1,1,0.6,15
1618,Malumfashi,Gwarzo,may,161,2020,2,-1,1,0.6,15
1619,Malumfashi,Gwarzo,may,191,2020,3,-1,1,0.6,15
1620,Malumfashi,Gwarzo,may,221,2020,4,-1,1,0.6,15
1621,Mani,Rimi,october,250,2020,1,-1,1,0.6,15
1622,Mani,Rimi,october,280,2020,2,-1,1,0.6,15
1623,Mani,Rimi,october,310,2020,3,-1,1,0.6,15
1624,Mani,Rimi,october,340,2020,4,-1,1,0.6,15
1625,Matazuu,Rimi,october,250,2020,1,-1,1,0.6,15
1626,Matazuu,Rimi,october,280,2020,2,-1,1,0.6,15
1627,Matazuu,Rimi,october,310,2020,3,-1,1,0.6,15
1628,Matazuu,Rimi,october,340,2020,4,-1,1,0.6,15
1629,Birnin Kebbi,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1630,Birnin Kebbi,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1631,Birnin Kebbi,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1632,Birnin Kebbi,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1633,Musawa,Gwarzo,may,131,2020,1,-1,1,0.6,15
1634,Musawa,Gwarzo,may,161,2020,2,-1,1,0.6,15
1635,Musawa,Gwarzo,may,191,2020,3,-1,1,0.6,15
1636,Musawa,Gwarzo,may,221,2020,4,-1,1,0.6,15
1637,Rimi,Rimi,october,250,2020,1,-1,1,0.6,15
1638,Rimi,Rimi,october,280,2020,2,-1,1,0.6,15
1639,Rimi,Rimi,october,310,2020,3,-1,1,0.6,15
1640,Rimi,Rimi,october,340,2020,4,-1,1,0.6,15
1641,Sabuwa,Giwa,august,223,2020,1,-1,1,0.6,15
1642,Sabuwa,Giwa,august,253,2020,2,-1,1,0.6,15
1643,Sabuwa,Giwa,august,283,2020,3,-1,1,0.6,15
1644,Sabuwa,Giwa,august,313,2020,4,-1,1,0.6,15
1645,Safana,Babura,may,131,2020,1,-1,1,0.6,15
1646,Safana,Babura,may,161,2020,2,-1,1,0.6,15
1647,Safana,Babura,may,191,2020,3,-1,1,0.6,15
1648,Safana,Babura,may,221,2020,4,-1,1,0.6,15
1649,Sandamu,Rimi,october,250,2020,1,-1,1,0.6,15
1650,Sandamu,Rimi,october,280,2020,2,-1,1,0.6,15
1651,Sandamu,Rimi,october,310,2020,3,-1,1,0.6,15
1652,Sandamu,Rimi,october,340,2020,4,-1,1,0.6,15
1653,Aleiro,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1654,Aleiro,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1655,Aleiro,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1656,Aleiro,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1657,Argungu,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1658,Argungu,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1659,Argungu,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1660,Argungu,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1661,Augie,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1662,Augie,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1663,Augie,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1664,Augie,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1665,Bunza,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1666,Bunza,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1667,Bunza,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1668,Bunza,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1669,Fakai,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1670,Fakai,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1671,Fakai,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1672,Fakai,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1673,Gwandu,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1674,Gwandu,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1675,Gwandu,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1676,Gwandu,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1677,Jega,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1678,Jega,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1679,Jega,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1680,Jega,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1681,Kalgo,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1682,Kalgo,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1683,Kalgo,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1684,Kalgo,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1685,Iseyin,Akinyele,may,131,2020,1,-1,1,0.6,15
1686,Iseyin,Akinyele,may,161,2020,2,-1,1,0.6,15
1687,Iseyin,Akinyele,may,191,2020,3,-1,1,0.6,15
1688,Iseyin,Akinyele,may,221,2020,4,-1,1,0.6,15
1689,Maiyama,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1690,Maiyama,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1691,Maiyama,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1692,Maiyama,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1693,Ngaski,Owan East,june,162,2020,1,-1,1,0.6,15
1694,Ngaski,Owan East,june,192,2020,2,-1,1,0.6,15
1695,Ngaski,Owan East,june,222,2020,3,-1,1,0.6,15
1696,Ngaski,Owan East,june,252,2020,4,-1,1,0.6,15
1697,Sakaba,Alkaleri,july,186,2020,1,-1,1,0.6,15
1698,Sakaba,Alkaleri,july,216,2020,2,-1,1,0.6,15
1699,Sakaba,Alkaleri,july,246,2020,3,-1,1,0.6,15
1700,Sakaba,Alkaleri,july,276,2020,4,-1,1,0.6,15
1701,Shanga,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1702,Shanga,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1703,Shanga,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1704,Shanga,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1705,Suru,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1706,Suru,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1707,Suru,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1708,Suru,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1709,Wasagu-Danko,Alkaleri,july,186,2020,1,-1,1,0.6,15
1710,Wasagu-Danko,Alkaleri,july,216,2020,2,-1,1,0.6,15
1711,Wasagu-Danko,Alkaleri,july,246,2020,3,-1,1,0.6,15
1712,Wasagu-Danko,Alkaleri,july,276,2020,4,-1,1,0.6,15
1713,Yauri,Birnin Kebbi,august,223,2020,1,-1,1,0.6,15
1714,Yauri,Birnin Kebbi,august,253,2020,2,-1,1,0.6,15
1715,Yauri,Birnin Kebbi,august,283,2020,3,-1,1,0.6,15
1716,Yauri,Birnin Kebbi,august,313,2020,4,-1,1,0.6,15
1717,Zuru,Alkaleri,july,186,2020,1,-1,1,0.6,15
1718,Zuru,Alkaleri,july,216,2020,2,-1,1,0.6,15
1719,Zuru,Alkaleri,july,246,2020,3,-1,1,0.6,15
1720,Zuru,Alkaleri,july,276,2020,4,-1,1,0.6,15
1721,Adavi,Owan East,june,162,2020,1,-1,1,0.6,15
1722,Adavi,Owan East,june,192,2020,2,-1,1,0.6,15
1723,Adavi,Owan East,june,222,2020,3,-1,1,0.6,15
1724,Adavi,Owan East,june,252,2020,4,-1,1,0.6,15
1725,Ajaokuta,Owan East,june,162,2020,1,-1,1,0.6,15
1726,Ajaokuta,Owan East,june,192,2020,2,-1,1,0.6,15
1727,Ajaokuta,Owan East,june,222,2020,3,-1,1,0.6,15
1728,Ajaokuta,Owan East,june,252,2020,4,-1,1,0.6,15
1729,Ankpa,Owan East,june,162,2020,1,-1,1,0.6,15
1730,Ankpa,Owan East,june,192,2020,2,-1,1,0.6,15
1731,Ankpa,Owan East,june,222,2020,3,-1,1,0.6,15
1732,Ankpa,Owan East,june,252,2020,4,-1,1,0.6,15
1733,Bassa1,Keana,september,250,2020,1,-1,1,0.6,15
1734,Bassa1,Keana,september,280,2020,2,-1,1,0.6,15
1735,Bassa1,Keana,september,310,2020,3,-1,1,0.6,15
1736,Bassa1,Keana,september,340,2020,4,-1,1,0.6,15
1737,Dekina,Owan East,june,162,2020,1,-1,1,0.6,15
1738,Dekina,Owan East,june,192,2020,2,-1,1,0.6,15
1739,Dekina,Owan East,june,222,2020,3,-1,1,0.6,15
1740,Dekina,Owan East,june,252,2020,4,-1,1,0.6,15
1741,Edu,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1742,Edu,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1743,Edu,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1744,Edu,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1745,Ibaji,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1746,Ibaji,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1747,Ibaji,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1748,Ibaji,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1749,Idah,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1750,Idah,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1751,Idah,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1752,Idah,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1753,Igalamela-Odolu,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1754,Igalamela-Odolu,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1755,Igalamela-Odolu,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1756,Igalamela-Odolu,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1757,Ijumu,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1758,Ijumu,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1759,Ijumu,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1760,Ijumu,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1761,Kabba-Bunu,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1762,Kabba-Bunu,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1763,Kabba-Bunu,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1764,Kabba-Bunu,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1765,Kogi,Keana,september,250,2020,1,-1,1,0.6,15
1766,Kogi,Keana,september,280,2020,2,-1,1,0.6,15
1767,Kogi,Keana,september,310,2020,3,-1,1,0.6,15
1768,Kogi,Keana,september,340,2020,4,-1,1,0.6,15
1769,Lokoja,Keana,september,250,2020,1,-1,1,0.6,15
1770,Lokoja,Keana,september,280,2020,2,-1,1,0.6,15
1771,Lokoja,Keana,september,310,2020,3,-1,1,0.6,15
1772,Lokoja,Keana,september,340,2020,4,-1,1,0.6,15
1773,Mopa-Muro,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1774,Mopa-Muro,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1775,Mopa-Muro,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1776,Mopa-Muro,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1777,Ofu,Owan East,june,162,2020,1,-1,1,0.6,15
1778,Ofu,Owan East,june,192,2020,2,-1,1,0.6,15
1779,Ofu,Owan East,june,222,2020,3,-1,1,0.6,15
1780,Ofu,Owan East,june,252,2020,4,-1,1,0.6,15
1781,Okehi,Owan East,june,162,2020,1,-1,1,0.6,15
1782,Okehi,Owan East,june,192,2020,2,-1,1,0.6,15
1783,Okehi,Owan East,june,222,2020,3,-1,1,0.6,15
1784,Okehi,Owan East,june,252,2020,4,-1,1,0.6,15
1785,Okene,Owan East,june,162,2020,1,-1,1,0.6,15
1786,Okene,Owan East,june,192,2020,2,-1,1,0.6,15
1787,Okene,Owan East,june,222,2020,3,-1,1,0.6,15
1788,Okene,Owan East,june,252,2020,4,-1,1,0.6,15
1789,Olamabolo,Owan East,june,162,2020,1,-1,1,0.6,15
1790,Olamabolo,Owan East,june,192,2020,2,-1,1,0.6,15
1791,Olamabolo,Owan East,june,222,2020,3,-1,1,0.6,15
1792,Olamabolo,Owan East,june,252,2020,4,-1,1,0.6,15
1793,Omala,Keana,september,250,2020,1,-1,1,0.6,15
1794,Omala,Keana,september,280,2020,2,-1,1,0.6,15
1795,Omala,Keana,september,310,2020,3,-1,1,0.6,15
1796,Omala,Keana,september,340,2020,4,-1,1,0.6,15
1797,Yagba East,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1798,Yagba East,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1799,Yagba East,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1800,Yagba East,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1801,Ifelodun1,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1802,Ifelodun1,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1803,Ifelodun1,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1804,Ifelodun1,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1805,Ilorin East,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1806,Ilorin East,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1807,Ilorin East,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1808,Ilorin East,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1809,Ilorin South,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1810,Ilorin South,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1811,Ilorin South,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1812,Ilorin South,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1813,Ilorin West,Owan East,june,162,2020,1,-1,1,0.6,15
1814,Ilorin West,Owan East,june,192,2020,2,-1,1,0.6,15
1815,Ilorin West,Owan East,june,222,2020,3,-1,1,0.6,15
1816,Ilorin West,Owan East,june,252,2020,4,-1,1,0.6,15
1817,Irepodun1,Owan East,june,162,2020,1,-1,1,0.6,15
1818,Irepodun1,Owan East,june,192,2020,2,-1,1,0.6,15
1819,Irepodun1,Owan East,june,222,2020,3,-1,1,0.6,15
1820,Irepodun1,Owan East,june,252,2020,4,-1,1,0.6,15
1821,Itesiwaju,Akinyele,may,131,2020,1,-1,1,0.6,15
1822,Itesiwaju,Akinyele,may,161,2020,2,-1,1,0.6,15
1823,Itesiwaju,Akinyele,may,191,2020,3,-1,1,0.6,15
1824,Itesiwaju,Akinyele,may,221,2020,4,-1,1,0.6,15
1825,Isin,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1826,Isin,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1827,Isin,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1828,Isin,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1829,Kaiama,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1830,Kaiama,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1831,Kaiama,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1832,Kaiama,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1833,Moro,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1834,Moro,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1835,Moro,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1836,Moro,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1837,Offa,Akinyele,may,131,2020,1,-1,1,0.6,15
1838,Offa,Akinyele,may,161,2020,2,-1,1,0.6,15
1839,Offa,Akinyele,may,191,2020,3,-1,1,0.6,15
1840,Offa,Akinyele,may,221,2020,4,-1,1,0.6,15
1841,Oke-Ero,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1842,Oke-Ero,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1843,Oke-Ero,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1844,Oke-Ero,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1845,Kajola,Akinyele,may,131,2020,1,-1,1,0.6,15
1846,Kajola,Akinyele,may,161,2020,2,-1,1,0.6,15
1847,Kajola,Akinyele,may,191,2020,3,-1,1,0.6,15
1848,Kajola,Akinyele,may,221,2020,4,-1,1,0.6,15
1849,Oyun,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1850,Oyun,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1851,Oyun,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1852,Oyun,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1853,Pategi,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1854,Pategi,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1855,Pategi,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1856,Pategi,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1857,Agege,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1858,Agege,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1859,Agege,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1860,Agege,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1861,Ajeromi-Ifelodun,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1862,Ajeromi-Ifelodun,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1863,Ajeromi-Ifelodun,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1864,Ajeromi-Ifelodun,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1865,Alimosho,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1866,Alimosho,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1867,Alimosho,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1868,Alimosho,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1869,Apapa,Isoko South,june,162,2020,1,-1,1,0.6,15
1870,Apapa,Isoko South,june,192,2020,2,-1,1,0.6,15
1871,Apapa,Isoko South,june,222,2020,3,-1,1,0.6,15
1872,Apapa,Isoko South,june,252,2020,4,-1,1,0.6,15
1873,Epe,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1874,Epe,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1875,Epe,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1876,Epe,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1877,Ifako-Ijaye,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1878,Ifako-Ijaye,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1879,Ifako-Ijaye,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1880,Ifako-Ijaye,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1881,Ikeja,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1882,Ikeja,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1883,Ikeja,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1884,Ikeja,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1885,Mushin,Isoko South,june,162,2020,1,-1,1,0.6,15
1886,Mushin,Isoko South,june,192,2020,2,-1,1,0.6,15
1887,Mushin,Isoko South,june,222,2020,3,-1,1,0.6,15
1888,Mushin,Isoko South,june,252,2020,4,-1,1,0.6,15
1889,Kokona,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1890,Kokona,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1891,Kokona,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1892,Kokona,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1893,Ojo,Isoko South,june,162,2020,1,-1,1,0.6,15
1894,Ojo,Isoko South,june,192,2020,2,-1,1,0.6,15
1895,Ojo,Isoko South,june,222,2020,3,-1,1,0.6,15
1896,Ojo,Isoko South,june,252,2020,4,-1,1,0.6,15
1897,Oshodi-Isolo,Uzo-Uwani,june,162,2020,1,-1,1,0.6,15
1898,Oshodi-Isolo,Uzo-Uwani,june,192,2020,2,-1,1,0.6,15
1899,Oshodi-Isolo,Uzo-Uwani,june,222,2020,3,-1,1,0.6,15
1900,Oshodi-Isolo,Uzo-Uwani,june,252,2020,4,-1,1,0.6,15
1901,Surulere1,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1902,Surulere1,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1903,Surulere1,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1904,Surulere1,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1905,Akwanga,Oke-Ero,october,250,2020,1,-1,1,0.6,15
1906,Akwanga,Oke-Ero,october,280,2020,2,-1,1,0.6,15
1907,Akwanga,Oke-Ero,october,310,2020,3,-1,1,0.6,15
1908,Akwanga,Oke-Ero,october,340,2020,4,-1,1,0.6,15
1909,Obi2,Keana,september,250,2020,1,-1,1,0.6,15
1910,Obi2,Keana,september,280,2020,2,-1,1,0.6,15
1911,Obi2,Keana,september,310,2020,3,-1,1,0.6,15
1912,Obi2,Keana,september,340,2020,4,-1,1,0.6,15
1913,Awe,Keana,september,250,2020,1,-1,1,0.6,15
1914,Awe,Keana,september,280,2020,2,-1,1,0.6,15
1915,Awe,Keana,september,310,2020,3,-1,1,0.6,15
1916,Awe,Keana,september,340,2020,4,-1,1,0.6,15
1917,Doma,Keana,september,250,2020,1,-1,1,0.6,15
1918,Doma,Keana,september,280,2020,2,-1,1,0.6,15
1919,Doma,Keana,september,310,2020,3,-1,1,0.6,15
1920,Doma,Keana,september,340,2020,4,-1,1,0.6,15
