LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases
Egbado South,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Egbado South,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Egbeda,Akinyele,0.10146806,0.10146806,71,365,2020,1,0.388480454
Egbeda,Akinyele,0.122448513,0.122448513,436,295,2021,2,0.409460906
Egbedore,Akinyele,0.427384401,0.427384401,71,365,2020,1,0.388480454
Egbedore,Akinyele,0.448364854,0.448364854,436,295,2021,2,0.409460906
Egor,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Egor,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ehime-Mbano,Ngor-Okpala,0.483371765,0.483371765,71,365,2020,1,0.407340901
Ehime-Mbano,Ngor-Okpala,0.523212666,0.523212666,436,295,2021,2,0.447181802
Ejigbo,Akinyele,0.182910896,0.182910896,71,365,2020,1,0.388480454
Ejigbo,Akinyele,0.203891348,0.203891348,436,295,2021,2,0.409460906
Ekeremor,Ahoada West,0.168331883,0.168331883,71,365,2020,1,0.381385565
Ekeremor,Ahoada West,0.182217447,0.182217447,436,295,2021,2,0.395271129
Eket,Nsit Ubium,0.257595628,0.257595628,71,365,2020,1,0.401799807
Eket,Nsit Ubium,0.291895435,0.291895435,436,295,2021,2,0.436099614
Ekiti,Oke-Ero,0.581503907,0.581503907,71,365,2020,1,0.390708441
Ekiti,Oke-Ero,0.604712348,0.604712348,436,295,2021,2,0.413916882
Ekiti East,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ekiti East,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ekiti South West,Oke-Ero,0.370083484,0.370083484,71,365,2020,1,0.390708441
Ekiti South West,Oke-Ero,0.393291925,0.393291925,436,295,2021,2,0.413916882
Ekiti West,Oke-Ero,0.144868643,0.144868643,71,365,2020,1,0.390708441
Ekiti West,Oke-Ero,0.168077084,0.168077084,436,295,2021,2,0.413916882
Ekwusigo,Oru West,0.614759999,0.614759999,71,365,2020,1,0.419759999
Ekwusigo,Oru West,0.667019998,0.667019998,436,295,2021,2,0.472019998
Eleme,Ahoada West,0.127655699,0.127655699,71,365,2020,1,0.381385565
Eleme,Ahoada West,0.141541264,0.141541264,436,295,2021,2,0.395271129
Emohua,Ahoada West,0.138885565,0.138885565,71,365,2020,1,0.381385565
Emohua,Ahoada West,0.152771129,0.152771129,436,295,2021,2,0.395271129
Emure,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Emure,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Enugu East,Uzo-Uwani,0.628005176,0.628005176,71,365,2020,1,0.420162724
Enugu East,Uzo-Uwani,0.6806679,0.6806679,436,295,2021,2,0.472825448
Enugu North,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Enugu North,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Enugu South,Uzo-Uwani,0.438832855,0.438832855,71,365,2020,1,0.420162724
Enugu South,Uzo-Uwani,0.491495579,0.491495579,436,295,2021,2,0.472825448
Epe,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Epe,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Esan Central,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Esan Central,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Esan North East,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Esan North East,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Esan South East,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Esan South East,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Esan West,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Esan West,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ese-Odo,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Ese-Odo,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Esit Eket,Nsit Ubium,0.087871235,0.087871235,71,365,2020,1,0.401799807
Esit Eket,Nsit Ubium,0.122171042,0.122171042,436,295,2021,2,0.436099614
Essien Udim,Ngor-Okpala,0.204302175,0.204302175,71,365,2020,1,0.407340901
Essien Udim,Ngor-Okpala,0.244143076,0.244143076,436,295,2021,2,0.447181802
Etche,Ngor-Okpala,0.252370953,0.252370953,71,365,2020,1,0.407340901
Etche,Ngor-Okpala,0.292211854,0.292211854,436,295,2021,2,0.447181802
Ethiope East,Isoko South,0.096662304,0.096662304,71,365,2020,1,0.372965124
Ethiope East,Isoko South,0.102127429,0.102127429,436,295,2021,2,0.378430249
Ethiope West,Isoko South,0.096662304,0.096662304,71,365,2020,1,0.372965124
Ethiope West,Isoko South,0.102127429,0.102127429,436,295,2021,2,0.378430249
Etim Ekpo,Isoko South,0.096662304,0.096662304,71,365,2020,1,0.372965124
Etim Ekpo,Isoko South,0.102127429,0.102127429,436,295,2021,2,0.378430249
Etinan,Ngor-Okpala,0.252370953,0.252370953,71,365,2020,1,0.407340901
Etinan,Ngor-Okpala,0.292211854,0.292211854,436,295,2021,2,0.447181802
Eti-Osa,Nsit Ubium,0.257595628,0.257595628,71,365,2020,1,0.401799807
Eti-Osa,Nsit Ubium,0.291895435,0.291895435,436,295,2021,2,0.436099614
Etsako Central,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Etsako Central,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Etsako East,Owan East,0.090282464,0.090282464,71,365,2020,1,0.399316784
Etsako East,Owan East,0.122099248,0.122099248,436,295,2021,2,0.431133567
Etsako West,Owan East,0.092080473,0.092080473,71,365,2020,1,0.399316784
Etsako West,Owan East,0.123897257,0.123897257,436,295,2021,2,0.431133567
Etung,Obubra,0.195291899,0.195291899,71,365,2020,1,0.412791899
Etung,Obubra,0.240583799,0.240583799,436,295,2021,2,0.458083799
Ewekoro,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Ewekoro,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ezeagu,Uzo-Uwani,0.378598857,0.378598857,71,365,2020,1,0.420162724
Ezeagu,Uzo-Uwani,0.431261582,0.431261582,436,295,2021,2,0.472825448
Ezinihitte,Ngor-Okpala,0.331559665,0.331559665,71,365,2020,1,0.407340901
Ezinihitte,Ngor-Okpala,0.371400566,0.371400566,436,295,2021,2,0.447181802
Ezza North,Owan East,0.174673926,0.174673926,71,365,2020,1,0.399316784
Ezza North,Owan East,0.20649071,0.20649071,436,295,2021,2,0.431133567
Ezza South,Obubra,0.404426366,0.404426366,71,365,2020,1,0.412791899
Ezza South,Obubra,0.449718266,0.449718266,436,295,2021,2,0.458083799
Fagge,Alkaleri,0.205627702,0.205627702,71,365,2020,1,0.397532037
Fagge,Alkaleri,0.235659739,0.235659739,436,295,2021,2,0.427564074
Fakai,Birnin Kebbi,0.547723109,0.547723109,71,365,2020,1,0.415223109
Fakai,Birnin Kebbi,0.595446218,0.595446218,436,295,2021,2,0.462946218
Faskari,Giwa,0.125598633,0.125598633,71,365,2020,1,0.395217384
Faskari,Giwa,0.153316016,0.153316016,436,295,2021,2,0.422934767
Fika,Darazo,0.088677849,0.088677849,71,365,2020,1,0.384749278
Fika,Darazo,0.105927128,0.105927128,436,295,2021,2,0.401998556
Fufore,Alkaleri,0.134492123,0.134492123,71,365,2020,1,0.397532037
Fufore,Alkaleri,0.16452416,0.16452416,436,295,2021,2,0.427564074
Funakaye,Alkaleri,0.064122946,0.064122946,71,365,2020,1,0.397532037
Funakaye,Alkaleri,0.094154983,0.094154983,436,295,2021,2,0.427564074
Fune,Darazo,0.040903475,0.040903475,71,365,2020,1,0.384749278
Fune,Darazo,0.058152754,0.058152754,436,295,2021,2,0.401998556
Funtua,Gwarzo,0.156176465,0.156176465,71,365,2020,1,0.394547054
Funtua,Gwarzo,0.183223518,0.183223518,436,295,2021,2,0.421594108
Gabasawa,Taura,0.154029905,0.154029905,71,365,2020,1,0.390333875
Gabasawa,Taura,0.17686378,0.17686378,436,295,2021,2,0.413167749
Gada,Gawabawa,0.089182013,0.089182013,71,365,2020,1,0.37670843
Gada,Gawabawa,0.098390442,0.098390442,436,295,2021,2,0.385916859
Gagarawa,Taura,0.154029905,0.154029905,71,365,2020,1,0.390333875
Gagarawa,Taura,0.17686378,0.17686378,436,295,2021,2,0.413167749
Gamawa,Gwarzo,0.156176465,0.156176465,71,365,2020,1,0.394547054
Gamawa,Gwarzo,0.183223518,0.183223518,436,295,2021,2,0.421594108
Ganaye,Alkaleri,0.205627702,0.205627702,71,365,2020,1,0.397532037
Ganaye,Alkaleri,0.235659739,0.235659739,436,295,2021,2,0.427564074
Ganjuwa,Darazo,0.093618956,0.093618956,71,365,2020,1,0.384749278
Ganjuwa,Darazo,0.110868234,0.110868234,436,295,2021,2,0.401998556
Garki,Babura,0.549213604,0.549213604,71,365,2020,1,0.416713604
Garki,Babura,0.598427207,0.598427207,436,295,2021,2,0.465927206
Garko,Gwarzo,0.156176465,0.156176465,71,365,2020,1,0.394547054
Garko,Gwarzo,0.183223518,0.183223518,436,295,2021,2,0.421594108
Garum Mallam,Gwarzo,0.14243167,0.14243167,71,365,2020,1,0.394547054
Garum Mallam,Gwarzo,0.169478723,0.169478723,436,295,2021,2,0.421594108
Gashaka,Oru West,0.36056807,0.36056807,71,365,2020,1,0.419759999
Gashaka,Oru West,0.412828069,0.412828069,436,295,2021,2,0.472019998
Gassol,Keana,0.082023881,0.082023881,71,365,2020,1,0.384921548
Gassol,Keana,0.099445429,0.099445429,436,295,2021,2,0.402343095
Gawabawa,Gawabawa,0.089182013,0.089182013,71,365,2020,1,0.37670843
Gawabawa,Gawabawa,0.098390442,0.098390442,436,295,2021,2,0.385916859
Gaya,Gwarzo,0.152047055,0.152047055,71,365,2020,1,0.394547054
Gaya,Gwarzo,0.179094108,0.179094108,436,295,2021,2,0.421594108
Gbako,Oke-Ero,0.369362288,0.369362288,71,365,2020,1,0.390708441
Gbako,Oke-Ero,0.392570729,0.392570729,436,295,2021,2,0.413916882
Gboko,Keana,0.122632547,0.122632547,71,365,2020,1,0.384921548
Gboko,Keana,0.140054094,0.140054094,436,295,2021,2,0.402343095
Gboyin,Obubra,0.374168846,0.374168846,71,365,2020,1,0.412791899
Gboyin,Obubra,0.419460746,0.419460746,436,295,2021,2,0.458083799
Geidam,Babura,0.311171623,0.311171623,71,365,2020,1,0.416713604
Geidam,Babura,0.360385226,0.360385226,436,295,2021,2,0.465927206
Gezawa,Gwarzo,0.214547054,0.214547054,71,365,2020,1,0.394547054
Gezawa,Gwarzo,0.241594108,0.241594108,436,295,2021,2,0.421594108
Giade,Darazo,0.124392135,0.124392135,71,365,2020,1,0.384749278
Giade,Darazo,0.141641414,0.141641414,436,295,2021,2,0.401998556
Gireri,Darazo,0.077993369,0.077993369,71,365,2020,1,0.384749278
Gireri,Darazo,0.095242647,0.095242647,436,295,2021,2,0.401998556
Giwa,Giwa,0.125598633,0.125598633,71,365,2020,1,0.395217384
Giwa,Giwa,0.153316016,0.153316016,436,295,2021,2,0.422934767
Gokana,Nsit Ubium,0.17088347,0.17088347,71,365,2020,1,0.401799807
Gokana,Nsit Ubium,0.205183277,0.205183277,436,295,2021,2,0.436099614
Gombe,Alkaleri,0.117159203,0.117159203,71,365,2020,1,0.397532037
Gombe,Alkaleri,0.14719124,0.14719124,436,295,2021,2,0.427564074
Gombi,Alkaleri,0.186658489,0.186658489,71,365,2020,1,0.397532037
Gombi,Alkaleri,0.216690526,0.216690526,436,295,2021,2,0.427564074
Goronyo,Gawabawa,0.089182013,0.089182013,71,365,2020,1,0.37670843
Goronyo,Gawabawa,0.098390442,0.098390442,436,295,2021,2,0.385916859
Gubio,Gawabawa,0.089182013,0.089182013,71,365,2020,1,0.37670843
Gubio,Gawabawa,0.098390442,0.098390442,436,295,2021,2,0.385916859
Gudu,Gawabawa,0.089182013,0.089182013,71,365,2020,1,0.37670843
Gudu,Gawabawa,0.098390442,0.098390442,436,295,2021,2,0.385916859
Gujba,Darazo,0.103027585,0.103027585,71,365,2020,1,0.384749278
Gujba,Darazo,0.120276863,0.120276863,436,295,2021,2,0.401998556
Gulani,Alkaleri,0.205627702,0.205627702,71,365,2020,1,0.397532037
Gulani,Alkaleri,0.235659739,0.235659739,436,295,2021,2,0.427564074
Guma,Keana,0.254019512,0.254019512,71,365,2020,1,0.384921548
Guma,Keana,0.271441059,0.271441059,436,295,2021,2,0.402343095
Gumel,Babura,0.236713604,0.236713604,71,365,2020,1,0.416713604
Gumel,Babura,0.285927206,0.285927206,436,295,2021,2,0.465927206
Gummi,Birnin Kebbi,0.364414869,0.364414869,71,365,2020,1,0.415223109
Gummi,Birnin Kebbi,0.412137978,0.412137978,436,295,2021,2,0.462946218
Gurara,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Gurara,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Guri,Taura,0.154029905,0.154029905,71,365,2020,1,0.390333875
Guri,Taura,0.17686378,0.17686378,436,295,2021,2,0.413167749
Gusau,Darazo,0.103027585,0.103027585,71,365,2020,1,0.384749278
Gusau,Darazo,0.120276863,0.120276863,436,295,2021,2,0.401998556
Guyuk,Alkaleri,0.390561806,0.390561806,71,365,2020,1,0.397532037
Guyuk,Alkaleri,0.420593843,0.420593843,436,295,2021,2,0.427564074
Guzamala,Babura,0.311171623,0.311171623,71,365,2020,1,0.416713604
Guzamala,Babura,0.360385226,0.360385226,436,295,2021,2,0.465927206
Gwagwalada,Keana,0.068137525,0.068137525,71,365,2020,1,0.384921548
Gwagwalada,Keana,0.085559072,0.085559072,436,295,2021,2,0.402343095
Gwale,Alkaleri,0.37463279,0.37463279,71,365,2020,1,0.397532037
Gwale,Alkaleri,0.404664827,0.404664827,436,295,2021,2,0.427564074
Gwandu,Birnin Kebbi,0.444781933,0.444781933,71,365,2020,1,0.415223109
Gwandu,Birnin Kebbi,0.492505042,0.492505042,436,295,2021,2,0.462946218
Gwaram,Takali,0.196226444,0.196226444,71,365,2020,1,0.396102395
Gwaram,Takali,0.224828838,0.224828838,436,295,2021,2,0.424704789
Gwarzo,Gwarzo,0.327047054,0.327047054,71,365,2020,1,0.394547054
Gwarzo,Gwarzo,0.354094108,0.354094108,436,295,2021,2,0.421594108
Gwer East,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Gwer East,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Gwer West,Keana,0.267421547,0.267421547,71,365,2020,1,0.384921548
Gwer West,Keana,0.284843095,0.284843095,436,295,2021,2,0.402343095
Gwiwa,Babura,0.299213603,0.299213603,71,365,2020,1,0.416713604
Gwiwa,Babura,0.348427206,0.348427206,436,295,2021,2,0.465927206
Gwoza,Darazo,0.103027585,0.103027585,71,365,2020,1,0.384749278
Gwoza,Darazo,0.120276863,0.120276863,436,295,2021,2,0.401998556
Hadejia,Taura,0.154029905,0.154029905,71,365,2020,1,0.390333875
Hadejia,Taura,0.17686378,0.17686378,436,295,2021,2,0.413167749
Hawul,Darazo,0.183403124,0.183403124,71,365,2020,1,0.384749278
Hawul,Darazo,0.200652403,0.200652403,436,295,2021,2,0.401998556
Hong,Darazo,0.103027585,0.103027585,71,365,2020,1,0.384749278
Hong,Darazo,0.120276863,0.120276863,436,295,2021,2,0.401998556
Ibadan North,Owan East,0.218598414,0.218598414,71,365,2020,1,0.399316784
Ibadan North,Owan East,0.250415198,0.250415198,436,295,2021,2,0.431133567
Ibadan North East,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Ibadan North East,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Ibadan North West,Owan East,0.120121398,0.120121398,71,365,2020,1,0.399316784
Ibadan North West,Owan East,0.151938182,0.151938182,436,295,2021,2,0.431133567
Ibadan South East,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Ibadan South East,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Ibadan South West,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Ibadan South West,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Ibaji,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Ibaji,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ibarapa Central,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Ibarapa Central,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Ibarapa East,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ibarapa East,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ibarapa North,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ibarapa North,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ibeju-Lekki,Uzo-Uwani,0.427662724,0.427662724,71,365,2020,1,0.420162724
Ibeju-Lekki,Uzo-Uwani,0.480325448,0.480325448,436,295,2021,2,0.472825448
Ibeno,Nsit Ubium,0.257595628,0.257595628,71,365,2020,1,0.401799807
Ibeno,Nsit Ubium,0.291895435,0.291895435,436,295,2021,2,0.436099614
Ibesikpo Asutan,Nsit Ubium,0.209831719,0.209831719,71,365,2020,1,0.401799807
Ibesikpo Asutan,Nsit Ubium,0.244131526,0.244131526,436,295,2021,2,0.436099614
Ibi,Keana,0.150311957,0.150311957,71,365,2020,1,0.384921548
Ibi,Keana,0.167733505,0.167733505,436,295,2021,2,0.402343095
Ibiono Ibom,Ngor-Okpala,0.146592723,0.146592723,71,365,2020,1,0.407340901
Ibiono Ibom,Ngor-Okpala,0.186433624,0.186433624,436,295,2021,2,0.447181802
Idah,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Idah,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Idanre,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Idanre,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Ideato North,Oru West,0.623468015,0.623468015,71,365,2020,1,0.419759999
Ideato North,Oru West,0.675728014,0.675728014,436,295,2021,2,0.472019998
Ideato South,Ngor-Okpala,0.252370953,0.252370953,71,365,2020,1,0.407340901
Ideato South,Ngor-Okpala,0.292211854,0.292211854,436,295,2021,2,0.447181802
Idemili North,Uzo-Uwani,0.519298085,0.519298085,71,365,2020,1,0.420162724
Idemili North,Uzo-Uwani,0.57196081,0.57196081,436,295,2021,2,0.472825448
Idemili South,Oru West,0.28176278,0.28176278,71,365,2020,1,0.419759999
Idemili South,Oru West,0.334022779,0.334022779,436,295,2021,2,0.472019998
Ido,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Ido,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Idosi-Osi,Oke-Ero,0.089221349,0.089221349,71,365,2020,1,0.390708441
Idosi-Osi,Oke-Ero,0.11242979,0.11242979,436,295,2021,2,0.413916882
Ifako-Ijaye,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Ifako-Ijaye,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ife Central,Akinyele,0.418039198,0.418039198,71,365,2020,1,0.388480454
Ife Central,Akinyele,0.439019651,0.439019651,436,295,2021,2,0.409460906
Ife East,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Ife East,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Ife North,Akinyele,0.395980454,0.395980454,71,365,2020,1,0.388480454
Ife North,Akinyele,0.416960906,0.416960906,436,295,2021,2,0.409460906
Ife South,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Ife South,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Ifedayo,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ifedayo,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ifedore,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ifedore,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ifelodun1,Oke-Ero,0.128035205,0.128035205,71,365,2020,1,0.390708441
Ifelodun1,Oke-Ero,0.151243646,0.151243646,436,295,2021,2,0.413916882
Ifelodun2,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Ifelodun2,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Ifo,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Ifo,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Igabi,Soba,0.016636874,0.016636874,71,365,2020,1,0.368765857
Igabi,Soba,0.01790273,0.01790273,436,295,2021,2,0.370031713
Igalamela-Odolu,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Igalamela-Odolu,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Igbo-Etiti,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Igbo-Etiti,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Igbo-Eze North,Uzo-Uwani,0.116696703,0.116696703,71,365,2020,1,0.420162724
Igbo-Eze North,Uzo-Uwani,0.169359428,0.169359428,436,295,2021,2,0.472825448
Igbo-Eze South,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Igbo-Eze South,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Igueben,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Igueben,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ihiala,Oru West,0.269759979,0.269759979,71,365,2020,1,0.419759999
Ihiala,Oru West,0.322019978,0.322019978,436,295,2021,2,0.472019998
Ihitte-Uboma,Ngor-Okpala,0.252370953,0.252370953,71,365,2020,1,0.407340901
Ihitte-Uboma,Ngor-Okpala,0.292211854,0.292211854,436,295,2021,2,0.447181802
Ijebu East,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ijebu East,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ijebu North,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Ijebu North,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Ijebu North East,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ijebu North East,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ijebu ode,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Ijebu ode,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Ijero,Oke-Ero,0.171612087,0.171612087,71,365,2020,1,0.390708441
Ijero,Oke-Ero,0.194820528,0.194820528,436,295,2021,2,0.413916882
Ijumu,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ijumu,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ika,Ngor-Okpala,0.252370953,0.252370953,71,365,2020,1,0.407340901
Ika,Ngor-Okpala,0.292211854,0.292211854,436,295,2021,2,0.447181802
Ika North East,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Ika North East,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ika South,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Ika South,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ikara,Soba,0.016636874,0.016636874,71,365,2020,1,0.368765857
Ikara,Soba,0.01790273,0.01790273,436,295,2021,2,0.370031713
Ikeduru,Ngor-Okpala,0.179260368,0.179260368,71,365,2020,1,0.407340901
Ikeduru,Ngor-Okpala,0.219101269,0.219101269,436,295,2021,2,0.447181802
Ikeja,Uzo-Uwani,0.367807088,0.367807088,71,365,2020,1,0.420162724
Ikeja,Uzo-Uwani,0.420469812,0.420469812,436,295,2021,2,0.472825448
Ikenne,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Ikenne,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Ikere,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Ikere,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Ikole,Oke-Ero,0.042954721,0.042954721,71,365,2020,1,0.390708441
Ikole,Oke-Ero,0.066163162,0.066163162,436,295,2021,2,0.413916882
Ikom,Obubra,0.352865017,0.352865017,71,365,2020,1,0.412791899
Ikom,Obubra,0.398156917,0.398156917,436,295,2021,2,0.458083799
Ikono,Ngor-Okpala,0.414840901,0.414840901,71,365,2020,1,0.407340901
Ikono,Ngor-Okpala,0.454681802,0.454681802,436,295,2021,2,0.447181802
Ikorodu,Uzo-Uwani,0.17229332,0.17229332,71,365,2020,1,0.420162724
Ikorodu,Uzo-Uwani,0.224956044,0.224956044,436,295,2021,2,0.472825448
Ikot Abasi,Nsit Ubium,0.409299807,0.409299807,71,365,2020,1,0.401799807
Ikot Abasi,Nsit Ubium,0.443599614,0.443599614,436,295,2021,2,0.436099614
Ikot Ekpene,Ngor-Okpala,0.162323884,0.162323884,71,365,2020,1,0.407340901
Ikot Ekpene,Ngor-Okpala,0.202164785,0.202164785,436,295,2021,2,0.447181802
Ikpoba-Okha,Uzo-Uwani,0.181010954,0.181010954,71,365,2020,1,0.420162724
Ikpoba-Okha,Uzo-Uwani,0.233673678,0.233673678,436,295,2021,2,0.472825448
Ikwerre,Oru West,0.291875716,0.291875716,71,365,2020,1,0.419759999
Ikwerre,Oru West,0.344135715,0.344135715,436,295,2021,2,0.472019998
Ikwo,Obubra,0.400567964,0.400567964,71,365,2020,1,0.412791899
Ikwo,Obubra,0.445859864,0.445859864,436,295,2021,2,0.458083799
Ikwuano,Ngor-Okpala,0.252370953,0.252370953,71,365,2020,1,0.407340901
Ikwuano,Ngor-Okpala,0.292211854,0.292211854,436,295,2021,2,0.447181802
Ila,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ila,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ilaje,Owan East,0.241023868,0.241023868,71,365,2020,1,0.399316784
Ilaje,Owan East,0.272840651,0.272840651,436,295,2021,2,0.431133567
Ilemeji,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Ilemeji,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Ile-Oluji-Okeigbo,Oke-Ero,0.356541774,0.356541774,71,365,2020,1,0.390708441
Ile-Oluji-Okeigbo,Oke-Ero,0.379750215,0.379750215,436,295,2021,2,0.413916882
Ilesha East,Owan East,0.406816784,0.406816784,71,365,2020,1,0.399316784
Ilesha East,Owan East,0.438633567,0.438633567,436,295,2021,2,0.431133567
Ilesha West,Akinyele,0.13717513,0.13717513,71,365,2020,1,0.388480454
Ilesha West,Akinyele,0.158155583,0.158155583,436,295,2021,2,0.409460906
Illela,Gawabawa,0.026822242,0.026822242,71,365,2020,1,0.37670843
Illela,Gawabawa,0.036030671,0.036030671,436,295,2021,2,0.385916859
Ilorin East,Oke-Ero,0.314907258,0.314907258,71,365,2020,1,0.390708441
Ilorin East,Oke-Ero,0.338115699,0.338115699,436,295,2021,2,0.413916882
Ilorin South,Oke-Ero,0.208338133,0.208338133,71,365,2020,1,0.390708441
Ilorin South,Oke-Ero,0.231546574,0.231546574,436,295,2021,2,0.413916882
Ilorin West,Owan East,0.283816753,0.283816753,71,365,2020,1,0.399316784
