LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases
Aguata,Oru West,0.287233992,0.287233992,436,295,2021,2,0.198047003
Agwara,Birnin Kebbi,0.242943246,0.242943246,71,365,2020,1,0.153253538
Agwara,Birnin Kebbi,0.274758652,0.274758652,436,295,2021,2,0.190505956
Ahiazu-Mbaise,Ngor-Okpala,0.168247302,0.168247302,71,365,2020,1,0.147490319
Ahiazu-Mbaise,Ngor-Okpala,0.194807903,0.194807903,436,295,2021,2,0.177752501
Ahoada East,Ahoada West,0.159588656,0.159588656,71,365,2020,1,0.129293288
Ahoada East,Ahoada West,0.168845699,0.168845699,436,295,2021,2,0.138879347
Ahoada West,Ahoada West,0.17592371,0.17592371,71,365,2020,1,0.129293288
Ahoada West,Ahoada West,0.185180753,0.185180753,436,295,2021,2,0.138879347
Aiyedade,Akinyele,0.091450087,0.091450087,71,365,2020,1,0.1341485
Aiyedade,Akinyele,0.105437055,0.105437055,436,295,2021,2,0.149029541
Aiyedire,Akinyele,0.091450087,0.091450087,71,365,2020,1,0.1341485
Aiyedire,Akinyele,0.105437055,0.105437055,436,295,2021,2,0.149029541
Ajaokuta,Owan East,0.160682579,0.160682579,71,365,2020,1,0.141736794
Ajaokuta,Owan East,0.181893768,0.181893768,436,295,2021,2,0.165223247
Ajeromi-Ifelodun,Uzo-Uwani,0.383834594,0.383834594,71,365,2020,1,0.156921524
Ajeromi-Ifelodun,Uzo-Uwani,0.418943077,0.418943077,436,295,2021,2,0.198723471
Ajingi,Taura,0.102686604,0.102686604,71,365,2020,1,0.135431585
Ajingi,Taura,0.117909187,0.117909187,436,295,2021,2,0.151740079
Akamkpa,Ngor-Okpala,0.1222544,0.1222544,71,365,2020,1,0.147490319
Akamkpa,Ngor-Okpala,0.148815,0.148815,436,295,2021,2,0.177752501
Akinyele,Akinyele,0.091450087,0.091450087,71,365,2020,1,0.1341485
Akinyele,Akinyele,0.105437055,0.105437055,436,295,2021,2,0.149029541
Akko,Alkaleri,0.092973582,0.092973582,71,365,2020,1,0.14047264
Akko,Alkaleri,0.11299494,0.11299494,436,295,2021,2,0.1624987
Akoko North East,Oke-Ero,0.16373928,0.16373928,71,365,2020,1,0.135691632
Akoko North East,Oke-Ero,0.179211574,0.179211574,436,295,2021,2,0.152290831
Akoko North West,Oke-Ero,0.273895953,0.273895953,71,365,2020,1,0.135691632
Akoko North West,Oke-Ero,0.289368247,0.289368247,436,295,2021,2,0.152290831
Akoko South East,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Akoko South East,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Akoko South West,Oke-Ero,0.182138961,0.182138961,71,365,2020,1,0.135691632
Akoko South West,Oke-Ero,0.197611255,0.197611255,436,295,2021,2,0.152290831
Akoko-Edo,Owan East,0.238095437,0.238095437,71,365,2020,1,0.141736794
Akoko-Edo,Owan East,0.259306626,0.259306626,436,295,2021,2,0.165223247
Akpabuyo,Nsit Ubium,0.171730419,0.171730419,71,365,2020,1,0.143504964
Akpabuyo,Nsit Ubium,0.194596957,0.194596957,436,295,2021,2,0.169051443
Akuku Toru,Ahoada West,0.209257043,0.209257043,71,365,2020,1,0.129293288
Akuku Toru,Ahoada West,0.218514086,0.218514086,436,295,2021,2,0.138879347
Akure North,Owan East,0.160682579,0.160682579,71,365,2020,1,0.141736794
Akure North,Owan East,0.181893768,0.181893768,436,295,2021,2,0.165223247
Akure South,Owan East,0.271211189,0.271211189,71,365,2020,1,0.141736794
Akure South,Owan East,0.292422378,0.292422378,436,295,2021,2,0.165223247
Akwanga,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Akwanga,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Albasu,Takali,0.352401597,0.352401597,71,365,2020,1,0.139464095
Albasu,Takali,0.37146986,0.37146986,436,295,2021,2,0.160332585
Aleiro,Birnin Kebbi,0.242943246,0.242943246,71,365,2020,1,0.153253538
Aleiro,Birnin Kebbi,0.274758652,0.274758652,436,295,2021,2,0.190505956
Alimosho,Uzo-Uwani,0.172583025,0.172583025,71,365,2020,1,0.156921524
Alimosho,Uzo-Uwani,0.207691508,0.207691508,436,295,2021,2,0.198723471
Alkaleri,Alkaleri,0.131080131,0.131080131,71,365,2020,1,0.14047264
Alkaleri,Alkaleri,0.151101489,0.151101489,436,295,2021,2,0.1624987
Amuwo-Odofin,Isoko South,0.064441536,0.064441536,71,365,2020,1,0.123647097
Amuwo-Odofin,Isoko South,0.068084953,0.068084953,436,295,2021,2,0.127297292
Anambra East,Uzo-Uwani,0.245204725,0.245204725,71,365,2020,1,0.156921524
Anambra East,Uzo-Uwani,0.280313208,0.280313208,436,295,2021,2,0.198723471
Anambra West,Uzo-Uwani,0.368593611,0.368593611,71,365,2020,1,0.156921524
Anambra West,Uzo-Uwani,0.403702094,0.403702094,436,295,2021,2,0.198723471
Anaocha,Oru West,0.310241083,0.310241083,71,365,2020,1,0.15662085
Anaocha,Oru West,0.345081083,0.345081083,436,295,2021,2,0.198047003
Andoni,Nsit Ubium,0.106163291,0.106163291,71,365,2020,1,0.143504964
Andoni,Nsit Ubium,0.129029829,0.129029829,436,295,2021,2,0.169051443
Aninri,Oru West,0.29382084,0.29382084,71,365,2020,1,0.15662085
Aninri,Oru West,0.32866084,0.32866084,436,295,2021,2,0.198047003
Aniocha North,Uzo-Uwani,0.245204725,0.245204725,71,365,2020,1,0.156921524
Aniocha North,Uzo-Uwani,0.280313208,0.280313208,436,295,2021,2,0.198723471
Aniocha South,Uzo-Uwani,0.245204725,0.245204725,71,365,2020,1,0.156921524
Aniocha South,Uzo-Uwani,0.280313208,0.280313208,436,295,2021,2,0.198723471
Anka,Darazo,0.052327926,0.052327926,71,365,2020,1,0.131584006
Anka,Darazo,0.063827445,0.063827445,436,295,2021,2,0.143646968
Ankpa,Owan East,0.160682579,0.160682579,71,365,2020,1,0.141736794
Ankpa,Owan East,0.181893768,0.181893768,436,295,2021,2,0.165223247
Apa,Keana,0.100207972,0.100207972,71,365,2020,1,0.131701865
Apa,Keana,0.111822337,0.111822337,436,295,2021,2,0.143893303
Apapa,Isoko South,0.064441536,0.064441536,71,365,2020,1,0.123647097
Apapa,Isoko South,0.068084953,0.068084953,436,295,2021,2,0.127297292
Ardo-Kola,Keana,0.136614365,0.136614365,71,365,2020,1,0.131701865
Ardo-Kola,Keana,0.14822873,0.14822873,436,295,2021,2,0.143893303
Arewa-Dandi,Birnin Kebbi,0.36514874,0.36514874,71,365,2020,1,0.153253538
Arewa-Dandi,Birnin Kebbi,0.396964146,0.396964146,436,295,2021,2,0.190505956
Argungu,Birnin Kebbi,0.327690419,0.327690419,71,365,2020,1,0.153253538
Argungu,Birnin Kebbi,0.359505825,0.359505825,436,295,2021,2,0.190505956
Arochukwu,Ngor-Okpala,0.168247302,0.168247302,71,365,2020,1,0.147490319
Arochukwu,Ngor-Okpala,0.194807903,0.194807903,436,295,2021,2,0.177752501
Asa,Oke-Ero,0.182138961,0.182138961,71,365,2020,1,0.135691632
Asa,Oke-Ero,0.197611255,0.197611255,436,295,2021,2,0.152290831
Asari-Toru,Ahoada West,0.2307054,0.2307054,71,365,2020,1,0.129293288
Asari-Toru,Ahoada West,0.239962443,0.239962443,436,295,2021,2,0.138879347
Askira-Uba,Darazo,0.068685057,0.068685057,71,365,2020,1,0.131584006
Askira-Uba,Darazo,0.080184576,0.080184576,436,295,2021,2,0.143646968
Atakumosa East,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Atakumosa East,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Atakumosa West,Akinyele,0.091450087,0.091450087,71,365,2020,1,0.1341485
Atakumosa West,Akinyele,0.105437055,0.105437055,436,295,2021,2,0.149029541
Atiba,Akinyele,0.091450087,0.091450087,71,365,2020,1,0.1341485
Atiba,Akinyele,0.105437055,0.105437055,436,295,2021,2,0.149029541
Atigbo,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Atigbo,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Augie,Birnin Kebbi,0.301046175,0.301046175,71,365,2020,1,0.153253538
Augie,Birnin Kebbi,0.332861581,0.332861581,436,295,2021,2,0.190505956
Auyo,Taura,0.390222583,0.390222583,71,365,2020,1,0.135431585
Auyo,Taura,0.405445166,0.405445166,436,295,2021,2,0.151740079
Awe,Keana,0.100207972,0.100207972,71,365,2020,1,0.131701865
Awe,Keana,0.111822337,0.111822337,436,295,2021,2,0.143893303
Awgu,Oru West,0.240378713,0.240378713,71,365,2020,1,0.15662085
Awgu,Oru West,0.275218713,0.275218713,436,295,2021,2,0.198047003
Awka North,Uzo-Uwani,0.368441816,0.368441816,71,365,2020,1,0.156921524
Awka North,Uzo-Uwani,0.403550299,0.403550299,436,295,2021,2,0.198723471
Awka South,Uzo-Uwani,0.245204725,0.245204725,71,365,2020,1,0.156921524
Awka South,Uzo-Uwani,0.280313208,0.280313208,436,295,2021,2,0.198723471
Ayamelum,Uzo-Uwani,0.418441823,0.418441823,71,365,2020,1,0.156921524
Ayamelum,Uzo-Uwani,0.453550306,0.453550306,436,295,2021,2,0.198723471
Babura,Babura,0.280781245,0.280781245,71,365,2020,1,0.154355758
Babura,Babura,0.313590313,0.313590313,436,295,2021,2,0.192967255
Badagry,Uzo-Uwani,0.245204725,0.245204725,71,365,2020,1,0.156921524
Badagry,Uzo-Uwani,0.280313208,0.280313208,436,295,2021,2,0.198723471
Bade,Taura,0.039032107,0.039032107,71,365,2020,1,0.135431585
Bade,Taura,0.05425469,0.05425469,436,295,2021,2,0.151740079
Bagudo,Birnin Kebbi,0.204453843,0.204453843,71,365,2020,1,0.153253538
Bagudo,Birnin Kebbi,0.236269249,0.236269249,436,295,2021,2,0.190505956
Bagwai,Babura,0.132809069,0.132809069,71,365,2020,1,0.154355758
Bagwai,Babura,0.165618138,0.165618138,436,295,2021,2,0.192967255
Bakassi,Obubra,0.235243345,0.235243345,71,365,2020,1,0.151464135
Bakassi,Obubra,0.265437945,0.265437945,436,295,2021,2,0.186525126
Bakori,Gwarzo,0.104117643,0.104117643,71,365,2020,1,0.138371003
Bakori,Gwarzo,0.122149012,0.122149012,436,295,2021,2,0.157992526
Bakura,Darazo,0.068685057,0.068685057,71,365,2020,1,0.131584006
Bakura,Darazo,0.080184576,0.080184576,436,295,2021,2,0.143646968
Balanga,Alkaleri,0.127104032,0.127104032,71,365,2020,1,0.14047264
Balanga,Alkaleri,0.14712539,0.14712539,436,295,2021,2,0.1624987
Bali,Keana,0.17608425,0.17608425,71,365,2020,1,0.131701865
Bali,Keana,0.187698615,0.187698615,436,295,2021,2,0.143893303
Bama,Darazo,0.068685057,0.068685057,71,365,2020,1,0.131584006
Bama,Darazo,0.080184576,0.080184576,436,295,2021,2,0.143646968
Barikin Ladi,Soba,0.01109125,0.01109125,71,365,2020,1,0.120878451
Barikin Ladi,Soba,0.011935154,0.011935154,436,295,2021,2,0.12170975
Baruten,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Baruten,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Bassa1,Keana,0.111614365,0.111614365,71,365,2020,1,0.131701865
Bassa1,Keana,0.12322873,0.12322873,436,295,2021,2,0.143893303
Bassa2,Soba,0.01109125,0.01109125,71,365,2020,1,0.120878451
Bassa2,Soba,0.011935154,0.011935154,436,295,2021,2,0.12170975
Batagarawa,Rimi,0.198174825,0.198174825,71,365,2020,1,0.131724444
Batagarawa,Rimi,0.209811187,0.209811187,436,295,2021,2,0.143940508
Batsari,Rimi,0.178303028,0.178303028,71,365,2020,1,0.131724444
Batsari,Rimi,0.18993939,0.18993939,436,295,2021,2,0.143940508
Bauchi,Alkaleri,0.033560104,0.033560104,71,365,2020,1,0.14047264
Bauchi,Alkaleri,0.053581462,0.053581462,436,295,2021,2,0.1624987
Baure,Babura,0.211380498,0.211380498,71,365,2020,1,0.154355758
Baure,Babura,0.244189566,0.244189566,436,295,2021,2,0.192967255
Bayo,Alkaleri,0.270021358,0.270021358,71,365,2020,1,0.14047264
Bayo,Alkaleri,0.290042716,0.290042716,436,295,2021,2,0.1624987
Bebeji,Gwarzo,0.104117643,0.104117643,71,365,2020,1,0.138371003
Bebeji,Gwarzo,0.122149012,0.122149012,436,295,2021,2,0.157992526
Bekwara,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Bekwara,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Bende,Ngor-Okpala,0.114523503,0.114523503,71,365,2020,1,0.147490319
Bende,Ngor-Okpala,0.141084103,0.141084103,436,295,2021,2,0.177752501
Biase,Ngor-Okpala,0.320574756,0.320574756,71,365,2020,1,0.147490319
Biase,Ngor-Okpala,0.347135357,0.347135357,436,295,2021,2,0.177752501
Bichi,Gwarzo,0.104117643,0.104117643,71,365,2020,1,0.138371003
Bichi,Gwarzo,0.122149012,0.122149012,436,295,2021,2,0.157992526
Bida,Oke-Ero,0.265472294,0.265472294,71,365,2020,1,0.135691632
Bida,Oke-Ero,0.280944588,0.280944588,436,295,2021,2,0.152290831
Billiri,Alkaleri,0.186688025,0.186688025,71,365,2020,1,0.14047264
Billiri,Alkaleri,0.206709383,0.206709383,436,295,2021,2,0.1624987
Bindawa,Rimi,0.061636362,0.061636362,71,365,2020,1,0.131724444
Bindawa,Rimi,0.073272724,0.073272724,436,295,2021,2,0.143940508
Binji,Gawabawa,0.131138953,0.131138953,71,365,2020,1,0.126141547
Binji,Gawabawa,0.137277906,0.137277906,436,295,2021,2,0.132383842
Biriniwa,Taura,0.098555917,0.098555917,71,365,2020,1,0.135431585
Biriniwa,Taura,0.1137785,0.1137785,436,295,2021,2,0.151740079
Birni Kudu,Takali,0.131059805,0.131059805,71,365,2020,1,0.139464095
Birni Kudu,Takali,0.150128068,0.150128068,436,295,2021,2,0.160332585
Birnin Kebbi,Birnin Kebbi,0.318285259,0.318285259,71,365,2020,1,0.153253538
Birnin Kebbi,Birnin Kebbi,0.350100665,0.350100665,436,295,2021,2,0.190505956
Birnin Magaji,Rimi,0.116634148,0.116634148,71,365,2020,1,0.131724444
Birnin Magaji,Rimi,0.12827051,0.12827051,436,295,2021,2,0.143940508
Birnin-Gwari,Giwa,0.083732422,0.083732422,71,365,2020,1,0.138841583
Birnin-Gwari,Giwa,0.102210678,0.102210678,436,295,2021,2,0.158998949
Biu,Darazo,0.261499519,0.261499519,71,365,2020,1,0.131584006
Biu,Darazo,0.272999038,0.272999038,436,295,2021,2,0.143646968
Bodinga,Gawabawa,0.059454675,0.059454675,71,365,2020,1,0.126141547
Bodinga,Gawabawa,0.065593628,0.065593628,436,295,2021,2,0.132383842
Bogoro,Alkaleri,0.137085135,0.137085135,71,365,2020,1,0.14047264
Bogoro,Alkaleri,0.157106493,0.157106493,436,295,2021,2,0.1624987
Boki,Obubra,0.1551946,0.1551946,71,365,2020,1,0.151464135
Boki,Obubra,0.1853892,0.1853892,436,295,2021,2,0.186525126
Bokkos,Giwa,0.083732422,0.083732422,71,365,2020,1,0.138841583
Bokkos,Giwa,0.102210678,0.102210678,436,295,2021,2,0.158998949
Boluwaduro,Akinyele,0.091450087,0.091450087,71,365,2020,1,0.1341485
Boluwaduro,Akinyele,0.105437055,0.105437055,436,295,2021,2,0.149029541
Bomadi,Isoko South,0.064441536,0.064441536,71,365,2020,1,0.123647097
Bomadi,Isoko South,0.068084953,0.068084953,436,295,2021,2,0.127297292
Bonny,Nsit Ubium,0.321140156,0.321140156,71,365,2020,1,0.143504964
Bonny,Nsit Ubium,0.344006694,0.344006694,436,295,2021,2,0.169051443
Borgu,Oke-Ero,0.158329437,0.158329437,71,365,2020,1,0.135691632
Borgu,Oke-Ero,0.173801731,0.173801731,436,295,2021,2,0.152290831
Boripe,Akinyele,0.180653636,0.180653636,71,365,2020,1,0.1341485
Boripe,Akinyele,0.194640604,0.194640604,436,295,2021,2,0.149029541
Bosso,Keana,0.119643704,0.119643704,71,365,2020,1,0.131701865
Bosso,Keana,0.131258069,0.131258069,436,295,2021,2,0.143893303
Brass,Ahoada West,0.26649035,0.26649035,71,365,2020,1,0.129293288
Brass,Ahoada West,0.275747393,0.275747393,436,295,2021,2,0.138879347
Buji,Takali,0.108445763,0.108445763,71,365,2020,1,0.139464095
Buji,Takali,0.127514026,0.127514026,436,295,2021,2,0.160332585
Bukkuyum,Alkaleri,0.137085135,0.137085135,71,365,2020,1,0.14047264
Bukkuyum,Alkaleri,0.157106493,0.157106493,436,295,2021,2,0.1624987
Bungudu,Takali,0.16767946,0.16767946,71,365,2020,1,0.139464095
Bungudu,Takali,0.186747723,0.186747723,436,295,2021,2,0.160332585
Bunkure,Gwarzo,0.104117643,0.104117643,71,365,2020,1,0.138371003
Bunkure,Gwarzo,0.122149012,0.122149012,436,295,2021,2,0.157992526
Bunza,Birnin Kebbi,0.242943246,0.242943246,71,365,2020,1,0.153253538
Bunza,Birnin Kebbi,0.274758652,0.274758652,436,295,2021,2,0.190505956
Bursari,Taura,0.077722583,0.077722583,71,365,2020,1,0.135431585
Bursari,Taura,0.092945166,0.092945166,436,295,2021,2,0.151740079
Buruku,Keana,0.111614384,0.111614384,71,365,2020,1,0.131701865
Buruku,Keana,0.123228749,0.123228749,436,295,2021,2,0.143893303
Burutu,Isoko South,0.064441536,0.064441536,71,365,2020,1,0.123647097
Burutu,Isoko South,0.068084953,0.068084953,436,295,2021,2,0.127297292
Bwari,Giwa,0.095612728,0.095612728,71,365,2020,1,0.138841583
Bwari,Giwa,0.114090983,0.114090983,436,295,2021,2,0.158998949
Calabar South,Nsit Ubium,0.171730419,0.171730419,71,365,2020,1,0.143504964
Calabar South,Nsit Ubium,0.194596957,0.194596957,436,295,2021,2,0.169051443
Calabar-Municipal,Nsit Ubium,0.172736376,0.172736376,71,365,2020,1,0.143504964
Calabar-Municipal,Nsit Ubium,0.195602914,0.195602914,436,295,2021,2,0.169051443
Chanchaga,Keana,0.206097122,0.206097122,71,365,2020,1,0.131701865
Chanchaga,Keana,0.217711487,0.217711487,436,295,2021,2,0.143893303
Charanchi,Rimi,0.064267941,0.064267941,71,365,2020,1,0.131724444
Charanchi,Rimi,0.075904303,0.075904303,436,295,2021,2,0.143940508
Chibok,Darazo,0.068685057,0.068685057,71,365,2020,1,0.131584006
Chibok,Darazo,0.080184576,0.080184576,436,295,2021,2,0.143646968
Chikun,Soba,0.01109125,0.01109125,71,365,2020,1,0.120878451
Chikun,Soba,0.011935154,0.011935154,436,295,2021,2,0.12170975
Dala,Alkaleri,0.445044462,0.445044462,71,365,2020,1,0.14047264
Dala,Alkaleri,0.46506582,0.46506582,436,295,2021,2,0.1624987
Damaturu,Darazo,0.068685057,0.068685057,71,365,2020,1,0.131584006
Damaturu,Darazo,0.080184576,0.080184576,436,295,2021,2,0.143646968
Damban,Darazo,0.178166185,0.178166185,71,365,2020,1,0.131584006
Damban,Darazo,0.189665704,0.189665704,436,295,2021,2,0.143646968
Dambatta,Babura,0.199475736,0.199475736,71,365,2020,1,0.154355758
Dambatta,Babura,0.232284804,0.232284804,436,295,2021,2,0.192967255
Damboa,Darazo,0.068685057,0.068685057,71,365,2020,1,0.131584006
Damboa,Darazo,0.080184576,0.080184576,436,295,2021,2,0.143646968
Dan Musa,Rimi,0.116634148,0.116634148,71,365,2020,1,0.131724444
Dan Musa,Rimi,0.12827051,0.12827051,436,295,2021,2,0.143940508
Dandi,Birnin Kebbi,0.206368121,0.206368121,71,365,2020,1,0.153253538
Dandi,Birnin Kebbi,0.238183527,0.238183527,436,295,2021,2,0.190505956
Dandume,Giwa,0.083732422,0.083732422,71,365,2020,1,0.138841583
Dandume,Giwa,0.102210678,0.102210678,436,295,2021,2,0.158998949
Dange-Shnsi,Gawabawa,0.068638953,0.068638953,71,365,2020,1,0.126141547
Dange-Shnsi,Gawabawa,0.074777906,0.074777906,436,295,2021,2,0.132383842
Danja,Giwa,0.083732422,0.083732422,71,365,2020,1,0.138841583
Danja,Giwa,0.102210678,0.102210678,436,295,2021,2,0.158998949
Darazo,Darazo,0.092075825,0.092075825,71,365,2020,1,0.131584006
Darazo,Darazo,0.103575344,0.103575344,436,295,2021,2,0.143646968
Dass,Alkaleri,0.137085135,0.137085135,71,365,2020,1,0.14047264
Dass,Alkaleri,0.157106493,0.157106493,436,295,2021,2,0.1624987
Daura,Babura,0.13392429,0.13392429,71,365,2020,1,0.154355758
Daura,Babura,0.166733358,0.166733358,436,295,2021,2,0.192967255
Dawakin Kudu,Gwarzo,0.154395006,0.154395006,71,365,2020,1,0.138371003
Dawakin Kudu,Gwarzo,0.172426375,0.172426375,436,295,2021,2,0.157992526
Dawakin Tofa,Taura,0.106131674,0.106131674,71,365,2020,1,0.135431585
Dawakin Tofa,Taura,0.121354257,0.121354257,436,295,2021,2,0.151740079
Degema,Ahoada West,0.134257043,0.134257043,71,365,2020,1,0.129293288
Degema,Ahoada West,0.143514086,0.143514086,436,295,2021,2,0.138879347
Dekina,Owan East,0.116360071,0.116360071,71,365,2020,1,0.141736794
Dekina,Owan East,0.13757126,0.13757126,436,295,2021,2,0.165223247
Demsa,Alkaleri,0.371014783,0.371014783,71,365,2020,1,0.14047264
Demsa,Alkaleri,0.391036141,0.391036141,436,295,2021,2,0.1624987
Dikwa,Darazo,0.068685057,0.068685057,71,365,2020,1,0.131584006
Dikwa,Darazo,0.080184576,0.080184576,436,295,2021,2,0.143646968
Doguwa,Giwa,0.083695648,0.083695648,71,365,2020,1,0.138841583
Doguwa,Giwa,0.102173903,0.102173903,436,295,2021,2,0.158998949
Doma,Keana,0.100207972,0.100207972,71,365,2020,1,0.131701865
Doma,Keana,0.111822337,0.111822337,436,295,2021,2,0.143893303
Donga,Keana,0.154074169,0.154074169,71,365,2020,1,0.131701865
Donga,Keana,0.165688534,0.165688534,436,295,2021,2,0.143893303
Dukku,Darazo,0.068685057,0.068685057,71,365,2020,1,0.131584006
Dukku,Darazo,0.080184576,0.080184576,436,295,2021,2,0.143646968
Dunukofia,Uzo-Uwani,0.245204725,0.245204725,71,365,2020,1,0.156921524
Dunukofia,Uzo-Uwani,0.280313208,0.280313208,436,295,2021,2,0.198723471
Dutse,Takali,0.093312283,0.093312283,71,365,2020,1,0.139464095
Dutse,Takali,0.112380546,0.112380546,436,295,2021,2,0.160332585
Dutsi,Rimi,0.127020977,0.127020977,71,365,2020,1,0.131724444
Dutsi,Rimi,0.138657339,0.138657339,436,295,2021,2,0.143940508
Dutsin-Ma,Rimi,0.116634148,0.116634148,71,365,2020,1,0.131724444
Dutsin-Ma,Rimi,0.12827051,0.12827051,436,295,2021,2,0.143940508
Eastern Obolo,Nsit Ubium,0.322866538,0.322866538,71,365,2020,1,0.143504964
Eastern Obolo,Nsit Ubium,0.345733076,0.345733076,436,295,2021,2,0.169051443
Ebonyi,Owan East,0.160682579,0.160682579,71,365,2020,1,0.141736794
Ebonyi,Owan East,0.181893768,0.181893768,436,295,2021,2,0.165223247
Edati,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Edati,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Ede North,Akinyele,0.091450087,0.091450087,71,365,2020,1,0.1341485
Ede North,Akinyele,0.105437055,0.105437055,436,295,2021,2,0.149029541
Ede South,Akinyele,0.091450087,0.091450087,71,365,2020,1,0.1341485
Ede South,Akinyele,0.105437055,0.105437055,436,295,2021,2,0.149029541
Edu,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Edu,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Efon-Alayee,Oke-Ero,0.138892089,0.138892089,71,365,2020,1,0.135691632
Efon-Alayee,Oke-Ero,0.154364383,0.154364383,436,295,2021,2,0.152290831
Egbado North,Owan East,0.160682579,0.160682579,71,365,2020,1,0.141736794
Egbado North,Owan East,0.181893768,0.181893768,436,295,2021,2,0.165223247
Egbado South,Uzo-Uwani,0.245204725,0.245204725,71,365,2020,1,0.156921524
