LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases
Egbado South,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Egbeda,Akinyele,0.033822687,0.033822687,71,365,2020,1,0.129493485
Egbeda,Akinyele,0.040816171,0.040816171,436,295,2021,2,0.136486969
Egbedore,Akinyele,0.142461467,0.142461467,71,365,2020,1,0.129493485
Egbedore,Akinyele,0.149454951,0.149454951,436,295,2021,2,0.136486969
Egor,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Egor,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ehime-Mbano,Ngor-Okpala,0.161123922,0.161123922,71,365,2020,1,0.1357803
Ehime-Mbano,Ngor-Okpala,0.174404222,0.174404222,436,295,2021,2,0.149060601
Ejigbo,Akinyele,0.060970299,0.060970299,71,365,2020,1,0.129493485
Ejigbo,Akinyele,0.067963783,0.067963783,436,295,2021,2,0.136486969
Ekeremor,Ahoada West,0.056110628,0.056110628,71,365,2020,1,0.127128522
Ekeremor,Ahoada West,0.060739149,0.060739149,436,295,2021,2,0.131757043
Eket,Nsit Ubium,0.085865209,0.085865209,71,365,2020,1,0.133933269
Eket,Nsit Ubium,0.097298478,0.097298478,436,295,2021,2,0.145366538
Ekiti,Oke-Ero,0.193834636,0.193834636,71,365,2020,1,0.130236147
Ekiti,Oke-Ero,0.201570783,0.201570783,436,295,2021,2,0.137972294
Ekiti East,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ekiti East,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ekiti South West,Oke-Ero,0.123361161,0.123361161,71,365,2020,1,0.130236147
Ekiti South West,Oke-Ero,0.131097308,0.131097308,436,295,2021,2,0.137972294
Ekiti West,Oke-Ero,0.048289548,0.048289548,71,365,2020,1,0.130236147
Ekiti West,Oke-Ero,0.056025695,0.056025695,436,295,2021,2,0.137972294
Ekwusigo,Oru West,0.20492,0.20492,71,365,2020,1,0.13992
Ekwusigo,Oru West,0.222339999,0.222339999,436,295,2021,2,0.157339999
Eleme,Ahoada West,0.0425519,0.0425519,71,365,2020,1,0.127128522
Eleme,Ahoada West,0.047180421,0.047180421,436,295,2021,2,0.131757043
Emohua,Ahoada West,0.046295188,0.046295188,71,365,2020,1,0.127128522
Emohua,Ahoada West,0.05092371,0.05092371,436,295,2021,2,0.131757043
Emure,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Emure,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Enugu East,Uzo-Uwani,0.209335059,0.209335059,71,365,2020,1,0.140054241
Enugu East,Uzo-Uwani,0.2268893,0.2268893,436,295,2021,2,0.157608483
Enugu North,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Enugu North,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Enugu South,Uzo-Uwani,0.146277618,0.146277618,71,365,2020,1,0.140054241
Enugu South,Uzo-Uwani,0.16383186,0.16383186,436,295,2021,2,0.157608483
Epe,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Epe,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Esan Central,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Esan Central,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Esan North East,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Esan North East,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Esan South East,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Esan South East,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Esan West,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Esan West,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ese-Odo,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ese-Odo,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Esit Eket,Nsit Ubium,0.029290412,0.029290412,71,365,2020,1,0.133933269
Esit Eket,Nsit Ubium,0.040723681,0.040723681,436,295,2021,2,0.145366538
Essien Udim,Ngor-Okpala,0.068100725,0.068100725,71,365,2020,1,0.1357803
Essien Udim,Ngor-Okpala,0.081381025,0.081381025,436,295,2021,2,0.149060601
Etche,Ngor-Okpala,0.084123651,0.084123651,71,365,2020,1,0.1357803
Etche,Ngor-Okpala,0.097403951,0.097403951,436,295,2021,2,0.149060601
Ethiope East,Isoko South,0.032220768,0.032220768,71,365,2020,1,0.124321708
Ethiope East,Isoko South,0.034042476,0.034042476,436,295,2021,2,0.126143416
Ethiope West,Isoko South,0.032220768,0.032220768,71,365,2020,1,0.124321708
Ethiope West,Isoko South,0.034042476,0.034042476,436,295,2021,2,0.126143416
Etim Ekpo,Isoko South,0.032220768,0.032220768,71,365,2020,1,0.124321708
Etim Ekpo,Isoko South,0.034042476,0.034042476,436,295,2021,2,0.126143416
Etinan,Ngor-Okpala,0.084123651,0.084123651,71,365,2020,1,0.1357803
Etinan,Ngor-Okpala,0.097403951,0.097403951,436,295,2021,2,0.149060601
Eti-Osa,Nsit Ubium,0.085865209,0.085865209,71,365,2020,1,0.133933269
Eti-Osa,Nsit Ubium,0.097298478,0.097298478,436,295,2021,2,0.145366538
Etsako Central,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Etsako Central,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Etsako East,Owan East,0.030094155,0.030094155,71,365,2020,1,0.133105595
Etsako East,Owan East,0.040699749,0.040699749,436,295,2021,2,0.143711189
Etsako West,Owan East,0.030693491,0.030693491,71,365,2020,1,0.133105595
Etsako West,Owan East,0.041299086,0.041299086,436,295,2021,2,0.143711189
Etung,Obubra,0.0650973,0.0650973,71,365,2020,1,0.1375973
Etung,Obubra,0.0801946,0.0801946,436,295,2021,2,0.1526946
Ewekoro,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Ewekoro,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ezeagu,Uzo-Uwani,0.126199619,0.126199619,71,365,2020,1,0.140054241
Ezeagu,Uzo-Uwani,0.143753861,0.143753861,436,295,2021,2,0.157608483
Ezinihitte,Ngor-Okpala,0.110519888,0.110519888,71,365,2020,1,0.1357803
Ezinihitte,Ngor-Okpala,0.123800189,0.123800189,436,295,2021,2,0.149060601
Ezza North,Owan East,0.058224642,0.058224642,71,365,2020,1,0.133105595
Ezza North,Owan East,0.068830237,0.068830237,436,295,2021,2,0.143711189
Ezza South,Obubra,0.134808789,0.134808789,71,365,2020,1,0.1375973
Ezza South,Obubra,0.149906089,0.149906089,436,295,2021,2,0.1526946
Fagge,Alkaleri,0.068542567,0.068542567,71,365,2020,1,0.132510679
Fagge,Alkaleri,0.078553246,0.078553246,436,295,2021,2,0.142521358
Fakai,Birnin Kebbi,0.18257437,0.18257437,71,365,2020,1,0.138407703
Fakai,Birnin Kebbi,0.198482073,0.198482073,436,295,2021,2,0.154315406
Faskari,Giwa,0.041866211,0.041866211,71,365,2020,1,0.131739128
Faskari,Giwa,0.051105339,0.051105339,436,295,2021,2,0.140978256
Fika,Darazo,0.029559283,0.029559283,71,365,2020,1,0.128249759
Fika,Darazo,0.035309043,0.035309043,436,295,2021,2,0.133999519
Fufore,Alkaleri,0.044830708,0.044830708,71,365,2020,1,0.132510679
Fufore,Alkaleri,0.054841387,0.054841387,436,295,2021,2,0.142521358
Funakaye,Alkaleri,0.021374315,0.021374315,71,365,2020,1,0.132510679
Funakaye,Alkaleri,0.031384994,0.031384994,436,295,2021,2,0.142521358
Fune,Darazo,0.013634492,0.013634492,71,365,2020,1,0.128249759
Fune,Darazo,0.019384251,0.019384251,436,295,2021,2,0.133999519
Funtua,Gwarzo,0.052058822,0.052058822,71,365,2020,1,0.131515685
Funtua,Gwarzo,0.061074506,0.061074506,436,295,2021,2,0.140531369
Gabasawa,Taura,0.051343302,0.051343302,71,365,2020,1,0.130111292
Gabasawa,Taura,0.058954593,0.058954593,436,295,2021,2,0.137722583
Gada,Gawabawa,0.029727338,0.029727338,71,365,2020,1,0.125569477
Gada,Gawabawa,0.032796814,0.032796814,436,295,2021,2,0.128638953
Gagarawa,Taura,0.051343302,0.051343302,71,365,2020,1,0.130111292
Gagarawa,Taura,0.058954593,0.058954593,436,295,2021,2,0.137722583
Gamawa,Gwarzo,0.052058822,0.052058822,71,365,2020,1,0.131515685
Gamawa,Gwarzo,0.061074506,0.061074506,436,295,2021,2,0.140531369
Ganaye,Alkaleri,0.068542567,0.068542567,71,365,2020,1,0.132510679
Ganaye,Alkaleri,0.078553246,0.078553246,436,295,2021,2,0.142521358
Ganjuwa,Darazo,0.031206319,0.031206319,71,365,2020,1,0.128249759
Ganjuwa,Darazo,0.036956078,0.036956078,436,295,2021,2,0.133999519
Garki,Babura,0.183071201,0.183071201,71,365,2020,1,0.138904535
Garki,Babura,0.199475736,0.199475736,436,295,2021,2,0.155309069
Garko,Gwarzo,0.052058822,0.052058822,71,365,2020,1,0.131515685
Garko,Gwarzo,0.061074506,0.061074506,436,295,2021,2,0.140531369
Garum Mallam,Gwarzo,0.047477223,0.047477223,71,365,2020,1,0.131515685
Garum Mallam,Gwarzo,0.056492908,0.056492908,436,295,2021,2,0.140531369
Gashaka,Oru West,0.120189357,0.120189357,71,365,2020,1,0.13992
Gashaka,Oru West,0.137609356,0.137609356,436,295,2021,2,0.157339999
Gassol,Keana,0.027341294,0.027341294,71,365,2020,1,0.128307183
Gassol,Keana,0.033148476,0.033148476,436,295,2021,2,0.134114365
Gawabawa,Gawabawa,0.029727338,0.029727338,71,365,2020,1,0.125569477
Gawabawa,Gawabawa,0.032796814,0.032796814,436,295,2021,2,0.128638953
Gaya,Gwarzo,0.050682352,0.050682352,71,365,2020,1,0.131515685
Gaya,Gwarzo,0.059698036,0.059698036,436,295,2021,2,0.140531369
Gbako,Oke-Ero,0.123120763,0.123120763,71,365,2020,1,0.130236147
Gbako,Oke-Ero,0.13085691,0.13085691,436,295,2021,2,0.137972294
Gboko,Keana,0.040877516,0.040877516,71,365,2020,1,0.128307183
Gboko,Keana,0.046684698,0.046684698,436,295,2021,2,0.134114365
Gboyin,Obubra,0.124722949,0.124722949,71,365,2020,1,0.1375973
Gboyin,Obubra,0.139820249,0.139820249,436,295,2021,2,0.1526946
Geidam,Babura,0.103723874,0.103723874,71,365,2020,1,0.138904535
Geidam,Babura,0.120128409,0.120128409,436,295,2021,2,0.155309069
Gezawa,Gwarzo,0.071515685,0.071515685,71,365,2020,1,0.131515685
Gezawa,Gwarzo,0.080531369,0.080531369,436,295,2021,2,0.140531369
Giade,Darazo,0.041464045,0.041464045,71,365,2020,1,0.128249759
Giade,Darazo,0.047213805,0.047213805,436,295,2021,2,0.133999519
Gireri,Darazo,0.02599779,0.02599779,71,365,2020,1,0.128249759
Gireri,Darazo,0.031747549,0.031747549,436,295,2021,2,0.133999519
Giwa,Giwa,0.041866211,0.041866211,71,365,2020,1,0.131739128
Giwa,Giwa,0.051105339,0.051105339,436,295,2021,2,0.140978256
Gokana,Nsit Ubium,0.056961157,0.056961157,71,365,2020,1,0.133933269
Gokana,Nsit Ubium,0.068394426,0.068394426,436,295,2021,2,0.145366538
Gombe,Alkaleri,0.039053068,0.039053068,71,365,2020,1,0.132510679
Gombe,Alkaleri,0.049063747,0.049063747,436,295,2021,2,0.142521358
Gombi,Alkaleri,0.062219496,0.062219496,71,365,2020,1,0.132510679
Gombi,Alkaleri,0.072230175,0.072230175,436,295,2021,2,0.142521358
Goronyo,Gawabawa,0.029727338,0.029727338,71,365,2020,1,0.125569477
Goronyo,Gawabawa,0.032796814,0.032796814,436,295,2021,2,0.128638953
Gubio,Gawabawa,0.029727338,0.029727338,71,365,2020,1,0.125569477
Gubio,Gawabawa,0.032796814,0.032796814,436,295,2021,2,0.128638953
Gudu,Gawabawa,0.029727338,0.029727338,71,365,2020,1,0.125569477
Gudu,Gawabawa,0.032796814,0.032796814,436,295,2021,2,0.128638953
Gujba,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Gujba,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Gulani,Alkaleri,0.068542567,0.068542567,71,365,2020,1,0.132510679
Gulani,Alkaleri,0.078553246,0.078553246,436,295,2021,2,0.142521358
Guma,Keana,0.084673171,0.084673171,71,365,2020,1,0.128307183
Guma,Keana,0.090480353,0.090480353,436,295,2021,2,0.134114365
Gumel,Babura,0.078904535,0.078904535,71,365,2020,1,0.138904535
Gumel,Babura,0.095309069,0.095309069,436,295,2021,2,0.155309069
Gummi,Birnin Kebbi,0.121471623,0.121471623,71,365,2020,1,0.138407703
Gummi,Birnin Kebbi,0.137379326,0.137379326,436,295,2021,2,0.154315406
Gurara,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Gurara,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Guri,Taura,0.051343302,0.051343302,71,365,2020,1,0.130111292
Guri,Taura,0.058954593,0.058954593,436,295,2021,2,0.137722583
Gusau,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Gusau,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Guyuk,Alkaleri,0.130187269,0.130187269,71,365,2020,1,0.132510679
Guyuk,Alkaleri,0.140197948,0.140197948,436,295,2021,2,0.142521358
Guzamala,Babura,0.103723874,0.103723874,71,365,2020,1,0.138904535
Guzamala,Babura,0.120128409,0.120128409,436,295,2021,2,0.155309069
Gwagwalada,Keana,0.022712508,0.022712508,71,365,2020,1,0.128307183
Gwagwalada,Keana,0.028519691,0.028519691,436,295,2021,2,0.134114365
Gwale,Alkaleri,0.124877597,0.124877597,71,365,2020,1,0.132510679
Gwale,Alkaleri,0.134888276,0.134888276,436,295,2021,2,0.142521358
Gwandu,Birnin Kebbi,0.148260644,0.148260644,71,365,2020,1,0.138407703
Gwandu,Birnin Kebbi,0.164168347,0.164168347,436,295,2021,2,0.154315406
Gwaram,Takali,0.065408815,0.065408815,71,365,2020,1,0.132034132
Gwaram,Takali,0.074942946,0.074942946,436,295,2021,2,0.141568263
Gwarzo,Gwarzo,0.109015685,0.109015685,71,365,2020,1,0.131515685
Gwarzo,Gwarzo,0.118031369,0.118031369,436,295,2021,2,0.140531369
Gwer East,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Gwer East,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Gwer West,Keana,0.089140516,0.089140516,71,365,2020,1,0.128307183
Gwer West,Keana,0.094947698,0.094947698,436,295,2021,2,0.134114365
Gwiwa,Babura,0.099737868,0.099737868,71,365,2020,1,0.138904535
Gwiwa,Babura,0.116142402,0.116142402,436,295,2021,2,0.155309069
Gwoza,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Gwoza,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Hadejia,Taura,0.051343302,0.051343302,71,365,2020,1,0.130111292
Hadejia,Taura,0.058954593,0.058954593,436,295,2021,2,0.137722583
Hawul,Darazo,0.061134375,0.061134375,71,365,2020,1,0.128249759
Hawul,Darazo,0.066884134,0.066884134,436,295,2021,2,0.133999519
Hong,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Hong,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Ibadan North,Owan East,0.072866138,0.072866138,71,365,2020,1,0.133105595
Ibadan North,Owan East,0.083471733,0.083471733,436,295,2021,2,0.143711189
Ibadan North East,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ibadan North East,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Ibadan North West,Owan East,0.040040466,0.040040466,71,365,2020,1,0.133105595
Ibadan North West,Owan East,0.050646061,0.050646061,436,295,2021,2,0.143711189
Ibadan South East,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ibadan South East,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Ibadan South West,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ibadan South West,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Ibaji,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Ibaji,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ibarapa Central,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ibarapa Central,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Ibarapa East,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ibarapa East,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ibarapa North,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ibarapa North,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ibeju-Lekki,Uzo-Uwani,0.142554241,0.142554241,71,365,2020,1,0.140054241
Ibeju-Lekki,Uzo-Uwani,0.160108483,0.160108483,436,295,2021,2,0.157608483
Ibeno,Nsit Ubium,0.085865209,0.085865209,71,365,2020,1,0.133933269
Ibeno,Nsit Ubium,0.097298478,0.097298478,436,295,2021,2,0.145366538
Ibesikpo Asutan,Nsit Ubium,0.069943906,0.069943906,71,365,2020,1,0.133933269
Ibesikpo Asutan,Nsit Ubium,0.081377175,0.081377175,436,295,2021,2,0.145366538
Ibi,Keana,0.050103986,0.050103986,71,365,2020,1,0.128307183
Ibi,Keana,0.055911168,0.055911168,436,295,2021,2,0.134114365
Ibiono Ibom,Ngor-Okpala,0.048864241,0.048864241,71,365,2020,1,0.1357803
Ibiono Ibom,Ngor-Okpala,0.062144541,0.062144541,436,295,2021,2,0.149060601
Idah,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Idah,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Idanre,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Idanre,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Ideato North,Oru West,0.207822672,0.207822672,71,365,2020,1,0.13992
Ideato North,Oru West,0.225242671,0.225242671,436,295,2021,2,0.157339999
Ideato South,Ngor-Okpala,0.084123651,0.084123651,71,365,2020,1,0.1357803
Ideato South,Ngor-Okpala,0.097403951,0.097403951,436,295,2021,2,0.149060601
Idemili North,Uzo-Uwani,0.173099362,0.173099362,71,365,2020,1,0.140054241
Idemili North,Uzo-Uwani,0.190653603,0.190653603,436,295,2021,2,0.157608483
Idemili South,Oru West,0.093920927,0.093920927,71,365,2020,1,0.13992
Idemili South,Oru West,0.111340926,0.111340926,436,295,2021,2,0.157339999
Ido,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ido,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Idosi-Osi,Oke-Ero,0.02974045,0.02974045,71,365,2020,1,0.130236147
Idosi-Osi,Oke-Ero,0.037476597,0.037476597,436,295,2021,2,0.137972294
Ifako-Ijaye,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Ifako-Ijaye,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ife Central,Akinyele,0.139346399,0.139346399,71,365,2020,1,0.129493485
Ife Central,Akinyele,0.146339884,0.146339884,436,295,2021,2,0.136486969
Ife East,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ife East,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Ife North,Akinyele,0.131993485,0.131993485,71,365,2020,1,0.129493485
Ife North,Akinyele,0.138986969,0.138986969,436,295,2021,2,0.136486969
Ife South,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ife South,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Ifedayo,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ifedayo,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ifedore,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ifedore,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ifelodun1,Oke-Ero,0.042678402,0.042678402,71,365,2020,1,0.130236147
Ifelodun1,Oke-Ero,0.050414549,0.050414549,436,295,2021,2,0.137972294
Ifelodun2,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ifelodun2,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Ifo,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Ifo,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Igabi,Soba,0.005545625,0.005545625,71,365,2020,1,0.122921952
Igabi,Soba,0.005967577,0.005967577,436,295,2021,2,0.123343904
Igalamela-Odolu,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Igalamela-Odolu,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Igbo-Etiti,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Igbo-Etiti,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Igbo-Eze North,Uzo-Uwani,0.038898901,0.038898901,71,365,2020,1,0.140054241
Igbo-Eze North,Uzo-Uwani,0.056453143,0.056453143,436,295,2021,2,0.157608483
Igbo-Eze South,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Igbo-Eze South,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Igueben,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Igueben,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ihiala,Oru West,0.089919993,0.089919993,71,365,2020,1,0.13992
Ihiala,Oru West,0.107339993,0.107339993,436,295,2021,2,0.157339999
Ihitte-Uboma,Ngor-Okpala,0.084123651,0.084123651,71,365,2020,1,0.1357803
Ihitte-Uboma,Ngor-Okpala,0.097403951,0.097403951,436,295,2021,2,0.149060601
Ijebu East,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ijebu East,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ijebu North,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ijebu North,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Ijebu North East,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ijebu North East,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ijebu ode,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ijebu ode,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Ijero,Oke-Ero,0.057204029,0.057204029,71,365,2020,1,0.130236147
Ijero,Oke-Ero,0.064940176,0.064940176,436,295,2021,2,0.137972294
Ijumu,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ijumu,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ika,Ngor-Okpala,0.084123651,0.084123651,71,365,2020,1,0.1357803
Ika,Ngor-Okpala,0.097403951,0.097403951,436,295,2021,2,0.149060601
Ika North East,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Ika North East,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ika South,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Ika South,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ikara,Soba,0.005545625,0.005545625,71,365,2020,1,0.122921952
Ikara,Soba,0.005967577,0.005967577,436,295,2021,2,0.123343904
Ikeduru,Ngor-Okpala,0.059753456,0.059753456,71,365,2020,1,0.1357803
Ikeduru,Ngor-Okpala,0.073033756,0.073033756,436,295,2021,2,0.149060601
Ikeja,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Ikeja,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ikenne,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ikenne,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Ikere,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ikere,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Ikole,Oke-Ero,0.01431824,0.01431824,71,365,2020,1,0.130236147
Ikole,Oke-Ero,0.022054387,0.022054387,436,295,2021,2,0.137972294
Ikom,Obubra,0.117621672,0.117621672,71,365,2020,1,0.1375973
Ikom,Obubra,0.132718972,0.132718972,436,295,2021,2,0.1526946
Ikono,Ngor-Okpala,0.1382803,0.1382803,71,365,2020,1,0.1357803
Ikono,Ngor-Okpala,0.151560601,0.151560601,436,295,2021,2,0.149060601
Ikorodu,Uzo-Uwani,0.057431107,0.057431107,71,365,2020,1,0.140054241
Ikorodu,Uzo-Uwani,0.074985348,0.074985348,436,295,2021,2,0.157608483
Ikot Abasi,Nsit Ubium,0.136433269,0.136433269,71,365,2020,1,0.133933269
Ikot Abasi,Nsit Ubium,0.147866538,0.147866538,436,295,2021,2,0.145366538
Ikot Ekpene,Ngor-Okpala,0.054107961,0.054107961,71,365,2020,1,0.1357803
Ikot Ekpene,Ngor-Okpala,0.067388262,0.067388262,436,295,2021,2,0.149060601
Ikpoba-Okha,Uzo-Uwani,0.060336985,0.060336985,71,365,2020,1,0.140054241
Ikpoba-Okha,Uzo-Uwani,0.077891226,0.077891226,436,295,2021,2,0.157608483
Ikwerre,Oru West,0.097291905,0.097291905,71,365,2020,1,0.13992
Ikwerre,Oru West,0.114711905,0.114711905,436,295,2021,2,0.157339999
Ikwo,Obubra,0.133522655,0.133522655,71,365,2020,1,0.1375973
Ikwo,Obubra,0.148619955,0.148619955,436,295,2021,2,0.1526946
Ikwuano,Ngor-Okpala,0.084123651,0.084123651,71,365,2020,1,0.1357803
Ikwuano,Ngor-Okpala,0.097403951,0.097403951,436,295,2021,2,0.149060601
Ila,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ila,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ilaje,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ilaje,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Ilemeji,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ilemeji,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Ile-Oluji-Okeigbo,Oke-Ero,0.118847258,0.118847258,71,365,2020,1,0.130236147
Ile-Oluji-Okeigbo,Oke-Ero,0.126583405,0.126583405,436,295,2021,2,0.137972294
Ilesha East,Owan East,0.135605595,0.135605595,71,365,2020,1,0.133105595
Ilesha East,Owan East,0.146211189,0.146211189,436,295,2021,2,0.143711189
Ilesha West,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ilesha West,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Illela,Gawabawa,0.008940747,0.008940747,71,365,2020,1,0.125569477
Illela,Gawabawa,0.012010224,0.012010224,436,295,2021,2,0.128638953
Ilorin East,Oke-Ero,0.104969086,0.104969086,71,365,2020,1,0.130236147
Ilorin East,Oke-Ero,0.112705233,0.112705233,436,295,2021,2,0.137972294
Ilorin South,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Ilorin South,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ilorin West,Owan East,0.094605584,0.094605584,71,365,2020,1,0.133105595
Ilorin West,Owan East,0.105211179,0.105211179,436,295,2021,2,0.143711189
