,adm1,LGA,smc_plan1,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
1,Borno,Abadam,SMC,Babura,may,131,2020,1,-1,1,0.6,10
2,Borno,Abadam,SMC,Babura,may,161,2020,2,-1,1,0.6,10
3,Borno,Abadam,SMC,Babura,may,191,2020,3,-1,1,0.6,10
4,Borno,Abadam,SMC,Babura,may,221,2020,4,-1,1,0.6,10
5,Borno,Askira-Uba,SMC,Darazo,july,186,2020,1,-1,1,0.6,10
6,Borno,Askira-Uba,SMC,Darazo,july,216,2020,2,-1,1,0.6,10
7,Borno,Askira-Uba,SMC,Darazo,july,246,2020,3,-1,1,0.6,10
8,Borno,Askira-Uba,SMC,Darazo,july,276,2020,4,-1,1,0.6,10
9,Borno,Bama,SMC,Darazo,july,186,2020,1,-1,1,0.6,10
10,Borno,Bama,SMC,Darazo,july,216,2020,2,-1,1,0.6,10
11,Borno,Bama,SMC,Darazo,july,246,2020,3,-1,1,0.6,10
12,Borno,Bama,SMC,Darazo,july,276,2020,4,-1,1,0.6,10
13,Borno,Bayo,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,10
14,Borno,Bayo,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,10
15,Borno,Bayo,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,10
16,Borno,Bayo,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,10
17,Borno,Biu,SMC,Darazo,july,186,2020,1,-1,1,0.6,10
18,Borno,Biu,SMC,Darazo,july,216,2020,2,-1,1,0.6,10
19,Borno,Biu,SMC,Darazo,july,246,2020,3,-1,1,0.6,10
20,Borno,Biu,SMC,Darazo,july,276,2020,4,-1,1,0.6,10
21,Borno,Chibok,SMC,Darazo,july,186,2020,1,-1,1,0.6,10
22,Borno,Chibok,SMC,Darazo,july,216,2020,2,-1,1,0.6,10
23,Borno,Chibok,SMC,Darazo,july,246,2020,3,-1,1,0.6,10
24,Borno,Chibok,SMC,Darazo,july,276,2020,4,-1,1,0.6,10
25,Borno,Damboa,SMC,Darazo,july,186,2020,1,-1,1,0.6,10
26,Borno,Damboa,SMC,Darazo,july,216,2020,2,-1,1,0.6,10
27,Borno,Damboa,SMC,Darazo,july,246,2020,3,-1,1,0.6,10
28,Borno,Damboa,SMC,Darazo,july,276,2020,4,-1,1,0.6,10
29,Borno,Dikwa,SMC,Darazo,july,186,2020,1,-1,1,0.6,10
30,Borno,Dikwa,SMC,Darazo,july,216,2020,2,-1,1,0.6,10
31,Borno,Dikwa,SMC,Darazo,july,246,2020,3,-1,1,0.6,10
32,Borno,Dikwa,SMC,Darazo,july,276,2020,4,-1,1,0.6,10
33,Borno,Gubio,SMC,Gawabawa,august,223,2020,1,-1,1,0.6,10
34,Borno,Gubio,SMC,Gawabawa,august,253,2020,2,-1,1,0.6,10
35,Borno,Gubio,SMC,Gawabawa,august,283,2020,3,-1,1,0.6,10
36,Borno,Gubio,SMC,Gawabawa,august,313,2020,4,-1,1,0.6,10
