,adm1,LGA,smc_plan1,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
216,Jigawa,Kiyawa,SMC,Takali,september,340,2020,4,-1,1,0.6,5
217,Kano,Ajingi,SMC,Taura,july,186,2020,1,-1,1,0.6,5
218,Kano,Ajingi,SMC,Taura,july,216,2020,2,-1,1,0.6,5
219,Kano,Ajingi,SMC,Taura,july,246,2020,3,-1,1,0.6,5
220,Kano,Ajingi,SMC,Taura,july,276,2020,4,-1,1,0.6,5
221,Kano,Albasu,SMC,Takali,september,250,2020,1,-1,1,0.6,5
222,Kano,Albasu,SMC,Takali,september,280,2020,2,-1,1,0.6,5
223,Kano,Albasu,SMC,Takali,september,310,2020,3,-1,1,0.6,5
224,Kano,Albasu,SMC,Takali,september,340,2020,4,-1,1,0.6,5
225,Kano,Bagwai,SMC,Babura,may,131,2020,1,-1,1,0.6,5
226,Kano,Bagwai,SMC,Babura,may,161,2020,2,-1,1,0.6,5
227,Kano,Bagwai,SMC,Babura,may,191,2020,3,-1,1,0.6,5
228,Kano,Bagwai,SMC,Babura,may,221,2020,4,-1,1,0.6,5
229,Kano,Bebeji,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
230,Kano,Bebeji,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
231,Kano,Bebeji,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
232,Kano,Bebeji,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
233,Kano,Bichi,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
234,Kano,Bichi,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
235,Kano,Bichi,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
236,Kano,Bichi,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
237,Kano,Bunkure,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
238,Kano,Bunkure,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
239,Kano,Bunkure,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
240,Kano,Bunkure,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
241,Kano,Dala,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,5
242,Kano,Dala,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,5
243,Kano,Dala,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,5
244,Kano,Dala,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,5
245,Kano,Dambatta,SMC,Babura,may,131,2020,1,-1,1,0.6,5
246,Kano,Dambatta,SMC,Babura,may,161,2020,2,-1,1,0.6,5
247,Kano,Dambatta,SMC,Babura,may,191,2020,3,-1,1,0.6,5
248,Kano,Dambatta,SMC,Babura,may,221,2020,4,-1,1,0.6,5
249,Kano,Dawakin Kudu,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
250,Kano,Dawakin Kudu,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
251,Kano,Dawakin Kudu,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
252,Kano,Dawakin Kudu,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
253,Kano,Dawakin Tofa,SMC,Taura,july,186,2020,1,-1,1,0.6,5
254,Kano,Dawakin Tofa,SMC,Taura,july,216,2020,2,-1,1,0.6,5
255,Kano,Dawakin Tofa,SMC,Taura,july,246,2020,3,-1,1,0.6,5
256,Kano,Dawakin Tofa,SMC,Taura,july,276,2020,4,-1,1,0.6,5
257,Kano,Doguwa,SMC,Giwa,august,223,2020,1,-1,1,0.6,5
258,Kano,Doguwa,SMC,Giwa,august,253,2020,2,-1,1,0.6,5
259,Kano,Doguwa,SMC,Giwa,august,283,2020,3,-1,1,0.6,5
260,Kano,Doguwa,SMC,Giwa,august,313,2020,4,-1,1,0.6,5
261,Kano,Fagge,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,5
262,Kano,Fagge,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,5
263,Kano,Fagge,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,5
264,Kano,Fagge,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,5
265,Kano,Gabasawa,SMC,Taura,july,186,2020,1,-1,1,0.6,5
266,Kano,Gabasawa,SMC,Taura,july,216,2020,2,-1,1,0.6,5
267,Kano,Gabasawa,SMC,Taura,july,246,2020,3,-1,1,0.6,5
268,Kano,Gabasawa,SMC,Taura,july,276,2020,4,-1,1,0.6,5
269,Kano,Garko,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
270,Kano,Garko,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
271,Kano,Garko,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
272,Kano,Garko,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
273,Kano,Garum Mallam,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
274,Kano,Garum Mallam,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
275,Kano,Garum Mallam,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
276,Kano,Garum Mallam,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
277,Kano,Gaya,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
278,Kano,Gaya,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
279,Kano,Gaya,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
280,Kano,Gaya,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
281,Kano,Gezawa,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
282,Kano,Gezawa,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
283,Kano,Gezawa,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
