,adm1,LGA,smc_plan1,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
52,Borno,Jere,SMC,Gawabawa,august,313,2020,4,-1,1,0.6,100
53,Borno,Kaga,SMC,Darazo,july,186,2020,1,-1,1,0.6,100
54,Borno,Kaga,SMC,Darazo,july,216,2020,2,-1,1,0.6,100
55,Borno,Kaga,SMC,Darazo,july,246,2020,3,-1,1,0.6,100
56,Borno,Kaga,SMC,Darazo,july,276,2020,4,-1,1,0.6,100
57,Borno,Kala-Balge,SMC,Darazo,july,186,2020,1,-1,1,0.6,100
58,Borno,Kala-Balge,SMC,Darazo,july,216,2020,2,-1,1,0.6,100
59,Borno,Kala-Balge,SMC,Darazo,july,246,2020,3,-1,1,0.6,100
60,Borno,Kala-Balge,SMC,Darazo,july,276,2020,4,-1,1,0.6,100
61,Borno,Konduga,SMC,Darazo,july,186,2020,1,-1,1,0.6,100
62,Borno,Konduga,SMC,Darazo,july,216,2020,2,-1,1,0.6,100
63,Borno,Konduga,SMC,Darazo,july,246,2020,3,-1,1,0.6,100
64,Borno,Konduga,SMC,Darazo,july,276,2020,4,-1,1,0.6,100
65,Borno,Kukawa,SMC,Babura,may,131,2020,1,-1,1,0.6,100
66,Borno,Kukawa,SMC,Babura,may,161,2020,2,-1,1,0.6,100
67,Borno,Kukawa,SMC,Babura,may,191,2020,3,-1,1,0.6,100
68,Borno,Kukawa,SMC,Babura,may,221,2020,4,-1,1,0.6,100
69,Borno,Kwaya Kusar,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,100
70,Borno,Kwaya Kusar,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,100
71,Borno,Kwaya Kusar,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,100
72,Borno,Kwaya Kusar,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,100
73,Borno,Mafa,SMC,Darazo,july,186,2020,1,-1,1,0.6,100
74,Borno,Mafa,SMC,Darazo,july,216,2020,2,-1,1,0.6,100
75,Borno,Mafa,SMC,Darazo,july,246,2020,3,-1,1,0.6,100
76,Borno,Mafa,SMC,Darazo,july,276,2020,4,-1,1,0.6,100
77,Borno,Magumeri,SMC,Gawabawa,august,223,2020,1,-1,1,0.6,100
78,Borno,Magumeri,SMC,Gawabawa,august,253,2020,2,-1,1,0.6,100
79,Borno,Magumeri,SMC,Gawabawa,august,283,2020,3,-1,1,0.6,100
80,Borno,Magumeri,SMC,Gawabawa,august,313,2020,4,-1,1,0.6,100
81,Borno,Maiduguri,SMC,Darazo,july,186,2020,1,-1,1,0.6,100
82,Borno,Maiduguri,SMC,Darazo,july,216,2020,2,-1,1,0.6,100
83,Borno,Maiduguri,SMC,Darazo,july,246,2020,3,-1,1,0.6,100
84,Borno,Maiduguri,SMC,Darazo,july,276,2020,4,-1,1,0.6,100
85,Borno,Marte,SMC,Babura,may,131,2020,1,-1,1,0.6,100
86,Borno,Marte,SMC,Babura,may,161,2020,2,-1,1,0.6,100
87,Borno,Marte,SMC,Babura,may,191,2020,3,-1,1,0.6,100
88,Borno,Marte,SMC,Babura,may,221,2020,4,-1,1,0.6,100
89,Borno,Mobbar,SMC,Babura,may,131,2020,1,-1,1,0.6,100
90,Borno,Mobbar,SMC,Babura,may,161,2020,2,-1,1,0.6,100
91,Borno,Mobbar,SMC,Babura,may,191,2020,3,-1,1,0.6,100
92,Borno,Mobbar,SMC,Babura,may,221,2020,4,-1,1,0.6,100
93,Borno,Monguno,SMC,Babura,may,131,2020,1,-1,1,0.6,100
94,Borno,Monguno,SMC,Babura,may,161,2020,2,-1,1,0.6,100
95,Borno,Monguno,SMC,Babura,may,191,2020,3,-1,1,0.6,100
96,Borno,Monguno,SMC,Babura,may,221,2020,4,-1,1,0.6,100
97,Borno,Ngala,SMC,Taura,july,186,2020,1,-1,1,0.6,100
98,Borno,Ngala,SMC,Taura,july,216,2020,2,-1,1,0.6,100
99,Borno,Ngala,SMC,Taura,july,246,2020,3,-1,1,0.6,100
100,Borno,Ngala,SMC,Taura,july,276,2020,4,-1,1,0.6,100
101,Borno,Nganzai,SMC,Gawabawa,august,223,2020,1,-1,1,0.6,100
102,Borno,Nganzai,SMC,Gawabawa,august,253,2020,2,-1,1,0.6,100
103,Borno,Nganzai,SMC,Gawabawa,august,283,2020,3,-1,1,0.6,100
104,Borno,Nganzai,SMC,Gawabawa,august,313,2020,4,-1,1,0.6,100
105,Borno,Shani,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,100
106,Borno,Shani,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,100
107,Borno,Shani,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,100
108,Borno,Shani,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,100
109,Jigawa,Auyo,SMC,Taura,july,186,2020,1,-1,1,0.6,100
110,Jigawa,Auyo,SMC,Taura,july,216,2020,2,-1,1,0.6,100
111,Jigawa,Auyo,SMC,Taura,july,246,2020,3,-1,1,0.6,100
112,Jigawa,Auyo,SMC,Taura,july,276,2020,4,-1,1,0.6,100
113,Jigawa,Babura,SMC,Babura,may,131,2020,1,-1,1,0.6,100
114,Jigawa,Babura,SMC,Babura,may,161,2020,2,-1,1,0.6,100
115,Jigawa,Babura,SMC,Babura,may,191,2020,3,-1,1,0.6,100
116,Jigawa,Babura,SMC,Babura,may,221,2020,4,-1,1,0.6,100
117,Jigawa,Biriniwa,SMC,Taura,july,186,2020,1,-1,1,0.6,100
118,Jigawa,Biriniwa,SMC,Taura,july,216,2020,2,-1,1,0.6,100
119,Jigawa,Biriniwa,SMC,Taura,july,246,2020,3,-1,1,0.6,100
120,Jigawa,Biriniwa,SMC,Taura,july,276,2020,4,-1,1,0.6,100
121,Jigawa,Birni Kudu,SMC,Takali,september,250,2020,1,-1,1,0.6,100
122,Jigawa,Birni Kudu,SMC,Takali,september,280,2020,2,-1,1,0.6,100
123,Jigawa,Birni Kudu,SMC,Takali,september,310,2020,3,-1,1,0.6,100
124,Jigawa,Birni Kudu,SMC,Takali,september,340,2020,4,-1,1,0.6,100
125,Jigawa,Buji,SMC,Takali,september,250,2020,1,-1,1,0.6,100
126,Jigawa,Buji,SMC,Takali,september,280,2020,2,-1,1,0.6,100
127,Jigawa,Buji,SMC,Takali,september,310,2020,3,-1,1,0.6,100
128,Jigawa,Buji,SMC,Takali,september,340,2020,4,-1,1,0.6,100
129,Jigawa,Dutse,SMC,Takali,september,250,2020,1,-1,1,0.6,100
130,Jigawa,Dutse,SMC,Takali,september,280,2020,2,-1,1,0.6,100
131,Jigawa,Dutse,SMC,Takali,september,310,2020,3,-1,1,0.6,100
132,Jigawa,Dutse,SMC,Takali,september,340,2020,4,-1,1,0.6,100
133,Jigawa,Gagarawa,SMC,Taura,july,186,2020,1,-1,1,0.6,100
134,Jigawa,Gagarawa,SMC,Taura,july,216,2020,2,-1,1,0.6,100
135,Jigawa,Gagarawa,SMC,Taura,july,246,2020,3,-1,1,0.6,100
136,Jigawa,Gagarawa,SMC,Taura,july,276,2020,4,-1,1,0.6,100
137,Jigawa,Garki,SMC,Babura,may,131,2020,1,-1,1,0.6,100
138,Jigawa,Garki,SMC,Babura,may,161,2020,2,-1,1,0.6,100
139,Jigawa,Garki,SMC,Babura,may,191,2020,3,-1,1,0.6,100
140,Jigawa,Garki,SMC,Babura,may,221,2020,4,-1,1,0.6,100
141,Jigawa,Gumel,SMC,Babura,may,131,2020,1,-1,1,0.6,100
142,Jigawa,Gumel,SMC,Babura,may,161,2020,2,-1,1,0.6,100
143,Jigawa,Gumel,SMC,Babura,may,191,2020,3,-1,1,0.6,100
144,Jigawa,Gumel,SMC,Babura,may,221,2020,4,-1,1,0.6,100
145,Jigawa,Guri,SMC,Taura,july,186,2020,1,-1,1,0.6,100
146,Jigawa,Guri,SMC,Taura,july,216,2020,2,-1,1,0.6,100
147,Jigawa,Guri,SMC,Taura,july,246,2020,3,-1,1,0.6,100
148,Jigawa,Guri,SMC,Taura,july,276,2020,4,-1,1,0.6,100
149,Jigawa,Gwaram,SMC,Takali,september,250,2020,1,-1,1,0.6,100
150,Jigawa,Gwaram,SMC,Takali,september,280,2020,2,-1,1,0.6,100
151,Jigawa,Gwaram,SMC,Takali,september,310,2020,3,-1,1,0.6,100
152,Jigawa,Gwaram,SMC,Takali,september,340,2020,4,-1,1,0.6,100
153,Jigawa,Gwiwa,SMC,Babura,may,131,2020,1,-1,1,0.6,100
154,Jigawa,Gwiwa,SMC,Babura,may,161,2020,2,-1,1,0.6,100
155,Jigawa,Gwiwa,SMC,Babura,may,191,2020,3,-1,1,0.6,100
156,Jigawa,Gwiwa,SMC,Babura,may,221,2020,4,-1,1,0.6,100
157,Jigawa,Hadejia,SMC,Taura,july,186,2020,1,-1,1,0.6,100
158,Jigawa,Hadejia,SMC,Taura,july,216,2020,2,-1,1,0.6,100
159,Jigawa,Hadejia,SMC,Taura,july,246,2020,3,-1,1,0.6,100
160,Jigawa,Hadejia,SMC,Taura,july,276,2020,4,-1,1,0.6,100
161,Jigawa,Jahun,SMC,Taura,july,186,2020,1,-1,1,0.6,100
162,Jigawa,Jahun,SMC,Taura,july,216,2020,2,-1,1,0.6,100
163,Jigawa,Jahun,SMC,Taura,july,246,2020,3,-1,1,0.6,100
164,Jigawa,Jahun,SMC,Taura,july,276,2020,4,-1,1,0.6,100
165,Jigawa,Kafin Hausa,SMC,Taura,july,186,2020,1,-1,1,0.6,100
166,Jigawa,Kafin Hausa,SMC,Taura,july,216,2020,2,-1,1,0.6,100
167,Jigawa,Kafin Hausa,SMC,Taura,july,246,2020,3,-1,1,0.6,100
168,Jigawa,Kafin Hausa,SMC,Taura,july,276,2020,4,-1,1,0.6,100
169,Jigawa,Kaugama,SMC,Taura,july,186,2020,1,-1,1,0.6,100
170,Jigawa,Kaugama,SMC,Taura,july,216,2020,2,-1,1,0.6,100
171,Jigawa,Kaugama,SMC,Taura,july,246,2020,3,-1,1,0.6,100
172,Jigawa,Kaugama,SMC,Taura,july,276,2020,4,-1,1,0.6,100
173,Jigawa,Kazaure,SMC,Babura,may,131,2020,1,-1,1,0.6,100
174,Jigawa,Kazaure,SMC,Babura,may,161,2020,2,-1,1,0.6,100
175,Jigawa,Kazaure,SMC,Babura,may,191,2020,3,-1,1,0.6,100
176,Jigawa,Kazaure,SMC,Babura,may,221,2020,4,-1,1,0.6,100
177,Jigawa,Kiri Kasamma,SMC,Taura,july,186,2020,1,-1,1,0.6,100
178,Jigawa,Kiri Kasamma,SMC,Taura,july,216,2020,2,-1,1,0.6,100
179,Jigawa,Kiri Kasamma,SMC,Taura,july,246,2020,3,-1,1,0.6,100
180,Jigawa,Kiri Kasamma,SMC,Taura,july,276,2020,4,-1,1,0.6,100
181,Jigawa,Maigatari,SMC,Babura,may,131,2020,1,-1,1,0.6,100
182,Jigawa,Maigatari,SMC,Babura,may,161,2020,2,-1,1,0.6,100
183,Jigawa,Maigatari,SMC,Babura,may,191,2020,3,-1,1,0.6,100
184,Jigawa,Maigatari,SMC,Babura,may,221,2020,4,-1,1,0.6,100
185,Jigawa,Malam Madori,SMC,Taura,july,186,2020,1,-1,1,0.6,100
186,Jigawa,Malam Madori,SMC,Taura,july,216,2020,2,-1,1,0.6,100
187,Jigawa,Malam Madori,SMC,Taura,july,246,2020,3,-1,1,0.6,100
188,Jigawa,Malam Madori,SMC,Taura,july,276,2020,4,-1,1,0.6,100
189,Jigawa,Miga,SMC,Taura,july,186,2020,1,-1,1,0.6,100
190,Jigawa,Miga,SMC,Taura,july,216,2020,2,-1,1,0.6,100
191,Jigawa,Miga,SMC,Taura,july,246,2020,3,-1,1,0.6,100
192,Jigawa,Miga,SMC,Taura,july,276,2020,4,-1,1,0.6,100
193,Jigawa,Ringim,SMC,Taura,july,186,2020,1,-1,1,0.6,100
194,Jigawa,Ringim,SMC,Taura,july,216,2020,2,-1,1,0.6,100
195,Jigawa,Ringim,SMC,Taura,july,246,2020,3,-1,1,0.6,100
196,Jigawa,Ringim,SMC,Taura,july,276,2020,4,-1,1,0.6,100
197,Jigawa,Roni,SMC,Babura,may,131,2020,1,-1,1,0.6,100
198,Jigawa,Roni,SMC,Babura,may,161,2020,2,-1,1,0.6,100
199,Jigawa,Roni,SMC,Babura,may,191,2020,3,-1,1,0.6,100
200,Jigawa,Roni,SMC,Babura,may,221,2020,4,-1,1,0.6,100
201,Jigawa,Sule-Tankarkar,SMC,Babura,may,131,2020,1,-1,1,0.6,100
202,Jigawa,Sule-Tankarkar,SMC,Babura,may,161,2020,2,-1,1,0.6,100
203,Jigawa,Sule-Tankarkar,SMC,Babura,may,191,2020,3,-1,1,0.6,100
204,Jigawa,Sule-Tankarkar,SMC,Babura,may,221,2020,4,-1,1,0.6,100
205,Jigawa,Taura,SMC,Taura,july,186,2020,1,-1,1,0.6,100
206,Jigawa,Taura,SMC,Taura,july,216,2020,2,-1,1,0.6,100
207,Jigawa,Taura,SMC,Taura,july,246,2020,3,-1,1,0.6,100
208,Jigawa,Taura,SMC,Taura,july,276,2020,4,-1,1,0.6,100
209,Jigawa,Yankwashi,SMC,Babura,may,131,2020,1,-1,1,0.6,100
210,Jigawa,Yankwashi,SMC,Babura,may,161,2020,2,-1,1,0.6,100
211,Jigawa,Yankwashi,SMC,Babura,may,191,2020,3,-1,1,0.6,100
212,Jigawa,Yankwashi,SMC,Babura,may,221,2020,4,-1,1,0.6,100
213,Jigawa,Kiyawa,SMC,Takali,september,250,2020,1,-1,1,0.6,100
214,Jigawa,Kiyawa,SMC,Takali,september,280,2020,2,-1,1,0.6,100
215,Jigawa,Kiyawa,SMC,Takali,september,310,2020,3,-1,1,0.6,100
216,Jigawa,Kiyawa,SMC,Takali,september,340,2020,4,-1,1,0.6,100
217,Kano,Ajingi,SMC,Taura,july,186,2020,1,-1,1,0.6,100
218,Kano,Ajingi,SMC,Taura,july,216,2020,2,-1,1,0.6,100
219,Kano,Ajingi,SMC,Taura,july,246,2020,3,-1,1,0.6,100
220,Kano,Ajingi,SMC,Taura,july,276,2020,4,-1,1,0.6,100
221,Kano,Albasu,SMC,Takali,september,250,2020,1,-1,1,0.6,100
222,Kano,Albasu,SMC,Takali,september,280,2020,2,-1,1,0.6,100
223,Kano,Albasu,SMC,Takali,september,310,2020,3,-1,1,0.6,100
224,Kano,Albasu,SMC,Takali,september,340,2020,4,-1,1,0.6,100
225,Kano,Bagwai,SMC,Babura,may,131,2020,1,-1,1,0.6,100
226,Kano,Bagwai,SMC,Babura,may,161,2020,2,-1,1,0.6,100
227,Kano,Bagwai,SMC,Babura,may,191,2020,3,-1,1,0.6,100
228,Kano,Bagwai,SMC,Babura,may,221,2020,4,-1,1,0.6,100
229,Kano,Bebeji,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
230,Kano,Bebeji,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
231,Kano,Bebeji,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
232,Kano,Bebeji,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
233,Kano,Bichi,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
234,Kano,Bichi,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
235,Kano,Bichi,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
236,Kano,Bichi,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
237,Kano,Bunkure,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
238,Kano,Bunkure,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
239,Kano,Bunkure,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
240,Kano,Bunkure,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
241,Kano,Dala,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,100
242,Kano,Dala,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,100
243,Kano,Dala,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,100
244,Kano,Dala,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,100
245,Kano,Dambatta,SMC,Babura,may,131,2020,1,-1,1,0.6,100
246,Kano,Dambatta,SMC,Babura,may,161,2020,2,-1,1,0.6,100
247,Kano,Dambatta,SMC,Babura,may,191,2020,3,-1,1,0.6,100
248,Kano,Dambatta,SMC,Babura,may,221,2020,4,-1,1,0.6,100
249,Kano,Dawakin Kudu,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
250,Kano,Dawakin Kudu,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
251,Kano,Dawakin Kudu,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
252,Kano,Dawakin Kudu,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
253,Kano,Dawakin Tofa,SMC,Taura,july,186,2020,1,-1,1,0.6,100
254,Kano,Dawakin Tofa,SMC,Taura,july,216,2020,2,-1,1,0.6,100
255,Kano,Dawakin Tofa,SMC,Taura,july,246,2020,3,-1,1,0.6,100
256,Kano,Dawakin Tofa,SMC,Taura,july,276,2020,4,-1,1,0.6,100
257,Kano,Doguwa,SMC,Giwa,august,223,2020,1,-1,1,0.6,100
258,Kano,Doguwa,SMC,Giwa,august,253,2020,2,-1,1,0.6,100
259,Kano,Doguwa,SMC,Giwa,august,283,2020,3,-1,1,0.6,100
260,Kano,Doguwa,SMC,Giwa,august,313,2020,4,-1,1,0.6,100
261,Kano,Fagge,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,100
262,Kano,Fagge,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,100
263,Kano,Fagge,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,100
264,Kano,Fagge,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,100
265,Kano,Gabasawa,SMC,Taura,july,186,2020,1,-1,1,0.6,100
266,Kano,Gabasawa,SMC,Taura,july,216,2020,2,-1,1,0.6,100
267,Kano,Gabasawa,SMC,Taura,july,246,2020,3,-1,1,0.6,100
268,Kano,Gabasawa,SMC,Taura,july,276,2020,4,-1,1,0.6,100
269,Kano,Garko,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
270,Kano,Garko,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
271,Kano,Garko,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
272,Kano,Garko,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
273,Kano,Garum Mallam,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
274,Kano,Garum Mallam,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
275,Kano,Garum Mallam,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
276,Kano,Garum Mallam,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
277,Kano,Gaya,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
278,Kano,Gaya,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
279,Kano,Gaya,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
280,Kano,Gaya,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
281,Kano,Gezawa,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
282,Kano,Gezawa,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
283,Kano,Gezawa,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
284,Kano,Gezawa,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
285,Kano,Gwale,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,100
286,Kano,Gwale,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,100
287,Kano,Gwale,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,100
288,Kano,Gwale,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,100
289,Kano,Gwarzo,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
290,Kano,Gwarzo,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
291,Kano,Gwarzo,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
292,Kano,Gwarzo,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
293,Kano,Kabo,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
294,Kano,Kabo,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
295,Kano,Kabo,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
296,Kano,Kabo,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
297,Kano,Kano Municipal,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,100
298,Kano,Kano Municipal,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,100
299,Kano,Kano Municipal,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,100
300,Kano,Kano Municipal,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,100
301,Kano,Karaye,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
302,Kano,Karaye,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
303,Kano,Karaye,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
304,Kano,Karaye,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
305,Kano,Kibiya,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
306,Kano,Kibiya,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
307,Kano,Kibiya,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
308,Kano,Kibiya,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
309,Kano,Kiru,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
310,Kano,Kiru,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
311,Kano,Kiru,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
312,Kano,Kiru,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
313,Kano,Kumbotso,SMC,Taura,july,186,2020,1,-1,1,0.6,100
314,Kano,Kumbotso,SMC,Taura,july,216,2020,2,-1,1,0.6,100
315,Kano,Kumbotso,SMC,Taura,july,246,2020,3,-1,1,0.6,100
316,Kano,Kumbotso,SMC,Taura,july,276,2020,4,-1,1,0.6,100
317,Kano,Kunchi,SMC,Babura,may,131,2020,1,-1,1,0.6,100
318,Kano,Kunchi,SMC,Babura,may,161,2020,2,-1,1,0.6,100
319,Kano,Kunchi,SMC,Babura,may,191,2020,3,-1,1,0.6,100
320,Kano,Kunchi,SMC,Babura,may,221,2020,4,-1,1,0.6,100
321,Kano,Kura,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,100
322,Kano,Kura,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,100
323,Kano,Kura,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,100
324,Kano,Kura,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,100
325,Kano,Madobi,SMC,Taura,july,186,2020,1,-1,1,0.6,100
326,Kano,Madobi,SMC,Taura,july,216,2020,2,-1,1,0.6,100
327,Kano,Madobi,SMC,Taura,july,246,2020,3,-1,1,0.6,100
328,Kano,Madobi,SMC,Taura,july,276,2020,4,-1,1,0.6,100
329,Kano,Makoda,SMC,Babura,may,131,2020,1,-1,1,0.6,100
330,Kano,Makoda,SMC,Babura,may,161,2020,2,-1,1,0.6,100
331,Kano,Makoda,SMC,Babura,may,191,2020,3,-1,1,0.6,100
332,Kano,Makoda,SMC,Babura,may,221,2020,4,-1,1,0.6,100
333,Kano,Minjibir,SMC,Taura,july,186,2020,1,-1,1,0.6,100
334,Kano,Minjibir,SMC,Taura,july,216,2020,2,-1,1,0.6,100
