LGA,MapA_mix,llin_type,smc_LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Danja,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,980,2023,2,-1,0.8,0.2,5
Danja,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,1010,2023,3,-1,0.8,0.2,5
Danja,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,1040,2023,4,-1,0.8,0.2,5
Daura,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1223,2023,1,-1,0.8,0.2,5
Daura,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1253,2023,2,-1,0.8,0.2,5
Daura,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1283,2023,3,-1,0.8,0.2,5
Daura,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1313,2023,4,-1,0.8,0.2,5
Dutsi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Dutsi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Dutsi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Dutsi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Dutsin-Ma,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Dutsin-Ma,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Dutsin-Ma,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Dutsin-Ma,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Faskari,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,950,2023,1,-1,0.8,0.2,5
Faskari,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,980,2023,2,-1,0.8,0.2,5
Faskari,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,1010,2023,3,-1,0.8,0.2,5
Faskari,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,1040,2023,4,-1,0.8,0.2,5
Funtua,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,950,2023,1,-1,0.8,0.2,5
Funtua,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,980,2023,2,-1,0.8,0.2,5
Funtua,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,1010,2023,3,-1,0.8,0.2,5
Funtua,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,1040,2023,4,-1,0.8,0.2,5
Ingawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Ingawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Ingawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Ingawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Jibia,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Jibia,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Jibia,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Jibia,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Kafur,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,950,2023,1,-1,0.8,0.2,5
Kafur,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,980,2023,2,-1,0.8,0.2,5
Kafur,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,1010,2023,3,-1,0.8,0.2,5
Kafur,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,1040,2023,4,-1,0.8,0.2,5
Kankara,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Kankara,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Kankara,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Kankara,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Kankia,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Kankia,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Kankia,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Kankia,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Katsina,CM+IPTp+LLINs+SMC,itn,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Katsina,CM+IPTp+LLINs+SMC,itn,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Katsina,CM+IPTp+LLINs+SMC,itn,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Katsina,CM+IPTp+LLINs+SMC,itn,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Kurfi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Kurfi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Kurfi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Kurfi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Kusada,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Kusada,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Kusada,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Kusada,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Mai'Adua,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Mai'Adua,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Mai'Adua,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Mai'Adua,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Malumfashi,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,950,2023,1,-1,0.8,0.2,5
Malumfashi,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,980,2023,2,-1,0.8,0.2,5
Malumfashi,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,1010,2023,3,-1,0.8,0.2,5
Malumfashi,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,1040,2023,4,-1,0.8,0.2,5
Mani,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Mani,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Mani,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Mani,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Mashi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Mashi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Mashi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Mashi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Matazuu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Matazuu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Matazuu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Matazuu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Musawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,950,2023,1,-1,0.8,0.2,5
Musawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,980,2023,2,-1,0.8,0.2,5
Musawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,1010,2023,3,-1,0.8,0.2,5
Musawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,1040,2023,4,-1,0.8,0.2,5
Rimi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Rimi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Rimi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Rimi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,950,2023,1,-1,0.8,0.2,5
Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,980,2023,2,-1,0.8,0.2,5
Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,1010,2023,3,-1,0.8,0.2,5
Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,1040,2023,4,-1,0.8,0.2,5
Safana,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1223,2023,1,-1,0.8,0.2,5
Safana,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1253,2023,2,-1,0.8,0.2,5
Safana,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1283,2023,3,-1,0.8,0.2,5
Safana,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1313,2023,4,-1,0.8,0.2,5
Sandamu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
Sandamu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
Sandamu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
Sandamu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Zango,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1223,2023,1,-1,0.8,0.2,5
Zango,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1253,2023,2,-1,0.8,0.2,5
Zango,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1283,2023,3,-1,0.8,0.2,5
Zango,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,1313,2023,4,-1,0.8,0.2,5
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1160,2023,1,-1,0.8,0.2,5
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1190,2023,2,-1,0.8,0.2,5
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1220,2023,3,-1,0.8,0.2,5
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1250,2023,4,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1160,2023,1,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1190,2023,2,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1220,2023,3,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1250,2023,4,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1286,2023,1,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1316,2023,2,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1346,2023,3,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1376,2023,4,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1286,2023,1,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1316,2023,2,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1346,2023,3,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1376,2023,4,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,950,2023,1,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,980,2023,2,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1010,2023,3,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1040,2023,4,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1286,2023,1,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1316,2023,2,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1346,2023,3,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1376,2023,4,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1160,2023,1,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1190,2023,2,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1220,2023,3,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1250,2023,4,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1160,2023,1,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1190,2023,2,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1220,2023,3,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1250,2023,4,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1160,2023,1,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1190,2023,2,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1220,2023,3,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1250,2023,4,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,950,2023,1,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,980,2023,2,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1010,2023,3,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1040,2023,4,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1160,2023,1,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1190,2023,2,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1220,2023,3,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1250,2023,4,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1314,2023,1,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1344,2023,2,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1374,2023,3,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1404,2023,4,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1314,2023,1,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1344,2023,2,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1374,2023,3,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1404,2023,4,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1314,2023,1,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1344,2023,2,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1374,2023,3,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1404,2023,4,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1286,2023,1,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1316,2023,2,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1346,2023,3,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1376,2023,4,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1286,2023,1,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1316,2023,2,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1346,2023,3,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1376,2023,4,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,950,2023,1,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,980,2023,2,-1,0.8,0.2,5
