LGA,MapA_mix,llin_type,smc_LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Matazuu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,516,2021,4,-1,0.8,0.2,5
Musawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,579,2021,1,-1,0.8,0.2,5
Musawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,609,2021,2,-1,0.8,0.2,5
Musawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,639,2021,3,-1,0.8,0.2,5
Musawa,CM+IPTp+IRS+SMC,itn_pbo,smc,Gwarzo,august,669,2021,4,-1,0.8,0.2,5
Rimi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,426,2021,1,-1,0.8,0.2,5
Rimi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,456,2021,2,-1,0.8,0.2,5
Rimi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,486,2021,3,-1,0.8,0.2,5
Rimi,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,516,2021,4,-1,0.8,0.2,5
Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,579,2021,1,-1,0.8,0.2,5
Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,609,2021,2,-1,0.8,0.2,5
Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,639,2021,3,-1,0.8,0.2,5
Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,smc,Giwa,august,669,2021,4,-1,0.8,0.2,5
Safana,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,488,2021,1,-1,0.8,0.2,5
Safana,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,518,2021,2,-1,0.8,0.2,5
Safana,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,548,2021,3,-1,0.8,0.2,5
Safana,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,578,2021,4,-1,0.8,0.2,5
Sandamu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,426,2021,1,-1,0.8,0.2,5
Sandamu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,456,2021,2,-1,0.8,0.2,5
Sandamu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,486,2021,3,-1,0.8,0.2,5
Sandamu,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,516,2021,4,-1,0.8,0.2,5
Zango,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,488,2021,1,-1,0.8,0.2,5
Zango,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,518,2021,2,-1,0.8,0.2,5
Zango,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,548,2021,3,-1,0.8,0.2,5
Zango,CM+IPTp+IRS+SMC,itn_pbo,smc,Babura,may,578,2021,4,-1,0.8,0.2,5
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,426,2021,1,-1,0.8,0.2,5
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,456,2021,2,-1,0.8,0.2,5
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,486,2021,3,-1,0.8,0.2,5
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,516,2021,4,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,550,2021,1,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,580,2021,2,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,610,2021,3,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,640,2021,4,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,550,2021,1,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,580,2021,2,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,610,2021,3,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,640,2021,4,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,550,2021,1,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,580,2021,2,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,610,2021,3,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,640,2021,4,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,579,2021,1,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,609,2021,2,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,639,2021,3,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,669,2021,4,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,518,2021,1,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,548,2021,2,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,578,2021,3,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,608,2021,4,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,518,2021,1,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,548,2021,2,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,578,2021,3,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,608,2021,4,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,518,2021,1,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,548,2021,2,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,578,2021,3,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,608,2021,4,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,579,2021,1,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,609,2021,2,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,639,2021,3,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,669,2021,4,-1,0.8,0.2,5
Lokoja,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,579,2021,1,-1,0.8,0.2,5
Lokoja,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,609,2021,2,-1,0.8,0.2,5
Lokoja,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,639,2021,3,-1,0.8,0.2,5
Lokoja,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,669,2021,4,-1,0.8,0.2,5
Mopa-Muro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Mopa-Muro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Mopa-Muro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Mopa-Muro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Ofu,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Ofu,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Ofu,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Ofu,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Ogori-Mangongo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Ogori-Mangongo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Ogori-Mangongo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Ogori-Mangongo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Okehi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Okehi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Okehi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Okehi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Okene,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Okene,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Okene,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Okene,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Olamabolo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Olamabolo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Olamabolo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Olamabolo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Omala,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,579,2021,1,-1,0.8,0.2,5
Omala,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,609,2021,2,-1,0.8,0.2,5
Omala,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,639,2021,3,-1,0.8,0.2,5
Omala,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,669,2021,4,-1,0.8,0.2,5
Yagba East,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Yagba East,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Yagba East,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Yagba East,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Yagba West,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Yagba West,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Yagba West,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Yagba West,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Asa,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Asa,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Asa,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Asa,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Baruten,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Baruten,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Baruten,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Baruten,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Edu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Edu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Edu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Edu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Ekiti,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Ekiti,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Ekiti,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Ekiti,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Ifelodun1,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Ifelodun1,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Ifelodun1,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Ifelodun1,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Ilorin East,CM+IPTp+UrbanLLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Ilorin East,CM+IPTp+UrbanLLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Ilorin East,CM+IPTp+UrbanLLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Ilorin East,CM+IPTp+UrbanLLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Ilorin South,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,550,2021,1,-1,0.8,0.2,5
Ilorin South,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,580,2021,2,-1,0.8,0.2,5
Ilorin South,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,610,2021,3,-1,0.8,0.2,5
Ilorin South,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,640,2021,4,-1,0.8,0.2,5
Ilorin West,CM+IPTp+UrbanLLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Ilorin West,CM+IPTp+UrbanLLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Ilorin West,CM+IPTp+UrbanLLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Ilorin West,CM+IPTp+UrbanLLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
Irepodun1,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,426,2021,1,-1,0.8,0.2,5
Irepodun1,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,456,2021,2,-1,0.8,0.2,5
Irepodun1,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,486,2021,3,-1,0.8,0.2,5
Irepodun1,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,516,2021,4,-1,0.8,0.2,5
