,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,kill_rate,block_initial,round,peak,simday,MapA_mix,llin_type
799,Kankara,Rimi,2021,Kankara,1,1,1,1,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
800,Kankara,Rimi,2024,Kankara,1,1,1,1,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
801,Kankia,Rimi,2021,Kankia,1,0.985714285,1,1,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
802,Kankia,Rimi,2024,Kankia,1,0.985714285,1,1,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
803,Katsina,Rimi,2021,Katsina,0.680570609,0.667908923,0.565763708,0.597304252,0.671836104,0.53,1,march,435,CM+IPTp+LLINs+SMC,itn
804,Katsina,Rimi,2024,Katsina,0.680570609,0.667908923,0.565763708,0.597304252,0.671836104,0.53,2,march,1530,CM+IPTp+LLINs+SMC,itn
805,Kurfi,Rimi,2021,Kurfi,0.878423186,0.710911537,0.630988288,0.822128818,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
806,Kurfi,Rimi,2024,Kurfi,0.878423186,0.710911537,0.630988288,0.822128818,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
807,Kusada,Rimi,2021,Kusada,0.9,0.685714285,0.535714285,0.861971831,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
808,Kusada,Rimi,2024,Kusada,0.9,0.685714285,0.535714285,0.861971831,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
809,Malumfashi,Gwarzo,2021,Malumfashi,0.685714285,0.6,0.43125,0.652173913,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
810,Malumfashi,Gwarzo,2024,Malumfashi,0.685714285,0.6,0.43125,0.652173913,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
811,Mani,Rimi,2021,Mani,0.764172914,0.693411929,0.624236147,0.663474962,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
812,Mani,Rimi,2024,Mani,0.764172914,0.693411929,0.624236147,0.663474962,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
813,Matazuu,Rimi,2021,Matazuu,1,1,1,1,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
814,Matazuu,Rimi,2024,Matazuu,1,1,1,1,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
815,Birnin Kebbi,Birnin Kebbi,2021,Birnin Kebbi,1,0.857366497,0.648716273,0.940915408,0.688032578,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn
816,Birnin Kebbi,Birnin Kebbi,2024,Birnin Kebbi,1,0.857366497,0.648716273,0.940915408,0.688032578,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn
817,Musawa,Gwarzo,2021,Musawa,0.909684517,0.707308958,0.62140619,0.82258017,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
818,Musawa,Gwarzo,2024,Musawa,0.909684517,0.707308958,0.62140619,0.82258017,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
819,Rimi,Rimi,2021,Rimi,0.878423186,0.710911537,0.630988288,0.822128818,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
820,Rimi,Rimi,2024,Rimi,0.878423186,0.710911537,0.630988288,0.822128818,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
821,Sabuwa,Giwa,2021,Sabuwa,0.436363637,0.432,0.32,0.68,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
822,Sabuwa,Giwa,2024,Sabuwa,0.436363637,0.432,0.32,0.68,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
823,Safana,Babura,2021,Safana,1,1,1,1,0.7188,0.863,1,may,496,CM+IPTp+IRS+SMC,itn_pbo
824,Safana,Babura,2024,Safana,1,1,1,1,0.7188,0.863,2,may,1591,CM+IPTp+IRS+SMC,itn_pbo
825,Sandamu,Rimi,2021,Sandamu,0.878423186,0.710911537,0.630988288,0.822128818,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
826,Sandamu,Rimi,2024,Sandamu,0.878423186,0.710911537,0.630988288,0.822128818,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
827,Aleiro,Birnin Kebbi,2021,Aleiro,0.94707177,0.737960786,0.641974103,0.94526286,0.6684684,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn
828,Aleiro,Birnin Kebbi,2024,Aleiro,0.94707177,0.737960786,0.641974103,0.94526286,0.6684684,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn
829,Argungu,Birnin Kebbi,2021,Argungu,1,0.887910978,0.780683527,1,0.689763899,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn
830,Argungu,Birnin Kebbi,2024,Argungu,1,0.887910978,0.780683527,1,0.689763899,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn
831,Augie,Birnin Kebbi,2021,Augie,1,0.85,1,1,0.688770794,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn
832,Augie,Birnin Kebbi,2024,Augie,1,0.85,1,1,0.688770794,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn
833,Bunza,Birnin Kebbi,2021,Bunza,0.94707177,0.737960786,0.641974103,0.94526286,0.650932828,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn
834,Bunza,Birnin Kebbi,2024,Bunza,0.94707177,0.737960786,0.641974103,0.94526286,0.650932828,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn
835,Fakai,Birnin Kebbi,2021,Fakai,1,0.96923077,0.853846154,0.940540541,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
836,Fakai,Birnin Kebbi,2024,Fakai,1,0.96923077,0.853846154,0.940540541,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
837,Gwandu,Birnin Kebbi,2021,Gwandu,0.94707177,0.9375,0.95,1,0.704443878,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn
838,Gwandu,Birnin Kebbi,2024,Gwandu,0.94707177,0.9375,0.95,1,0.704443878,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn
839,Jega,Birnin Kebbi,2021,Jega,1,0.958990183,0.644892738,1,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
840,Jega,Birnin Kebbi,2024,Jega,1,0.958990183,0.644892738,1,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
841,Kalgo,Birnin Kebbi,2021,Kalgo,1,0.946932625,0.865187563,1,0.655765729,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn
842,Kalgo,Birnin Kebbi,2024,Kalgo,1,0.946932625,0.865187563,1,0.655765729,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn
843,Iseyin,Akinyele,2020,Iseyin,0.745625234,0.52891423,0.24501499,0.671193845,0.444882082,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn
844,Iseyin,Akinyele,2023,Iseyin,0.745625234,0.52891423,0.24501499,0.671193845,0.444882082,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn
845,Maiyama,Birnin Kebbi,2021,Maiyama,1,0.857142857,0.548571428,0.939130435,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
846,Maiyama,Birnin Kebbi,2024,Maiyama,1,0.857142857,0.548571428,0.939130435,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
847,Ngaski,Owan East,2021,Ngaski,1,1,0.81793722,1,0.7188,0.863,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
848,Ngaski,Owan East,2024,Ngaski,1,1,0.81793722,1,0.7188,0.863,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
849,Sakaba,Alkaleri,2021,Sakaba,0.58144166,0.458086331,0.40628614,0.597026536,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
850,Sakaba,Alkaleri,2024,Sakaba,0.58144166,0.458086331,0.40628614,0.597026536,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
851,Shanga,Birnin Kebbi,2021,Shanga,1,0.977777778,0.837209303,0.857142857,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
852,Shanga,Birnin Kebbi,2024,Shanga,1,0.977777778,0.837209303,0.857142857,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
853,Suru,Birnin Kebbi,2021,Suru,1,0.967741936,0.633333334,0.983333333,0.612737045,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn
854,Suru,Birnin Kebbi,2024,Suru,1,0.967741936,0.633333334,0.983333333,0.612737045,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn
855,Wasagu-Danko,Alkaleri,2021,Wasagu/Danko,1,1,0.8,1,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
856,Wasagu-Danko,Alkaleri,2024,Wasagu/Danko,1,1,0.8,1,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
857,Yauri,Birnin Kebbi,2021,Yauri,1,1,0.80656134,1,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
858,Yauri,Birnin Kebbi,2024,Yauri,1,1,0.80656134,1,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
859,Zuru,Alkaleri,2021,Zuru,0.58144166,1,0.844444445,1,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
860,Zuru,Alkaleri,2024,Zuru,0.58144166,1,0.844444445,1,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
861,Adavi,Owan East,2020,Adavi,0.996786174,0.714669551,0.623622659,0.711426337,0.384675567,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
862,Adavi,Owan East,2023,Adavi,0.996786174,0.714669551,0.623622659,0.711426337,0.384675567,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
863,Ajaokuta,Owan East,2020,Ajaokuta,0.48,0.5,0.488888888,0.495652174,0.7188,0.863,1,march,70,CM+IPTp+IRS+SMC,itn_pbo
864,Ajaokuta,Owan East,2023,Ajaokuta,0.48,0.5,0.488888888,0.495652174,0.7188,0.863,2,march,1165,CM+IPTp+IRS+SMC,itn_pbo
865,Ankpa,Owan East,2020,Ankpa,0.491202859,0.316595726,0.46085342,0.393078746,0.445447774,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
866,Ankpa,Owan East,2023,Ankpa,0.491202859,0.316595726,0.46085342,0.393078746,0.445447774,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
867,Bassa1,Keana,2020,Bassa1,1,0.9,0.925,1,0.464886674,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
868,Bassa1,Keana,2023,Bassa1,1,0.9,0.925,1,0.464886674,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
869,Dekina,Owan East,2020,Dekina,0.266872344,0.268264106,0.223497109,0.395442018,0.436648124,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
870,Dekina,Owan East,2023,Dekina,0.266872344,0.268264106,0.223497109,0.395442018,0.436648124,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
871,Edu,Oke-Ero,2020,Edu,0.330993882,0.266825207,0.285703042,0.439101847,0.409929917,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
872,Edu,Oke-Ero,2023,Edu,0.330993882,0.266825207,0.285703042,0.439101847,0.409929917,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
873,Ibaji,Uzo-Uwani,2020,Ibaji,0.631517543,0.611629129,0.507818927,0.730307167,0.406770517,0.53,1,june,162,CM+IPTp+LLINs+SMC,itn
874,Ibaji,Uzo-Uwani,2023,Ibaji,0.631517543,0.611629129,0.507818927,0.730307167,0.406770517,0.53,2,june,1257,CM+IPTp+LLINs+SMC,itn
875,Idah,Uzo-Uwani,2020,Idah,0.331783877,0.268927518,0.192060578,0.226610623,0.445061456,0.53,1,june,162,CM+IPTp+LLINs+SMC,itn
876,Idah,Uzo-Uwani,2023,Idah,0.331783877,0.268927518,0.192060578,0.226610623,0.445061456,0.53,2,june,1257,CM+IPTp+LLINs+SMC,itn
877,Igalamela-Odolu,Uzo-Uwani,2020,Igalamela-Odolu,1,0.923451653,0.832533877,0.864124031,0.414321376,0.53,1,june,162,CM+IPTp+LLINs+SMC,itn
878,Igalamela-Odolu,Uzo-Uwani,2023,Igalamela-Odolu,1,0.923451653,0.832533877,0.864124031,0.414321376,0.53,2,june,1257,CM+IPTp+LLINs+SMC,itn
879,Ijumu,Oke-Ero,2020,Ijumu,0.66,0.8,0.7,0.648,0.387970309,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
880,Ijumu,Oke-Ero,2023,Ijumu,0.66,0.8,0.7,0.648,0.387970309,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
881,Kabba-Bunu,Oke-Ero,2020,Kabba/Bunu,0.642698081,0.433980262,0.520933686,0.6,0.393788165,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
882,Kabba-Bunu,Oke-Ero,2023,Kabba/Bunu,0.642698081,0.433980262,0.520933686,0.6,0.393788165,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
883,Kogi,Keana,2020,Kogi,0.436363637,0.12,0.2,0.36226415,0.7188,0.863,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
884,Kogi,Keana,2023,Kogi,0.436363637,0.12,0.2,0.36226415,0.7188,0.863,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
885,Lokoja,Keana,2020,Lokoja,0.726406999,0.650153906,0.505980466,0.709520677,0.389588612,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
886,Lokoja,Keana,2023,Lokoja,0.726406999,0.650153906,0.505980466,0.709520677,0.389588612,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
887,Mopa-Muro,Oke-Ero,2020,Mopa-Muro,0.470146681,0.359315966,0.312455578,0.426145735,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
888,Mopa-Muro,Oke-Ero,2023,Mopa-Muro,0.470146681,0.359315966,0.312455578,0.426145735,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
889,Ofu,Owan East,2020,Ofu,0.648101305,0.49736836,0.488753759,0.682125611,0.406296962,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
890,Ofu,Owan East,2023,Ofu,0.648101305,0.49736836,0.488753759,0.682125611,0.406296962,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
891,Okehi,Owan East,2020,Okehi,0.9,0.685714285,0.4,0.615384616,0.371839834,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
892,Okehi,Owan East,2023,Okehi,0.9,0.685714285,0.4,0.615384616,0.371839834,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
893,Okene,Owan East,2020,Okene,0.619873753,0.537817568,0.367987723,0.58931353,0.357715363,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
894,Okene,Owan East,2023,Okene,0.619873753,0.537817568,0.367987723,0.58931353,0.357715363,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
895,Olamabolo,Owan East,2020,Olamabolo,0.432498084,0.755735042,0.346218649,0.378384886,0.391533051,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
896,Olamabolo,Owan East,2023,Olamabolo,0.432498084,0.755735042,0.346218649,0.378384886,0.391533051,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
897,Omala,Keana,2020,Omala,0.147085681,0.038824015,0.219265352,0.248269332,0.504091735,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
898,Omala,Keana,2023,Omala,0.147085681,0.038824015,0.219265352,0.248269332,0.504091735,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
899,Yagba East,Oke-Ero,2020,Yagba East,0.635294118,0.72,0.45,0.642857143,0.370406416,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
900,Yagba East,Oke-Ero,2023,Yagba East,0.635294118,0.72,0.45,0.642857143,0.370406416,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
901,Ifelodun1,Oke-Ero,2020,Ifelodun1,0.441518648,0.368281854,0.29725604,0.552853519,0.425290104,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
902,Ifelodun1,Oke-Ero,2023,Ifelodun1,0.441518648,0.368281854,0.29725604,0.552853519,0.425290104,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
903,Ilorin East,Oke-Ero,2020,Ilorin East,0.347929578,0.354413593,0.315952243,0.363499451,0.419388367,0.53,1,july,186,CM+IPTp+UrbanLLINs+SMC,itn
904,Ilorin East,Oke-Ero,2023,Ilorin East,0.347929578,0.354413593,0.315952243,0.363499451,0.419388367,0.53,2,july,1281,CM+IPTp+UrbanLLINs+SMC,itn
905,Ilorin South,Oke-Ero,2020,Ilorin South,0.470146681,0.359315966,0.312455578,0.426145735,0.391328258,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
906,Ilorin South,Oke-Ero,2023,Ilorin South,0.470146681,0.359315966,0.312455578,0.426145735,0.391328258,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
907,Ilorin West,Owan East,2020,Ilorin West,0.260686758,0.240633236,0.247184603,0.169508575,0.378056657,0.53,1,march,70,CM+IPTp+UrbanLLINs+SMC,itn
908,Ilorin West,Owan East,2023,Ilorin West,0.260686758,0.240633236,0.247184603,0.169508575,0.378056657,0.53,2,march,1165,CM+IPTp+UrbanLLINs+SMC,itn
909,Irepodun1,Owan East,2020,Irepodun1,0.23036805,0.186109256,0.344973988,0.3722586,0.422491317,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
910,Irepodun1,Owan East,2023,Irepodun1,0.23036805,0.186109256,0.344973988,0.3722586,0.422491317,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
911,Itesiwaju,Akinyele,2020,Itesiwaju,0.5217819,0.470437196,0.372688174,0.452985571,0.7188,0.863,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
912,Itesiwaju,Akinyele,2023,Itesiwaju,0.5217819,0.470437196,0.372688174,0.452985571,0.7188,0.863,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
913,Isin,Oke-Ero,2020,Isin,0.358865216,0.2,0.213829782,0.408785834,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
914,Isin,Oke-Ero,2023,Isin,0.358865216,0.2,0.213829782,0.408785834,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
915,Kaiama,Oke-Ero,2020,Kaiama,0.742857143,0.7125,0.417391304,0.766666667,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
916,Kaiama,Oke-Ero,2023,Kaiama,0.742857143,0.7125,0.417391304,0.766666667,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
917,Moro,Oke-Ero,2020,Moro,0.25,0.3,0.12972973,0.24,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
918,Moro,Oke-Ero,2023,Moro,0.25,0.3,0.12972973,0.24,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
919,Offa,Akinyele,2020,Offa,0.292664798,0.321951203,0.343742512,0.364775885,0.7188,0.863,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
920,Offa,Akinyele,2023,Offa,0.292664798,0.321951203,0.343742512,0.364775885,0.7188,0.863,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
921,Oke-Ero,Oke-Ero,2020,Oke-Ero,0.16,0.109090909,0.252631579,0.25,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
922,Oke-Ero,Oke-Ero,2023,Oke-Ero,0.16,0.109090909,0.252631579,0.25,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
923,Kajola,Akinyele,2020,Kajola,0.476334125,0.2103534,0.308215067,0.479712448,0.464793778,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn
924,Kajola,Akinyele,2023,Kajola,0.476334125,0.2103534,0.308215067,0.479712448,0.464793778,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn
925,Oyun,Oke-Ero,2020,Oyun,0.493769888,0.140030447,0.31951302,0.443549473,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
926,Oyun,Oke-Ero,2023,Oyun,0.493769888,0.140030447,0.31951302,0.443549473,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
927,Pategi,Oke-Ero,2020,Pategi,0.917647058,0.48,0.266666666,0.906122449,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
928,Pategi,Oke-Ero,2023,Pategi,0.917647058,0.48,0.266666666,0.906122449,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
929,Agege,Uzo-Uwani,2020,Agege,0.283321002,0.309224017,0.061171686,0.213605548,0.49666464,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
930,Agege,Uzo-Uwani,2023,Agege,0.283321002,0.309224017,0.061171686,0.213605548,0.49666464,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
931,Ajeromi-Ifelodun,Uzo-Uwani,2020,Ajeromi-Ifelodun,0.178744492,0.176785727,0.013639625,0.049719275,0.493901179,0.53,1,june,162,CM+IPTp+Urban-LLINs,itn
932,Ajeromi-Ifelodun,Uzo-Uwani,2023,Ajeromi-Ifelodun,0.178744492,0.176785727,0.013639625,0.049719275,0.493901179,0.53,2,june,1257,CM+IPTp+Urban-LLINs,itn
933,Alimosho,Uzo-Uwani,2020,Alimosho,0.296668033,0.22144671,0.177726364,0.177209178,0.485561977,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
934,Alimosho,Uzo-Uwani,2023,Alimosho,0.296668033,0.22144671,0.177726364,0.177209178,0.485561977,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
935,Apapa,Isoko South,2020,Apapa,0.36923077,0.24,0.252631579,0.248275862,0.511279973,0.53,1,june,162,CM+IPTp+Urban-LLINs,itn
936,Apapa,Isoko South,2023,Apapa,0.36923077,0.24,0.252631579,0.248275862,0.511279973,0.53,2,june,1257,CM+IPTp+Urban-LLINs,itn
937,Epe,Uzo-Uwani,2020,Epe,0.092307692,0.3,0.2,0.216,0.461173792,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
938,Epe,Uzo-Uwani,2023,Epe,0.092307692,0.3,0.2,0.216,0.461173792,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
939,Ifako-Ijaye,Uzo-Uwani,2020,Ifako-Ijaye,0.331783877,0.268927518,0.192060578,0.038304299,0.45214207,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
940,Ifako-Ijaye,Uzo-Uwani,2023,Ifako-Ijaye,0.331783877,0.268927518,0.192060578,0.038304299,0.45214207,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
941,Ikeja,Uzo-Uwani,2020,Ikeja,0.48,0.268927518,0.192060578,0.130909091,0.524146789,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
942,Ikeja,Uzo-Uwani,2023,Ikeja,0.48,0.268927518,0.192060578,0.130909091,0.524146789,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
943,Mushin,Isoko South,2020,Mushin,0.145944901,0.17986122,0.085677,0.057735511,0.520071762,0.53,1,june,162,CM+IPTp+Urban-LLINs,itn
944,Mushin,Isoko South,2023,Mushin,0.145944901,0.17986122,0.085677,0.057735511,0.520071762,0.53,2,june,1257,CM+IPTp+Urban-LLINs,itn
945,Kokona,Oke-Ero,2021,Kokona,0.874838702,0.768918088,0.646153846,0.791070104,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
946,Kokona,Oke-Ero,2024,Kokona,0.874838702,0.768918088,0.646153846,0.791070104,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
947,Ojo,Isoko South,2020,Ojo,0.333962272,0.347797273,0.176666015,0.230470508,0.488266396,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
948,Ojo,Isoko South,2023,Ojo,0.333962272,0.347797273,0.176666015,0.230470508,0.488266396,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
949,Oshodi-Isolo,Uzo-Uwani,2020,Oshodi-Isolo,0.156346152,0.09460982,0.192060578,0.052843222,0.512122932,0.53,1,june,162,CM+IPTp+Urban-LLINs,itn
950,Oshodi-Isolo,Uzo-Uwani,2023,Oshodi-Isolo,0.156346152,0.09460982,0.192060578,0.052843222,0.512122932,0.53,2,june,1257,CM+IPTp+Urban-LLINs,itn
951,Surulere1,Oke-Ero,2020,Surulere1,0.04130514,0.043603345,0.016527983,0.032573387,0.511114818,0.53,1,july,186,CM+IPTp+Urban-LLINs,itn
952,Surulere1,Oke-Ero,2023,Surulere1,0.04130514,0.043603345,0.016527983,0.032573387,0.511114818,0.53,2,july,1281,CM+IPTp+Urban-LLINs,itn
953,Akwanga,Oke-Ero,2021,Akwanga,0.987459865,0.96100598,0.872535406,0.950406138,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
954,Akwanga,Oke-Ero,2024,Akwanga,0.987459865,0.96100598,0.872535406,0.950406138,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
955,Obi2,Keana,2021,Obi2,0.988235294,1,0.352941176,0.96,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
956,Obi2,Keana,2024,Obi2,0.988235294,1,0.352941176,0.96,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
957,Awe,Keana,2021,Awe,0.726519521,0.515440208,0.562736861,0.878745559,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
958,Awe,Keana,2024,Awe,0.726519521,0.515440208,0.562736861,0.878745559,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
959,Doma,Keana,2021,Doma,0.886735282,0.581548691,0.398647674,0.720428701,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
960,Doma,Keana,2024,Doma,0.886735282,0.581548691,0.398647674,0.720428701,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
961,Karu,Oke-Ero,2021,Karu,0.456432761,0.456169724,0.53780917,0.47739779,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
962,Karu,Oke-Ero,2024,Karu,0.456432761,0.456169724,0.53780917,0.47739779,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
963,Keana,Keana,2021,Keana,0.61325653,0.529257775,0.416182829,0.706819121,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
964,Keana,Keana,2024,Keana,0.61325653,0.529257775,0.416182829,0.706819121,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
965,Keffi,Oke-Ero,2021,Keffi,0.866866858,0.515670683,0.521369819,0.684690668,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
966,Keffi,Oke-Ero,2024,Keffi,0.866866858,0.515670683,0.521369819,0.684690668,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
