,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,kill_rate,block_initial,round,peak,simday,MapA_mix,llin_type
386,Ohaukwu,Owan East,2023,Ohaukwu,0.45,0.6,0.580645162,0.535714285,0.7188,0.863,2,march,1165,CM+IPTp+IRS+SMC,itn_pbo
387,Onicha,Obubra,2020,Onicha,0.809235994,0.847614049,0.684986388,0.795428578,0.7188,0.863,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
388,Onicha,Obubra,2023,Onicha,0.809235994,0.847614049,0.684986388,0.795428578,0.7188,0.863,2,june,1257,CM+IPTp+IRS+IPTi,itn_pbo
389,Akoko-Edo,Owan East,2020,Akoko-Edo,0.484626023,0.278781127,0.473391106,0.599193404,0.381512482,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
390,Akoko-Edo,Owan East,2023,Akoko-Edo,0.484626023,0.278781127,0.473391106,0.599193404,0.381512482,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
391,Egor,Uzo-Uwani,2020,Egor,0.239097718,0.2,0.259136244,0.187631274,0.477643111,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
392,Egor,Uzo-Uwani,2023,Egor,0.239097718,0.2,0.259136244,0.187631274,0.477643111,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
393,Esan North East,Uzo-Uwani,2020,Esan North East,0.32,0.36,0.276923077,0.272727272,0.409684078,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
394,Esan North East,Uzo-Uwani,2023,Esan North East,0.32,0.36,0.276923077,0.272727272,0.409684078,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
395,Esan Central,Owan East,2020,Esan Central,0.666666667,0.75,0.282352942,0.336842105,0.413280793,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
396,Esan Central,Owan East,2023,Esan Central,0.666666667,0.75,0.282352942,0.336842105,0.413280793,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
397,Esan South East,Uzo-Uwani,2020,Esan South East,0.503089106,0.357830282,0.382528463,0.495662447,0.463795838,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
398,Esan South East,Uzo-Uwani,2023,Esan South East,0.503089106,0.357830282,0.382528463,0.495662447,0.463795838,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
399,Esan West,Uzo-Uwani,2020,Esan West,0.4,0.48,0.72,0.291891892,0.432241487,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
400,Esan West,Uzo-Uwani,2023,Esan West,0.4,0.48,0.72,0.291891892,0.432241487,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
401,Etsako Central,Owan East,2020,Etsako Central,0.3,0.16,0.469565218,0.192857143,0.377689484,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
402,Etsako Central,Owan East,2023,Etsako Central,0.3,0.16,0.469565218,0.192857143,0.377689484,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
403,Etsako East,Owan East,2020,Etsako East,0.267424012,0.042097475,0.098715821,0.263192386,0.389711717,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
404,Etsako East,Owan East,2023,Etsako East,0.267424012,0.042097475,0.098715821,0.263192386,0.389711717,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
405,Etsako West,Owan East,2020,Etsako West,0.188161468,0.056915725,0.047881546,0.110155571,0.36946828,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
406,Etsako West,Owan East,2023,Etsako West,0.188161468,0.056915725,0.047881546,0.110155571,0.36946828,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
407,Igueben,Uzo-Uwani,2020,Igueben,0.295470338,0.18690541,0.382773018,0.375250022,0.472108841,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
408,Igueben,Uzo-Uwani,2023,Igueben,0.295470338,0.18690541,0.382773018,0.375250022,0.472108841,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
409,Ikpoba-Okha,Uzo-Uwani,2020,Ikpoba-Okha,0.384785248,0.380477755,0.583932505,0.490864148,0.396692086,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
410,Ikpoba-Okha,Uzo-Uwani,2023,Ikpoba-Okha,0.384785248,0.380477755,0.583932505,0.490864148,0.396692086,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
411,Aninri,Oru West,2020,Aninri,0.499028341,0.603212731,0.217801049,0.455423477,0.484335586,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
412,Aninri,Oru West,2023,Aninri,0.499028341,0.603212731,0.217801049,0.455423477,0.484335586,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
413,Oredo,Uzo-Uwani,2020,Oredo,0.490329067,0.389054707,0.274640128,0.382181161,0.445104909,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
414,Oredo,Uzo-Uwani,2023,Oredo,0.490329067,0.389054707,0.274640128,0.382181161,0.445104909,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
415,Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.302140092,0.355640022,0.330547672,0.290442073,0.407105953,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
416,Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.302140092,0.355640022,0.330547672,0.290442073,0.407105953,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
417,Ovia North East,Owan East,2020,Ovia North East,0.436363637,0.36,0.2,0.45,0.408498179,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
418,Ovia North East,Owan East,2023,Ovia North East,0.436363637,0.36,0.2,0.45,0.408498179,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
419,Ovia South West,Akinyele,2020,Ovia South West,0.757377138,0.461538476,0.619354883,0.62258062,0.429873962,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn
420,Ovia South West,Akinyele,2023,Ovia South West,0.757377138,0.461538476,0.619354883,0.62258062,0.429873962,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn
421,Owan East,Owan East,2020,Owan East,0.444444444,0.3,0.3,0.446511628,0.389928709,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
422,Owan East,Owan East,2023,Owan East,0.444444444,0.3,0.3,0.446511628,0.389928709,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
423,Owan West,Owan East,2020,Owan West,0.182329973,0.166659566,0.256812683,0.465122251,0.451058274,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
424,Owan West,Owan East,2023,Owan West,0.182329973,0.166659566,0.256812683,0.465122251,0.451058274,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
425,Uhunmwonde,Owan East,2020,Uhunmwonde,0.269933117,0.19447774,0.20143469,0.340507813,0.450623986,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
426,Uhunmwonde,Owan East,2023,Uhunmwonde,0.269933117,0.19447774,0.20143469,0.340507813,0.450623986,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
427,Ado Ekiti,Owan East,2020,Ado Ekiti,0.369185758,0.320151242,0.361948968,0.301585159,0.424809523,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
428,Ado Ekiti,Owan East,2023,Ado Ekiti,0.369185758,0.320151242,0.361948968,0.301585159,0.424809523,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
429,Efon-Alayee,Oke-Ero,2020,Efon-Alayee,0.251162791,0.45,0.2,0.270588235,0.396790109,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
430,Efon-Alayee,Oke-Ero,2023,Efon-Alayee,0.251162791,0.45,0.2,0.270588235,0.396790109,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
431,Ekiti East,Oke-Ero,2020,Ekiti East,0.3,0.359315966,0.15,0.226415094,0.412351259,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
432,Ekiti East,Oke-Ero,2023,Ekiti East,0.3,0.359315966,0.15,0.226415094,0.412351259,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
433,Ekiti South West,Oke-Ero,2020,Ekiti South West,0.325992768,0.319480511,0.325450894,0.306928397,0.487961894,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
434,Ekiti South West,Oke-Ero,2023,Ekiti South West,0.325992768,0.319480511,0.325450894,0.306928397,0.487961894,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
435,Awgu,Oru West,2020,Awgu,0.1,0.114285714,0.128571428,0.102439025,0.482762456,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
436,Awgu,Oru West,2023,Awgu,0.1,0.114285714,0.128571428,0.102439025,0.482762456,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
437,Ekiti West,Oke-Ero,2020,Ekiti West,0.221068241,0.256597037,0.249446446,0.300290636,0.404541983,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
438,Ekiti West,Oke-Ero,2023,Ekiti West,0.221068241,0.256597037,0.249446446,0.300290636,0.404541983,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
439,Emure,Oke-Ero,2020,Emure,0.428571428,0.184615385,0.109090909,0.26,0.436863758,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
440,Emure,Oke-Ero,2023,Emure,0.428571428,0.184615385,0.109090909,0.26,0.436863758,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
441,Gboyin,Obubra,2020,Gboyin,0.383802348,0.157862298,0.226565999,0.285694846,0.36654315,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
442,Gboyin,Obubra,2023,Gboyin,0.383802348,0.157862298,0.226565999,0.285694846,0.36654315,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
443,Idosi-Osi,Oke-Ero,2020,Idosi-Osi,0.240521107,0.24162415,0.18427554,0.188419451,0.379754213,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
444,Idosi-Osi,Oke-Ero,2023,Idosi-Osi,0.240521107,0.24162415,0.18427554,0.188419451,0.379754213,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
445,Ijero,Oke-Ero,2020,Ijero,0.422275001,0.478928993,0.258617287,0.252217649,0.348459432,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
446,Ijero,Oke-Ero,2023,Ijero,0.422275001,0.478928993,0.258617287,0.252217649,0.348459432,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
447,Ikere,Owan East,2020,Ikere,0.6,0.2,0.36,0.346666667,0.50525877,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
448,Ikere,Owan East,2023,Ikere,0.6,0.2,0.36,0.346666667,0.50525877,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
449,Ikole,Oke-Ero,2020,Ikole,0.255779288,0.275245727,0.227091311,0.269080309,0.394638898,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
450,Ikole,Oke-Ero,2023,Ikole,0.255779288,0.275245727,0.227091311,0.269080309,0.394638898,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
451,Ilemeji,Oke-Ero,2020,Ilemeji,0.8,0.685714285,0.48,0.288,0.384421328,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
452,Ilemeji,Oke-Ero,2023,Ilemeji,0.8,0.685714285,0.48,0.288,0.384421328,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
453,Irepodun-Ifelodun,Oke-Ero,2020,Irepodun/Ifelodun,0.218181818,0.359315966,0.312455578,0.189473684,0.38908676,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
454,Irepodun-Ifelodun,Oke-Ero,2023,Irepodun/Ifelodun,0.218181818,0.359315966,0.312455578,0.189473684,0.38908676,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
455,Ise-Orun,Oke-Ero,2020,Ise/Orun,0.205272839,0.190119247,0.262588234,0.31964777,0.467791215,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn
456,Ise-Orun,Oke-Ero,2023,Ise/Orun,0.205272839,0.190119247,0.262588234,0.31964777,0.467791215,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn
457,Moba,Oke-Ero,2020,Moba,0.46071806,0.235711271,0.19145714,0.204607056,0.362981752,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
458,Moba,Oke-Ero,2023,Moba,0.46071806,0.235711271,0.19145714,0.204607056,0.362981752,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
459,Oye,Oke-Ero,2020,Oye,0.294844616,0.251036634,0.043818522,0.171920392,0.377433124,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
460,Oye,Oke-Ero,2023,Oye,0.294844616,0.251036634,0.043818522,0.171920392,0.377433124,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
461,Ezeagu,Uzo-Uwani,2020,Ezeagu,0.48785031,0.372183508,0.220257029,0.416778176,0.472696867,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
462,Ezeagu,Uzo-Uwani,2023,Ezeagu,0.48785031,0.372183508,0.220257029,0.416778176,0.472696867,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
463,Igbo-Etiti,Uzo-Uwani,2020,Igbo-Etiti,0.203745337,0.137322349,0.205139255,0.258123426,0.44612671,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
464,Igbo-Etiti,Uzo-Uwani,2023,Igbo-Etiti,0.203745337,0.137322349,0.205139255,0.258123426,0.44612671,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
465,Igbo-Eze North,Uzo-Uwani,2020,Igbo-Eze North,0.265311358,0.261427006,0.251413723,0.141744674,0.404119407,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
466,Igbo-Eze North,Uzo-Uwani,2023,Igbo-Eze North,0.265311358,0.261427006,0.251413723,0.141744674,0.404119407,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
467,Igbo-Eze South,Uzo-Uwani,2020,Igbo-Eze South,0.279905365,0.163823662,0.200152613,0.288421949,0.428315236,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
468,Igbo-Eze South,Uzo-Uwani,2023,Igbo-Eze South,0.279905365,0.163823662,0.200152613,0.288421949,0.428315236,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
469,Isi-Uzo,Owan East,2020,Isi-Uzo,0.557318098,0.502736003,0.412586323,0.456146924,0.480067127,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
470,Isi-Uzo,Owan East,2023,Isi-Uzo,0.557318098,0.502736003,0.412586323,0.456146924,0.480067127,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
471,Nkanu East,Owan East,2020,Nkanu East,0.671256042,0.367855099,0.314969999,0.473190979,0.471406566,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
472,Nkanu East,Owan East,2023,Nkanu East,0.671256042,0.367855099,0.314969999,0.473190979,0.471406566,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
473,Nkanu West,Uzo-Uwani,2020,Nkanu West,0.252631579,0.12,0.192060578,0.127272727,0.511059551,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
474,Nkanu West,Uzo-Uwani,2023,Nkanu West,0.252631579,0.12,0.192060578,0.127272727,0.511059551,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
475,Nsukka,Uzo-Uwani,2020,Nsukka,0.463342644,0.369700832,0.156130486,0.266196631,0.452803528,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
476,Nsukka,Uzo-Uwani,2023,Nsukka,0.463342644,0.369700832,0.156130486,0.266196631,0.452803528,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
477,Oji-River,Oru West,2020,Oji-River,0.104347826,0.271135903,0.066666667,0.046753247,0.465835335,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
478,Oji-River,Oru West,2023,Oji-River,0.104347826,0.271135903,0.066666667,0.046753247,0.465835335,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
479,Udenu,Uzo-Uwani,2020,Udenu,0.262539571,0.204983605,0.033715247,0.210533683,0.444547985,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
480,Udenu,Uzo-Uwani,2023,Udenu,0.262539571,0.204983605,0.033715247,0.210533683,0.444547985,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
481,Udi,Uzo-Uwani,2020,Udi,0.36480972,0.30471194,0.19492327,0.310720417,0.443030522,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
482,Udi,Uzo-Uwani,2023,Udi,0.36480972,0.30471194,0.19492327,0.310720417,0.443030522,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
483,Uzo-Uwani,Uzo-Uwani,2020,Uzo-Uwani,0.392434004,0.440648317,0.104010533,0.303260234,0.463605313,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
484,Uzo-Uwani,Uzo-Uwani,2023,Uzo-Uwani,0.392434004,0.440648317,0.104010533,0.303260234,0.463605313,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
485,Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,0.109090909,0.514285715,0.092307692,0.257142857,0.500049325,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
486,Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,0.109090909,0.514285715,0.092307692,0.257142857,0.500049325,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
487,Abaji,Keana,2020,Abaji,0.512104283,0.291000943,0.218387171,0.40930185,0.520406247,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
488,Abaji,Keana,2023,Abaji,0.512104283,0.291000943,0.218387171,0.40930185,0.520406247,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
489,Bwari,Giwa,2020,Bwari,0.293046682,0.15601146,0.051542088,0.214801693,0.7188,0.863,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
490,Bwari,Giwa,2023,Bwari,0.293046682,0.15601146,0.051542088,0.214801693,0.7188,0.863,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
491,Gwagwalada,Keana,2020,Gwagwalada,0.402830711,0.274578738,0.214784645,0.269977715,0.7188,0.863,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
492,Gwagwalada,Keana,2023,Gwagwalada,0.402830711,0.274578738,0.214784645,0.269977715,0.7188,0.863,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
493,Kuje,Keana,2020,Kuje,0.610647703,0.432622464,0.414896969,0.532394123,0.7188,0.863,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
494,Kuje,Keana,2023,Kuje,0.610647703,0.432622464,0.414896969,0.532394123,0.7188,0.863,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
495,Kwali,Keana,2020,Kwali,0.298969607,0.109403408,0.114653428,0.288863425,0.520161192,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
496,Kwali,Keana,2023,Kwali,0.298969607,0.109403408,0.114653428,0.288863425,0.520161192,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
497,Bunkure,Gwarzo,2022,Bunkure,0.995744681,0.8,0.952941176,1,0.698564959,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn
498,Bunkure,Gwarzo,2025,Bunkure,0.995744681,0.8,0.952941176,1,0.698564959,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn
499,Abuja Municipal,Keana,2020,Abuja Municipal,0.50222768,0.384286394,0.186141338,0.316884328,0.7188,0.863,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
500,Abuja Municipal,Keana,2023,Abuja Municipal,0.50222768,0.384286394,0.186141338,0.316884328,0.7188,0.863,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
501,Akko,Alkaleri,2021,Akko,0.382799508,0.25781592,0.257317138,0.560130559,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
502,Akko,Alkaleri,2024,Akko,0.382799508,0.25781592,0.257317138,0.560130559,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
503,Balanga,Alkaleri,2021,Balanga,0.668218898,0.610052309,0.677143624,0.963898364,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
504,Balanga,Alkaleri,2024,Balanga,0.668218898,0.610052309,0.677143624,0.963898364,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
505,Billiri,Alkaleri,2021,Billiri,0.637826651,0.457088483,0.400725564,0.846306197,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
506,Billiri,Alkaleri,2024,Billiri,0.637826651,0.457088483,0.400725564,0.846306197,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
507,Dukku,Darazo,2021,Dukku,0.279662353,0.11527095,0.118347098,0.507599431,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
508,Dukku,Darazo,2024,Dukku,0.279662353,0.11527095,0.118347098,0.507599431,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
509,Funakaye,Alkaleri,2021,Funakaye,0.425806452,0.25882353,0.247058824,0.666666667,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
510,Funakaye,Alkaleri,2024,Funakaye,0.425806452,0.25882353,0.247058824,0.666666667,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
511,Gombe,Alkaleri,2021,Gombe,0.431240231,0.336823553,0.337691965,0.552329936,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
512,Gombe,Alkaleri,2024,Gombe,0.431240231,0.336823553,0.337691965,0.552329936,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
513,Kaltungo,Alkaleri,2021,Kaltungo,0.58144166,0.458086331,0.40628614,0.597026536,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
514,Kaltungo,Alkaleri,2024,Kaltungo,0.58144166,0.458086331,0.40628614,0.597026536,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
515,Kwami,Alkaleri,2021,Kwami,0.365403827,0.232387961,0.191213999,0.636279222,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
516,Kwami,Alkaleri,2024,Kwami,0.365403827,0.232387961,0.191213999,0.636279222,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
517,Dala,Alkaleri,2022,Dala,0.790272304,0.543434323,0.558284044,0.745323116,0.59673093,0.53,1,july,916,CM+IPTp+UrbanLLINs+SMC,itn
518,Dala,Alkaleri,2025,Dala,0.790272304,0.543434323,0.558284044,0.745323116,0.59673093,0.53,2,july,2011,CM+IPTp+UrbanLLINs+SMC,itn
519,Nafada,Alkaleri,2021,Nafada,0.576564998,0.464735044,0.32568141,0.861783491,0.665494757,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn
520,Nafada,Alkaleri,2024,Nafada,0.576564998,0.464735044,0.32568141,0.861783491,0.665494757,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn
521,Shomgom,Alkaleri,2021,Shomgom,0.63455501,0.480277414,0.57793841,1,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
522,Shomgom,Alkaleri,2024,Shomgom,0.63455501,0.480277414,0.57793841,1,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
523,Yamaltu-Deba,Alkaleri,2021,Yamaltu/Deba,0.423538054,0.374903674,0.181623028,0.761457318,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
524,Yamaltu-Deba,Alkaleri,2024,Yamaltu/Deba,0.423538054,0.374903674,0.181623028,0.761457318,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
525,Aboh-Mbaise,Ngor-Okpala,2020,Aboh-Mbaise,0.233333333,0.31976846,0.092307692,0.103225806,0.432717137,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
526,Aboh-Mbaise,Ngor-Okpala,2023,Aboh-Mbaise,0.233333333,0.31976846,0.092307692,0.103225806,0.432717137,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
527,Fagge,Alkaleri,2022,Fagge,0.58144166,0.458086331,0.40628614,0.597026536,0.7188,0.863,1,july,916,CM+IPTp+IRS+SMC,itn_pbo
528,Fagge,Alkaleri,2025,Fagge,0.58144166,0.458086331,0.40628614,0.597026536,0.7188,0.863,2,july,2011,CM+IPTp+IRS+SMC,itn_pbo
529,Ehime-Mbano,Ngor-Okpala,2020,Ehime-Mbano,0.21228156,0.22884809,0.230084057,0.154141711,0.507563152,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
530,Ehime-Mbano,Ngor-Okpala,2023,Ehime-Mbano,0.21228156,0.22884809,0.230084057,0.154141711,0.507563152,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
531,Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.047420383,0.075234955,0.131264359,0.22704068,0.505227255,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
532,Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.047420383,0.075234955,0.131264359,0.22704068,0.505227255,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
533,Ideato North,Oru West,2020,Ideato North,0.116372477,0.161678989,0.074975282,0.151633037,0.499135162,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
534,Ideato North,Oru West,2023,Ideato North,0.116372477,0.161678989,0.074975282,0.151633037,0.499135162,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
535,Ideato South,Ngor-Okpala,2020,Ideato South,0.545454546,0.31976846,0.114285714,0.141176471,0.490817759,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
536,Ideato South,Ngor-Okpala,2023,Ideato South,0.545454546,0.31976846,0.114285714,0.141176471,0.490817759,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
537,Ihitte-Uboma,Ngor-Okpala,2020,Ihitte/Uboma,0.365309446,0.31976846,0.263166845,0.320293091,0.516367403,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
538,Ihitte-Uboma,Ngor-Okpala,2023,Ihitte/Uboma,0.365309446,0.31976846,0.263166845,0.320293091,0.516367403,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
539,Ikeduru,Ngor-Okpala,2020,Ikeduru,0.203486815,0.14600814,0.205910041,0.289079735,0.461899584,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
540,Ikeduru,Ngor-Okpala,2023,Ikeduru,0.203486815,0.14600814,0.205910041,0.289079735,0.461899584,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
541,Isiala Mbano,Ngor-Okpala,2020,Isiala Mbano,0.347861768,0.292303642,0.272868268,0.252651161,0.514006846,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
542,Isiala Mbano,Ngor-Okpala,2023,Isiala Mbano,0.347861768,0.292303642,0.272868268,0.252651161,0.514006846,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
543,Isu,Ngor-Okpala,2020,Isu,0.257142857,0.31976846,0.3,0.345762712,0.386482512,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
544,Isu,Ngor-Okpala,2023,Isu,0.257142857,0.31976846,0.3,0.345762712,0.386482512,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
545,Mbaitoli,Ngor-Okpala,2020,Mbaitoli,0.465754478,0.366334868,0.181531481,0.340041557,0.343041421,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
