,adm1,LGA,MapB_mix,llin,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
36,Adamawa,Guyuk,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Guyuk,0.778894348,0.645820158,0.730933024,0.62419521,0.571995521,0.7188,0.863,2,july,1281
37,Adamawa,Hong,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2020,Hong,0.730434782,0.533333333,0.289655172,0.461538462,0.634881453,0.7188,0.863,1,july,186
38,Adamawa,Hong,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2023,Hong,0.730434782,0.533333333,0.289655172,0.461538462,0.634881453,0.7188,0.863,2,july,1281
39,Adamawa,Jada,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Jada,0.551581724,0.577281682,0.439824407,0.466551006,0.556558753,0.7188,0.863,1,july,186
40,Adamawa,Jada,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Jada,0.551581724,0.577281682,0.439824407,0.466551006,0.556558753,0.7188,0.863,2,july,1281
41,Adamawa,Lamurde,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Lamurde,0.381818182,0.171428572,0.436363637,0.483870967,0.429924862,0.7188,0.863,1,july,186
42,Adamawa,Lamurde,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Lamurde,0.381818182,0.171428572,0.436363637,0.483870967,0.429924862,0.7188,0.863,2,july,1281
43,Adamawa,Madagali,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Madagali,0.542720521,0.392999612,0.312245575,0.590417818,0.722065325,0.67676674,0.53,1,july,186
44,Adamawa,Madagali,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Madagali,0.542720521,0.392999612,0.312245575,0.590417818,0.722065325,0.67676674,0.53,2,july,1281
45,Adamawa,Maiha,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Maiha,0.459574468,0.331034483,0.454054054,0.547058824,0.647421068,0.7188,0.863,1,july,186
46,Adamawa,Maiha,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Maiha,0.459574468,0.331034483,0.454054054,0.547058824,0.647421068,0.7188,0.863,2,july,1281
47,Adamawa,Mayo-Belwa,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Mayo-Belwa,0.768,0.225,0.528,0.526315789,0.615915722,0.7188,0.863,1,july,186
48,Adamawa,Mayo-Belwa,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Mayo-Belwa,0.768,0.225,0.528,0.526315789,0.615915722,0.7188,0.863,2,july,1281
49,Adamawa,Michika,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Michika,0.6,0.514285715,0.2,0.475862069,0.688720491,0.659846477,0.53,1,july,186
50,Adamawa,Michika,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Michika,0.6,0.514285715,0.2,0.475862069,0.688720491,0.659846477,0.53,2,july,1281
51,Adamawa,Mubi North,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Mubi North,0.404619607,0.450387206,0.390742252,0.433026738,0.698641529,0.665027176,0.53,1,july,186
52,Adamawa,Mubi North,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Mubi North,0.404619607,0.450387206,0.390742252,0.433026738,0.698641529,0.665027176,0.53,2,july,1281
53,Adamawa,Mubi South,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2020,Mubi South,0.474384587,0.505813264,0.589554205,0.512543004,0.692375167,0.7188,0.863,1,july,186
54,Adamawa,Mubi South,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2023,Mubi South,0.474384587,0.505813264,0.589554205,0.512543004,0.692375167,0.7188,0.863,2,july,1281
55,Adamawa,Numan,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Numan,1,0.525,0.442105264,0.733333333,0.518273564,0.7188,0.863,1,july,186
56,Adamawa,Numan,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Numan,1,0.525,0.442105264,0.733333333,0.518273564,0.7188,0.863,2,july,1281
57,Adamawa,Shelleng,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2020,Shelleng,0.437232842,0.353426546,0.379327608,0.439493987,0.58914423,0.7188,0.863,1,july,186
58,Adamawa,Shelleng,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2023,Shelleng,0.437232842,0.353426546,0.379327608,0.439493987,0.58914423,0.7188,0.863,2,july,1281
59,Adamawa,Song,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2020,Song,0.577559058,0.680454547,0.587080114,0.593199268,0.551949619,0.7188,0.863,1,july,186
60,Adamawa,Song,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2023,Song,0.577559058,0.680454547,0.587080114,0.593199268,0.551949619,0.7188,0.863,2,july,1281
61,Adamawa,Toungo,CM+IPTp+IRS+SMC,itn_pbo,Keana,2020,Toungo,0.52,0.428571428,0.545454546,0.35409836,0.383744468,0.7188,0.863,1,august,223
62,Adamawa,Toungo,CM+IPTp+IRS+SMC,itn_pbo,Keana,2023,Toungo,0.52,0.428571428,0.545454546,0.35409836,0.383744468,0.7188,0.863,2,august,1318
63,Adamawa,Yola North,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Yola North,0.586928078,0.545746801,0.497135074,0.491269061,0.581884889,0.7188,0.863,1,july,186
64,Adamawa,Yola North,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Yola North,0.586928078,0.545746801,0.497135074,0.491269061,0.581884889,0.7188,0.863,2,july,1281
65,Adamawa,Yola South,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Yola South,0.628571429,0.45,0.533333333,0.311111111,0.57254926,0.7188,0.863,1,july,186
66,Adamawa,Yola South,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Yola South,0.628571429,0.45,0.533333333,0.311111111,0.57254926,0.7188,0.863,2,july,1281
67,Akwa Ibom,Abak,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Abak,0.141176471,0.08,0.208695652,0.196721311,0.358412263,0.425644469,0.53,1,june,527
68,Akwa Ibom,Abak,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Abak,0.141176471,0.08,0.208695652,0.196721311,0.358412263,0.425644469,0.53,2,june,1622
69,Akwa Ibom,Eastern Obolo,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2021,Eastern Obolo,0.733333333,0.466666667,0.388235294,0.432786886,0.178491572,0.7188,0.863,1,june,527
70,Akwa Ibom,Eastern Obolo,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2024,Eastern Obolo,0.733333333,0.466666667,0.388235294,0.432786886,0.178491572,0.7188,0.863,2,june,1622
71,Akwa Ibom,Eket,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Eket,0.436363637,0.4,0.42,0.381818182,0.238612216,0.328021397,0.53,1,june,527
72,Akwa Ibom,Eket,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Eket,0.436363637,0.4,0.42,0.381818182,0.238612216,0.328021397,0.53,2,june,1622
73,Akwa Ibom,Esit Eket,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Esit Eket,0.771428572,0.48,0.194594594,0.588679246,0.262279676,0.346897657,0.53,1,june,527
74,Akwa Ibom,Esit Eket,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Esit Eket,0.771428572,0.48,0.194594594,0.588679246,0.262279676,0.346897657,0.53,2,june,1622
75,Akwa Ibom,Essien Udim,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Essien Udim,0.484995672,0.503190516,0.122177953,0.298496518,0.369824263,0.435041855,0.53,1,june,527
76,Akwa Ibom,Essien Udim,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Essien Udim,0.484995672,0.503190516,0.122177953,0.298496518,0.369824263,0.435041855,0.53,2,june,1622
77,Akwa Ibom,Etim Ekpo,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Etim Ekpo,0.365309446,0.31976846,0.263166845,0.320293091,0.326319464,0.399175674,0.53,1,june,527
78,Akwa Ibom,Etim Ekpo,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Etim Ekpo,0.365309446,0.31976846,0.263166845,0.320293091,0.326319464,0.399175674,0.53,2,june,1622
79,Akwa Ibom,Etinan,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Etinan,0.276923077,0.2,0.243082888,0.171428572,0.271254927,0.35413511,0.53,1,june,527
80,Akwa Ibom,Etinan,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Etinan,0.276923077,0.2,0.243082888,0.171428572,0.271254927,0.35413511,0.53,2,june,1622
81,Akwa Ibom,Ibeno,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Ibeno,0.401357616,0.353031661,0.243082888,0.273386149,0.270147342,0.353239894,0.53,1,june,527
82,Akwa Ibom,Ibeno,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Ibeno,0.401357616,0.353031661,0.243082888,0.273386149,0.270147342,0.353239894,0.53,2,june,1622
83,Akwa Ibom,Ibesikpo Asutan,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Ibesikpo Asutan,0.37959187,0.438461501,0.316981142,0.354448409,0.364757188,0.430871605,0.53,1,june,527
84,Akwa Ibom,Ibesikpo Asutan,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Ibesikpo Asutan,0.37959187,0.438461501,0.316981142,0.354448409,0.364757188,0.430871605,0.53,2,june,1622
85,Akwa Ibom,Ibiono Ibom,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Ibiono Ibom,0.816968054,0.676951712,0.41733333,0.621642197,0.383194312,0.446021174,0.53,1,june,527
86,Akwa Ibom,Ibiono Ibom,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Ibiono Ibom,0.816968054,0.676951712,0.41733333,0.621642197,0.383194312,0.446021174,0.53,2,june,1622
87,Akwa Ibom,Ika,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Ika,0.365309446,0.31976846,0.263166845,0.320293091,0.281330517,0.36230356,0.53,1,june,527
88,Akwa Ibom,Ika,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Ika,0.365309446,0.31976846,0.263166845,0.320293091,0.281330517,0.36230356,0.53,2,june,1622
89,Akwa Ibom,Ikono,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Ikono,0.2,0.141176471,0.35,0.223728814,0.3504186,0.419053252,0.53,1,june,527
90,Akwa Ibom,Ikono,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Ikono,0.2,0.141176471,0.35,0.223728814,0.3504186,0.419053252,0.53,2,june,1622
91,Akwa Ibom,Ikot Abasi,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Ikot Abasi,0.417391304,0.553846154,0.36,0.147692308,0.194063012,0.293529351,0.53,1,june,527
92,Akwa Ibom,Ikot Abasi,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Ikot Abasi,0.417391304,0.553846154,0.36,0.147692308,0.194063012,0.293529351,0.53,2,june,1622
93,Akwa Ibom,Ikot Ekpene,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Ikot Ekpene,0.067265388,0.31976846,0.240576152,0.140252752,0.356519334,0.424084125,0.53,1,june,527
94,Akwa Ibom,Ikot Ekpene,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Ikot Ekpene,0.067265388,0.31976846,0.240576152,0.140252752,0.356519334,0.424084125,0.53,2,june,1622
95,Akwa Ibom,Ini,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Ini,0.83076923,0.428571428,0.64,0.612244898,0.395911217,0.45642023,0.53,1,june,527
96,Akwa Ibom,Ini,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Ini,0.83076923,0.428571428,0.64,0.612244898,0.395911217,0.45642023,0.53,2,june,1622
97,Akwa Ibom,Itu,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Itu,0.365309446,0.31976846,0.263166845,0.024489796,0.415010863,0.471929182,0.53,1,june,527
98,Akwa Ibom,Itu,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Itu,0.365309446,0.31976846,0.263166845,0.024489796,0.415010863,0.471929182,0.53,2,june,1622
99,Akwa Ibom,Mbo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Mbo,0.423529411,0.8,0.385714285,0.36,0.299002486,0.376723643,0.53,1,june,527
100,Akwa Ibom,Mbo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Mbo,0.423529411,0.8,0.385714285,0.36,0.299002486,0.376723643,0.53,2,june,1622
101,Akwa Ibom,Mkpat Enin,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2021,Mkpat Enin,0.723412334,0.455210249,0.403579848,0.45631469,0.225930858,0.7188,0.863,1,june,527
102,Akwa Ibom,Mkpat Enin,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2024,Mkpat Enin,0.723412334,0.455210249,0.403579848,0.45631469,0.225930858,0.7188,0.863,2,june,1622
103,Akwa Ibom,Nsit Atai,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Nsit Atai,0.401357616,0.353031661,0.243082888,0.273386149,0.243345201,0.331769618,0.53,1,june,527
104,Akwa Ibom,Nsit Atai,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Nsit Atai,0.401357616,0.353031661,0.243082888,0.273386149,0.243345201,0.331769618,0.53,2,june,1622
105,Akwa Ibom,Nsit Ibom,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Nsit Ibom,0.24,0.092307692,0.243082888,0.203076923,0.357951303,0.425264532,0.53,1,june,527
106,Akwa Ibom,Nsit Ibom,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Nsit Ibom,0.24,0.092307692,0.243082888,0.203076923,0.357951303,0.425264532,0.53,2,june,1622
107,Akwa Ibom,Nsit Ubium,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Nsit Ubium,0.352941176,0.654545454,0.163636363,0.351724138,0.247213687,0.334843575,0.53,1,june,527
108,Akwa Ibom,Nsit Ubium,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Nsit Ubium,0.352941176,0.654545454,0.163636363,0.351724138,0.247213687,0.334843575,0.53,2,june,1622
109,Akwa Ibom,Obot Akara,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Obot Akara,0.423529411,0.533333333,0.276923077,0.357894737,0.376065149,0.440171735,0.53,1,june,527
110,Akwa Ibom,Obot Akara,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Obot Akara,0.423529411,0.533333333,0.276923077,0.357894737,0.376065149,0.440171735,0.53,2,june,1622
111,Akwa Ibom,Okobo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Okobo,0.36,0.266666666,0.545454546,0.349090909,0.269257198,0.352520839,0.53,1,june,527
112,Akwa Ibom,Okobo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Okobo,0.36,0.266666666,0.545454546,0.349090909,0.269257198,0.352520839,0.53,2,june,1622
113,Akwa Ibom,Onna,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2021,Onna,0.498435284,0.494188372,0.263743315,0.492723245,0.191877243,0.7188,0.863,1,june,527
114,Akwa Ibom,Onna,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2024,Onna,0.498435284,0.494188372,0.263743315,0.492723245,0.191877243,0.7188,0.863,2,june,1622
115,Akwa Ibom,Oron,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Oron,0.08,0.353031661,0.24,0.3,0.308094501,0.384179387,0.53,1,june,527
116,Akwa Ibom,Oron,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Oron,0.08,0.353031661,0.24,0.3,0.308094501,0.384179387,0.53,2,june,1622
117,Akwa Ibom,Oruk Anam,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Oruk Anam,0.41438846,0.517894756,0.286956455,0.341290256,0.312496984,0.387796568,0.53,1,june,527
118,Akwa Ibom,Oruk Anam,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Oruk Anam,0.41438846,0.517894756,0.286956455,0.341290256,0.312496984,0.387796568,0.53,2,june,1622
119,Akwa Ibom,Udung Uko,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Udung Uko,0.401357616,0.353031661,0.243082888,0.273386149,0.232099503,0.322887578,0.53,1,june,527
120,Akwa Ibom,Udung Uko,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Udung Uko,0.401357616,0.353031661,0.243082888,0.273386149,0.232099503,0.322887578,0.53,2,june,1622
121,Akwa Ibom,Ukanafun,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2021,Ukanafun,0.318543152,0.342115739,0.123103775,0.167608732,0.340679142,0.7188,0.863,1,june,527
122,Akwa Ibom,Ukanafun,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2024,Ukanafun,0.318543152,0.342115739,0.123103775,0.167608732,0.340679142,0.7188,0.863,2,june,1622
123,Akwa Ibom,Uruan,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Uruan,0.402768228,0.363157944,0.259105852,0.312128183,0.401030149,0.460591042,0.53,1,june,527
124,Akwa Ibom,Uruan,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Uruan,0.402768228,0.363157944,0.259105852,0.312128183,0.401030149,0.460591042,0.53,2,june,1622
125,Akwa Ibom,Urue-Offong-Oruko,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Urue-Offong/Oruko,0.505263158,0.36923077,0.25,0.385714285,0.204236897,0.30126919,0.53,1,june,527
126,Akwa Ibom,Urue-Offong-Oruko,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Urue-Offong/Oruko,0.505263158,0.36923077,0.25,0.385714285,0.204236897,0.30126919,0.53,2,june,1622
127,Akwa Ibom,Uyo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Uyo,0.227865551,0.092983637,0.130824641,0.147802518,0.399966547,0.459725229,0.53,1,june,527
128,Akwa Ibom,Uyo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Uyo,0.227865551,0.092983637,0.130824641,0.147802518,0.399966547,0.459725229,0.53,2,june,1622
129,Anambra,Aguata,CM+IPTp+LLINs+IPTi,itn ,Oru West,2020,Aguata,0.307020565,0.464441369,0.287571353,0.285199427,0.454034567,0.503044714,0.53,1,june,162
130,Anambra,Aguata,CM+IPTp+LLINs+IPTi,itn ,Oru West,2023,Aguata,0.307020565,0.464441369,0.287571353,0.285199427,0.454034567,0.503044714,0.53,2,june,1257
131,Anambra,Anambra East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Anambra East,0.128571428,0.268927518,0.12,0.042105263,0.375672105,0.439848897,0.53,1,june,162
132,Anambra,Anambra East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Anambra East,0.128571428,0.268927518,0.12,0.042105263,0.375672105,0.439848897,0.53,2,june,1257
133,Anambra,Anambra West,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Anambra West,0.389576772,0.444225973,0.318720223,0.33407719,0.39176502,0.453035277,0.53,1,june,162
134,Anambra,Anambra West,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Anambra West,0.389576772,0.444225973,0.318720223,0.33407719,0.39176502,0.453035277,0.53,2,june,1257
135,Anambra,Anaocha,CM+IPTp+LLINs+IPTi,itn ,Oru West,2020,Anaocha,0.21732035,0.1486294,0.183318119,0.126019202,0.420247823,0.476153753,0.53,1,june,162
136,Anambra,Anaocha,CM+IPTp+LLINs+IPTi,itn ,Oru West,2023,Anaocha,0.21732035,0.1486294,0.183318119,0.126019202,0.420247823,0.476153753,0.53,2,june,1257
137,Anambra,Awka North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Awka North,0.285714286,0.171428572,0.104347826,0.252631579,0.388205397,0.450124783,0.53,1,june,162
