,adm1,LGA,MapB_mix,llin,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
1,Abia,Arochukwu,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Arochukwu,0.491769323,0.392560782,0.287682113,0.390755546,0.431823298,0.485441926,0.53,1,june,162
2,Abia,Arochukwu,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Arochukwu,0.491769323,0.392560782,0.287682113,0.390755546,0.431823298,0.485441926,0.53,2,june,1257
3,Abia,Bende,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Bende,0.30540733,0.304789524,0.119318166,0.217697534,0.451630723,0.501154968,0.53,1,june,162
4,Abia,Bende,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Bende,0.30540733,0.304789524,0.119318166,0.217697534,0.451630723,0.501154968,0.53,2,june,1257
5,Abia,Ikwuano,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Ikwuano,0.471604937,0.388953499,0.510086454,0.504367812,0.469780688,0.51532143,0.53,1,june,162
6,Abia,Ikwuano,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Ikwuano,0.471604937,0.388953499,0.510086454,0.504367812,0.469780688,0.51532143,0.53,2,june,1257
7,Abia,Isiala-Ngwa North,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Isiala-Ngwa North,0.05147855,0.15522763,0.086356414,0.071808278,0.347639146,0.416760484,0.53,1,june,162
8,Abia,Isiala-Ngwa North,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Isiala-Ngwa North,0.05147855,0.15522763,0.086356414,0.071808278,0.347639146,0.416760484,0.53,2,june,1257
9,Abia,Isiala-Ngwa South,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Isiala-Ngwa South,0.12523953,0.092253568,0.263166845,0.141460211,0.381316588,0.444481729,0.53,1,june,162
10,Abia,Isiala-Ngwa South,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Isiala-Ngwa South,0.12523953,0.092253568,0.263166845,0.141460211,0.381316588,0.444481729,0.53,2,june,1257
11,Abia,Isuikwato,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Isuikwato,0.54291498,0.183908046,0.12605459,0.276299231,0.414408176,0.471442169,0.53,1,june,162
12,Abia,Isuikwato,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Isuikwato,0.54291498,0.183908046,0.12605459,0.276299231,0.414408176,0.471442169,0.53,2,june,1257
13,Abia,Ohafia,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Ohafia,0.219596953,0.131708827,0.172664394,0.221167021,0.433165676,0.486514324,0.53,1,june,162
14,Abia,Ohafia,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Ohafia,0.219596953,0.131708827,0.172664394,0.221167021,0.433165676,0.486514324,0.53,2,june,1257
15,Abia,Ukwa East,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2020,Ukwa East,0.260869565,0.066666667,0.048,0.085714285,0.30363416,0.380519132,0.53,1,june,162
16,Abia,Ukwa East,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2023,Ukwa East,0.260869565,0.066666667,0.048,0.085714285,0.30363416,0.380519132,0.53,2,june,1257
17,Abia,Ukwa West,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2020,Ukwa West,0.401357616,0.353031661,0.243082888,0.273386149,0.294680951,0.373187786,0.53,1,june,162
18,Abia,Ukwa West,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2023,Ukwa West,0.401357616,0.353031661,0.243082888,0.273386149,0.294680951,0.373187786,0.53,2,june,1257
19,Abia,Umu-Neochi,CM+IPTp+LLINs+IPTi,itn ,Oru West,2020,Umu-Neochi,0.497801629,0.606901561,0.403219414,0.443178282,0.436597759,0.489251418,0.53,1,june,162
20,Abia,Umu-Neochi,CM+IPTp+LLINs+IPTi,itn ,Oru West,2023,Umu-Neochi,0.497801629,0.606901561,0.403219414,0.443178282,0.436597759,0.489251418,0.53,2,june,1257
21,Abia,Umuahia North,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Umuahia North,0.16,0.31976846,0.24,0.210526315,0.451576154,0.501112024,0.53,1,june,162
22,Abia,Umuahia North,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Umuahia North,0.16,0.31976846,0.24,0.210526315,0.451576154,0.501112024,0.53,2,june,1257
23,Abia,Umuahia South,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2020,Umuahia South,0.228295674,0.263655314,0.198353248,0.333891334,0.48752647,0.528927156,0.53,1,june,162
24,Abia,Umuahia South,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2023,Umuahia South,0.228295674,0.263655314,0.198353248,0.333891334,0.48752647,0.528927156,0.53,2,june,1257
25,Adamawa,Demsa,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Demsa,0.544406772,0.341721852,0.32043094,0.461976287,0.495212973,0.7188,0.863,1,july,186
26,Adamawa,Demsa,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Demsa,0.544406772,0.341721852,0.32043094,0.461976287,0.495212973,0.7188,0.863,2,july,1281
27,Adamawa,Fufore,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Fufore,0.447498814,0.482000988,0.476374506,0.458031307,0.635571581,0.7188,0.863,1,july,186
28,Adamawa,Fufore,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Fufore,0.447498814,0.482000988,0.476374506,0.458031307,0.635571581,0.7188,0.863,2,july,1281
29,Adamawa,Ganaye,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Ganaye,0.521739131,0.228571428,0.4,0.5,0.427407559,0.7188,0.863,1,july,186
30,Adamawa,Ganaye,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Ganaye,0.521739131,0.228571428,0.4,0.5,0.427407559,0.7188,0.863,2,july,1281
31,Adamawa,Gireri,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2020,Gireri,0.52045146,0.301261878,0.503232118,0.496948156,0.658506137,0.7188,0.863,1,july,186
32,Adamawa,Gireri,CM+IPTp+IRS+SMC,itn_pbo,Darazo,2023,Gireri,0.52045146,0.301261878,0.503232118,0.496948156,0.658506137,0.7188,0.863,2,july,1281
33,Adamawa,Gombi,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Gombi,0.557139816,0.496728953,0.474716999,0.406603886,0.515567645,0.7188,0.863,1,july,186
34,Adamawa,Gombi,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2023,Gombi,0.557139816,0.496728953,0.474716999,0.406603886,0.515567645,0.7188,0.863,2,july,1281
35,Adamawa,Guyuk,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2020,Guyuk,0.778894348,0.645820158,0.730933024,0.62419521,0.571995521,0.7188,0.863,1,july,186
