,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,MapB_mix,llin_MapB
19,Ohafia,Ngor-Okpala,2020,Ohafia,0.8,0.8,0.8,0.8,0.8,0.486514324,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
20,Ohafia,Ngor-Okpala,2023,Ohafia,0.8,0.8,0.8,0.8,0.8,0.486514324,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
21,Osisioma Ngwa,Ngor-Okpala,2020,Osisioma Ngwa,0.8,0.8,0.8,0.8,0.8,0.395923243,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
22,Osisioma Ngwa,Ngor-Okpala,2023,Osisioma Ngwa,0.8,0.8,0.8,0.8,0.8,0.395923243,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
23,Ugwunagbo,Ngor-Okpala,2020,Ugwunagbo,0.8,0.8,0.8,0.8,0.8,0.386810187,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
24,Ugwunagbo,Ngor-Okpala,2023,Ugwunagbo,0.8,0.8,0.8,0.8,0.8,0.386810187,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
25,Ukwa East,Nsit Ubium,2020,Ukwa East,0.8,0.8,0.8,0.8,0.8,0.380519132,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
26,Ukwa East,Nsit Ubium,2023,Ukwa East,0.8,0.8,0.8,0.8,0.8,0.380519132,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
27,Ukwa West,Nsit Ubium,2020,Ukwa West,0.8,0.8,0.8,0.8,0.8,0.373187786,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
28,Ukwa West,Nsit Ubium,2023,Ukwa West,0.8,0.8,0.8,0.8,0.8,0.373187786,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
29,Umu-Neochi,Oru West,2020,Umu-Neochi,0.8,0.8,0.8,0.8,0.8,0.489251418,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
30,Umu-Neochi,Oru West,2023,Umu-Neochi,0.8,0.8,0.8,0.8,0.8,0.489251418,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
31,Umuahia North,Ngor-Okpala,2020,Umuahia North,0.8,0.8,0.8,0.8,0.8,0.501112024,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
32,Umuahia North,Ngor-Okpala,2023,Umuahia North,0.8,0.8,0.8,0.8,0.8,0.501112024,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
33,Umuahia South,Ngor-Okpala,2020,Umuahia South,0.8,0.8,0.8,0.8,0.8,0.528927156,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
34,Umuahia South,Ngor-Okpala,2023,Umuahia South,0.8,0.8,0.8,0.8,0.8,0.528927156,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
35,Itu,Ngor-Okpala,2021,Itu,0.8,0.8,0.8,0.8,0.8,0.471929182,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
36,Itu,Ngor-Okpala,2024,Itu,0.8,0.8,0.8,0.8,0.8,0.471929182,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
37,Abak,Nsit Ubium,2021,Abak,0.8,0.8,0.8,0.8,0.8,0.425644469,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
38,Abak,Nsit Ubium,2024,Abak,0.8,0.8,0.8,0.8,0.8,0.425644469,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
39,Awka North,Uzo-Uwani,2020,Awka North,0.8,0.8,0.8,0.8,0.8,0.450124783,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
40,Awka North,Uzo-Uwani,2023,Awka North,0.8,0.8,0.8,0.8,0.8,0.450124783,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
41,Eket,Nsit Ubium,2021,Eket,0.8,0.8,0.8,0.8,0.8,0.328021397,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
42,Eket,Nsit Ubium,2024,Eket,0.8,0.8,0.8,0.8,0.8,0.328021397,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
43,Esit Eket,Nsit Ubium,2021,Esit Eket,0.8,0.8,0.8,0.8,0.8,0.346897657,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
44,Esit Eket,Nsit Ubium,2024,Esit Eket,0.8,0.8,0.8,0.8,0.8,0.346897657,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
45,Essien Udim,Ngor-Okpala,2021,Essien Udim,0.8,0.8,0.8,0.8,0.8,0.435041855,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
46,Essien Udim,Ngor-Okpala,2024,Essien Udim,0.8,0.8,0.8,0.8,0.8,0.435041855,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
47,Etim Ekpo,Ngor-Okpala,2021,Etim Ekpo,0.8,0.8,0.8,0.8,0.8,0.399175674,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
48,Etim Ekpo,Ngor-Okpala,2024,Etim Ekpo,0.8,0.8,0.8,0.8,0.8,0.399175674,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
49,Etinan,Nsit Ubium,2021,Etinan,0.8,0.8,0.8,0.8,0.8,0.35413511,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
50,Etinan,Nsit Ubium,2024,Etinan,0.8,0.8,0.8,0.8,0.8,0.35413511,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
51,Ibesikpo Asutan,Nsit Ubium,2021,Ibesikpo Asutan,0.8,0.8,0.8,0.8,0.8,0.430871605,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
52,Ibesikpo Asutan,Nsit Ubium,2024,Ibesikpo Asutan,0.8,0.8,0.8,0.8,0.8,0.430871605,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
53,Ibiono Ibom,Ngor-Okpala,2021,Ibiono Ibom,0.8,0.8,0.8,0.8,0.8,0.446021174,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
54,Ibiono Ibom,Ngor-Okpala,2024,Ibiono Ibom,0.8,0.8,0.8,0.8,0.8,0.446021174,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
55,Ika,Ngor-Okpala,2021,Ika,0.8,0.8,0.8,0.8,0.8,0.36230356,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
56,Ika,Ngor-Okpala,2024,Ika,0.8,0.8,0.8,0.8,0.8,0.36230356,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
57,Ikono,Ngor-Okpala,2021,Ikono,0.8,0.8,0.8,0.8,0.8,0.419053252,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
58,Ikono,Ngor-Okpala,2024,Ikono,0.8,0.8,0.8,0.8,0.8,0.419053252,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
59,Ikot Abasi,Nsit Ubium,2021,Ikot Abasi,0.8,0.8,0.8,0.8,0.8,0.293529351,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
60,Ikot Abasi,Nsit Ubium,2024,Ikot Abasi,0.8,0.8,0.8,0.8,0.8,0.293529351,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
61,Ikot Ekpene,Ngor-Okpala,2021,Ikot Ekpene,0.8,0.8,0.8,0.8,0.8,0.424084125,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
62,Ikot Ekpene,Ngor-Okpala,2024,Ikot Ekpene,0.8,0.8,0.8,0.8,0.8,0.424084125,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
63,Ini,Ngor-Okpala,2021,Ini,0.8,0.8,0.8,0.8,0.8,0.45642023,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
64,Ini,Ngor-Okpala,2024,Ini,0.8,0.8,0.8,0.8,0.8,0.45642023,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
65,Nsit Atai,Nsit Ubium,2021,Nsit Atai,0.8,0.8,0.8,0.8,0.8,0.331769618,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
66,Nsit Atai,Nsit Ubium,2024,Nsit Atai,0.8,0.8,0.8,0.8,0.8,0.331769618,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
67,Nsit Ibom,Nsit Ubium,2021,Nsit Ibom,0.8,0.8,0.8,0.8,0.8,0.425264532,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
68,Nsit Ibom,Nsit Ubium,2024,Nsit Ibom,0.8,0.8,0.8,0.8,0.8,0.425264532,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
69,Nsit Ubium,Nsit Ubium,2021,Nsit Ubium,0.8,0.8,0.8,0.8,0.8,0.334843575,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
70,Nsit Ubium,Nsit Ubium,2024,Nsit Ubium,0.8,0.8,0.8,0.8,0.8,0.334843575,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
71,Awka South,Uzo-Uwani,2020,Awka South,0.8,0.8,0.8,0.8,0.8,0.485419293,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
72,Awka South,Uzo-Uwani,2023,Awka South,0.8,0.8,0.8,0.8,0.8,0.485419293,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
73,Obot Akara,Ngor-Okpala,2021,Obot Akara,0.8,0.8,0.8,0.8,0.8,0.440171735,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
74,Obot Akara,Ngor-Okpala,2024,Obot Akara,0.8,0.8,0.8,0.8,0.8,0.440171735,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
75,Okobo,Nsit Ubium,2021,Okobo,0.8,0.8,0.8,0.8,0.8,0.352520839,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
76,Okobo,Nsit Ubium,2024,Okobo,0.8,0.8,0.8,0.8,0.8,0.352520839,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
77,Oruk Anam,Nsit Ubium,2021,Oruk Anam,0.8,0.8,0.8,0.8,0.8,0.387796568,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
78,Oruk Anam,Nsit Ubium,2024,Oruk Anam,0.8,0.8,0.8,0.8,0.8,0.387796568,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
79,Uruan,Nsit Ubium,2021,Uruan,0.8,0.8,0.8,0.8,0.8,0.460591042,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
80,Uruan,Nsit Ubium,2024,Uruan,0.8,0.8,0.8,0.8,0.8,0.460591042,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
81,Urue-Offong-Oruko,Nsit Ubium,2021,Urue-Offong/Oruko,0.8,0.8,0.8,0.8,0.8,0.30126919,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
82,Urue-Offong-Oruko,Nsit Ubium,2024,Urue-Offong/Oruko,0.8,0.8,0.8,0.8,0.8,0.30126919,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
83,Ayamelum,Uzo-Uwani,2020,Ayamelum,0.8,0.8,0.8,0.8,0.8,0.489171465,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
84,Ayamelum,Uzo-Uwani,2023,Ayamelum,0.8,0.8,0.8,0.8,0.8,0.489171465,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
85,Uyo,Nsit Ubium,2021,Uyo,0.8,0.8,0.8,0.8,0.8,0.459725229,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
86,Uyo,Nsit Ubium,2024,Uyo,0.8,0.8,0.8,0.8,0.8,0.459725229,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
87,Aguata,Oru West,2020,Aguata,0.8,0.8,0.8,0.8,0.8,0.503044714,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
88,Aguata,Oru West,2023,Aguata,0.8,0.8,0.8,0.8,0.8,0.503044714,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
89,Anambra East,Uzo-Uwani,2020,Anambra East,0.8,0.8,0.8,0.8,0.8,0.439848897,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
90,Anambra East,Uzo-Uwani,2023,Anambra East,0.8,0.8,0.8,0.8,0.8,0.439848897,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
91,Anambra West,Uzo-Uwani,2020,Anambra West,0.8,0.8,0.8,0.8,0.8,0.453035277,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
92,Anambra West,Uzo-Uwani,2023,Anambra West,0.8,0.8,0.8,0.8,0.8,0.453035277,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
93,Anaocha,Oru West,2020,Anaocha,0.8,0.8,0.8,0.8,0.8,0.476153753,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
94,Anaocha,Oru West,2023,Anaocha,0.8,0.8,0.8,0.8,0.8,0.476153753,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
95,Dunukofia,Uzo-Uwani,2020,Dunukofia,0.8,0.8,0.8,0.8,0.8,0.477122595,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
96,Dunukofia,Uzo-Uwani,2023,Dunukofia,0.8,0.8,0.8,0.8,0.8,0.477122595,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
97,Ekwusigo,Oru West,2020,Ekwusigo,0.8,0.8,0.8,0.8,0.8,0.341515837,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
98,Ekwusigo,Oru West,2023,Ekwusigo,0.8,0.8,0.8,0.8,0.8,0.341515837,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
99,Idemili North,Uzo-Uwani,2020,Idemili North,0.8,0.8,0.8,0.8,0.8,0.478205882,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
100,Idemili North,Uzo-Uwani,2023,Idemili North,0.8,0.8,0.8,0.8,0.8,0.478205882,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
101,Idemili South,Oru West,2020,Idemili South,0.8,0.8,0.8,0.8,0.8,0.441250403,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
102,Idemili South,Oru West,2023,Idemili South,0.8,0.8,0.8,0.8,0.8,0.441250403,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
103,Ihiala,Oru West,2020,Ihiala,0.8,0.8,0.8,0.8,0.8,0.297729955,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
104,Ihiala,Oru West,2023,Ihiala,0.8,0.8,0.8,0.8,0.8,0.297729955,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
105,Njikoka,Uzo-Uwani,2020,Njikoka,0.8,0.8,0.8,0.8,0.8,0.489504274,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
106,Njikoka,Uzo-Uwani,2023,Njikoka,0.8,0.8,0.8,0.8,0.8,0.489504274,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
107,Nnewi South,Oru West,2020,Nnewi South,0.8,0.8,0.8,0.8,0.8,0.380306319,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
108,Nnewi South,Oru West,2023,Nnewi South,0.8,0.8,0.8,0.8,0.8,0.380306319,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
109,Ogbaru,Ahoada West,2020,Ogbaru,0.8,0.8,0.8,0.8,0.8,0.322021221,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
110,Ogbaru,Ahoada West,2023,Ogbaru,0.8,0.8,0.8,0.8,0.8,0.322021221,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
111,Onitsha North,Uzo-Uwani,2020,Onitsha North,0.8,0.8,0.8,0.8,0.8,0.445478249,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
112,Onitsha North,Uzo-Uwani,2023,Onitsha North,0.8,0.8,0.8,0.8,0.8,0.445478249,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
113,Onitsha South,Uzo-Uwani,2020,Onitsha South,0.8,0.8,0.8,0.8,0.8,0.434081069,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
114,Onitsha South,Uzo-Uwani,2023,Onitsha South,0.8,0.8,0.8,0.8,0.8,0.434081069,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
115,Orumba North,Oru West,2020,Orumba North,0.8,0.8,0.8,0.8,0.8,0.462606614,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
116,Orumba North,Oru West,2023,Orumba North,0.8,0.8,0.8,0.8,0.8,0.462606614,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
117,Orumba South,Oru West,2020,Orumba South,0.8,0.8,0.8,0.8,0.8,0.490669288,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
118,Orumba South,Oru West,2023,Orumba South,0.8,0.8,0.8,0.8,0.8,0.490669288,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
119,Oyi,Uzo-Uwani,2020,Oyi,0.8,0.8,0.8,0.8,0.8,0.449447388,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
120,Oyi,Uzo-Uwani,2023,Oyi,0.8,0.8,0.8,0.8,0.8,0.449447388,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
121,Ukum,Keana,2020,Ukum,0.8,0.8,0.8,0.8,0.8,0.446657171,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
122,Ukum,Keana,2023,Ukum,0.8,0.8,0.8,0.8,0.8,0.446657171,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
123,Kolokuma-Opokuma,Ahoada West,2020,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.8,0.31668418,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
124,Kolokuma-Opokuma,Ahoada West,2023,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.8,0.31668418,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
125,Nembe,Ahoada West,2020,Nembe,0.8,0.8,0.8,0.8,0.8,0.35581817,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
126,Nembe,Ahoada West,2023,Nembe,0.8,0.8,0.8,0.8,0.8,0.35581817,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
127,Ogbia,Ahoada West,2020,Ogbia,0.8,0.8,0.8,0.8,0.8,0.44449378,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
128,Ogbia,Ahoada West,2023,Ogbia,0.8,0.8,0.8,0.8,0.8,0.44449378,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
129,Sagbama,Ahoada West,2020,Sagbama,0.8,0.8,0.8,0.8,0.8,0.312771086,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
130,Sagbama,Ahoada West,2023,Sagbama,0.8,0.8,0.8,0.8,0.8,0.312771086,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
131,Yenegoa,Isoko South,2020,Yenegoa,0.8,0.8,0.8,0.8,0.8,0.34556186,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
132,Yenegoa,Isoko South,2023,Yenegoa,0.8,0.8,0.8,0.8,0.8,0.34556186,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
133,Ado,Akinyele,2020,Ado,0.8,0.8,0.8,0.8,0.8,0.425122422,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
134,Ado,Akinyele,2023,Ado,0.8,0.8,0.8,0.8,0.8,0.425122422,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
135,Agatu,Keana,2020,Agatu,0.8,0.8,0.8,0.8,0.8,0.492360644,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
136,Agatu,Keana,2023,Agatu,0.8,0.8,0.8,0.8,0.8,0.492360644,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
137,Apa,Keana,2020,Apa,0.8,0.8,0.8,0.8,0.8,0.490137805,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
138,Apa,Keana,2023,Apa,0.8,0.8,0.8,0.8,0.8,0.490137805,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
139,Buruku,Keana,2020,Buruku,0.8,0.8,0.8,0.8,0.8,0.440865552,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
140,Buruku,Keana,2023,Buruku,0.8,0.8,0.8,0.8,0.8,0.440865552,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
141,Gboko,Keana,2020,Gboko,0.8,0.8,0.8,0.8,0.8,0.398561371,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
142,Gboko,Keana,2023,Gboko,0.8,0.8,0.8,0.8,0.8,0.398561371,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
143,Guma,Keana,2020,Guma,0.8,0.8,0.8,0.8,0.8,0.431083741,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
144,Guma,Keana,2023,Guma,0.8,0.8,0.8,0.8,0.8,0.431083741,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
145,Gwer East,Oke-Ero,2020,Gwer East,0.8,0.8,0.8,0.8,0.8,0.43463817,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
146,Gwer East,Oke-Ero,2023,Gwer East,0.8,0.8,0.8,0.8,0.8,0.43463817,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
147,Gwer West,Keana,2020,Gwer West,0.8,0.8,0.8,0.8,0.8,0.478971197,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
148,Gwer West,Keana,2023,Gwer West,0.8,0.8,0.8,0.8,0.8,0.478971197,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
149,Katsina-Ala,Keana,2020,Katsina-Ala,0.8,0.8,0.8,0.8,0.8,0.408859386,0.53,1,august,223,CM+IPTp+LLINs+IPTi,itn 
150,Katsina-Ala,Keana,2023,Katsina-Ala,0.8,0.8,0.8,0.8,0.8,0.408859386,0.53,2,august,1318,CM+IPTp+LLINs+IPTi,itn 
151,Konshisha,Oke-Ero,2020,Konshisha,0.8,0.8,0.8,0.8,0.8,0.45479219,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
152,Konshisha,Oke-Ero,2023,Konshisha,0.8,0.8,0.8,0.8,0.8,0.45479219,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
153,Logo,Keana,2020,Logo,0.8,0.8,0.8,0.8,0.8,0.473946946,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
154,Logo,Keana,2023,Logo,0.8,0.8,0.8,0.8,0.8,0.473946946,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
155,Makurdi,Keana,2020,Makurdi,0.8,0.8,0.8,0.8,0.8,0.434420372,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
156,Makurdi,Keana,2023,Makurdi,0.8,0.8,0.8,0.8,0.8,0.434420372,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
157,Ogbadibo,Owan East,2020,Ogbadibo,0.8,0.8,0.8,0.8,0.8,0.407482111,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
158,Ogbadibo,Owan East,2023,Ogbadibo,0.8,0.8,0.8,0.8,0.8,0.407482111,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
159,Oju,Oke-Ero,2020,Oju,0.8,0.8,0.8,0.8,0.8,0.467648858,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
160,Oju,Oke-Ero,2023,Oju,0.8,0.8,0.8,0.8,0.8,0.467648858,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
161,Okpokwu,Akinyele,2020,Okpokwu,0.8,0.8,0.8,0.8,0.8,0.416399046,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
162,Okpokwu,Akinyele,2023,Okpokwu,0.8,0.8,0.8,0.8,0.8,0.416399046,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
