adm1,LGA,smc_map_B,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Katsina,Safana,SMC,Babura,may,882,2022,2,-1,0.96,0.24,5
Katsina,Safana,SMC,Babura,may,912,2022,3,-1,0.96,0.24,5
Katsina,Safana,SMC,Babura,may,942,2022,4,-1,0.96,0.24,5
Katsina,Sandamu,SMC,Rimi,march,796,2022,1,-1,0.96,0.24,5
Katsina,Sandamu,SMC,Rimi,march,826,2022,2,-1,0.96,0.24,5
Katsina,Sandamu,SMC,Rimi,march,856,2022,3,-1,0.96,0.24,5
Katsina,Sandamu,SMC,Rimi,march,886,2022,4,-1,0.96,0.24,5
Katsina,Zango,SMC,Babura,may,852,2022,1,-1,0.96,0.24,5
Katsina,Zango,SMC,Babura,may,882,2022,2,-1,0.96,0.24,5
Katsina,Zango,SMC,Babura,may,912,2022,3,-1,0.96,0.24,5
Katsina,Zango,SMC,Babura,may,942,2022,4,-1,0.96,0.24,5
Katsina,kaita,SMC,Rimi,march,796,2022,1,-1,0.96,0.24,5
Katsina,kaita,SMC,Rimi,march,826,2022,2,-1,0.96,0.24,5
Katsina,kaita,SMC,Rimi,march,856,2022,3,-1,0.96,0.24,5
Katsina,kaita,SMC,Rimi,march,886,2022,4,-1,0.96,0.24,5
Kebbi,Aleiro,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Aleiro,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Aleiro,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Aleiro,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Arewa-Dandi,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Arewa-Dandi,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Arewa-Dandi,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Arewa-Dandi,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Argungu,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Argungu,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Argungu,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Argungu,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Augie,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Augie,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Augie,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Augie,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Bagudo,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Bagudo,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Bagudo,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Bagudo,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Birnin Kebbi,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Birnin Kebbi,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Birnin Kebbi,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Birnin Kebbi,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Bunza,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Bunza,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Bunza,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Bunza,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Dandi,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Dandi,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Dandi,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Dandi,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Fakai,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Fakai,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Fakai,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Fakai,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Gwandu,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Gwandu,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Gwandu,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Gwandu,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Jega,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Jega,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Jega,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Jega,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Kalgo,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Kalgo,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Kalgo,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Kalgo,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Maiyama,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Maiyama,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Maiyama,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Maiyama,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Ngaski,SMC,Owan East,march,796,2022,1,-1,0.96,0.24,5
Kebbi,Ngaski,SMC,Owan East,march,826,2022,2,-1,0.96,0.24,5
Kebbi,Ngaski,SMC,Owan East,march,856,2022,3,-1,0.96,0.24,5
Kebbi,Ngaski,SMC,Owan East,march,886,2022,4,-1,0.96,0.24,5
Kebbi,Sakaba,SMC,Alkaleri,july,915,2022,1,-1,0.96,0.24,5
Kebbi,Sakaba,SMC,Alkaleri,july,945,2022,2,-1,0.96,0.24,5
Kebbi,Sakaba,SMC,Alkaleri,july,975,2022,3,-1,0.96,0.24,5
Kebbi,Sakaba,SMC,Alkaleri,july,1005,2022,4,-1,0.96,0.24,5
Kebbi,Shanga,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Shanga,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Shanga,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Shanga,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Suru,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Suru,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Suru,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Suru,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Wasagu-Danko,SMC,Alkaleri,july,915,2022,1,-1,0.96,0.24,5
Kebbi,Wasagu-Danko,SMC,Alkaleri,july,945,2022,2,-1,0.96,0.24,5
Kebbi,Wasagu-Danko,SMC,Alkaleri,july,975,2022,3,-1,0.96,0.24,5
Kebbi,Wasagu-Danko,SMC,Alkaleri,july,1005,2022,4,-1,0.96,0.24,5
Kebbi,Yauri,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Kebbi,Yauri,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Kebbi,Yauri,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Kebbi,Yauri,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Kebbi,Zuru,SMC,Alkaleri,july,915,2022,1,-1,0.96,0.24,5
Kebbi,Zuru,SMC,Alkaleri,july,945,2022,2,-1,0.96,0.24,5
Kebbi,Zuru,SMC,Alkaleri,july,975,2022,3,-1,0.96,0.24,5
Kebbi,Zuru,SMC,Alkaleri,july,1005,2022,4,-1,0.96,0.24,5
Kogi,Adavi,SMC,Owan East,march,796,2022,1,-1,0.96,0.24,5
Kogi,Adavi,SMC,Owan East,march,826,2022,2,-1,0.96,0.24,5
Kogi,Adavi,SMC,Owan East,march,856,2022,3,-1,0.96,0.24,5
Kogi,Adavi,SMC,Owan East,march,886,2022,4,-1,0.96,0.24,5
Kogi,Ajaokuta,SMC,Owan East,march,796,2022,1,-1,0.96,0.24,5
Kogi,Ajaokuta,SMC,Owan East,march,826,2022,2,-1,0.96,0.24,5
Kogi,Ajaokuta,SMC,Owan East,march,856,2022,3,-1,0.96,0.24,5
Kogi,Ajaokuta,SMC,Owan East,march,886,2022,4,-1,0.96,0.24,5
Kogi,Bassa1,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Kogi,Bassa1,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Kogi,Bassa1,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Kogi,Bassa1,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Kogi,Dekina,SMC,Owan East,march,796,2022,1,-1,0.96,0.24,5
Kogi,Dekina,SMC,Owan East,march,826,2022,2,-1,0.96,0.24,5
Kogi,Dekina,SMC,Owan East,march,856,2022,3,-1,0.96,0.24,5
Kogi,Dekina,SMC,Owan East,march,886,2022,4,-1,0.96,0.24,5
Kogi,Kabba-Bunu,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kogi,Kabba-Bunu,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kogi,Kabba-Bunu,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kogi,Kabba-Bunu,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kogi,Kogi,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Kogi,Kogi,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Kogi,Kogi,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Kogi,Kogi,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Kogi,Lokoja,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Kogi,Lokoja,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Kogi,Lokoja,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Kogi,Lokoja,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Kogi,Okehi,SMC,Owan East,march,796,2022,1,-1,0.96,0.24,5
Kogi,Okehi,SMC,Owan East,march,826,2022,2,-1,0.96,0.24,5
Kogi,Okehi,SMC,Owan East,march,856,2022,3,-1,0.96,0.24,5
Kogi,Okehi,SMC,Owan East,march,886,2022,4,-1,0.96,0.24,5
Kogi,Omala,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Kogi,Omala,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Kogi,Omala,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Kogi,Omala,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Kogi,Yagba East,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kogi,Yagba East,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kogi,Yagba East,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kogi,Yagba East,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kogi,Yagba West,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kogi,Yagba West,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kogi,Yagba West,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kogi,Yagba West,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kwara,Baruten,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kwara,Baruten,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kwara,Baruten,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kwara,Baruten,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kwara,Edu,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kwara,Edu,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kwara,Edu,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kwara,Edu,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kwara,Ifelodun1,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kwara,Ifelodun1,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kwara,Ifelodun1,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kwara,Ifelodun1,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kwara,Kaiama,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kwara,Kaiama,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kwara,Kaiama,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kwara,Kaiama,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kwara,Moro,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kwara,Moro,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kwara,Moro,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kwara,Moro,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kwara,Oke-Ero,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kwara,Oke-Ero,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kwara,Oke-Ero,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kwara,Oke-Ero,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Kwara,Pategi,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Kwara,Pategi,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Kwara,Pategi,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Kwara,Pategi,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Nasarawa,Akwanga,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Nasarawa,Akwanga,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Nasarawa,Akwanga,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Nasarawa,Akwanga,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Nasarawa,Awe,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Nasarawa,Awe,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Nasarawa,Awe,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Nasarawa,Awe,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Nasarawa,Doma,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Nasarawa,Doma,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Nasarawa,Doma,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Nasarawa,Doma,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Nasarawa,Karu,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Nasarawa,Karu,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Nasarawa,Karu,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Nasarawa,Karu,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Nasarawa,Keana,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Nasarawa,Keana,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Nasarawa,Keana,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Nasarawa,Keana,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Nasarawa,Keffi,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Nasarawa,Keffi,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Nasarawa,Keffi,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Nasarawa,Keffi,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Nasarawa,Kokona,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Nasarawa,Kokona,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Nasarawa,Kokona,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Nasarawa,Kokona,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Nasarawa,Lafia,SMC,Alkaleri,july,915,2022,1,-1,0.96,0.24,5
Nasarawa,Lafia,SMC,Alkaleri,july,945,2022,2,-1,0.96,0.24,5
Nasarawa,Lafia,SMC,Alkaleri,july,975,2022,3,-1,0.96,0.24,5
Nasarawa,Lafia,SMC,Alkaleri,july,1005,2022,4,-1,0.96,0.24,5
Nasarawa,Nasarawa-Eggon,SMC,Alkaleri,july,915,2022,1,-1,0.96,0.24,5
Nasarawa,Nasarawa-Eggon,SMC,Alkaleri,july,945,2022,2,-1,0.96,0.24,5
Nasarawa,Nasarawa-Eggon,SMC,Alkaleri,july,975,2022,3,-1,0.96,0.24,5
Nasarawa,Nasarawa-Eggon,SMC,Alkaleri,july,1005,2022,4,-1,0.96,0.24,5
Nasarawa,Nasarawa2,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Nasarawa,Nasarawa2,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Nasarawa,Nasarawa2,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Nasarawa,Nasarawa2,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Nasarawa,Obi2,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Nasarawa,Obi2,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Nasarawa,Obi2,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Nasarawa,Obi2,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Nasarawa,Toto,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Nasarawa,Toto,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Nasarawa,Toto,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Nasarawa,Toto,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Nasarawa,Wamba,SMC,Alkaleri,july,915,2022,1,-1,0.96,0.24,5
Nasarawa,Wamba,SMC,Alkaleri,july,945,2022,2,-1,0.96,0.24,5
Nasarawa,Wamba,SMC,Alkaleri,july,975,2022,3,-1,0.96,0.24,5
Nasarawa,Wamba,SMC,Alkaleri,july,1005,2022,4,-1,0.96,0.24,5
Niger,Agaie,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Agaie,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Agaie,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Agaie,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Agwara,SMC,Birnin Kebbi,august,950,2022,1,-1,0.96,0.24,5
Niger,Agwara,SMC,Birnin Kebbi,august,980,2022,2,-1,0.96,0.24,5
Niger,Agwara,SMC,Birnin Kebbi,august,1010,2022,3,-1,0.96,0.24,5
Niger,Agwara,SMC,Birnin Kebbi,august,1040,2022,4,-1,0.96,0.24,5
Niger,Bida,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Bida,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Bida,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Bida,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Borgu,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Borgu,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Borgu,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Borgu,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Bosso,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Niger,Bosso,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Niger,Bosso,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Niger,Bosso,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Niger,Chanchaga,SMC,Keana,august,950,2022,1,-1,0.96,0.24,5
Niger,Chanchaga,SMC,Keana,august,980,2022,2,-1,0.96,0.24,5
Niger,Chanchaga,SMC,Keana,august,1010,2022,3,-1,0.96,0.24,5
Niger,Chanchaga,SMC,Keana,august,1040,2022,4,-1,0.96,0.24,5
Niger,Edati,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Edati,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Edati,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Edati,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Gbako,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Gbako,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Gbako,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Gbako,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Gurara,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Gurara,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Gurara,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Gurara,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Katcha,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Katcha,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Katcha,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Katcha,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Kontagora,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Kontagora,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Kontagora,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Kontagora,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Lapai,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Lapai,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Lapai,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Lapai,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Lavun,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Lavun,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Lavun,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Lavun,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Magama,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Magama,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Magama,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Magama,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Mariga,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Mariga,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Mariga,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Mariga,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Mashegu,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Mashegu,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Mashegu,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Mashegu,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Mokwa,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Mokwa,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Mokwa,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Mokwa,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Muya,SMC,Giwa,august,950,2022,1,-1,0.96,0.24,5
Niger,Muya,SMC,Giwa,august,980,2022,2,-1,0.96,0.24,5
Niger,Muya,SMC,Giwa,august,1010,2022,3,-1,0.96,0.24,5
Niger,Muya,SMC,Giwa,august,1040,2022,4,-1,0.96,0.24,5
Niger,Pailoro,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Pailoro,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Pailoro,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Pailoro,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Rafi,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Rafi,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Rafi,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Rafi,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Rijau,SMC,Alkaleri,july,915,2022,1,-1,0.96,0.24,5
Niger,Rijau,SMC,Alkaleri,july,945,2022,2,-1,0.96,0.24,5
Niger,Rijau,SMC,Alkaleri,july,975,2022,3,-1,0.96,0.24,5
Niger,Rijau,SMC,Alkaleri,july,1005,2022,4,-1,0.96,0.24,5
Niger,Shiroro,SMC,Oke-Ero,july,915,2022,1,-1,0.96,0.24,5
Niger,Shiroro,SMC,Oke-Ero,july,945,2022,2,-1,0.96,0.24,5
Niger,Shiroro,SMC,Oke-Ero,july,975,2022,3,-1,0.96,0.24,5
Niger,Shiroro,SMC,Oke-Ero,july,1005,2022,4,-1,0.96,0.24,5
Niger,Suleja,SMC,Giwa,august,950,2022,1,-1,0.96,0.24,5
Niger,Suleja,SMC,Giwa,august,980,2022,2,-1,0.96,0.24,5
