adm1,LGA,smc_map_B,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Niger,Kontagora,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Lapai,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Lapai,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Lapai,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Lapai,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Lavun,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Lavun,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Lavun,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Lavun,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Magama,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Magama,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Magama,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Magama,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Mariga,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Mariga,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Mariga,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Mariga,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Mashegu,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Mashegu,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Mashegu,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Mashegu,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Mokwa,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Mokwa,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Mokwa,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Mokwa,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Muya,SMC,Giwa,august,579,2021,1,-1,0.96,0.24,5
Niger,Muya,SMC,Giwa,august,609,2021,2,-1,0.96,0.24,5
Niger,Muya,SMC,Giwa,august,639,2021,3,-1,0.96,0.24,5
Niger,Muya,SMC,Giwa,august,669,2021,4,-1,0.96,0.24,5
Niger,Pailoro,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Pailoro,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Pailoro,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Pailoro,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Rafi,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Rafi,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Rafi,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Rafi,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Rijau,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Niger,Rijau,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Niger,Rijau,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Niger,Rijau,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Niger,Shiroro,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Shiroro,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Shiroro,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Shiroro,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Suleja,SMC,Giwa,august,579,2021,1,-1,0.96,0.24,5
Niger,Suleja,SMC,Giwa,august,609,2021,2,-1,0.96,0.24,5
Niger,Suleja,SMC,Giwa,august,639,2021,3,-1,0.96,0.24,5
Niger,Suleja,SMC,Giwa,august,669,2021,4,-1,0.96,0.24,5
Niger,Tafa,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Tafa,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Tafa,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Tafa,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Niger,Wushishi,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Niger,Wushishi,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Niger,Wushishi,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Niger,Wushishi,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Oyo,Irepo,SMC,Oke-Ero,july,550,2021,1,-1,0.96,0.24,5
Oyo,Irepo,SMC,Oke-Ero,july,580,2021,2,-1,0.96,0.24,5
Oyo,Irepo,SMC,Oke-Ero,july,610,2021,3,-1,0.96,0.24,5
Oyo,Irepo,SMC,Oke-Ero,july,640,2021,4,-1,0.96,0.24,5
Plateau,Barikin Ladi,SMC,Soba,july,550,2021,1,-1,0.96,0.24,5
Plateau,Barikin Ladi,SMC,Soba,july,580,2021,2,-1,0.96,0.24,5
Plateau,Barikin Ladi,SMC,Soba,july,610,2021,3,-1,0.96,0.24,5
Plateau,Barikin Ladi,SMC,Soba,july,640,2021,4,-1,0.96,0.24,5
Plateau,Bassa2,SMC,Soba,july,550,2021,1,-1,0.96,0.24,5
Plateau,Bassa2,SMC,Soba,july,580,2021,2,-1,0.96,0.24,5
Plateau,Bassa2,SMC,Soba,july,610,2021,3,-1,0.96,0.24,5
Plateau,Bassa2,SMC,Soba,july,640,2021,4,-1,0.96,0.24,5
Plateau,Bokkos,SMC,Giwa,august,579,2021,1,-1,0.96,0.24,5
Plateau,Bokkos,SMC,Giwa,august,609,2021,2,-1,0.96,0.24,5
Plateau,Bokkos,SMC,Giwa,august,639,2021,3,-1,0.96,0.24,5
Plateau,Bokkos,SMC,Giwa,august,669,2021,4,-1,0.96,0.24,5
Plateau,Jos East,SMC,Soba,july,550,2021,1,-1,0.96,0.24,5
Plateau,Jos East,SMC,Soba,july,580,2021,2,-1,0.96,0.24,5
Plateau,Jos East,SMC,Soba,july,610,2021,3,-1,0.96,0.24,5
Plateau,Jos East,SMC,Soba,july,640,2021,4,-1,0.96,0.24,5
Plateau,Jos North,SMC,Soba,july,550,2021,1,-1,0.96,0.24,5
Plateau,Jos North,SMC,Soba,july,580,2021,2,-1,0.96,0.24,5
Plateau,Jos North,SMC,Soba,july,610,2021,3,-1,0.96,0.24,5
Plateau,Jos North,SMC,Soba,july,640,2021,4,-1,0.96,0.24,5
Plateau,Jos South,SMC,Soba,july,550,2021,1,-1,0.96,0.24,5
Plateau,Jos South,SMC,Soba,july,580,2021,2,-1,0.96,0.24,5
Plateau,Jos South,SMC,Soba,july,610,2021,3,-1,0.96,0.24,5
Plateau,Jos South,SMC,Soba,july,640,2021,4,-1,0.96,0.24,5
Plateau,Kanam,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Plateau,Kanam,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Plateau,Kanam,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Plateau,Kanam,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Plateau,Kanke,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Plateau,Kanke,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Plateau,Kanke,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Plateau,Kanke,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Plateau,Langtang North,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Plateau,Langtang North,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Plateau,Langtang North,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Plateau,Langtang North,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Plateau,Langtang South,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Plateau,Langtang South,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Plateau,Langtang South,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Plateau,Langtang South,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Plateau,Mangu,SMC,Darazo,july,550,2021,1,-1,0.96,0.24,5
Plateau,Mangu,SMC,Darazo,july,580,2021,2,-1,0.96,0.24,5
Plateau,Mangu,SMC,Darazo,july,610,2021,3,-1,0.96,0.24,5
Plateau,Mangu,SMC,Darazo,july,640,2021,4,-1,0.96,0.24,5
Plateau,Mikang,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Plateau,Mikang,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Plateau,Mikang,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Plateau,Mikang,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Plateau,Pankshin,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Plateau,Pankshin,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Plateau,Pankshin,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Plateau,Pankshin,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Plateau,Qua'an Pan,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Plateau,Qua'an Pan,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Plateau,Qua'an Pan,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Plateau,Qua'an Pan,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Plateau,Riyom,SMC,Soba,july,550,2021,1,-1,0.96,0.24,5
Plateau,Riyom,SMC,Soba,july,580,2021,2,-1,0.96,0.24,5
Plateau,Riyom,SMC,Soba,july,610,2021,3,-1,0.96,0.24,5
Plateau,Riyom,SMC,Soba,july,640,2021,4,-1,0.96,0.24,5
Plateau,Shendam,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Plateau,Shendam,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Plateau,Shendam,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Plateau,Shendam,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Plateau,Wase,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Plateau,Wase,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Plateau,Wase,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Plateau,Wase,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Sokoto,Binji,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Binji,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Binji,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Binji,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Bodinga,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Bodinga,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Bodinga,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Bodinga,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Dange-Shnsi,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Dange-Shnsi,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Dange-Shnsi,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Dange-Shnsi,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Gada,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Gada,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Gada,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Gada,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Gawabawa,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Gawabawa,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Gawabawa,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Gawabawa,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Goronyo,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Goronyo,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Goronyo,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Goronyo,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Gudu,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Gudu,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Gudu,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Gudu,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Illela,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Illela,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Illela,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Illela,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Isa,SMC,Rimi,march,426,2021,1,-1,0.96,0.24,5
Sokoto,Isa,SMC,Rimi,march,456,2021,2,-1,0.96,0.24,5
Sokoto,Isa,SMC,Rimi,march,486,2021,3,-1,0.96,0.24,5
Sokoto,Isa,SMC,Rimi,march,516,2021,4,-1,0.96,0.24,5
Sokoto,Kebbe,SMC,Birnin Kebbi,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Kebbe,SMC,Birnin Kebbi,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Kebbe,SMC,Birnin Kebbi,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Kebbe,SMC,Birnin Kebbi,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Kware,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Kware,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Kware,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Kware,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Rabah,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Rabah,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Rabah,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Rabah,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Sabon Birni,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Sabon Birni,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Sabon Birni,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Sabon Birni,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Shagari,SMC,Birnin Kebbi,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Shagari,SMC,Birnin Kebbi,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Shagari,SMC,Birnin Kebbi,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Shagari,SMC,Birnin Kebbi,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Silame,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Silame,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Silame,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Silame,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Sokoto North,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Sokoto North,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Sokoto North,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Sokoto North,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Sokoto South,SMC,Birnin Kebbi,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Sokoto South,SMC,Birnin Kebbi,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Sokoto South,SMC,Birnin Kebbi,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Sokoto South,SMC,Birnin Kebbi,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Tambuwal,SMC,Birnin Kebbi,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Tambuwal,SMC,Birnin Kebbi,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Tambuwal,SMC,Birnin Kebbi,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Tambuwal,SMC,Birnin Kebbi,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Tangaza,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Tangaza,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Tangaza,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Tangaza,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Tureta,SMC,Birnin Kebbi,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Tureta,SMC,Birnin Kebbi,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Tureta,SMC,Birnin Kebbi,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Tureta,SMC,Birnin Kebbi,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Wamako,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Wamako,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Wamako,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Wamako,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Wurno,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Wurno,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Wurno,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Wurno,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Sokoto,Yabo,SMC,Gawabawa,august,579,2021,1,-1,0.96,0.24,5
Sokoto,Yabo,SMC,Gawabawa,august,609,2021,2,-1,0.96,0.24,5
Sokoto,Yabo,SMC,Gawabawa,august,639,2021,3,-1,0.96,0.24,5
Sokoto,Yabo,SMC,Gawabawa,august,669,2021,4,-1,0.96,0.24,5
Taraba,Ardo-Kola,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Taraba,Ardo-Kola,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Taraba,Ardo-Kola,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Taraba,Ardo-Kola,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Taraba,Bali,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Taraba,Bali,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Taraba,Bali,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Taraba,Bali,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Taraba,Donga,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Taraba,Donga,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Taraba,Donga,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Taraba,Donga,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Taraba,Gashaka,SMC,Oru West,june,518,2021,1,-1,0.96,0.24,5
Taraba,Gashaka,SMC,Oru West,june,548,2021,2,-1,0.96,0.24,5
Taraba,Gashaka,SMC,Oru West,june,578,2021,3,-1,0.96,0.24,5
Taraba,Gashaka,SMC,Oru West,june,608,2021,4,-1,0.96,0.24,5
Taraba,Gassol,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Taraba,Gassol,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Taraba,Gassol,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Taraba,Gassol,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Taraba,Ibi,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Taraba,Ibi,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Taraba,Ibi,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Taraba,Ibi,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Taraba,Jalingo,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Taraba,Jalingo,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Taraba,Jalingo,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Taraba,Jalingo,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Taraba,Karin-Lamido,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Taraba,Karin-Lamido,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Taraba,Karin-Lamido,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Taraba,Karin-Lamido,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Taraba,Lau,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Taraba,Lau,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Taraba,Lau,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Taraba,Lau,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Taraba,Wukari,SMC,Keana,august,579,2021,1,-1,0.96,0.24,5
Taraba,Wukari,SMC,Keana,august,609,2021,2,-1,0.96,0.24,5
Taraba,Wukari,SMC,Keana,august,639,2021,3,-1,0.96,0.24,5
Taraba,Wukari,SMC,Keana,august,669,2021,4,-1,0.96,0.24,5
Taraba,Yorro,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Taraba,Yorro,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Taraba,Yorro,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Taraba,Yorro,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Taraba,Zing,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Taraba,Zing,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Taraba,Zing,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Taraba,Zing,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Yobe,Bade,SMC,Taura,july,550,2021,1,-1,0.96,0.24,5
Yobe,Bade,SMC,Taura,july,580,2021,2,-1,0.96,0.24,5
Yobe,Bade,SMC,Taura,july,610,2021,3,-1,0.96,0.24,5
Yobe,Bade,SMC,Taura,july,640,2021,4,-1,0.96,0.24,5
Yobe,Bursari,SMC,Taura,july,550,2021,1,-1,0.96,0.24,5
Yobe,Bursari,SMC,Taura,july,580,2021,2,-1,0.96,0.24,5
Yobe,Bursari,SMC,Taura,july,610,2021,3,-1,0.96,0.24,5
Yobe,Bursari,SMC,Taura,july,640,2021,4,-1,0.96,0.24,5
Yobe,Damaturu,SMC,Darazo,july,550,2021,1,-1,0.96,0.24,5
Yobe,Damaturu,SMC,Darazo,july,580,2021,2,-1,0.96,0.24,5
Yobe,Damaturu,SMC,Darazo,july,610,2021,3,-1,0.96,0.24,5
Yobe,Damaturu,SMC,Darazo,july,640,2021,4,-1,0.96,0.24,5
Yobe,Fika,SMC,Darazo,july,550,2021,1,-1,0.96,0.24,5
Yobe,Fika,SMC,Darazo,july,580,2021,2,-1,0.96,0.24,5
Yobe,Fika,SMC,Darazo,july,610,2021,3,-1,0.96,0.24,5
Yobe,Fika,SMC,Darazo,july,640,2021,4,-1,0.96,0.24,5
Yobe,Fune,SMC,Darazo,july,550,2021,1,-1,0.96,0.24,5
Yobe,Fune,SMC,Darazo,july,580,2021,2,-1,0.96,0.24,5
Yobe,Fune,SMC,Darazo,july,610,2021,3,-1,0.96,0.24,5
Yobe,Fune,SMC,Darazo,july,640,2021,4,-1,0.96,0.24,5
Yobe,Geidam,SMC,Babura,may,488,2021,1,-1,0.96,0.24,5
Yobe,Geidam,SMC,Babura,may,518,2021,2,-1,0.96,0.24,5
Yobe,Geidam,SMC,Babura,may,548,2021,3,-1,0.96,0.24,5
Yobe,Geidam,SMC,Babura,may,578,2021,4,-1,0.96,0.24,5
Yobe,Gujba,SMC,Darazo,july,550,2021,1,-1,0.96,0.24,5
Yobe,Gujba,SMC,Darazo,july,580,2021,2,-1,0.96,0.24,5
Yobe,Gujba,SMC,Darazo,july,610,2021,3,-1,0.96,0.24,5
Yobe,Gujba,SMC,Darazo,july,640,2021,4,-1,0.96,0.24,5
Yobe,Gulani,SMC,Alkaleri,july,550,2021,1,-1,0.96,0.24,5
Yobe,Gulani,SMC,Alkaleri,july,580,2021,2,-1,0.96,0.24,5
Yobe,Gulani,SMC,Alkaleri,july,610,2021,3,-1,0.96,0.24,5
Yobe,Gulani,SMC,Alkaleri,july,640,2021,4,-1,0.96,0.24,5
Yobe,Jakusko,SMC,Taura,july,550,2021,1,-1,0.96,0.24,5
Yobe,Jakusko,SMC,Taura,july,580,2021,2,-1,0.96,0.24,5
Yobe,Jakusko,SMC,Taura,july,610,2021,3,-1,0.96,0.24,5
Yobe,Jakusko,SMC,Taura,july,640,2021,4,-1,0.96,0.24,5
Yobe,Karasuwa,SMC,Taura,july,550,2021,1,-1,0.96,0.24,5
Yobe,Karasuwa,SMC,Taura,july,580,2021,2,-1,0.96,0.24,5
Yobe,Karasuwa,SMC,Taura,july,610,2021,3,-1,0.96,0.24,5
Yobe,Karasuwa,SMC,Taura,july,640,2021,4,-1,0.96,0.24,5
Yobe,Machina,SMC,Taura,july,550,2021,1,-1,0.96,0.24,5
Yobe,Machina,SMC,Taura,july,580,2021,2,-1,0.96,0.24,5
Yobe,Machina,SMC,Taura,july,610,2021,3,-1,0.96,0.24,5
Yobe,Machina,SMC,Taura,july,640,2021,4,-1,0.96,0.24,5
Yobe,Nangere,SMC,Darazo,july,550,2021,1,-1,0.96,0.24,5
Yobe,Nangere,SMC,Darazo,july,580,2021,2,-1,0.96,0.24,5
Yobe,Nangere,SMC,Darazo,july,610,2021,3,-1,0.96,0.24,5
Yobe,Nangere,SMC,Darazo,july,640,2021,4,-1,0.96,0.24,5
Yobe,Nguru,SMC,Taura,july,550,2021,1,-1,0.96,0.24,5
Yobe,Nguru,SMC,Taura,july,580,2021,2,-1,0.96,0.24,5
Yobe,Nguru,SMC,Taura,july,610,2021,3,-1,0.96,0.24,5
Yobe,Nguru,SMC,Taura,july,640,2021,4,-1,0.96,0.24,5
Yobe,Potiskum,SMC,Darazo,july,550,2021,1,-1,0.96,0.24,5
Yobe,Potiskum,SMC,Darazo,july,580,2021,2,-1,0.96,0.24,5
Yobe,Potiskum,SMC,Darazo,july,610,2021,3,-1,0.96,0.24,5
Yobe,Potiskum,SMC,Darazo,july,640,2021,4,-1,0.96,0.24,5
Yobe,Tarmua,SMC,Rimi,march,426,2021,1,-1,0.96,0.24,5
