,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,kill_rate,block_initial,round,peak,simday,MapA_mix,llin_type
174,Ukum,Keana,2023,Ukum,0.8,0.8,0.8,0.8,0.446657171,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
175,Shira,Takali,2021,Shira,0.8,0.8,0.8,0.8,0.7188,0.863,1,september,615,CM+IPTp+IRS+SMC,itn_pbo
176,Shira,Takali,2024,Shira,0.8,0.8,0.8,0.8,0.7188,0.863,2,september,1710,CM+IPTp+IRS+SMC,itn_pbo
177,Tafawa-Balewa,Alkaleri,2021,Tafawa-Balewa,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
178,Tafawa-Balewa,Alkaleri,2024,Tafawa-Balewa,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
179,Toro,Giwa,2021,Toro,0.8,0.8,0.8,0.8,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
180,Toro,Giwa,2024,Toro,0.8,0.8,0.8,0.8,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
181,Warji,Takali,2021,Warji,0.8,0.8,0.8,0.8,0.7188,0.863,1,september,615,CM+IPTp+IRS+SMC,itn_pbo
182,Warji,Takali,2024,Warji,0.8,0.8,0.8,0.8,0.7188,0.863,2,september,1710,CM+IPTp+IRS+SMC,itn_pbo
183,Zaki,Taura,2021,Zaki,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
184,Zaki,Taura,2024,Zaki,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
185,Kolokuma-Opokuma,Ahoada West,2020,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.31668418,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn
186,Kolokuma-Opokuma,Ahoada West,2023,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.31668418,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn
187,Nembe,Ahoada West,2020,Nembe,0.8,0.8,0.8,0.8,0.35581817,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn
188,Nembe,Ahoada West,2023,Nembe,0.8,0.8,0.8,0.8,0.35581817,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn
189,Ogbia,Ahoada West,2020,Ogbia,0.8,0.8,0.8,0.8,0.44449378,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn
190,Ogbia,Ahoada West,2023,Ogbia,0.8,0.8,0.8,0.8,0.44449378,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn
191,Sagbama,Ahoada West,2020,Sagbama,0.8,0.8,0.8,0.8,0.312771086,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn
192,Sagbama,Ahoada West,2023,Sagbama,0.8,0.8,0.8,0.8,0.312771086,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn
193,Yenegoa,Isoko South,2020,Yenegoa,0.8,0.8,0.8,0.8,0.34556186,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
194,Yenegoa,Isoko South,2023,Yenegoa,0.8,0.8,0.8,0.8,0.34556186,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
195,Ado,Akinyele,2020,Ado,0.8,0.8,0.8,0.8,0.425122422,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn
196,Ado,Akinyele,2023,Ado,0.8,0.8,0.8,0.8,0.425122422,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn
197,Agatu,Keana,2020,Agatu,0.8,0.8,0.8,0.8,0.492360644,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
198,Agatu,Keana,2023,Agatu,0.8,0.8,0.8,0.8,0.492360644,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
199,Apa,Keana,2020,Apa,0.8,0.8,0.8,0.8,0.490137805,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
200,Apa,Keana,2023,Apa,0.8,0.8,0.8,0.8,0.490137805,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
201,Buruku,Keana,2020,Buruku,0.8,0.8,0.8,0.8,0.440865552,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
202,Buruku,Keana,2023,Buruku,0.8,0.8,0.8,0.8,0.440865552,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
203,Gboko,Keana,2020,Gboko,0.8,0.8,0.8,0.8,0.398561371,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
204,Gboko,Keana,2023,Gboko,0.8,0.8,0.8,0.8,0.398561371,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
205,Guma,Keana,2020,Guma,0.8,0.8,0.8,0.8,0.431083741,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
206,Guma,Keana,2023,Guma,0.8,0.8,0.8,0.8,0.431083741,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
207,Gwer East,Oke-Ero,2020,Gwer East,0.8,0.8,0.8,0.8,0.43463817,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
208,Gwer East,Oke-Ero,2023,Gwer East,0.8,0.8,0.8,0.8,0.43463817,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
209,Gwer West,Keana,2020,Gwer West,0.8,0.8,0.8,0.8,0.478971197,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
210,Gwer West,Keana,2023,Gwer West,0.8,0.8,0.8,0.8,0.478971197,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
211,Katsina-Ala,Keana,2020,Katsina-Ala,0.8,0.8,0.8,0.8,0.408859386,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
212,Katsina-Ala,Keana,2023,Katsina-Ala,0.8,0.8,0.8,0.8,0.408859386,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
213,Konshisha,Oke-Ero,2020,Konshisha,0.8,0.8,0.8,0.8,0.45479219,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
214,Konshisha,Oke-Ero,2023,Konshisha,0.8,0.8,0.8,0.8,0.45479219,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
215,Logo,Keana,2020,Logo,0.8,0.8,0.8,0.8,0.473946946,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
216,Logo,Keana,2023,Logo,0.8,0.8,0.8,0.8,0.473946946,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
217,Makurdi,Keana,2020,Makurdi,0.8,0.8,0.8,0.8,0.434420372,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
218,Makurdi,Keana,2023,Makurdi,0.8,0.8,0.8,0.8,0.434420372,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
219,Obi1,Keana,2020,Obi1,0.8,0.8,0.8,0.8,0.7188,0.863,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
220,Obi1,Keana,2023,Obi1,0.8,0.8,0.8,0.8,0.7188,0.863,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
221,Ogbadibo,Owan East,2020,Ogbadibo,0.8,0.8,0.8,0.8,0.407482111,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn
222,Ogbadibo,Owan East,2023,Ogbadibo,0.8,0.8,0.8,0.8,0.407482111,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn
223,Ohimini,Akinyele,2020,Ohimini,0.8,0.8,0.8,0.8,0.7188,0.863,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
224,Ohimini,Akinyele,2023,Ohimini,0.8,0.8,0.8,0.8,0.7188,0.863,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
225,Oju,Oke-Ero,2020,Oju,0.8,0.8,0.8,0.8,0.467648858,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
226,Oju,Oke-Ero,2023,Oju,0.8,0.8,0.8,0.8,0.467648858,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
227,Okpokwu,Akinyele,2020,Okpokwu,0.8,0.8,0.8,0.8,0.416399046,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn
228,Okpokwu,Akinyele,2023,Okpokwu,0.8,0.8,0.8,0.8,0.416399046,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn
229,Oturkpo,Owan East,2020,Oturkpo,0.8,0.8,0.8,0.8,0.465020433,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn
230,Oturkpo,Owan East,2023,Oturkpo,0.8,0.8,0.8,0.8,0.465020433,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn
231,Tarka,Keana,2020,Tarka,0.8,0.8,0.8,0.8,0.410062837,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
232,Tarka,Keana,2023,Tarka,0.8,0.8,0.8,0.8,0.410062837,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
233,Ushongo,Oke-Ero,2020,Ushongo,0.8,0.8,0.8,0.8,0.405123965,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
234,Ushongo,Oke-Ero,2023,Ushongo,0.8,0.8,0.8,0.8,0.405123965,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
235,Vandeikya,Oke-Ero,2020,Vandeikya,0.8,0.8,0.8,0.8,0.446888644,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
236,Vandeikya,Oke-Ero,2023,Vandeikya,0.8,0.8,0.8,0.8,0.446888644,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
237,Askira-Uba,Darazo,2020,Askira/Uba,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
238,Askira-Uba,Darazo,2023,Askira/Uba,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
239,Bayo,Alkaleri,2020,Bayo,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
240,Bayo,Alkaleri,2023,Bayo,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
241,Biu,Darazo,2020,Biu,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
242,Biu,Darazo,2023,Biu,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
243,Chibok,Darazo,2020,Chibok,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
244,Chibok,Darazo,2023,Chibok,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
245,Damboa,Darazo,2020,Damboa,0.8,0.8,0.8,0.8,0.663306114,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
246,Damboa,Darazo,2023,Damboa,0.8,0.8,0.8,0.8,0.663306114,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
247,Biase,Ngor-Okpala,2021,Biase,0.8,0.8,0.8,0.8,0.476715539,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
248,Biase,Ngor-Okpala,2024,Biase,0.8,0.8,0.8,0.8,0.476715539,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
249,Dikwa,Darazo,2020,Dikwa,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
250,Dikwa,Darazo,2023,Dikwa,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
251,Gubio,Gawabawa,2020,Gubio,0.8,0.8,0.8,0.8,0.716543356,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
252,Gubio,Gawabawa,2023,Gubio,0.8,0.8,0.8,0.8,0.716543356,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
253,Jere,Gawabawa,2020,Jere,0.8,0.8,0.8,0.8,0.7188,0.863,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
254,Jere,Gawabawa,2023,Jere,0.8,0.8,0.8,0.8,0.7188,0.863,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
255,Guzamala,Babura,2020,Guzamala,0.8,0.8,0.8,0.8,0.701881155,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn
256,Guzamala,Babura,2023,Guzamala,0.8,0.8,0.8,0.8,0.701881155,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn
257,Hawul,Darazo,2020,Hawul,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
258,Hawul,Darazo,2023,Hawul,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
259,Kwaya Kusar,Alkaleri,2020,Kwaya Kusar,0.8,0.8,0.8,0.8,0.606689636,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
260,Kwaya Kusar,Alkaleri,2023,Kwaya Kusar,0.8,0.8,0.8,0.8,0.606689636,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
261,Kaga,Darazo,2020,Kaga,0.8,0.8,0.8,0.8,0.65241475,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
262,Kaga,Darazo,2023,Kaga,0.8,0.8,0.8,0.8,0.65241475,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
263,Mafa,Darazo,2020,Mafa,0.8,0.8,0.8,0.8,0.673505468,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
264,Mafa,Darazo,2023,Mafa,0.8,0.8,0.8,0.8,0.673505468,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
265,Obudu,Obubra,2021,Obudu,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,527,CM+IPTp+IRS+SMC,itn_pbo
266,Obudu,Obubra,2024,Obudu,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1622,CM+IPTp+IRS+SMC,itn_pbo
267,Konduga,Darazo,2020,Konduga,0.8,0.8,0.8,0.8,0.685445232,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
268,Konduga,Darazo,2023,Konduga,0.8,0.8,0.8,0.8,0.685445232,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
269,Bomadi,Isoko South,2022,Bomadi,0.8,0.8,0.8,0.8,0.29598519,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
270,Bomadi,Isoko South,2025,Bomadi,0.8,0.8,0.8,0.8,0.29598519,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
271,Magumeri,Gawabawa,2020,Magumeri,0.8,0.8,0.8,0.8,0.704144224,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
272,Magumeri,Gawabawa,2023,Magumeri,0.8,0.8,0.8,0.8,0.704144224,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
273,Shani,Alkaleri,2020,Shani,0.8,0.8,0.8,0.8,0.653021266,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn
274,Shani,Alkaleri,2023,Shani,0.8,0.8,0.8,0.8,0.653021266,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn
275,Abi,Obubra,2021,Abi,0.8,0.8,0.8,0.8,0.46000802,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
276,Abi,Obubra,2024,Abi,0.8,0.8,0.8,0.8,0.46000802,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
277,Marte,Babura,2020,Marte,0.8,0.8,0.8,0.8,0.675677048,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn
278,Marte,Babura,2023,Marte,0.8,0.8,0.8,0.8,0.675677048,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn
279,Nganzai,Gawabawa,2020,Nganzai,0.8,0.8,0.8,0.8,0.699533384,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
280,Nganzai,Gawabawa,2023,Nganzai,0.8,0.8,0.8,0.8,0.699533384,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn
281,Bekwara,Oke-Ero,2021,Bekwara,0.8,0.8,0.8,0.8,0.4460788,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn
282,Bekwara,Oke-Ero,2024,Bekwara,0.8,0.8,0.8,0.8,0.4460788,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn
283,Calabar-Municipal,Nsit Ubium,2021,Calabar-Municipal,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
284,Calabar-Municipal,Nsit Ubium,2024,Calabar-Municipal,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
285,Ikom,Obubra,2021,Ikom,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
286,Ikom,Obubra,2024,Ikom,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
287,Obubra,Obubra,2021,Obubra,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
288,Obubra,Obubra,2024,Obubra,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
289,Odukpani,Ngor-Okpala,2021,Odukpani,0.8,0.8,0.8,0.8,0.498229176,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
290,Odukpani,Ngor-Okpala,2024,Odukpani,0.8,0.8,0.8,0.8,0.498229176,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
291,Ogoja,Obubra,2021,Ogoja,0.8,0.8,0.8,0.8,0.491849375,0.53,1,june,527,CM+IPTp+LLINs+SMC,itn
292,Ogoja,Obubra,2024,Ogoja,0.8,0.8,0.8,0.8,0.491849375,0.53,2,june,1622,CM+IPTp+LLINs+SMC,itn
293,Yakurr,Obubra,2021,Yakurr,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
294,Yakurr,Obubra,2024,Yakurr,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
295,Ogbomosho North,Akinyele,2020,Ogbomosho North,0.8,0.8,0.8,0.8,0.7188,0.863,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
296,Ogbomosho North,Akinyele,2023,Ogbomosho North,0.8,0.8,0.8,0.8,0.7188,0.863,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
297,Yala,Oke-Ero,2021,Yala,0.8,0.8,0.8,0.8,0.497455497,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn
298,Yala,Oke-Ero,2024,Yala,0.8,0.8,0.8,0.8,0.497455497,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn
299,Aniocha North,Uzo-Uwani,2022,Aniocha North,0.8,0.8,0.8,0.8,0.434693912,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
300,Aniocha North,Uzo-Uwani,2025,Aniocha North,0.8,0.8,0.8,0.8,0.434693912,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
301,Aniocha South,Uzo-Uwani,2022,Aniocha South,0.8,0.8,0.8,0.8,0.387055583,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
302,Aniocha South,Uzo-Uwani,2025,Aniocha South,0.8,0.8,0.8,0.8,0.387055583,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
303,Ibadan South West,Owan East,2020,Ibadan South West,0.8,0.8,0.8,0.8,0.7188,0.863,1,march,70,CM+IPTp+IRS+IPTi,itn_pbo
304,Ibadan South West,Owan East,2023,Ibadan South West,0.8,0.8,0.8,0.8,0.7188,0.863,2,march,1165,CM+IPTp+IRS+IPTi,itn_pbo
305,Ethiope East,Isoko South,2022,Ethiope East,0.8,0.8,0.8,0.8,0.305480359,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
306,Ethiope East,Isoko South,2025,Ethiope East,0.8,0.8,0.8,0.8,0.305480359,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
307,Ethiope West,Isoko South,2022,Ethiope West,0.8,0.8,0.8,0.8,0.412296673,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
308,Ethiope West,Isoko South,2025,Ethiope West,0.8,0.8,0.8,0.8,0.412296673,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
309,Ika North East,Uzo-Uwani,2022,Ika North East,0.8,0.8,0.8,0.8,0.450121249,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
310,Ika North East,Uzo-Uwani,2025,Ika North East,0.8,0.8,0.8,0.8,0.450121249,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
311,Ika South,Uzo-Uwani,2022,Ika South,0.8,0.8,0.8,0.8,0.436316512,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
312,Ika South,Uzo-Uwani,2025,Ika South,0.8,0.8,0.8,0.8,0.436316512,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
313,Isoko North,Isoko South,2022,Isoko North,0.8,0.8,0.8,0.8,0.293011529,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
314,Isoko North,Isoko South,2025,Isoko North,0.8,0.8,0.8,0.8,0.293011529,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
315,Ogbomosho South,Akinyele,2020,Ogbomosho South,0.8,0.8,0.8,0.8,0.7188,0.863,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
316,Ogbomosho South,Akinyele,2023,Ogbomosho South,0.8,0.8,0.8,0.8,0.7188,0.863,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
317,Isoko South,Isoko South,2022,Isoko South,0.8,0.8,0.8,0.8,0.270038761,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
318,Isoko South,Isoko South,2025,Isoko South,0.8,0.8,0.8,0.8,0.270038761,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
319,Ndokwa East,Ahoada West,2022,Ndokwa East,0.8,0.8,0.8,0.8,0.343545804,0.53,1,may,861,CM+IPTp+LLINs+IPTi,itn
320,Ndokwa East,Ahoada West,2025,Ndokwa East,0.8,0.8,0.8,0.8,0.343545804,0.53,2,may,1956,CM+IPTp+LLINs+IPTi,itn
321,Ndokwa West,Isoko South,2022,Ndokwa West,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,892,CM+IPTp+IRS+IPTi,itn_pbo
322,Ndokwa West,Isoko South,2025,Ndokwa West,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1987,CM+IPTp+IRS+IPTi,itn_pbo
323,Oshimili North,Uzo-Uwani,2022,Oshimili North,0.8,0.8,0.8,0.8,0.41124887,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
324,Oshimili North,Uzo-Uwani,2025,Oshimili North,0.8,0.8,0.8,0.8,0.41124887,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
325,Oshimili South,Uzo-Uwani,2022,Oshimili South,0.8,0.8,0.8,0.8,0.384062211,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
326,Oshimili South,Uzo-Uwani,2025,Oshimili South,0.8,0.8,0.8,0.8,0.384062211,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
327,Patani,Isoko South,2022,Patani,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,892,CM+IPTp+IRS+IPTi,itn_pbo
328,Patani,Isoko South,2025,Patani,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1987,CM+IPTp+IRS+IPTi,itn_pbo
329,Sapele,Isoko South,2022,Sapele,0.8,0.8,0.8,0.8,0.37261735,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
330,Sapele,Isoko South,2025,Sapele,0.8,0.8,0.8,0.8,0.37261735,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
331,Ughelli South,Isoko South,2022,Ughelli South,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,892,CM+IPTp+IRS+IPTi,itn_pbo
332,Ughelli South,Isoko South,2025,Ughelli South,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1987,CM+IPTp+IRS+IPTi,itn_pbo
333,Ukwuani,Uzo-Uwani,2022,Ukwuani,0.8,0.8,0.8,0.8,0.406905033,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn
334,Ukwuani,Uzo-Uwani,2025,Ukwuani,0.8,0.8,0.8,0.8,0.406905033,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn
335,Ohaozara,Obubra,2020,Ohaozara,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
336,Ohaozara,Obubra,2023,Ohaozara,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1257,CM+IPTp+IRS+IPTi,itn_pbo
337,Abakaliki,Owan East,2020,Abakaliki,0.8,0.8,0.8,0.8,0.7188,0.863,1,march,70,CM+IPTp+IRS+IPTi,itn_pbo
338,Abakaliki,Owan East,2023,Abakaliki,0.8,0.8,0.8,0.8,0.7188,0.863,2,march,1165,CM+IPTp+IRS+IPTi,itn_pbo
339,Afikpo North,Oru West,2020,Afikpo North,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
340,Afikpo North,Oru West,2023,Afikpo North,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1257,CM+IPTp+IRS+IPTi,itn_pbo
341,Afikpo South,Ngor-Okpala,2020,Afikpo South,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
342,Afikpo South,Ngor-Okpala,2023,Afikpo South,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1257,CM+IPTp+IRS+IPTi,itn_pbo
343,Ebonyi,Owan East,2020,Ebonyi,0.8,0.8,0.8,0.8,0.7188,0.863,1,march,70,CM+IPTp+IRS+SMC,itn_pbo
344,Ebonyi,Owan East,2023,Ebonyi,0.8,0.8,0.8,0.8,0.7188,0.863,2,march,1165,CM+IPTp+IRS+SMC,itn_pbo
345,Ezza North,Owan East,2020,Ezza North,0.8,0.8,0.8,0.8,0.7188,0.863,1,march,70,CM+IPTp+IRS+IPTi,itn_pbo
346,Ezza North,Owan East,2023,Ezza North,0.8,0.8,0.8,0.8,0.7188,0.863,2,march,1165,CM+IPTp+IRS+IPTi,itn_pbo
347,Ezza South,Obubra,2020,Ezza South,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
348,Ezza South,Obubra,2023,Ezza South,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1257,CM+IPTp+IRS+IPTi,itn_pbo
349,Ikwo,Obubra,2020,Ikwo,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
350,Ikwo,Obubra,2023,Ikwo,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1257,CM+IPTp+IRS+IPTi,itn_pbo
351,Ishielu,Owan East,2020,Ishielu,0.8,0.8,0.8,0.8,0.7188,0.863,1,march,70,CM+IPTp+IRS+IPTi,itn_pbo
352,Ishielu,Owan East,2023,Ishielu,0.8,0.8,0.8,0.8,0.7188,0.863,2,march,1165,CM+IPTp+IRS+IPTi,itn_pbo
353,Ivo,Ngor-Okpala,2020,Ivo,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
