,adm1,LGA,MapB_mix,llin,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,round,peak,simday
309,Borno,Mafa,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Mafa,0.452267101,0.327499677,0.260204646,0.492014848,0.71541858,0.673505468,1,july,186
310,Borno,Mafa,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Mafa,0.452267101,0.327499677,0.260204646,0.492014848,0.71541858,0.673505468,2,july,1281
311,Borno,Magumeri,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2020,Magumeri,0.541896854,0.352734644,0.28107122,0.599523849,0.783011005,0.704144224,1,august,223
312,Borno,Magumeri,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2023,Magumeri,0.541896854,0.352734644,0.28107122,0.599523849,0.783011005,0.704144224,2,august,1318
313,Borno,Marte,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Marte,0.717584416,0.651199027,0.639332017,0.715626442,0.719831894,0.675677048,1,may,131
314,Borno,Marte,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Marte,0.717584416,0.651199027,0.639332017,0.715626442,0.719831894,0.675677048,2,may,1226
315,Borno,Mobbar,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Mobbar,0.493776459,0.450878353,0.474307234,0.56222709,0.814938687,0.716736078,1,may,131
316,Borno,Mobbar,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Mobbar,0.493776459,0.450878353,0.474307234,0.56222709,0.814938687,0.716736078,2,may,1226
317,Borno,Monguno,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Monguno,0.717584416,0.651199027,0.639332017,0.715626442,0.734824367,0.682872976,1,may,131
318,Borno,Monguno,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Monguno,0.717584416,0.651199027,0.639332017,0.715626442,0.734824367,0.682872976,2,may,1226
319,Borno,Ngala,CM+IPTp+LLINs+SMC,itn ,Taura,2020,Ngala,0.749295991,0.646893034,0.603650819,0.767208089,0.627405037,0.625059413,1,july,186
320,Borno,Ngala,CM+IPTp+LLINs+SMC,itn ,Taura,2023,Ngala,0.749295991,0.646893034,0.603650819,0.767208089,0.627405037,0.625059413,2,july,1281
321,Borno,Nganzai,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2020,Nganzai,0.541896854,0.352734644,0.28107122,0.599523849,0.772011267,0.699533384,1,august,223
322,Borno,Nganzai,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2023,Nganzai,0.541896854,0.352734644,0.28107122,0.599523849,0.772011267,0.699533384,2,august,1318
323,Borno,Shani,CM+IPTp+LLINs+SMC,itn ,Alkaleri,2020,Shani,0.484534717,0.381738609,0.338571783,0.497522113,0.675999756,0.653021266,1,july,186
324,Borno,Shani,CM+IPTp+LLINs+SMC,itn ,Alkaleri,2023,Shani,0.484534717,0.381738609,0.338571783,0.497522113,0.675999756,0.653021266,2,july,1281
325,Cross River,Abi,CM+IPTp+LLINs+IPTi,itn ,Obubra,2021,Abi,0.64610383,0.450892796,0.426174519,0.566548821,0.400313882,0.46000802,1,june,527
326,Cross River,Abi,CM+IPTp+LLINs+IPTi,itn ,Obubra,2024,Abi,0.64610383,0.450892796,0.426174519,0.566548821,0.400313882,0.46000802,2,june,1622
327,Cross River,Akamkpa,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Akamkpa,0.416996009,0.299737126,0.459918974,0.349381787,0.473355826,0.518082922,1,june,527
328,Cross River,Akamkpa,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Akamkpa,0.416996009,0.299737126,0.459918974,0.349381787,0.473355826,0.518082922,2,june,1622
329,Cross River,Akpabuyo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Akpabuyo,0.340380114,0.244272456,0.301952894,0.382230957,0.417147714,0.473654536,1,june,527
330,Cross River,Akpabuyo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Akpabuyo,0.340380114,0.244272456,0.301952894,0.382230957,0.417147714,0.473654536,2,june,1622
331,Cross River,Bakassi,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2021,Bakassi,0.647208055,0.594090851,0.548608298,0.560815073,0.269329192,0.352578982,1,june,527
332,Cross River,Bakassi,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2024,Bakassi,0.647208055,0.594090851,0.548608298,0.560815073,0.269329192,0.352578982,2,june,1622
333,Cross River,Bekwara,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2021,Bekwara,0.391788901,0.299429972,0.260379648,0.355121446,0.383264622,0.4460788,1,july,551
334,Cross River,Bekwara,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2024,Bekwara,0.391788901,0.299429972,0.260379648,0.355121446,0.383264622,0.4460788,2,july,1646
335,Cross River,Biase,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Biase,0.482671224,0.526268077,0.476156082,0.550827005,0.42094549,0.476715539,1,june,527
336,Cross River,Biase,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Biase,0.482671224,0.526268077,0.476156082,0.550827005,0.42094549,0.476715539,2,june,1622
337,Cross River,Boki,CM+IPTp+LLINs+IPTi,itn ,Obubra,2021,Boki,0.125,0.25,0.111111111,0.183673469,0.433816783,0.487034109,1,june,527
338,Cross River,Boki,CM+IPTp+LLINs+IPTi,itn ,Obubra,2024,Boki,0.125,0.25,0.111111111,0.183673469,0.433816783,0.487034109,2,june,1622
339,Cross River,Calabar South,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Calabar South,0.503793657,0.289940862,0.179419564,0.230488395,0.442007326,0.4935513,1,june,527
340,Cross River,Calabar South,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Calabar South,0.503793657,0.289940862,0.179419564,0.230488395,0.442007326,0.4935513,2,june,1622
341,Cross River,Calabar-Municipal,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2021,Calabar-Municipal,0.331461607,0.392374883,0.149901442,0.248555116,0.462134621,0.509382696,1,june,527
342,Cross River,Calabar-Municipal,CM+IPTp+IRS+IPTi,itn_pbo,Nsit Ubium,2024,Calabar-Municipal,0.331461607,0.392374883,0.149901442,0.248555116,0.462134621,0.509382696,2,june,1622
343,Cross River,Etung,CM+IPTp+LLINs+IPTi,itn ,Obubra,2021,Etung,0.25,0.1,0.388888889,0.282051282,0.470104636,0.515572062,1,june,527
344,Cross River,Etung,CM+IPTp+LLINs+IPTi,itn ,Obubra,2024,Etung,0.25,0.1,0.388888889,0.282051282,0.470104636,0.515572062,2,june,1622
345,Cross River,Ikom,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2021,Ikom,0.5828662,0.461164995,0.73705717,0.47923167,0.470923114,0.51620494,1,june,527
346,Cross River,Ikom,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2024,Ikom,0.5828662,0.461164995,0.73705717,0.47923167,0.470923114,0.51620494,2,june,1622
347,Cross River,Obanliku,CM+IPTp+IRS+SMC,itn_pbo,Obubra,2021,Obanliku,0.882352941,0.842105263,0.75,0.703703704,0.445798859,0.496554243,1,june,527
348,Cross River,Obanliku,CM+IPTp+IRS+SMC,itn_pbo,Obubra,2024,Obanliku,0.882352941,0.842105263,0.75,0.703703704,0.445798859,0.496554243,2,june,1622
349,Cross River,Obubra,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2021,Obubra,0.674772031,0.704081635,0.539772723,0.587939693,0.444533155,0.495552804,1,june,527
350,Cross River,Obubra,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2024,Obubra,0.674772031,0.704081635,0.539772723,0.587939693,0.444533155,0.495552804,2,june,1622
351,Cross River,Obudu,CM+IPTp+IRS+SMC,itn_pbo,Obubra,2021,Obudu,0.647208055,0.594090851,0.548608298,0.560815073,0.438167494,0.490500973,1,june,527
352,Cross River,Obudu,CM+IPTp+IRS+SMC,itn_pbo,Obubra,2024,Obudu,0.647208055,0.594090851,0.548608298,0.560815073,0.438167494,0.490500973,2,june,1622
353,Cross River,Odukpani,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Odukpani,0.341531595,0.210471194,0.048749998,0.308634786,0.447918712,0.498229176,1,june,527
354,Cross River,Odukpani,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Odukpani,0.341531595,0.210471194,0.048749998,0.308634786,0.447918712,0.498229176,2,june,1622
355,Cross River,Ogoja,CM+IPTp+LLINs+SMC,itn ,Obubra,2021,Ogoja,0.482802547,0.54187192,0.533333333,0.462743438,0.439863497,0.491849375,1,june,527
356,Cross River,Ogoja,CM+IPTp+LLINs+SMC,itn ,Obubra,2024,Ogoja,0.482802547,0.54187192,0.533333333,0.462743438,0.439863497,0.491849375,2,june,1622
357,Cross River,Yakurr,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2021,Yakurr,0.24258289,0.088757375,0.255827844,0.349943355,0.412760432,0.470109825,1,june,527
358,Cross River,Yakurr,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2024,Yakurr,0.24258289,0.088757375,0.255827844,0.349943355,0.412760432,0.470109825,2,june,1622
359,Cross River,Yala,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2021,Yala,0.354784519,0.478395015,0.378736362,0.41809937,0.446939058,0.497455497,1,july,551
360,Cross River,Yala,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2024,Yala,0.354784519,0.478395015,0.378736362,0.41809937,0.446939058,0.497455497,2,july,1646
361,Delta,Aniocha North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Aniocha North,0.454545455,0.642857143,0.575757576,0.490196078,0.369401293,0.434693912,1,june,892
362,Delta,Aniocha North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Aniocha North,0.454545455,0.642857143,0.575757576,0.490196078,0.369401293,0.434693912,2,june,1987
363,Delta,Aniocha South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Aniocha South,0.309074723,0.216639461,0.149918383,0.114574196,0.311595529,0.387055583,1,june,892
364,Delta,Aniocha South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Aniocha South,0.309074723,0.216639461,0.149918383,0.114574196,0.311595529,0.387055583,2,june,1987
365,Delta,Bomadi,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Bomadi,0.375,0.789473684,0.3,0.303571429,0.197303754,0.29598519,1,june,892
366,Delta,Bomadi,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Bomadi,0.375,0.789473684,0.3,0.303571429,0.197303754,0.29598519,2,june,1987
367,Delta,Burutu,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Burutu,0.291262183,0.42352942,0.540816316,0.273885364,0.209856161,0.305581011,1,june,892
368,Delta,Burutu,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Burutu,0.291262183,0.42352942,0.540816316,0.273885364,0.209856161,0.305581011,2,june,1987
369,Delta,Ethiope East,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Ethiope East,0.071428571,0.156482654,0.052470085,0.07965734,0.209725367,0.305480359,1,june,892
370,Delta,Ethiope East,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Ethiope East,0.071428571,0.156482654,0.052470085,0.07965734,0.209725367,0.305480359,2,june,1987
371,Delta,Ethiope West,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Ethiope West,0.2,0.255845189,0.111111111,0.255813953,0.342228555,0.412296673,1,june,892
372,Delta,Ethiope West,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Ethiope West,0.2,0.255845189,0.111111111,0.255813953,0.342228555,0.412296673,2,june,1987
373,Delta,Ika North East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Ika North East,0.1,0.166666667,0.160050482,0.038461538,0.388201078,0.450121249,1,june,892
374,Delta,Ika North East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Ika North East,0.1,0.166666667,0.160050482,0.038461538,0.388201078,0.450121249,2,june,1987
375,Delta,Ika South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Ika South,0.276486564,0.224106265,0.076923077,0.0625,0.37137411,0.436316512,1,june,892
376,Delta,Ika South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Ika South,0.276486564,0.224106265,0.076923077,0.0625,0.37137411,0.436316512,2,june,1987
377,Delta,Isoko North,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Isoko North,0.166666667,0.285714286,0.25,0.142857143,0.19337815,0.293011529,1,june,892
378,Delta,Isoko North,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Isoko North,0.166666667,0.285714286,0.25,0.142857143,0.19337815,0.293011529,2,june,1987
379,Delta,Isoko South,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Isoko South,0.463214914,0.49319292,0.535686944,0.394115143,0.162398226,0.270038761,1,june,892
380,Delta,Isoko South,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Isoko South,0.463214914,0.49319292,0.535686944,0.394115143,0.162398226,0.270038761,2,june,1987
381,Delta,Ndokwa East,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2022,Ndokwa East,0.416666667,0.307692308,0.214285714,0.366666667,0.258105917,0.343545804,1,may,861
382,Delta,Ndokwa East,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2025,Ndokwa East,0.416666667,0.307692308,0.214285714,0.366666667,0.258105917,0.343545804,2,may,1956
383,Delta,Ndokwa West,CM+IPTp+IRS+IPTi,itn_pbo,Isoko South,2022,Ndokwa West,0.631578947,0.5,0.470588235,0.321428571,0.26790329,0.351427873,1,june,892
384,Delta,Ndokwa West,CM+IPTp+IRS+IPTi,itn_pbo,Isoko South,2025,Ndokwa West,0.631578947,0.5,0.470588235,0.321428571,0.26790329,0.351427873,2,june,1987
385,Delta,Oshimili North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Oshimili North,0.276486564,0.224106265,0.160050482,0.188842186,0.34095855,0.41124887,1,june,892
386,Delta,Oshimili North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Oshimili North,0.276486564,0.224106265,0.160050482,0.188842186,0.34095855,0.41124887,2,june,1987
387,Delta,Oshimili South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Oshimili South,0.375,0.444444444,0.166666667,0.37254902,0.3079518,0.384062211,1,june,892
388,Delta,Oshimili South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Oshimili South,0.375,0.444444444,0.166666667,0.37254902,0.3079518,0.384062211,2,june,1987
389,Delta,Patani,CM+IPTp+IRS+IPTi,itn_pbo,Isoko South,2022,Patani,0.489620759,0.569279466,0.528683068,0.357097751,0.156971919,0.266110793,1,june,892
390,Delta,Patani,CM+IPTp+IRS+IPTi,itn_pbo,Isoko South,2025,Patani,0.489620759,0.569279466,0.528683068,0.357097751,0.156971919,0.266110793,2,june,1987
391,Delta,Sapele,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Sapele,0.335412085,0.218260693,0.274587058,0.349576812,0.293983111,0.37261735,1,june,892
392,Delta,Sapele,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Sapele,0.335412085,0.218260693,0.274587058,0.349576812,0.293983111,0.37261735,2,june,1987
393,Delta,Ughelli South,CM+IPTp+IRS+IPTi,itn_pbo,Isoko South,2022,Ughelli South,0.498249426,0.48956742,0.224957721,0.182540209,0.146146999,0.258365504,1,june,892
394,Delta,Ughelli South,CM+IPTp+IRS+IPTi,itn_pbo,Isoko South,2025,Ughelli South,0.498249426,0.48956742,0.224957721,0.182540209,0.146146999,0.258365504,2,june,1987
395,Delta,Ukwuani,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Ukwuani,0.266666667,0.1,0.058823529,0.217391304,0.33569314,0.406905033,1,june,892
396,Delta,Ukwuani,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Ukwuani,0.266666667,0.1,0.058823529,0.217391304,0.33569314,0.406905033,2,june,1987
397,Delta,Warri North,CM+IPTp+LLINs+IPTi,itn ,Owan East,2022,Warri North,0.606036701,0.471168493,0.487972817,0.429468134,0.22537172,0.317614669,1,march,800
398,Delta,Warri North,CM+IPTp+LLINs+IPTi,itn ,Owan East,2025,Warri North,0.606036701,0.471168493,0.487972817,0.429468134,0.22537172,0.317614669,2,march,1895
399,Delta,Warri South West,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Warri South West,0.428571429,0.428571429,0.2,0.685185185,0.13055915,0.247431724,1,june,892
400,Delta,Warri South West,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Warri South West,0.428571429,0.428571429,0.2,0.685185185,0.13055915,0.247431724,2,june,1987
401,Ebonyi,Abakaliki,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2020,Abakaliki,0.763663577,0.624739896,0.555434439,0.620208008,0.416945424,0.473491294,1,march,70
402,Ebonyi,Abakaliki,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2023,Abakaliki,0.763663577,0.624739896,0.555434439,0.620208008,0.416945424,0.473491294,2,march,1165
403,Ebonyi,Afikpo North,CM+IPTp+IRS+IPTi,itn_pbo,Oru West,2020,Afikpo North,0.905685179,0.7833935,0.678846153,0.738112654,0.428193447,0.482537052,1,june,162
404,Ebonyi,Afikpo North,CM+IPTp+IRS+IPTi,itn_pbo,Oru West,2023,Afikpo North,0.905685179,0.7833935,0.678846153,0.738112654,0.428193447,0.482537052,2,june,1257
405,Ebonyi,Afikpo South,CM+IPTp+IRS+IPTi,itn_pbo,Ngor-Okpala,2020,Afikpo South,0.66709147,0.563956235,0.528864595,0.583653742,0.44733042,0.497764649,1,june,162
406,Ebonyi,Afikpo South,CM+IPTp+IRS+IPTi,itn_pbo,Ngor-Okpala,2023,Afikpo South,0.66709147,0.563956235,0.528864595,0.583653742,0.44733042,0.497764649,2,june,1257
407,Ebonyi,Ebonyi,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2020,Ebonyi,0.464431748,0.418946669,0.343821936,0.380122437,0.429410898,0.483512158,1,march,70
408,Ebonyi,Ebonyi,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2023,Ebonyi,0.464431748,0.418946669,0.343821936,0.380122437,0.429410898,0.483512158,2,march,1165
409,Ebonyi,Ezza North,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2020,Ezza North,0.68627451,0.6,0.529411765,0.5625,0.41226708,0.469710667,1,march,70
410,Ebonyi,Ezza North,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2023,Ezza North,0.68627451,0.6,0.529411765,0.5625,0.41226708,0.469710667,2,march,1165
411,Ebonyi,Ezza South,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2020,Ezza South,0.735494891,0.665466448,0.65376283,0.622009871,0.389807073,0.451434864,1,june,162
412,Ebonyi,Ezza South,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2023,Ezza South,0.735494891,0.665466448,0.65376283,0.622009871,0.389807073,0.451434864,2,june,1257
413,Ebonyi,Ikwo,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2020,Ikwo,0.762011018,0.676328931,0.602892256,0.710917223,0.39899006,0.45892996,1,june,162
414,Ebonyi,Ikwo,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2023,Ikwo,0.762011018,0.676328931,0.602892256,0.710917223,0.39899006,0.45892996,2,june,1257
415,Ebonyi,Ishielu,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2020,Ishielu,0.620780141,0.706437387,0.497992048,0.589326015,0.402215764,0.461555673,1,march,70
416,Ebonyi,Ishielu,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2023,Ishielu,0.620780141,0.706437387,0.497992048,0.589326015,0.402215764,0.461555673,2,march,1165
417,Ebonyi,Ivo,CM+IPTp+IRS+IPTi,itn_pbo,Ngor-Okpala,2020,Ivo,0.304424538,0.266473717,0.219305704,0.266910909,0.433913174,0.487111038,1,june,162
418,Ebonyi,Ivo,CM+IPTp+IRS+IPTi,itn_pbo,Ngor-Okpala,2023,Ivo,0.304424538,0.266473717,0.219305704,0.266910909,0.433913174,0.487111038,2,june,1257
419,Ebonyi,Izzi,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2020,Izzi,0.551277798,0.537229424,0.444185918,0.516621408,0.409695434,0.467628265,1,march,70
420,Ebonyi,Izzi,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2023,Izzi,0.551277798,0.537229424,0.444185918,0.516621408,0.409695434,0.467628265,2,march,1165
421,Ebonyi,Ohaozara,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2020,Ohaozara,0.727416794,0.717607948,0.722082809,0.655497383,0.422916581,0.478301408,1,june,162
422,Ebonyi,Ohaozara,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2023,Ohaozara,0.727416794,0.717607948,0.722082809,0.655497383,0.422916581,0.478301408,2,june,1257
423,Ebonyi,Ohaukwu,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2020,Ohaukwu,0.375,0.5,0.483870968,0.446428571,0.40041459,0.460090005,1,march,70
424,Ebonyi,Ohaukwu,CM+IPTp+IRS+IPTi,itn_pbo,Owan East,2023,Ohaukwu,0.375,0.5,0.483870968,0.446428571,0.40041459,0.460090005,2,march,1165
425,Ebonyi,Onicha,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2020,Onicha,0.674363328,0.706345041,0.57082199,0.662857148,0.407479271,0.465831417,1,june,162
426,Ebonyi,Onicha,CM+IPTp+IRS+IPTi,itn_pbo,Obubra,2023,Onicha,0.674363328,0.706345041,0.57082199,0.662857148,0.407479271,0.465831417,2,june,1257
427,Edo,Akoko-Edo,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Akoko-Edo,0.403855019,0.232317606,0.394492588,0.499327837,0.304845225,0.381512482,1,march,70
428,Edo,Akoko-Edo,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Akoko-Edo,0.403855019,0.232317606,0.394492588,0.499327837,0.304845225,0.381512482,2,march,1165
429,Edo,Esan Central,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Esan Central,0.555555556,0.625,0.235294118,0.280701754,0.34342137,0.413280793,1,march,70
430,Edo,Esan Central,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Esan Central,0.555555556,0.625,0.235294118,0.280701754,0.34342137,0.413280793,2,march,1165
431,Edo,Esan North East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Esan North East,0.266666667,0.3,0.230769231,0.227272727,0.339061878,0.409684078,1,june,162
432,Edo,Esan North East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Esan North East,0.266666667,0.3,0.230769231,0.227272727,0.339061878,0.409684078,2,june,1257
433,Edo,Esan South East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Esan South East,0.419240922,0.298191902,0.318773719,0.413052039,0.404971726,0.463795838,1,june,162
434,Edo,Esan South East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Esan South East,0.419240922,0.298191902,0.318773719,0.413052039,0.404971726,0.463795838,2,june,1257
435,Edo,Esan West,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Esan West,0.333333333,0.4,0.6,0.243243243,0.366421113,0.432241487,1,june,162
436,Edo,Esan West,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Esan West,0.333333333,0.4,0.6,0.243243243,0.366421113,0.432241487,2,june,1257
437,Edo,Etsako Central,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Etsako Central,0.25,0.133333333,0.391304348,0.160714286,0.300181787,0.377689484,1,march,70
438,Edo,Etsako Central,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Etsako Central,0.25,0.133333333,0.391304348,0.160714286,0.300181787,0.377689484,2,march,1165
439,Edo,Etsako East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Etsako East,0.222853343,0.035081229,0.082263184,0.219326988,0.314825995,0.389711717,1,march,70
440,Edo,Etsako East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Etsako East,0.222853343,0.035081229,0.082263184,0.219326988,0.314825995,0.389711717,2,march,1165
441,Edo,Etsako West,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Etsako West,0.156801223,0.047429771,0.039901288,0.091796309,0.290127246,0.36946828,1,march,70
442,Edo,Etsako West,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Etsako West,0.156801223,0.047429771,0.039901288,0.091796309,0.290127246,0.36946828,2,march,1165
443,Edo,Igueben,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Igueben,0.246225282,0.155754508,0.318977515,0.312708352,0.415233246,0.472108841,1,june,162
444,Edo,Igueben,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Igueben,0.246225282,0.155754508,0.318977515,0.312708352,0.415233246,0.472108841,2,june,1257
445,Edo,Orhionmwon,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Orhionmwon,0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953,1,june,162
446,Edo,Orhionmwon,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Orhionmwon,0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953,2,june,1257
447,Edo,Ovia North East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Ovia North East,0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179,1,march,70
448,Edo,Ovia North East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Ovia North East,0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179,2,march,1165
449,Edo,Ovia South West,CM+IPTp+LLINs+IPTi,itn ,Akinyele,2020,Ovia South West,0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962,1,may,131
450,Edo,Ovia South West,CM+IPTp+LLINs+IPTi,itn ,Akinyele,2023,Ovia South West,0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962,2,may,1226
451,Edo,Owan East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Owan East,0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709,1,march,70
452,Edo,Owan East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Owan East,0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709,2,march,1165
453,Edo,Owan West,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Owan West,0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274,1,march,70
454,Edo,Owan West,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Owan West,0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274,2,march,1165
455,Edo,Uhunmwonde,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Uhunmwonde,0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986,1,march,70
456,Edo,Uhunmwonde,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Uhunmwonde,0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986,2,march,1165
457,Ekiti,Ado Ekiti,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Ado Ekiti,0.307654798,0.266792702,0.30162414,0.251320966,0.357399296,0.424809523,1,march,70
