,adm1,LGA,MapB_mix,llin,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,round,peak,simday
747,Kano,Kumbotso,CM+IPTp+LLINs+SMC,itn ,Taura,2022,Kumbotso,0.749295991,0.646893034,0.603650819,0.767208089,0.728034042,0.679648396,1,july,916
748,Kano,Kumbotso,CM+IPTp+LLINs+SMC,itn ,Taura,2025,Kumbotso,0.749295991,0.646893034,0.603650819,0.767208089,0.728034042,0.679648396,2,july,2011
749,Kano,Kunchi,CM+IPTp+IRS+SMC,itn_pbo,Babura,2022,Kunchi,0.509004749,0.352733678,0.243679168,0.48046215,0.729388444,0.680296131,1,may,861
750,Kano,Kunchi,CM+IPTp+IRS+SMC,itn_pbo,Babura,2025,Kunchi,0.509004749,0.352733678,0.243679168,0.48046215,0.729388444,0.680296131,2,may,1956
751,Kano,Kura,CM+IPTp+LLINs+SMC,itn ,Gwarzo,2022,Kura,0.825,0.695652174,0.541666667,0.84375,0.796070741,0.70943541,1,august,953
752,Kano,Kura,CM+IPTp+LLINs+SMC,itn ,Gwarzo,2025,Kura,0.825,0.695652174,0.541666667,0.84375,0.796070741,0.70943541,2,august,2048
753,Kano,Madobi,CM+IPTp+IRS+SMC,itn_pbo,Taura,2022,Madobi,0.749295991,0.646893034,0.603650819,0.767208089,0.853563186,0.730463144,1,july,916
754,Kano,Madobi,CM+IPTp+IRS+SMC,itn_pbo,Taura,2025,Madobi,0.749295991,0.646893034,0.603650819,0.767208089,0.853563186,0.730463144,2,july,2011
755,Kano,Makoda,CM+IPTp+LLINs+SMC,itn ,Babura,2022,Makoda,0.636363636,0.518518519,0.538461538,0.742857143,0.698126715,0.664761406,1,may,861
756,Kano,Makoda,CM+IPTp+LLINs+SMC,itn ,Babura,2025,Makoda,0.636363636,0.518518519,0.538461538,0.742857143,0.698126715,0.664761406,2,may,1956
757,Kano,Minjibir,CM+IPTp+IRS+SMC,itn_pbo,Taura,2022,Minjibir,0.761938783,0.610201596,0.531197879,0.796941845,0.765361635,0.696676631,1,july,916
758,Kano,Minjibir,CM+IPTp+IRS+SMC,itn_pbo,Taura,2025,Minjibir,0.761938783,0.610201596,0.531197879,0.796941845,0.765361635,0.696676631,2,july,2011
759,Kano,Rano,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2022,Rano,0.885714286,0.769230769,0.65,0.855072464,0.827920103,0.721528803,1,august,953
760,Kano,Rano,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2025,Rano,0.885714286,0.769230769,0.65,0.855072464,0.827920103,0.721528803,2,august,2048
761,Kano,Rimin Gado,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2022,Rimin Gado,0.705952781,0.606857993,0.508646207,0.693592607,0.821146228,0.719050977,1,august,953
762,Kano,Rimin Gado,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2025,Rimin Gado,0.705952781,0.606857993,0.508646207,0.693592607,0.821146228,0.719050977,2,august,2048
763,Kano,Rogo,CM+IPTp+LLINs+SMC,itn ,Gwarzo,2022,Rogo,0.87804878,0.666666667,0.576923077,0.887096774,0.768098821,0.697858927,1,august,953
764,Kano,Rogo,CM+IPTp+LLINs+SMC,itn ,Gwarzo,2025,Rogo,0.87804878,0.666666667,0.576923077,0.887096774,0.768098821,0.697858927,2,august,2048
765,Kano,Shanono,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2022,Shanono,0.705952781,0.606857993,0.508646207,0.693592607,0.799731381,0.710883327,1,august,953
766,Kano,Shanono,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2025,Shanono,0.705952781,0.606857993,0.508646207,0.693592607,0.799731381,0.710883327,2,august,2048
767,Kano,Sumaila,CM+IPTp+IRS+SMC,itn_pbo,Takali,2022,Sumaila,0.837837838,0.655172414,0.212121212,0.671641791,0.700387319,0.665925938,1,september,980
768,Kano,Sumaila,CM+IPTp+IRS+SMC,itn_pbo,Takali,2025,Sumaila,0.837837838,0.655172414,0.212121212,0.671641791,0.700387319,0.665925938,2,september,2075
769,Kano,Takali,CM+IPTp+IRS+SMC,itn_pbo,Takali,2022,Takali,0.678756292,0.561025491,0.694047979,0.677809015,0.795192474,0.709085745,1,september,980
770,Kano,Takali,CM+IPTp+IRS+SMC,itn_pbo,Takali,2025,Takali,0.678756292,0.561025491,0.694047979,0.677809015,0.795192474,0.709085745,2,september,2075
771,Kano,Tarauni,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2022,Tarauni,0.510791322,0.580469168,0.39707834,0.493405235,0.628535688,0.625743826,1,july,916
772,Kano,Tarauni,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2025,Tarauni,0.510791322,0.580469168,0.39707834,0.493405235,0.628535688,0.625743826,2,july,2011
773,Kano,Tofa,CM+IPTp+IRS+SMC,itn_pbo,Taura,2022,Tofa,0.75,0.55,0.42,0.784810127,0.825591067,0.720682508,1,july,916
774,Kano,Tofa,CM+IPTp+IRS+SMC,itn_pbo,Taura,2025,Tofa,0.75,0.55,0.42,0.784810127,0.825591067,0.720682508,2,july,2011
775,Kano,Tsanyawa,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2022,Tsanyawa,0.914893617,0.652173913,0.611111111,0.873015873,0.716116255,0.673850382,1,august,953
776,Kano,Tsanyawa,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2025,Tsanyawa,0.914893617,0.652173913,0.611111111,0.873015873,0.716116255,0.673850382,2,august,2048
777,Kano,Tudun Wada,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2022,Tudun Wada,0.593939372,0.486304143,0.291187144,0.506036979,0.765017665,0.696527424,1,august,953
778,Kano,Tudun Wada,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2025,Tudun Wada,0.593939372,0.486304143,0.291187144,0.506036979,0.765017665,0.696527424,2,august,2048
779,Kano,Ungogo,CM+IPTp+IRS+SMC,itn_pbo,Taura,2022,Ungogo,0.798303699,0.691283154,0.545649808,0.667878796,0.67144052,0.650525031,1,july,916
780,Kano,Ungogo,CM+IPTp+IRS+SMC,itn_pbo,Taura,2025,Ungogo,0.798303699,0.691283154,0.545649808,0.667878796,0.67144052,0.650525031,2,july,2011
781,Kano,Warawa,CM+IPTp+LLINs+SMC,itn ,Gwarzo,2022,Warawa,0.283018868,0.322580645,0.226415094,0.5,0.807358735,0.713851327,1,august,953
782,Kano,Warawa,CM+IPTp+LLINs+SMC,itn ,Gwarzo,2025,Warawa,0.283018868,0.322580645,0.226415094,0.5,0.807358735,0.713851327,2,august,2048
783,Kano,Wudil,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2022,Wudil,0.711402805,0.593380607,0.459316669,0.739032014,0.764562514,0.696329773,1,august,953
784,Kano,Wudil,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2025,Wudil,0.711402805,0.593380607,0.459316669,0.739032014,0.764562514,0.696329773,2,august,2048
785,Katsina,Bakori,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2021,Bakori,0.66,0.756097561,0.71875,0.739726027,0.670473637,0.649992258,1,august,588
786,Katsina,Bakori,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2024,Bakori,0.66,0.756097561,0.71875,0.739726027,0.670473637,0.649992258,2,august,1683
787,Katsina,Batagarawa,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Batagarawa,0.754530143,0.524184174,0.475913102,0.694047638,0.663607785,0.646174875,1,march,435
788,Katsina,Batagarawa,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Batagarawa,0.754530143,0.524184174,0.475913102,0.694047638,0.663607785,0.646174875,2,march,1530
789,Katsina,Batsari,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Batsari,0.847826087,0.608695652,0.44,0.767123288,0.697059776,0.664209538,1,march,435
790,Katsina,Batsari,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Batsari,0.847826087,0.608695652,0.44,0.767123288,0.697059776,0.664209538,2,march,1530
791,Katsina,Baure,CM+IPTp+IRS+SMC,itn_pbo,Babura,2021,Baure,0.372093023,0.515151515,0.566666667,0.430379747,0.697826557,0.664606296,1,may,496
792,Katsina,Baure,CM+IPTp+IRS+SMC,itn_pbo,Babura,2024,Baure,0.372093023,0.515151515,0.566666667,0.430379747,0.697826557,0.664606296,2,may,1591
793,Katsina,Bindawa,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Bindawa,0.794871795,0.916666667,0.807692308,0.805970149,0.7272811,0.679287322,1,march,435
794,Katsina,Bindawa,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Bindawa,0.794871795,0.916666667,0.807692308,0.805970149,0.7272811,0.679287322,2,march,1530
795,Katsina,Charanchi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Charanchi,0.861111111,0.818181818,0.742857143,0.803030303,0.738728442,0.684701159,1,march,435
796,Katsina,Charanchi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Charanchi,0.861111111,0.818181818,0.742857143,0.803030303,0.738728442,0.684701159,2,march,1530
797,Katsina,Dan Musa,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.814381216,0.7165261,1,march,435
798,Katsina,Dan Musa,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.814381216,0.7165261,2,march,1530
799,Katsina,Dandume,CM+IPTp+IRS+SMC,itn_pbo,Giwa,2021,Dandume,0.582706192,0.469378753,0.328007795,0.532330697,0.480345251,0.523452319,1,august,588
800,Katsina,Dandume,CM+IPTp+IRS+SMC,itn_pbo,Giwa,2024,Dandume,0.582706192,0.469378753,0.328007795,0.532330697,0.480345251,0.523452319,2,august,1683
801,Katsina,Danja,CM+IPTp+IRS+SMC,itn_pbo,Giwa,2021,Danja,0.630434783,0.55,0.2,0.44,0.615786128,0.617933944,1,august,588
802,Katsina,Danja,CM+IPTp+IRS+SMC,itn_pbo,Giwa,2024,Danja,0.630434783,0.55,0.2,0.44,0.615786128,0.617933944,2,august,1683
803,Katsina,Daura,CM+IPTp+IRS+SMC,itn_pbo,Babura,2021,Daura,0.519412943,0.420582088,0.468171518,0.45305405,0.575080323,0.591670466,1,may,496
804,Katsina,Daura,CM+IPTp+IRS+SMC,itn_pbo,Babura,2024,Daura,0.519412943,0.420582088,0.468171518,0.45305405,0.575080323,0.591670466,2,may,1591
805,Katsina,Dutsi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Dutsi,0.774193548,0.68,0.605263158,0.707692308,0.62280068,0.622255799,1,march,435
806,Katsina,Dutsi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Dutsi,0.774193548,0.68,0.605263158,0.707692308,0.62280068,0.622255799,2,march,1530
807,Katsina,Dutsin-Ma,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Dutsin-Ma,0.732019322,0.592426281,0.525823573,0.685107348,0.731600297,0.681349048,1,march,435
808,Katsina,Dutsin-Ma,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Dutsin-Ma,0.732019322,0.592426281,0.525823573,0.685107348,0.731600297,0.681349048,2,march,1530
809,Katsina,Faskari,CM+IPTp+IRS+SMC,itn_pbo,Giwa,2021,Faskari,0.508196721,0.62962963,0.689655172,0.594594595,0.713932669,0.672768838,1,august,588
810,Katsina,Faskari,CM+IPTp+IRS+SMC,itn_pbo,Giwa,2024,Faskari,0.508196721,0.62962963,0.689655172,0.594594595,0.713932669,0.672768838,2,august,1683
811,Katsina,Funtua,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2021,Funtua,0.673321885,0.507343504,0.348372254,0.599895342,0.500280747,0.538540771,1,august,588
812,Katsina,Funtua,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2024,Funtua,0.673321885,0.507343504,0.348372254,0.599895342,0.500280747,0.538540771,2,august,1683
813,Katsina,Ingawa,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Ingawa,0.931034483,0.833333333,0.512820513,0.818181818,0.687125681,0.65900205,1,march,435
814,Katsina,Ingawa,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Ingawa,0.931034483,0.833333333,0.512820513,0.818181818,0.687125681,0.65900205,2,march,1530
815,Katsina,Jibia,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Jibia,0.854166667,0.826086957,0.641025641,0.796875,0.628110182,0.625486443,1,march,435
816,Katsina,Jibia,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Jibia,0.854166667,0.826086957,0.641025641,0.796875,0.628110182,0.625486443,2,march,1530
817,Katsina,Kafur,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2021,Kafur,0.708988548,0.703184718,0.730656019,0.680214942,0.742026184,0.686230808,1,august,588
818,Katsina,Kafur,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2024,Kafur,0.708988548,0.703184718,0.730656019,0.680214942,0.742026184,0.686230808,2,august,1683
819,Katsina,Kankara,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.803891608,0.712510337,1,march,435
820,Katsina,Kankara,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.803891608,0.712510337,2,march,1530
821,Katsina,Kankia,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.757287742,0.693136955,1,march,435
822,Katsina,Kankia,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.757287742,0.693136955,2,march,1530
823,Katsina,Katsina,CM+IPTp+LLINs+SMC,itn ,Rimi,2021,Katsina,0.567142174,0.556590769,0.471469757,0.497753543,0.71205914,0.671836104,1,march,435
824,Katsina,Katsina,CM+IPTp+LLINs+SMC,itn ,Rimi,2024,Katsina,0.567142174,0.556590769,0.471469757,0.497753543,0.71205914,0.671836104,2,march,1530
825,Katsina,Kurfi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Kurfi,0.732019322,0.592426281,0.525823573,0.685107348,0.682045441,0.656290638,1,march,435
826,Katsina,Kurfi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Kurfi,0.732019322,0.592426281,0.525823573,0.685107348,0.682045441,0.656290638,2,march,1530
827,Katsina,Kusada,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Kusada,0.75,0.571428571,0.446428571,0.718309859,0.768769267,0.698147157,1,march,435
828,Katsina,Kusada,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Kusada,0.75,0.571428571,0.446428571,0.718309859,0.768769267,0.698147157,2,march,1530
829,Katsina,Mai'Adua,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,0.639919513,0.632545498,1,march,435
830,Katsina,Mai'Adua,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,0.639919513,0.632545498,2,march,1530
831,Katsina,Malumfashi,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2021,Malumfashi,0.571428571,0.5,0.359375,0.543478261,0.793678153,0.708480769,1,august,588
832,Katsina,Malumfashi,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2024,Malumfashi,0.571428571,0.5,0.359375,0.543478261,0.793678153,0.708480769,2,august,1683
833,Katsina,Mani,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Mani,0.636810762,0.577843274,0.520196789,0.552895802,0.663582347,0.64616062,1,march,435
834,Katsina,Mani,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Mani,0.636810762,0.577843274,0.520196789,0.552895802,0.663582347,0.64616062,2,march,1530
835,Katsina,Mashi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Mashi,0.87804878,0.677419355,0.666666667,0.8,0.651664195,0.639391742,1,march,435
836,Katsina,Mashi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Mashi,0.87804878,0.677419355,0.666666667,0.8,0.651664195,0.639391742,2,march,1530
837,Katsina,Matazuu,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,0.801649222,0.711635809,1,march,435
838,Katsina,Matazuu,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,0.801649222,0.711635809,2,march,1530
839,Katsina,Musawa,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2021,Musawa,0.758070431,0.589424132,0.517838492,0.685483475,0.831548285,0.722835449,1,august,588
840,Katsina,Musawa,CM+IPTp+IRS+SMC,itn_pbo,Gwarzo,2024,Musawa,0.758070431,0.589424132,0.517838492,0.685483475,0.831548285,0.722835449,2,august,1683
841,Katsina,Rimi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.681368316,0.655926771,1,march,435
842,Katsina,Rimi,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.681368316,0.655926771,2,march,1530
843,Katsina,Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,Giwa,2021,Sabuwa,0.363636364,0.36,0.266666667,0.566666667,0.595830662,0.605307927,1,august,588
844,Katsina,Sabuwa,CM+IPTp+IRS+SMC,itn_pbo,Giwa,2024,Sabuwa,0.363636364,0.36,0.266666667,0.566666667,0.595830662,0.605307927,2,august,1683
845,Katsina,Safana,CM+IPTp+IRS+SMC,itn_pbo,Babura,2021,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.60659165,1,may,496
846,Katsina,Safana,CM+IPTp+IRS+SMC,itn_pbo,Babura,2024,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.60659165,2,may,1591
847,Katsina,Sandamu,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,Sandamu,0.732019322,0.592426281,0.525823573,0.685107348,0.756649451,0.692853778,1,march,435
848,Katsina,Sandamu,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,Sandamu,0.732019322,0.592426281,0.525823573,0.685107348,0.756649451,0.692853778,2,march,1530
849,Katsina,Zango,CM+IPTp+IRS+SMC,itn_pbo,Babura,2021,Zango,0.6875,0.515151515,0.526315789,0.639344262,0.602424842,0.609533872,1,may,496
850,Katsina,Zango,CM+IPTp+IRS+SMC,itn_pbo,Babura,2024,Zango,0.6875,0.515151515,0.526315789,0.639344262,0.602424842,0.609533872,2,may,1591
851,Katsina,kaita,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2021,kaita,0.882352941,0.518518519,0.529411765,0.655172414,0.68725966,0.659073113,1,march,435
852,Katsina,kaita,CM+IPTp+IRS+SMC,itn_pbo,Rimi,2024,kaita,0.882352941,0.518518519,0.529411765,0.655172414,0.68725966,0.659073113,2,march,1530
853,Kebbi,Aleiro,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Aleiro,0.789226475,0.614967322,0.534978419,0.78771905,0.705366928,0.6684684,1,august,588
854,Kebbi,Aleiro,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Aleiro,0.789226475,0.614967322,0.534978419,0.78771905,0.705366928,0.6684684,2,august,1683
855,Kebbi,Arewa-Dandi,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Arewa-Dandi,0.944444444,0.826086957,0.76,0.939393939,0.736871845,0.683834101,1,august,588
856,Kebbi,Arewa-Dandi,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Arewa-Dandi,0.944444444,0.826086957,0.76,0.939393939,0.736871845,0.683834101,2,august,1683
857,Kebbi,Argungu,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Argungu,0.880353787,0.739925815,0.650569606,0.878877198,0.749755556,0.689763899,1,august,588
858,Kebbi,Argungu,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Argungu,0.880353787,0.739925815,0.650569606,0.878877198,0.749755556,0.689763899,2,august,1683
859,Kebbi,Augie,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Augie,0.977777778,0.708333333,0.85,0.909090909,0.747566745,0.688770794,1,august,588
860,Kebbi,Augie,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Augie,0.977777778,0.708333333,0.85,0.909090909,0.747566745,0.688770794,2,august,1683
861,Kebbi,Bagudo,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2021,Bagudo,0.896493581,0.744287257,0.655809425,0.832315501,0.544171429,0.570435833,1,august,588
862,Kebbi,Bagudo,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2024,Bagudo,0.896493581,0.744287257,0.655809425,0.832315501,0.544171429,0.570435833,2,august,1683
863,Kebbi,Birnin Kebbi,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Birnin Kebbi,0.874349018,0.714472081,0.540596894,0.784096173,0.745947987,0.688032578,1,august,588
864,Kebbi,Birnin Kebbi,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Birnin Kebbi,0.874349018,0.714472081,0.540596894,0.784096173,0.745947987,0.688032578,2,august,1683
865,Kebbi,Bunza,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Bunza,0.789226475,0.614967322,0.534978419,0.78771905,0.672182056,0.650932828,1,august,588
866,Kebbi,Bunza,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Bunza,0.789226475,0.614967322,0.534978419,0.78771905,0.672182056,0.650932828,2,august,1683
867,Kebbi,Dandi,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2021,Dandi,0.865663905,0.82922218,0.503173764,0.757595484,0.635354493,0.629837503,1,august,588
868,Kebbi,Dandi,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2024,Dandi,0.865663905,0.82922218,0.503173764,0.757595484,0.635354493,0.629837503,2,august,1683
869,Kebbi,Fakai,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2021,Fakai,0.925,0.807692308,0.711538462,0.783783784,0.590008654,0.601533253,1,august,588
870,Kebbi,Fakai,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2024,Fakai,0.925,0.807692308,0.711538462,0.783783784,0.590008654,0.601533253,2,august,1683
871,Kebbi,Gwandu,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Gwandu,0.789226475,0.78125,0.791666667,0.865671642,0.783737788,0.704443878,1,august,588
872,Kebbi,Gwandu,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Gwandu,0.789226475,0.78125,0.791666667,0.865671642,0.783737788,0.704443878,2,august,1683
873,Kebbi,Jega,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2021,Jega,0.934417004,0.799158486,0.537410615,0.915591009,0.700200915,0.665830158,1,august,588
874,Kebbi,Jega,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2024,Jega,0.934417004,0.799158486,0.537410615,0.915591009,0.700200915,0.665830158,2,august,1683
875,Kebbi,Kalgo,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Kalgo,0.927737471,0.789110521,0.720989636,0.876524196,0.681068976,0.655765729,1,august,588
876,Kebbi,Kalgo,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Kalgo,0.927737471,0.789110521,0.720989636,0.876524196,0.681068976,0.655765729,2,august,1683
877,Kebbi,Koko-Besse,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Koko/Besse,0.950888927,0.844308444,0.675011074,0.85687547,0.576157564,0.592390938,1,august,588
878,Kebbi,Koko-Besse,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Koko/Besse,0.950888927,0.844308444,0.675011074,0.85687547,0.576157564,0.592390938,2,august,1683
879,Kebbi,Maiyama,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2021,Maiyama,0.875,0.714285714,0.457142857,0.782608696,0.635960953,0.630198767,1,august,588
880,Kebbi,Maiyama,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2024,Maiyama,0.875,0.714285714,0.457142857,0.782608696,0.635960953,0.630198767,2,august,1683
881,Kebbi,Ngaski,CM+IPTp+IRS+SMC,itn_pbo,Owan East,2021,Ngaski,0.967346939,0.876599634,0.68161435,0.859334625,0.50355318,0.540983781,1,march,435
882,Kebbi,Ngaski,CM+IPTp+IRS+SMC,itn_pbo,Owan East,2024,Ngaski,0.967346939,0.876599634,0.68161435,0.859334625,0.50355318,0.540983781,2,march,1530
883,Kebbi,Sakaba,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2021,Sakaba,0.484534717,0.381738609,0.338571783,0.497522113,0.671709859,0.650673231,1,july,551
884,Kebbi,Sakaba,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2024,Sakaba,0.484534717,0.381738609,0.338571783,0.497522113,0.671709859,0.650673231,2,july,1646
885,Kebbi,Shanga,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2021,Shanga,0.973684211,0.814814815,0.697674419,0.714285714,0.602629245,0.609664023,1,august,588
886,Kebbi,Shanga,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2024,Shanga,0.973684211,0.814814815,0.697674419,0.714285714,0.602629245,0.609664023,2,august,1683
887,Kebbi,Suru,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2021,Suru,0.93877551,0.806451613,0.527777778,0.819444444,0.607478923,0.612737045,1,august,588
888,Kebbi,Suru,CM+IPTp+LLINs+SMC,itn ,Birnin Kebbi,2024,Suru,0.93877551,0.806451613,0.527777778,0.819444444,0.607478923,0.612737045,2,august,1683
889,Kebbi,Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2021,Wasagu/Danko,0.95,0.947368421,0.666666667,0.90625,0.603250653,0.610059384,1,july,551
890,Kebbi,Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2024,Wasagu/Danko,0.95,0.947368421,0.666666667,0.90625,0.603250653,0.610059384,2,july,1646
891,Kebbi,Yauri,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2021,Yauri,0.98183935,0.929500384,0.67213445,0.89052381,0.619243928,0.620072014,1,august,588
892,Kebbi,Yauri,CM+IPTp+IRS+SMC,itn_pbo,Birnin Kebbi,2024,Yauri,0.98183935,0.929500384,0.67213445,0.89052381,0.619243928,0.620072014,2,august,1683
893,Kebbi,Zuru,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2021,Zuru,0.484534717,0.913043478,0.703703704,0.895833333,0.60621808,0.611940869,1,july,551
894,Kebbi,Zuru,CM+IPTp+IRS+SMC,itn_pbo,Alkaleri,2024,Zuru,0.484534717,0.913043478,0.703703704,0.895833333,0.60621808,0.611940869,2,july,1646
895,Kogi,Adavi,CM+IPTp+LLINs+SMC,itn ,Owan East,2020,Adavi,0.830655145,0.595557959,0.519685549,0.592855281,0.308698703,0.384675567,1,march,70
896,Kogi,Adavi,CM+IPTp+LLINs+SMC,itn ,Owan East,2023,Adavi,0.830655145,0.595557959,0.519685549,0.592855281,0.308698703,0.384675567,2,march,1165
