,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial ,round,peak,simday,MapB_mix,llin_MapB
143,Guma,Keana,2020,Guma,0.754372326,0.751840155,0.739637308,0.670350686,0.365014826,0.431083741,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
144,Guma,Keana,2023,Guma,0.754372326,0.751840155,0.739637308,0.670350686,0.365014826,0.431083741,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
145,Gwer East,Oke-Ero,2020,Gwer East,0.888888889,0.916666667,0.739130435,0.660714286,0.369333536,0.43463817,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
146,Gwer East,Oke-Ero,2023,Gwer East,0.888888889,0.916666667,0.739130435,0.660714286,0.369333536,0.43463817,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
147,Gwer West,Keana,2020,Gwer West,0.535714286,0.294117647,0.866666667,0.484375,0.423749809,0.478971197,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
148,Gwer West,Keana,2023,Gwer West,0.535714286,0.294117647,0.866666667,0.484375,0.423749809,0.478971197,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
149,Katsina-Ala,Keana,2020,Katsina-Ala,0.770171343,0.610136606,0.461619835,0.540749047,0.338062239,0.408859386,0.53,1,august,223,CM+IPTp+LLINs+IPTi,itn 
150,Katsina-Ala,Keana,2023,Katsina-Ala,0.770171343,0.610136606,0.461619835,0.540749047,0.338062239,0.408859386,0.53,2,august,1318,CM+IPTp+LLINs+IPTi,itn 
151,Konshisha,Oke-Ero,2020,Konshisha,0.37037037,0.181818182,0.307692308,0.353846154,0.393916167,0.45479219,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
152,Konshisha,Oke-Ero,2023,Konshisha,0.37037037,0.181818182,0.307692308,0.353846154,0.393916167,0.45479219,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
153,Logo,Keana,2020,Logo,0.508873086,0.36051872,0.345747474,0.443661769,0.41751013,0.473946946,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
154,Logo,Keana,2023,Logo,0.508873086,0.36051872,0.345747474,0.443661769,0.41751013,0.473946946,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
155,Makurdi,Keana,2020,Makurdi,0.805491132,0.613397361,0.655426287,0.646262764,0.369068798,0.434420372,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
156,Makurdi,Keana,2023,Makurdi,0.805491132,0.613397361,0.655426287,0.646262764,0.369068798,0.434420372,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
157,Ogbadibo,Owan East,2020,Ogbadibo,0.464431748,0.418946669,0.343821936,0.380122437,0.336392711,0.407482111,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
158,Ogbadibo,Owan East,2023,Ogbadibo,0.464431748,0.418946669,0.343821936,0.380122437,0.336392711,0.407482111,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
159,Oju,Oke-Ero,2020,Oju,0.623814125,0.399359141,0.386233941,0.415949169,0.409720848,0.467648858,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
160,Oju,Oke-Ero,2023,Oju,0.623814125,0.399359141,0.386233941,0.415949169,0.409720848,0.467648858,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
161,Okpokwu,Akinyele,2020,Okpokwu,0.484848485,0.133333333,0.142857143,0.34375,0.347201019,0.416399046,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
162,Okpokwu,Akinyele,2023,Okpokwu,0.484848485,0.133333333,0.142857143,0.34375,0.347201019,0.416399046,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
163,Oturkpo,Owan East,2020,Oturkpo,0.665504672,0.504148738,0.437773746,0.495138587,0.406479871,0.465020433,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn 
164,Oturkpo,Owan East,2023,Oturkpo,0.665504672,0.504148738,0.437773746,0.495138587,0.406479871,0.465020433,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn 
165,Tarka,Keana,2020,Tarka,0.88,0.583333333,0.782608696,0.716666667,0.339520975,0.410062837,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
166,Tarka,Keana,2023,Tarka,0.88,0.583333333,0.782608696,0.716666667,0.339520975,0.410062837,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
167,Ushongo,Oke-Ero,2020,Ushongo,0.391788901,0.299429972,0.260379648,0.355121446,0.333533837,0.405123965,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
168,Ushongo,Oke-Ero,2023,Ushongo,0.391788901,0.299429972,0.260379648,0.355121446,0.333533837,0.405123965,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
169,Vandeikya,Oke-Ero,2020,Vandeikya,0.581193317,0.487317931,0.378051261,0.458639931,0.384252901,0.446888644,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
170,Vandeikya,Oke-Ero,2023,Vandeikya,0.581193317,0.487317931,0.378051261,0.458639931,0.384252901,0.446888644,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
171,Enugu East,Uzo-Uwani,2020,Enugu East,0.329093825,0.20369517,0.219981236,0.228052903,0.392074002,0.453287726,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
172,Enugu East,Uzo-Uwani,2023,Enugu East,0.329093825,0.20369517,0.219981236,0.228052903,0.392074002,0.453287726,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
173,Damboa,Darazo,2020,Damboa,0.452267101,0.327499677,0.260204646,0.492014848,0.695319136,0.663306114,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
174,Damboa,Darazo,2023,Damboa,0.452267101,0.327499677,0.260204646,0.492014848,0.695319136,0.663306114,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
175,Biase,Ngor-Okpala,2021,Biase,0.482671224,0.526268077,0.476156082,0.550827005,0.42094549,0.476715539,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
176,Biase,Ngor-Okpala,2024,Biase,0.482671224,0.526268077,0.476156082,0.550827005,0.42094549,0.476715539,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
177,Gubio,Gawabawa,2020,Gubio,0.285714286,0.352734644,0.238095238,0.212765957,0.814426994,0.716543356,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
178,Gubio,Gawabawa,2023,Gubio,0.285714286,0.352734644,0.238095238,0.212765957,0.814426994,0.716543356,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
179,Guzamala,Babura,2020,Guzamala,0.717584416,0.651199027,0.639332017,0.715626442,0.777569747,0.701881155,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn 
180,Guzamala,Babura,2023,Guzamala,0.717584416,0.651199027,0.639332017,0.715626442,0.777569747,0.701881155,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn 
181,Kwaya Kusar,Alkaleri,2020,Kwaya Kusar,0.484534717,0.381738609,0.338571783,0.497522113,0.597977668,0.606689636,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
182,Kwaya Kusar,Alkaleri,2023,Kwaya Kusar,0.484534717,0.381738609,0.338571783,0.497522113,0.597977668,0.606689636,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
183,Enugu North,Uzo-Uwani,2020,Enugu North,0.154716936,0.048309143,0.141453801,0.113708785,0.420714903,0.476529889,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
184,Enugu North,Uzo-Uwani,2023,Enugu North,0.154716936,0.048309143,0.141453801,0.113708785,0.420714903,0.476529889,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
185,Kaga,Darazo,2020,Kaga,0.388888889,0.318181818,0.233333333,0.385964912,0.674887541,0.65241475,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
186,Kaga,Darazo,2023,Kaga,0.388888889,0.318181818,0.233333333,0.385964912,0.674887541,0.65241475,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
187,Mafa,Darazo,2020,Mafa,0.452267101,0.327499677,0.260204646,0.492014848,0.71541858,0.673505468,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
188,Mafa,Darazo,2023,Mafa,0.452267101,0.327499677,0.260204646,0.492014848,0.71541858,0.673505468,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
189,Konduga,Darazo,2020,Konduga,0.512820513,0.421052632,0.689655172,0.698113208,0.74032898,0.685445232,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
190,Konduga,Darazo,2023,Konduga,0.512820513,0.421052632,0.689655172,0.698113208,0.74032898,0.685445232,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
191,Bomadi,Isoko South,2022,Bomadi,0.375,0.789473684,0.3,0.303571429,0.197303754,0.29598519,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
192,Bomadi,Isoko South,2025,Bomadi,0.375,0.789473684,0.3,0.303571429,0.197303754,0.29598519,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
193,Magumeri,Gawabawa,2020,Magumeri,0.541896854,0.352734644,0.28107122,0.599523849,0.783011005,0.704144224,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
194,Magumeri,Gawabawa,2023,Magumeri,0.541896854,0.352734644,0.28107122,0.599523849,0.783011005,0.704144224,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
195,Maiduguri,Darazo,2020,Maiduguri,0.459238917,0.46306288,0.282129313,0.444007024,0.77182807,0.699455384,0.53,1,july,186,CM+IPTp+UrbanLLINs+SMC,itn 
196,Maiduguri,Darazo,2023,Maiduguri,0.459238917,0.46306288,0.282129313,0.444007024,0.77182807,0.699455384,0.53,2,july,1281,CM+IPTp+UrbanLLINs+SMC,itn 
197,Shani,Alkaleri,2020,Shani,0.484534717,0.381738609,0.338571783,0.497522113,0.675999756,0.653021266,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
198,Shani,Alkaleri,2023,Shani,0.484534717,0.381738609,0.338571783,0.497522113,0.675999756,0.653021266,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
199,Abi,Obubra,2021,Abi,0.64610383,0.450892796,0.426174519,0.566548821,0.400313882,0.46000802,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
200,Abi,Obubra,2024,Abi,0.64610383,0.450892796,0.426174519,0.566548821,0.400313882,0.46000802,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
201,Marte,Babura,2020,Marte,0.717584416,0.651199027,0.639332017,0.715626442,0.719831894,0.675677048,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn 
202,Marte,Babura,2023,Marte,0.717584416,0.651199027,0.639332017,0.715626442,0.719831894,0.675677048,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn 
203,Nganzai,Gawabawa,2020,Nganzai,0.541896854,0.352734644,0.28107122,0.599523849,0.772011267,0.699533384,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
204,Nganzai,Gawabawa,2023,Nganzai,0.541896854,0.352734644,0.28107122,0.599523849,0.772011267,0.699533384,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
205,Bekwara,Oke-Ero,2021,Bekwara,0.391788901,0.299429972,0.260379648,0.355121446,0.383264622,0.4460788,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
206,Bekwara,Oke-Ero,2024,Bekwara,0.391788901,0.299429972,0.260379648,0.355121446,0.383264622,0.4460788,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
207,Enugu South,Uzo-Uwani,2020,Enugu South,0.117565295,0.096628193,0.089494789,0.134867503,0.479661177,0.52292855,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
208,Enugu South,Uzo-Uwani,2023,Enugu South,0.117565295,0.096628193,0.089494789,0.134867503,0.479661177,0.52292855,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
209,Odukpani,Ngor-Okpala,2021,Odukpani,0.341531595,0.210471194,0.048749998,0.308634786,0.447918712,0.498229176,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
210,Odukpani,Ngor-Okpala,2024,Odukpani,0.341531595,0.210471194,0.048749998,0.308634786,0.447918712,0.498229176,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
211,Ogoja,Obubra,2021,Ogoja,0.482802547,0.54187192,0.533333333,0.462743438,0.439863497,0.491849375,0.53,1,june,527,CM+IPTp+LLINs+SMC,itn 
212,Ogoja,Obubra,2024,Ogoja,0.482802547,0.54187192,0.533333333,0.462743438,0.439863497,0.491849375,0.53,2,june,1622,CM+IPTp+LLINs+SMC,itn 
213,Yala,Oke-Ero,2021,Yala,0.354784519,0.478395015,0.378736362,0.41809937,0.446939058,0.497455497,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
214,Yala,Oke-Ero,2024,Yala,0.354784519,0.478395015,0.378736362,0.41809937,0.446939058,0.497455497,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
215,Aniocha North,Uzo-Uwani,2022,Aniocha North,0.454545455,0.642857143,0.575757576,0.490196078,0.369401293,0.434693912,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
216,Aniocha North,Uzo-Uwani,2025,Aniocha North,0.454545455,0.642857143,0.575757576,0.490196078,0.369401293,0.434693912,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
217,Aniocha South,Uzo-Uwani,2022,Aniocha South,0.309074723,0.216639461,0.149918383,0.114574196,0.311595529,0.387055583,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
218,Aniocha South,Uzo-Uwani,2025,Aniocha South,0.309074723,0.216639461,0.149918383,0.114574196,0.311595529,0.387055583,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
219,Ethiope East,Isoko South,2022,Ethiope East,0.071428571,0.156482654,0.052470085,0.07965734,0.209725367,0.305480359,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
220,Ethiope East,Isoko South,2025,Ethiope East,0.071428571,0.156482654,0.052470085,0.07965734,0.209725367,0.305480359,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
221,Ethiope West,Isoko South,2022,Ethiope West,0.2,0.255845189,0.111111111,0.255813953,0.342228555,0.412296673,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
222,Ethiope West,Isoko South,2025,Ethiope West,0.2,0.255845189,0.111111111,0.255813953,0.342228555,0.412296673,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
223,Ika North East,Uzo-Uwani,2022,Ika North East,0.1,0.166666667,0.160050482,0.038461538,0.388201078,0.450121249,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
224,Ika North East,Uzo-Uwani,2025,Ika North East,0.1,0.166666667,0.160050482,0.038461538,0.388201078,0.450121249,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
225,Ika South,Uzo-Uwani,2022,Ika South,0.276486564,0.224106265,0.076923077,0.0625,0.37137411,0.436316512,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
226,Ika South,Uzo-Uwani,2025,Ika South,0.276486564,0.224106265,0.076923077,0.0625,0.37137411,0.436316512,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
227,Isoko North,Isoko South,2022,Isoko North,0.166666667,0.285714286,0.25,0.142857143,0.19337815,0.293011529,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
228,Isoko North,Isoko South,2025,Isoko North,0.166666667,0.285714286,0.25,0.142857143,0.19337815,0.293011529,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
229,Isoko South,Isoko South,2022,Isoko South,0.463214914,0.49319292,0.535686944,0.394115143,0.162398226,0.270038761,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
230,Isoko South,Isoko South,2025,Isoko South,0.463214914,0.49319292,0.535686944,0.394115143,0.162398226,0.270038761,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
231,Ndokwa East,Ahoada West,2022,Ndokwa East,0.416666667,0.307692308,0.214285714,0.366666667,0.258105917,0.343545804,0.53,1,may,861,CM+IPTp+LLINs+IPTi,itn 
232,Ndokwa East,Ahoada West,2025,Ndokwa East,0.416666667,0.307692308,0.214285714,0.366666667,0.258105917,0.343545804,0.53,2,may,1956,CM+IPTp+LLINs+IPTi,itn 
233,Okpe,Isoko South,2022,Okpe,0.333333333,0.166666667,0.148148148,0.266666667,0.176806986,0.280610706,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
234,Okpe,Isoko South,2025,Okpe,0.333333333,0.166666667,0.148148148,0.266666667,0.176806986,0.280610706,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
235,Oshimili North,Uzo-Uwani,2022,Oshimili North,0.276486564,0.224106265,0.160050482,0.188842186,0.34095855,0.41124887,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
236,Oshimili North,Uzo-Uwani,2025,Oshimili North,0.276486564,0.224106265,0.160050482,0.188842186,0.34095855,0.41124887,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
237,Oshimili South,Uzo-Uwani,2022,Oshimili South,0.375,0.444444444,0.166666667,0.37254902,0.3079518,0.384062211,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
238,Oshimili South,Uzo-Uwani,2025,Oshimili South,0.375,0.444444444,0.166666667,0.37254902,0.3079518,0.384062211,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
239,Sapele,Isoko South,2022,Sapele,0.335412085,0.218260693,0.274587058,0.349576812,0.293983111,0.37261735,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
240,Sapele,Isoko South,2025,Sapele,0.335412085,0.218260693,0.274587058,0.349576812,0.293983111,0.37261735,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
241,Udu,Isoko South,2022,Udu,0.578947368,0.285714286,0.392857143,0.327272727,0.132665008,0.24889334,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
242,Udu,Isoko South,2025,Udu,0.578947368,0.285714286,0.392857143,0.327272727,0.132665008,0.24889334,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
243,Ughelli North,Isoko South,2022,Ughelli North,0.190181401,0.12316324,0.039430875,0.130051453,0.187814216,0.288820013,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
244,Ughelli North,Isoko South,2025,Ughelli North,0.190181401,0.12316324,0.039430875,0.130051453,0.187814216,0.288820013,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
245,Ukwuani,Uzo-Uwani,2022,Ukwuani,0.266666667,0.1,0.058823529,0.217391304,0.33569314,0.406905033,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
246,Ukwuani,Uzo-Uwani,2025,Ukwuani,0.266666667,0.1,0.058823529,0.217391304,0.33569314,0.406905033,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
247,Uvwie,Isoko South,2022,Uvwie,0.294117647,0.368943463,0.238086574,0.153605817,0.128201894,0.245801456,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
248,Uvwie,Isoko South,2025,Uvwie,0.294117647,0.368943463,0.238086574,0.153605817,0.128201894,0.245801456,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
249,Warri South,Isoko South,2022,Warri South,0.351097037,0.450830272,0.38439152,0.345305595,0.150613557,0.261546529,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
250,Warri South,Isoko South,2025,Warri South,0.351097037,0.450830272,0.38439152,0.345305595,0.150613557,0.261546529,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
251,Akoko-Edo,Owan East,2020,Akoko-Edo,0.403855019,0.232317606,0.394492588,0.499327837,0.304845225,0.381512482,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
252,Akoko-Edo,Owan East,2023,Akoko-Edo,0.403855019,0.232317606,0.394492588,0.499327837,0.304845225,0.381512482,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
253,Egor,Uzo-Uwani,2020,Egor,0.199248098,0.166666667,0.21594687,0.156359395,0.42209808,0.477643111,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
254,Egor,Uzo-Uwani,2023,Egor,0.199248098,0.166666667,0.21594687,0.156359395,0.42209808,0.477643111,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
255,Esan North East,Uzo-Uwani,2020,Esan North East,0.266666667,0.3,0.230769231,0.227272727,0.339061878,0.409684078,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
256,Esan North East,Uzo-Uwani,2023,Esan North East,0.266666667,0.3,0.230769231,0.227272727,0.339061878,0.409684078,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
257,Esan Central,Owan East,2020,Esan Central,0.555555556,0.625,0.235294118,0.280701754,0.34342137,0.413280793,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
258,Esan Central,Owan East,2023,Esan Central,0.555555556,0.625,0.235294118,0.280701754,0.34342137,0.413280793,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
259,Esan South East,Uzo-Uwani,2020,Esan South East,0.419240922,0.298191902,0.318773719,0.413052039,0.404971726,0.463795838,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
260,Esan South East,Uzo-Uwani,2023,Esan South East,0.419240922,0.298191902,0.318773719,0.413052039,0.404971726,0.463795838,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
261,Esan West,Uzo-Uwani,2020,Esan West,0.333333333,0.4,0.6,0.243243243,0.366421113,0.432241487,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
262,Esan West,Uzo-Uwani,2023,Esan West,0.333333333,0.4,0.6,0.243243243,0.366421113,0.432241487,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
263,Etsako Central,Owan East,2020,Etsako Central,0.25,0.133333333,0.391304348,0.160714286,0.300181787,0.377689484,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
264,Etsako Central,Owan East,2023,Etsako Central,0.25,0.133333333,0.391304348,0.160714286,0.300181787,0.377689484,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
265,Etsako East,Owan East,2020,Etsako East,0.222853343,0.035081229,0.082263184,0.219326988,0.314825995,0.389711717,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
266,Etsako East,Owan East,2023,Etsako East,0.222853343,0.035081229,0.082263184,0.219326988,0.314825995,0.389711717,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
267,Etsako West,Owan East,2020,Etsako West,0.156801223,0.047429771,0.039901288,0.091796309,0.290127246,0.36946828,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
268,Etsako West,Owan East,2023,Etsako West,0.156801223,0.047429771,0.039901288,0.091796309,0.290127246,0.36946828,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
269,Igueben,Uzo-Uwani,2020,Igueben,0.246225282,0.155754508,0.318977515,0.312708352,0.415233246,0.472108841,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
270,Igueben,Uzo-Uwani,2023,Igueben,0.246225282,0.155754508,0.318977515,0.312708352,0.415233246,0.472108841,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
271,Ikpoba-Okha,Uzo-Uwani,2020,Ikpoba-Okha,0.320654373,0.317064796,0.486610421,0.409053457,0.323305427,0.396692086,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
272,Ikpoba-Okha,Uzo-Uwani,2023,Ikpoba-Okha,0.320654373,0.317064796,0.486610421,0.409053457,0.323305427,0.396692086,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
273,Aninri,Oru West,2020,Aninri,0.415856951,0.502677276,0.181500874,0.379519564,0.430439768,0.484335586,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
274,Aninri,Oru West,2023,Aninri,0.415856951,0.502677276,0.181500874,0.379519564,0.430439768,0.484335586,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
275,Oredo,Uzo-Uwani,2020,Oredo,0.408607556,0.324212256,0.228866773,0.318484301,0.382076571,0.445104909,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
276,Oredo,Uzo-Uwani,2023,Oredo,0.408607556,0.324212256,0.228866773,0.318484301,0.382076571,0.445104909,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
277,Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
278,Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
279,Ovia North East,Owan East,2020,Ovia North East,0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
280,Ovia North East,Owan East,2023,Ovia North East,0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
281,Ovia South West,Akinyele,2020,Ovia South West,0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
282,Ovia South West,Akinyele,2023,Ovia South West,0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
283,Owan East,Owan East,2020,Owan East,0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
284,Owan East,Owan East,2023,Owan East,0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
285,Owan West,Owan East,2020,Owan West,0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
286,Owan West,Owan East,2023,Owan West,0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
287,Uhunmwonde,Owan East,2020,Uhunmwonde,0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
288,Uhunmwonde,Owan East,2023,Uhunmwonde,0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
289,Ado Ekiti,Owan East,2020,Ado Ekiti,0.307654798,0.266792702,0.30162414,0.251320966,0.357399296,0.424809523,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
290,Ado Ekiti,Owan East,2023,Ado Ekiti,0.307654798,0.266792702,0.30162414,0.251320966,0.357399296,0.424809523,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
291,Efon-Alayee,Oke-Ero,2020,Efon-Alayee,0.209302326,0.375,0.166666667,0.225490196,0.32342441,0.396790109,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
292,Efon-Alayee,Oke-Ero,2023,Efon-Alayee,0.209302326,0.375,0.166666667,0.225490196,0.32342441,0.396790109,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
