LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
Gumel,Babura,2024,Gumel,0.976744186,0.977777778,1,1,0.765232277,0.696620535,0.53,2,may,1591
Guri,Taura,2021,Guri,0.899155189,0.776271641,0.724380983,0.920649707,0.666612333,0.647852757,0.53,1,july,551
Guri,Taura,2024,Guri,0.899155189,0.776271641,0.724380983,0.920649707,0.666612333,0.647852757,0.53,2,july,1646
Gwaram,Takali,2021,Gwaram,1,0.976344946,0.842761031,1,0.770852463,0.699039331,0.53,1,september,615
Gwaram,Takali,2024,Gwaram,1,0.976344946,0.842761031,1,0.770852463,0.699039331,0.53,2,september,1710
Gwiwa,Babura,2021,Gwiwa,1,1,1,1,0.668371704,0.648829951,0.53,1,may,496
Gwiwa,Babura,2024,Gwiwa,1,1,1,1,0.668371704,0.648829951,0.53,2,may,1591
Hadejia,Taura,2021,Hadejia,0.899155189,0.776271641,0.724380983,0.920649707,0.636447966,0.630488544,0.53,1,july,551
Hadejia,Taura,2024,Hadejia,0.899155189,0.776271641,0.724380983,0.920649707,0.636447966,0.630488544,0.53,2,july,1646
Kaugama,Taura,2021,Kaugama,1,1,1,0.920649707,0.649987707,0.638425145,0.53,1,july,551
Kaugama,Taura,2024,Kaugama,1,1,1,0.920649707,0.649987707,0.638425145,0.53,2,july,1646
Kazaure,Babura,2021,Kazaure,1,0.947368421,0.95625,1,0.72677407,0.679043778,0.53,1,may,496
Kazaure,Babura,2024,Kazaure,1,0.947368421,0.95625,1,0.72677407,0.679043778,0.53,2,may,1591
Kiri Kasamma,Taura,2021,Kiri Kasamma,1,1,1,1,0.673959786,0.651907622,0.53,1,july,551
Kiri Kasamma,Taura,2024,Kiri Kasamma,1,1,1,1,0.673959786,0.651907622,0.53,2,july,1646
Tsanyawa,Gwarzo,2022,Tsanyawa,1,0.782608696,0.733333333,1,0.716116255,0.673850382,0.53,1,august,953
Tsanyawa,Gwarzo,2025,Tsanyawa,1,0.782608696,0.733333333,1,0.716116255,0.673850382,0.53,2,august,2048
Miga,Taura,2021,Miga,0.899155189,1,1,1,0.71898178,0.675260641,0.53,1,july,551
Miga,Taura,2024,Miga,0.899155189,1,1,1,0.71898178,0.675260641,0.53,2,july,1646
Ringim,Taura,2021,Ringim,0.994285715,1,1,1,0.733954558,0.682463107,0.53,1,july,551
Ringim,Taura,2024,Ringim,0.994285715,1,1,1,0.733954558,0.682463107,0.53,2,july,1646
Roni,Babura,2021,Roni,0.861101299,0.781438832,0.76719842,0.85875173,0.684763375,0.657745318,0.53,1,may,496
Roni,Babura,2024,Roni,0.861101299,0.781438832,0.76719842,0.85875173,0.684763375,0.657745318,0.53,2,may,1591
Taura,Taura,2021,Taura,0.986666666,0.923076923,0.744827586,1,0.802187286,0.711846173,0.53,1,july,551
Taura,Taura,2024,Taura,0.986666666,0.923076923,0.744827586,1,0.802187286,0.711846173,0.53,2,july,1646
Yankwashi,Babura,2021,Yankwashi,1,0.923050729,0.982667512,1,0.686545172,0.658693878,0.53,1,may,496
Yankwashi,Babura,2024,Yankwashi,1,0.923050729,0.982667512,1,0.686545172,0.658693878,0.53,2,may,1591
kiyawa,Takali,2021,kiyawa,1,0.837209303,0.616216217,0.988235294,0.77870611,0.702356647,0.53,1,september,615
kiyawa,Takali,2024,kiyawa,1,0.837209303,0.616216217,0.988235294,0.77870611,0.702356647,0.53,2,september,1710
Dutsi,Rimi,2021,Dutsi,0.929032258,0.816,0.72631579,0.84923077,0.62280068,0.622255799,0.53,1,march,435
Dutsi,Rimi,2024,Dutsi,0.929032258,0.816,0.72631579,0.84923077,0.62280068,0.622255799,0.53,2,march,1530
Birnin-Gwari,Giwa,2022,Birnin-Gwari,0.69924743,0.563254504,0.393609354,0.638796836,0.585660468,0.598687691,0.53,1,august,953
Birnin-Gwari,Giwa,2025,Birnin-Gwari,0.69924743,0.563254504,0.393609354,0.638796836,0.585660468,0.598687691,0.53,2,august,2048
Kajuru,Soba,2022,Kajuru,1,0.914285714,0.576,0.782608696,0.492999945,0.533070449,0.53,1,july,916
Kajuru,Soba,2025,Kajuru,1,0.914285714,0.576,0.782608696,0.492999945,0.533070449,0.53,2,july,2011
Chikun,Soba,2022,Chikun,0.96,1,0.624,0.610169491,0.576988044,0.59294545,0.53,1,july,916
Chikun,Soba,2025,Chikun,0.96,1,0.624,0.610169491,0.576988044,0.59294545,0.53,2,july,2011
Giwa,Giwa,2022,Giwa,0.884902936,0.700093012,0.500264245,0.86421483,0.58231661,0.596484125,0.53,1,august,953
Giwa,Giwa,2025,Giwa,0.884902936,0.700093012,0.500264245,0.86421483,0.58231661,0.596484125,0.53,2,august,2048
Koko-Besse,Birnin Kebbi,2021,Koko/Besse,1,1,0.810013289,1,0.576157564,0.592390938,0.53,1,august,588
Koko-Besse,Birnin Kebbi,2024,Koko/Besse,1,1,0.810013289,1,0.576157564,0.592390938,0.53,2,august,1683
Igabi,Soba,2022,Igabi,0.679213562,0.63397831,0.523986352,0.578134592,0.531995981,0.561783675,0.53,1,july,916
Igabi,Soba,2025,Igabi,0.679213562,0.63397831,0.523986352,0.578134592,0.531995981,0.561783675,0.53,2,july,2011
Ikara,Soba,2022,Ikara,0.759602506,0.567021277,0.696914009,0.725081611,0.757882326,0.693400299,0.53,1,july,916
Ikara,Soba,2025,Ikara,0.759602506,0.567021277,0.696914009,0.725081611,0.757882326,0.693400299,0.53,2,july,2011
Jaba,Oke-Ero,2022,Jaba,0.666666667,0.6,0.327272728,0.628571429,0.493173179,0.533201155,0.53,1,july,916
Jaba,Oke-Ero,2025,Jaba,0.666666667,0.6,0.327272728,0.628571429,0.493173179,0.533201155,0.53,2,july,2011
Ogori-Mangongo,Owan East,2020,Ogori/Mangongo,0.557318098,0.502736003,0.412586323,0.456146924,0.310733482,0.386347145,0.53,1,march,70
Ogori-Mangongo,Owan East,2023,Ogori/Mangongo,0.557318098,0.502736003,0.412586323,0.456146924,0.310733482,0.386347145,0.53,2,march,1165
Jema'a,Soba,2022,Jema'a,0.56615384,0.322601106,0.300166384,0.508347079,0.50980792,0.545625437,0.53,1,july,916
Jema'a,Soba,2025,Jema'a,0.56615384,0.322601106,0.300166384,0.508347079,0.50980792,0.545625437,0.53,2,july,2011
Kachia,Ngor-Okpala,2022,Kachia,0.590637895,0.568771255,0.452655216,0.458940784,0.53616272,0.564762281,0.53,1,june,892
Kachia,Ngor-Okpala,2025,Kachia,0.590637895,0.568771255,0.452655216,0.458940784,0.53616272,0.564762281,0.53,2,june,1987
Kaduna North,Soba,2022,Kaduna North,0.262359134,0.305928853,0.191150441,0.107000951,0.657446265,0.642698146,0.53,1,july,916
Kaduna North,Soba,2025,Kaduna North,0.262359134,0.305928853,0.191150441,0.107000951,0.657446265,0.642698146,0.53,2,july,2011
Kudan,Giwa,2022,Kudan,0.936316836,0.70197158,0.824157478,0.81924715,0.715360241,0.673476599,0.53,1,august,953
Kudan,Giwa,2025,Kudan,0.936316836,0.70197158,0.824157478,0.81924715,0.715360241,0.673476599,0.53,2,august,2048
Kagarko,Oke-Ero,2022,Kagarko,1,0.4,0.423529411,0.6,0.616828924,0.618580297,0.53,1,july,916
Kagarko,Oke-Ero,2025,Kagarko,1,0.4,0.423529411,0.6,0.616828924,0.618580297,0.53,2,july,2011
Kaura,Soba,2022,Kaura,1,0.685714285,0.703448276,0.635294118,0.544538981,0.570694568,0.53,1,july,916
Kaura,Soba,2025,Kaura,1,0.685714285,0.703448276,0.635294118,0.544538981,0.570694568,0.53,2,july,2011
Kauru,Soba,2022,Kauru,1,0.618679891,0.8,1,0.435728811,0.488559081,0.53,1,july,916
Kauru,Soba,2025,Kauru,1,0.618679891,0.8,1,0.435728811,0.488559081,0.53,2,july,2011
Kubau,Soba,2022,Kubau,0.973286722,0.857975134,0.665941433,0.78105594,0.686299075,0.658563106,0.53,1,july,916
Kubau,Soba,2025,Kubau,0.973286722,0.857975134,0.665941433,0.78105594,0.686299075,0.658563106,0.53,2,july,2011
Lere,Soba,2022,Lere,1,0.854700854,0.685599464,0.861704423,0.49638178,0.535617259,0.53,1,july,916
Lere,Soba,2025,Lere,1,0.854700854,0.685599464,0.861704423,0.49638178,0.535617259,0.53,2,july,2011
Markafi,Gwarzo,2022,Markafi,0.847143337,0.728229592,0.610375448,0.832311128,0.721594857,0.676537716,0.53,1,august,953
Markafi,Gwarzo,2025,Markafi,0.847143337,0.728229592,0.610375448,0.832311128,0.721594857,0.676537716,0.53,2,august,2048
Sabon-Gari,Soba,2022,Sabon-Gari,0.729440106,0.42563001,0.434370905,0.448903076,0.655108883,0.641366645,0.53,1,july,916
Sabon-Gari,Soba,2025,Sabon-Gari,0.729440106,0.42563001,0.434370905,0.448903076,0.655108883,0.641366645,0.53,2,july,2011
Sanga,Soba,2022,Sanga,0.84,0.65,0.9,0.609836065,0.447246758,0.49769857,0.53,1,july,916
Sanga,Soba,2025,Sanga,0.84,0.65,0.9,0.609836065,0.447246758,0.49769857,0.53,2,july,2011
Soba,Soba,2022,Soba,1,0.899578746,0.887240267,0.807866724,0.582055388,0.596311426,0.53,1,july,916
Soba,Soba,2025,Soba,1,0.899578746,0.887240267,0.807866724,0.582055388,0.596311426,0.53,2,july,2011
Zango-Kataf,Soba,2022,Zango-Kataf,0.732714144,0.645532451,0.764404398,0.874100714,0.379476754,0.442972479,0.53,1,july,916
Zango-Kataf,Soba,2025,Zango-Kataf,0.732714144,0.645532451,0.764404398,0.874100714,0.379476754,0.442972479,0.53,2,july,2011
Zaria,Soba,2022,Zaria,0.743328235,0.478803305,0.392017872,0.441257942,0.608376269,0.6133025,0.53,1,july,916
Zaria,Soba,2025,Zaria,0.743328235,0.478803305,0.392017872,0.441257942,0.608376269,0.6133025,0.53,2,july,2011
Kaduna South,Soba,2022,Kaduna South,0.571271896,0.63801319,0.522098569,0.457095846,0.679569503,0.654957316,0.53,1,july,916
Kaduna South,Soba,2025,Kaduna South,0.571271896,0.63801319,0.522098569,0.457095846,0.679569503,0.654957316,0.53,2,july,2011
Bichi,Gwarzo,2022,Bichi,0.847143337,0.728229592,0.610375448,0.832311128,0.768444039,0.698007406,0.53,1,august,953
Bichi,Gwarzo,2025,Bichi,0.847143337,0.728229592,0.610375448,0.832311128,0.768444039,0.698007406,0.53,2,august,2048
Ajingi,Taura,2022,Ajingi,1,0.872727272,0.888888889,1,0.772623248,0.699793659,0.53,1,july,916
Ajingi,Taura,2025,Ajingi,1,0.872727272,0.888888889,1,0.772623248,0.699793659,0.53,2,july,2011
Albasu,Takali,2022,Albasu,0.947368421,0.757894736,0.709090909,0.967741936,0.794967768,0.70899614,0.53,1,september,980
Albasu,Takali,2025,Albasu,0.947368421,0.757894736,0.709090909,0.967741936,0.794967768,0.70899614,0.53,2,september,2075
Bagwai,Babura,2022,Bagwai,1,0.837209303,0.852631579,1,0.804608217,0.712788613,0.53,1,may,861
Bagwai,Babura,2025,Bagwai,1,0.837209303,0.852631579,1,0.804608217,0.712788613,0.53,2,may,1956
Bebeji,Gwarzo,2022,Bebeji,0.915789474,0.84,0.690909091,0.8,0.827726878,0.721458816,0.53,1,august,953
Bebeji,Gwarzo,2025,Bebeji,0.915789474,0.84,0.690909091,0.8,0.827726878,0.721458816,0.53,2,august,2048
Dambatta,Babura,2022,Dambatta,0.701538462,0.681081082,0.342857143,0.847058824,0.74901951,0.689430592,0.53,1,may,861
Dambatta,Babura,2025,Dambatta,0.701538462,0.681081082,0.342857143,0.847058824,0.74901951,0.689430592,0.53,2,may,1956
Dawakin Kudu,Gwarzo,2022,Dawakin Kudu,1,0.818181818,0.733333333,0.833333333,0.806145696,0.713383698,0.53,1,august,953
Dawakin Kudu,Gwarzo,2025,Dawakin Kudu,1,0.818181818,0.733333333,0.833333333,0.806145696,0.713383698,0.53,2,august,2048
Dawakin Tofa,Taura,2022,Dawakin Tofa,0.995121952,0.952941176,0.744,0.952380953,0.798723746,0.710486296,0.53,1,july,916
Dawakin Tofa,Taura,2025,Dawakin Tofa,0.995121952,0.952941176,0.744,0.952380953,0.798723746,0.710486296,0.53,2,july,2011
Doguwa,Giwa,2022,Doguwa,0.883333333,0.925,0.6,0.979310345,0.698189254,0.664793709,0.53,1,august,953
Doguwa,Giwa,2025,Doguwa,0.883333333,0.925,0.6,0.979310345,0.698189254,0.664793709,0.53,2,august,2048
Gabasawa,Taura,2022,Gabasawa,0.790243902,0.735483871,0.793220339,0.838709677,0.749885825,0.689822821,0.53,1,july,916
Gabasawa,Taura,2025,Gabasawa,0.790243902,0.735483871,0.793220339,0.838709677,0.749885825,0.689822821,0.53,2,july,2011
Garko,Gwarzo,2022,Garko,0.790243902,0.488888888,0.489795918,0.795,0.768838005,0.698176678,0.53,1,august,953
Garko,Gwarzo,2025,Garko,0.790243902,0.488888888,0.489795918,0.795,0.768838005,0.698176678,0.53,2,august,2048
Garum Mallam,Gwarzo,2022,Garum Mallam,0.981818182,0.9,0.730434782,0.940540541,0.862288859,0.733346686,0.53,1,august,953
Garum Mallam,Gwarzo,2025,Garum Mallam,0.981818182,0.9,0.730434782,0.940540541,0.862288859,0.733346686,0.53,2,august,2048
Gaya,Gwarzo,2022,Gaya,1,0.876923077,0.967741936,1,0.763092032,0.695689515,0.53,1,august,953
Gaya,Gwarzo,2025,Gaya,1,0.876923077,0.967741936,1,0.763092032,0.695689515,0.53,2,august,2048
Gezawa,Gwarzo,2022,Gezawa,0.888888889,0.890322581,0.853846154,0.861971831,0.80805322,0.714118308,0.53,1,august,953
Gezawa,Gwarzo,2025,Gezawa,0.888888889,0.890322581,0.853846154,0.861971831,0.80805322,0.714118308,0.53,2,august,2048
Gwale,Alkaleri,2022,Gwale,0.914233264,0.878581796,0.859156327,0.772826422,0.600920439,0.608574402,0.53,1,july,916
Gwale,Alkaleri,2025,Gwale,0.914233264,0.878581796,0.859156327,0.772826422,0.600920439,0.608574402,0.53,2,july,2011
Gwarzo,Gwarzo,2022,Gwarzo,0.807692308,0.6,0.484210526,0.646153846,0.823387017,0.719876187,0.53,1,august,953
Gwarzo,Gwarzo,2025,Gwarzo,0.807692308,0.6,0.484210526,0.646153846,0.823387017,0.719876187,0.53,2,august,2048
Kabo,Gwarzo,2022,Kabo,0.912429384,0.831786166,0.652929407,0.900448916,0.81249578,0.71581337,0.53,1,august,953
Kabo,Gwarzo,2025,Kabo,0.912429384,0.831786166,0.652929407,0.900448916,0.81249578,0.71581337,0.53,2,august,2048
Kano Municipal,Alkaleri,2022,Kano Municipal,0.58144166,0.458086331,0.40628614,0.597026536,0.636999309,0.630816237,0.53,1,july,916
Kano Municipal,Alkaleri,2025,Kano Municipal,0.58144166,0.458086331,0.40628614,0.597026536,0.636999309,0.630816237,0.53,2,july,2011
Karaye,Gwarzo,2022,Karaye,0.992307692,0.834782609,0.810810811,1,0.844998327,0.727556296,0.53,1,august,953
Karaye,Gwarzo,2025,Karaye,0.992307692,0.834782609,0.810810811,1,0.844998327,0.727556296,0.53,2,august,2048
Kibiya,Gwarzo,2022,Kibiya,0.847143337,0.728229592,0.610375448,0.832311128,0.813323711,0.716126831,0.53,1,august,953
Kibiya,Gwarzo,2025,Kibiya,0.847143337,0.728229592,0.610375448,0.832311128,0.813323711,0.716126831,0.53,2,august,2048
Kiru,Gwarzo,2022,Kiru,0.934829189,0.747904993,0.618907222,0.879907625,0.826693612,0.721083872,0.53,1,august,953
Kiru,Gwarzo,2025,Kiru,0.934829189,0.747904993,0.618907222,0.879907625,0.826693612,0.721083872,0.53,2,august,2048
Kumbotso,Taura,2022,Kumbotso,0.899155189,0.776271641,0.724380983,0.920649707,0.728034042,0.679648396,0.53,1,july,916
Kumbotso,Taura,2025,Kumbotso,0.899155189,0.776271641,0.724380983,0.920649707,0.728034042,0.679648396,0.53,2,july,2011
Yagba West,Oke-Ero,2020,Yagba West,0.3,0.6,0.6,0.620689655,0.304086126,0.380889805,0.53,1,july,186
Yagba West,Oke-Ero,2023,Yagba West,0.3,0.6,0.6,0.620689655,0.304086126,0.380889805,0.53,2,july,1281
Kunchi,Babura,2022,Kunchi,0.610805699,0.423280414,0.292415002,0.57655458,0.729388444,0.680296131,0.53,1,may,861
Kunchi,Babura,2025,Kunchi,0.610805699,0.423280414,0.292415002,0.57655458,0.729388444,0.680296131,0.53,2,may,1956
Kura,Gwarzo,2022,Kura,0.99,0.834782609,0.65,1,0.796070741,0.70943541,0.53,1,august,953
Kura,Gwarzo,2025,Kura,0.99,0.834782609,0.65,1,0.796070741,0.70943541,0.53,2,august,2048
Madobi,Taura,2022,Madobi,0.899155189,0.776271641,0.724380983,0.920649707,0.853563186,0.730463144,0.53,1,july,916
Madobi,Taura,2025,Madobi,0.899155189,0.776271641,0.724380983,0.920649707,0.853563186,0.730463144,0.53,2,july,2011
Makoda,Babura,2022,Makoda,0.763636363,0.622222223,0.646153846,0.891428572,0.698126715,0.664761406,0.53,1,may,861
Makoda,Babura,2025,Makoda,0.763636363,0.622222223,0.646153846,0.891428572,0.698126715,0.664761406,0.53,2,may,1956
Ekiti,Oke-Ero,2020,Ekiti,0.43031805,0.090580595,0.274086707,0.271370104,0.316166435,0.390814415,0.53,1,july,186
Ekiti,Oke-Ero,2023,Ekiti,0.43031805,0.090580595,0.274086707,0.271370104,0.316166435,0.390814415,0.53,2,july,1281
Minjibir,Taura,2022,Minjibir,0.91432654,0.732241915,0.637437455,0.956330214,0.765361635,0.696676631,0.53,1,july,916
Minjibir,Taura,2025,Minjibir,0.91432654,0.732241915,0.637437455,0.956330214,0.765361635,0.696676631,0.53,2,july,2011
Nasarawa1,Alkaleri,2022,Nasarawa1,0.90972332,0.750782609,0.710529702,0.735159722,0.596034944,0.605439633,0.53,1,july,916
Nasarawa1,Alkaleri,2025,Nasarawa1,0.90972332,0.750782609,0.710529702,0.735159722,0.596034944,0.605439633,0.53,2,july,2011
Rano,Gwarzo,2022,Rano,1,0.923076923,0.78,1,0.827920103,0.721528803,0.53,1,august,953
Rano,Gwarzo,2025,Rano,1,0.923076923,0.78,1,0.827920103,0.721528803,0.53,2,august,2048
Rimin Gado,Gwarzo,2022,Rimin Gado,0.847143337,0.728229592,0.610375448,0.832311128,0.821146228,0.719050977,0.53,1,august,953
Rimin Gado,Gwarzo,2025,Rimin Gado,0.847143337,0.728229592,0.610375448,0.832311128,0.821146228,0.719050977,0.53,2,august,2048
Bindawa,Rimi,2021,Bindawa,0.953846154,1,0.96923077,0.967164179,0.7272811,0.679287322,0.53,1,march,435
Bindawa,Rimi,2024,Bindawa,0.953846154,1,0.96923077,0.967164179,0.7272811,0.679287322,0.53,2,march,1530
Rogo,Gwarzo,2022,Rogo,1,0.8,0.692307692,1,0.768098821,0.697858927,0.53,1,august,953
Rogo,Gwarzo,2025,Rogo,1,0.8,0.692307692,1,0.768098821,0.697858927,0.53,2,august,2048
Shanono,Gwarzo,2022,Shanono,0.847143337,0.728229592,0.610375448,0.832311128,0.799731381,0.710883327,0.53,1,august,953
Shanono,Gwarzo,2025,Shanono,0.847143337,0.728229592,0.610375448,0.832311128,0.799731381,0.710883327,0.53,2,august,2048
Sumaila,Takali,2022,Sumaila,1,0.786206897,0.254545454,0.805970149,0.700387319,0.665925938,0.53,1,september,980
Sumaila,Takali,2025,Sumaila,1,0.786206897,0.254545454,0.805970149,0.700387319,0.665925938,0.53,2,september,2075
Takali,Takali,2022,Takali,0.81450755,0.673230589,0.832857575,0.813370818,0.795192474,0.709085745,0.53,1,september,980
Takali,Takali,2025,Takali,0.81450755,0.673230589,0.832857575,0.813370818,0.795192474,0.709085745,0.53,2,september,2075
Tarauni,Alkaleri,2022,Tarauni,0.612949586,0.696563002,0.476494008,0.592086282,0.628535688,0.625743826,0.53,1,july,916
Tarauni,Alkaleri,2025,Tarauni,0.612949586,0.696563002,0.476494008,0.592086282,0.628535688,0.625743826,0.53,2,july,2011
Tudun Wada,Gwarzo,2022,Tudun Wada,0.712727246,0.583564972,0.349424573,0.607244375,0.765017665,0.696527424,0.53,1,august,953
Tudun Wada,Gwarzo,2025,Tudun Wada,0.712727246,0.583564972,0.349424573,0.607244375,0.765017665,0.696527424,0.53,2,august,2048
Ungogo,Taura,2022,Ungogo,0.957964439,0.829539785,0.65477977,0.801454555,0.67144052,0.650525031,0.53,1,july,916
Ungogo,Taura,2025,Ungogo,0.957964439,0.829539785,0.65477977,0.801454555,0.67144052,0.650525031,0.53,2,july,2011
Warawa,Gwarzo,2022,Warawa,0.339622642,0.387096774,0.271698113,0.6,0.807358735,0.713851327,0.53,1,august,953
Warawa,Gwarzo,2025,Warawa,0.339622642,0.387096774,0.271698113,0.6,0.807358735,0.713851327,0.53,2,august,2048
Wudil,Gwarzo,2022,Wudil,0.853683366,0.712056728,0.551180003,0.886838417,0.764562514,0.696329773,0.53,1,august,953
Wudil,Gwarzo,2025,Wudil,0.853683366,0.712056728,0.551180003,0.886838417,0.764562514,0.696329773,0.53,2,august,2048
Daura,Babura,2021,Daura,0.623295532,0.504698506,0.561805822,0.54366486,0.575080323,0.591670466,0.53,1,may,496
Daura,Babura,2024,Daura,0.623295532,0.504698506,0.561805822,0.54366486,0.575080323,0.591670466,0.53,2,may,1591
Bakori,Gwarzo,2021,Bakori,0.792,0.907317073,0.8625,0.887671232,0.670473637,0.649992258,0.53,1,august,588
Bakori,Gwarzo,2024,Bakori,0.792,0.907317073,0.8625,0.887671232,0.670473637,0.649992258,0.53,2,august,1683
Batagarawa,Rimi,2021,Batagarawa,0.905436172,0.629021009,0.571095722,0.832857166,0.663607785,0.646174875,0.53,1,march,435
Batagarawa,Rimi,2024,Batagarawa,0.905436172,0.629021009,0.571095722,0.832857166,0.663607785,0.646174875,0.53,2,march,1530
Batsari,Rimi,2021,Batsari,1,0.730434782,0.528,0.920547946,0.697059776,0.664209538,0.53,1,march,435
Batsari,Rimi,2024,Batsari,1,0.730434782,0.528,0.920547946,0.697059776,0.664209538,0.53,2,march,1530
Charanchi,Rimi,2021,Charanchi,1,0.981818182,0.891428572,0.963636364,0.738728442,0.684701159,0.53,1,march,435
Charanchi,Rimi,2024,Charanchi,1,0.981818182,0.891428572,0.963636364,0.738728442,0.684701159,0.53,2,march,1530
Dan Musa,Rimi,2021,Dan Musa,1,0.981818182,0.992307692,1,0.814381216,0.7165261,0.53,1,march,435
Dan Musa,Rimi,2024,Dan Musa,1,0.981818182,0.992307692,1,0.814381216,0.7165261,0.53,2,march,1530
Dandume,Giwa,2021,Dandume,0.69924743,0.563254504,0.393609354,0.638796836,0.480345251,0.523452319,0.53,1,august,588
Dandume,Giwa,2024,Dandume,0.69924743,0.563254504,0.393609354,0.638796836,0.480345251,0.523452319,0.53,2,august,1683
Danja,Giwa,2021,Danja,0.75652174,0.66,0.24,0.528,0.615786128,0.617933944,0.53,1,august,588
Danja,Giwa,2024,Danja,0.75652174,0.66,0.24,0.528,0.615786128,0.617933944,0.53,2,august,1683
Dutsin-Ma,Rimi,2021,Dutsin-Ma,0.878423186,0.710911537,0.630988288,0.822128818,0.731600297,0.681349048,0.53,1,march,435
Dutsin-Ma,Rimi,2024,Dutsin-Ma,0.878423186,0.710911537,0.630988288,0.822128818,0.731600297,0.681349048,0.53,2,march,1530
Faskari,Giwa,2021,Faskari,0.609836065,0.755555556,0.827586206,0.713513514,0.713932669,0.672768838,0.53,1,august,588
Faskari,Giwa,2024,Faskari,0.609836065,0.755555556,0.827586206,0.713513514,0.713932669,0.672768838,0.53,2,august,1683
Funtua,Gwarzo,2021,Funtua,0.807986262,0.608812205,0.418046705,0.71987441,0.500280747,0.538540771,0.53,1,august,588
Funtua,Gwarzo,2024,Funtua,0.807986262,0.608812205,0.418046705,0.71987441,0.500280747,0.538540771,0.53,2,august,1683
Asa,Oke-Ero,2020,Asa,0.472727273,0.313043478,0.32,0.528813559,0.293917451,0.372563685,0.53,1,july,186
Asa,Oke-Ero,2023,Asa,0.472727273,0.313043478,0.32,0.528813559,0.293917451,0.372563685,0.53,2,july,1281
Ingawa,Rimi,2021,Ingawa,1,1,0.615384616,0.981818182,0.687125681,0.65900205,0.53,1,march,435
Ingawa,Rimi,2024,Ingawa,1,1,0.615384616,0.981818182,0.687125681,0.65900205,0.53,2,march,1530
Kafur,Gwarzo,2021,Kafur,0.850786258,0.843821662,0.876787223,0.81625793,0.742026184,0.686230808,0.53,1,august,588
Kafur,Gwarzo,2024,Kafur,0.850786258,0.843821662,0.876787223,0.81625793,0.742026184,0.686230808,0.53,2,august,1683
Kankara,Rimi,2021,Kankara,1,1,1,1,0.803891608,0.712510337,0.53,1,march,435
Kankara,Rimi,2024,Kankara,1,1,1,1,0.803891608,0.712510337,0.53,2,march,1530
Kankia,Rimi,2021,Kankia,1,0.985714285,1,1,0.757287742,0.693136955,0.53,1,march,435
Kankia,Rimi,2024,Kankia,1,0.985714285,1,1,0.757287742,0.693136955,0.53,2,march,1530
Katsina,Rimi,2021,Katsina,0.680570609,0.667908923,0.565763708,0.597304252,0.71205914,0.671836104,0.53,1,march,435
Katsina,Rimi,2024,Katsina,0.680570609,0.667908923,0.565763708,0.597304252,0.71205914,0.671836104,0.53,2,march,1530
Kurfi,Rimi,2021,Kurfi,0.878423186,0.710911537,0.630988288,0.822128818,0.682045441,0.656290638,0.53,1,march,435
Kurfi,Rimi,2024,Kurfi,0.878423186,0.710911537,0.630988288,0.822128818,0.682045441,0.656290638,0.53,2,march,1530
Kusada,Rimi,2021,Kusada,0.9,0.685714285,0.535714285,0.861971831,0.768769267,0.698147157,0.53,1,march,435
Kusada,Rimi,2024,Kusada,0.9,0.685714285,0.535714285,0.861971831,0.768769267,0.698147157,0.53,2,march,1530
Malumfashi,Gwarzo,2021,Malumfashi,0.685714285,0.6,0.43125,0.652173913,0.793678153,0.708480769,0.53,1,august,588
Malumfashi,Gwarzo,2024,Malumfashi,0.685714285,0.6,0.43125,0.652173913,0.793678153,0.708480769,0.53,2,august,1683
Mani,Rimi,2021,Mani,0.764172914,0.693411929,0.624236147,0.663474962,0.663582347,0.64616062,0.53,1,march,435
Mani,Rimi,2024,Mani,0.764172914,0.693411929,0.624236147,0.663474962,0.663582347,0.64616062,0.53,2,march,1530
Matazuu,Rimi,2021,Matazuu,1,1,1,1,0.801649222,0.711635809,0.53,1,march,435
Matazuu,Rimi,2024,Matazuu,1,1,1,1,0.801649222,0.711635809,0.53,2,march,1530
Birnin Kebbi,Birnin Kebbi,2021,Birnin Kebbi,1,0.857366497,0.648716273,0.940915408,0.745947987,0.688032578,0.53,1,august,588
Birnin Kebbi,Birnin Kebbi,2024,Birnin Kebbi,1,0.857366497,0.648716273,0.940915408,0.745947987,0.688032578,0.53,2,august,1683
Musawa,Gwarzo,2021,Musawa,0.909684517,0.707308958,0.62140619,0.82258017,0.831548285,0.722835449,0.53,1,august,588
Musawa,Gwarzo,2024,Musawa,0.909684517,0.707308958,0.62140619,0.82258017,0.831548285,0.722835449,0.53,2,august,1683
Rimi,Rimi,2021,Rimi,0.878423186,0.710911537,0.630988288,0.822128818,0.681368316,0.655926771,0.53,1,march,435
Rimi,Rimi,2024,Rimi,0.878423186,0.710911537,0.630988288,0.822128818,0.681368316,0.655926771,0.53,2,march,1530
Sabuwa,Giwa,2021,Sabuwa,0.436363637,0.432,0.32,0.68,0.595830662,0.605307927,0.53,1,august,588
Sabuwa,Giwa,2024,Sabuwa,0.436363637,0.432,0.32,0.68,0.595830662,0.605307927,0.53,2,august,1683
Safana,Babura,2021,Safana,1,1,1,1,0.597825124,0.60659165,0.53,1,may,496
Safana,Babura,2024,Safana,1,1,1,1,0.597825124,0.60659165,0.53,2,may,1591
