LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year
Kaltungo,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Kanam,Alkaleri,,0.297169748,0.297169748,0,-1,2018
Kankara,Rimi,,0.209995572,0.209995572,0,-1,2018
Kanke,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Kankia,Rimi,,0.285714286,0.285714286,0,-1,2018
Kano Municipal,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Karasuwa,Taura,,0.057494575,0.057494575,0,-1,2018
Karaye,Gwarzo,,0.416666667,0.416666667,0,-1,2018
Karin-Lamido,Alkaleri,,0.156914887,0.156914887,0,-1,2018
Karu,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Katagum,Gwarzo,,0.116822469,0.116822469,0,-1,2018
Katcha,Oke-Ero,,0.306471335,0.306471335,0,-1,2018
Katsina,Rimi,,0.498949589,0.498949589,0,-1,2018
Katsina-Ala,Keana,,0.177187213,0.177187213,0,-1,2018
Kaugama,Taura,,0.111111111,0.111111111,0,-1,2018
Kaura,Soba,,0.02049469,0.02049469,0,-1,2018
Kaura-Namoda,Rimi,,0.209995572,0.209995572,0,-1,2018
Kauru,Soba,,0.02049469,0.02049469,0,-1,2018
Kazaure,Babura,,0.3125,0.3125,0,-1,2018
Keana,Keana,,0.177187213,0.177187213,0,-1,2018
Kebbe,Birnin Kebbi,,0.42225568,0.42225568,0,-1,2018
Keffi,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Khana,Nsit Ubium,,0.285714286,0.285714286,0,-1,2018
Kibiya,Gwarzo,,0.172172547,0.172172547,0,-1,2018
Kirfi,Alkaleri,,0.076923077,0.076923077,0,-1,2018
Kiri Kasamma,Taura,,0.293729355,0.293729355,0,-1,2018
Kiru,Gwarzo,,0.238749426,0.238749426,0,-1,2018
Kiyawa,Takali,,0.142857143,0.142857143,0,-1,2018
Kogi,Keana,,0.333333333,0.333333333,0,-1,2018
Koko-Besse,Birnin Kebbi,,0.630339538,0.630339538,0,-1,2018
Kokona,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Kolokuma-Opokuma,Ahoada West,,0.389048955,0.389048955,0,-1,2018
Konduga,Darazo,,0.5,0.5,0,-1,2018
Konshisha,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Kontagora,Oke-Ero,,0.320938838,0.320938838,0,-1,2018
Kosofe,Isoko South,,0.691001687,0.691001687,0,-1,2018
Kubau,Soba,,0.02049469,0.02049469,0,-1,2018
Kudan,Giwa,,0.130508332,0.130508332,0,-1,2018
Kuje,Keana,,0.177187213,0.177187213,0,-1,2018
Kukawa,Babura,,0.6,0.6,0,-1,2018
Kumbotso,Taura,,0.174928041,0.174928041,0,-1,2018
Kunchi,Babura,,0.147410353,0.147410353,0,-1,2018
Kura,Gwarzo,,0.222222222,0.222222222,0,-1,2018
Kurfi,Rimi,,0.209995572,0.209995572,0,-1,2018
Kurmi,Oru West,,0.4,0.4,0,-1,2018
Kusada,Rimi,,0.1875,0.1875,0,-1,2018
Kwali,Keana,,0.177187213,0.177187213,0,-1,2018
Kwami,Alkaleri,,0.069494533,0.069494533,0,-1,2018
Kwande,Oke-Ero,,0.188679397,0.188679397,0,-1,2018
Kware,Gawabawa,,0.2,0.2,0,-1,2018
Kwaya Kusar,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Lafia,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Lagelu,Akinyele,,0.154926235,0.154926235,0,-1,2018
Lagos Island,Isoko South,,0.12159624,0.12159624,0,-1,2018
Lagos Mainland,Isoko South,,0.12159624,0.12159624,0,-1,2018
Lamurde,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Langtang North,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Langtang South,Keana,,0.177187213,0.177187213,0,-1,2018
Lapai,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Lau,Alkaleri,,0.181818182,0.181818182,0,-1,2018
Lavun,Oke-Ero,,0.409442103,0.409442103,0,-1,2018
Lere,Soba,,0.02049469,0.02049469,0,-1,2018
Logo,Keana,,0.177187213,0.177187213,0,-1,2018
Lokoja,Keana,,0.177187213,0.177187213,0,-1,2018
Machina,Taura,,0.054679287,0.054679287,0,-1,2018
Madagali,Darazo,,0.114371076,0.114371076,0,-1,2018
Madobi,Taura,,0.174928041,0.174928041,0,-1,2018
Mafa,Darazo,,0.114371076,0.114371076,0,-1,2018
Magama,Oke-Ero,,0.302301803,0.302301803,0,-1,2018
Magumeri,Gawabawa,,0.106631444,0.106631444,0,-1,2018
Mai'Adua,Rimi,,0.4,0.4,0,-1,2018
Maiduguri,Darazo,,0.031180397,0.031180397,0,-1,2018
Maigatari,Babura,,0.20590316,0.20590316,0,-1,2018
Maiha,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Maiyama,Birnin Kebbi,,0.722222222,0.722222222,0,-1,2018
Makoda,Babura,,0.6,0.6,0,-1,2018
Makurdi,Keana,,0.084369554,0.084369554,0,-1,2018
Malam Madori,Taura,,0.5,0.5,0,-1,2018
Malumfashi,Gwarzo,,0.666666667,0.666666667,0,-1,2018
Mangu,Darazo,,0.286332243,0.286332243,0,-1,2018
Mani,Rimi,,0.199881617,0.199881617,0,-1,2018
Maradun,Darazo,,0.073493989,0.073493989,0,-1,2018
Mariga,Oke-Ero,,0.1,0.1,0,-1,2018
Markafi,Gwarzo,,0.172172547,0.172172547,0,-1,2018
Marte,Babura,,0.349277359,0.349277359,0,-1,2018
Maru,Giwa,,0.130508332,0.130508332,0,-1,2018
Mashegu,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Mashi,Rimi,,0.166666667,0.166666667,0,-1,2018
Matazuu,Rimi,,0.285714286,0.285714286,0,-1,2018
Mayo-Belwa,Alkaleri,,0.545454545,0.545454545,0,-1,2018
Mbaitoli,Ngor-Okpala,,0.37771346,0.37771346,0,-1,2018
Mbo,Nsit Ubium,,0.1,0.1,0,-1,2018
Michika,Darazo,,0.114371076,0.114371076,0,-1,2018
Miga,Taura,,0.111111111,0.111111111,0,-1,2018
Mikang,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Minjibir,Taura,,0.537957946,0.537957946,0,-1,2018
Misau,Darazo,,0.122470573,0.122470573,0,-1,2018
Mkpat Enin,Nsit Ubium,,0.37995598,0.37995598,0,-1,2018
Moba,Oke-Ero,,0.086996203,0.086996203,0,-1,2018
Mobbar,Babura,,0.524066481,0.524066481,0,-1,2018
Mokwa,Oke-Ero,,0.255880274,0.255880274,0,-1,2018
Monguno,Babura,,0.349277359,0.349277359,0,-1,2018
Mopa-Muro,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Moro,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Mubi North,Darazo,,0.222784613,0.222784613,0,-1,2018
Mubi South,Darazo,,0.056373989,0.056373989,0,-1,2018
Musawa,Gwarzo,,0.368421053,0.368421053,0,-1,2018
Mushin,Isoko South,,0.12159624,0.12159624,0,-1,2018
Muya,Giwa,,0.357142857,0.357142857,0,-1,2018
Nafada,Alkaleri,,0.20161137,0.20161137,0,-1,2018
Nangere,Darazo,,0.033333333,0.033333333,0,-1,2018
Nasarawa1,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Nasarawa2,Alkaleri,,0.366085612,0.366085612,0,-1,2018
Nasarawa-Eggon,Keana,,0.177187213,0.177187213,0,-1,2018
Ndokwa East,Ahoada West,,0.246461454,0.246461454,0,-1,2018
Ndokwa West,Isoko South,,0.12159624,0.12159624,0,-1,2018
Nembe,Ahoada West,,0.25,0.25,0,-1,2018
Ngala,Taura,,0.174928041,0.174928041,0,-1,2018
Nganzai,Gawabawa,,0.106631444,0.106631444,0,-1,2018
Ngaski,Owan East,,0.604290953,0.604290953,0,-1,2018
Ngor-Okpala,Ngor-Okpala,,0.555555556,0.555555556,0,-1,2018
Nguru,Taura,,0.174928041,0.174928041,0,-1,2018
Ningi,Takali,,0.085910642,0.085910642,0,-1,2018
Njaba,Ngor-Okpala,,0.8,0.8,0,-1,2018
Njikoka,Uzo-Uwani,,0.666666667,0.666666667,0,-1,2018
Nkanu East,Owan East,,0.446239251,0.446239251,0,-1,2018
Nkanu West,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
Nkwerre,Ngor-Okpala,,0.25,0.25,0,-1,2018
Nnewi North,Oru West,,0.411077428,0.411077428,0,-1,2018
Nnewi South,Oru West,,0.573883177,0.573883177,0,-1,2018
Nsit Atai,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
Nsit Ibom,Nsit Ubium,,0.25,0.25,0,-1,2018
Nsit Ubium,Nsit Ubium,,0.428571429,0.428571429,0,-1,2018
Nsukka,Uzo-Uwani,,0.405325453,0.405325453,0,-1,2018
Numan,Alkaleri,,0.647058824,0.647058824,0,-1,2018
Nwangele,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Obafemi-Owode,Owan East,,0.455464296,0.455464296,0,-1,2018
Obanliku,Obubra,,0.41009749,0.41009749,0,-1,2018
Obi Nwa,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Obi1,Keana,,0.177187213,0.177187213,0,-1,2018
Obi2,Keana,,0.177187213,0.177187213,0,-1,2018
Obia-Akpor,Ahoada West,,0.213483794,0.213483794,0,-1,2018
Obokun,Akinyele,,0.154926235,0.154926235,0,-1,2018
Obot Akara,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Obowo,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Obubra,Obubra,,0.41009749,0.41009749,0,-1,2018
Obudu,Obubra,,0.41009749,0.41009749,0,-1,2018
Odeda,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Odigbo,Akinyele,,0.154926235,0.154926235,0,-1,2018
Odogbolu,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Odo-Otin,Owan East,,0.278942779,0.278942779,0,-1,2018
Odukpani,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Offa,Akinyele,,0.154926235,0.154926235,0,-1,2018
Ofu,Owan East,,0.278942779,0.278942779,0,-1,2018
Ogbadibo,Ahoada West,,0.135679232,0.135679232,0,-1,2018
Ogba-Egbema-Ndoni,Owan East,,0.278942779,0.278942779,0,-1,2018
Ogbaru,Ahoada West,,0.666666667,0.666666667,0,-1,2018
Ogbia,Ahoada West,,0.246461454,0.246461454,0,-1,2018
Ogbomosho North,Akinyele,,0.154926235,0.154926235,0,-1,2018
Ogbomosho South,Akinyele,,0.154926235,0.154926235,0,-1,2018
Ogo Oluwa,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Ogoja,Obubra,,0.41009749,0.41009749,0,-1,2018
Ogori-Mangongo,Owan East,,0.278942779,0.278942779,0,-1,2018
Ogu-Bolo,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
Ogun waterside,Owan East,,0.278942779,0.278942779,0,-1,2018
Oguta,Oru West,,0.5,0.5,0,-1,2018
Ohafia,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Ohaji-Egbema,Oru West,,0.466885712,0.466885712,0,-1,2018
Ohaozara,Obubra,,0.689516124,0.689516124,0,-1,2018
Ohaukwu,Owan East,,0.25,0.25,0,-1,2018
Ohimini,Akinyele,,0.154926235,0.154926235,0,-1,2018
Oji-River,Oru West,,0.411077428,0.411077428,0,-1,2018
Ojo,Isoko South,,0.12159624,0.12159624,0,-1,2018
Oju,Oke-Ero,,0.066412872,0.066412872,0,-1,2018
Oke-Ero,Oke-Ero,,0.4,0.4,0,-1,2018
Okehi,Owan East,,0.278942779,0.278942779,0,-1,2018
Okene,Owan East,,0.073066858,0.073066858,0,-1,2018
Okigwe,Ngor-Okpala,,0.333333333,0.333333333,0,-1,2018
Okitipupa,Owan East,,0.278942779,0.278942779,0,-1,2018
Okobo,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
Okpe,Isoko South,,0.12159624,0.12159624,0,-1,2018
Okpokwu,Akinyele,,0.142857143,0.142857143,0,-1,2018
Okrika,Nsit Ubium,,0.561288113,0.561288113,0,-1,2018
Olamabolo,Akinyele,,0.154926235,0.154926235,0,-1,2018
Ola-oluwa,Owan East,,0.333333333,0.333333333,0,-1,2018
Olorunda,Akinyele,,0.154926235,0.154926235,0,-1,2018
Olorunsogo,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Oluyole,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Omala,Keana,,0.177187213,0.177187213,0,-1,2018
Omumma,Ngor-Okpala,,0.071010918,0.071010918,0,-1,2018
Ona-Ara,Akinyele,,0.154926235,0.154926235,0,-1,2018
Ondo East,Akinyele,,0.154926235,0.154926235,0,-1,2018
Ondo West,Akinyele,,0.154926235,0.154926235,0,-1,2018
Onicha,Obubra,,0.375690614,0.375690614,0,-1,2018
Onitsha North,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
Onitsha South,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
Onna,Nsit Ubium,,0.359183639,0.359183639,0,-1,2018
Opobo-Nkoro,Nsit Ubium,,0.610439911,0.610439911,0,-1,2018
Oredo,Uzo-Uwani,,0.317164272,0.317164272,0,-1,2018
Orelope,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Orhionmwon,Uzo-Uwani,,0.182157933,0.182157933,0,-1,2018
Ori Ire,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Oriade,Oke-Ero,,0.339520622,0.339520622,0,-1,2018
Orlu,Oru West,,0.25,0.25,0,-1,2018
Orolu,Oke-Ero,,0.303030378,0.303030378,0,-1,2018
Oron,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
Orsu,Oru West,,0.257661386,0.257661386,0,-1,2018
Oru East,Oru West,,0.411077428,0.411077428,0,-1,2018
Oru West,Oru West,,0.433164524,0.433164524,0,-1,2018
Oruk Anam,Nsit Ubium,,0.292929329,0.292929329,0,-1,2018
Orumba North,Oru West,,0.4807692,0.4807692,0,-1,2018
Orumba South,Oru West,,0.411077428,0.411077428,0,-1,2018
Ose,Owan East,,0.278942779,0.278942779,0,-1,2018
Oshimili North,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
Oshimili South,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
Oshodi-Isolo,Uzo-Uwani,,0.25,0.25,0,-1,2018
Osisioma Ngwa,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Osogbo,Owan East,,0.5,0.5,0,-1,2018
Oturkpo,Owan East,,0.278942779,0.278942779,0,-1,2018
Ovia North East,Owan East,,0.278942779,0.278942779,0,-1,2018
Ovia South West,Akinyele,,0.142857143,0.142857143,0,-1,2018
Owan East,Owan East,,0.2,0.2,0,-1,2018
Owan West,Owan East,,0.278942779,0.278942779,0,-1,2018
Owerri North,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Owerri West,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Owerri-Municipal,Oru West,,0.411077428,0.411077428,0,-1,2018
Owo,Owan East,,0.145621575,0.145621575,0,-1,2018
Oye,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Oyi,Uzo-Uwani,,0.783699091,0.783699091,0,-1,2018
Oyigbo,Nsit Ubium,,0.5,0.5,0,-1,2018
Oyo East,Akinyele,,0.154926235,0.154926235,0,-1,2018
Oyo West,Akinyele,,0.154926235,0.154926235,0,-1,2018
Oyun,Oke-Ero,,0.513597417,0.513597417,0,-1,2018
Pailoro,Oke-Ero,,0.210245212,0.210245212,0,-1,2018
Pankshin,Alkaleri,,0.333333333,0.333333333,0,-1,2018
Patani,Isoko South,,0.12159624,0.12159624,0,-1,2018
Pategi,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Port-Harcourt,Ahoada West,,0.306711988,0.306711988,0,-1,2018
Potiskum,Darazo,,0.013980398,0.013980398,0,-1,2018
Qua'an Pan,Keana,,0.125279627,0.125279627,0,-1,2018
Rabah,Gawabawa,,0.333333333,0.333333333,0,-1,2018
Rafi,Oke-Ero,,0.496424291,0.496424291,0,-1,2018
Rano,Gwarzo,,0.222222222,0.222222222,0,-1,2018
Remo North,Owan East,,0.278942779,0.278942779,0,-1,2018
Rijau,Alkaleri,,0.9,0.9,0,-1,2018
Rimi,Rimi,,0.209995572,0.209995572,0,-1,2018
Rimin Gado,Gwarzo,,0.172172547,0.172172547,0,-1,2018
Ringim,Taura,,0.333333333,0.333333333,0,-1,2018
Riyom,Soba,,0.02049469,0.02049469,0,-1,2018
Rogo,Gwarzo,,0.333333333,0.333333333,0,-1,2018
Roni,Babura,,0.349277359,0.349277359,0,-1,2018
Sabon Birni,Gawabawa,,0.123867041,0.123867041,0,-1,2018
Sabon-Gari,Soba,,0.054684067,0.054684067,0,-1,2018
Sabuwa,Giwa,,0.5,0.5,0,-1,2018
Safana,Babura,,0.444444444,0.444444444,0,-1,2018
Sagbama,Ahoada West,,0.418733984,0.418733984,0,-1,2018
Sakaba,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Saki East,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Saki West,Akinyele,,0.154926235,0.154926235,0,-1,2018
Sandamu,Rimi,,0.209995572,0.209995572,0,-1,2018
Sanga,Soba,,0.02049469,0.02049469,0,-1,2018
Sapele,Isoko South,,0.12159624,0.12159624,0,-1,2018
Sardauna,Oru West,,0.206564122,0.206564122,0,-1,2018
Shagamu,Uzo-Uwani,,0.454039056,0.454039056,0,-1,2018
Shagari,Birnin Kebbi,,0.15,0.15,0,-1,2018
Shanga,Birnin Kebbi,,0.857142857,0.857142857,0,-1,2018
Shani,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Shanono,Gwarzo,,0.172172547,0.172172547,0,-1,2018
Shelleng,Darazo,,0.340187947,0.340187947,0,-1,2018
Shendam,Keana,,0.138149507,0.138149507,0,-1,2018
Shinkafi,Rimi,,0.209995572,0.209995572,0,-1,2018
Shira,Takali,,0.206388206,0.206388206,0,-1,2018
Shiroro,Oke-Ero,,0.426405016,0.426405016,0,-1,2018
Shomgom,Alkaleri,,0.141404793,0.141404793,0,-1,2018
Shomolu,Isoko South,,0.12159624,0.12159624,0,-1,2018
Silame,Gawabawa,,0.083333333,0.083333333,0,-1,2018
Soba,Soba,,0.02049469,0.02049469,0,-1,2018
Sokoto North,Gawabawa,,0.166666667,0.166666667,0,-1,2018
Sokoto South,Birnin Kebbi,,0.42225568,0.42225568,0,-1,2018
Song,Darazo,,0.305714286,0.305714286,0,-1,2018
Southern Ijaw,Ahoada West,,0.246461454,0.246461454,0,-1,2018
Suleja,Babura,,0.368421053,0.368421053,0,-1,2018
Sule-Tankarkar,Giwa,,0.32385119,0.32385119,0,-1,2018
Sumaila,Takali,,0.625,0.625,0,-1,2018
Suru,Birnin Kebbi,,0.533333333,0.533333333,0,-1,2018
Surulere1,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Surulere2,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Tafa,Oke-Ero,,0.5,0.5,0,-1,2018
Tafawa-Balewa,Alkaleri,,0.231206997,0.231206997,0,-1,2018
Tai,Nsit Ubium,,0.077966116,0.077966116,0,-1,2018
Takali,Takali,,0.268237707,0.268237707,0,-1,2018
Takum,Keana,,0.151369488,0.151369488,0,-1,2018
Talata Mafara,Darazo,,0.114371076,0.114371076,0,-1,2018
Tambuwal,Birnin Kebbi,,0.069294778,0.069294778,0,-1,2018
Tangaza,Gawabawa,,0.106631444,0.106631444,0,-1,2018
Tarauni,Alkaleri,,0.811023636,0.811023636,0,-1,2018
Tarka,Keana,,0.177187213,0.177187213,0,-1,2018
Tarmua,Rimi,,0.209995572,0.209995572,0,-1,2018
Taura,Taura,,0.411764706,0.411764706,0,-1,2018
Tofa,Taura,,0.230769231,0.230769231,0,-1,2018
Toro,Giwa,,0.204617808,0.204617808,0,-1,2018
Toto,Keana,,0.177187213,0.177187213,0,-1,2018
Toungo,Keana,,0.071428571,0.071428571,0,-1,2018
Tsafe,Takali,,0.034150989,0.034150989,0,-1,2018
Tsanyawa,Gwarzo,,0.172172547,0.172172547,0,-1,2018
Tudun Wada,Gwarzo,,0.087906934,0.087906934,0,-1,2018
Tureta,Birnin Kebbi,,0.105908045,0.105908045,0,-1,2018
Udenu,Uzo-Uwani,,0.691656723,0.691656723,0,-1,2018
Udi,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
Udu,Isoko South,,0.12159624,0.12159624,0,-1,2018
Udung Uko,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
Ughelli North,Isoko South,,0.12159624,0.12159624,0,-1,2018
Ughelli South,Isoko South,,0.12159624,0.12159624,0,-1,2018
Ugwunagbo,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Uhunmwonde,Owan East,,0.278942779,0.278942779,0,-1,2018
Ukanafun,Nsit Ubium,,0.4,0.4,0,-1,2018
Ukum,Keana,,0.177187213,0.177187213,0,-1,2018
Ukwa East,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
Ukwa West,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
Ukwuani,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
Umuahia North,Oru West,,0.64092895,0.64092895,0,-1,2018
Umuahia South,Ngor-Okpala,,0.5,0.5,0,-1,2018
Umu-Neochi,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Ungogo,Taura,,0.357446766,0.357446766,0,-1,2018
Unuimo,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
Uruan,Nsit Ubium,,0.689497753,0.689497753,0,-1,2018
Urue-Offong-Oruko,Nsit Ubium,,0.4,0.4,0,-1,2018
Ushongo,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Ussa,Oru West,,0.25,0.25,0,-1,2018
Uvwie,Isoko South,,0.12159624,0.12159624,0,-1,2018
Uyo,Nsit Ubium,,0.395245307,0.395245307,0,-1,2018
Uzo-Uwani,Uzo-Uwani,,0.216210522,0.216210522,0,-1,2018
Vandeikya,Oke-Ero,,0.126702176,0.126702176,0,-1,2018
Wamako,Gawabawa,,0.106631444,0.106631444,0,-1,2018
Wamba,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Warawa,Gwarzo,,0.052631579,0.052631579,0,-1,2018
Warji,Takali,,0.153846154,0.153846154,0,-1,2018
Warri North,Owan East,,0.278942779,0.278942779,0,-1,2018
Warri South,Isoko South,,0.12159624,0.12159624,0,-1,2018
Warri South West,Isoko South,,0.12159624,0.12159624,0,-1,2018
Wasagu-Danko,Alkaleri,,0.428571429,0.428571429,0,-1,2018
Wase,Alkaleri,,0.046511611,0.046511611,0,-1,2018
Wudil,Gwarzo,,0.123493704,0.123493704,0,-1,2018
Wukari,Keana,,0.231376297,0.231376297,0,-1,2018
Wurno,Gawabawa,,0.059036723,0.059036723,0,-1,2018
Wushishi,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Yabo,Gawabawa,,0.176470588,0.176470588,0,-1,2018
Yagba East,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Yagba West,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
Yakurr,Obubra,,0.3790322,0.3790322,0,-1,2018
Yala,Oke-Ero,,0.293427231,0.293427231,0,-1,2018
Yamaltu-Deba,Alkaleri,,0.161803669,0.161803669,0,-1,2018
Yankwashi,Babura,,0.476408199,0.476408199,0,-1,2018
Yauri,Birnin Kebbi,,0.666430515,0.666430515,0,-1,2018
Yenegoa,Isoko South,,0.546976409,0.546976409,0,-1,2018
Yola North,Alkaleri,,0.148773002,0.148773002,0,-1,2018
Yola South,Alkaleri,,0.25,0.25,0,-1,2018
Yorro,Alkaleri,,0.107583686,0.107583686,0,-1,2018
Yunusari,Babura,,0.349277359,0.349277359,0,-1,2018
Yusufari,Taura,,0.174928041,0.174928041,0,-1,2018
Zaki,Taura,,0.292063501,0.292063501,0,-1,2018
Zango,Babura,,0.352941176,0.352941176,0,-1,2018
Zango-Kataf,Soba,,0.02049469,0.02049469,0,-1,2018
Zaria,Soba,,0.053514175,0.053514175,0,-1,2018
Zing,Alkaleri,,0.234127553,0.234127553,0,-1,2018
Zurmi,Rimi,,0.209995572,0.209995572,0,-1,2018
Zuru,Alkaleri,,0.234127553,0.234127553,0,-1,2018
