,adm1,LGA,MapB_mix,llin,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
162,Anambra,Onitsha North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Onitsha North,0.8,0.8,0.8,0.8,0.382531956,0.445478249,0.53,2,june,1257
163,Anambra,Onitsha South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Onitsha South,0.8,0.8,0.8,0.8,0.368656397,0.434081069,0.53,1,june,162
164,Anambra,Onitsha South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Onitsha South,0.8,0.8,0.8,0.8,0.368656397,0.434081069,0.53,2,june,1257
165,Anambra,Orumba North,CM+IPTp+LLINs+IPTi,itn ,Oru West,2020,Orumba North,0.8,0.8,0.8,0.8,0.403508225,0.462606614,0.53,1,june,162
166,Anambra,Orumba North,CM+IPTp+LLINs+IPTi,itn ,Oru West,2023,Orumba North,0.8,0.8,0.8,0.8,0.403508225,0.462606614,0.53,2,june,1257
167,Anambra,Orumba South,CM+IPTp+LLINs+IPTi,itn ,Oru West,2020,Orumba South,0.8,0.8,0.8,0.8,0.438379079,0.490669288,0.53,1,june,162
168,Anambra,Orumba South,CM+IPTp+LLINs+IPTi,itn ,Oru West,2023,Orumba South,0.8,0.8,0.8,0.8,0.438379079,0.490669288,0.53,2,june,1257
169,Anambra,Oyi,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.449447388,0.53,1,june,162
170,Anambra,Oyi,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.449447388,0.53,2,june,1257
211,Bayelsa,Brass,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2020,Brass,0.8,0.8,0.8,0.8,0.269238091,0.352505409,0.53,1,may,131
212,Bayelsa,Brass,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2023,Brass,0.8,0.8,0.8,0.8,0.269238091,0.352505409,0.53,2,may,1226
213,Bayelsa,Ekeremor,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2020,Ekeremor,0.8,0.8,0.8,0.8,0.323932604,0.397208796,0.53,1,may,131
214,Bayelsa,Ekeremor,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2023,Ekeremor,0.8,0.8,0.8,0.8,0.323932604,0.397208796,0.53,2,may,1226
215,Bayelsa,Kolokuma-Opokuma,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2020,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.31668418,0.53,1,may,131
216,Bayelsa,Kolokuma-Opokuma,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2023,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.31668418,0.53,2,may,1226
217,Bayelsa,Nembe,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2020,Nembe,0.8,0.8,0.8,0.8,0.273335383,0.35581817,0.53,1,may,131
218,Bayelsa,Nembe,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2023,Nembe,0.8,0.8,0.8,0.8,0.273335383,0.35581817,0.53,2,may,1226
219,Bayelsa,Ogbia,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2020,Ogbia,0.8,0.8,0.8,0.8,0.381331283,0.44449378,0.53,1,may,131
220,Bayelsa,Ogbia,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2023,Ogbia,0.8,0.8,0.8,0.8,0.381331283,0.44449378,0.53,2,may,1226
221,Bayelsa,Sagbama,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2020,Sagbama,0.8,0.8,0.8,0.8,0.219154854,0.312771086,0.53,1,may,131
222,Bayelsa,Sagbama,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2023,Sagbama,0.8,0.8,0.8,0.8,0.219154854,0.312771086,0.53,2,may,1226
223,Bayelsa,Southern Ijaw,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2020,Southern Ijaw,0.8,0.8,0.8,0.8,0.300385456,0.377856327,0.53,1,may,131
224,Bayelsa,Southern Ijaw,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2023,Southern Ijaw,0.8,0.8,0.8,0.8,0.300385456,0.377856327,0.53,2,may,1226
225,Bayelsa,Yenegoa,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2020,Yenegoa,0.8,0.8,0.8,0.8,0.260617689,0.34556186,0.53,1,june,162
226,Bayelsa,Yenegoa,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2023,Yenegoa,0.8,0.8,0.8,0.8,0.260617689,0.34556186,0.53,2,june,1257
227,Benue,Ado,CM+IPTp+LLINs+IPTi,itn ,Akinyele,2020,Ado,0.8,0.8,0.8,0.8,0.357778894,0.425122422,0.53,1,may,131
228,Benue,Ado,CM+IPTp+LLINs+IPTi,itn ,Akinyele,2023,Ado,0.8,0.8,0.8,0.8,0.357778894,0.425122422,0.53,2,may,1226
229,Benue,Agatu,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Agatu,0.8,0.8,0.8,0.8,0.440507142,0.492360644,0.53,1,august,223
230,Benue,Agatu,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Agatu,0.8,0.8,0.8,0.8,0.440507142,0.492360644,0.53,2,august,1318
231,Benue,Apa,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Apa,0.8,0.8,0.8,0.8,0.437711079,0.490137805,0.53,1,august,223
232,Benue,Apa,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Apa,0.8,0.8,0.8,0.8,0.437711079,0.490137805,0.53,2,august,1318
