,adm1,LGA,MapB_mix,llin,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
233,Benue,Buruku,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Buruku,0.8,0.8,0.8,0.8,0.37690999,0.440865552,0.53,1,august,223
234,Benue,Buruku,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Buruku,0.8,0.8,0.8,0.8,0.37690999,0.440865552,0.53,2,august,1318
235,Benue,Gboko,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Gboko,0.8,0.8,0.8,0.8,0.325574075,0.398561371,0.53,1,august,223
236,Benue,Gboko,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Gboko,0.8,0.8,0.8,0.8,0.325574075,0.398561371,0.53,2,august,1318
237,Benue,Guma,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Guma,0.8,0.8,0.8,0.8,0.365014826,0.431083741,0.53,1,august,223
238,Benue,Guma,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Guma,0.8,0.8,0.8,0.8,0.365014826,0.431083741,0.53,2,august,1318
239,Benue,Gwer East,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2020,Gwer East,0.8,0.8,0.8,0.8,0.369333536,0.43463817,0.53,1,july,186
240,Benue,Gwer East,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2023,Gwer East,0.8,0.8,0.8,0.8,0.369333536,0.43463817,0.53,2,july,1281
241,Benue,Gwer West,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Gwer West,0.8,0.8,0.8,0.8,0.423749809,0.478971197,0.53,1,august,223
242,Benue,Gwer West,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Gwer West,0.8,0.8,0.8,0.8,0.423749809,0.478971197,0.53,2,august,1318
243,Benue,Katsina-Ala,CM+IPTp+LLINs+IPTi,itn ,Keana,2020,Katsina-Ala,0.8,0.8,0.8,0.8,0.338062239,0.408859386,0.53,1,august,223
244,Benue,Katsina-Ala,CM+IPTp+LLINs+IPTi,itn ,Keana,2023,Katsina-Ala,0.8,0.8,0.8,0.8,0.338062239,0.408859386,0.53,2,august,1318
245,Benue,Konshisha,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2020,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.45479219,0.53,1,july,186
246,Benue,Konshisha,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2023,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.45479219,0.53,2,july,1281
247,Benue,Kwande,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2020,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.451208693,0.53,1,july,186
248,Benue,Kwande,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2023,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.451208693,0.53,2,july,1281
249,Benue,Logo,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Logo,0.8,0.8,0.8,0.8,0.41751013,0.473946946,0.53,1,august,223
250,Benue,Logo,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Logo,0.8,0.8,0.8,0.8,0.41751013,0.473946946,0.53,2,august,1318
251,Benue,Makurdi,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Makurdi,0.8,0.8,0.8,0.8,0.369068798,0.434420372,0.53,1,august,223
252,Benue,Makurdi,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Makurdi,0.8,0.8,0.8,0.8,0.369068798,0.434420372,0.53,2,august,1318
255,Benue,Ogbadibo,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Ogbadibo,0.8,0.8,0.8,0.8,0.336392711,0.407482111,0.53,1,march,70
256,Benue,Ogbadibo,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Ogbadibo,0.8,0.8,0.8,0.8,0.336392711,0.407482111,0.53,2,march,1165
259,Benue,Oju,CM+IPTp+LLINs+IPTi,itn ,Oke-Ero,2020,Oju,0.8,0.8,0.8,0.8,0.409720848,0.467648858,0.53,1,july,186
260,Benue,Oju,CM+IPTp+LLINs+IPTi,itn ,Oke-Ero,2023,Oju,0.8,0.8,0.8,0.8,0.409720848,0.467648858,0.53,2,july,1281
261,Benue,Okpokwu,CM+IPTp+LLINs+IPTi,itn ,Akinyele,2020,Okpokwu,0.8,0.8,0.8,0.8,0.347201019,0.416399046,0.53,1,may,131
262,Benue,Okpokwu,CM+IPTp+LLINs+IPTi,itn ,Akinyele,2023,Okpokwu,0.8,0.8,0.8,0.8,0.347201019,0.416399046,0.53,2,may,1226
263,Benue,Oturkpo,CM+IPTp+LLINs+SMC,itn ,Owan East,2020,Oturkpo,0.8,0.8,0.8,0.8,0.406479871,0.465020433,0.53,1,march,70
264,Benue,Oturkpo,CM+IPTp+LLINs+SMC,itn ,Owan East,2023,Oturkpo,0.8,0.8,0.8,0.8,0.406479871,0.465020433,0.53,2,march,1165
265,Benue,Tarka,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Tarka,0.8,0.8,0.8,0.8,0.339520975,0.410062837,0.53,1,august,223
266,Benue,Tarka,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Tarka,0.8,0.8,0.8,0.8,0.339520975,0.410062837,0.53,2,august,1318
267,Benue,Ukum,CM+IPTp+LLINs+SMC,itn ,Keana,2020,Ukum,0.8,0.8,0.8,0.8,0.383970395,0.446657171,0.53,1,august,223
268,Benue,Ukum,CM+IPTp+LLINs+SMC,itn ,Keana,2023,Ukum,0.8,0.8,0.8,0.8,0.383970395,0.446657171,0.53,2,august,1318
269,Benue,Ushongo,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2020,Ushongo,0.8,0.8,0.8,0.8,0.333533837,0.405123965,0.53,1,july,186
270,Benue,Ushongo,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2023,Ushongo,0.8,0.8,0.8,0.8,0.333533837,0.405123965,0.53,2,july,1281
271,Benue,Vandeikya,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2020,Vandeikya,0.8,0.8,0.8,0.8,0.384252901,0.446888644,0.53,1,july,186
272,Benue,Vandeikya,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2023,Vandeikya,0.8,0.8,0.8,0.8,0.384252901,0.446888644,0.53,2,july,1281
273,Borno,Abadam,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Abadam,0.8,0.8,0.8,0.8,0.658846787,0.643492642,0.53,1,may,131
274,Borno,Abadam,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Abadam,0.8,0.8,0.8,0.8,0.658846787,0.643492642,0.53,2,may,1226
277,Borno,Bama,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Bama,0.8,0.8,0.8,0.8,0.707957691,0.669778823,0.53,1,july,186
278,Borno,Bama,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Bama,0.8,0.8,0.8,0.8,0.707957691,0.669778823,0.53,2,july,1281
285,Borno,Damboa,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Damboa,0.8,0.8,0.8,0.8,0.695319136,0.663306114,0.53,1,july,186
286,Borno,Damboa,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Damboa,0.8,0.8,0.8,0.8,0.695319136,0.663306114,0.53,2,july,1281
289,Borno,Gubio,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2020,Gubio,0.8,0.8,0.8,0.8,0.814426994,0.716543356,0.53,1,august,223
290,Borno,Gubio,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2023,Gubio,0.8,0.8,0.8,0.8,0.814426994,0.716543356,0.53,2,august,1318
291,Borno,Guzamala,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Guzamala,0.8,0.8,0.8,0.8,0.777569747,0.701881155,0.53,1,may,131
292,Borno,Guzamala,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Guzamala,0.8,0.8,0.8,0.8,0.777569747,0.701881155,0.53,2,may,1226
293,Borno,Gwoza,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Gwoza,0.8,0.8,0.8,0.8,0.679653584,0.655002722,0.53,1,july,186
294,Borno,Gwoza,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Gwoza,0.8,0.8,0.8,0.8,0.679653584,0.655002722,0.53,2,july,1281
299,Borno,Kaga,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Kaga,0.8,0.8,0.8,0.8,0.674887541,0.65241475,0.53,1,july,186
300,Borno,Kaga,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Kaga,0.8,0.8,0.8,0.8,0.674887541,0.65241475,0.53,2,july,1281
301,Borno,Kala-Balge,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Kala/Balge,0.8,0.8,0.8,0.8,0.645505958,0.63582369,0.53,1,july,186
302,Borno,Kala-Balge,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Kala/Balge,0.8,0.8,0.8,0.8,0.645505958,0.63582369,0.53,2,july,1281
303,Borno,Konduga,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.685445232,0.53,1,july,186
304,Borno,Konduga,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.685445232,0.53,2,july,1281
305,Borno,Kukawa,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.632574443,0.53,1,may,131
306,Borno,Kukawa,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.632574443,0.53,2,may,1226
307,Borno,Kwaya Kusar,CM+IPTp+LLINs+SMC,itn ,Alkaleri,2020,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.606689636,0.53,1,july,186
308,Borno,Kwaya Kusar,CM+IPTp+LLINs+SMC,itn ,Alkaleri,2023,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.606689636,0.53,2,july,1281
309,Borno,Mafa,CM+IPTp+LLINs+SMC,itn ,Darazo,2020,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.673505468,0.53,1,july,186
310,Borno,Mafa,CM+IPTp+LLINs+SMC,itn ,Darazo,2023,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.673505468,0.53,2,july,1281
311,Borno,Magumeri,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2020,Magumeri,0.8,0.8,0.8,0.8,0.783011005,0.704144224,0.53,1,august,223
312,Borno,Magumeri,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2023,Magumeri,0.8,0.8,0.8,0.8,0.783011005,0.704144224,0.53,2,august,1318
313,Borno,Marte,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Marte,0.8,0.8,0.8,0.8,0.719831894,0.675677048,0.53,1,may,131
314,Borno,Marte,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Marte,0.8,0.8,0.8,0.8,0.719831894,0.675677048,0.53,2,may,1226
315,Borno,Mobbar,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Mobbar,0.8,0.8,0.8,0.8,0.814938687,0.716736078,0.53,1,may,131
316,Borno,Mobbar,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Mobbar,0.8,0.8,0.8,0.8,0.814938687,0.716736078,0.53,2,may,1226
317,Borno,Monguno,CM+IPTp+LLINs+SMC,itn ,Babura,2020,Monguno,0.8,0.8,0.8,0.8,0.734824367,0.682872976,0.53,1,may,131
318,Borno,Monguno,CM+IPTp+LLINs+SMC,itn ,Babura,2023,Monguno,0.8,0.8,0.8,0.8,0.734824367,0.682872976,0.53,2,may,1226
319,Borno,Ngala,CM+IPTp+LLINs+SMC,itn ,Taura,2020,Ngala,0.8,0.8,0.8,0.8,0.627405037,0.625059413,0.53,1,july,186
320,Borno,Ngala,CM+IPTp+LLINs+SMC,itn ,Taura,2023,Ngala,0.8,0.8,0.8,0.8,0.627405037,0.625059413,0.53,2,july,1281
321,Borno,Nganzai,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2020,Nganzai,0.8,0.8,0.8,0.8,0.772011267,0.699533384,0.53,1,august,223
322,Borno,Nganzai,CM+IPTp+LLINs+SMC,itn ,Gawabawa,2023,Nganzai,0.8,0.8,0.8,0.8,0.772011267,0.699533384,0.53,2,august,1318
323,Borno,Shani,CM+IPTp+LLINs+SMC,itn ,Alkaleri,2020,Shani,0.8,0.8,0.8,0.8,0.675999756,0.653021266,0.53,1,july,186
324,Borno,Shani,CM+IPTp+LLINs+SMC,itn ,Alkaleri,2023,Shani,0.8,0.8,0.8,0.8,0.675999756,0.653021266,0.53,2,july,1281
325,Cross River,Abi,CM+IPTp+LLINs+IPTi,itn ,Obubra,2021,Abi,0.8,0.8,0.8,0.8,0.400313882,0.46000802,0.53,1,june,527
326,Cross River,Abi,CM+IPTp+LLINs+IPTi,itn ,Obubra,2024,Abi,0.8,0.8,0.8,0.8,0.400313882,0.46000802,0.53,2,june,1622
327,Cross River,Akamkpa,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Akamkpa,0.8,0.8,0.8,0.8,0.473355826,0.518082922,0.53,1,june,527
328,Cross River,Akamkpa,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Akamkpa,0.8,0.8,0.8,0.8,0.473355826,0.518082922,0.53,2,june,1622
329,Cross River,Akpabuyo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Akpabuyo,0.8,0.8,0.8,0.8,0.417147714,0.473654536,0.53,1,june,527
330,Cross River,Akpabuyo,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Akpabuyo,0.8,0.8,0.8,0.8,0.417147714,0.473654536,0.53,2,june,1622
333,Cross River,Bekwara,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2021,Bekwara,0.8,0.8,0.8,0.8,0.383264622,0.4460788,0.53,1,july,551
334,Cross River,Bekwara,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2024,Bekwara,0.8,0.8,0.8,0.8,0.383264622,0.4460788,0.53,2,july,1646
335,Cross River,Biase,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Biase,0.8,0.8,0.8,0.8,0.42094549,0.476715539,0.53,1,june,527
336,Cross River,Biase,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Biase,0.8,0.8,0.8,0.8,0.42094549,0.476715539,0.53,2,june,1622
337,Cross River,Boki,CM+IPTp+LLINs+IPTi,itn ,Obubra,2021,Boki,0.8,0.8,0.8,0.8,0.433816783,0.487034109,0.53,1,june,527
338,Cross River,Boki,CM+IPTp+LLINs+IPTi,itn ,Obubra,2024,Boki,0.8,0.8,0.8,0.8,0.433816783,0.487034109,0.53,2,june,1622
339,Cross River,Calabar South,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2021,Calabar South,0.8,0.8,0.8,0.8,0.442007326,0.4935513,0.53,1,june,527
340,Cross River,Calabar South,CM+IPTp+LLINs+IPTi,itn ,Nsit Ubium,2024,Calabar South,0.8,0.8,0.8,0.8,0.442007326,0.4935513,0.53,2,june,1622
343,Cross River,Etung,CM+IPTp+LLINs+IPTi,itn ,Obubra,2021,Etung,0.8,0.8,0.8,0.8,0.470104636,0.515572062,0.53,1,june,527
344,Cross River,Etung,CM+IPTp+LLINs+IPTi,itn ,Obubra,2024,Etung,0.8,0.8,0.8,0.8,0.470104636,0.515572062,0.53,2,june,1622
353,Cross River,Odukpani,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2021,Odukpani,0.8,0.8,0.8,0.8,0.447918712,0.498229176,0.53,1,june,527
354,Cross River,Odukpani,CM+IPTp+LLINs+IPTi,itn ,Ngor-Okpala,2024,Odukpani,0.8,0.8,0.8,0.8,0.447918712,0.498229176,0.53,2,june,1622
355,Cross River,Ogoja,CM+IPTp+LLINs+SMC,itn ,Obubra,2021,Ogoja,0.8,0.8,0.8,0.8,0.439863497,0.491849375,0.53,1,june,527
356,Cross River,Ogoja,CM+IPTp+LLINs+SMC,itn ,Obubra,2024,Ogoja,0.8,0.8,0.8,0.8,0.439863497,0.491849375,0.53,2,june,1622
359,Cross River,Yala,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2021,Yala,0.8,0.8,0.8,0.8,0.446939058,0.497455497,0.53,1,july,551
360,Cross River,Yala,CM+IPTp+LLINs+SMC,itn ,Oke-Ero,2024,Yala,0.8,0.8,0.8,0.8,0.446939058,0.497455497,0.53,2,july,1646
361,Delta,Aniocha North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Aniocha North,0.8,0.8,0.8,0.8,0.369401293,0.434693912,0.53,1,june,892
362,Delta,Aniocha North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Aniocha North,0.8,0.8,0.8,0.8,0.369401293,0.434693912,0.53,2,june,1987
363,Delta,Aniocha South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Aniocha South,0.8,0.8,0.8,0.8,0.311595529,0.387055583,0.53,1,june,892
364,Delta,Aniocha South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Aniocha South,0.8,0.8,0.8,0.8,0.311595529,0.387055583,0.53,2,june,1987
365,Delta,Bomadi,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Bomadi,0.8,0.8,0.8,0.8,0.197303754,0.29598519,0.53,1,june,892
366,Delta,Bomadi,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Bomadi,0.8,0.8,0.8,0.8,0.197303754,0.29598519,0.53,2,june,1987
367,Delta,Burutu,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Burutu,0.8,0.8,0.8,0.8,0.209856161,0.305581011,0.53,1,june,892
368,Delta,Burutu,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Burutu,0.8,0.8,0.8,0.8,0.209856161,0.305581011,0.53,2,june,1987
369,Delta,Ethiope East,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Ethiope East,0.8,0.8,0.8,0.8,0.209725367,0.305480359,0.53,1,june,892
370,Delta,Ethiope East,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Ethiope East,0.8,0.8,0.8,0.8,0.209725367,0.305480359,0.53,2,june,1987
371,Delta,Ethiope West,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Ethiope West,0.8,0.8,0.8,0.8,0.342228555,0.412296673,0.53,1,june,892
372,Delta,Ethiope West,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Ethiope West,0.8,0.8,0.8,0.8,0.342228555,0.412296673,0.53,2,june,1987
373,Delta,Ika North East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Ika North East,0.8,0.8,0.8,0.8,0.388201078,0.450121249,0.53,1,june,892
374,Delta,Ika North East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Ika North East,0.8,0.8,0.8,0.8,0.388201078,0.450121249,0.53,2,june,1987
375,Delta,Ika South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Ika South,0.8,0.8,0.8,0.8,0.37137411,0.436316512,0.53,1,june,892
376,Delta,Ika South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Ika South,0.8,0.8,0.8,0.8,0.37137411,0.436316512,0.53,2,june,1987
377,Delta,Isoko North,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Isoko North,0.8,0.8,0.8,0.8,0.19337815,0.293011529,0.53,1,june,892
378,Delta,Isoko North,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Isoko North,0.8,0.8,0.8,0.8,0.19337815,0.293011529,0.53,2,june,1987
379,Delta,Isoko South,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Isoko South,0.8,0.8,0.8,0.8,0.162398226,0.270038761,0.53,1,june,892
380,Delta,Isoko South,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Isoko South,0.8,0.8,0.8,0.8,0.162398226,0.270038761,0.53,2,june,1987
381,Delta,Ndokwa East,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2022,Ndokwa East,0.8,0.8,0.8,0.8,0.258105917,0.343545804,0.53,1,may,861
382,Delta,Ndokwa East,CM+IPTp+LLINs+IPTi,itn ,Ahoada West,2025,Ndokwa East,0.8,0.8,0.8,0.8,0.258105917,0.343545804,0.53,2,may,1956
385,Delta,Oshimili North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Oshimili North,0.8,0.8,0.8,0.8,0.34095855,0.41124887,0.53,1,june,892
386,Delta,Oshimili North,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Oshimili North,0.8,0.8,0.8,0.8,0.34095855,0.41124887,0.53,2,june,1987
387,Delta,Oshimili South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Oshimili South,0.8,0.8,0.8,0.8,0.3079518,0.384062211,0.53,1,june,892
388,Delta,Oshimili South,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Oshimili South,0.8,0.8,0.8,0.8,0.3079518,0.384062211,0.53,2,june,1987
391,Delta,Sapele,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Sapele,0.8,0.8,0.8,0.8,0.293983111,0.37261735,0.53,1,june,892
392,Delta,Sapele,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Sapele,0.8,0.8,0.8,0.8,0.293983111,0.37261735,0.53,2,june,1987
395,Delta,Ukwuani,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2022,Ukwuani,0.8,0.8,0.8,0.8,0.33569314,0.406905033,0.53,1,june,892
396,Delta,Ukwuani,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2025,Ukwuani,0.8,0.8,0.8,0.8,0.33569314,0.406905033,0.53,2,june,1987
397,Delta,Warri North,CM+IPTp+LLINs+IPTi,itn ,Owan East,2022,Warri North,0.8,0.8,0.8,0.8,0.22537172,0.317614669,0.53,1,march,800
398,Delta,Warri North,CM+IPTp+LLINs+IPTi,itn ,Owan East,2025,Warri North,0.8,0.8,0.8,0.8,0.22537172,0.317614669,0.53,2,march,1895
399,Delta,Warri South West,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2022,Warri South West,0.8,0.8,0.8,0.8,0.13055915,0.247431724,0.53,1,june,892
400,Delta,Warri South West,CM+IPTp+LLINs+IPTi,itn ,Isoko South,2025,Warri South West,0.8,0.8,0.8,0.8,0.13055915,0.247431724,0.53,2,june,1987
427,Edo,Akoko-Edo,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Akoko-Edo,0.8,0.8,0.8,0.8,0.304845225,0.381512482,0.53,1,march,70
428,Edo,Akoko-Edo,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Akoko-Edo,0.8,0.8,0.8,0.8,0.304845225,0.381512482,0.53,2,march,1165
429,Edo,Esan Central,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Esan Central,0.8,0.8,0.8,0.8,0.34342137,0.413280793,0.53,1,march,70
430,Edo,Esan Central,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Esan Central,0.8,0.8,0.8,0.8,0.34342137,0.413280793,0.53,2,march,1165
431,Edo,Esan North East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Esan North East,0.8,0.8,0.8,0.8,0.339061878,0.409684078,0.53,1,june,162
432,Edo,Esan North East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Esan North East,0.8,0.8,0.8,0.8,0.339061878,0.409684078,0.53,2,june,1257
433,Edo,Esan South East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Esan South East,0.8,0.8,0.8,0.8,0.404971726,0.463795838,0.53,1,june,162
434,Edo,Esan South East,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Esan South East,0.8,0.8,0.8,0.8,0.404971726,0.463795838,0.53,2,june,1257
435,Edo,Esan West,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Esan West,0.8,0.8,0.8,0.8,0.366421113,0.432241487,0.53,1,june,162
436,Edo,Esan West,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Esan West,0.8,0.8,0.8,0.8,0.366421113,0.432241487,0.53,2,june,1257
437,Edo,Etsako Central,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Etsako Central,0.8,0.8,0.8,0.8,0.300181787,0.377689484,0.53,1,march,70
438,Edo,Etsako Central,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Etsako Central,0.8,0.8,0.8,0.8,0.300181787,0.377689484,0.53,2,march,1165
439,Edo,Etsako East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Etsako East,0.8,0.8,0.8,0.8,0.314825995,0.389711717,0.53,1,march,70
440,Edo,Etsako East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Etsako East,0.8,0.8,0.8,0.8,0.314825995,0.389711717,0.53,2,march,1165
441,Edo,Etsako West,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Etsako West,0.8,0.8,0.8,0.8,0.290127246,0.36946828,0.53,1,march,70
442,Edo,Etsako West,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Etsako West,0.8,0.8,0.8,0.8,0.290127246,0.36946828,0.53,2,march,1165
443,Edo,Igueben,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Igueben,0.8,0.8,0.8,0.8,0.415233246,0.472108841,0.53,1,june,162
444,Edo,Igueben,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Igueben,0.8,0.8,0.8,0.8,0.415233246,0.472108841,0.53,2,june,1257
445,Edo,Orhionmwon,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2020,Orhionmwon,0.8,0.8,0.8,0.8,0.335936711,0.407105953,0.53,1,june,162
446,Edo,Orhionmwon,CM+IPTp+LLINs+IPTi,itn ,Uzo-Uwani,2023,Orhionmwon,0.8,0.8,0.8,0.8,0.335936711,0.407105953,0.53,2,june,1257
447,Edo,Ovia North East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Ovia North East,0.8,0.8,0.8,0.8,0.337624396,0.408498179,0.53,1,march,70
448,Edo,Ovia North East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Ovia North East,0.8,0.8,0.8,0.8,0.337624396,0.408498179,0.53,2,march,1165
449,Edo,Ovia South West,CM+IPTp+LLINs+IPTi,itn ,Akinyele,2020,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.429873962,0.53,1,may,131
450,Edo,Ovia South West,CM+IPTp+LLINs+IPTi,itn ,Akinyele,2023,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.429873962,0.53,2,may,1226
451,Edo,Owan East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.389928709,0.53,1,march,70
452,Edo,Owan East,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.389928709,0.53,2,march,1165
453,Edo,Owan West,CM+IPTp+LLINs+IPTi,itn ,Owan East,2020,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.451058274,0.53,1,march,70
454,Edo,Owan West,CM+IPTp+LLINs+IPTi,itn ,Owan East,2023,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.451058274,0.53,2,march,1165
