,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,MapB_mix,llin_MapB
297,Awgu,Oru West,2020,Awgu,0.1,0.114285714,0.128571428,0.102439025,0.428474781,0.482762456,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
298,Awgu,Oru West,2023,Awgu,0.1,0.114285714,0.128571428,0.102439025,0.428474781,0.482762456,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
299,Ekiti West,Oke-Ero,2020,Ekiti West,0.221068241,0.256597037,0.249446446,0.300290636,0.332828195,0.404541983,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
300,Ekiti West,Oke-Ero,2023,Ekiti West,0.221068241,0.256597037,0.249446446,0.300290636,0.332828195,0.404541983,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
301,Emure,Oke-Ero,2020,Emure,0.428571428,0.184615385,0.109090909,0.26,0.372039671,0.436863758,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
302,Emure,Oke-Ero,2023,Emure,0.428571428,0.184615385,0.109090909,0.26,0.372039671,0.436863758,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
303,Gboyin,Obubra,2020,Gboyin,0.383802348,0.157862298,0.226565999,0.285694846,0.286540024,0.36654315,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
304,Gboyin,Obubra,2023,Gboyin,0.383802348,0.157862298,0.226565999,0.285694846,0.286540024,0.36654315,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
305,Idosi-Osi,Oke-Ero,2020,Idosi-Osi,0.240521107,0.24162415,0.18427554,0.188419451,0.302701283,0.379754213,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
306,Idosi-Osi,Oke-Ero,2023,Idosi-Osi,0.240521107,0.24162415,0.18427554,0.188419451,0.302701283,0.379754213,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
307,Ijero,Oke-Ero,2020,Ijero,0.422275001,0.478928993,0.258617287,0.252217649,0.264220599,0.348459432,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
308,Ijero,Oke-Ero,2023,Ijero,0.422275001,0.478928993,0.258617287,0.252217649,0.264220599,0.348459432,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
309,Ikere,Owan East,2020,Ikere,0.6,0.2,0.36,0.346666667,0.456857423,0.50525877,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
310,Ikere,Owan East,2023,Ikere,0.6,0.2,0.36,0.346666667,0.456857423,0.50525877,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
311,Ikole,Oke-Ero,2020,Ikole,0.255779288,0.275245727,0.227091311,0.269080309,0.320812672,0.394638898,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
312,Ikole,Oke-Ero,2023,Ikole,0.255779288,0.275245727,0.227091311,0.269080309,0.320812672,0.394638898,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
313,Ilemeji,Oke-Ero,2020,Ilemeji,0.8,0.685714285,0.48,0.288,0.308389127,0.384421328,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
314,Ilemeji,Oke-Ero,2023,Ilemeji,0.8,0.685714285,0.48,0.288,0.308389127,0.384421328,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
315,Irepodun-Ifelodun,Oke-Ero,2020,Irepodun/Ifelodun,0.218181818,0.359315966,0.312455578,0.189473684,0.314066122,0.38908676,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
316,Irepodun-Ifelodun,Oke-Ero,2023,Irepodun/Ifelodun,0.218181818,0.359315966,0.312455578,0.189473684,0.314066122,0.38908676,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
317,Ise-Orun,Oke-Ero,2020,Ise/Orun,0.205272839,0.190119247,0.262588234,0.31964777,0.409896538,0.467791215,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
318,Ise-Orun,Oke-Ero,2023,Ise/Orun,0.205272839,0.190119247,0.262588234,0.31964777,0.409896538,0.467791215,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
319,Moba,Oke-Ero,2020,Moba,0.46071806,0.235711271,0.19145714,0.204607056,0.282164723,0.362981752,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
320,Moba,Oke-Ero,2023,Moba,0.46071806,0.235711271,0.19145714,0.204607056,0.282164723,0.362981752,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
321,Oye,Oke-Ero,2020,Oye,0.294844616,0.251036634,0.043818522,0.171920392,0.299868816,0.377433124,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
322,Oye,Oke-Ero,2023,Oye,0.294844616,0.251036634,0.043818522,0.171920392,0.299868816,0.377433124,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
323,Ezeagu,Uzo-Uwani,2020,Ezeagu,0.48785031,0.372183508,0.220257029,0.416778176,0.415961311,0.472696867,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
324,Ezeagu,Uzo-Uwani,2023,Ezeagu,0.48785031,0.372183508,0.220257029,0.416778176,0.415961311,0.472696867,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
325,Igbo-Etiti,Uzo-Uwani,2020,Igbo-Etiti,0.203745337,0.137322349,0.205139255,0.258123426,0.38332308,0.44612671,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
326,Igbo-Etiti,Uzo-Uwani,2023,Igbo-Etiti,0.203745337,0.137322349,0.205139255,0.258123426,0.38332308,0.44612671,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
327,Igbo-Eze North,Uzo-Uwani,2020,Igbo-Eze North,0.265311358,0.261427006,0.251413723,0.141744674,0.332315805,0.404119407,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
328,Igbo-Eze North,Uzo-Uwani,2023,Igbo-Eze North,0.265311358,0.261427006,0.251413723,0.141744674,0.332315805,0.404119407,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
329,Igbo-Eze South,Uzo-Uwani,2020,Igbo-Eze South,0.279905365,0.163823662,0.200152613,0.288421949,0.361653388,0.428315236,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
330,Igbo-Eze South,Uzo-Uwani,2023,Igbo-Eze South,0.279905365,0.163823662,0.200152613,0.288421949,0.361653388,0.428315236,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
331,Isi-Uzo,Owan East,2020,Isi-Uzo,0.557318098,0.502736003,0.412586323,0.456146924,0.425114132,0.480067127,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
332,Isi-Uzo,Owan East,2023,Isi-Uzo,0.557318098,0.502736003,0.412586323,0.456146924,0.425114132,0.480067127,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
333,Nkanu East,Owan East,2020,Nkanu East,0.671256042,0.367855099,0.314969999,0.473190979,0.414364125,0.471406566,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
334,Nkanu East,Owan East,2023,Nkanu East,0.671256042,0.367855099,0.314969999,0.473190979,0.414364125,0.471406566,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
335,Nkanu West,Uzo-Uwani,2020,Nkanu West,0.252631579,0.12,0.192060578,0.127272727,0.464287853,0.511059551,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
336,Nkanu West,Uzo-Uwani,2023,Nkanu West,0.252631579,0.12,0.192060578,0.127272727,0.464287853,0.511059551,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
337,Nsukka,Uzo-Uwani,2020,Nsukka,0.463342644,0.369700832,0.156130486,0.266196631,0.391481406,0.452803528,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
338,Nsukka,Uzo-Uwani,2023,Nsukka,0.463342644,0.369700832,0.156130486,0.266196631,0.391481406,0.452803528,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
339,Oji-River,Oru West,2020,Oji-River,0.104347826,0.271135903,0.066666667,0.046753247,0.407484101,0.465835335,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
340,Oji-River,Oru West,2023,Oji-River,0.104347826,0.271135903,0.066666667,0.046753247,0.407484101,0.465835335,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
341,Udenu,Uzo-Uwani,2020,Udenu,0.262539571,0.204983605,0.033715247,0.210533683,0.38139738,0.444547985,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
342,Udenu,Uzo-Uwani,2023,Udenu,0.262539571,0.204983605,0.033715247,0.210533683,0.38139738,0.444547985,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
343,Udi,Uzo-Uwani,2020,Udi,0.36480972,0.30471194,0.19492327,0.310720417,0.379547492,0.443030522,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
344,Udi,Uzo-Uwani,2023,Udi,0.36480972,0.30471194,0.19492327,0.310720417,0.379547492,0.443030522,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
345,Uzo-Uwani,Uzo-Uwani,2020,Uzo-Uwani,0.392434004,0.440648317,0.104010533,0.303260234,0.404737188,0.463605313,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
346,Uzo-Uwani,Uzo-Uwani,2023,Uzo-Uwani,0.392434004,0.440648317,0.104010533,0.303260234,0.404737188,0.463605313,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
347,Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,0.109090909,0.514285715,0.092307692,0.257142857,0.4502266,0.500049325,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
348,Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,0.109090909,0.514285715,0.092307692,0.257142857,0.4502266,0.500049325,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
349,Abaji,Keana,2020,Abaji,0.512104283,0.291000943,0.218387171,0.40930185,0.476373849,0.520406247,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
350,Abaji,Keana,2023,Abaji,0.512104283,0.291000943,0.218387171,0.40930185,0.476373849,0.520406247,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
351,Kwali,Keana,2020,Kwali,0.298969607,0.109403408,0.114653428,0.288863425,0.476055073,0.520161192,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
352,Kwali,Keana,2023,Kwali,0.298969607,0.109403408,0.114653428,0.288863425,0.476055073,0.520161192,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
353,Bunkure,Gwarzo,2022,Bunkure,0.995744681,0.8,0.952941176,1,0.769743323,0.698564959,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn 
354,Bunkure,Gwarzo,2025,Bunkure,0.995744681,0.8,0.952941176,1,0.769743323,0.698564959,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn 
355,Dala,Alkaleri,2022,Dala,0.790272304,0.543434323,0.558284044,0.745323116,0.582690135,0.59673093,0.53,1,july,916,CM+IPTp+UrbanLLINs+SMC,itn 
356,Dala,Alkaleri,2025,Dala,0.790272304,0.543434323,0.558284044,0.745323116,0.582690135,0.59673093,0.53,2,july,2011,CM+IPTp+UrbanLLINs+SMC,itn 
357,Nafada,Alkaleri,2021,Nafada,0.576564998,0.464735044,0.32568141,0.861783491,0.699548844,0.665494757,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
358,Nafada,Alkaleri,2024,Nafada,0.576564998,0.464735044,0.32568141,0.861783491,0.699548844,0.665494757,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
359,Aboh-Mbaise,Ngor-Okpala,2020,Aboh-Mbaise,0.233333333,0.31976846,0.092307692,0.103225806,0.366998982,0.432717137,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
360,Aboh-Mbaise,Ngor-Okpala,2023,Aboh-Mbaise,0.233333333,0.31976846,0.092307692,0.103225806,0.366998982,0.432717137,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
361,Ehime-Mbano,Ngor-Okpala,2020,Ehime-Mbano,0.21228156,0.22884809,0.230084057,0.154141711,0.459803075,0.507563152,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
362,Ehime-Mbano,Ngor-Okpala,2023,Ehime-Mbano,0.21228156,0.22884809,0.230084057,0.154141711,0.459803075,0.507563152,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
363,Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.047420383,0.075234955,0.131264359,0.22704068,0.456817192,0.505227255,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
364,Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.047420383,0.075234955,0.131264359,0.22704068,0.456817192,0.505227255,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
365,Ideato North,Oru West,2020,Ideato North,0.116372477,0.161678989,0.074975282,0.151633037,0.449066913,0.499135162,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
366,Ideato North,Oru West,2023,Ideato North,0.116372477,0.161678989,0.074975282,0.151633037,0.449066913,0.499135162,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
367,Ideato South,Ngor-Okpala,2020,Ideato South,0.545454546,0.31976846,0.114285714,0.141176471,0.438565746,0.490817759,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
368,Ideato South,Ngor-Okpala,2023,Ideato South,0.545454546,0.31976846,0.114285714,0.141176471,0.438565746,0.490817759,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
369,Ihitte-Uboma,Ngor-Okpala,2020,Ihitte/Uboma,0.365309446,0.31976846,0.263166845,0.320293091,0.471133329,0.516367403,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
370,Ihitte-Uboma,Ngor-Okpala,2023,Ihitte/Uboma,0.365309446,0.31976846,0.263166845,0.320293091,0.471133329,0.516367403,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
371,Ikeduru,Ngor-Okpala,2020,Ikeduru,0.203486815,0.14600814,0.205910041,0.289079735,0.402638622,0.461899584,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
372,Ikeduru,Ngor-Okpala,2023,Ikeduru,0.203486815,0.14600814,0.205910041,0.289079735,0.402638622,0.461899584,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
373,Isiala Mbano,Ngor-Okpala,2020,Isiala Mbano,0.347861768,0.292303642,0.272868268,0.252651161,0.468083262,0.514006846,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
374,Isiala Mbano,Ngor-Okpala,2023,Isiala Mbano,0.347861768,0.292303642,0.272868268,0.252651161,0.468083262,0.514006846,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
375,Isu,Ngor-Okpala,2020,Isu,0.257142857,0.31976846,0.3,0.345762712,0.310898215,0.386482512,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
376,Isu,Ngor-Okpala,2023,Isu,0.257142857,0.31976846,0.3,0.345762712,0.310898215,0.386482512,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
377,Mbaitoli,Ngor-Okpala,2020,Mbaitoli,0.465754478,0.366334868,0.181531481,0.340041557,0.257476859,0.343041421,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
378,Mbaitoli,Ngor-Okpala,2023,Mbaitoli,0.465754478,0.366334868,0.181531481,0.340041557,0.257476859,0.343041421,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
379,Obowo,Ngor-Okpala,2020,Obowo,0.055392396,0.09089523,0.081338933,0.174273542,0.461408625,0.508816551,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
380,Obowo,Ngor-Okpala,2023,Obowo,0.055392396,0.09089523,0.081338933,0.174273542,0.461408625,0.508816551,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
381,Ngor-Okpala,Ngor-Okpala,2020,Ngor-Okpala,0.181818182,0.31976846,0.066666667,0.295384615,0.247389039,0.334983127,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
382,Ngor-Okpala,Ngor-Okpala,2023,Ngor-Okpala,0.181818182,0.31976846,0.066666667,0.295384615,0.247389039,0.334983127,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
383,Njaba,Ngor-Okpala,2020,Njaba,0.365309446,0.103874149,0.043213324,0.039441044,0.25554311,0.341492273,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
384,Njaba,Ngor-Okpala,2023,Njaba,0.365309446,0.103874149,0.043213324,0.039441044,0.25554311,0.341492273,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
385,Nkwerre,Ngor-Okpala,2020,Nkwerre,0.266415162,0.125948143,0.263166845,0.219099569,0.404085994,0.463076205,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
386,Nkwerre,Ngor-Okpala,2023,Nkwerre,0.266415162,0.125948143,0.263166845,0.219099569,0.404085994,0.463076205,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
387,Nwangele,Ngor-Okpala,2020,Nwangele,0.365309446,0.31976846,0.263166845,0.320293091,0.427322485,0.481838967,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
388,Nwangele,Ngor-Okpala,2023,Nwangele,0.365309446,0.31976846,0.263166845,0.320293091,0.427322485,0.481838967,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
389,Oyo East,Akinyele,2020,Oyo East,0.266666666,0.171428572,0.333333334,0.30909091,0.47806867,0.521707747,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
390,Oyo East,Akinyele,2023,Oyo East,0.266666666,0.171428572,0.333333334,0.30909091,0.47806867,0.521707747,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
391,Oguta,Oru West,2020,Oguta,0.425806452,0.4,0.288,0.352941176,0.21360058,0.308468253,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
392,Oguta,Oru West,2023,Oguta,0.425806452,0.4,0.288,0.352941176,0.21360058,0.308468253,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
393,Ohaji-Egbema,Oru West,2020,Ohaji/Egbema,0.314235778,0.115054669,0.115249358,0.180804799,0.230681852,0.321773866,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
394,Ohaji-Egbema,Oru West,2023,Ohaji/Egbema,0.314235778,0.115054669,0.115249358,0.180804799,0.230681852,0.321773866,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
395,Okigwe,Ngor-Okpala,2020,Okigwe,0.288,0.23076923,0.081818182,0.12173913,0.46132433,0.508750791,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
396,Okigwe,Ngor-Okpala,2023,Okigwe,0.288,0.23076923,0.081818182,0.12173913,0.46132433,0.508750791,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
397,Orlu,Oru West,2020,Orlu,0.313043478,0.15,0.16,0.188764045,0.36849761,0.433950418,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
398,Orlu,Oru West,2023,Orlu,0.313043478,0.15,0.16,0.188764045,0.36849761,0.433950418,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
399,Orsu,Oru West,2020,Orsu,0.309503807,0.437922689,0.394043159,0.292035505,0.258149058,0.343580402,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
400,Orsu,Oru West,2023,Orsu,0.309503807,0.437922689,0.394043159,0.292035505,0.258149058,0.343580402,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
401,Oru East,Oru West,2020,Oru East,0.063157895,0.266666666,0.272727272,0.2,0.187100101,0.288284046,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
402,Oru East,Oru West,2023,Oru East,0.063157895,0.266666666,0.272727272,0.2,0.187100101,0.288284046,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
403,Oru West,Oru West,2020,Oru West,0.327283664,0.399900749,0.248941823,0.415462684,0.176205894,0.28016566,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
404,Oru West,Oru West,2023,Oru West,0.327283664,0.399900749,0.248941823,0.415462684,0.176205894,0.28016566,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
405,Owerri-Municipal,Oru West,2020,Owerri-Municipal,0.975,0.9,1,0.702857143,0.197408696,0.296064867,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
406,Owerri-Municipal,Oru West,2023,Owerri-Municipal,0.975,0.9,1,0.702857143,0.197408696,0.296064867,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
407,Owerri North,Ngor-Okpala,2020,Owerri North,0.742857143,0.8,0.631578947,0.729411764,0.244109669,0.332376349,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
408,Owerri North,Ngor-Okpala,2023,Owerri North,0.742857143,0.8,0.631578947,0.729411764,0.244109669,0.332376349,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
409,Owerri West,Ngor-Okpala,2020,Owerri West,0.365309446,0.31976846,0.263166845,0.320293091,0.204213478,0.301251273,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
410,Owerri West,Ngor-Okpala,2023,Owerri West,0.365309446,0.31976846,0.263166845,0.320293091,0.204213478,0.301251273,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
411,Unuimo,Ngor-Okpala,2020,Unuimo,0.365309446,0.31976846,0.263166845,0.320293091,0.474438578,0.518917277,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
412,Unuimo,Ngor-Okpala,2023,Unuimo,0.365309446,0.31976846,0.263166845,0.320293091,0.474438578,0.518917277,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
413,Biriniwa,Taura,2021,Biriniwa,0.899155189,0.776271641,1,0.920649707,0.694642094,0.662953681,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
414,Biriniwa,Taura,2024,Biriniwa,0.899155189,0.776271641,1,0.920649707,0.694642094,0.662953681,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
415,Guri,Taura,2021,Guri,0.899155189,0.776271641,0.724380983,0.920649707,0.666612333,0.647852757,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
416,Guri,Taura,2024,Guri,0.899155189,0.776271641,0.724380983,0.920649707,0.666612333,0.647852757,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
417,Kaugama,Taura,2021,Kaugama,1,1,1,0.920649707,0.649987707,0.638425145,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
418,Kaugama,Taura,2024,Kaugama,1,1,1,0.920649707,0.649987707,0.638425145,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
419,Kazaure,Babura,2021,Kazaure,1,0.947368421,0.95625,1,0.72677407,0.679043778,0.53,1,may,496,CM+IPTp+LLINs+SMC,itn 
420,Kazaure,Babura,2024,Kazaure,1,0.947368421,0.95625,1,0.72677407,0.679043778,0.53,2,may,1591,CM+IPTp+LLINs+SMC,itn 
421,Kiri Kasamma,Taura,2021,Kiri Kasamma,1,1,1,1,0.673959786,0.651907622,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
422,Kiri Kasamma,Taura,2024,Kiri Kasamma,1,1,1,1,0.673959786,0.651907622,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
423,Kajuru,Soba,2022,Kajuru,1,0.914285714,0.576,0.782608696,0.492999945,0.533070449,0.53,1,july,916,CM+IPTp+LLINs+SMC,itn 
424,Kajuru,Soba,2025,Kajuru,1,0.914285714,0.576,0.782608696,0.492999945,0.533070449,0.53,2,july,2011,CM+IPTp+LLINs+SMC,itn 
425,Koko-Besse,Birnin Kebbi,2021,Koko/Besse,1,1,0.810013289,1,0.576157564,0.592390938,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
426,Koko-Besse,Birnin Kebbi,2024,Koko/Besse,1,1,0.810013289,1,0.576157564,0.592390938,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
427,Igabi,Soba,2022,Igabi,0.679213562,0.63397831,0.523986352,0.578134592,0.531995981,0.561783675,0.53,1,july,916,CM+IPTp+LLINs+SMC,itn 
428,Igabi,Soba,2025,Igabi,0.679213562,0.63397831,0.523986352,0.578134592,0.531995981,0.561783675,0.53,2,july,2011,CM+IPTp+LLINs+SMC,itn 
429,Ogori-Mangongo,Owan East,2020,Ogori/Mangongo,0.557318098,0.502736003,0.412586323,0.456146924,0.310733482,0.386347145,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
430,Ogori-Mangongo,Owan East,2023,Ogori/Mangongo,0.557318098,0.502736003,0.412586323,0.456146924,0.310733482,0.386347145,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
431,Kaduna North,Soba,2022,Kaduna North,0.262359134,0.305928853,0.191150441,0.107000951,0.657446265,0.642698146,0.53,1,july,916,CM+IPTp+UrbanLLINs+SMC,itn 
432,Kaduna North,Soba,2025,Kaduna North,0.262359134,0.305928853,0.191150441,0.107000951,0.657446265,0.642698146,0.53,2,july,2011,CM+IPTp+UrbanLLINs+SMC,itn 
433,Zango-Kataf,Soba,2022,Zango-Kataf,0.732714144,0.645532451,0.764404398,0.874100714,0.379476754,0.442972479,0.53,1,july,916,CM+IPTp+LLINs+SMC,itn 
434,Zango-Kataf,Soba,2025,Zango-Kataf,0.732714144,0.645532451,0.764404398,0.874100714,0.379476754,0.442972479,0.53,2,july,2011,CM+IPTp+LLINs+SMC,itn 
435,Albasu,Takali,2022,Albasu,0.947368421,0.757894736,0.709090909,0.967741936,0.794967768,0.70899614,0.53,1,september,980,CM+IPTp+LLINs+SMC,itn 
436,Albasu,Takali,2025,Albasu,0.947368421,0.757894736,0.709090909,0.967741936,0.794967768,0.70899614,0.53,2,september,2075,CM+IPTp+LLINs+SMC,itn 
437,Gezawa,Gwarzo,2022,Gezawa,0.888888889,0.890322581,0.853846154,0.861971831,0.80805322,0.714118308,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn 
438,Gezawa,Gwarzo,2025,Gezawa,0.888888889,0.890322581,0.853846154,0.861971831,0.80805322,0.714118308,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn 
439,Kano Municipal,Alkaleri,2022,Kano Municipal,0.58144166,0.458086331,0.40628614,0.597026536,0.636999309,0.630816237,0.53,1,july,916,CM+IPTp+UrbanLLINs+SMC,itn 
440,Kano Municipal,Alkaleri,2025,Kano Municipal,0.58144166,0.458086331,0.40628614,0.597026536,0.636999309,0.630816237,0.53,2,july,2011,CM+IPTp+UrbanLLINs+SMC,itn 
441,Kiru,Gwarzo,2022,Kiru,0.934829189,0.747904993,0.618907222,0.879907625,0.826693612,0.721083872,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn 
442,Kiru,Gwarzo,2025,Kiru,0.934829189,0.747904993,0.618907222,0.879907625,0.826693612,0.721083872,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn 
443,Kumbotso,Taura,2022,Kumbotso,0.899155189,0.776271641,0.724380983,0.920649707,0.728034042,0.679648396,0.53,1,july,916,CM+IPTp+LLINs+SMC,itn 
444,Kumbotso,Taura,2025,Kumbotso,0.899155189,0.776271641,0.724380983,0.920649707,0.728034042,0.679648396,0.53,2,july,2011,CM+IPTp+LLINs+SMC,itn 
445,Yagba West,Oke-Ero,2020,Yagba West,0.3,0.6,0.6,0.620689655,0.304086126,0.380889805,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
