,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,kill_rate,round,peak,simday,MapA_mix,llin_type
164,Dass,Alkaleri,2024,Dass,0.861111111,0.461538462,0.363636364,0.773584906,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
165,Gamawa,Gwarzo,2021,Gamawa,0.484848485,0.25,0.333333333,0.634920635,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
166,Gamawa,Gwarzo,2024,Gamawa,0.484848485,0.25,0.333333333,0.634920635,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
167,Jama'are,Taura,2021,Jama'are,0.53934621,0.444648002,0.516734467,0.797350525,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
168,Jama'are,Taura,2024,Jama'are,0.53934621,0.444648002,0.516734467,0.797350525,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
169,Ganjuwa,Darazo,2021,Ganjuwa,0.576367392,0.244194758,0.307748719,0.624384825,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
170,Ganjuwa,Darazo,2024,Ganjuwa,0.576367392,0.244194758,0.307748719,0.624384825,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
171,Giade,Darazo,2021,Giade,0.314285714,0.085714286,0.142857143,0.308823529,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
172,Giade,Darazo,2024,Giade,0.314285714,0.085714286,0.142857143,0.308823529,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
173,Itas-Gadau,Taura,2021,Itas/Gadau,0.704426374,0.610191562,0.629827895,0.915155207,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
174,Itas-Gadau,Taura,2024,Itas/Gadau,0.704426374,0.610191562,0.629827895,0.915155207,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
175,Katagum,Gwarzo,2021,Katagum,0.515383228,0.391156259,0.432060917,0.764630621,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
176,Katagum,Gwarzo,2024,Katagum,0.515383228,0.391156259,0.432060917,0.764630621,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
177,Kirfi,Alkaleri,2021,Kirfi,0.611111111,0.157894737,0.193548387,0.483870968,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
178,Kirfi,Alkaleri,2024,Kirfi,0.611111111,0.157894737,0.193548387,0.483870968,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
179,Misau,Darazo,2021,Misau,0.388163903,0.340650807,0.23447449,0.609141639,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
180,Misau,Darazo,2024,Misau,0.388163903,0.340650807,0.23447449,0.609141639,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
181,Ningi,Takali,2021,Ningi,0.599580132,0.317186346,0.365245735,0.69904886,0.7188,1,september,615,CM+IPTp+IRS+SMC,itn_pbo
182,Ningi,Takali,2024,Ningi,0.599580132,0.317186346,0.365245735,0.69904886,0.7188,2,september,1710,CM+IPTp+IRS+SMC,itn_pbo
183,Ukum,Keana,2020,Ukum,0.402895063,0.341754412,0.408776947,0.277550274,0.446657171,1,august,223,CM+IPTp+LLINs+SMC,itn
184,Ukum,Keana,2023,Ukum,0.402895063,0.341754412,0.408776947,0.277550274,0.446657171,2,august,1318,CM+IPTp+LLINs+SMC,itn
185,Shira,Takali,2021,Shira,0.781774613,0.55818179,0.45037035,0.758869912,0.7188,1,september,615,CM+IPTp+IRS+SMC,itn_pbo
186,Shira,Takali,2024,Shira,0.781774613,0.55818179,0.45037035,0.758869912,0.7188,2,september,1710,CM+IPTp+IRS+SMC,itn_pbo
187,Tafawa-Balewa,Alkaleri,2021,Tafawa-Balewa,0.461421544,0.263822992,0.171341493,0.42448662,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
188,Tafawa-Balewa,Alkaleri,2024,Tafawa-Balewa,0.461421544,0.263822992,0.171341493,0.42448662,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
189,Toro,Giwa,2021,Toro,0.481885111,0.255012033,0.242007543,0.632073731,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
190,Toro,Giwa,2024,Toro,0.481885111,0.255012033,0.242007543,0.632073731,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
191,Warji,Takali,2021,Warji,0.861111111,0.296296296,0.390243902,0.836363636,0.7188,1,september,615,CM+IPTp+IRS+SMC,itn_pbo
192,Warji,Takali,2024,Warji,0.861111111,0.296296296,0.390243902,0.836363636,0.7188,2,september,1710,CM+IPTp+IRS+SMC,itn_pbo
193,Zaki,Taura,2021,Zaki,0.498359592,0.41261459,0.456992977,0.706893587,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
194,Zaki,Taura,2024,Zaki,0.498359592,0.41261459,0.456992977,0.706893587,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
195,Kolokuma-Opokuma,Ahoada West,2020,Kolokuma/Opokuma,0.236773625,0.146298451,0.199398894,0.25380437,0.31668418,1,may,131,CM+IPTp+LLINs+IPTi,itn
196,Kolokuma-Opokuma,Ahoada West,2023,Kolokuma/Opokuma,0.236773625,0.146298451,0.199398894,0.25380437,0.31668418,2,may,1226,CM+IPTp+LLINs+IPTi,itn
197,Nembe,Ahoada West,2020,Nembe,0.615384615,0.555555556,0.35,0.528301887,0.35581817,1,may,131,CM+IPTp+LLINs+IPTi,itn
198,Nembe,Ahoada West,2023,Nembe,0.615384615,0.555555556,0.35,0.528301887,0.35581817,2,may,1226,CM+IPTp+LLINs+IPTi,itn
199,Ogbia,Ahoada West,2020,Ogbia,0.279080839,0.195282068,0.099086898,0.168082691,0.44449378,1,may,131,CM+IPTp+LLINs+IPTi,itn
200,Ogbia,Ahoada West,2023,Ogbia,0.279080839,0.195282068,0.099086898,0.168082691,0.44449378,2,may,1226,CM+IPTp+LLINs+IPTi,itn
201,Sagbama,Ahoada West,2020,Sagbama,0.231956133,0.226313895,0.173679613,0.205364027,0.312771086,1,may,131,CM+IPTp+LLINs+IPTi,itn
202,Sagbama,Ahoada West,2023,Sagbama,0.231956133,0.226313895,0.173679613,0.205364027,0.312771086,2,may,1226,CM+IPTp+LLINs+IPTi,itn
203,Yenegoa,Isoko South,2020,Yenegoa,0.266772758,0.256305154,0.222104023,0.244577309,0.34556186,1,june,162,CM+IPTp+LLINs+IPTi,itn
204,Yenegoa,Isoko South,2023,Yenegoa,0.266772758,0.256305154,0.222104023,0.244577309,0.34556186,2,june,1257,CM+IPTp+LLINs+IPTi,itn
205,Ado,Akinyele,2020,Ado,0.394663802,0.22521866,0.201283786,0.280297908,0.425122422,1,may,131,CM+IPTp+LLINs+SMC,itn
206,Ado,Akinyele,2023,Ado,0.394663802,0.22521866,0.201283786,0.280297908,0.425122422,2,may,1226,CM+IPTp+LLINs+SMC,itn
207,Agatu,Keana,2020,Agatu,0.75,0.833333333,0.655172414,0.705882353,0.492360644,1,august,223,CM+IPTp+LLINs+SMC,itn
208,Agatu,Keana,2023,Agatu,0.75,0.833333333,0.655172414,0.705882353,0.492360644,2,august,1318,CM+IPTp+LLINs+SMC,itn
209,Apa,Keana,2020,Apa,0.842105263,0.352941176,0.416666667,0.467741935,0.490137805,1,august,223,CM+IPTp+LLINs+SMC,itn
210,Apa,Keana,2023,Apa,0.842105263,0.352941176,0.416666667,0.467741935,0.490137805,2,august,1318,CM+IPTp+LLINs+SMC,itn
211,Buruku,Keana,2020,Buruku,0.678571429,0.527777778,0.546875,0.523584906,0.440865552,1,august,223,CM+IPTp+LLINs+SMC,itn
212,Buruku,Keana,2023,Buruku,0.678571429,0.527777778,0.546875,0.523584906,0.440865552,2,august,1318,CM+IPTp+LLINs+SMC,itn
213,Gboko,Keana,2020,Gboko,0.764633412,0.645455044,0.438547558,0.565466494,0.398561371,1,august,223,CM+IPTp+LLINs+SMC,itn
214,Gboko,Keana,2023,Gboko,0.764633412,0.645455044,0.438547558,0.565466494,0.398561371,2,august,1318,CM+IPTp+LLINs+SMC,itn
215,Guma,Keana,2020,Guma,0.754372326,0.751840155,0.739637308,0.670350686,0.431083741,1,august,223,CM+IPTp+LLINs+SMC,itn
216,Guma,Keana,2023,Guma,0.754372326,0.751840155,0.739637308,0.670350686,0.431083741,2,august,1318,CM+IPTp+LLINs+SMC,itn
217,Gwer East,Oke-Ero,2020,Gwer East,0.888888889,0.916666667,0.739130435,0.660714286,0.43463817,1,july,186,CM+IPTp+LLINs+SMC,itn
218,Gwer East,Oke-Ero,2023,Gwer East,0.888888889,0.916666667,0.739130435,0.660714286,0.43463817,2,july,1281,CM+IPTp+LLINs+SMC,itn
219,Gwer West,Keana,2020,Gwer West,0.535714286,0.294117647,0.866666667,0.484375,0.478971197,1,august,223,CM+IPTp+LLINs+SMC,itn
220,Gwer West,Keana,2023,Gwer West,0.535714286,0.294117647,0.866666667,0.484375,0.478971197,2,august,1318,CM+IPTp+LLINs+SMC,itn
221,Katsina-Ala,Keana,2020,Katsina-Ala,0.770171343,0.610136606,0.461619835,0.540749047,0.408859386,1,august,223,CM+IPTp+LLINs+SMC,itn
222,Katsina-Ala,Keana,2023,Katsina-Ala,0.770171343,0.610136606,0.461619835,0.540749047,0.408859386,2,august,1318,CM+IPTp+LLINs+SMC,itn
223,Konshisha,Oke-Ero,2020,Konshisha,0.37037037,0.181818182,0.307692308,0.353846154,0.45479219,1,july,186,CM+IPTp+LLINs+SMC,itn
224,Konshisha,Oke-Ero,2023,Konshisha,0.37037037,0.181818182,0.307692308,0.353846154,0.45479219,2,july,1281,CM+IPTp+LLINs+SMC,itn
225,Logo,Keana,2020,Logo,0.508873086,0.36051872,0.345747474,0.443661769,0.473946946,1,august,223,CM+IPTp+LLINs+SMC,itn
226,Logo,Keana,2023,Logo,0.508873086,0.36051872,0.345747474,0.443661769,0.473946946,2,august,1318,CM+IPTp+LLINs+SMC,itn
227,Makurdi,Keana,2020,Makurdi,0.805491132,0.613397361,0.655426287,0.646262764,0.434420372,1,august,223,CM+IPTp+LLINs+SMC,itn
228,Makurdi,Keana,2023,Makurdi,0.805491132,0.613397361,0.655426287,0.646262764,0.434420372,2,august,1318,CM+IPTp+LLINs+SMC,itn
229,Obi1,Keana,2020,Obi1,0.508873086,0.36051872,0.345747474,0.443661769,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
230,Obi1,Keana,2023,Obi1,0.508873086,0.36051872,0.345747474,0.443661769,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
231,Ogbadibo,Owan East,2020,Ogbadibo,0.464431748,0.418946669,0.343821936,0.380122437,0.407482111,1,march,70,CM+IPTp+LLINs+IPTi,itn
232,Ogbadibo,Owan East,2023,Ogbadibo,0.464431748,0.418946669,0.343821936,0.380122437,0.407482111,2,march,1165,CM+IPTp+LLINs+IPTi,itn
233,Ohimini,Akinyele,2020,Ohimini,0.43481825,0.392030997,0.310573478,0.377487976,0.7188,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
234,Ohimini,Akinyele,2023,Ohimini,0.43481825,0.392030997,0.310573478,0.377487976,0.7188,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
235,Oju,Oke-Ero,2020,Oju,0.623814125,0.399359141,0.386233941,0.415949169,0.467648858,1,july,186,CM+IPTp+LLINs+SMC,itn
236,Oju,Oke-Ero,2023,Oju,0.623814125,0.399359141,0.386233941,0.415949169,0.467648858,2,july,1281,CM+IPTp+LLINs+SMC,itn
237,Okpokwu,Akinyele,2020,Okpokwu,0.484848485,0.133333333,0.142857143,0.34375,0.416399046,1,may,131,CM+IPTp+LLINs+SMC,itn
238,Okpokwu,Akinyele,2023,Okpokwu,0.484848485,0.133333333,0.142857143,0.34375,0.416399046,2,may,1226,CM+IPTp+LLINs+SMC,itn
239,Oturkpo,Owan East,2020,Oturkpo,0.665504672,0.504148738,0.437773746,0.495138587,0.465020433,1,march,70,CM+IPTp+LLINs+SMC,itn
240,Oturkpo,Owan East,2023,Oturkpo,0.665504672,0.504148738,0.437773746,0.495138587,0.465020433,2,march,1165,CM+IPTp+LLINs+SMC,itn
241,Tarka,Keana,2020,Tarka,0.88,0.583333333,0.782608696,0.716666667,0.410062837,1,august,223,CM+IPTp+LLINs+SMC,itn
242,Tarka,Keana,2023,Tarka,0.88,0.583333333,0.782608696,0.716666667,0.410062837,2,august,1318,CM+IPTp+LLINs+SMC,itn
243,Ushongo,Oke-Ero,2020,Ushongo,0.391788901,0.299429972,0.260379648,0.355121446,0.405123965,1,july,186,CM+IPTp+LLINs+SMC,itn
244,Ushongo,Oke-Ero,2023,Ushongo,0.391788901,0.299429972,0.260379648,0.355121446,0.405123965,2,july,1281,CM+IPTp+LLINs+SMC,itn
245,Vandeikya,Oke-Ero,2020,Vandeikya,0.581193317,0.487317931,0.378051261,0.458639931,0.446888644,1,july,186,CM+IPTp+LLINs+SMC,itn
246,Vandeikya,Oke-Ero,2023,Vandeikya,0.581193317,0.487317931,0.378051261,0.458639931,0.446888644,2,july,1281,CM+IPTp+LLINs+SMC,itn
247,Askira-Uba,Darazo,2020,Askira/Uba,0.349526848,0.286287543,0.113684119,0.346127211,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
248,Askira-Uba,Darazo,2023,Askira/Uba,0.349526848,0.286287543,0.113684119,0.346127211,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
249,Enugu East,Uzo-Uwani,2020,Enugu East,0.329093825,0.20369517,0.219981236,0.228052903,0.453287726,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
250,Enugu East,Uzo-Uwani,2023,Enugu East,0.329093825,0.20369517,0.219981236,0.228052903,0.453287726,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
251,Bayo,Alkaleri,2020,Bayo,0.324324324,0.565217391,0.448979592,0.479452055,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
252,Bayo,Alkaleri,2023,Bayo,0.324324324,0.565217391,0.448979592,0.479452055,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
253,Biu,Darazo,2020,Biu,0.157894737,0.171428571,0.156862745,0.222222222,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
254,Biu,Darazo,2023,Biu,0.157894737,0.171428571,0.156862745,0.222222222,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
255,Chibok,Darazo,2020,Chibok,0.452267101,0.327499677,0.260204646,0.492014848,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
256,Chibok,Darazo,2023,Chibok,0.452267101,0.327499677,0.260204646,0.492014848,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
257,Damboa,Darazo,2020,Damboa,0.452267101,0.327499677,0.260204646,0.492014848,0.663306114,1,july,186,CM+IPTp+LLINs+SMC,itn
258,Damboa,Darazo,2023,Damboa,0.452267101,0.327499677,0.260204646,0.492014848,0.663306114,2,july,1281,CM+IPTp+LLINs+SMC,itn
259,Biase,Ngor-Okpala,2021,Biase,0.482671224,0.526268077,0.476156082,0.550827005,0.476715539,1,june,527,CM+IPTp+LLINs+IPTi,itn
260,Biase,Ngor-Okpala,2024,Biase,0.482671224,0.526268077,0.476156082,0.550827005,0.476715539,2,june,1622,CM+IPTp+LLINs+IPTi,itn
261,Dikwa,Darazo,2020,Dikwa,0.452267101,0.327499677,0.260204646,0.492014848,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
262,Dikwa,Darazo,2023,Dikwa,0.452267101,0.327499677,0.260204646,0.492014848,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
263,Gubio,Gawabawa,2020,Gubio,0.285714286,0.352734644,0.238095238,0.212765957,0.716543356,1,august,223,CM+IPTp+LLINs+SMC,itn
264,Gubio,Gawabawa,2023,Gubio,0.285714286,0.352734644,0.238095238,0.212765957,0.716543356,2,august,1318,CM+IPTp+LLINs+SMC,itn
265,Jere,Gawabawa,2020,Jere,0.511039422,0.394532061,0.208201451,0.382382438,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
266,Jere,Gawabawa,2023,Jere,0.511039422,0.394532061,0.208201451,0.382382438,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
267,Guzamala,Babura,2020,Guzamala,0.717584416,0.651199027,0.639332017,0.715626442,0.701881155,1,may,131,CM+IPTp+LLINs+SMC,itn
268,Guzamala,Babura,2023,Guzamala,0.717584416,0.651199027,0.639332017,0.715626442,0.701881155,2,may,1226,CM+IPTp+LLINs+SMC,itn
269,Hawul,Darazo,2020,Hawul,0.337806295,0.384955748,0.285515959,0.308921158,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
270,Hawul,Darazo,2023,Hawul,0.337806295,0.384955748,0.285515959,0.308921158,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
271,Kwaya Kusar,Alkaleri,2020,Kwaya Kusar,0.484534717,0.381738609,0.338571783,0.497522113,0.606689636,1,july,186,CM+IPTp+LLINs+SMC,itn
272,Kwaya Kusar,Alkaleri,2023,Kwaya Kusar,0.484534717,0.381738609,0.338571783,0.497522113,0.606689636,2,july,1281,CM+IPTp+LLINs+SMC,itn
273,Enugu North,Uzo-Uwani,2020,Enugu North,0.154716936,0.048309143,0.141453801,0.113708785,0.476529889,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
274,Enugu North,Uzo-Uwani,2023,Enugu North,0.154716936,0.048309143,0.141453801,0.113708785,0.476529889,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
275,Kaga,Darazo,2020,Kaga,0.388888889,0.318181818,0.233333333,0.385964912,0.65241475,1,july,186,CM+IPTp+LLINs+SMC,itn
276,Kaga,Darazo,2023,Kaga,0.388888889,0.318181818,0.233333333,0.385964912,0.65241475,2,july,1281,CM+IPTp+LLINs+SMC,itn
277,Mafa,Darazo,2020,Mafa,0.452267101,0.327499677,0.260204646,0.492014848,0.673505468,1,july,186,CM+IPTp+LLINs+SMC,itn
278,Mafa,Darazo,2023,Mafa,0.452267101,0.327499677,0.260204646,0.492014848,0.673505468,2,july,1281,CM+IPTp+LLINs+SMC,itn
279,Obudu,Obubra,2021,Obudu,0.647208055,0.594090851,0.548608298,0.560815073,0.7188,1,june,527,CM+IPTp+IRS+SMC,itn_pbo
280,Obudu,Obubra,2024,Obudu,0.647208055,0.594090851,0.548608298,0.560815073,0.7188,2,june,1622,CM+IPTp+IRS+SMC,itn_pbo
281,Konduga,Darazo,2020,Konduga,0.512820513,0.421052632,0.689655172,0.698113208,0.685445232,1,july,186,CM+IPTp+LLINs+SMC,itn
282,Konduga,Darazo,2023,Konduga,0.512820513,0.421052632,0.689655172,0.698113208,0.685445232,2,july,1281,CM+IPTp+LLINs+SMC,itn
283,Bomadi,Isoko South,2022,Bomadi,0.375,0.789473684,0.3,0.303571429,0.29598519,1,june,892,CM+IPTp+LLINs+IPTi,itn
284,Bomadi,Isoko South,2025,Bomadi,0.375,0.789473684,0.3,0.303571429,0.29598519,2,june,1987,CM+IPTp+LLINs+IPTi,itn
285,Magumeri,Gawabawa,2020,Magumeri,0.541896854,0.352734644,0.28107122,0.599523849,0.704144224,1,august,223,CM+IPTp+LLINs+SMC,itn
286,Magumeri,Gawabawa,2023,Magumeri,0.541896854,0.352734644,0.28107122,0.599523849,0.704144224,2,august,1318,CM+IPTp+LLINs+SMC,itn
287,Maiduguri,Darazo,2020,Maiduguri,0.459238917,0.46306288,0.282129313,0.444007024,0.699455384,1,july,186,CM+IPTp+UrbanLLINs+SMC,itn
288,Maiduguri,Darazo,2023,Maiduguri,0.459238917,0.46306288,0.282129313,0.444007024,0.699455384,2,july,1281,CM+IPTp+UrbanLLINs+SMC,itn
289,Shani,Alkaleri,2020,Shani,0.484534717,0.381738609,0.338571783,0.497522113,0.653021266,1,july,186,CM+IPTp+LLINs+SMC,itn
290,Shani,Alkaleri,2023,Shani,0.484534717,0.381738609,0.338571783,0.497522113,0.653021266,2,july,1281,CM+IPTp+LLINs+SMC,itn
291,Abi,Obubra,2021,Abi,0.64610383,0.450892796,0.426174519,0.566548821,0.46000802,1,june,527,CM+IPTp+LLINs+IPTi,itn
292,Abi,Obubra,2024,Abi,0.64610383,0.450892796,0.426174519,0.566548821,0.46000802,2,june,1622,CM+IPTp+LLINs+IPTi,itn
293,Marte,Babura,2020,Marte,0.717584416,0.651199027,0.639332017,0.715626442,0.675677048,1,may,131,CM+IPTp+LLINs+SMC,itn
294,Marte,Babura,2023,Marte,0.717584416,0.651199027,0.639332017,0.715626442,0.675677048,2,may,1226,CM+IPTp+LLINs+SMC,itn
295,Nganzai,Gawabawa,2020,Nganzai,0.541896854,0.352734644,0.28107122,0.599523849,0.699533384,1,august,223,CM+IPTp+LLINs+SMC,itn
296,Nganzai,Gawabawa,2023,Nganzai,0.541896854,0.352734644,0.28107122,0.599523849,0.699533384,2,august,1318,CM+IPTp+LLINs+SMC,itn
297,Bekwara,Oke-Ero,2021,Bekwara,0.391788901,0.299429972,0.260379648,0.355121446,0.4460788,1,july,551,CM+IPTp+LLINs+SMC,itn
298,Bekwara,Oke-Ero,2024,Bekwara,0.391788901,0.299429972,0.260379648,0.355121446,0.4460788,2,july,1646,CM+IPTp+LLINs+SMC,itn
299,Calabar-Municipal,Nsit Ubium,2021,Calabar-Municipal,0.331461607,0.392374883,0.149901442,0.248555116,0.7188,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
300,Calabar-Municipal,Nsit Ubium,2024,Calabar-Municipal,0.331461607,0.392374883,0.149901442,0.248555116,0.7188,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
301,Ikom,Obubra,2021,Ikom,0.5828662,0.461164995,0.73705717,0.47923167,0.7188,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
302,Ikom,Obubra,2024,Ikom,0.5828662,0.461164995,0.73705717,0.47923167,0.7188,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
303,Obubra,Obubra,2021,Obubra,0.674772031,0.704081635,0.539772723,0.587939693,0.7188,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
304,Obubra,Obubra,2024,Obubra,0.674772031,0.704081635,0.539772723,0.587939693,0.7188,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
305,Enugu South,Uzo-Uwani,2020,Enugu South,0.117565295,0.096628193,0.089494789,0.134867503,0.52292855,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn
306,Enugu South,Uzo-Uwani,2023,Enugu South,0.117565295,0.096628193,0.089494789,0.134867503,0.52292855,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn
307,Odukpani,Ngor-Okpala,2021,Odukpani,0.341531595,0.210471194,0.048749998,0.308634786,0.498229176,1,june,527,CM+IPTp+LLINs+IPTi,itn
308,Odukpani,Ngor-Okpala,2024,Odukpani,0.341531595,0.210471194,0.048749998,0.308634786,0.498229176,2,june,1622,CM+IPTp+LLINs+IPTi,itn
309,Ogoja,Obubra,2021,Ogoja,0.482802547,0.54187192,0.533333333,0.462743438,0.491849375,1,june,527,CM+IPTp+LLINs+SMC,itn
310,Ogoja,Obubra,2024,Ogoja,0.482802547,0.54187192,0.533333333,0.462743438,0.491849375,2,june,1622,CM+IPTp+LLINs+SMC,itn
311,Yakurr,Obubra,2021,Yakurr,0.24258289,0.088757375,0.255827844,0.349943355,0.7188,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
312,Yakurr,Obubra,2024,Yakurr,0.24258289,0.088757375,0.255827844,0.349943355,0.7188,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
313,Ogbomosho North,Akinyele,2020,Ogbomosho North,0.378056084,0.444615416,0.408676299,0.388909059,0.7188,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
314,Ogbomosho North,Akinyele,2023,Ogbomosho North,0.378056084,0.444615416,0.408676299,0.388909059,0.7188,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
315,Yala,Oke-Ero,2021,Yala,0.354784519,0.478395015,0.378736362,0.41809937,0.497455497,1,july,551,CM+IPTp+LLINs+SMC,itn
316,Yala,Oke-Ero,2024,Yala,0.354784519,0.478395015,0.378736362,0.41809937,0.497455497,2,july,1646,CM+IPTp+LLINs+SMC,itn
317,Aniocha North,Uzo-Uwani,2022,Aniocha North,0.454545455,0.642857143,0.575757576,0.490196078,0.434693912,1,june,892,CM+IPTp+LLINs+IPTi,itn
318,Aniocha North,Uzo-Uwani,2025,Aniocha North,0.454545455,0.642857143,0.575757576,0.490196078,0.434693912,2,june,1987,CM+IPTp+LLINs+IPTi,itn
319,Aniocha South,Uzo-Uwani,2022,Aniocha South,0.309074723,0.216639461,0.149918383,0.114574196,0.387055583,1,june,892,CM+IPTp+LLINs+IPTi,itn
320,Aniocha South,Uzo-Uwani,2025,Aniocha South,0.309074723,0.216639461,0.149918383,0.114574196,0.387055583,2,june,1987,CM+IPTp+LLINs+IPTi,itn
321,Ibadan South West,Owan East,2020,Ibadan South West,0.269024205,0.426143685,0.247986825,0.278602363,0.7188,1,march,70,CM+IPTp+IRS+IPTi,itn_pbo
322,Ibadan South West,Owan East,2023,Ibadan South West,0.269024205,0.426143685,0.247986825,0.278602363,0.7188,2,march,1165,CM+IPTp+IRS+IPTi,itn_pbo
323,Ethiope East,Isoko South,2022,Ethiope East,0.071428571,0.156482654,0.052470085,0.07965734,0.305480359,1,june,892,CM+IPTp+LLINs+IPTi,itn
324,Ethiope East,Isoko South,2025,Ethiope East,0.071428571,0.156482654,0.052470085,0.07965734,0.305480359,2,june,1987,CM+IPTp+LLINs+IPTi,itn
325,Ethiope West,Isoko South,2022,Ethiope West,0.2,0.255845189,0.111111111,0.255813953,0.412296673,1,june,892,CM+IPTp+LLINs+IPTi,itn
326,Ethiope West,Isoko South,2025,Ethiope West,0.2,0.255845189,0.111111111,0.255813953,0.412296673,2,june,1987,CM+IPTp+LLINs+IPTi,itn
327,Ika North East,Uzo-Uwani,2022,Ika North East,0.1,0.166666667,0.160050482,0.038461538,0.450121249,1,june,892,CM+IPTp+LLINs+IPTi,itn
328,Ika North East,Uzo-Uwani,2025,Ika North East,0.1,0.166666667,0.160050482,0.038461538,0.450121249,2,june,1987,CM+IPTp+LLINs+IPTi,itn
329,Ika South,Uzo-Uwani,2022,Ika South,0.276486564,0.224106265,0.076923077,0.0625,0.436316512,1,june,892,CM+IPTp+LLINs+IPTi,itn
330,Ika South,Uzo-Uwani,2025,Ika South,0.276486564,0.224106265,0.076923077,0.0625,0.436316512,2,june,1987,CM+IPTp+LLINs+IPTi,itn
331,Isoko North,Isoko South,2022,Isoko North,0.166666667,0.285714286,0.25,0.142857143,0.293011529,1,june,892,CM+IPTp+LLINs+IPTi,itn
332,Isoko North,Isoko South,2025,Isoko North,0.166666667,0.285714286,0.25,0.142857143,0.293011529,2,june,1987,CM+IPTp+LLINs+IPTi,itn
333,Ogbomosho South,Akinyele,2020,Ogbomosho South,0.43481825,0.392030997,0.310573478,0.377487976,0.7188,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
334,Ogbomosho South,Akinyele,2023,Ogbomosho South,0.43481825,0.392030997,0.310573478,0.377487976,0.7188,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
335,Isoko South,Isoko South,2022,Isoko South,0.463214914,0.49319292,0.535686944,0.394115143,0.270038761,1,june,892,CM+IPTp+LLINs+IPTi,itn
336,Isoko South,Isoko South,2025,Isoko South,0.463214914,0.49319292,0.535686944,0.394115143,0.270038761,2,june,1987,CM+IPTp+LLINs+IPTi,itn
