DS,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Oyun,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Pategi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Agege,0.719072135,0.764194161,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ajeromi-Ifelodun,0.715033309,0.760155335,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Alimosho,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285
Apapa,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
Epe,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ifako-Ijaye,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954
Ikeja,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Mushin,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037
Kokona,0.583004889,0.628126915,0.673248942,0.718370968,0.763492994,0.8,0.8,0.8,0.8,0.8,0.8
Ojo,0.721290862,0.766412888,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oshodi-Isolo,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Surulere1,0.737576774,0.7826988,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akwanga,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obi2,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Awe,0.623226301,0.668348327,0.713470354,0.75859238,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Doma,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Karu,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396
Keana,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Keffi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lafia,0.555869375,0.600991401,0.646113427,0.691235453,0.73635748,0.781479506,0.8,0.8,0.8,0.8,0.8
Nasarawa2,0.537838241,0.582960267,0.628082293,0.67320432,0.718326346,0.763448372,0.8,0.8,0.8,0.8,0.8
Nasarawa-Eggon,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Chanchaga,0.706792018,0.751914044,0.797036071,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Toto,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wamba,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Agaie,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Agwara,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bida,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bosso,0.483012836,0.528134862,0.573256888,0.618378914,0.66350094,0.708622967,0.753744993,0.798867019,0.8,0.8,0.8
Edati,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gbako,0.259259259,0.304381285,0.349503312,0.394625338,0.439747364,0.48486939,0.529991416,0.575113442,0.620235468,0.665357495,0.710479521
Gurara,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Katcha,0.169604575,0.214726601,0.259848627,0.304970654,0.35009268,0.395214706,0.440336732,0.485458758,0.530580784,0.575702811,0.620824837
Kontagora,0.494595964,0.53971799,0.584840016,0.629962042,0.675084068,0.720206094,0.765328121,0.8,0.8,0.8,0.8
Lapai,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lavun,0.250730665,0.295852691,0.340974717,0.386096743,0.431218769,0.476340796,0.521462822,0.566584848,0.611706874,0.6568289,0.701950926
Magama,0.21359744,0.258719466,0.303841492,0.348963518,0.394085544,0.439207571,0.484329597,0.529451623,0.574573649,0.619695675,0.664817701
Mariga,0.088235294,0.13335732,0.178479346,0.223601373,0.268723399,0.313845425,0.358967451,0.404089477,0.449211503,0.494333529,0.539455556
Mashegu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Pailoro,0.513976439,0.559098465,0.604220491,0.649342517,0.694464543,0.739586569,0.784708596,0.8,0.8,0.8,0.8
Lagelu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mokwa,0.53311895,0.578240976,0.623363002,0.668485028,0.713607055,0.758729081,0.8,0.8,0.8,0.8,0.8
Muya,0.730769231,0.775891257,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abeokuta South,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Ijebu North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rafi,0.544997484,0.59011951,0.635241536,0.680363562,0.725485588,0.770607614,0.8,0.8,0.8,0.8,0.8
Rijau,0.772727273,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ado-Odo-Ota,0.790400426,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ijebu North East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shiroro,0.397409503,0.442531529,0.487653555,0.532775581,0.577897607,0.623019633,0.66814166,0.713263686,0.758385712,0.8,0.8
Suleja,0.769089241,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tafa,0.421052632,0.466174658,0.511296684,0.55641871,0.601540736,0.646662762,0.691784788,0.736906815,0.782028841,0.8,0.8
Wushishi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abeokuta North,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908
Egbado South,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Ewekoro,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452
Ifo,0.747268254,0.79239028,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ijebu East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ijebu ode,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674
Ikenne,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obafemi-Owode,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Odeda,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Odogbolu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ogun waterside,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Remo North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shagamu,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Akoko North East,0.685397889,0.730519915,0.775641941,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akoko North West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akoko South East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akoko South West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akure North,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Ifedayo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akure South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ese-Odo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Idanre,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ifedore,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ile-Oluji-Okeigbo,0.626877868,0.671999894,0.71712192,0.762243946,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Irele,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Odigbo,0.513001125,0.558123151,0.603245177,0.648367203,0.693489229,0.738611256,0.783733282,0.8,0.8,0.8,0.8
Ifelodun2,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okitipupa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ondo East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ondo West,0.6434342,0.688556227,0.733678253,0.778800279,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ose,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Owo,0.640426354,0.68554838,0.730670406,0.775792432,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Aiyedade,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Aiyedire,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Atakumosa East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Orolu,0.411873887,0.456995913,0.50211794,0.547239966,0.592361992,0.637484018,0.682606044,0.72772807,0.772850097,0.8,0.8
Atakumosa West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Boluwaduro,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Boripe,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ede North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ede South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Egbedore,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ejigbo,0.719887286,0.799662148,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ife Central,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ife East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ife North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ife South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ila,0.738200824,0.783322851,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilesha East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilesha West,0.608969309,0.654091335,0.699213361,0.744335387,0.789457413,0.8,0.8,0.8,0.8,0.8,0.8
Irepodun2,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Irewole,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138
Isokan,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Iwo,0.655359344,0.70048137,0.745603396,0.790725422,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Osogbo,0.599864503,0.644986529,0.690108555,0.735230581,0.780352607,0.8,0.8,0.8,0.8,0.8,0.8
Obokun,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Odo-Otin,0.59788585,0.643007876,0.688129902,0.733251928,0.778373954,0.8,0.8,0.8,0.8,0.8,0.8
Ola-oluwa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Olorunda,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oriade,0.401479457,0.46995311,0.538426764,0.606900417,0.67537407,0.743847724,0.8,0.8,0.8,0.8,0.8
Ibadan South East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Afijio,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akinyele,0.611939202,0.657061228,0.702183254,0.74730528,0.792427307,0.8,0.8,0.8,0.8,0.8,0.8
Atiba,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Egbeda,0.481625816,0.526747842,0.571869868,0.616991894,0.66211392,0.707235946,0.752357973,0.797479999,0.8,0.8,0.8
Ibadan North,0.752794512,0.797916539,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibadan North East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibadan North West,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945
Ibarapa Central,0.34667564,0.391797667,0.436919693,0.482041719,0.527163745,0.572285771,0.617407797,0.662529824,0.70765185,0.752773876,0.797895902
Ibarapa East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibarapa North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ido,0.383597863,0.428719889,0.473841915,0.518963942,0.564085968,0.609207994,0.65433002,0.699452046,0.744574072,0.789696098,0.8
Irepo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ogo Oluwa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Olorunsogo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oluyole,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ona-Ara,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Orelope,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ori Ire,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oyo West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Saki East,0.157133291,0.202255318,0.247377344,0.29249937,0.337621396,0.382743422,0.427865448,0.472987474,0.518109501,0.563231527,0.608353553
Saki West,0.505376314,0.55049834,0.595620366,0.640742393,0.685864419,0.730986445,0.776108471,0.8,0.8,0.8,0.8
Surulere2,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Barikin Ladi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bassa2,0.19094244,0.236064466,0.281186492,0.326308518,0.371430544,0.41655257,0.461674596,0.506796623,0.551918649,0.597040675,0.642162701
Bokkos,0.340841353,0.385963379,0.431085405,0.476207432,0.521329458,0.566451484,0.61157351,0.656695536,0.701817562,0.746939588,0.792061615
Jos East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jos North,0.429165827,0.474287853,0.519409879,0.564531906,0.609653932,0.654775958,0.699897984,0.74502001,0.790142036,0.8,0.8
Jos South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kanam,0.617994917,0.727219029,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kanke,0.319845879,0.364967905,0.410089931,0.455211957,0.500333984,0.54545601,0.590578036,0.635700062,0.680822088,0.725944114,0.77106614
Langtang North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Langtang South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mangu,0.397054699,0.442176725,0.487298752,0.532420778,0.577542804,0.62266483,0.667786856,0.712908882,0.758030908,0.8,0.8
Mikang,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abua-Odual,0.656545838,0.701667864,0.746789891,0.791911917,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Pankshin,0.410509812,0.417716786,0.42492376,0.432130734,0.439337709,0.446544683,0.453751657,0.460958631,0.468165606,0.47537258,0.482579554
Qua'an Pan,0.601427106,0.635236142,0.669045177,0.702854213,0.736663248,0.770472283,0.8,0.8,0.8,0.8,0.8
Riyom,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shendam,0.593894995,0.639017021,0.684139047,0.729261073,0.774383099,0.8,0.8,0.8,0.8,0.8,0.8
Wase,0.234741793,0.279863819,0.324985845,0.370107871,0.415229898,0.460351924,0.50547395,0.550595976,0.595718002,0.640840028,0.685962054
Ahoada East,0.646038205,0.691160231,0.736282257,0.781404283,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ahoada West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Andoni,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Asari-Toru,0.656223854,0.70134588,0.746467907,0.791589933,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bonny,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eleme,0.793075146,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Emohua,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Etche,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gokana,0.628716304,0.67383833,0.718960356,0.764082382,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ikwerre,0.795081854,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Khana,0.785714286,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obia-Akpor,0.674214393,0.71933642,0.764458446,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ogba-Egbema-Ndoni,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322
Ogu-Bolo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okrika,0.72565843,0.770780456,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Omumma,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Opobo-Nkoro,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oyigbo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Port-Harcourt,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051
Tai,0.594209565,0.639331591,0.684453617,0.729575643,0.77469767,0.8,0.8,0.8,0.8,0.8,0.8
Binji,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bodinga,0.244823278,0.289945305,0.335067331,0.380189357,0.425311383,0.470433409,0.515555435,0.560677461,0.605799488,0.650921514,0.69604354
Dange-Shnsi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akuku Toru,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Goronyo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gawabawa,0.567351513,0.61247354,0.657595566,0.702717592,0.747839618,0.792961644,0.8,0.8,0.8,0.8,0.8
Illela,0.54690129,0.592023316,0.637145342,0.682267368,0.727389394,0.77251142,0.8,0.8,0.8,0.8,0.8
Isa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kebbe,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kware,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rabah,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shagari,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mubi South,0.539528984,0.58465101,0.629773036,0.674895062,0.720017088,0.765139114,0.8,0.8,0.8,0.8,0.8
Silame,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sokoto North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sokoto South,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258
Tambuwal,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017
Tureta,0.346625274,0.3917473,0.436869326,0.481991352,0.527113379,0.572235405,0.617357431,0.662479457,0.707601483,0.752723509,0.797845535
Wamako,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wurno,0.430912219,0.476034245,0.521156272,0.566278298,0.611400324,0.65652235,0.701644376,0.746766402,0.791888428,0.8,0.8
Yabo,0.52,0.565122026,0.610244052,0.655366078,0.700488105,0.745610131,0.790732157,0.8,0.8,0.8,0.8
Ardo-Kola,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gassol,0.308974622,0.354096649,0.399218675,0.444340701,0.489462727,0.534584753,0.579706779,0.624828806,0.669950832,0.715072858,0.760194884
Bali,0.415216266,0.460338293,0.505460319,0.550582345,0.595704371,0.640826397,0.685948423,0.73107045,0.776192476,0.8,0.8
Donga,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jalingo,0.67187501,0.716997036,0.762119062,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yorro,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Potiskum,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421
Karin-Lamido,0.379627505,0.424749531,0.469871558,0.514993584,0.56011561,0.605237636,0.650359662,0.695481688,0.740603715,0.785725741,0.8
Lau,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wukari,0.494310356,0.539432382,0.584554408,0.629676434,0.67479846,0.719920487,0.765042513,0.8,0.8,0.8,0.8
Zing,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bade,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nguru,0.764705882,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bursari,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Damaturu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Fika,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333
Gujba,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Fune,0.57799452,0.623116546,0.668238572,0.713360598,0.758482624,0.8,0.8,0.8,0.8,0.8,0.8
Gulani,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Geidam,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nangere,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jakusko,0.408557807,0.453679833,0.498801859,0.543923885,0.589045912,0.634167938,0.679289964,0.72441199,0.769534016,0.8,0.8
Karasuwa,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524
Tarmua,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Anka,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076
Bakura,0.196640989,0.241763015,0.286885041,0.332007067,0.377129093,0.422251119,0.467373145,0.512495172,0.557617198,0.602739224,0.64786125
Birnin Magaji,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bukkuyum,0.152666209,0.197788235,0.242910261,0.288032287,0.333154313,0.378276339,0.423398365,0.468520392,0.513642418,0.558764444,0.60388647
Bungudu,0.524339254,0.646487426,0.768635599,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gummi,0.01626996,0.061391986,0.106514012,0.151636039,0.196758065,0.241880091,0.287002117,0.332124143,0.377246169,0.422368195,0.467490222
Ipokia,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gusau,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676
