DS,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Igbo-Etiti,0.7353005,0.780422526,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Igbo-Eze North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Igbo-Eze South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Isi-Uzo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nkanu East,0.595697096,0.640819122,0.685941148,0.731063174,0.7761852,0.8,0.8,0.8,0.8,0.8,0.8
Nkanu West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nsukka,0.743337202,0.788459228,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oji-River,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Udenu,0.656312774,0.7014348,0.746556826,0.791678852,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Udi,0.83681795,0.83681795,0.83681795,0.83681795,0.83681795,0.83681795,0.83681795,0.83681795,0.83681795,0.83681795,0.83681795
Uzo-Uwani,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ahiazu-Mbaise,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abaji,0.873300987,0.873300987,0.873300987,0.873300987,0.873300987,0.873300987,0.873300987,0.873300987,0.873300987,0.873300987,0.873300987
Bwari,0.808706388,0.808706388,0.808706388,0.808706388,0.808706388,0.808706388,0.808706388,0.808706388,0.808706388,0.808706388,0.808706388
Gwagwalada,0.780910331,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kuje,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kwali,0.456418208,0.501540234,0.54666226,0.591784286,0.636906312,0.682028339,0.727150365,0.772272391,0.8,0.8,0.8
Bunkure,0.580645161,0.625767187,0.670889214,0.71601124,0.761133266,0.8,0.8,0.8,0.8,0.8,0.8
Abuja Municipal,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022
Akko,0.771394961,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Balanga,0.627127603,0.672249629,0.717371656,0.762493682,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Billiri,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dukku,0.351370375,0.396492401,0.441614427,0.486736454,0.53185848,0.576980506,0.622102532,0.667224558,0.712346584,0.75746861,0.8
Funakaye,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Gombe,0.69887207,0.743994096,0.789116122,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaltungo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kwami,0.478426222,0.523548248,0.568670275,0.613792301,0.658914327,0.704036353,0.749158379,0.794280405,0.8,0.8,0.8
Dala,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Nafada,0.616012198,0.661134224,0.706256251,0.751378277,0.796500303,0.8,0.8,0.8,0.8,0.8,0.8
Shomgom,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yamaltu-Deba,0.479826885,0.524948911,0.570070938,0.615192964,0.66031499,0.705437016,0.750559042,0.795681068,0.8,0.8,0.8
Aboh-Mbaise,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
Fagge,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ehime-Mbano,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ezinihitte,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Ideato North,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126
Ideato South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ihitte-Uboma,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ikeduru,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Isiala Mbano,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Isu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mbaitoli,0.753214525,0.798336552,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obowo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ngor-Okpala,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Njaba,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Nkwerre,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nwangele,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oyo East,0.272727273,0.317849299,0.362971325,0.408093351,0.453215377,0.498337403,0.54345943,0.588581456,0.633703482,0.678825508,0.723947534
Oguta,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889
Ohaji-Egbema,0.794993044,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okigwe,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Orlu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Orsu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oru East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oru West,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Owerri-Municipal,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tofa,0.681818182,0.726940208,0.772062234,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Owerri North,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889
Owerri West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Unuimo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Auyo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Babura,0.699095999,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Biriniwa,0.45,0.495122026,0.540244052,0.585366078,0.630488105,0.675610131,0.720732157,0.765854183,0.8,0.8,0.8
Malam Madori,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Birni Kudu,0.72954304,0.774665066,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Buji,0.321367344,0.36648937,0.411611396,0.456733422,0.501855448,0.546977475,0.592099501,0.637221527,0.682343553,0.727465579,0.772587605
Jahun,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216
Dutse,0.796568378,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gagarawa,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333
Kafin Hausa,0.507309333,0.552431359,0.597553386,0.642675412,0.687797438,0.732919464,0.77804149,0.8,0.8,0.8,0.8
Garki,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gumel,0.785714286,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Guri,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gwaram,0.416935934,0.46205796,0.507179987,0.552302013,0.597424039,0.642546065,0.687668091,0.732790117,0.777912143,0.8,0.8
Gwiwa,0.774193548,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Hadejia,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaugama,0.548387097,0.593509123,0.638631149,0.683753175,0.728875201,0.773997228,0.8,0.8,0.8,0.8,0.8
Kazaure,0.75,0.795122026,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kiri Kasamma,0.684370275,0.729492302,0.774614328,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tsanyawa,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Miga,0.551724138,0.596846164,0.64196819,0.687090216,0.732212243,0.777334269,0.8,0.8,0.8,0.8,0.8
Ringim,0.583333333,0.628455359,0.673577386,0.718699412,0.763821438,0.8,0.8,0.8,0.8,0.8,0.8
Roni,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Taura,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852
Yankwashi,0.666018297,0.711140324,0.75626235,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kiyawa,0.575757576,0.620879602,0.666001628,0.711123654,0.75624568,0.8,0.8,0.8,0.8,0.8,0.8
Dutsi,0.565217391,0.610339417,0.655461444,0.70058347,0.745705496,0.790827522,0.8,0.8,0.8,0.8,0.8
Birnin-Gwari,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kajuru,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Chikun,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Giwa,0.408423488,0.453545514,0.49866754,0.543789566,0.588911592,0.634033618,0.679155644,0.724277671,0.769399697,0.8,0.8
Koko-Besse,0.408386476,0.453508502,0.498630528,0.543752555,0.588874581,0.633996607,0.679118633,0.724240659,0.769362685,0.8,0.8
Igabi,0.453871526,0.505162035,0.556452544,0.607743052,0.659033561,0.71032407,0.761614578,0.8,0.8,0.8,0.8
Ikara,0.655855866,0.700977893,0.746099919,0.791221945,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jaba,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ogori-Mangongo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jema'a,0.767818578,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kachia,0.447075003,0.492197029,0.537319055,0.582441081,0.627563108,0.672685134,0.71780716,0.762929186,0.8,0.8,0.8
Kaduna North,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339
Kudan,0.66396684,0.709088866,0.754210892,0.799332918,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kagarko,0.705882353,0.751004379,0.796126405,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaura,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kauru,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kubau,0.656210721,0.701332747,0.746454773,0.791576799,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lere,0.511583013,0.556705039,0.601827065,0.646949091,0.692071117,0.737193144,0.78231517,0.8,0.8,0.8,0.8
Markafi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sabon-Gari,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552
Sanga,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Soba,0.280125198,0.280125198,0.280125198,0.280125198,0.280125198,0.280125198,0.280125198,0.280125198,0.280125198,0.280125198,0.280125198
Zango-Kataf,0.72206506,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Zaria,0.700717599,0.745839625,0.790961651,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaduna South,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391
Bichi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ajingi,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
Albasu,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217
Bagwai,0.413793103,0.45891513,0.504037156,0.549159182,0.594281208,0.639403234,0.68452526,0.729647287,0.774769313,0.8,0.8
Bebeji,0.636363636,0.681485663,0.726607689,0.771729715,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dambatta,0.633333333,0.678455359,0.723577386,0.768699412,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dawakin Kudu,0.761904762,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dawakin Tofa,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Doguwa,0.441860465,0.486982491,0.532104517,0.577226544,0.62234857,0.667470596,0.712592622,0.757714648,0.8,0.8,0.8
Gabasawa,0.772727273,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Garko,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
Garum Mallam,0.782608696,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gaya,0.76,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gezawa,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
Gwale,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Gwarzo,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429
Kabo,0.780834533,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kano Municipal,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Karaye,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714
Kibiya,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kiru,0.57335944,0.618481466,0.663603492,0.708725518,0.753847544,0.798969571,0.8,0.8,0.8,0.8,0.8
Kumbotso,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yagba West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kunchi,0.143814422,0.188936448,0.234058474,0.2791805,0.324302526,0.369424553,0.414546579,0.459668605,0.504790631,0.549912657,0.595034683
Kura,0.681818182,0.726940208,0.772062234,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Madobi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Makoda,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ekiti,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Minjibir,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791
Nasarawa1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Rano,0.681818182,0.726940208,0.772062234,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rimin Gado,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bindawa,0.083333333,0.128455359,0.173577386,0.218699412,0.263821438,0.308943464,0.35406549,0.399187516,0.444309543,0.489431569,0.534553595
Rogo,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818
Shanono,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sumaila,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
Takali,0.580735062,0.625857088,0.670979114,0.71610114,0.761223166,0.8,0.8,0.8,0.8,0.8,0.8
Tarauni,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Tudun Wada,0.418708824,0.46383085,0.508952876,0.554074902,0.599196929,0.644318955,0.689440981,0.734563007,0.779685033,0.8,0.8
Ungogo,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134
Warawa,0.653846154,0.69896818,0.744090206,0.789212232,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wudil,0.708333333,0.753455359,0.798577386,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Daura,0.56387577,0.608997796,0.654119822,0.699241848,0.744363874,0.789485901,0.8,0.8,0.8,0.8,0.8
Bakori,0.259259259,0.304381285,0.349503312,0.394625338,0.439747364,0.48486939,0.529991416,0.575113442,0.620235468,0.665357495,0.710479521
Batagarawa,0.385700844,0.43082287,0.475944896,0.521066922,0.566188948,0.611310974,0.656433001,0.701555027,0.746677053,0.791799079,0.8
Batsari,0.3,0.345122026,0.390244052,0.435366078,0.480488105,0.525610131,0.570732157,0.615854183,0.660976209,0.706098235,0.751220262
Charanchi,0.208333333,0.253455359,0.298577386,0.343699412,0.388821438,0.433943464,0.47906549,0.524187516,0.569309543,0.614431569,0.659553595
Dan Musa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dandume,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Danja,0.633333333,0.678455359,0.723577386,0.768699412,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dutsin-Ma,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Faskari,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667
Funtua,0.573568066,0.618690092,0.663812118,0.708934144,0.75405617,0.799178196,0.8,0.8,0.8,0.8,0.8
Asa,0.588235294,0.63335732,0.678479346,0.723601373,0.768723399,0.8,0.8,0.8,0.8,0.8,0.8
Ingawa,0.161290323,0.206412349,0.251534375,0.296656401,0.341778427,0.386900453,0.432022479,0.477144506,0.522266532,0.567388558,0.612510584
Kafur,0.448726823,0.49384885,0.538970876,0.584092902,0.629214928,0.674336954,0.71945898,0.764581007,0.8,0.8,0.8
Kankara,0.722222222,0.767344248,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kankia,0.538461538,0.583583565,0.628705591,0.673827617,0.718949643,0.764071669,0.8,0.8,0.8,0.8,0.8
Katsina,0.740647119,0.76530727,0.789967421,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kurfi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kusada,0.222222222,0.267344248,0.312466275,0.357588301,0.402710327,0.447832353,0.492954379,0.538076405,0.583198431,0.628320458,0.673442484
Malumfashi,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263
Mani,0.339094827,0.384216853,0.429338879,0.474460906,0.519582932,0.564704958,0.609826984,0.65494901,0.700071036,0.745193062,0.790315089
Matazuu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Birnin Kebbi,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383
Musawa,0.533595724,0.578717751,0.623839777,0.668961803,0.714083829,0.759205855,0.8,0.8,0.8,0.8,0.8
Rimi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sabuwa,0.476190476,0.521312502,0.566434528,0.611556555,0.656678581,0.701800607,0.746922633,0.792044659,0.8,0.8,0.8
Safana,0.518518519,0.691358025,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sandamu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Aleiro,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Argungu,0.671512675,0.716634701,0.761756727,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Augie,0.272727273,0.317849299,0.362971325,0.408093351,0.453215377,0.498337403,0.54345943,0.588581456,0.633703482,0.678825508,0.723947534
Bunza,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Fakai,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gwandu,0.653846154,0.69896818,0.744090206,0.789212232,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jega,0.487995238,0.533117264,0.57823929,0.623361316,0.668483343,0.713605369,0.758727395,0.8,0.8,0.8,0.8
Kalgo,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714
Iseyin,0.372648431,0.417770457,0.462892483,0.508014509,0.553136535,0.598258561,0.643380587,0.688502614,0.73362464,0.778746666,0.8
Maiyama,0.517241379,0.562363405,0.607485432,0.652607458,0.697729484,0.74285151,0.787973536,0.8,0.8,0.8,0.8
Ngaski,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701
Sakaba,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shanga,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Suru,0.545454545,0.590576572,0.635698598,0.680820624,0.72594265,0.771064676,0.8,0.8,0.8,0.8,0.8
Wasagu-Danko,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Yauri,0.472045374,0.5171674,0.562289426,0.607411452,0.652533478,0.697655505,0.742777531,0.787899557,0.8,0.8,0.8
Zuru,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Adavi,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Ajaokuta,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ankpa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bassa1,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dekina,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775
Edu,0.70333349,0.748455517,0.793577543,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibaji,0.638952138,0.684074164,0.72919619,0.774318216,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Idah,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Igalamela-Odolu,0.687467693,0.732589719,0.777711746,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ijumu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kabba-Bunu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kogi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lokoja,0.629509372,0.674631399,0.719753425,0.764875451,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mopa-Muro,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ofu,0.765957454,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okehi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okene,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Olamabolo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Omala,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yagba East,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ifelodun1,0.387470996,0.432593022,0.477715048,0.522837074,0.5679591,0.613081126,0.658203153,0.703325179,0.748447205,0.793569231,0.8
Ilorin East,0.716808278,0.736726859,0.75664544,0.776564021,0.796482602,0.8,0.8,0.8,0.8,0.8,0.8
Ilorin South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilorin West,0.617100345,0.662222371,0.707344397,0.752466423,0.797588449,0.8,0.8,0.8,0.8,0.8,0.8
Irepodun1,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Itesiwaju,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Isin,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaiama,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Moro,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Offa,0.707877468,0.752999494,0.79812152,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oke-Ero,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kajola,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
