State,LGA,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday,scenario
Kogi,Kabba-Bunu,Oke-Ero,july,2029,2,-1,1,0.6,5,3501,scenario 2 - 5
Kogi,Kabba-Bunu,Oke-Ero,july,2029,3,-1,1,0.6,5,3531,scenario 2 - 5
Kogi,Kabba-Bunu,Oke-Ero,july,2029,4,-1,1,0.6,5,3561,scenario 2 - 5
Kogi,Kabba-Bunu,Oke-Ero,july,2030,1,-1,1,0.6,5,3836,scenario 2 - 5
Kogi,Kabba-Bunu,Oke-Ero,july,2030,2,-1,1,0.6,5,3866,scenario 2 - 5
Kogi,Kabba-Bunu,Oke-Ero,july,2030,3,-1,1,0.6,5,3896,scenario 2 - 5
Kogi,Kabba-Bunu,Oke-Ero,july,2030,4,-1,1,0.6,5,3926,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2020,2,-1,1,0.6,5,253,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2020,3,-1,1,0.6,5,283,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2020,4,-1,1,0.6,5,313,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2020,1,-1,1,0.6,5,223,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2021,2,-1,1,0.6,5,618,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2021,3,-1,1,0.6,5,648,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2021,4,-1,1,0.6,5,678,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2021,1,-1,1,0.6,5,588,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2022,2,-1,1,0.6,5,983,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2022,3,-1,1,0.6,5,1013,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2022,4,-1,1,0.6,5,1043,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2022,1,-1,1,0.6,5,953,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2023,2,-1,1,0.6,5,1348,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2023,3,-1,1,0.6,5,1378,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2023,4,-1,1,0.6,5,1408,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2023,1,-1,1,0.6,5,1318,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2024,2,-1,1,0.6,5,1713,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2024,3,-1,1,0.6,5,1743,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2024,4,-1,1,0.6,5,1773,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2024,1,-1,1,0.6,5,1683,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2025,2,-1,1,0.6,5,2078,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2025,3,-1,1,0.6,5,2108,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2025,4,-1,1,0.6,5,2138,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2025,1,-1,1,0.6,5,2048,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2026,2,-1,1,0.6,5,2443,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2026,3,-1,1,0.6,5,2473,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2026,4,-1,1,0.6,5,2503,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2026,1,-1,1,0.6,5,2413,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2027,2,-1,1,0.6,5,2808,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2027,3,-1,1,0.6,5,2838,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2027,4,-1,1,0.6,5,2868,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2027,1,-1,1,0.6,5,2778,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2028,2,-1,1,0.6,5,3173,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2028,3,-1,1,0.6,5,3203,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2028,4,-1,1,0.6,5,3233,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2028,1,-1,1,0.6,5,3143,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2029,2,-1,1,0.6,5,3538,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2029,3,-1,1,0.6,5,3568,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2029,4,-1,1,0.6,5,3598,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2029,1,-1,1,0.6,5,3508,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2030,2,-1,1,0.6,5,3903,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2030,3,-1,1,0.6,5,3933,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2030,4,-1,1,0.6,5,3963,scenario 2 - 5
Kano,Kabo,Gwarzo,august,2030,1,-1,1,0.6,5,3873,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2020,2,-1,1,0.6,5,192,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2020,3,-1,1,0.6,5,222,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2020,4,-1,1,0.6,5,252,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2020,1,-1,1,0.6,5,162,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2021,2,-1,1,0.6,5,557,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2021,3,-1,1,0.6,5,587,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2021,4,-1,1,0.6,5,617,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2021,1,-1,1,0.6,5,527,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2022,2,-1,1,0.6,5,922,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2022,3,-1,1,0.6,5,952,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2022,4,-1,1,0.6,5,982,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2022,1,-1,1,0.6,5,892,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2023,2,-1,1,0.6,5,1287,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2023,3,-1,1,0.6,5,1317,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2023,4,-1,1,0.6,5,1347,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2023,1,-1,1,0.6,5,1257,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2024,2,-1,1,0.6,5,1652,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2024,3,-1,1,0.6,5,1682,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2024,4,-1,1,0.6,5,1712,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2024,1,-1,1,0.6,5,1622,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2025,2,-1,1,0.6,5,2017,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2025,3,-1,1,0.6,5,2047,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2025,4,-1,1,0.6,5,2077,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2025,1,-1,1,0.6,5,1987,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2026,2,-1,1,0.6,5,2382,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2026,3,-1,1,0.6,5,2412,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2026,4,-1,1,0.6,5,2442,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2026,1,-1,1,0.6,5,2352,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2027,2,-1,1,0.6,5,2747,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2027,3,-1,1,0.6,5,2777,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2027,4,-1,1,0.6,5,2807,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2027,1,-1,1,0.6,5,2717,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2028,2,-1,1,0.6,5,3112,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2028,3,-1,1,0.6,5,3142,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2028,4,-1,1,0.6,5,3172,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2028,1,-1,1,0.6,5,3082,scenario 2 - 5
Kaduna,Kachia,Ngor-Okpala,june,2029,2,-1,1,0.6,5,3477,scenario 2 - 5
