State,CM_coverage_2020,CM_coverage_2021,CM_coverage_2022,CM_coverage_2023,CM_coverage_2024,CM_coverage_2025,CM_coverage_2026,CM_coverage_2027,CM_coverage_2028,CM_coverage_2029,CM_coverage_2030,IPTp_coverage_2020,IPTp_coverage_2021,IPTp_coverage_2022,IPTp_coverage_2023,IPTp_coverage_2024,IPTp_coverage_2025,IPTp_coverage_2026,IPTp_coverage_2027,IPTp_coverage_2028,IPTp_coverage_2029,IPTp_coverage_2030,ITN_coverage_2020,ITN_coverage_2021,ITN_coverage_2022,ITN_coverage_2023,ITN_coverage_2024,ITN_coverage_2025,ITN_coverage_2026,ITN_coverage_2027,ITN_coverage_2028,ITN_coverage_2029,ITN_coverage_2030,SMC_coverage_2020,SMC_coverage_2021,SMC_coverage_2022,SMC_coverage_2023,SMC_coverage_2024,SMC_coverage_2025,SMC_coverage_2026,SMC_coverage_2027,SMC_coverage_2028,SMC_coverage_2029,SMC_coverage_2030
Abia,0.3217680661073034,0.32076762626786043,0.3185032348947712,0.32241194023933617,0.3175665338586847,0.319352963217212,0.32054312701985377,0.3199087600951284,0.3197988564000316,0.32026985274891256,0.31941693181326003,0.7189051184770003,0.7472746694760203,0.7754365521933583,0.8035984349106968,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.012369273218063899,0.013397930524870259,0.008872254041510428,0.012166661512995348,0.013310193556746938,0.008890365430569884,0.012183007646757059,0.013283854384520635,0.008874459630174627,0.012285283509387903,0.013295761064882965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adamawa,0.24371084293558173,0.24340036116953329,0.23925025006894815,0.24152306123875855,0.240684431699884,0.24307404409722935,0.24229247600914694,0.24123456068828708,0.24142945156696438,0.24167932874710413,0.23990413914680694,0.6711837878919917,0.7062492628312069,0.7368641416937208,0.7674790206224427,0.7900421394652708,0.7966094659803894,0.801252793963924,0.804240224616642,0.8066391824850757,0.8066391824850757,0.8066391824850757,0.017537800400107283,0.020835563238416524,0.013718963912070732,0.01718258235553495,0.020643075703472395,0.013668058909525214,0.01723693865348171,0.020507152387274998,0.013578257298047187,0.017122821097457396,0.020381080058831415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akwa lbom,0.3279936151502344,0.3275522700542194,0.3256492984442409,0.3284743391329516,0.3291817476451911,0.32798272626238295,0.32823940918412464,0.3272119792557668,0.32832236726831276,0.33010206592164043,0.3259590691685704,0.6863383681042566,0.7193296750174045,0.7517124561251356,0.7840952372089991,0.8059658365516473,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.007561983009359258,0.01107734929729042,0.012758363315198768,0.008730586817043912,0.011917708224070223,0.01298967817532782,0.008887157764496579,0.012021913133893163,0.013038871221948335,0.00893343155814765,0.012035588379717624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anambra,0.5199060468319875,0.5193943669546528,0.5147213047274882,0.5202297253010817,0.5192757616504314,0.5199763124021587,0.5181818625716792,0.5172838195011005,0.5174352669298439,0.5200183529499132,0.5175531317194244,0.7686042841978244,0.791746255464623,0.8083291058480855,0.8242084864632128,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.010195199277590243,0.010729625487677108,0.007319460002369143,0.00969725253114303,0.010449703381051393,0.007156882447283711,0.009660611275603461,0.010400983196790505,0.007177376204754111,0.009695103470208178,0.010372723776937555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauchi,0.13769711638952717,0.1364787368447658,0.13455956789032503,0.13665238408704108,0.13537116132478133,0.13576310457302387,0.13647711411221164,0.137429032783334,0.1362488549685818,0.13667873861138494,0.1355036686905287,0.5723090880790576,0.6001424426531022,0.6249125783555991,0.6477558279248745,0.662301250665601,0.6751721291503476,0.6824578497849575,0.6888594624613422,0.6941849580213291,0.6978348133221531,0.698191977950331,0.011986850643336308,0.015854315846427408,0.022923140483552276,0.015082473506015473,0.018013568019570995,0.02337193303115405,0.015480324093503695,0.018161668029797677,0.02310083603369627,0.015224034380162647,0.018129484049506428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayelsa,0.39306913445757125,0.3859401726092699,0.3806745531614726,0.4014647597963576,0.38596972802134377,0.39123768361489814,0.3790959217301345,0.3952654591031929,0.38203148032071366,0.3926758652359418,0.3905362687870212,0.562604876992128,0.6057434842738155,0.6488820911154846,0.6920206979571537,0.7284923577302825,0.751750335278883,0.7560138856386733,0.7602774359039742,0.7645409861692751,0.7648345726615929,0.7648345726615929,0.01375711677425127,0.014065866584468224,0.009293816609670885,0.013451441274321489,0.01350554696717518,0.008916620572152907,0.013180762346563055,0.013446699986060635,0.008988196370301018,0.01338630242660634,0.013689636712539633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benue,0.17893169728132155,0.1793038127631123,0.17611535230510075,0.17669868905201316,0.17873383797232706,0.1796320642629734,0.177565494719179,0.17938599078955134,0.17856631579288468,0.1761926013419431,0.17835593215451606,0.6392856288213491,0.6833793243877869,0.7250940305407647,0.7641212726990045,0.7888172755377507,0.7949380309747958,0.798400881251466,0.800223100371642,0.8016212360983366,0.8027646169366185,0.8027646169366185,0.01895672604364878,0.024267149811809826,0.01613824261873336,0.019212283329628883,0.02433492184892178,0.016351373233495635,0.019462752454079423,0.02424059852867082,0.016142490410676263,0.019324221655189894,0.02425307584107486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borno,0.23943980227482814,0.24015172939028773,0.23954464496357644,0.23950317384575853,0.24031584843812984,0.23926046388586025,0.24073587695347184,0.2430481221333447,0.23974829294510888,0.24137389146893276,0.23937733379665038,0.5866161642220293,0.6289550763474289,0.6685355233592531,0.7056258640795193,0.732628009768054,0.7396751695018984,0.7458076712306334,0.7486491905434234,0.7501876054470513,0.7506562131687712,0.7506562131687712,0.019175925021062083,0.022194851542159347,0.014862372910725714,0.0188691169005018,0.0217919334269582,0.014678185044305809,0.018884407945651823,0.021833678284540456,0.014659809396699804,0.018867361982350346,0.021818644953132047,0.04827550909216988,0.04827550909216988,0.04827550909216988,0.04827550909216988,0.04827550909216988,0.04827550909216988,0.04827550909216988,0.04827550909216988,0.04827550909216988,0.04827550909216988,0.04827550909216988
Cross River,0.3261486178746512,0.32616756579027195,0.32331121829119097,0.32369591725084307,0.3267060002009216,0.32733635276727036,0.32356696937891793,0.32512887997462564,0.325816858123665,0.3248138305660781,0.32671565264485725,0.7034808363856159,0.7355258538293237,0.7675708705628456,0.7996158872963678,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.011149512884335123,0.01641586357745007,0.019374053981130727,0.013177640694824353,0.017903803281671543,0.019839860859166503,0.013511414167539409,0.0181362471794416,0.019986029699632698,0.013660008405269645,0.018297989886176494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta,0.2206531149846294,0.22010428802642573,0.2235326499080725,0.22284475902005454,0.2215229411182891,0.22256754996957903,0.22042287083218207,0.22258261939574253,0.22303723601434072,0.2220107209831544,0.2207108342718401,0.6668026015085026,0.7052064371406682,0.7425644934920897,0.7799225499034949,0.8031391808437208,0.8059018287734685,0.8069522811202764,0.8072932154011286,0.807634149674425,0.8079750839477214,0.8083160182210178,0.006714083372383086,0.004728317993138496,0.009916620113908224,0.012028700971216453,0.008057805777247396,0.011846210938835897,0.013044810328811017,0.008728909674641233,0.012110485135582124,0.0130793005113522,0.008741753366817064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
