State,CM_coverage_2020,CM_coverage_2021,CM_coverage_2022,CM_coverage_2023,CM_coverage_2024,CM_coverage_2025,CM_coverage_2026,CM_coverage_2027,CM_coverage_2028,CM_coverage_2029,CM_coverage_2030,IPTp_coverage_2020,IPTp_coverage_2021,IPTp_coverage_2022,IPTp_coverage_2023,IPTp_coverage_2024,IPTp_coverage_2025,IPTp_coverage_2026,IPTp_coverage_2027,IPTp_coverage_2028,IPTp_coverage_2029,IPTp_coverage_2030,ITN_coverage_2020,ITN_coverage_2021,ITN_coverage_2022,ITN_coverage_2023,ITN_coverage_2024,ITN_coverage_2025,ITN_coverage_2026,ITN_coverage_2027,ITN_coverage_2028,ITN_coverage_2029,ITN_coverage_2030,SMC_coverage_2020,SMC_coverage_2021,SMC_coverage_2022,SMC_coverage_2023,SMC_coverage_2024,SMC_coverage_2025,SMC_coverage_2026,SMC_coverage_2027,SMC_coverage_2028,SMC_coverage_2029,SMC_coverage_2030
Abia,0.32836928782319713,0.4675660573903782,0.5132155387861528,0.5704673522054775,0.6174383057643595,0.6547072240227111,0.706189426498524,0.7512551659678733,0.7806644472285538,0.802610344430259,0.8024511599362756,0.7189051184770003,0.7472746694760203,0.7754365521933583,0.8035984349106968,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.026137119377159082,0.034256918565042274,0.022223831568182133,0.03203221103095289,0.03526023008315468,0.023025281884808766,0.032567407167069726,0.035648391340864,0.023330203719861373,0.03271132222056436,0.03562517836828389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adamawa,0.23639396771776316,0.3362054840378056,0.3646599418105619,0.4017389534318989,0.4262173653660074,0.45262656419397523,0.48534078005829384,0.5101885126750018,0.536298346267246,0.5711105148889498,0.5905279441072399,0.6711837878919917,0.7062492628312069,0.7368641416937208,0.7674790206224427,0.7900421394652708,0.7966094659803894,0.801252793963924,0.804240224616642,0.8066391824850757,0.8066391824850757,0.8066391824850757,0.02565174066360998,0.03616874150628813,0.023597557860295312,0.030384109654388283,0.03670941866894232,0.024089902423211778,0.030651429628786045,0.03663784547396404,0.02390319630152277,0.030684061517156528,0.03661555071798219,0.7513098826372571,0.7513098826372571,0.7513098826372571,0.7513098826372571,0.7513098826372571,0.7513098826372571,0.7513098826372571,0.7513098826372571,0.7513098826372571,0.7513098826372571,0.7513098826372571
Akwa lbom,0.34318363261112633,0.45676517052937754,0.4984665113618505,0.5428252675737152,0.5835551899674626,0.6218746462695279,0.6623906600609811,0.7002575840161207,0.7242205850937303,0.749215038601236,0.7642730707742983,0.6863383681042566,0.7193296750174045,0.7517124561251356,0.7840952372089991,0.8059658365516473,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.00754881700684277,0.02522907228661588,0.03397130738051629,0.022416868718331432,0.0320185902198559,0.035144371576707516,0.023174051202921365,0.03236290079003258,0.03517817018646903,0.023169092980791884,0.03234768382603052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anambra,0.5039610195395123,0.6920509281932199,0.7183431858992805,0.7682756124441619,0.7795041228762991,0.7891864034696234,0.8148497624594164,0.8160273997615047,0.7946609329532954,0.8033803908664272,0.801793044137625,0.7686042841978244,0.791746255464623,0.8083291058480855,0.8242084864632128,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.025958964565887057,0.034497507829110985,0.02277897345338774,0.03256915391757272,0.035479364057568304,0.02336338253018907,0.032803175134619736,0.035573450023010114,0.023335712952809406,0.03279534235977027,0.03554419640687542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauchi,0.17228746142741003,0.22987220268008113,0.25991153647026005,0.29560337573916323,0.3262638613321208,0.3574565811711983,0.39001173137272327,0.42275711052515874,0.4513733709003806,0.48799782014457027,0.5248227097314287,0.5723090880790576,0.6001424426531022,0.6249125783555991,0.6477558279248745,0.662301250665601,0.6751721291503476,0.6824578497849575,0.6888594624613422,0.6941849580213291,0.6978348133221531,0.698191977950331,0.011985933365527945,0.02186425763404033,0.0348792877355308,0.022755357286436895,0.0276892840270056,0.035609514931702446,0.023074810007295728,0.027907469740741837,0.03550799158132965,0.02318325662535503,0.02792611680625777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayelsa,0.3288810046672027,0.4421150805268137,0.4429601711625488,0.4854633368626631,0.4679844833845478,0.4797150533394413,0.46366583480940216,0.4928408406126052,0.5108514155146283,0.5332098517422071,0.5160761298850598,0.562604876992128,0.6057434842738155,0.6488820911154846,0.6920206979571537,0.7284923577302825,0.751750335278883,0.7560138856386733,0.7602774359039742,0.7645409861692751,0.7648345726615929,0.7648345726615929,0.02685766759705582,0.03162013431945224,0.020550458779841865,0.03184619171229769,0.033118338083982866,0.021682586863095116,0.03226565767368668,0.03291971422018065,0.02164558827745641,0.0322997338591921,0.03303293676589554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benue,0.1922440983360639,0.2505755792306424,0.27861642464748465,0.3026303434289144,0.32755551696772944,0.3537508544992444,0.38259008204068395,0.40812274519129443,0.4355652306010971,0.46172114915045626,0.48996031806988966,0.6392856288213491,0.6833793243877869,0.7250940305407647,0.7641212726990045,0.7888172755377507,0.7949380309747958,0.798400881251466,0.800223100371642,0.8016212360983366,0.8027646169366185,0.8027646169366185,0.02545699890959733,0.036970980988620776,0.024455327639227274,0.03000250893462736,0.03752291178514456,0.024761376899900538,0.030236034914248235,0.03756517461260179,0.024950100870905125,0.030218443572761915,0.037398664190282045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borno,0.2330386931603745,0.31882002481689087,0.3440416644065416,0.37219823864132784,0.4013876541356544,0.42095310120657436,0.44146619104011003,0.4461052419683368,0.4723597924680005,0.49692165951594447,0.5060966970964846,0.5866161642220293,0.6289550763474289,0.6685355233592531,0.7056258640795193,0.732628009768054,0.7396751695018984,0.7458076712306334,0.7486491905434234,0.7501876054470513,0.7506562131687712,0.7506562131687712,0.025174093059245083,0.033969524843828244,0.02238866127901084,0.02899231898573407,0.03461396179214557,0.022818933998953128,0.02924172625269854,0.03458447027644961,0.022795164413098062,0.02929698303055342,0.03477527476378222,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239
Cross River,0.35255423934743507,0.46993132486201333,0.5220511208313178,0.5739690364038422,0.6243184795700295,0.6610062638964732,0.6908995269360639,0.7253227912176569,0.7467083552743647,0.7670758110036512,0.7778310072206659,0.7034808363856159,0.7355258538293237,0.7675708705628456,0.7996158872963678,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.01114503917034812,0.026419689500153064,0.03481614162472044,0.023193843576137806,0.03238644533674363,0.03624707540072772,0.024301717722176354,0.03297584005267061,0.035973891072675984,0.023797413457879918,0.03270615554081108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta,0.23666230788205,0.29887906277957127,0.33129381987506046,0.35781444650849037,0.3815554020486375,0.3968906073220637,0.39721243988429267,0.39737605766440526,0.407858587273833,0.4094699002812076,0.4075738228020818,0.6668026015085026,0.7052064371406682,0.7425644934920897,0.7799225499034949,0.8031391808437208,0.8059018287734685,0.8069522811202764,0.8072932154011286,0.807634149674425,0.8079750839477214,0.8083160182210178,0.006701823173443671,0.004720145891548145,0.024609118411805887,0.03386647892928134,0.02219310809244134,0.032198377072435065,0.035231725804981184,0.023049600639489184,0.03267192469401302,0.035516485557493094,0.023287116882331642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
