State,CM_coverage_2020,CM_coverage_2021,CM_coverage_2022,CM_coverage_2023,CM_coverage_2024,CM_coverage_2025,CM_coverage_2026,CM_coverage_2027,CM_coverage_2028,CM_coverage_2029,CM_coverage_2030,IPTp_coverage_2020,IPTp_coverage_2021,IPTp_coverage_2022,IPTp_coverage_2023,IPTp_coverage_2024,IPTp_coverage_2025,IPTp_coverage_2026,IPTp_coverage_2027,IPTp_coverage_2028,IPTp_coverage_2029,IPTp_coverage_2030,ITN_coverage_2020,ITN_coverage_2021,ITN_coverage_2022,ITN_coverage_2023,ITN_coverage_2024,ITN_coverage_2025,ITN_coverage_2026,ITN_coverage_2027,ITN_coverage_2028,ITN_coverage_2029,ITN_coverage_2030,SMC_coverage_2020,SMC_coverage_2021,SMC_coverage_2022,SMC_coverage_2023,SMC_coverage_2024,SMC_coverage_2025,SMC_coverage_2026,SMC_coverage_2027,SMC_coverage_2028,SMC_coverage_2029,SMC_coverage_2030
Abia,0.3329153539317884,0.3552785653143905,0.37127962041491064,0.40034002472562746,0.5685175881698996,0.7672127693284753,0.8086541632410451,0.7963266665250903,0.7922306228701591,0.8049285999906257,0.7922465340679306,0.7189051184770003,0.7472746694760203,0.7754365521933583,0.8035984349106968,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.026016108891770133,0.03397462054769473,0.02206505743176779,0.03191660492843332,0.03519062571410474,0.022810637923496486,0.03228373395793331,0.03515209784051978,0.022885818333925684,0.032478076240897186,0.0356642146869432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adamawa,0.3179740101406044,0.6097530104226523,0.7180260647719545,0.7381472364547282,0.7662232123988958,0.7958067144803489,0.8061186588374696,0.794750329036814,0.793409266338485,0.8039995727361154,0.7940331186919586,0.6711837878919917,0.7062492628312069,0.7368641416937208,0.7674790206224427,0.7900421394652708,0.7966094659803894,0.801252793963924,0.804240224616642,0.8066391824850757,0.8066391824850757,0.8066391824850757,0.025651058670689297,0.036011947298850024,0.02367235392721981,0.03043767149956368,0.03662067994375629,0.02405433081890384,0.030773162563336943,0.036835907359773414,0.0241492806116329,0.030667824657094923,0.036545353394841676,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akwa lbom,0.3646968589289618,0.4580841049782057,0.4946579277766243,0.5230502735952455,0.6572387940614384,0.782114182504222,0.788138759725614,0.7883627617935197,0.7869288791733413,0.7802726362573728,0.7882233648881334,0.6863383681042566,0.7193296750174045,0.7517124561251356,0.7840952372089991,0.8059658365516473,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.0075600985395564944,0.02514650982137476,0.03389434775560861,0.022420694857557624,0.03206536941874586,0.03530915194609876,0.023341360525762862,0.03242775707674454,0.03520586746817739,0.023230313771716735,0.03237510227079296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anambra,0.5314498125579917,0.5501217529013422,0.5618632614209413,0.5730515443555368,0.7235812905247402,0.7945776060404464,0.8185050583079932,0.7869835247621132,0.7907882651499963,0.7960488360660827,0.7879441763627414,0.7686042841978244,0.791746255464623,0.8083291058480855,0.8242084864632128,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.025910221602946655,0.034336736937056515,0.02254988492644151,0.03246495267426067,0.03551806075492848,0.02332903241013326,0.0328219776513888,0.03548969813757516,0.023437883274566956,0.032808200388450066,0.035449997368019404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauchi,0.241862117541986,0.4999800456985478,0.6655456883175445,0.7260252221598078,0.7502654002284018,0.7605327885631719,0.7622631866763536,0.769965520348999,0.7663607155402709,0.7604575353680988,0.7683886007140565,0.5723090880790576,0.6001424426531022,0.6249125783555991,0.6477558279248745,0.662301250665601,0.6751721291503476,0.6824578497849575,0.6888594624613422,0.6941849580213291,0.6978348133221531,0.698191977950331,0.011991709780384012,0.021846109294768934,0.03478146189350967,0.022564987059557638,0.027755906207722402,0.035744226299085316,0.02328509136244761,0.02809557383708135,0.03571499181823054,0.02324106938874488,0.028095150186444692,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262
Bayelsa,0.4390643563934962,0.5445251413387114,0.6369442398082076,0.625751306043,0.7344925354266976,0.772032749756674,0.6998899883609243,0.7681936235573985,0.7823982598158363,0.8152212707944901,0.7374332492096731,0.562604876992128,0.6057434842738155,0.6488820911154846,0.6920206979571537,0.7284923577302825,0.751750335278883,0.7560138856386733,0.7602774359039742,0.7645409861692751,0.7648345726615929,0.7648345726615929,0.02707551692801583,0.032278455855419885,0.02113473848939966,0.03217441197562508,0.033169897975329043,0.021674649684917717,0.03237771530000095,0.03316085985952019,0.021791318499967016,0.03249509383412865,0.032919401832077165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benue,0.2695579467762786,0.5591593447091673,0.6670395878538168,0.7657586378032091,0.7757071186591225,0.7953747300673136,0.8012645862527626,0.7966223856333006,0.7953557298995995,0.7993865527059169,0.7977689140620289,0.6392856288213491,0.6833793243877869,0.7250940305407647,0.7641212726990045,0.7888172755377507,0.7949380309747958,0.798400881251466,0.800223100371642,0.8016212360983366,0.8027646169366185,0.8027646169366185,0.02545759134191556,0.03682323083379719,0.024339374718732733,0.029933469462011437,0.03744561224616683,0.024587153273394433,0.030024250557401332,0.03751800000985858,0.024809750158427624,0.030249370233395505,0.03762142600650774,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721
Borno,0.3001360870957789,0.5221306864411738,0.6190694395924682,0.6525147507855865,0.7174934463057979,0.7430253575949916,0.7530938575009135,0.7468440787497808,0.7456937814479447,0.7515719164351615,0.7461644159635138,0.5866161642220293,0.6289550763474289,0.6685355233592531,0.7056258640795193,0.732628009768054,0.7396751695018984,0.7458076712306334,0.7486491905434234,0.7501876054470513,0.7506562131687712,0.7506562131687712,0.02515407526371779,0.03382972307407432,0.02229975627708763,0.02887252765905658,0.0344113579281718,0.022734631058325253,0.029302814686402313,0.034659147327889606,0.022871740594016227,0.029334545438127836,0.03464598807822403,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239
Cross River,0.3583950220008518,0.439594571800322,0.46771659176592656,0.48983118427483363,0.6430751430876193,0.792071190913462,0.7967386842065667,0.7998662969473528,0.797450440291989,0.7941031450112369,0.8024436018777821,0.7034808363856159,0.7355258538293237,0.7675708705628456,0.7996158872963678,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.011146091282021294,0.026467771724815257,0.034995294568051304,0.02325786852065588,0.03249332838445942,0.03618811166154524,0.02408700199427785,0.03282700404544724,0.036180015507921326,0.023984363804390854,0.032797549693389154,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841
Delta,0.3501719374744875,0.608858274839503,0.7018354270283502,0.6985899722488248,0.7566106039571854,0.8161860391919442,0.8269912767819879,0.8073417919400432,0.7998351457632323,0.7741395657897536,0.7957545183722416,0.6668026015085026,0.7052064371406682,0.7425644934920897,0.7799225499034949,0.8031391808437208,0.8059018287734685,0.8069522811202764,0.8072932154011286,0.807634149674425,0.8079750839477214,0.8083160182210178,0.006714628749990169,0.004737792010810441,0.024615392911049132,0.03383497634596269,0.022124850603483365,0.032293160298767096,0.035386867771920974,0.023236448879388263,0.03272280566563187,0.035449509877568036,0.023270370849748236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
