State,CM_coverage_2020,CM_coverage_2021,CM_coverage_2022,CM_coverage_2023,CM_coverage_2024,CM_coverage_2025,CM_coverage_2026,CM_coverage_2027,CM_coverage_2028,CM_coverage_2029,CM_coverage_2030,IPTp_coverage_2020,IPTp_coverage_2021,IPTp_coverage_2022,IPTp_coverage_2023,IPTp_coverage_2024,IPTp_coverage_2025,IPTp_coverage_2026,IPTp_coverage_2027,IPTp_coverage_2028,IPTp_coverage_2029,IPTp_coverage_2030,ITN_coverage_2020,ITN_coverage_2021,ITN_coverage_2022,ITN_coverage_2023,ITN_coverage_2024,ITN_coverage_2025,ITN_coverage_2026,ITN_coverage_2027,ITN_coverage_2028,ITN_coverage_2029,ITN_coverage_2030,SMC_coverage_2020,SMC_coverage_2021,SMC_coverage_2022,SMC_coverage_2023,SMC_coverage_2024,SMC_coverage_2025,SMC_coverage_2026,SMC_coverage_2027,SMC_coverage_2028,SMC_coverage_2029,SMC_coverage_2030
Abia,0.5175865507442363,0.5131582924833198,0.517296457604832,0.5154845443768592,0.514158143930645,0.5133921942886877,0.5160681553468234,0.5161486090469419,0.5166056568938419,0.5167267666472788,0.5163134027195495,0.7189051184770003,0.7472746694760203,0.7754365521933583,0.8035984349106968,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.017196934316147328,0.020775750026120192,0.013554777158645377,0.01952992937866043,0.021696647543437753,0.014248645621869309,0.01994024129735797,0.021697950758265118,0.014326009784919082,0.020069501619686955,0.021882974446461867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adamawa,0.43658146989217894,0.4374188402450384,0.4362798623300352,0.44282969895641466,0.43405994691824135,0.4376073658031675,0.4378627313488076,0.43826668699487226,0.43668209644769973,0.43678538321302846,0.4348597482021765,0.6711837878919917,0.7062492628312069,0.7368641416937208,0.7674790206224427,0.7900421394652708,0.7966094659803894,0.801252793963924,0.804240224616642,0.8066391824850757,0.8066391824850757,0.8066391824850757,0.02134018023506557,0.02808396093998349,0.018487955007320034,0.023623211433076483,0.028398553699205742,0.018679502333698837,0.02384453288742158,0.02841192148406453,0.01868505201502202,0.023905329477658888,0.028565858135478888,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akwa lbom,0.5196296514479315,0.522513466505834,0.5175268790397161,0.516787085844238,0.5201737145354297,0.5163106306638647,0.5192046632789493,0.5209089713052895,0.5201440452749948,0.519382032068483,0.5218312690266841,0.6863383681042566,0.7193296750174045,0.7517124561251356,0.7840952372089991,0.8059658365516473,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.007571836817803252,0.01599912481311039,0.020055547243713907,0.013408433351999462,0.01918769465363125,0.021205454093171275,0.014160510315862632,0.01959387350339279,0.021384753157817106,0.014301902839009093,0.019703784662647075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anambra,0.6852234417843722,0.6924921154485986,0.6944035783200238,0.6930722802045169,0.6799191906854416,0.6819537316083057,0.6910893089421021,0.683247514164751,0.6740250428295997,0.6853043102506418,0.6830511105759932,0.7686042841978244,0.791746255464623,0.8083291058480855,0.8242084864632128,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.015226348024461843,0.018314763409913358,0.012157647760425183,0.017297722587019466,0.018985596293897337,0.012703617265789035,0.017591820436923034,0.01901388202233843,0.012784356491220053,0.017713793355182045,0.01912295268170763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauchi,0.3274115503211076,0.32911334395569486,0.3279375615959131,0.3291544503514522,0.33309229391570644,0.3278513900248878,0.32771054195977867,0.3276121515234058,0.3261236638216238,0.3280567073746577,0.3271496148394831,0.5723090880790576,0.6001424426531022,0.6249125783555991,0.6477558279248745,0.662301250665601,0.6751721291503476,0.6824578497849575,0.6888594624613422,0.6941849580213291,0.6978348133221531,0.698191977950331,0.01199277058709559,0.018862749961990426,0.02915374640117373,0.01911003769616641,0.023148242249853682,0.029917835004327167,0.019453783848956883,0.02339214055615576,0.029954766265282283,0.01969901590456036,0.02360988143025613,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262
Bayelsa,0.5812414048532892,0.6174825595928273,0.5467525242394534,0.5663639860900744,0.6032280145221841,0.5748095681484962,0.5947344269732296,0.6177351843088943,0.5260588999744995,0.5467504410611401,0.5439305202141418,0.562604876992128,0.6057434842738155,0.6488820911154846,0.6920206979571537,0.7284923577302825,0.751750335278883,0.7560138856386733,0.7602774359039742,0.7645409861692751,0.7648345726615929,0.7648345726615929,0.0186802675638402,0.020780801059272117,0.013558001737598078,0.02069502073743411,0.021245891320338238,0.014024478137265041,0.02107848325841743,0.02159816763791749,0.01416347465789057,0.021148129495876668,0.021553484328420698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benue,0.3797112342402108,0.38036475481012744,0.38039934768318506,0.37821300268904373,0.3778565770407097,0.37710698610586846,0.37484147545172253,0.37816708822930845,0.3773363629934599,0.37868903561552975,0.37456112856276885,0.6392856288213491,0.6833793243877869,0.7250940305407647,0.7641212726990045,0.7888172755377507,0.7949380309747958,0.798400881251466,0.800223100371642,0.8016212360983366,0.8027646169366185,0.8027646169366185,0.022388220287476446,0.031319798774457605,0.020779035345761372,0.025193296507027813,0.03170160892642051,0.021089286344875953,0.025476440810315474,0.03189290443317421,0.0212494066813738,0.025484244470723977,0.03182952502144277,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721
Borno,0.4267139599280514,0.42725806477512135,0.4277008612932063,0.43146443352135566,0.42894656056448155,0.42962956159983046,0.4306396188837166,0.42299800702494217,0.427656567732369,0.4304430948089263,0.4260192026695951,0.5866161642220293,0.6289550763474289,0.6685355233592531,0.7056258640795193,0.732628009768054,0.7396751695018984,0.7458076712306334,0.7486491905434234,0.7501876054470513,0.7506562131687712,0.7506562131687712,0.022216931895867244,0.028103343416469317,0.018648583502289148,0.02408059927597347,0.028327689727674594,0.018839866457049517,0.024320923330641845,0.02852851545682128,0.019004772089944742,0.024508290905835877,0.02872087153539734,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239
Cross River,0.5270796718718312,0.5311177510325245,0.5198792835344582,0.5238664727911441,0.5271375755233675,0.5244478172110739,0.522564941131342,0.526196103878059,0.5223296209544973,0.5263660628384595,0.5260895511748017,0.7034808363856159,0.7355258538293237,0.7675708705628456,0.7996158872963678,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.011167126228880137,0.020974986772535082,0.026309411288868736,0.01755233302092654,0.024451044528050542,0.027328829590011365,0.0183882854435939,0.025028453848100606,0.027627927770439323,0.018530241984664016,0.02509536912626939,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841
Delta,0.42068816215168464,0.4213815999922857,0.4227922381741781,0.42186500035482044,0.42132119120788586,0.4252505290420441,0.4222865067187988,0.41834775205196884,0.4247857167696677,0.42267343183352074,0.4234899513735114,0.6668026015085026,0.7052064371406682,0.7425644934920897,0.7799225499034949,0.8031391808437208,0.8059018287734685,0.8069522811202764,0.8072932154011286,0.807634149674425,0.8079750839477214,0.8083160182210178,0.006697188170794585,0.004720980295331924,0.0151926210391065,0.01987823921936063,0.013134117193540825,0.01936772589060978,0.021230777968467923,0.01399338376320683,0.01985216029937246,0.021501209079439216,0.014178163331877233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebonyi,0.604665476621177,0.6024090667841976,0.6008353158712096,0.603324026549244,0.6041106474390143,0.6052067219490482,0.60504708716728,0.6015837769491394,0.6078406211963123,0.6043837543224779,0.6052009310345638,0.6258197491513771,0.6585717290871781,0.6880741372251266,0.7111058735254008,0.7298274553752232,0.7411047952666152,0.7505894541797853,0.7558964864046253,0.7593078279391035,0.7594300985536415,0.7594300985536415,0.03223602575449712,0.03072534645317538,0.020158346859805987,0.03302368704542113,0.030407489062857014,0.020242724999572016,0.033107149634005704,0.030440894280906843,0.02011511400764255,0.03339548484524607,0.03084876876464186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edo,0.46922956179936237,0.4755105406285166,0.479656203321864,0.46857090054580386,0.4725770184244002,0.4734552696340482,0.4787888815686324,0.4733077650355726,0.47329297781884927,0.47726453923186785,0.47781473461273877,0.6883360522944334,0.7216543990452846,0.7549727451058543,0.7873188998715248,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.020685151729361636,0.021731171717009855,0.014341640196930317,0.022799491012092398,0.022549105401938472,0.014976896791392394,0.023321640543656964,0.02279437524987655,0.015134621506909956,0.023381530670694647,0.022767826171914876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ekiti,0.3852665894646983,0.3831078548701621,0.38624560977300726,0.38739610596954355,0.38432383363356837,0.38560058043881457,0.3852104711898981,0.3855215657910301,0.38414276328342595,0.389525459628293,0.38873824131275403,0.5480735468265319,0.5856731689252598,0.623272790812933,0.6608724125021546,0.6900665334502573,0.7024101804363709,0.7147538274224846,0.7242319764590441,0.7242319764590441,0.7242319764590441,0.7242319764590441,0.01659799898346209,0.01805377519155433,0.012063376461956429,0.018189873546325383,0.018560990118439622,0.012284577284879267,0.01856423568678255,0.018687618728620778,0.012449914060037485,0.01867639094839021,0.01883213660170396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
