,X1,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,adm1,llins1
1633,8092,Keana,Keana,2027,Keana,0.8,0.8,0.8,0.8,0.38719336,0.738904886,0.65,3,august,2778,Nasarawa,PBO
1634,8093,Keana,Keana,2030,Keana,0.8,0.8,0.8,0.8,0.38719336,0.738904886,0.65,4,august,3873,Nasarawa,PBO
1635,1293,Kebbe,Birnin Kebbi,2020,Kebbe,0.8,0.8,0.8,0.8,0.694602402,0.750898345,0.869590762,1,august,223,Sokoto,PBO
1636,12931,Kebbe,Birnin Kebbi,2023,Kebbe,0.8,0.8,0.8,0.8,0.694602402,0.750898345,0.869590762,2,august,1318,Sokoto,PBO
1637,12932,Kebbe,Birnin Kebbi,2026,Kebbe,0.8,0.8,0.8,0.8,0.694602402,0.750898345,0.869590762,3,august,2413,Sokoto,PBO
1638,12933,Kebbe,Birnin Kebbi,2029,Kebbe,0.8,0.8,0.8,0.8,0.694602402,0.750898345,0.869590762,4,august,3508,Sokoto,PBO
1639,811,Keffi,Oke-Ero,2021,Keffi,0.8,0.8,0.8,0.8,0.452112722,0.744153897,0.65,1,july,551,Nasarawa,PBO
1640,8111,Keffi,Oke-Ero,2024,Keffi,0.8,0.8,0.8,0.8,0.452112722,0.744153897,0.65,2,july,1646,Nasarawa,PBO
1641,8112,Keffi,Oke-Ero,2027,Keffi,0.8,0.8,0.8,0.8,0.452112722,0.744153897,0.65,3,july,2741,Nasarawa,PBO
1642,8113,Keffi,Oke-Ero,2030,Keffi,0.8,0.8,0.8,0.8,0.452112722,0.744153897,0.65,4,july,3836,Nasarawa,PBO
1643,1257,Khana,Nsit Ubium,2020,Khana,0.8,0.8,0.8,0.8,0.213023685,0.686013131,0.65,1,june,162,Rivers,PBO
1644,12571,Khana,Nsit Ubium,2023,Khana,0.8,0.8,0.8,0.8,0.213023685,0.686013131,0.65,2,june,1257,Rivers,PBO
1645,12572,Khana,Nsit Ubium,2026,Khana,0.8,0.8,0.8,0.8,0.213023685,0.686013131,0.65,3,june,2352,Rivers,PBO
1646,12573,Khana,Nsit Ubium,2029,Khana,0.8,0.8,0.8,0.8,0.213023685,0.686013131,0.65,4,june,3447,Rivers,PBO
1647,725,Kibiya,Gwarzo,2022,Kibiya,0.8,0.8,0.8,0.8,0.813323711,0.751867706,0.927952179,1,august,953,Kano,PBO
1648,7251,Kibiya,Gwarzo,2025,Kibiya,0.8,0.8,0.8,0.8,0.813323711,0.751867706,0.927952179,2,august,2048,Kano,PBO
1649,7252,Kibiya,Gwarzo,2028,Kibiya,0.8,0.8,0.8,0.8,0.813323711,0.751867706,0.927952179,3,august,3143,Kano,PBO
1650,813,Kirfi,Alkaleri,2021,Kirfi,0.8,0.8,0.8,0.8,0.704749265,0.751008493,0.876118516,1,july,551,Bauchi,PBO
1651,8131,Kirfi,Alkaleri,2024,Kirfi,0.8,0.8,0.8,0.8,0.704749265,0.751008493,0.876118516,2,july,1646,Bauchi,PBO
1652,8132,Kirfi,Alkaleri,2027,Kirfi,0.8,0.8,0.8,0.8,0.704749265,0.751008493,0.876118516,3,july,2741,Bauchi,PBO
1653,8133,Kirfi,Alkaleri,2030,Kirfi,0.8,0.8,0.8,0.8,0.704749265,0.751008493,0.876118516,4,july,3836,Bauchi,PBO
1654,815,Kiri Kasamma,Taura,2021,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.750652885,0.855181572,1,july,551,Jigawa,PBO
1655,8151,Kiri Kasamma,Taura,2024,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.750652885,0.855181572,2,july,1646,Jigawa,PBO
1656,8152,Kiri Kasamma,Taura,2027,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.750652885,0.855181572,3,july,2741,Jigawa,PBO
1657,8153,Kiri Kasamma,Taura,2030,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.750652885,0.855181572,4,july,3836,Jigawa,PBO
1658,727,Kiru,Gwarzo,2022,Kiru,0.8,0.8,0.8,0.8,0.826693612,0.751943284,0.932540181,1,august,953,Kano,PBO
1659,7271,Kiru,Gwarzo,2025,Kiru,0.8,0.8,0.8,0.8,0.826693612,0.751943284,0.932540181,2,august,2048,Kano,PBO
1660,7272,Kiru,Gwarzo,2028,Kiru,0.8,0.8,0.8,0.8,0.826693612,0.751943284,0.932540181,3,august,3143,Kano,PBO
1661,817,Kiyawa,Takali,2021,kiyawa,0.836363636,0.8,0.8,0.823529412,0.77870611,0.751646116,0.914490448,1,september,615,Jigawa,PBO
1662,8171,Kiyawa,Takali,2024,kiyawa,0.836363636,0.8,0.8,0.823529412,0.77870611,0.751646116,0.914490448,2,september,1710,Jigawa,PBO
1663,8172,Kiyawa,Takali,2027,kiyawa,0.836363636,0.8,0.8,0.823529412,0.77870611,0.751646116,0.914490448,3,september,2805,Jigawa,PBO
1664,8173,Kiyawa,Takali,2030,kiyawa,0.836363636,0.8,0.8,0.823529412,0.77870611,0.751646116,0.914490448,4,september,3900,Jigawa,PBO
1665,883,Kogi,Keana,2020,Kogi,0.8,0.8,0.8,0.8,0.368216183,0.736690199,0.65,1,august,223,Kogi,PBO
1666,8831,Kogi,Keana,2023,Kogi,0.8,0.8,0.8,0.8,0.368216183,0.736690199,0.65,2,august,1318,Kogi,PBO
1667,8832,Kogi,Keana,2026,Kogi,0.8,0.8,0.8,0.8,0.368216183,0.736690199,0.65,3,august,2413,Kogi,PBO
1668,8833,Kogi,Keana,2029,Kogi,0.8,0.8,0.8,0.8,0.368216183,0.736690199,0.65,4,august,3508,Kogi,PBO
1669,819,Koko-Besse,Birnin Kebbi,2021,Koko/Besse,0.950888927,0.844308444,0.8,0.85687547,0.576157564,0.748944594,0.761021008,1,august,588,Kebbi,PBO
1670,8191,Koko-Besse,Birnin Kebbi,2024,Koko/Besse,0.950888927,0.844308444,0.8,0.85687547,0.576157564,0.748944594,0.761021008,2,august,1683,Kebbi,PBO
1671,8192,Koko-Besse,Birnin Kebbi,2027,Koko/Besse,0.950888927,0.844308444,0.8,0.85687547,0.576157564,0.748944594,0.761021008,3,august,2778,Kebbi,PBO
1672,8193,Koko-Besse,Birnin Kebbi,2030,Koko/Besse,0.950888927,0.844308444,0.8,0.85687547,0.576157564,0.748944594,0.761021008,4,august,3873,Kebbi,PBO
1673,821,Kokona,Oke-Ero,2021,Kokona,0.8,0.8,0.8,0.8,0.460705224,0.744654268,0.65,1,july,551,Nasarawa,PBO
1674,8211,Kokona,Oke-Ero,2024,Kokona,0.8,0.8,0.8,0.8,0.460705224,0.744654268,0.65,2,july,1646,Nasarawa,PBO
1675,8212,Kokona,Oke-Ero,2027,Kokona,0.8,0.8,0.8,0.8,0.460705224,0.744654268,0.65,3,july,2741,Nasarawa,PBO
1676,8213,Kokona,Oke-Ero,2030,Kokona,0.8,0.8,0.8,0.8,0.460705224,0.744654268,0.65,4,july,3836,Nasarawa,PBO
1677,195,Kolokuma-Opokuma,Ahoada West,2020,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.693359192,0.65,1,may,131,Bayelsa,PBO
1678,1951,Kolokuma-Opokuma,Ahoada West,2023,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.693359192,0.65,2,may,1226,Bayelsa,PBO
1679,1952,Kolokuma-Opokuma,Ahoada West,2026,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.693359192,0.65,3,may,2321,Bayelsa,PBO
1680,1953,Kolokuma-Opokuma,Ahoada West,2029,Kolokuma/Opokuma,0.8,0.8,0.8,0.8,0.224180225,0.693359192,0.65,4,may,3416,Bayelsa,PBO
1681,281,Konduga,Darazo,2020,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.751347835,0.896436989,1,july,186,Borno,PBO
1682,2811,Konduga,Darazo,2023,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.751347835,0.896436989,2,july,1281,Borno,PBO
1683,2812,Konduga,Darazo,2026,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.751347835,0.896436989,3,july,2376,Borno,PBO
1684,2813,Konduga,Darazo,2029,Konduga,0.8,0.8,0.8,0.8,0.74032898,0.751347835,0.896436989,4,july,3471,Borno,PBO
1685,223,Konshisha,Oke-Ero,2020,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.739599821,0.65,1,july,186,Benue,PBO
1686,2231,Konshisha,Oke-Ero,2023,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.739599821,0.65,2,july,1281,Benue,PBO
1687,2232,Konshisha,Oke-Ero,2026,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.739599821,0.65,3,july,2376,Benue,PBO
1688,2233,Konshisha,Oke-Ero,2029,Konshisha,0.8,0.8,0.8,0.8,0.393916167,0.739599821,0.65,4,july,3471,Benue,PBO
1689,995,Kontagora,Oke-Ero,2022,Kontagora,0.8,0.8,0.8,0.8,0.60860437,0.74963463,0.797715733,1,july,916,Niger,PBO
1690,9951,Kontagora,Oke-Ero,2025,Kontagora,0.8,0.8,0.8,0.8,0.60860437,0.74963463,0.797715733,2,july,2011,Niger,PBO
1691,9952,Kontagora,Oke-Ero,2028,Kontagora,0.8,0.8,0.8,0.8,0.60860437,0.74963463,0.797715733,3,july,3106,Niger,PBO
1692,1543,Kosofe,Isoko South,2020,Kosofe,0.8,0.8,0.8,0.8,0.4609272,0.508440915,0.53,1,june,162,Lagos,Urban areas
1693,15431,Kosofe,Isoko South,2023,Kosofe,0.8,0.8,0.8,0.8,0.4609272,0.508440915,0.53,2,june,1257,Lagos,Urban areas
1694,15432,Kosofe,Isoko South,2026,Kosofe,0.8,0.8,0.8,0.8,0.4609272,0.508440915,0.53,3,june,2352,Lagos,Urban areas
1695,15433,Kosofe,Isoko South,2029,Kosofe,0.8,0.8,0.8,0.8,0.4609272,0.508440915,0.53,4,june,3447,Lagos,Urban areas
1696,669,Kubau,Soba,2022,Kubau,0.811072268,0.8,0.8,0.8,0.686299075,0.75080321,0.863982776,1,july,916,Kaduna,PBO
1697,6691,Kubau,Soba,2025,Kubau,0.811072268,0.8,0.8,0.8,0.686299075,0.75080321,0.863982776,2,july,2011,Kaduna,PBO
1698,6692,Kubau,Soba,2028,Kubau,0.811072268,0.8,0.8,0.8,0.686299075,0.75080321,0.863982776,3,july,3106,Kaduna,PBO
1699,661,Kudan,Giwa,2022,Kudan,0.8,0.8,0.8,0.8,0.715360241,0.751116965,0.882581298,1,august,953,Kaduna,PBO
1700,6611,Kudan,Giwa,2025,Kudan,0.8,0.8,0.8,0.8,0.715360241,0.751116965,0.882581298,2,august,2048,Kaduna,PBO
1701,6612,Kudan,Giwa,2028,Kudan,0.8,0.8,0.8,0.8,0.715360241,0.751116965,0.882581298,3,august,3143,Kaduna,PBO
1702,493,Kuje,Keana,2020,Kuje,0.8,0.8,0.8,0.8,0.448338859,0.743922635,0.65,1,august,223,Federal Capital Territory,PBO
1703,4931,Kuje,Keana,2023,Kuje,0.8,0.8,0.8,0.8,0.448338859,0.743922635,0.65,2,august,1318,Federal Capital Territory,PBO
1704,4932,Kuje,Keana,2026,Kuje,0.8,0.8,0.8,0.8,0.448338859,0.743922635,0.65,3,august,2413,Federal Capital Territory,PBO
1705,4933,Kuje,Keana,2029,Kuje,0.8,0.8,0.8,0.8,0.448338859,0.743922635,0.65,4,august,3508,Federal Capital Territory,PBO
1706,1493,Kukawa,Babura,2020,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.750175467,0.827755328,1,may,131,Borno,PBO
1707,14931,Kukawa,Babura,2023,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.750175467,0.827755328,2,may,1226,Borno,PBO
1708,14932,Kukawa,Babura,2026,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.750175467,0.827755328,3,may,2321,Borno,PBO
1709,14933,Kukawa,Babura,2029,Kukawa,0.8,0.8,0.8,0.8,0.639968548,0.750175467,0.827755328,4,may,3416,Borno,PBO
1710,729,Kumbotso,Taura,2022,Kumbotso,0.8,0.8,0.8,0.8,0.728034042,0.751238202,0.889841585,1,july,916,Kano,PBO
1711,7291,Kumbotso,Taura,2025,Kumbotso,0.8,0.8,0.8,0.8,0.728034042,0.751238202,0.889841585,2,july,2011,Kano,PBO
1712,7292,Kumbotso,Taura,2028,Kumbotso,0.8,0.8,0.8,0.8,0.728034042,0.751238202,0.889841585,3,july,3106,Kano,PBO
1713,733,Kunchi,Babura,2022,Kunchi,0.8,0.8,0.8,0.8,0.729388444,0.751250652,0.890589203,1,may,861,Kano,PBO
1714,7331,Kunchi,Babura,2025,Kunchi,0.8,0.8,0.8,0.8,0.729388444,0.751250652,0.890589203,2,may,1956,Kano,PBO
1715,7332,Kunchi,Babura,2028,Kunchi,0.8,0.8,0.8,0.8,0.729388444,0.751250652,0.890589203,3,may,3051,Kano,PBO
1716,735,Kura,Gwarzo,2022,Kura,0.825,0.8,0.8,0.84375,0.796070741,0.751762244,0.921544589,1,august,953,Kano,PBO
1717,7351,Kura,Gwarzo,2025,Kura,0.825,0.8,0.8,0.84375,0.796070741,0.751762244,0.921544589,2,august,2048,Kano,PBO
1718,7352,Kura,Gwarzo,2028,Kura,0.825,0.8,0.8,0.84375,0.796070741,0.751762244,0.921544589,3,august,3143,Kano,PBO
1719,823,Kurfi,Rimi,2021,Kurfi,0.8,0.8,0.8,0.8,0.682045441,0.750752634,0.861013305,1,march,435,Katsina,PBO
1720,8231,Kurfi,Rimi,2024,Kurfi,0.8,0.8,0.8,0.8,0.682045441,0.750752634,0.861013305,2,march,1530,Katsina,PBO
1721,8232,Kurfi,Rimi,2027,Kurfi,0.8,0.8,0.8,0.8,0.682045441,0.750752634,0.861013305,3,march,2625,Katsina,PBO
1722,8233,Kurfi,Rimi,2030,Kurfi,0.8,0.8,0.8,0.8,0.682045441,0.750752634,0.861013305,4,march,3720,Katsina,PBO
1723,1517,Kurmi,Oru West,2022,Kurmi,0.8,0.8,0.8,0.8,0.452232517,0.74416112,0.65,1,june,892,Taraba,PBO
1724,15171,Kurmi,Oru West,2025,Kurmi,0.8,0.8,0.8,0.8,0.452232517,0.74416112,0.65,2,june,1987,Taraba,PBO
1725,15172,Kurmi,Oru West,2028,Kurmi,0.8,0.8,0.8,0.8,0.452232517,0.74416112,0.65,3,june,3082,Taraba,PBO
1726,825,Kusada,Rimi,2021,Kusada,0.8,0.8,0.8,0.8,0.768769267,0.75157471,0.910157594,1,march,435,Katsina,PBO
1727,8251,Kusada,Rimi,2024,Kusada,0.8,0.8,0.8,0.8,0.768769267,0.75157471,0.910157594,2,march,1530,Katsina,PBO
1728,8252,Kusada,Rimi,2027,Kusada,0.8,0.8,0.8,0.8,0.768769267,0.75157471,0.910157594,3,march,2625,Katsina,PBO
1729,8253,Kusada,Rimi,2030,Kusada,0.8,0.8,0.8,0.8,0.768769267,0.75157471,0.910157594,4,march,3720,Katsina,PBO
1730,495,Kwali,Keana,2020,Kwali,0.8,0.8,0.8,0.8,0.476055073,0.745465403,0.65,1,august,223,Federal Capital Territory,PBO
1731,4951,Kwali,Keana,2023,Kwali,0.8,0.8,0.8,0.8,0.476055073,0.745465403,0.65,2,august,1318,Federal Capital Territory,PBO
1732,4952,Kwali,Keana,2026,Kwali,0.8,0.8,0.8,0.8,0.476055073,0.745465403,0.65,3,august,2413,Federal Capital Territory,PBO
1733,4953,Kwali,Keana,2029,Kwali,0.8,0.8,0.8,0.8,0.476055073,0.745465403,0.65,4,august,3508,Federal Capital Territory,PBO
1734,827,Kwami,Alkaleri,2021,Kwami,0.8,0.8,0.8,0.8,0.528174359,0.747593116,0.6942737,1,july,551,Gombe,PBO
1735,8271,Kwami,Alkaleri,2024,Kwami,0.8,0.8,0.8,0.8,0.528174359,0.747593116,0.6942737,2,july,1646,Gombe,PBO
1736,8272,Kwami,Alkaleri,2027,Kwami,0.8,0.8,0.8,0.8,0.528174359,0.747593116,0.6942737,3,july,2741,Gombe,PBO
1737,8273,Kwami,Alkaleri,2030,Kwami,0.8,0.8,0.8,0.8,0.528174359,0.747593116,0.6942737,4,july,3836,Gombe,PBO
1738,1525,Kwande,Oke-Ero,2020,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.73915138,0.65,1,july,186,Benue,PBO
1739,15251,Kwande,Oke-Ero,2023,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.73915138,0.65,2,july,1281,Benue,PBO
1740,15252,Kwande,Oke-Ero,2026,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.73915138,0.65,3,july,2376,Benue,PBO
1741,15253,Kwande,Oke-Ero,2029,Kwande,0.8,0.8,0.8,0.8,0.389530493,0.73915138,0.65,4,july,3471,Benue,PBO
1742,1295,Kware,Gawabawa,2020,Kware,0.8,0.8,0.8,0.8,0.839844337,0.752012839,0.936756207,1,august,223,Sokoto,PBO
1743,12951,Kware,Gawabawa,2023,Kware,0.8,0.8,0.8,0.8,0.839844337,0.752012839,0.936756207,2,august,1318,Sokoto,PBO
1744,12952,Kware,Gawabawa,2026,Kware,0.8,0.8,0.8,0.8,0.839844337,0.752012839,0.936756207,3,august,2413,Sokoto,PBO
1745,12953,Kware,Gawabawa,2029,Kware,0.8,0.8,0.8,0.8,0.839844337,0.752012839,0.936756207,4,august,3508,Sokoto,PBO
1746,271,Kwaya Kusar,Alkaleri,2020,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.749424913,0.786370026,1,july,186,Borno,PBO
1747,2711,Kwaya Kusar,Alkaleri,2023,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.749424913,0.786370026,2,july,1281,Borno,PBO
1748,2712,Kwaya Kusar,Alkaleri,2026,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.749424913,0.786370026,3,july,2376,Borno,PBO
1749,2713,Kwaya Kusar,Alkaleri,2029,Kwaya Kusar,0.8,0.8,0.8,0.8,0.597977668,0.749424913,0.786370026,4,july,3471,Borno,PBO
1750,829,Lafia,Alkaleri,2021,Lafia,0.8,0.8,0.8,0.8,0.503966925,0.746709625,0.654021235,1,july,551,Nasarawa,PBO
1751,8291,Lafia,Alkaleri,2024,Lafia,0.8,0.8,0.8,0.8,0.503966925,0.746709625,0.654021235,2,july,1646,Nasarawa,PBO
1752,8292,Lafia,Alkaleri,2027,Lafia,0.8,0.8,0.8,0.8,0.503966925,0.746709625,0.654021235,3,july,2741,Nasarawa,PBO
1753,8293,Lafia,Alkaleri,2030,Lafia,0.8,0.8,0.8,0.8,0.503966925,0.746709625,0.654021235,4,july,3836,Nasarawa,PBO
1754,1009,Lagelu,Akinyele,2020,Lagelu,0.8,0.8,0.8,0.8,0.345490307,0.414987723,0.53,1,may,131,Oyo,Urban areas
1755,10091,Lagelu,Akinyele,2023,Lagelu,0.8,0.8,0.8,0.8,0.345490307,0.414987723,0.53,2,may,1226,Oyo,Urban areas
1756,10092,Lagelu,Akinyele,2026,Lagelu,0.8,0.8,0.8,0.8,0.345490307,0.414987723,0.53,3,may,2321,Oyo,Urban areas
1757,10093,Lagelu,Akinyele,2029,Lagelu,0.8,0.8,0.8,0.8,0.345490307,0.414987723,0.53,4,may,3416,Oyo,Urban areas
1758,1545,Lagos Island,Isoko South,2020,Lagos Island,0.8,0.8,0.8,0.8,0.470665291,0.516005638,0.53,1,june,162,Lagos,Urban areas
1759,15451,Lagos Island,Isoko South,2023,Lagos Island,0.8,0.8,0.8,0.8,0.470665291,0.516005638,0.53,2,june,1257,Lagos,Urban areas
1760,15452,Lagos Island,Isoko South,2026,Lagos Island,0.8,0.8,0.8,0.8,0.470665291,0.516005638,0.53,3,june,2352,Lagos,Urban areas
1761,15453,Lagos Island,Isoko South,2029,Lagos Island,0.8,0.8,0.8,0.8,0.470665291,0.516005638,0.53,4,june,3447,Lagos,Urban areas
1762,1547,Lagos Mainland,Isoko South,2020,Lagos Mainland,0.8,0.8,0.8,0.8,0.470933929,0.516213299,0.53,1,june,162,Lagos,Urban areas
1763,15471,Lagos Mainland,Isoko South,2023,Lagos Mainland,0.8,0.8,0.8,0.8,0.470933929,0.516213299,0.53,2,june,1257,Lagos,Urban areas
1764,15472,Lagos Mainland,Isoko South,2026,Lagos Mainland,0.8,0.8,0.8,0.8,0.470933929,0.516213299,0.53,3,june,2352,Lagos,Urban areas
1765,15473,Lagos Mainland,Isoko South,2029,Lagos Mainland,0.8,0.8,0.8,0.8,0.470933929,0.516213299,0.53,4,june,3447,Lagos,Urban areas
1766,45,Lamurde,Alkaleri,2020,Lamurde,0.8,0.8,0.8,0.8,0.429924862,0.742682577,0.65,1,july,186,Adamawa,PBO
1767,452,Lamurde,Alkaleri,2023,Lamurde,0.8,0.8,0.8,0.8,0.429924862,0.742682577,0.65,2,july,1281,Adamawa,PBO
1768,454,Lamurde,Alkaleri,2026,Lamurde,0.8,0.8,0.8,0.8,0.429924862,0.742682577,0.65,3,july,2376,Adamawa,PBO
1769,456,Lamurde,Alkaleri,2029,Lamurde,0.8,0.8,0.8,0.8,0.429924862,0.742682577,0.65,4,july,3471,Adamawa,PBO
1770,1217,Langtang North,Alkaleri,2020,Langtang North,0.8,0.8,0.8,0.8,0.48717115,0.74599366,0.65,1,july,186,Plateau,PBO
1771,12171,Langtang North,Alkaleri,2023,Langtang North,0.8,0.8,0.8,0.8,0.48717115,0.74599366,0.65,2,july,1281,Plateau,PBO
1772,12172,Langtang North,Alkaleri,2026,Langtang North,0.8,0.8,0.8,0.8,0.48717115,0.74599366,0.65,3,july,2376,Plateau,PBO
1773,12173,Langtang North,Alkaleri,2029,Langtang North,0.8,0.8,0.8,0.8,0.48717115,0.74599366,0.65,4,july,3471,Plateau,PBO
1774,1219,Langtang South,Keana,2020,Langtang South,0.8,0.8,0.8,0.8,0.543573071,0.748078178,0.717479103,1,august,223,Plateau,PBO
1775,12191,Langtang South,Keana,2023,Langtang South,0.8,0.8,0.8,0.8,0.543573071,0.748078178,0.717479103,2,august,1318,Plateau,PBO
1776,12192,Langtang South,Keana,2026,Langtang South,0.8,0.8,0.8,0.8,0.543573071,0.748078178,0.717479103,3,august,2413,Plateau,PBO
1777,12193,Langtang South,Keana,2029,Langtang South,0.8,0.8,0.8,0.8,0.543573071,0.748078178,0.717479103,4,august,3508,Plateau,PBO
1778,997,Lapai,Oke-Ero,2022,Lapai,0.8,0.8,0.8,0.8,0.420239724,0.74194743,0.65,1,july,916,Niger,PBO
1779,9971,Lapai,Oke-Ero,2025,Lapai,0.8,0.8,0.8,0.8,0.420239724,0.74194743,0.65,2,july,2011,Niger,PBO
1780,9972,Lapai,Oke-Ero,2028,Lapai,0.8,0.8,0.8,0.8,0.420239724,0.74194743,0.65,3,july,3106,Niger,PBO
1781,1337,Lau,Alkaleri,2022,Lau,0.8,0.8,0.8,0.8,0.456276312,0.744400781,0.65,1,july,916,Taraba,PBO
1782,13371,Lau,Alkaleri,2025,Lau,0.8,0.8,0.8,0.8,0.456276312,0.744400781,0.65,2,july,2011,Taraba,PBO
1783,13372,Lau,Alkaleri,2028,Lau,0.8,0.8,0.8,0.8,0.456276312,0.744400781,0.65,3,july,3106,Taraba,PBO
1784,999,Lavun,Oke-Ero,2022,Lavun,0.8,0.8,0.8,0.8,0.535336764,0.747825501,0.705289528,1,july,916,Niger,PBO
1785,9991,Lavun,Oke-Ero,2025,Lavun,0.8,0.8,0.8,0.8,0.535336764,0.747825501,0.705289528,2,july,2011,Niger,PBO
1786,9992,Lavun,Oke-Ero,2028,Lavun,0.8,0.8,0.8,0.8,0.535336764,0.747825501,0.705289528,3,july,3106,Niger,PBO
1787,671,Lere,Soba,2022,Lere,0.864,0.8,0.8,0.8,0.49638178,0.746397774,0.65,1,july,916,Kaduna,PBO
1788,6711,Lere,Soba,2025,Lere,0.864,0.8,0.8,0.8,0.49638178,0.746397774,0.65,2,july,2011,Kaduna,PBO
1789,6712,Lere,Soba,2028,Lere,0.864,0.8,0.8,0.8,0.49638178,0.746397774,0.65,3,july,3106,Kaduna,PBO
1790,225,Logo,Keana,2020,Logo,0.8,0.8,0.8,0.8,0.41751013,0.741728775,0.65,1,august,223,Benue,PBO
1791,2251,Logo,Keana,2023,Logo,0.8,0.8,0.8,0.8,0.41751013,0.741728775,0.65,2,august,1318,Benue,PBO
1792,2252,Logo,Keana,2026,Logo,0.8,0.8,0.8,0.8,0.41751013,0.741728775,0.65,3,august,2413,Benue,PBO
1793,2253,Logo,Keana,2029,Logo,0.8,0.8,0.8,0.8,0.41751013,0.741728775,0.65,4,august,3508,Benue,PBO
1794,885,Lokoja,Keana,2020,Lokoja,0.8,0.8,0.8,0.8,0.314676325,0.727674684,0.65,1,august,223,Kogi,PBO
1795,8851,Lokoja,Keana,2023,Lokoja,0.8,0.8,0.8,0.8,0.314676325,0.727674684,0.65,2,august,1318,Kogi,PBO
1796,8852,Lokoja,Keana,2026,Lokoja,0.8,0.8,0.8,0.8,0.314676325,0.727674684,0.65,3,august,2413,Kogi,PBO
1797,8853,Lokoja,Keana,2029,Lokoja,0.8,0.8,0.8,0.8,0.314676325,0.727674684,0.65,4,august,3508,Kogi,PBO
1798,1477,Machina,Taura,2022,Machina,0.8,0.8,0.8,0.8,0.733696395,0.751289629,0.892932048,1,july,916,Yobe,PBO
1799,14771,Machina,Taura,2025,Machina,0.8,0.8,0.8,0.8,0.733696395,0.751289629,0.892932048,2,july,2011,Yobe,PBO
1800,14772,Machina,Taura,2028,Machina,0.8,0.8,0.8,0.8,0.733696395,0.751289629,0.892932048,3,july,3106,Yobe,PBO
1801,1501,Madagali,Darazo,2020,Madagali,0.8,0.8,0.8,0.8,0.722065325,0.75118219,0.886482676,1,july,186,Adamawa,PBO
1802,15011,Madagali,Darazo,2023,Madagali,0.8,0.8,0.8,0.8,0.722065325,0.75118219,0.886482676,2,july,1281,Adamawa,PBO
1803,15012,Madagali,Darazo,2026,Madagali,0.8,0.8,0.8,0.8,0.722065325,0.75118219,0.886482676,3,july,2376,Adamawa,PBO
1804,15013,Madagali,Darazo,2029,Madagali,0.8,0.8,0.8,0.8,0.722065325,0.75118219,0.886482676,4,july,3471,Adamawa,PBO
1805,737,Madobi,Taura,2022,Madobi,0.8,0.8,0.8,0.8,0.853563186,0.752080738,0.940862927,1,july,916,Kano,PBO
1806,7371,Madobi,Taura,2025,Madobi,0.8,0.8,0.8,0.8,0.853563186,0.752080738,0.940862927,2,july,2011,Kano,PBO
1807,7372,Madobi,Taura,2028,Madobi,0.8,0.8,0.8,0.8,0.853563186,0.752080738,0.940862927,3,july,3106,Kano,PBO
1808,277,Mafa,Darazo,2020,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.751117543,0.88261584,1,july,186,Borno,PBO
1809,2771,Mafa,Darazo,2023,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.751117543,0.88261584,2,july,1281,Borno,PBO
1810,2772,Mafa,Darazo,2026,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.751117543,0.88261584,3,july,2376,Borno,PBO
1811,2773,Mafa,Darazo,2029,Mafa,0.8,0.8,0.8,0.8,0.71541858,0.751117543,0.88261584,4,july,3471,Borno,PBO
1812,1001,Magama,Oke-Ero,2022,Magama,0.8,0.8,0.8,0.8,0.472155733,0.745268762,0.65,1,july,916,Niger,PBO
1813,10011,Magama,Oke-Ero,2025,Magama,0.8,0.8,0.8,0.8,0.472155733,0.745268762,0.65,2,july,2011,Niger,PBO
1814,10012,Magama,Oke-Ero,2028,Magama,0.8,0.8,0.8,0.8,0.472155733,0.745268762,0.65,3,july,3106,Niger,PBO
