"","seasonality","month","cases","sum_est","sum_l_ci","sum_u_ci","X","repDS_pop","incidence","incidence_low","incidence_high","population"
"224","Soba",8,3709,3709,2680.62661304728,5281.70257220828,19,8113112,92.725,67.015665326182,132.042564305207,1000
"225","Soba",9,3630.6,3630.6,2677.21684746907,5051.49648009763,19,8113112,90.765,66.9304211867268,126.287412002441,1000
"226","Soba",10,4370.2,4370.2,3026.58714555936,6314.62056697267,19,8113112,109.255,75.6646786389839,157.865514174317,1000
"227","Soba",11,4012.6,4012.6,2812.71419183893,5821.56827016447,19,8113112,100.315,70.3178547959732,145.539206754112,1000
"228","Soba",12,3124,3124,2200.89518020266,4480.53080263156,19,8113112,78.1,55.0223795050665,112.013270065789,1000
"229","Takali",1,1102.2,1102.2,648.4,2181.34843939448,20,3365160,27.555,16.21,54.5337109848621,1000
"230","Takali",2,1252.2,1252.2,592.409127071135,2377.80712083074,20,3365160,31.305,14.8102281767784,59.4451780207685,1000
"231","Takali",3,1121.4,1121.4,694.8,1687.07621942814,20,3365160,28.035,17.37,42.1769054857034,1000
"232","Takali",4,1052,1052,535.8,2439.87362627946,20,3365160,26.3,13.395,60.9968406569864,1000
"233","Takali",5,863.8,863.8,421.638993395601,1613.87323346483,20,3365160,21.595,10.54097483489,40.3468308366208,1000
"234","Takali",6,1054,1054,591.6,1878.0825231538,20,3365160,26.35,14.79,46.9520630788449,1000
"235","Takali",7,1491.4,1491.4,938.834873382897,2197.29914912398,20,3365160,37.285,23.4708718345724,54.9324787280994,1000
"236","Takali",8,1674.2,1674.2,1059.47033871063,2813.59631249073,20,3365160,41.855,26.4867584677659,70.3399078122682,1000
"237","Takali",9,2313,2313,1384.16438345308,4452.9775582504,20,3365160,57.825,34.604109586327,111.32443895626,1000
"238","Takali",10,2478.4,2478.4,1650.2,3787.2,20,3365160,61.96,41.255,94.68,1000
"239","Takali",11,2246,2246,1457.96788105757,3364.64405553349,20,3365160,56.15,36.4491970264392,84.1161013883373,1000
"240","Takali",12,1386.2,1386.2,752.135793400106,2423.26796894912,20,3365160,34.655,18.8033948350026,60.5816992237281,1000
"241","Taura",1,2453.8,2453.8,1453.77809834943,4049.81077295253,21,4588149,61.345,36.3444524587358,101.245269323813,1000
"242","Taura",2,2969,2969,1727.4,4588.65317101703,21,4588149,74.225,43.185,114.716329275426,1000
"243","Taura",3,3056.4,3056.4,1766.75533651583,4868.64944881559,21,4588149,76.41,44.1688834128959,121.71623622039,1000
"244","Taura",4,3254.8,3254.8,1970.93354488523,5280.30141601575,21,4588149,81.37,49.2733386221307,132.007535400394,1000
"245","Taura",5,2774,2774,1540.16635320231,5282.80806897289,21,4588149,69.35,38.5041588300577,132.070201724322,1000
"246","Taura",6,3297,3297,1933.6,5547.87987280114,21,4588149,82.425,48.34,138.696996820028,1000
"247","Taura",7,3407,3407,2138.2473435639,5044.8,21,4588149,85.175,53.4561835890975,126.12,1000
"248","Taura",8,3313.6,3313.6,2150.43564451189,5294.82269054331,21,4588149,82.84,53.7608911127972,132.370567263583,1000
"249","Taura",9,3814.4,3814.4,2252.88786839916,6940.3093202049,21,4588149,95.36,56.3221967099791,173.507733005123,1000
"250","Taura",10,3608.8,3608.8,2254.59141022751,5460.40488627032,21,4588149,90.22,56.3647852556878,136.510122156758,1000
"251","Taura",11,4765.2,4765.2,3029.35038027318,7098.25228582128,21,4588149,119.13,75.7337595068296,177.456307145532,1000
"252","Taura",12,3559.2,3559.2,2119.38224386048,5531.7416517387,21,4588149,88.98,52.9845560965119,138.293541293468,1000
"253","Uzo-Uwani",1,10994.4,10994.4,7941.8,15454.3608697019,22,16701324,274.86,198.545,386.359021742546,1000
"254","Uzo-Uwani",2,11236,11236,7956.30201016628,15582.4341447011,22,16701324,280.9,198.907550254157,389.560853617526,1000
"255","Uzo-Uwani",3,12054.4,12054.4,8774.1027157988,16391.5559344744,22,16701324,301.36,219.35256789497,409.788898361859,1000
"256","Uzo-Uwani",4,12117.6,12117.6,8812.56707953249,16858.0377620782,22,16701324,302.94,220.314176988312,421.450944051954,1000
"257","Uzo-Uwani",5,10848,10848,7965.52169639443,14445.7980013616,22,16701324,271.2,199.138042409861,361.14495003404,1000
"258","Uzo-Uwani",6,12832.2,12832.2,9459.89459397214,17075.898174244,22,16701324,320.805,236.497364849303,426.897454356099,1000
"259","Uzo-Uwani",7,11096.2,11096.2,8210.81979371359,14545.4548608596,22,16701324,277.405,205.27049484284,363.636371521491,1000
"260","Uzo-Uwani",8,11510.8,11510.8,8332.41534221036,15334.0030419917,22,16701324,287.77,208.310383555259,383.350076049792,1000
"261","Uzo-Uwani",9,11026.8,11026.8,8082.28708164774,15450.2405567311,22,16701324,275.67,202.057177041193,386.256013918278,1000
"262","Uzo-Uwani",10,12660.4,12660.4,9169.87054594236,17299.0645097961,22,16701324,316.51,229.246763648559,432.476612744902,1000
"263","Uzo-Uwani",11,12010.2,12010.2,8843.7423218174,16316.5393584589,22,16701324,300.255,221.093558045435,407.913483961472,1000
"264","Uzo-Uwani",12,9545.2,9545.2,7006.06380113645,13024.4940076983,22,16701324,238.63,175.151595028411,325.612350192457,1000
